,Concept_ID,no,pl
122,Quelle::N,kilde,zdrój
123,Quelle::N,kilde,źródło
124,Bach::N,bekk,potok
125,Bach::N,bekk,strumień
126,Fluss::N,elv,rzeka
127,Ufer::N,bredd,brzeg
128,Küste::N,kyst,wybrzeże
129,Festland::N,fastland,ląd
130,Meer::N,hav,morze
131,Bucht::N,bukt,zatoka
132,Insel::N,øy,wyspa
133,Blume::N,blomst,kwiat
134,Gras::N,gress,trawa
135,Wurzel::N,rot,korzeń
136,Baum::N,tre,drzewo
137,Stamm::N,stamme,pień
138,Rinde::N,bark,kora
139,Ast::N,gren,gałąź
140,Zweig::N,kvist,gałąź
141,Blatt::N,blad,liść
142,Birke::N,bjørk,brzoza
143,Kiefer[Baum]::N,furu,sosna
144,Weide[Baum]::N,selje,wierzba
145,Weide[Baum]::N,piletre,wierzba
146,Tanne::N,gran,jodła
147,Horn::N,horn,róg
148,Feder::N,fjær,pióro
149,Fell::N,skinn,futro
150,Flügel::N,vinge,skrzydło
151,Klaue::N,klauv,szpon
152,Kralle::N,klo,pazur
153,Schwanz::N,hale,ogon
154,Ei::N,egg,jajko
155,Nest::N,rede,gniazdo
156,Bau::N,hi,nora
157,Tier::N,dyr,zwierzę
158,Herde::N,flokk,stado
159,Herde::N,flokk,trzoda
160,Kuh::N,ku,krowa
161,Bulle::N,tyr,byk
162,Pferd::N,hest,koń
163,Schaf::N,får,owca
164,Schwein::N,gris,świnia
165,Hund::N,hund,pies
166,Katze::N,katt,kot
167,Katze::N,katt,kotka
168,Bär::N,bjørn,niedźwiedż
169,Eichhörnchen::N,ekorn,wiewiórka
170,Elch::N,elg,łóś
171,Fuchs::N,rev,lis
172,Hase::N,hare,zając
173,Maus::N,mus,mysz
174,Wolf::N,ulv,wilk
175,Wolf::N,varg,wilk
176,Vogel::N,fugl,ptak
177,Schwarm::N,sverm,stado
178,Huhn::N,høne,kura
179,Hahn::N,hane,kogut
180,Gans::N,gås,gęś
181,Adler::N,ørn,orzeł
182,Ente::N,and,kaczka
183,Eule::N,ugle,sowa
184,Kranich::N,trane,żuraw
185,Krähe::N,kråke,wrona
186,Kuckuck::N,gjøk,kukułka
187,Schwan::N,svane,łabędż
188,Fisch::N,fisk,ryba
189,Barsch::N,abbor,okoń
190,Hecht::N,gjedde,szczupak
191,Schlange[Tier]::N,orm,wąż
192,Schlange[Tier]::N,orm,żmija
193,Schlange[Tier]::N,slange,wąż
194,Schlange[Tier]::N,slange,żmija
195,Wurm::N,orm,robak
196,Wurm::N,mark,robak
197,Spinne::N,edderkopp,pająk
198,Ameise::N,maur,mrówka
199,Laus::N,lus,wesz
200,Mücke::N,mygg,komar
201,Fliege::N,flue,mucha
202,Schmetterling::N,sommerfugl,motyl
203,Beere::N,bær,jagoda
204,Apfel::N,eple,jabłko
205,Pilz::N,sopp,grzyb
206,Zwiebel::N,løk,cebula
207,Saat::N,sæd,siew
208,Korn::N,korn,ziarno
209,Heu::N,høy,siano
210,Schale::N,skall,łupina
211,Grube::N,grop,dół
212,Grube::N,grop,jama
213,Falle::N,felle,pułapka
214,Schlinge::N,snare,sidła
215,Spur::N,spor,ślad
216,Asche::N,aske,popiół
217,Dreck::N,møkk,brud
218,Dreck::N,skitt,brud
219,Eisen::N,jern,żelazo
220,Gold::N,gull,złoto
221,Silber::N,sølv,srebro
222,Kohle::N,kol,węgiel
223,Kohle::N,kull,węgiel
224,Glas::N,glass,szkło
225,Lehm::N,leire,glina
226,Sand::N,sand,piasek
227,Mensch::N,menneske,człowiek
228,Mann::N,mann,mężczyzna
229,Frau::N,kvinne,kobieta
230,Kind::N,barn,dziecko
231,Junge::N,gutt,chłopak
232,Junge::N,gutt,chłopiec
233,Mädchen::N,pike,dziewczynka
234,Mädchen::N,jente,dziewczynka
235,Familie::N,familie,rodzina
236,Großvater::N,bestefar,dziadek
237,Großmutter::N,bestemor,babka
238,Eltern::N,foreldre,rodzice
239,Vater::N,far,ojciec
240,Mutter::N,mor,matka
241,Sohn::N,sønn,syn
242,Tochter::N,datter,córka
243,Bruder::N,bror,brat
244,Schwester::N,søster,siostra
245,Onkel::N,onkel,wuj
246,Onkel::N,onkel,stryj
247,Tante::N,tante,ciotka
248,Ehemann::N,ektemann,mąż
249,Ehefrau::N,hustru,żona
250,Freude::N,glede,radość
251,Gelächter::N,latter,śmiech
252,Glück::N,lykke,szczęście
253,Kummer::N,sorg,zmartwienie
254,Wunsch::N,ønske,życzenie
255,Lust::N,lyst,chęć
256,Lust::N,lyst,ochota
257,Geist::N,ånd,duch
258,Gedanke::N,tanke,myśl
259,Gedächtnis::N,minne,pamięć
260,Gedächtnis::N,hukommelse,pamięć
261,Verstand::N,forstand,rozum
262,Sinn::N,mening,zmysł
263,Sinn::N,betydning,zmysł
264,Grund::N,grunn,powód
265,Wahrheit::N,sannhet,prawda
266,Gespräch::N,samtale,rozmowa
267,Märchen::N,eventyr,bajka
268,Erzählung::N,fortelling,opowiadanie
269,Nachricht::N,melding,wiadomość
270,Neuigkeit::N,nyhet,nowina
271,Name::N,navn,imię
272,Rätsel::N,gåte,zagadka
273,Rede::N,tale,mowa
274,Sprache::N,språk,język
275,Stimme::N,stemme,głos
276,Wort::N,ord,słowo
277,Zeichen::N,tegn,znak
278,Ruf::N,rop,wołanie
279,Lärm::N,bråk,hałas
280,Lärm::N,bråk,zgiełk
281,Laut::N,lyd,dźwięk
282,Ton::N,tone,ton
283,Ton::N,tone,dźwięk
284,Lied::N,vise,pieśń
285,Lied::N,vise,piosenka
286,Ruhe::N,ro,spokój
287,Leute::N,folk,ludzie
288,Volk::N,folk,naród
289,Arbeit::N,arbeid,praca
290,Arbeit::N,arbeid,robota
291,Gast::N,gjest,gość
292,Geschenk::N,gave,prezent
293,Geschenk::N,gave,podarunek
294,Spiel::N,lek,gra
295,Spiel::N,lek,zabawa
296,Spiel::N,spill,gra
297,Spiel::N,spill,zabawa
298,Gesellschaft::N,selskap,towarzystwo
299,Hilfe::N,hjelp,pomoc
300,Freund::N,venn,przyjaciel
301,Kamerad::N,kamerat,kolega
302,Angelegenheit::N,sak,sprawa
303,Angelegenheit::N,anliggende,sprawa
304,Anzahl::N,antall,ilość
305,Art::N,art,rodzaj
306,Art::N,slag,rodzaj
307,Stück::N,stykke,kawałek
308,Teil::N,del,część
309,Hälfte::N,halvdel,połowa
310,Kreis::N,ring,krąg
311,Kreis::N,sirkel,krąg
312,Kreuz::N,kors,krzyż
313,Kreuz::N,kryss,krzyż
314,Linie::N,linje,linia
315,Strich::N,strek,kreska
316,Abstand::N,avstand,odstęp
317,Entfernung::N,avstand,odległość
318,Gegend::N,strøk,okolica
319,Platz::N,plass,miejsce
320,Ort::N,sted,miejsce
321,Seite::N,side,bok
322,Seite::N,side,strona
323,Mitte::N,midte,środek
324,Gegenstand::N,gjenstand,przedmiot
325,Sache::N,sak,rzecz
326,Rand::N,rand,skraj
327,Rand::N,rand,krawędź
328,Kante::N,kant,kant
329,Kante::N,kant,krawędź
330,Ecke::N,hjørne,róg
331,Spitze::N,spiss,ostrze
332,Ende::N,ende,koniec
333,Loch::N,hull,dziura
334,Winkel::N,vinkel,kąt
335,Winkel::N,vinkel,kącik
336,Muster::N,mønster,wzór
337,Größe::N,størrelse,rozmiar
338,Größe::N,størrelse,wielkość
339,Länge::N,lengde,długość
340,Höhe::N,høyde,wysokość
341,Gewicht::N,vekt,ciężar
342,Menge::N,mengde,ilość
343,Haufen::N,haug,kupa
344,Haufen::N,bunke,kupa
345,Reihe::N,rekke,rząd
346,Reihe::N,rekke,szereg
347,Boot::N,båt,łódź
348,Boot::N,båt,łódka
349,Ruder::N,åre,wiosło
350,Schlitten::N,slede,sanki
351,Schlitten::N,kjelke,sanki
352,Ski::N,ski,narta
353,Lagerfeuer::N,leirbål,ognisko
354,Last::N,bør,ciężar
355,Last::N,bør,brzemię
356,Last::N,last,ciężar
357,Last::N,last,brzemię
358,Gang::N,gang,chód
359,Schritt::N,steg,krok
360,Schritt::N,skritt,krok
361,Norden::N,nord,północ
362,Süden::N,sør,południe
363,Westen::N,vest,zachód
364,Osten::N,øst,wschód
365,Holz::N,tre,drzewo
366,Brett::N,fjøl,deska
367,Brett::N,brett,deska
368,Platte::N,plate,płyta
369,Stütze::N,støtte,podpora
370,Stange::N,stang,drąg
371,Stange::N,stang,żerdź
372,Stock::N,pinne,kij
373,Stock::N,pinne,laska
374,Stab::N,stav,pręt
375,Stab::N,kjepp,pręt
376,Rohr::N,rør,rura
377,Haus::N,hus,dom
378,Heim::N,hjem,dom
379,Ofen::N,ovn,piec
380,Fußboden::N,gulv,podłoga
381,Tisch::N,bord,stół
382,Stuhl::N,stol,krzesło
383,Wiege::N,vogge,kołyska
384,Bett::N,seng,łóżko
385,Bett::N,seng,pościel
386,Regal::N,reol,regał
387,Regal::N,hylle,regał
388,Kiste::N,kasse,skrzynia
389,Fenster::N,vindu,okno
390,Tür::N,dør,drzwi
391,Tor::N,port,brama
392,Zaun::N,gjerde,płot
393,Zaun::N,gjerde,parkan
394,Dach::N,tak,dach
395,Leiter::N,stige,drabina
396,Besen::N,kost,miotła
397,Spaten::N,spade,rydel
398,Schaufel::N,skuffe,łopata
399,Gabel::N,gaffel,widelec
400,Löffel::N,skje,łyżka
401,Messer::N,kniv,nóż
402,Nagel::N,spiker,gwóźdź
403,Netz::N,nett,sieć
404,Haken::N,krok,hak
405,Griff::N,tak,chwyt
406,Griff::N,håndtak,chwyt
407,Schloss::N,lås,zamek
408,Bild::N,bilde,obraz
409,Figur::N,figur,figura
410,Puppe::N,dukke,lalka
411,Beutel::N,pose,torba
412,Bündel::N,bylt,wiązka
413,Tasche::N,veske,torba
414,Eimer::N,bøtte,kubeł
415,Eimer::N,bøtte,wiadro
416,Deckel::N,lokk,przykrywka
417,Geschirr::N,kjøkkentøy,statki
418,Geschirr::N,kjøkkentøy,naczynia
419,Sack::N,sekk,worek
420,Tasse::N,kopp,filiżanka
421,Topf::N,gryte,garnek
422,Kessel::N,kjele,kocioł
423,Essen::N,mål,jedzenie
424,Nahrung::N,mat,pokarm
425,Nahrung::N,mat,pożywienie
426,Nahrung::N,næring,pokarm
427,Nahrung::N,næring,pożywienie
428,Speise::N,matrett,potrawa
429,Speise::N,matrett,jedzenie
430,Fleisch::N,kjøtt,mięso
431,Getreide::N,korn,zboże
432,Brei::N,grøt,kasza
433,Brot::N,brød,chleb
434,Scheibe::N,skive,kromka
435,Fett::N,fett,tłuszcz
436,Butter::N,smør,masło
437,Öl::N,olje,olej
438,Salz::N,salt,sól
439,Suppe::N,suppe,zupa
440,Honig::N,honning,miód
441,Milch::N,melk,mleko
442,Tee::N,te,herbata
443,Leder::N,lær,skóra
444,Leder::N,skinn,skóra
445,Wolle::N,ull,wełna
446,Stoff::N,tøy,tkanina
447,Stoff::N,tøy,materiał
448,Stoff::N,stoff,tkanina
449,Stoff::N,stoff,materiał
450,Nadel::N,nål,igła
451,Faden::N,tråd,nić
452,Faden::N,tråd,nitka
453,Knopf::N,knapp,guzik
454,Knoten::N,knute,węzeł
455,Farbe::N,farge,farba
456,Kleidung::N,påkledning,odzież
457,Hemd::N,skjorte,koszula
458,Kragen::N,krage,kołnierz
459,Ärmel::N,erme,rękaw
460,Hose::N,bukse,spodnie
461,Gürtel::N,belte,pasek
462,Mütze::N,lue,czapka
463,Schuh::N,sko,but
464,Schuh::N,sko,bucik
465,Stiefel::N,støvel,but
466,Stiefel::N,støvel,kozak
467,Ring::N,ring,pierścień
468,Band::N,band,wstęga
469,Kamm::N,kam,grzebień
470,Spiegel::N,speil,lustro
471,Riemen::N,rem,rzemień
472,Schnur::N,snor,sznur
473,Leine::N,line,smycz
474,Decke::N,teppe,kołdra
475,Kissen::N,pute,poduszka
476,Tuch::N,tøy,chustka
477,Handtuch::N,håndkle,ręcznik
478,Kraft::N,kraft,moc
479,Kraft::N,kraft,siła
480,Stärke::N,styrke,moc
481,Stärke::N,styrke,siła
482,Gesundheit::N,helse,zdrowie
483,Gesundheit::N,sunnhet,zdrowie
484,Krankheit::N,syke,choroba
485,Krankheit::N,sykdom,choroba
486,Schmerz::N,smerte,ból
487,Wunde::N,sår,rana
488,Fieber::N,feber,gorączka
489,Arznei::N,medisin,lekarstwo
490,Arznei::N,legemiddel,lekarstwo
491,Brücke::N,bro,most
492,Brunnen::N,brønn,studnia
493,Weide::N,beite,pastwisko
494,Pfad::N,sti,ścieżka
495,Weg::N,vei,droga
496,Straße::N,gate,ulica
497,Dorf::N,landsby,wieś
498,Stadt::N,by,miasto
499,Brief::N,brev,list
500,Buch::N,bok,książka
501,Buchstabe::N,bokstav,litera
502,Zeitung::N,avis,gazeta
503,Zeitung::N,avis,dziennik
504,Leben::N,liv,życie
505,Tod::N,død,śmierć
506,Grab::N,grav,grób
507,Kirche::N,kirke,kościół
508,Sünde::N,synd,grzech
509,Gott::N,gud,bóg
510,Arbeiter::N,arbeider,robotnik
511,Chef::N,sjef,szef
512,Meister::N,mester,mistrz
513,Meister::N,mester,majster
514,Arzt::N,lege,lekarz
515,Lehrer::N,lærer,nauczyciel
516,Geld::N,penger,pieniądze
517,Geschäft::N,forretning,sprawa
518,Geschäft::N,forretning,interes
519,Laden::N,butikk,sklep
520,Preis::N,pris,cena
521,Ware::N,vare,towar
522,Nutzen::N,nytte,pożytek
523,Reichtum::N,rikdom,bogactwo
524,Welt::N,verden,świat
525,Land::N,land,kraj
526,Staat::N,stat,państwo
527,König::N,konge,król
528,Macht::N,makt,władza
529,Grenze::N,grense,granica
530,Krieg::N,krig,wojna
531,Feind::N,fiende,wróg
532,Gewalt::N,vold,władza
533,Kampf::N,kamp,bój
534,Kampf::N,kamp,walka
535,Bogen[Waffe]::N,bue,łuk
536,Pfeil::N,pil,strzała
537,Gewehr::N,gevær,karabin
538,Fehler::N,feil,błąd
539,Lüge::N,løgn,kłamstwo
540,Schaden::N,skade,szkoda
541,Unglück::N,uhell,nieszczęście
542,Schuld::N,skyld,wina
543,Alter::N,alder,wiek
544,Schluss::N,slutt,koniec
545,Schluss::N,slutt,zakończenie
546,Zeit::N,tid,czas
547,Tag::N,dag,dzień
548,Morgen::N,morgen,ranek
549,Morgen::N,morgen,poranek
550,Mittag::N,middag,południe
551,Abend::N,aften,wieczór
552,Nacht::N,natt,noc
553,Woche::N,uke,tydzień
554,Monat::N,måned,miesiąc
555,Jahr::N,år,rok
556,Frühling::N,vår,wiosna
557,Sommer::N,sommer,lato
558,Herbst::N,høst,jesień
559,Winter::N,vinter,zima
560,Januar::N,januar,styczeń
561,Februar::N,februar,luty
562,März::N,mars,marzec
563,April::N,april,kwiecień
564,Mai::N,mai,maj
565,Juni::N,juni,czerwiec
566,Juli::N,juli,lipiec
567,August::N,august,sierpień
568,September::N,september,wrzesień
569,Oktober::N,oktober,październik
570,November::N,november,listopad
571,Dezember::N,desember,grudzień
572,Montag::N,mandag,poniedziałek
573,Dienstag::N,tirsdag,wtorek
574,Mittwoch::N,onsdag,środa
575,Donnerstag::N,torsdag,czwartek
576,Freitag::N,fredag,piątek
577,Samstag::N,lørdag,sobota
578,Sonntag::N,søndag,niedziela
579,groß::A,stor,duży
580,groß::A,stor,wielki
581,klein::A,liten,mały
582,lang::A,lang,długi
583,kurz::A,kort,krótki
584,breit::A,bred,szeroki
585,schmal::A,smal,wąski
586,dicht::A,tett,gęsty
587,dick[Gegenstand]::A,tykk,gruby
588,dünn::A,tynn,cienki
589,fein::A,fin,drobny
590,fest::A,fast,mocny
591,fest::A,fast,twardy
592,flach::A,flat,płaski
593,glatt::A,glatt,gładki
594,hart::A,hard,twardy
595,weich::A,myk,miękki
596,weich::A,bløt,miękki
597,rund::A,rund,okrągły
598,spitz::A,spiss,spiczasty
599,scharf::A,kvass,ostry
600,stumpf::A,stubb,tępy
601,schwer::A,tung,ciężki
602,schön::A,pen,ładny
603,schön::A,pen,piękny
604,schön::A,vakker,ładny
605,schön::A,vakker,piękny
606,heiß::A,het,gorący
607,warm::A,varm,ciepły
608,kalt::A,kald,zimny
609,kühl::A,kjølig,chłodny
610,frisch::A,fersk,świeży
611,feucht::A,fuktig,wilgotny
612,nass::A,våt,mokry
613,trocken::A,tørr,suchy
614,voll::A,full,pełny
615,leer::A,tom,pusty
616,leer::A,tom,próżny
617,offen::A,åpen,otwarty
618,geschlossen::A,lukket,zamknięty
619,sauber::A,ren,czysty
620,schmutzig::A,skitten,brudny
621,roh::A,rå,surowy
622,reif::A,moden,dojrzały
623,lecker::A,lekker,smaczny
624,süß::A,søt,słodki
625,bitter::A,besk,gorzki
626,bitter::A,bitter,gorzki
627,sauer::A,sur,kwaśny
628,hell::A,lys,jasny
629,dunkel::A,mørk,ciemny
630,schwarz::A,svart,czarny
631,weiß::A,hvit,biały
632,rot::A,rød,czerwony
633,gelb::A,gul,żółty
634,blau::A,blå,błękitny
635,blau::A,blå,niebieski
636,grün::A,grønn,zielony
637,grau::A,grå,szary
638,bunt::A,broket,barwny
639,billig::A,billig,tani
640,teuer::A,dyr,drogi
641,wertvoll::A,verdifull,cenny
642,blind::A,blind,ślepy
643,taub::A,døv,głuchy
644,kräftig::A,kraftig,mocny
645,stark::A,sterk,silny
646,schwach::A,svak,słaby
647,fett::A,fet,tłusty
648,schlank::A,slank,smukły
649,hübsch::A,pen,ładny
650,böse::A,slem,zły
651,dumm::A,dum,głupi
652,faul::A,lat,leniwy
653,faul::A,doven,leniwy
654,fleißig::A,flittig,pilny
655,geizig::A,gjerrig,skąpy
656,klug::A,klok,mądry
657,geschickt::A,hendig,zręczny
658,geschickt::A,skikket,zręczny
659,lieb::A,kjær,miły
660,lieb::A,snill,miły
661,lustig::A,morsom,wesoły
662,sanft::A,blid,łagodny
663,hungrig::A,sulten,głodny
664,krank::A,syk,chory
665,nackt::A,naken,nagi
666,traurig::A,sørgmodig,smutny
667,lebendig::A,levende,żywy
668,gut::A,god,dobry
669,schlecht::A,dårlig,zły
670,richtig::A,riktig,słuszny
671,richtig::A,riktig,właściwy
672,schlimm::A,slem,zły
673,wahr::A,sann,prawdziwy
674,alt::A,gammel,stary
675,neu::A,ny,nowy
676,ehemalig::A,forhenværende,były
677,alt[Lebewesen]::A,gammel,stary
678,jung::A,ung,młody
679,arm::A,fattig,ubogi
680,arm::A,fattig,biedny
681,reich::A,rik,bogaty
682,bekannt::A,kjent,znany
683,berühmt::A,berømt,słynny
684,fremd::A,fremmed,obcy
685,fremd::A,fremmed,cudzy
686,verschieden::A,forskjellig,różny
687,nah::A,nær,bliski
688,fern::A,fjern,daleki
689,linker::A,venstre,lewy
690,rechter::A,høyre,prawy
691,anderer::A,annen,inny
692,erster::A,første,pierwszy
693,zweiter::A,annen,drugi
694,dritter::A,tredje,trzeci
695,letzter::A,sist,ostatni
696,allein::ADV,alene,sam
697,auf einmal::ADV,med ett,naraz
698,zusammen::ADV,sammen,razem
699,lange::ADV,lenge,długo
700,plötzlich::ADV,plutselig,nagle
701,sofort::ADV,straks,natychmiast
702,später::ADV,senere,później
703,jetzt::ADV,nå,teraz
704,jetzt::ADV,nå,obecnie
705,heute::ADV,i dag,dziś
706,heute::ADV,i dag,dzisiaj
707,morgen::ADV,i morgen,jutro
708,bald::ADV,snart,wkrótce
709,dann::ADV,så,potem
710,gestern::ADV,i går,wczoraj
711,einst::ADV,engang,kiedyś
712,einst::ADV,engang,niegdyś
713,damals::ADV,den gang,wtedy
714,damals::ADV,den gang,wówczas
715,danach::ADV,deretter,następnie
716,vorher::ADV,før,przedtem
717,vorher::ADV,i forveien,przedtem
718,zuerst::ADV,først,naprzód
719,zuerst::ADV,først,najpierw
720,einmal::ADV,en gang,raz
721,manchmal::ADV,somme tider,czasem
722,oft::ADV,ofte,często
723,immer::ADV,alltid,zawsze
724,niemals::ADV,aldri,nigdy
725,hier::ADV,her,tu
726,hier::ADV,her,tutaj
727,hierhin::ADV,hit,tu
728,von hier::ADV,herfra,stąd
729,dort::ADV,der,tam
730,dorthin::ADV,dit,tam
731,geradeaus::ADV,rett fram,prosto
732,vorwärts::ADV,fram,naprzód
733,vorwärts::ADV,framover,naprzód
734,rückwärts::ADV,baklengs,wstecz
735,zurück::ADV,tilbake,z powrotem
736,unten::ADV,nede,u dołu
737,unten::ADV,nede,na dole
738,hinab::ADV,ned,na_dół
739,hinab::ADV,ned,w_dół
740,hinab::ADV,nedover,na_dół
741,hinab::ADV,nedover,w_dół
742,oben::ADV,oppe,w górze
743,oben::ADV,oppe,na górze
744,oben::ADV,ovenpå,w górze
745,oben::ADV,ovenpå,na górze
746,hinauf::ADV,opp,w górę
747,hinauf::ADV,opp,na górę
748,hinauf::ADV,oppover,w górę
749,hinauf::ADV,oppover,na górę
750,überall::ADV,overalt,wszędzie
751,nicht::ADV,ikke,nie
752,ein wenig::ADV,litt,trochę
753,kaum::ADV,neppe,ledwie
754,kaum::ADV,neppe,prawie nie
755,sehr::ADV,svært,bardzo
756,so::ADV,så,tak
757,noch::ADV,enda,jeszcze
758,nur::ADV,bare,tylko
759,schon::ADV,alt,już
760,schon::ADV,allerede,już
761,wieder::ADV,igjen,znów
762,wieder::ADV,igjen,znowu
763,vergebens::ADV,forgjeves,na próżno
764,vor::PRP,foran,przed
765,vor::PRP,utenfor,przed
766,hinter::PRP,bak,za
767,hinter::PRP,bakom,za
768,unter::PRP,under,pod
769,durch::PRP,gjennom,przez
770,durch::PRP,igjennom,przez
771,neben::PRP,ved siden av,obok
772,zwischen::PRP,mellom,między
773,wegen::PRP,på grunn av,z powodu
774,dies::PRN,dette,to
775,das::PRN,det,to
776,alles::PRN,alt,wszystko
777,ich::PRN,jeg,ja
778,du::PRN,du,ty
779,er::PRN,han,on
780,wir::PRN,vi,my
781,ihr::PRN,dere,wy
782,sie::PRN,de,oni
783,was::FPRN,hva,co
784,wer::FPRN,hvem,kto
785,wo::FADV,hvor,gdzie
786,wohin::FADV,hvor ... hen,dokąd
787,wie::FADV,hvordan,jak
788,warum::FADV,hvorfor,dlaczego
789,wieviel::FNUM,hvor mye,ile
790,eins::NUM,en,jeden
791,eins::NUM,ett,jeden
792,zwei::NUM,to,dwa
793,drei::NUM,tre,trzy
794,vier::NUM,fire,cztery
795,fünf::NUM,fem,pięć
796,sechs::NUM,seks,sześć
797,sieben::NUM,sju,siedem
798,acht::NUM,åtte,osiem
799,neun::NUM,ni,dziewięć
800,zehn::NUM,ti,dziesięć
801,elf::NUM,elleve,jedenaście
802,zwölf::NUM,tolv,dwanaście
803,zwanzig::NUM,tjue,dwadzieścia
804,dreißig::NUM,tretti,trzydzieści
805,vierzig::NUM,førti,czterdzieści
806,fünfzig::NUM,femti,pięćdziesiąt
807,sechzig::NUM,seksti,sześćdziesiąt
808,siebzig::NUM,sytti,siedemdziesiąt
809,achtzig::NUM,åtti,osiemdziesiąt
810,neunzig::NUM,nitti,dziewięćdziesiąt
811,hundert::NUM,hundre,sto
812,tausend::NUM,tusen,tysiąc
813,und::CNJ,og,i
814,oder::CNJ,eller,lub
815,oder::CNJ,eller,albo
816,stehen::V,stå,stać
817,sitzen::V,sitte,siedzieć
818,liegen::V,ligge,leżeć
819,hängen::V,henge,wisieć
820,werden::V,bli,zostać
821,werden::V,bli,stać się
822,passieren::V,skje,dziać się
823,passieren::V,skje,zdarzyć się
824,passieren::V,hende,dziać się
825,passieren::V,hende,zdarzyć się
826,beginnen::V,begynne,zacząć się
827,enden::V,ende,kończyć się
828,enden::V,slutte,kończyć się
829,wechseln::V,veksle,zmienić się
830,aufgehen[Sonne]::V,stå opp,wzejść
831,untergehen[Sonne]::V,gå ned,zajść
832,scheinen[Sonne]::V,skinne,świecić
833,donnern::V,tordne,grzmieć
834,wehen::V,blåse,wiać
835,strömen::V,strømme,płynąć
836,strömen::V,strømme,lać się
