,Concept_ID,hu,sq
123,Anhöhe::N,magaslat,bregore
124,Berg::N,hegy,mal
125,Gipfel::N,csúcs,kulm
126,Höhle::N,barlang,shpellë
127,Höhle::N,barlang,zgafelle
128,Abhang::N,lejtő,shpat
129,Abhang::N,lejtő,tatëpjetë
130,Quelle::N,forrás,krua
131,Quelle::N,forrás,burim
132,Bach::N,patak,virua
133,Fluss::N,folyó,lumë
134,Ufer::N,part,breg
135,Küste::N,tengerpart,anëdet
136,Küste::N,tengerpart,bregdet
137,Festland::N,szárazföld,kontinent
138,Meer::N,tenger,det
139,Bucht::N,öböl,gji deti
140,Insel::N,sziget,ishull
141,Insel::N,sziget,ujdhesë
142,Blume::N,virág,lule
143,Gras::N,fű,bar
144,Wurzel::N,gyökér,rrënjë
145,Baum::N,fa,pemë
146,Stamm::N,tő,trung
147,Stamm::N,törzs,trung
148,Rinde::N,kéreg,lëvore
149,Ast::N,ág,degë
150,Zweig::N,gally,bisk
151,Blatt::N,levél,fletë
152,Blatt::N,levél,gjethe
153,Birke::N,nyír,mështekën
154,Kiefer[Baum]::N,fenyő,pishë
155,Weide[Baum]::N,fűz,shelg
156,Tanne::N,fenyő,bredh
157,Horn::N,szarv,bri
158,Feder::N,toll,pupël
159,Fell::N,szőr,lëkurë
160,Fell::N,bunda,lëkurë
161,Flügel::N,szárny,krah
162,Flügel::N,szárny,fletë
163,Klaue::N,köröm,kthetër
164,Kralle::N,karom,thua
165,Kralle::N,karom,kthetër
166,Schwanz::N,farok,bisht
167,Ei::N,tojás,vezë
168,Nest::N,fészek,fole
169,Bau::N,odú,strofkë
170,Tier::N,állat,kafshë
171,Herde::N,nyáj,kope
172,Herde::N,nyáj,grigjë
173,Herde::N,csorda,kope
174,Herde::N,csorda,grigjë
175,Kuh::N,tehén,lopë
176,Bulle::N,bika,dem
177,Pferd::N,ló,kalë
178,Schaf::N,juh,dele
179,Schaf::N,birka,dele
180,Schwein::N,sertés,derr
181,Hund::N,eb,qen
182,Hund::N,kutya,qen
183,Katze::N,macska,mace
184,Bär::N,medve,ari
185,Eichhörnchen::N,mókus,ketër
186,Elch::N,jávorszarvas,dre brilopatë
187,Fuchs::N,róka,dhelpër
188,Hase::N,nyúl,lepur
189,Maus::N,egér,mi
190,Wolf::N,farkas,ujk
191,Vogel::N,madár,zog
192,Vogel::N,madár,shpend
193,Schwarm::N,raj,luzmë
194,Huhn::N,tyúk,pulë
195,Hahn::N,kakas,gjel
196,Hahn::N,kakas,këndes
197,Gans::N,lúd,patë
198,Gans::N,liba,patë
199,Adler::N,sas,shqiponjë
200,Ente::N,kacsa,rosë
201,Eule::N,bagoly,buf
202,Kranich::N,daru,lejlek
203,Kranich::N,daru,kurrillë
204,Krähe::N,varjú,sorrë
205,Kuckuck::N,kakukk,qyqe
206,Schwan::N,hattyú,mjellmë
207,Fisch::N,hal,peshk
208,Barsch::N,sügér,purtekë
209,Hecht::N,csuka,mlysh
210,Schlange[Tier]::N,kígyó,gjarpër
211,Wurm::N,kukac,krimb
212,Spinne::N,pók,marimangë
213,Ameise::N,hangya,thnegël
214,Ameise::N,hangya,milingonë
215,Laus::N,tetű,morr
216,Mücke::N,szúnyog,kunup
217,Mücke::N,szúnyog,mushkonjë
218,Fliege::N,légy,mizë
219,Schmetterling::N,lepke,flutur
220,Schmetterling::N,pillangó,flutur
221,Beere::N,bogyó,frutë
222,Beere::N,bogyó,manaferrë
223,Apfel::N,alma,mollë
224,Pilz::N,gomba,kërpudhë
225,Zwiebel::N,hagyma,qepë
226,Saat::N,vetőmag,farë
227,Korn::N,mag,grurë
228,Korn::N,mag,kokërr
229,Korn::N,szem,grurë
230,Korn::N,szem,kokërr
231,Heu::N,széna,sanë
232,Schale::N,héj,lëkurë
233,Grube::N,verem,gropë
234,Falle::N,csapda,kurth
235,Falle::N,csapda,grackë
236,Schlinge::N,tőr,nyjë
237,Spur::N,nyom,gjurmë
238,Asche::N,hamu,hi
239,Dreck::N,sár,baltë
240,Dreck::N,piszok,baltë
241,Eisen::N,vas,hekur
242,Gold::N,arany,ar
243,Gold::N,arany,flori
244,Silber::N,ezüst,argjend
245,Kohle::N,szén,qymyr
246,Glas::N,üveg,qelq
247,Lehm::N,agyag,argjilë
248,Lehm::N,vályog,argjilë
249,Sand::N,homok,rërë
250,Mensch::N,ember,njeri
251,Mann::N,úr,burrë
252,Mann::N,úr,mashkull
253,Mann::N,férfi,burrë
254,Mann::N,férfi,mashkull
255,Frau::N,nő,grua
256,Frau::N,nő,femër
257,Frau::N,asszony,grua
258,Frau::N,asszony,femër
259,Kind::N,gyerek,kalama
260,Kind::N,gyermek,kalama
261,Junge::N,fiú,djalë
262,Mädchen::N,lány,gocë
263,Mädchen::N,lány,vajzë
264,Familie::N,család,familje
265,Großvater::N,nagyapa,gjysh
266,Großmutter::N,nagyanya,gjyshe
267,Eltern::N,szülők,prindër
268,Vater::N,apa,atë
269,Vater::N,atya,atë
270,Mutter::N,anya,nënë
271,Sohn::N,fiú,bir
272,Tochter::N,lány,bijë
273,Bruder::N,fivér,vëlla
274,Bruder::N,testvér,vëlla
275,Schwester::N,nővér,motër
276,Schwester::N,lánytestvér,motër
277,Onkel::N,nagybácsi,dajë
278,Onkel::N,nagybácsi,xhaxha
279,Tante::N,nagynéni,teze
280,Tante::N,nagynéni,hallë
281,Ehemann::N,férj,burrë
282,Ehemann::N,férj,bashkëshort
283,Ehefrau::N,feleség,grua
284,Ehefrau::N,feleség,bashkëshorte
285,Freude::N,öröm,gaz
286,Freude::N,öröm,gëzim
287,Gelächter::N,nevetés,qeshje
288,Gelächter::N,hahotázás,qeshje
289,Glück::N,boldogság,lumturi
290,Kummer::N,bánat,brengë
291,Kummer::N,bánat,pikëllim
292,Wunsch::N,óhaj,dëshirë
293,Lust::N,kedv,epsh
294,Lust::N,kedv,dashuri
295,Geist::N,elme,frymë
296,Geist::N,elme,shpirt
297,Geist::N,szellem,frymë
298,Geist::N,szellem,shpirt
299,Gedanke::N,gondolat,ide
300,Gedanke::N,gondolat,mendim
301,Gedächtnis::N,emlékezet,kujtesë
302,Verstand::N,ész,mend
303,Verstand::N,értelem,mend
304,Sinn::N,értelem,kuptim
305,Grund::N,ok,arsye
306,Grund::N,alap,arsye
307,Wahrheit::N,igaz,vërtetë
308,Wahrheit::N,igazság,vërtetë
309,Gespräch::N,beszélgetés,bisedim
310,Märchen::N,mese,përrallë
311,Erzählung::N,elbeszélés,tregim
312,Nachricht::N,hír,lajm
313,Nachricht::N,híradás,lajm
314,Neuigkeit::N,újság,risi
315,Name::N,név,emër
316,Rätsel::N,rejtvény,gjëzë
317,Rätsel::N,rejtvény,gjëegjëzë
318,Rede::N,beszéd,fjalim
319,Rede::N,szónoklat,fjalim
320,Sprache::N,nyelv,gjuhë
321,Stimme::N,hang,zë
322,Wort::N,szó,fjalë
323,Zeichen::N,jel,shenjë
324,Ruf::N,kiáltás,thirrmë
325,Lärm::N,zaj,zhurmë
326,Laut::N,hang,tingull
327,Ton::N,hang,ton
328,Lied::N,dal,këngë
329,Lied::N,ének,këngë
330,Ruhe::N,csend,qetësi
331,Ruhe::N,nyugalom,qetësi
332,Leute::N,emberek,botë
333,Leute::N,emberek,njerëz
334,Volk::N,nép,popull
335,Arbeit::N,dolog,punë
336,Gast::N,vendég,mik
337,Gast::N,vendég,mysafir
338,Geschenk::N,ajándék,dhuratë
339,Geschenk::N,ajándék,peshqesh
340,Spiel::N,játék,lojë
341,Gesellschaft::N,társaság,shoqëri
342,Hilfe::N,segítség,ndihmë
343,Freund::N,barát,mik
344,Kamerad::N,társ,shok
345,Angelegenheit::N,ügy,punë
346,Anzahl::N,szám,sasi
347,Art::N,faj,lloj
348,Art::N,fajta,lloj
349,Stück::N,darab,copë
350,Teil::N,rész,pjesë
351,Hälfte::N,fél,gjysmë
352,Kreis::N,kör,qark
353,Kreis::N,kör,rreth
354,Kreuz::N,kereszt,kryq
355,Linie::N,vonal,vijë
356,Strich::N,vonás,vizë
357,Abstand::N,köz,distancë
358,Entfernung::N,távolság,largim
359,Gegend::N,táj,vise
360,Gegend::N,táj,krahinë
361,Gegend::N,vidék,vise
362,Gegend::N,vidék,krahinë
363,Platz::N,hely,shesh
364,Ort::N,hely,vend
365,Seite::N,fél,anë
366,Seite::N,oldal,anë
367,Mitte::N,közép,mes
368,Gegenstand::N,tárgy,send
369,Sache::N,dolog,gjë
370,Sache::N,dolog,send
371,Rand::N,szél,qoshe
372,Rand::N,perem,qoshe
373,Rand::N,szegély,qoshe
374,Kante::N,él,teh
375,Ecke::N,sarok,qoshe
376,Ecke::N,szöglet,qoshe
377,Spitze::N,csúcs,majë
378,Ende::N,vég,skaj
379,Ende::N,vég,bisht
380,Loch::N,lyuk,vrimë
381,Winkel::N,szög,kënd
382,Muster::N,minta,mostër
383,Größe::N,nagyság,madhësi
384,Länge::N,hossz,gjatësi
385,Länge::N,hosszúság,gjatësi
386,Höhe::N,magasság,lartësi
387,Gewicht::N,súly,peshë
388,Menge::N,sokaság,sasi
389,Menge::N,mennyiség,sasi
390,Haufen::N,halom,grumbull
391,Reihe::N,sor,radhë
392,Reihe::N,sor,rresht
393,Boot::N,csónak,barkë
394,Boot::N,csónak,lundër
395,Ruder::N,evező,rrem
396,Schlitten::N,szánkó,sajë
397,Ski::N,sí,ski
398,Lagerfeuer::N,tábortűz,flakadan
399,Lagerfeuer::N,tábortűz,zjarr i madh
400,Last::N,teher,barrë
401,Gang::N,járás,ecje
402,Schritt::N,lépés,hap
403,Norden::N,észak,veri
404,Süden::N,dél,jug
405,Westen::N,nyugat,perëndim
406,Osten::N,kelet,lindje
407,Holz::N,fa,dru
408,Brett::N,deszka,dërrasë
409,Platte::N,lap,pllakë
410,Platte::N,lemez,pllakë
411,Stütze::N,támasz,shtyllë
412,Stütze::N,támasz,mbështetesë
413,Stütze::N,támaszték,shtyllë
414,Stütze::N,támaszték,mbështetesë
415,Stange::N,rúd,shufër
416,Stange::N,pózna,shufër
417,Stock::N,pálca,dajak
418,Stab::N,bot,shkop
419,Rohr::N,cső,tub
420,Haus::N,ház,shtëpi
421,Heim::N,otthon,konak
422,Heim::N,otthon,shtëpi
423,Ofen::N,kályha,sobë
424,Ofen::N,kályha,stufë
425,Fußboden::N,padló,dysheme
426,Tisch::N,asztal,tryezë
427,Stuhl::N,szék,karrige
428,Wiege::N,bölcső,djep
429,Bett::N,ágy,shtrat
430,Regal::N,polc,raft
431,Regal::N,állvány,raft
432,Kiste::N,láda,kuti
433,Fenster::N,ablak,dritare
434,Tür::N,ajtó,derë
435,Tor::N,kapu,portë
436,Zaun::N,kerítés,gardh
437,Dach::N,tető,çati
438,Leiter::N,létra,shkallë
439,Besen::N,seprű,fshesë
440,Spaten::N,ásó,lopatë
441,Schaufel::N,lapát,qyrek
442,Gabel::N,villa,pirun
443,Löffel::N,kanál,lugë
444,Messer::N,kés,thikë
445,Nagel::N,szeg,gozhdë
446,Netz::N,háló,rrjetë
447,Haken::N,kampó,grep
448,Haken::N,kampó,grremç
449,Griff::N,nyél,dorak
450,Griff::N,nyél,dorezë
451,Griff::N,fogantyú,dorak
452,Griff::N,fogantyú,dorezë
453,Schloss::N,zár,bravë
454,Bild::N,kép,tablo
455,Bild::N,kép,pikturë
456,Figur::N,alak,figurë
457,Puppe::N,bábu,kukull
458,Beutel::N,zacskó,qese
459,Beutel::N,zacskó,trastë
460,Bündel::N,köteg,deng
461,Tasche::N,táska,çantë
462,Eimer::N,vödör,kovë
463,Deckel::N,fedő,kapak
464,Deckel::N,fedő,mbulesë
465,Deckel::N,fedél,kapak
466,Deckel::N,fedél,mbulesë
467,Geschirr::N,edény,enë
468,Sack::N,zsák,thes
469,Sack::N,zsák,torbë
470,Tasse::N,csésze,filxhan
471,Topf::N,fazék,kusi
472,Topf::N,fazék,tenxhere
473,Kessel::N,üst,kazan
474,Kessel::N,bogrács,kazan
475,Essen::N,evés,ngrënie
476,Essen::N,étkezés,ngrënie
477,Nahrung::N,ennivaló,ushqim
478,Speise::N,étel,gatesë
479,Fleisch::N,hús,mish
480,Getreide::N,gabona,drithë
481,Brei::N,pép,qull
482,Brei::N,kása,qull
483,Brot::N,kenyér,bukë
484,Scheibe::N,szelet,fetë
485,Fett::N,háj,lyrë
486,Fett::N,háj,yndyrë
487,Fett::N,zsír,lyrë
488,Fett::N,zsír,yndyrë
489,Butter::N,vaj,gjalpë
490,Öl::N,olaj,vaj
491,Salz::N,só,kripë
492,Suppe::N,leves,supë
493,Suppe::N,leves,çorbë
494,Honig::N,méz,mjaltë
495,Milch::N,tej,qumësht
496,Tee::N,tea,çaj
497,Leder::N,bőr,lëkurë
498,Wolle::N,gyapjú,lesh
499,Stoff::N,szövet,pëlhurë
500,Nadel::N,tű,gjilpërë
501,Faden::N,fonál,pe
502,Faden::N,fonál,fije
503,Knopf::N,gomb,kopsë
504,Knoten::N,csomó,komb
505,Farbe::N,szín,bojë
506,Farbe::N,festék,bojë
507,Kleidung::N,ruha,veshje
508,Kleidung::N,ruházat,veshje
509,Hemd::N,ing,këmishë
510,Kragen::N,gallér,jakë
511,Ärmel::N,ujj,mëngë
512,Hose::N,gatya,brekë
513,Hose::N,nadrág,brekë
514,Gürtel::N,öv,rrip
515,Mütze::N,sapka,kësulë
516,Schuh::N,cipő,këpucë
517,Stiefel::N,csizma,çizme
518,Ring::N,gyűrű,unazë
519,Band::N,szalag,shirit
520,Kamm::N,fésű,krehër
521,Spiegel::N,tükör,pasqyrë
522,Riemen::N,szíj,rrip
523,Schnur::N,zsinór,litar
524,Schnur::N,zsinór,cikomë
525,Leine::N,póráz,rrip
526,Decke::N,takaró,batanije
527,Kissen::N,párna,jastëk
528,Tuch::N,kendő,shami
529,Handtuch::N,törülköző,peshqir
530,Kraft::N,erő,forcë
531,Stärke::N,erő,koll
532,Stärke::N,erősség,koll
533,Gesundheit::N,egészség,shëndet
534,Krankheit::N,kór,sëmundje
535,Krankheit::N,betegség,sëmundje
536,Schmerz::N,fájdalom,dhimbje
537,Wunde::N,seb,plagë
538,Fieber::N,láz,ethe
539,Arznei::N,orvosság,ilaç
540,Arznei::N,gyógyszer,ilaç
541,Brücke::N,híd,urë
542,Brunnen::N,kút,pus
543,Weide::N,legelő,kullotë
544,Pfad::N,ösvény,ravë
545,Pfad::N,ösvény,shteg
546,Weg::N,út,udhë
547,Weg::N,út,shteg
548,Straße::N,út,rrugë
549,Dorf::N,falu,fshat
550,Dorf::N,falu,katund
551,Stadt::N,város,qytet
552,Brief::N,levél,letër
553,Buch::N,könyv,libër
554,Buchstabe::N,betű,shkronjë
555,Zeitung::N,újság,gazetë
556,Zeitung::N,hírlap,gazetë
557,Leben::N,élet,jetë
558,Tod::N,halál,mortje
559,Grab::N,sír,varr
560,Kirche::N,templom,kishë
561,Sünde::N,bűn,mëkat
562,Sünde::N,bűn,gjynah
563,Sünde::N,vétek,mëkat
564,Sünde::N,vétek,gjynah
565,Gott::N,isten,hy
566,Gott::N,isten,zot
567,Arbeiter::N,munkás,punëtor
568,Chef::N,főnök,shef
569,Chef::N,főnök,drejtues
570,Meister::N,mester,mjeshtër
571,Arzt::N,orvos,mjek
572,Arzt::N,orvos,doktor
573,Lehrer::N,tanár,mësues
574,Lehrer::N,tanár,arsimtar
575,Lehrer::N,tanító,mësues
576,Lehrer::N,tanító,arsimtar
577,Geld::N,pénz,para
578,Geld::N,pénz,holla
579,Geschäft::N,üzlet,ujdi
580,Geschäft::N,üzlet,biznes
581,Laden::N,bolt,dyqan
582,Preis::N,ár,çmim
583,Ware::N,áru,mall
584,Nutzen::N,haszon,dobi
585,Nutzen::N,haszon,leverdi
586,Reichtum::N,gazdagság,kamje
587,Reichtum::N,gazdagság,pasuri
588,Welt::N,világ,botë
589,Land::N,ország,vend
590,Staat::N,állam,shtet
591,König::N,király,mbret
592,Macht::N,hatalom,fuqi
593,Macht::N,hatalom,pushtet
594,Grenze::N,határ,kufi
595,Krieg::N,háború,luftë
596,Feind::N,ellenség,armik
597,Gewalt::N,erőszak,dhunë
598,Kampf::N,harc,luftim
599,Bogen[Waffe]::N,íj,hark
600,Pfeil::N,nyíl,shigjetë
601,Gewehr::N,puska,pushkë
602,Gewehr::N,fegyver,pushkë
603,Fehler::N,hiba,gafë
604,Fehler::N,hiba,gabim
605,Lüge::N,hazugság,gënjeshtër
606,Schaden::N,kár,dëm
607,Schaden::N,kár,zarar
608,Unglück::N,csapás,fatkeqësi
609,Unglück::N,balszerencse,fatkeqësi
610,Schuld::N,bűn,faj
611,Alter::N,kor,moshë
612,Schluss::N,vég,fund
613,Schluss::N,befejezés,fund
614,Zeit::N,idő,kohë
615,Tag::N,nap,ditë
616,Morgen::N,reggel,mëngjes
617,Mittag::N,dél,mesditë
618,Abend::N,este,mbrëmje
619,Nacht::N,éj,natë
620,Nacht::N,éjszaka,natë
621,Woche::N,hét,javë
622,Monat::N,hó,muaj
623,Monat::N,hónap,muaj
624,Jahr::N,év,vit
625,Frühling::N,tavasz,pranverë
626,Sommer::N,nyár,verë
627,Herbst::N,ősz,vjeshtë
628,Winter::N,tél,dimër
629,Januar::N,január,janar
630,Februar::N,február,shkurt
631,März::N,március,mars
632,April::N,április,prill
633,Mai::N,május,maj
634,Juni::N,június,qershor
635,Juli::N,július,korrik
636,August::N,augusztus,gusht
637,September::N,szeptember,shtator
638,Oktober::N,október,tetor
639,November::N,november,nëntor
640,Dezember::N,december,dhjetor
641,Montag::N,hétfő,hënë
642,Dienstag::N,kedd,martë
643,Mittwoch::N,szerda,mërkurë
644,Donnerstag::N,csütörtök,enjte
645,Freitag::N,péntek,premte
646,Samstag::N,szombat,shtunë
647,Sonntag::N,vasárnap,diel
648,groß::A,nagy,madh
649,klein::A,pici,vogël
650,klein::A,kicsi,vogël
651,lang::A,hosszú,gjatë
652,kurz::A,rövid,shkurtër
653,breit::A,széles,gjerë
654,schmal::A,keskeny,ngushtë
655,dicht::A,sűrű,dendur
656,dick[Gegenstand]::A,vastag,trashë
657,dünn::A,vékony,hollë
658,fein::A,vékony,imët
659,fest::A,szilárd,fortë
660,flach::A,sík,sheshtë
661,flach::A,lapos,sheshtë
662,glatt::A,sima,rrafshët
663,hart::A,kemény,fortë
664,weich::A,puha,butë
665,rund::A,kerek,rrumbullakët
666,spitz::A,hegyes,majëmprehtë
667,scharf::A,éles,mprehtë
668,stumpf::A,tompa,topitur
669,stumpf::A,életlen,topitur
670,schwer::A,nehéz,rëndë
671,schwer::A,súlyos,rëndë
672,schön::A,szép,bukur
673,heiß::A,forró,nxehtë
674,warm::A,meleg,ngrohtë
675,kalt::A,hideg,ftohtë
676,kühl::A,hűs,freskët
677,kühl::A,hűvös,freskët
678,frisch::A,üde,pastër
679,frisch::A,friss,pastër
680,feucht::A,nedves,lagësht
681,nass::A,vizes,lagur
682,trocken::A,száraz,thatë
683,voll::A,telt,plotë
684,leer::A,üres,bosh
685,leer::A,üres,zbrazët
686,offen::A,nyílt,hapur
687,offen::A,nyitott,hapur
688,geschlossen::A,zárt,mbyllur
689,geschlossen::A,csukott,mbyllur
690,sauber::A,tiszta,dëlirë
691,schmutzig::A,piszkos,ndyrë
692,schmutzig::A,szennyes,ndyrë
693,roh::A,nyers,gjallë
694,reif::A,érett,arrirë
695,lecker::A,finom,shijshëm
696,süß::A,édes,ëmbël
697,bitter::A,keserű,hidhur
698,sauer::A,savanyú,thartë
699,hell::A,világos,me dritë
700,dunkel::A,sötét,errët
701,schwarz::A,fekete,i zi
702,weiß::A,fehér,bardhë
703,rot::A,vörös,kuq
704,gelb::A,sárga,verdhë
705,blau::A,kék,blu
706,blau::A,kék,kaltër
707,grün::A,zöld,blertë
708,grün::A,zöld,gjelbër
709,grau::A,ősz,hirtë
710,grau::A,ősz,bojë hiri
711,grau::A,szürke,hirtë
712,grau::A,szürke,bojë hiri
713,bunt::A,tarka,shumëngjyrëshëm
714,bunt::A,színes,shumëngjyrëshëm
715,billig::A,olcsó,lirë
716,teuer::A,drága,shtrenjtë
717,wertvoll::A,értékes,çmuar
718,wertvoll::A,értékes,vlershëm
719,blind::A,vak,qorr
720,blind::A,vak,verbër
721,taub::A,süket,shurdhër
722,kräftig::A,erős,fuqishëm
723,stark::A,erős,fortë
724,schwach::A,gyenge,dobët
725,schwach::A,erőtlen,dobët
726,fett::A,hájas,dhjamur
727,schlank::A,karcsú,hollë
728,hübsch::A,csinos,bukur
729,hübsch::A,csinos,hijshëm
730,böse::A,rossz,keq
731,böse::A,gonosz,keq
732,dumm::A,buta,teveqel
733,dumm::A,ostoba,teveqel
734,faul::A,lusta,dembel
735,fleißig::A,szorgalmas,zellshëm
736,geizig::A,fukar,kurnac
737,geizig::A,fukar,dorështrënguar
738,geizig::A,fösvény,kurnac
739,geizig::A,fösvény,dorështrënguar
740,klug::A,okos,mençur
741,klug::A,eszes,mençur
742,geschickt::A,ügyes,aftë
743,lieb::A,drága,dashur
744,lieb::A,kedves,dashur
745,lustig::A,víg,gëzuar
746,lustig::A,vidám,gëzuar
747,sanft::A,enyhe,butë
748,hungrig::A,éhes,uritur
749,krank::A,beteg,sëmurë
750,nackt::A,csupasz,lakuriq
751,nackt::A,csupasz,zhveshur
752,nackt::A,meztelen,lakuriq
753,nackt::A,meztelen,zhveshur
754,traurig::A,bús,trishtuar
755,traurig::A,szomorú,trishtuar
756,lebendig::A,élő,gjallë
757,gut::A,jó,mirë
758,schlecht::A,rossz,keq
759,richtig::A,helyes,drejtë
760,schlimm::A,rossz,keq
761,wahr::A,igaz,vërtetë
762,alt::A,ó,vjetër
763,alt::A,régi,vjetër
764,neu::A,új,i ri
765,ehemalig::A,volt,dikurshëm
766,ehemalig::A,egykori,dikurshëm
767,alt[Lebewesen]::A,öreg,plak
768,jung::A,fiatal,i ri
769,arm::A,szegény,varfër
770,arm::A,szegény,vobektë
771,reich::A,gazdag,pasur
772,bekannt::A,ismert,njohur
773,bekannt::A,ismeretes,njohur
774,berühmt::A,híres,famshëm
775,fremd::A,idegen,huaj
776,verschieden::A,különböző,ndryshëm
777,nah::A,közeli,afërt
778,fern::A,távoli,largët
779,linker::A,bal,majtë
780,rechter::A,jobb,djathtë
781,anderer::A,más,tjetër
782,anderer::A,másik,tjetër
783,erster::A,első,parë
784,zweiter::A,második,dytë
785,dritter::A,harmadik,i tretë
786,letzter::A,utolsó,fundit
787,allein::ADV,egyedül,vetëm
788,auf einmal::ADV,egyszerre,njëkohësisht
789,zusammen::ADV,együtt,bashkë
790,zusammen::ADV,együtt,së bashku
791,zusammen::ADV,összesen,bashkë
792,zusammen::ADV,összesen,së bashku
793,lange::ADV,sokáig,për një kohë të gjatë
794,lange::ADV,hosszan,për një kohë të gjatë
795,plötzlich::ADV,hirtelen,befas
796,plötzlich::ADV,egyszerre,befas
797,sofort::ADV,rögtön,menjëherë
798,sofort::ADV,rögtön,aty për aty
799,sofort::ADV,tüstént,menjëherë
800,sofort::ADV,tüstént,aty për aty
801,später::ADV,későn,më vonë
802,jetzt::ADV,most,tash
803,heute::ADV,ma,sot
804,morgen::ADV,holnap,nesër
805,bald::ADV,majd,shpejt
806,bald::ADV,majd,së shpejti
807,bald::ADV,nemsokára,shpejt
808,bald::ADV,nemsokára,së shpejti
809,dann::ADV,akkor,pastaj
810,gestern::ADV,tegnap,dje
811,einst::ADV,hajdan,dikur
812,damals::ADV,akkor,atëherë
813,damals::ADV,akkoriban,atëherë
814,danach::ADV,azután,mandej
815,vorher::ADV,előbb,më parë
816,zuerst::ADV,először,së pari
817,einmal::ADV,egyszer,njëherë
818,manchmal::ADV,néha,nganjëherë
819,manchmal::ADV,olykor,nganjëherë
