,Concept_ID,mn,es
77,Welle::N,давалгаа,onda
78,Wasser::N,ус,agua
79,Stein::N,чулуу,piedra
80,Boden::N,хөрс,suelo
81,Erde::N,газар,tierra
82,Erde::N,шороо,tierra
83,Staub::N,тоос,polvo
84,Rauch::N,утаа,humo
85,Funke::N,оч,chispa
86,Feuer::N,гал,fuego
87,Licht::N,гэрэл,luz
88,Licht::N,гэгээ,luz
89,Schatten::N,сүүдэр,sombra
90,Wetter::N,тэнгэр,tiempo
91,Wetter::N,цаг уур,tiempo
92,Nebel::N,будан,niebla
93,Wolke::N,үүл,nube
94,Regen::N,бороо,lluvia
95,Schnee::N,цас,nieve
96,Eis::N,мөс,hielo
97,Frost::N,хүйт,helada
98,Kälte::N,хүйт,frío
99,Hitze::N,халуун,calor
100,Raureif::N,цан,escarcha
101,Raureif::N,хяруу,escarcha
102,Regenbogen::N,солонго,arco iris
103,Donner::N,тэнгэрийн дуу,trueno
104,Strömung::N,урсгал,corriente
105,Tropfen::N,дусал,gota
106,Schaum::N,хөөс,espuma
107,Schmutz::N,хир,suciedad
108,Schmutz::N,шавхай,suciedad
109,See::N,нуур,lago
110,Sumpf::N,намаг,pantano
111,Sumpf::N,балчиг,pantano
112,Moor::N,хүлрийн намаг,turbera
113,Wiese::N,нуга,prado
114,Wiese::N,нуга,pradera
115,Wald::N,ой,bosque
116,Hügel::N,болдог,colina
117,Anhöhe::N,гүвээ,cerro
118,Berg::N,уул,monte
119,Berg::N,уул,montaña
120,Gipfel::N,орой,cima
121,Gipfel::N,орой,cumbre
122,Gipfel::N,оргил,cima
123,Gipfel::N,оргил,cumbre
124,Höhle::N,агуй,cueva
125,Höhle::N,агуй,caverna
126,Abhang::N,хүр,cuesta
127,Abhang::N,хүр,declive
128,Quelle::N,булаг,fuente
129,Quelle::N,булаг,manantial
130,Bach::N,горхи,arroyo
131,Fluss::N,гол,río
132,Fluss::N,мөрөн,río
133,Ufer::N,эрэг,orilla
134,Küste::N,эрэг,costa
135,Festland::N,хуурай газар,tierra firme
136,Meer::N,далай,mar
137,Meer::N,тэнгис,mar
138,Bucht::N,булан,cala
139,Bucht::N,булан,bahía
140,Bucht::N,далайн тохой,cala
141,Bucht::N,далайн тохой,bahía
142,Insel::N,арал,isla
143,Blume::N,цэцэг,flor
144,Gras::N,өвс,hierba
145,Gras::N,ногоо,hierba
146,Wurzel::N,үндэс,raíz
147,Baum::N,мод,árbol
148,Stamm::N,иш,tronco
149,Stamm::N,гуалин,tronco
150,Rinde::N,холтос,corteza
151,Ast::N,гишүү,rama
152,Zweig::N,салаа,ramo
153,Blatt::N,навч,hoja
154,Birke::N,хус,abedul
155,Kiefer[Baum]::N,нарс,pino
156,Weide[Baum]::N,уд,sauce
157,Weide[Baum]::N,бургас,sauce
158,Tanne::N,гачуур,abeto
159,Horn::N,эвэр,asta
160,Horn::N,эвэр,cuerno
161,Feder::N,өд,pluma
162,Fell::N,арьс,piel
163,Flügel::N,жигүүр,ala
164,Flügel::N,далавч,ala
165,Klaue::N,савар,garra
166,Klaue::N,хумс,garra
167,Kralle::N,савар,uña
168,Kralle::N,савар,garra
169,Schwanz::N,сүүл,cola
170,Ei::N,өндөг,huevo
171,Nest::N,үүр,nido
172,Bau::N,нүх,madriguera
173,Bau::N,элүү,madriguera
174,Tier::N,амьтан,animal
175,Tier::N,адгуус,animal
176,Herde::N,сүрэг,rebaño
177,Kuh::N,үнээ,vaca
178,Bulle::N,бух,toro
179,Pferd::N,морь,caballo
180,Pferd::N,адуу,caballo
181,Schaf::N,хонь,oveja
182,Schwein::N,гахай,cerdo
183,Hund::N,нохой,perro
184,Katze::N,муур,gato
185,Katze::N,мигуй,gato
186,Bär::N,баавгай,oso
187,Eichhörnchen::N,хэрэм,ardilla
188,Elch::N,хандгай,alce
189,Fuchs::N,үнэг,zorro
190,Hase::N,туулай,liebre
191,Maus::N,хулгана,ratón
192,Wolf::N,чоно,lobo
193,Vogel::N,шувуу,ave
194,Vogel::N,шувуу,pájaro
195,Schwarm::N,сүрэг,bandada
196,Huhn::N,тахиа,gallina
197,Hahn::N,эр тахиа,gallo
198,Gans::N,галуу,oca
199,Gans::N,галуу,ganso
200,Adler::N,бүргэд,águila
201,Ente::N,нугас,pato
202,Eule::N,ууль,lechuza
203,Kranich::N,тогоруу,grulla
204,Krähe::N,хэрээ,corneja
205,Kuckuck::N,хөхөө,cuco
206,Schwan::N,хун,cisne
207,Fisch::N,загас,pez
208,Barsch::N,алгана,perca
209,Hecht::N,цурхай,lucio
210,Schlange[Tier]::N,могой,serpiente
211,Wurm::N,өт,gusano
212,Wurm::N,хорхой,gusano
213,Spinne::N,аалз,araña
214,Ameise::N,шоргоолж,hormiga
215,Laus::N,бөөс,piojo
216,Mücke::N,шумуул,mosquito
217,Fliege::N,ялаа,mosca
218,Schmetterling::N,эрвээхэй,mariposa
219,Beere::N,жимсгэнэ,baya
220,Apfel::N,алим,manzana
221,Pilz::N,мөөг,seta
222,Pilz::N,мөөг,hongo
223,Zwiebel::N,сонгино,cebolla
224,Saat::N,тариа,siembra
225,Korn::N,үр,grano
226,Korn::N,мөхлөг,grano
227,Heu::N,өвс,heno
228,Schale::N,хальс,cáscara
229,Grube::N,алам,foso
230,Grube::N,нүх,foso
231,Falle::N,хавх,trampa
232,Falle::N,занга,trampa
233,Schlinge::N,урхи,lazo
234,Spur::N,мөр,huella
235,Asche::N,үнс,ceniza
236,Dreck::N,хир,suciedad
237,Eisen::N,төмөр,hierro
238,Gold::N,алт,oro
239,Silber::N,мөнгө,plata
240,Kohle::N,нүүрс,carbón
241,Glas::N,шил,vidrio
242,Glas::N,шил,cristal
243,Lehm::N,шавар,barro
244,Sand::N,элс,arena
245,Mensch::N,хүн,hombre
246,Mensch::N,хүн,ser humano
247,Mann::N,эр,hombre
248,Mann::N,эрэгтэй,hombre
249,Frau::N,эмэгтэй,mujer
250,Frau::N,хатагтай,mujer
251,Kind::N,хүүхэд,niño
252,Junge::N,хүү,chico
253,Junge::N,хүү,muchacho
254,Mädchen::N,охин,chica
255,Mädchen::N,охин,muchacha
256,Mädchen::N,бүсгүй,chica
257,Mädchen::N,бүсгүй,muchacha
258,Familie::N,айл,familia
259,Großvater::N,өвгөн аав,abuelo
260,Großmutter::N,эмэг эх,abuela
261,Großmutter::N,эмгээ,abuela
262,Eltern::N,эцэг эх,padres
263,Vater::N,аав,padre
264,Vater::N,эцэг,padre
265,Mutter::N,эх,madre
266,Mutter::N,ээж,madre
267,Sohn::N,хүү,hijo
268,Tochter::N,охин,hija
269,Bruder::N,ах,hermano
270,Bruder::N,дүү,hermano
271,Schwester::N,эгч,hermana
272,Schwester::N,охин дүү,hermana
273,Onkel::N,авга ах,tío
274,Onkel::N,нагац ах,tío
275,Tante::N,авга эгч,tía
276,Tante::N,нагац эгч,tía
277,Ehemann::N,нөхөр,esposo
278,Ehefrau::N,эхнэр,esposa
279,Ehefrau::N,гэргий,esposa
280,Freude::N,баяр,placer
281,Freude::N,баяр,alegría
282,Freude::N,баясгалан,placer
283,Freude::N,баясгалан,alegría
284,Gelächter::N,инээдэм,risa
285,Gelächter::N,инээдэм,carcajada
286,Glück::N,жаргалан,felicidad
287,Kummer::N,гаслан,pena
288,Wunsch::N,ерөөл,deseo
289,Lust::N,дур,ganas
290,Lust::N,хүсэл,ganas
291,Geist::N,оюун,mente
292,Geist::N,оюун,espíritu
293,Gedanke::N,сэтгэл,idea
294,Gedanke::N,сэтгэл,pensamiento
295,Gedächtnis::N,ой,memoria
296,Gedächtnis::N,цээж,memoria
297,Verstand::N,ухаан,razón
298,Verstand::N,ухаан,entendimiento
299,Sinn::N,утга,sentido
300,Sinn::N,утга,significado
301,Grund::N,учир,causa
302,Wahrheit::N,үнэн,verdad
303,Gespräch::N,яриа,conversación
304,Märchen::N,явган үлгэр,cuento
305,Erzählung::N,тууж,cuento
306,Erzählung::N,тууж,narración
307,Nachricht::N,мэдээ,mensaje
308,Neuigkeit::N,сонин,noticia
309,Name::N,нэр,nombre
310,Rätsel::N,оньсого,acertijo
311,Rätsel::N,оньсого,adivinanza
312,Rede::N,хэлсэн үг,discurso
313,Sprache::N,хэл,lengua
314,Stimme::N,дуу,voz
315,Wort::N,үг,palabra
316,Zeichen::N,тамга,señal
317,Zeichen::N,тэмдэг,señal
318,Ruf::N,дуудлага,llamada
319,Lärm::N,шуугиан,ruido
320,Lärm::N,шуугиан,barullo
321,Lärm::N,чимээ,ruido
322,Lärm::N,чимээ,barullo
323,Laut::N,анир,sonido
324,Laut::N,дуу,sonido
325,Ton::N,авиа,tono
326,Ton::N,аялгуу,tono
327,Lied::N,дуу,canción
328,Ruhe::N,энх,calma
329,Ruhe::N,энх,silencio
330,Ruhe::N,тайван,calma
331,Ruhe::N,тайван,silencio
332,Leute::N,хүмүүс,gente
333,Volk::N,улс,pueblo
334,Arbeit::N,ажил,trabajo
335,Arbeit::N,хөдөлмөр,trabajo
336,Gast::N,зочин,huésped
337,Gast::N,зочин,invitado
338,Gast::N,айлчин,huésped
339,Gast::N,айлчин,invitado
340,Geschenk::N,бэлэг,regalo
341,Spiel::N,наадам,juego
342,Spiel::N,тоглоом,juego
343,Gesellschaft::N,хамт байх,compañía
344,Hilfe::N,тусламж,ayuda
345,Hilfe::N,тусламж,socorro
346,Freund::N,найз,amigo
347,Freund::N,нөхөр,amigo
348,Kamerad::N,хань,camarada
349,Kamerad::N,хань,compañero
350,Kamerad::N,нөхөр,camarada
351,Kamerad::N,нөхөр,compañero
352,Angelegenheit::N,хэрэг,asunto
353,Anzahl::N,тоо,cantidad
354,Art::N,төрөл,tipo
355,Art::N,төрөл,clase
356,Art::N,янз,tipo
357,Art::N,янз,clase
358,Stück::N,хэсэг,pieza
359,Teil::N,хувь,parte
360,Teil::N,хэсэг,parte
361,Hälfte::N,хагас,mitad
362,Kreis::N,тойрог,círculo
363,Kreis::N,хүрээ,círculo
364,Kreuz::N,загалмай,cruz
365,Linie::N,шугам,línea
366,Strich::N,зураас,raya
367,Strich::N,зураас,trazo
368,Abstand::N,зай,distancia
369,Entfernung::N,зай,distancia
370,Entfernung::N,хол ойр,distancia
371,Gegend::N,хавь,región
372,Gegend::N,хавь,comarca
373,Gegend::N,газар,región
374,Gegend::N,газар,comarca
375,Platz::N,зай,espacio
376,Platz::N,завсар,espacio
377,Ort::N,газар,sitio
378,Ort::N,байр,sitio
379,Seite::N,тал,lado
380,Seite::N,тал,costado
381,Seite::N,этгээд,lado
382,Seite::N,этгээд,costado
383,Mitte::N,төв,medio
384,Mitte::N,төв,centro
385,Mitte::N,дунд,medio
386,Mitte::N,дунд,centro
387,Gegenstand::N,юм,objeto
388,Sache::N,үйл,cosa
389,Sache::N,хэрэг,cosa
390,Rand::N,зах,borde
391,Rand::N,хөвөө,borde
392,Kante::N,ирмэг,borde
393,Ecke::N,өнцөг,esquina
394,Spitze::N,үзүүр,punta
395,Ende::N,зах,cabo
396,Ende::N,зах,extremo
397,Ende::N,үзүүр,cabo
398,Ende::N,үзүүр,extremo
399,Loch::N,цоорхой,agujero
400,Loch::N,цоорхой,abertura
401,Loch::N,онгорхой,agujero
402,Loch::N,онгорхой,abertura
403,Winkel::N,өнцөг,ángulo
404,Muster::N,хээ,dibujo
405,Muster::N,угалз,dibujo
406,Größe::N,хэмжээ,tamaño
407,Länge::N,урт,longitud
408,Höhe::N,өндөр,altura
409,Höhe::N,өндөр,altitud
410,Gewicht::N,жин,peso
411,Menge::N,тоо,cantidad
412,Haufen::N,бөөн,montón
413,Reihe::N,эгнээ,fila
414,Boot::N,завь,bote
415,Boot::N,завь,barca
416,Ruder::N,сэлүүр,remo
417,Schlitten::N,чарга,trineo
418,Ski::N,цана,esquí
419,Lagerfeuer::N,түүдэг,hoguera
420,Last::N,ачаа,carga
421,Gang::N,явдал,marcha
422,Schritt::N,алхам,paso
423,Norden::N,умар,norte
424,Süden::N,урд,sur
425,Süden::N,өмнө,sur
426,Westen::N,өрнө,oeste
427,Westen::N,баруун,oeste
428,Osten::N,зүүн,este
429,Osten::N,дорно,este
430,Holz::N,мод,madera
431,Brett::N,банз,tabla
432,Platte::N,хавтан,placa
433,Platte::N,хавтан,plancha
434,Stütze::N,тулгуур,sostén
435,Stütze::N,тулгуур,soporte
436,Stütze::N,тулга,sostén
437,Stütze::N,тулга,soporte
438,Stange::N,сургааг,vara
439,Stange::N,сургааг,percha
440,Stock::N,саваа,palo
441,Stock::N,саваа,bastón
442,Stab::N,таяг,vara
443,Stab::N,таяг,bastón
444,Rohr::N,хоолой,tubo
445,Haus::N,гэр,casa
446,Haus::N,байшин,casa
447,Heim::N,гэр,hogar
448,Ofen::N,зуух,estufa
449,Ofen::N,пийшин,estufa
450,Fußboden::N,шал,suelo
451,Tisch::N,ширээ,mesa
452,Stuhl::N,сандал,silla
453,Wiege::N,өлгий,cuna
454,Bett::N,ор,cama
455,Regal::N,тавиур,estantería
456,Kiste::N,авдар,caja
457,Kiste::N,хайрцаг,caja
458,Fenster::N,гэгээвч,ventana
459,Tür::N,үүд,puerta
460,Tür::N,хаалга,puerta
461,Tor::N,хаалга,puerta
462,Zaun::N,хашаа,valla
463,Zaun::N,хашаа,cercado
464,Dach::N,дээвэр,techo
465,Dach::N,дээвэр,tejado
466,Leiter::N,шат,escalera
467,Besen::N,хамуур,escoba
468,Besen::N,туужуу,escoba
469,Spaten::N,хүрз,pala
470,Schaufel::N,хүрз,pala
471,Schaufel::N,хүрз,paleta
472,Gabel::N,сэрээ,tenedor
473,Löffel::N,халбага,cuchara
474,Messer::N,хутга,cuchillo
475,Nagel::N,хадаас,clavo
476,Netz::N,өөш,red
477,Netz::N,тор,red
478,Haken::N,гох,gancho
479,Haken::N,гох,corchete
480,Griff::N,иш,asa
481,Griff::N,иш,mango
482,Griff::N,сэнж,asa
483,Griff::N,сэнж,mango
484,Schloss::N,цуурга,cerradura
485,Schloss::N,цоож,cerradura
486,Bild::N,зураг,imagen
487,Figur::N,баримал,figura
488,Puppe::N,хүүхэлдэй,muñeca
489,Beutel::N,агсаа,bolsa
490,Beutel::N,уут,bolsa
491,Bündel::N,боодол,haz
492,Tasche::N,цүнх,bolso
493,Eimer::N,хөнөг,cubo
494,Eimer::N,хувин,cubo
495,Deckel::N,таг,tapa
496,Deckel::N,таг,tapadera
497,Deckel::N,хавхаг,tapa
498,Deckel::N,хавхаг,tapadera
499,Geschirr::N,сав суулга,vajilla
500,Sack::N,шуудай,saco
501,Tasse::N,аяга,taza
502,Topf::N,тогоо,olla
503,Topf::N,тогоо,marmita
504,Kessel::N,тогоо,caldera
505,Essen::N,идээ,comida
506,Nahrung::N,хүнс,alimento
507,Speise::N,идээ,plato
508,Fleisch::N,мах,carne
509,Getreide::N,будаа,cereales
510,Brei::N,богшмол,puré
511,Brei::N,богшмол,papilla
512,Brei::N,будаа,puré
513,Brei::N,будаа,papilla
514,Brot::N,талх,pan
515,Scheibe::N,зүсэм,lonja
516,Scheibe::N,зүсэм,rebanada
517,Scheibe::N,хэрчим,lonja
518,Scheibe::N,хэрчим,rebanada
519,Fett::N,өөх,grasa
520,Butter::N,тос,mantequilla
521,Öl::N,тос,aceite
522,Salz::N,давс,sal
523,Suppe::N,шөл,sopa
524,Honig::N,бал,miel
525,Milch::N,сүү,leche
526,Tee::N,цай,té
527,Leder::N,арьс,cuero
528,Leder::N,савхи,cuero
529,Wolle::N,ноос,lana
530,Wolle::N,унгас,lana
531,Stoff::N,бөс,tela
532,Stoff::N,бөс,tejido
533,Nadel::N,зүү,aguja
534,Faden::N,боолт,hilo
535,Faden::N,утас,hilo
536,Knopf::N,товч,botón
537,Knoten::N,зангилаа,nudo
538,Farbe::N,будаг,pintura
539,Kleidung::N,хувцас,ropa
540,Kleidung::N,хувцас,vestidos
541,Hemd::N,цамц,camisa
542,Kragen::N,зах заам,cuello
543,Ärmel::N,ханцуй,manga
544,Hose::N,өмд,pantalón
545,Gürtel::N,бүс,cinturón
546,Mütze::N,малгай,gorro
547,Mütze::N,бүрх,gorro
548,Schuh::N,туфли,zapato
549,Stiefel::N,гутал,bota
550,Ring::N,бөгж,anillo
551,Band::N,тууз,cinta
552,Kamm::N,сам,peine
553,Spiegel::N,толь,espejo
554,Riemen::N,тасам,correa
555,Riemen::N,сур,correa
556,Schnur::N,татлага,cuerda
557,Leine::N,оосор,correa
558,Decke::N,хөнжил,manta
559,Decke::N,хучлага,manta
560,Kissen::N,дэр,almohada
561,Tuch::N,алчуур,pañuelo
562,Tuch::N,даавуу,pañuelo
563,Handtuch::N,алчуур,toalla
564,Kraft::N,чадал,fuerza
565,Kraft::N,хүч,fuerza
566,Stärke::N,эрч,fuerza
567,Stärke::N,тэнхээ,fuerza
568,Gesundheit::N,бие,salud
569,Gesundheit::N,эрүүл мэнд,salud
570,Krankheit::N,эмгэг,enfermedad
571,Schmerz::N,өвчин,dolor
572,Wunde::N,шарх,llaga
573,Wunde::N,шарх,herida
574,Fieber::N,халуун,fiebre
575,Arznei::N,эм,medicina
576,Arznei::N,эм,medicamento
577,Brücke::N,гүүр,puente
578,Brunnen::N,худаг,pozo
579,Weide::N,бэлчээр,pasto
580,Pfad::N,жим,sendero
581,Pfad::N,зөрөг,sendero
582,Weg::N,зам,camino
583,Weg::N,харгуй,camino
584,Straße::N,зам,vía
585,Straße::N,зам,carretera
586,Straße::N,харгуй,vía
587,Straße::N,харгуй,carretera
588,Dorf::N,тосгон,aldea
589,Dorf::N,тосгон,pueblo
590,Dorf::N,гацаа,aldea
591,Dorf::N,гацаа,pueblo
592,Stadt::N,хот,ciudad
593,Brief::N,захидал,carta
594,Brief::N,захиа,carta
595,Buch::N,ном,libro
596,Buch::N,бичиг,libro
597,Buchstabe::N,үсэг,letra
598,Buchstabe::N,үсэг,carácter
599,Zeitung::N,сонин,diario
600,Zeitung::N,сонин,periódico
601,Leben::N,амь,vida
602,Leben::N,амьдрал,vida
603,Tod::N,үхэл,muerte
604,Grab::N,булш,tumba
605,Grab::N,булш,sepulcro
606,Kirche::N,сүм,iglesia
607,Sünde::N,нүгэл,pecado
608,Sünde::N,хилэнц,pecado
609,Gott::N,бурхан,dios
610,Arbeiter::N,ажилчин,obrero
611,Arbeiter::N,ажилчин,trabajador
612,Arbeiter::N,хөдөлмөрчин,obrero
613,Arbeiter::N,хөдөлмөрчин,trabajador
614,Chef::N,дарга,jefe
615,Meister::N,дархан,maestro
616,Arzt::N,эмч,médico
617,Lehrer::N,багш,profesor
618,Geld::N,цаас,dinero
619,Geld::N,мөнгө,dinero
620,Geschäft::N,наймаа,negocio
621,Laden::N,дэлгүүр,tienda
622,Preis::N,үнэ,precio
623,Ware::N,таваар,mercancía
624,Ware::N,бараа,mercancía
625,Nutzen::N,ашиг,provecho
626,Reichtum::N,баялаг,riqueza
627,Welt::N,дэлхий,mundo
628,Welt::N,орчлон,mundo
629,Land::N,улс,país
630,Land::N,орон,país
631,Staat::N,төр,Estado
632,Staat::N,гүрэн,Estado
633,König::N,ван,rey
634,Macht::N,засаг,poder
635,Macht::N,засаг,potencia
636,Grenze::N,хил,frontera
637,Krieg::N,дайн,guerra
638,Feind::N,дайсан,enemigo
639,Gewalt::N,хүчирхэх,violencia
640,Kampf::N,тэмцэл,lucha
641,Kampf::N,тэмцэл,combate
642,Kampf::N,байлдаан,lucha
643,Kampf::N,байлдаан,combate
644,Bogen[Waffe]::N,нум,arco
645,Pfeil::N,годил,flecha
646,Pfeil::N,сум,flecha
647,Gewehr::N,буу,fusil
648,Gewehr::N,буу,escopeta
649,Fehler::N,эндэл,error
650,Fehler::N,алдаа,error
651,Lüge::N,худал,mentira
652,Schaden::N,хор,daño
653,Schaden::N,хөнөөл,daño
654,Unglück::N,гай,desgracia
655,Unglück::N,гамшиг,desgracia
656,Schuld::N,гэм,culpa
657,Schuld::N,буруу,culpa
658,Alter::N,нас,edad
659,Schluss::N,эцэс,fin
660,Schluss::N,эцэс,final
661,Schluss::N,төгсгөл,fin
662,Schluss::N,төгсгөл,final
663,Zeit::N,цаг,tiempo
664,Tag::N,өдөр,día
665,Morgen::N,өглөө,mañana
666,Mittag::N,үд,mediodía
667,Abend::N,үдэш,noche
668,Nacht::N,шөнө,noche
669,Woche::N,долоо хоног,semana
670,Monat::N,сар,mes
671,Jahr::N,жил,año
672,Frühling::N,хавар,primavera
673,Sommer::N,зун,verano
674,Herbst::N,намар,otoño
675,Winter::N,өвөл,invierno
676,Januar::N,нэгдүгээр сар,enero
677,Februar::N,хоёрдугаар сар,febrero
678,März::N,гуравдугаар сар,marzo
679,April::N,дөрөвдүгээр сар,abril
680,Mai::N,тавдугаар сар,mayo
681,Juni::N,зургаадугаар сар,junio
682,Juli::N,долдугаар сар,julio
683,August::N,наймдугаар сар,agosto
684,September::N,есдүгээр сар,septiembre
685,Oktober::N,аравдугаар сар,octubre
686,November::N,арван нэгдүгээр сар,noviembre
687,Dezember::N,арван хоёрдугаар сар,diciembre
688,Montag::N,даваа,lunes
689,Dienstag::N,мягмар,martes
690,Mittwoch::N,лхагва,miércoles
691,Donnerstag::N,пүрэв,jueves
692,Freitag::N,баасан,viernes
693,Samstag::N,бямба,sábado
694,Sonntag::N,ням,domingo
695,groß::A,их,grande
696,groß::A,том,grande
697,klein::A,бага,pequeño
698,klein::A,жаахан,pequeño
699,lang::A,урт,largo
700,kurz::A,охор,corto
701,kurz::A,богино,corto
702,breit::A,өргөн,ancho
703,schmal::A,уйтан,estrecho
704,schmal::A,нарийн,estrecho
705,dicht::A,нягт,denso
706,dicht::A,чигжүү,denso
707,dick[Gegenstand]::A,зузаан,grueso
708,dünn::A,нимгэн,fino
709,dünn::A,нимгэн,delgado
710,fein::A,нарийн,fino
711,fein::A,нарийн,delicado
712,fest::A,бөх,firme
713,fest::A,бөх,sólido
714,fest::A,хатуу,firme
715,fest::A,хатуу,sólido
716,flach::A,хавтгай,plano
717,glatt::A,цагаан,liso
718,hart::A,хатуу,duro
719,weich::A,зөөлөн,muelle
720,rund::A,дугуй,redondo
721,rund::A,дугариг,redondo
722,spitz::A,шовх,agudo
723,spitz::A,шовх,apuntado
724,spitz::A,шовгор,agudo
725,spitz::A,шовгор,apuntado
726,scharf::A,хурц,agudo
727,scharf::A,хурц,afilado
728,scharf::A,иртэй,agudo
729,scharf::A,иртэй,afilado
730,stumpf::A,мохоо,sin filo
731,schwer::A,хүнд,pesado
732,schön::A,гуа,bello
733,schön::A,гуа,hermoso
734,schön::A,сайхан,bello
735,schön::A,сайхан,hermoso
736,heiß::A,халуун,caluroso
737,warm::A,дулаан,cálido
738,warm::A,дулаан,caliente
739,kalt::A,хүйтэн,frío
740,kühl::A,сэрүүн,fresco
741,frisch::A,эрүүл,fresco
742,frisch::A,жихүүн,fresco
743,feucht::A,чийгтэй,húmedo
744,nass::A,нойтон,mojado
745,trocken::A,хатсан,seco
746,voll::A,дүүрэн,lleno
747,leer::A,хоосон,vacío
748,offen::A,онгорхой,abierto
749,geschlossen::A,битүү,cerrado
750,geschlossen::A,хаалтай,cerrado
751,sauber::A,цэвэр,limpio
752,sauber::A,хиргүй,limpio
753,schmutzig::A,бохир,sucio
754,schmutzig::A,хиртэй,sucio
755,roh::A,түүхий,crudo
756,reif::A,болсон,maduro
757,lecker::A,амттай,rico
758,lecker::A,амттай,sabroso
759,süß::A,амттай,dulce
760,süß::A,чихэрлэг,dulce
761,bitter::A,гашуун,amargo
762,sauer::A,эсгэлэн,agrio
763,hell::A,гэгээн,claro
764,hell::A,гэрэлтэй,claro
765,dunkel::A,бараан,oscuro
766,dunkel::A,харанхуй,oscuro
767,schwarz::A,хар,negro
768,weiß::A,цагаан,blanco
769,rot::A,улаан,rojo
770,gelb::A,шар,amarillo
771,blau::A,хөх,azul
772,blau::A,цэнхэр,azul
773,grün::A,ногоон,verde
774,grau::A,орог,gris
775,grau::A,саарал,gris
776,bunt::A,эрээн,multicolor
777,billig::A,хямд,barato
778,teuer::A,үнэтэй,caro
779,wertvoll::A,үнэт,valioso
780,wertvoll::A,үнэт,precioso
781,blind::A,сохор,ciego
782,taub::A,чих хатуу,sordo
783,kräftig::A,чийрэг,fuerte
784,stark::A,хүчтэй,fuerte
785,stark::A,хүчтэй,vigoroso
786,stark::A,чадалтай,fuerte
787,stark::A,чадалтай,vigoroso
788,schwach::A,сул,débil
789,fett::A,тарган,obeso
790,fett::A,голигор,obeso
791,schlank::A,голшиг,esbelto
792,hübsch::A,сайхан,mono
793,hübsch::A,сайхан,guapo
794,hübsch::A,хөөрхөн,mono
795,hübsch::A,хөөрхөн,guapo
796,böse::A,муу,malo
797,böse::A,хортой,malo
798,dumm::A,тэнэг,tonto
799,dumm::A,тэнэг,estúpido
800,faul::A,залхуу,vago
801,faul::A,залхуу,perezoso
802,fleißig::A,чармайлтгай,aplicado
803,fleißig::A,чармайлтгай,diligente
804,geizig::A,харамч,avaro
805,klug::A,цэцэн,sensato
806,klug::A,цэцэн,inteligente
807,geschickt::A,дүйтэй,hábil
808,lieb::A,хайрт,querido
809,lustig::A,цэнгэлтэй,alegre
