,Concept_ID,pt,br
589,Juni::N,Junho,Mezheven
590,Juli::N,Julho,Gouhere
591,August::N,Agosto,Eost
592,September::N,Setembro,Gwengolo
593,Oktober::N,Outubro,Here
594,November::N,Novembro,Du
595,Dezember::N,Dezembro,Kerzu
596,Montag::N,segunda-feira,Lun
597,Dienstag::N,terça-feira,Meurzh
598,Mittwoch::N,quarta-feira,Merc'her
599,Donnerstag::N,quinta-feira,Yaou
600,Freitag::N,sexta-feira,Gwener
601,Samstag::N,sábado,Sadorn
602,Sonntag::N,domingo,Sul
603,groß::A,grande,bras
604,klein::A,pequeno,bihan
605,lang::A,comprido,hir
606,kurz::A,curto,berr
607,breit::A,largo,ledan
608,schmal::A,estreito,strizh
609,dicht::A,denso,stank
610,dick[Gegenstand]::A,grosso,tev
611,dünn::A,delgado,moan
612,fein::A,fino,munut
613,fein::A,subtil,munut
614,fest::A,firme,start
615,fest::A,sólido,start
616,flach::A,plano,plaen
617,glatt::A,liso,lintr
618,glatt::A,liso,levn
619,hart::A,duro,kalet
620,weich::A,mole,blot
621,rund::A,redondo,ront
622,spitz::A,agudo,poentet
623,scharf::A,afiado,dremm
624,stumpf::A,rombo,talsoc'h
625,schwer::A,pesado,pounner
626,schön::A,belo,kaer
627,schön::A,bonito,kaer
628,heiß::A,quente,tomm
629,warm::A,quente,tomm
630,kalt::A,frio,yen
631,kühl::A,fresco,yen
632,frisch::A,fresco,fresk
633,feucht::A,húmido,gleb
634,nass::A,molhado,gleb
635,trocken::A,seco,sec'h
636,voll::A,cheio,leun
637,leer::A,vazio,goullo
638,offen::A,aberto,digor
639,geschlossen::A,fechado,serr
640,sauber::A,limpo,naet
641,schmutzig::A,sujo,lous
642,roh::A,cru,kriz
643,reif::A,maduro,darev
644,lecker::A,delicioso,lipous
645,lecker::A,delicioso,saourus
646,süß::A,doce,dous
647,bitter::A,amargo,c'hwerv
648,sauer::A,azedo,trenk
649,hell::A,claro,sklaer
650,dunkel::A,escuro,teñval
651,dunkel::A,sombrio,teñval
652,schwarz::A,preto,du
653,weiß::A,branco,gwenn
654,rot::A,vermelho,ruz
655,gelb::A,amarelo,melen
656,blau::A,azul,glas
657,grün::A,verde,gwer
658,grau::A,cinzento,louet
659,bunt::A,colorido,liesliv
660,billig::A,barato,marc'had-mat
661,teuer::A,caro,ker
662,wertvoll::A,valioso,prizius
663,wertvoll::A,precioso,prizius
664,blind::A,cego,dall
665,taub::A,surdo,bouzar
666,kräftig::A,forte,start
667,kräftig::A,poderoso,start
668,stark::A,forte,kreñv
669,stark::A,robusto,kreñv
670,schwach::A,débil,gwan
671,fett::A,gordo,lard
672,schlank::A,esbelto,sinkl
673,hübsch::A,giro,koant
674,hübsch::A,bonito,koant
675,böse::A,mau,gwall
676,dumm::A,parvo,glep
677,dumm::A,estúpido,glep
678,faul::A,preguiçoso,lezirek
679,fleißig::A,aplicado,studius
680,fleißig::A,diligente,studius
681,geizig::A,avarento,tost
682,klug::A,prudente,speredek
683,klug::A,inteligente,speredek
684,geschickt::A,hábil,dornet
685,lieb::A,caro,koant
686,lieb::A,querido,koant
687,lustig::A,alegre,laouen
688,sanft::A,suave,flour
689,sanft::A,brando,flour
690,hungrig::A,faminto,marnaon
691,krank::A,doente,klañv
692,krank::A,enfermo,klañv
693,nackt::A,nu,noazh
694,nackt::A,despido,noazh
695,traurig::A,triste,trist
696,lebendig::A,vivo,bev
697,gut::A,bom,mad
698,schlecht::A,mau,fall
699,schlecht::A,mau,gwall
700,schlecht::A,ruim,fall
701,schlecht::A,ruim,gwall
702,richtig::A,justo,reizh
703,richtig::A,correcto,reizh
704,schlimm::A,mau,gwall
705,schlimm::A,grave,gwall
706,wahr::A,verdadeiro,gwir
707,alt::A,velho,kozh
708,alt::A,antigo,kozh
709,neu::A,novo,nevez
710,ehemalig::A,antigo,kozh
711,alt[Lebewesen]::A,velho,kozh
712,jung::A,jovem,yaouank
713,arm::A,pobre,paour
714,reich::A,rico,pinvidik
715,bekannt::A,conhecido,anavezet
716,berühmt::A,famoso,brudet
717,berühmt::A,célebre,brudet
718,fremd::A,alheio,dizanav
719,fremd::A,estranho,dizanav
720,verschieden::A,diverso,disheñel
721,verschieden::A,diferente,disheñel
722,nah::A,próximo,nes
723,fern::A,remoto,diabell
724,fern::A,distante,diabell
725,linker::A,esquerdo,kleiz
726,rechter::A,direito,dehoù
727,anderer::A,outro,all
728,erster::A,primeiro,kentañ
729,zweiter::A,segundo,eil
730,dritter::A,terceiro,trede
731,letzter::A,final,diwezhañ
732,letzter::A,último,diwezhañ
733,allein::ADV,só,e-unan
734,auf einmal::ADV,de vez,ar un dro
735,zusammen::ADV,juntos,asambles
736,lange::ADV,muito tempo,pell
737,plötzlich::ADV,de repente,en un taol
738,sofort::ADV,imediatamente,diouzhtu
739,später::ADV,mais tarde,diwezhatoc'h
740,jetzt::ADV,agora,bremañ
741,heute::ADV,hoje,hiziv
742,morgen::ADV,amanhã,arc'hoazh
743,bald::ADV,logo,hepdale
744,bald::ADV,breve,hepdale
745,dann::ADV,então,a-c'houde
746,dann::ADV,depois,a-c'houde
747,gestern::ADV,ontem,dec'h
748,einst::ADV,antigamente,gwechall
749,damals::ADV,então,neuze
750,danach::ADV,logo,goude
751,danach::ADV,depois,goude
752,vorher::ADV,antes,diagent
753,zuerst::ADV,primeiro,da gentañ
754,einmal::ADV,uma vez,ur wech
755,manchmal::ADV,às vezes,a-wechoù
756,oft::ADV,muitas vezes,alies
757,immer::ADV,sempre,atav
758,immer::ADV,sempre,bepred
759,niemals::ADV,nunca,gwech ebet
760,hier::ADV,cá,amañ
761,hier::ADV,aqui,amañ
762,hierhin::ADV,para cá,dre amañ
763,von hier::ADV,daqui,alemañ
764,dort::ADV,lá,aze
765,dort::ADV,lá,ahont
766,dort::ADV,ali,aze
767,dort::ADV,ali,ahont
768,dorthin::ADV,lá,di
769,dorthin::ADV,lá,aze
770,dorthin::ADV,lá,ahont
771,dorthin::ADV,para lá,di
772,dorthin::ADV,para lá,aze
773,dorthin::ADV,para lá,ahont
774,geradeaus::ADV,em frente,war-eeun
775,vorwärts::ADV,avante,war-raok
776,rückwärts::ADV,para trás,war-lerc'h
777,zurück::ADV,atrás,war-dreñv
778,unten::ADV,debaixo,en traoñ
779,unten::ADV,em baixo,en traoñ
780,hinab::ADV,para baixo,a-izel
781,oben::ADV,em cima,en nec'h
782,hinauf::ADV,para cima,e-krec'h
783,überall::ADV,em toda parte,dre-holl
784,nicht::ADV,não,ne ... ket
785,ein wenig::ADV,um pouco,un tammig
786,ein wenig::ADV,um bocado,un tammig
787,kaum::ADV,apenas,a-boan
788,sehr::ADV,muito,-tre
789,sehr::ADV,muito,-kenañ
790,so::ADV,tão,evel-se
791,so::ADV,assim,evel-se
792,noch::ADV,ainda,c'hoazh
793,nur::ADV,só,hepken
794,nur::ADV,apenas,hepken
795,nur::ADV,somente,hepken
796,schon::ADV,já,dija
797,wieder::ADV,outra vez,adarre
798,vergebens::ADV,em vão,
799,vor::PRP,diante de,dirak
800,hinter::PRP,atrás de,a-drek
801,hinter::PRP,atrás de,a-dreñv
802,unter::PRP,sob,dindan
803,unter::PRP,debaixo de,dindan
804,durch::PRP,por,dre
805,durch::PRP,através de,dre
806,neben::PRP,junto de,e-kichen
807,neben::PRP,ao lado de,e-kichen
808,zwischen::PRP,entre,etre
809,wegen::PRP,por,abalamour da
810,wegen::PRP,por causa de,abalamour da
811,dies::PRN,isto,hemañ
812,das::PRN,isso,se
813,das::PRN,isso,hennezh
814,das::PRN,aquilo,se
815,das::PRN,aquilo,hennezh
816,alles::PRN,todo,pep tra
817,ich::PRN,eu,me
818,du::PRN,tu,te
819,er::PRN,ele,eñ
820,wir::PRN,nós,ni
821,ihr::PRN,vós,c'hwi
822,ihr::PRN,vocês,c'hwi
823,sie::PRN,eles,int
824,was::FPRN,quê,petra
825,wer::FPRN,quem,piv
826,wo::FADV,onde,pelec'h
827,wohin::FADV,aonde,da belec'h
828,wohin::FADV,para onde,da belec'h
829,wie::FADV,como,penaos
830,warum::FADV,porquê,perak
831,warum::FADV,por que,perak
832,wieviel::FNUM,quanto,pet
