,Concept_ID,mrj,kv
72,Funke::N,тылип,бичир
73,Feuer::N,тыл,би
74,Licht::N,соты,би
75,Licht::N,валгыды,би
76,Schatten::N,ӹмӹл,вуджӧр
77,Wetter::N,игечӹ,погоддя
78,Nebel::N,тӹтӹрӓ,туман
79,Wolke::N,пӹл,кымӧр
80,Regen::N,юр,зэр
81,Schnee::N,лым,лым
82,Eis::N,и,йы
83,Frost::N,ӱштӹ,мороз
84,Kälte::N,ӱштӹ,кӧдзыт
85,Hitze::N,шокшы,ӧд
86,Raureif::N,пöрш,кижа
87,Regenbogen::N,шанавӹл,енӧшка
88,Donner::N,хӹдӹртӹш,гым
89,Strömung::N,йогы,визывтӧм
90,Tropfen::N,капльы,тёп
91,Tropfen::N,капльык,тёп
92,Schaum::N,шонг,быг
93,Schmutz::N,лявӹрӓ,нять
94,See::N,йӓр,ты
95,Sumpf::N,лӱкӹ,арай
96,Moor::N,куп,нюр
97,Wiese::N,алык,видз
98,Wald::N,шӹргӹ,вӧр
99,Hügel::N,пӱгӹрикӓ,мыльк
100,Anhöhe::N,кӱкшикӓ,вывтас
101,Anhöhe::N,кӱкшикӓ,вылынін
102,Berg::N,кырык,керӧс
103,Gipfel::N,неркӓ,йыв
104,Höhle::N,ы́раж,нора
105,Abhang::N,полом,покат
106,Quelle::N,вӹдсӹнзӓ,больган
107,Bach::N,ӓнгӹр,шор
108,Fluss::N,вӹд,ю
109,Ufer::N,сир,берег
110,Küste::N,сир,берег
111,Festland::N,мӱлӓндӹ,му
112,Meer::N,тангыж,море
113,Bucht::N,вӹдъял,курья
114,Insel::N,острок,
115,Blume::N,пеледӹш,цветок
116,Gras::N,шуды,турун
117,Wurzel::N,важ,вуж
118,Baum::N,пушӓнгӹ,пу
119,Stamm::N,пушӓнгӹ тӹнг,мыр
120,Stamm::N,пушӓнгӹ тӹнг,кер
121,Rinde::N,каргыж,кач
122,Ast::N,укш,ув
123,Zweig::N,укш,ув
124,Blatt::N,листӹ,лист
125,Birke::N,куги,кыдз
126,Kiefer[Baum]::N,йӓктӹ,пожум
127,Weide[Baum]::N,уа,бадь
128,Tanne::N,кож,кӧз
129,Horn::N,шур,сюр
130,Feder::N,пын,гӧн
131,Fell::N,кавашты,кучик
132,Flügel::N,шылдыр,борд
133,Klaue::N,кӹч,гыж
134,Kralle::N,лапа,кабыр
135,Schwanz::N,пач,бӧж
136,Ei::N,мыны,кольть
137,Nest::N,пӹжӓш,поз
138,Bau::N,ыраж,осьта
139,Bau::N,ыраж,нора
140,Tier::N,во́льык,зверь
141,Herde::N,кӹтö,гурт
142,Kuh::N,ышкал,мӧс
143,Bulle::N,ӱшкӱж,ӧшка
144,Pferd::N,имни,вӧв
145,Schaf::N,шарык,баля
146,Schwein::N,сасна,порсь
147,Hund::N,пи,пон
148,Katze::N,коти,кань
149,Bär::N,мöскӓ,ош
150,Eichhörnchen::N,ур,ур
151,Elch::N,шарды,вӧр мӧс
152,Fuchs::N,рӹвӹж,руч
153,Hase::N,морен,кӧч
154,Maus::N,каля,шыр
155,Wolf::N,пирӹ,кӧин
156,Vogel::N,кек,кай
157,Schwarm::N,цуца,стая
158,Schwarm::N,цуца,чукӧр
159,Huhn::N,цӹвӹ,курӧг
160,Hahn::N,ӓптӓн,петух
161,Hahn::N,ӓптӓн,ай курӧг
162,Gans::N,комбы,дзодзог
163,Adler::N,кучкыж,куч
164,Adler::N,кучкыж,кутш
165,Ente::N,лыды,утка
166,Eule::N,тымана,тупка
167,Kranich::N,тырня,тури
168,Kranich::N,тыртня,тури
169,Krähe::N,лудыгарак,рака
170,Kuckuck::N,куку,кӧк
171,Schwan::N,йӱксӹ,юсь
172,Fisch::N,кол,чери
173,Barsch::N,алангы,ёкыш
174,Hecht::N,нуж,сирпинь
175,Hecht::N,нужгол,сирпинь
176,Schlange[Tier]::N,кӹшкы,змей
177,Wurm::N,шукш,номыр
178,Spinne::N,ӓнгӹремшӹ,черань
179,Ameise::N,кыткы,кӧдзывкар
180,Laus::N,ти,ляпа той
181,Mücke::N,кужнер,ном
182,Mücke::N,кужынер,ном
183,Fliege::N,шӹнгӓ,гут
184,Schmetterling::N,лӹпӹ,бабыв
185,Beere::N,мöр,ягӧд
186,Apfel::N,олма,яблоко
187,Pilz::N,понгы,тшак
188,Zwiebel::N,охыра,грез
189,Saat::N,нӱшмӹ,кӧдзыс
190,Saat::N,нӱшмӱ,кӧдзыс
191,Korn::N,пӹрцӹ,сю
192,Heu::N,шуды,турун
193,Schale::N,аваха,кыш
194,Schale::N,аваха,киль
195,Schale::N,карлангы,кыш
196,Schale::N,карлангы,киль
197,Grube::N,йӓм,яма
198,Falle::N,лӱдӹ,нальк
199,Falle::N,лӱдӹ,кляпча
200,Falle::N,лӱдӹш,нальк
201,Falle::N,лӱдӹш,кляпча
202,Schlinge::N,онгы,лӧч
203,Spur::N,кишӓ,туй
204,Asche::N,ломых,пӧим
205,Asche::N,ломпыж,пӧим
206,Dreck::N,лявӹрӓ,нять
207,Eisen::N,кӹртни,кӧрт
208,Gold::N,шöртни,зарни
209,Gold::N,шöртньӹ,зарни
210,Silber::N,ши,язісь
211,Kohle::N,шӱ,шом
212,Kohle::N,шӱ,уголь
213,Glas::N,охоница,стекло
214,Lehm::N,шун,сёй
215,Sand::N,ошма,лыа
216,Mensch::N,эдем,морт
217,Mann::N,пӱэргӹ,мужик
218,Frau::N,ӹдӹрӓмӓш,инька
219,Kind::N,ӓзӓ,кага
220,Kind::N,шачшы,кага
221,Junge::N,рвезӹ,зонка
222,Junge::N,ӹрвезӹ,зонка
223,Mädchen::N,ӹдӹрӓш,нывкаок
224,Familie::N,йиш,семья
225,Familie::N,семня,семья
226,Großvater::N,тьоти,дед
227,Großmutter::N,папа,баб
228,Eltern::N,ӓтя-ӓвӓ,ай-мам
229,Vater::N,ӓтя,ай
230,Mutter::N,ӓвӓ,мам
231,Sohn::N,эргӹ,зон
232,Tochter::N,ӹдӹр,ныв
233,Bruder::N,ӹза,вон
234,Schwester::N,ӓкӓ,сой
235,Onkel::N,кугуза,дядь
236,Tante::N,куака,айӧлӧн сой
237,Tante::N,куака,ичинь
238,Ehemann::N,мары,жӧник
239,Ehefrau::N,вӓтӹ,инь
240,Freude::N,ӹвӹртӹмӓш,гаж
241,Freude::N,ӹвӹртӹмӓш,радъялӧм
242,Gelächter::N,ваштылмаш,сералӧм
243,Glück::N,пиӓл,мичлун
244,Kummer::N,ясы,шог
245,Wunsch::N,охата,мӧдӧм
246,Wunsch::N,охата,охотитӧм
247,Wunsch::N,шанымаш,мӧдӧм
248,Wunsch::N,шанымаш,охотитӧм
249,Lust::N,шӓр,охота
250,Lust::N,охата,охота
251,Lust::N,шанымаш,охота
252,Geist::N,тух,лов
253,Gedanke::N,шанымаш,дума
254,Gedächtnis::N,ӓш,тӧдвыв
255,Verstand::N,ыш,вежӧр
256,Sinn::N,кын,ылӧс
257,Grund::N,вир,мог
258,Wahrheit::N,тöр,правда
259,Gespräch::N,хытырымаш,сёрни
260,Märchen::N,ямак,сказка
261,Erzählung::N,шайыштмаш,висьт
262,Nachricht::N,увертӓрӹмӓш,юӧр
263,Nachricht::N,увертӓрӹмӓш,висьталӧм
264,Neuigkeit::N,увер,новость
265,Name::N,лӹм,ним
266,Rätsel::N,тышты,загадка
267,Rede::N,шая,сёрни
268,Rede::N,шамак,сёрни
269,Sprache::N,йӹлмӹ,кыв
270,Stimme::N,юк,голос
271,Wort::N,шамак,кыв
272,Zeichen::N,палӹ,пас
273,Ruf::N,сӹгӹрӹмӓш,чуксӧм
274,Ruf::N,сӹгӹрӹмӓш,чукӧстӧм
275,Lärm::N,юкланымащ,шум
276,Laut::N,юк,шы
277,Ton::N,юк,гор
278,Lied::N,мыры,сьыланкыв
279,Ruhe::N,тыр,спокой
280,Leute::N,эдемвлӓ,йӧз
281,Volk::N,халык,йӧз
282,Volk::N,халык,народ
283,Arbeit::N,пӓшӓ,удж
284,Gast::N,хына,гӧсь
285,Geschenk::N,подарка,гӧснеч
286,Geschenk::N,подарка,подарок
287,Spiel::N,мадыш,орсӧм
288,Gesellschaft::N,йӓл,компания
289,Gesellschaft::N,йӓлвлӓ,компания
290,Hilfe::N,палшык,отсӧт
291,Freund::N,тӓнг,модз
292,Freund::N,тӓнг,дружок
293,Kamerad::N,тос,тӧдса
294,Angelegenheit::N,дела,дело
295,Angelegenheit::N,йела,дело
296,Angelegenheit::N,йыла,дело
297,Angelegenheit::N,пӓшӓ,дело
298,Anzahl::N,шот,лыд
299,Art::N,цӹре,пӧлӧс
300,Stück::N,лаштык,тор
301,Teil::N,пай,юкӧм
302,Teil::N,часть,юкӧм
303,Hälfte::N,пел,джын
304,Kreis::N,тӹртӹш,круг
305,Kreuz::N,крестӹ,перна
306,Abstand::N,ло,колас
307,Entfernung::N,ло,ылына
308,Gegend::N,вӓр,места
309,Platz::N,вӓр,места
310,Ort::N,вӓр,места
311,Seite::N,öрдӹж,ладор
312,Mitte::N,ло,шӧр
313,Gegenstand::N,хӓдӹр,тор
314,Sache::N,хӓдӹр,тор
315,Rand::N,шöр,дор
316,Kante::N,шöр,ордлы
317,Ecke::N,лык,пельӧс
318,Spitze::N,вуй,йыв
319,Ende::N,вуй,йыв
320,Ende::N,мычаш,йыв
321,Loch::N,ыраж,осьта
322,Winkel::N,лык,пельӧс
323,Muster::N,тӹрлец,сер
324,Größe::N,кӱкшӹц,ыжда
325,Länge::N,кыт,кузя
326,Höhe::N,кӱкшӹц,сувда
327,Höhe::N,кӱкшӹц,вылына
328,Gewicht::N,нелӹц,сьӧкта
329,Menge::N,шот,
330,Haufen::N,ара,куча
331,Reihe::N,ряд,лёдз
332,Boot::N,пыш,пыж
333,Ruder::N,вешлӓ,пелыс
334,Schlitten::N,тир,додь
335,Ski::N,ечӹ,лямпа
336,Lagerfeuer::N,тыл,бипур
337,Last::N,нелӹц,тягота
338,Gang::N,ход,мунӧм
339,Schritt::N,ашкыл,вожмӧв
340,Norden::N,йыдпелвел,ой
341,Süden::N,кечӹвӓлвел,лун
342,Westen::N,кечӹ шӹцмӹ,рытвыв
343,Osten::N,ирвел,асыв
344,Osten::N,кечӹ лӱлтмӹ,асыв
345,Holz::N,пушӓнгӹ,пу
346,Brett::N,ханга,пӧв
347,Platte::N,плитӓ,плита
348,Stütze::N,цӓрӓк,пика
349,Stange::N,равы,зор
350,Stange::N,равы,потш
351,Stange::N,намаш,зор
352,Stange::N,намаш,потш
353,Stock::N,панды,бедь
354,Stab::N,равы,шест
355,Rohr::N,пыч,труба
356,Haus::N,пöрт,керку
357,Heim::N,пöрт,керку
358,Ofen::N,камака,пӧжавны
359,Fußboden::N,седӹрӓ,джодж
360,Tisch::N,стöл,пызан
361,Stuhl::N,пöкен,стул
362,Wiege::N,шипкӓ,зыбка
363,Bett::N,койка,кровать
364,Bett::N,кравать,кровать
365,Regal::N,полицӓ,джадж
366,Kiste::N,шӱ́ндӹк,ящик
367,Fenster::N,окня,ӧшын
368,Tür::N,амаса,ыбӧс
369,Tor::N,хапка,ворота
370,Zaun::N,забор,забор
371,Dach::N,левӓш,крыша
372,Leiter::N,ташкалтыш,лиснич
373,Besen::N,сало,рос
374,Besen::N,салко,рос
375,Spaten::N,кольмы,зыр
376,Schaufel::N,лоток,зыр
377,Gabel::N,ви́лка,вила
378,Löffel::N,савала,пань
379,Messer::N,кӹзӹ,пурт
380,Nagel::N,пыда,кӧрттув
381,Netz::N,вӓпш,кыйӧт
382,Haken::N,крӱк,ем
383,Haken::N,кагак,ем
384,Griff::N,кычем,пу
385,Schloss::N,замок,замок
386,Schloss::N,сыравач,замок
387,Bild::N,картин,картина
388,Figur::N,кӓн,мыгӧр
389,Puppe::N,поханя,акань
390,Beutel::N,мешӓк,мешӧк
391,Bündel::N,топ,нин
392,Bündel::N,пидӹш,нин
393,Bündel::N,кӹлдӹш,нин
394,Tasche::N,сумкы,сумка
395,Eimer::N,ведӹрӓ,ведра
396,Deckel::N,комдыш,вевт
397,Geschirr::N,ӓтӹ,доз
398,Geschirr::N,ӓтӹ,бекӧрпань
399,Sack::N,мешӓк,мешӧк
400,Tasse::N,цӓшкӓ,бекӧр
401,Topf::N,ми́ска,кастрюля
402,Kessel::N,пад,пӧрт
403,Essen::N,качкыш,сёйӧм
404,Essen::N,качкыш-йӱш,сёйӧм
405,Nahrung::N,качкыш,вердан
406,Nahrung::N,качкыш-йӱш,вердан
407,Speise::N,няня,сёян
408,Fleisch::N,пай,яй
409,Getreide::N,киндӹ,сю
410,Brei::N,шӹрӓш,каша
411,Brot::N,сыкыр,нянь
412,Scheibe::N,ламыт,шӧрӧм
413,Scheibe::N,лаштык,шӧрӧм
414,Fett::N,кая,гос
415,Butter::N,ӱ,ви
416,Öl::N,ӱ,ви
417,Salz::N,санзал,сов
418,Suppe::N,лем,шыд
419,Honig::N,мӱ,ма
420,Milch::N,шӹшер,йӧв
421,Tee::N,чӓй,чай
422,Leder::N,шарга,кучик
423,Leder::N,кавашты,кучик
424,Wolle::N,миж,гӧн
425,Stoff::N,матер,дӧра
426,Stoff::N,матери,дӧра
427,Nadel::N,им,ем
428,Faden::N,шӹртӹ,сунис
429,Knopf::N,полдыш,кизь
430,Knoten::N,пӱкшем,узӧв
431,Knoten::N,пӱкшем,гӧрӧд
432,Farbe::N,чиӓ,краска
433,Farbe::N,крӓскӓ,краска
434,Kleidung::N,выргем,паськӧм
435,Hemd::N,тыгыр,йӧрнӧс
436,Kragen::N,шӱ,воротник
437,Ärmel::N,шокш,сос
438,Hose::N,ялаш,вешьян
439,Gürtel::N,ӹштӹ,йи
440,Mütze::N,упш,шапка
441,Schuh::N,ту́фльы,ботинки
442,Stiefel::N,кем,сапог
443,Ring::N,шӓргӓш,чунькытш
444,Band::N,лемтӓ,ленточка
445,Kamm::N,шерге,сынан
446,Spiegel::N,тӹгӹр,зеркало
447,Riemen::N,прӓжӓ,ремень
448,Schnur::N,кӓндӹра,гез
449,Leine::N,керем,повод
450,Decke::N,одеял,одеяло
451,Kissen::N,кӹпцӹк,подушка
452,Tuch::N,савыц,чышьян
453,Handtuch::N,шӹргӹсавыц,чышкӧт
454,Handtuch::N,шӹргӹмсавыц,чышкӧт
455,Kraft::N,ви,прак
456,Stärke::N,ви,вын
457,Gesundheit::N,шу,здоровье
458,Gesundheit::N,шулык,здоровье
459,Krankheit::N,мыж,шог
460,Schmerz::N,карштыш,зубыт
461,Wunde::N,шушыр,рана
462,Fieber::N,ӱштӹмыж,лёк тресся
463,Fieber::N,ӱштӹмыж,кынтан шогӧт
464,Arznei::N,лекӓрцӹ,лекарство
465,Brücke::N,кӹвер,пос
466,Brunnen::N,вӹдсӹнзӓ,колодец 
467,Weide::N,ныр,пода йирсян
468,Pfad::N,ялгорны,туй
469,Weg::N,корны,туй
470,Straße::N,корны,туй
471,Dorf::N,сола,деревня
472,Stadt::N,города,город
473,Brief::N,сирмӓш,гижӧт
474,Buch::N,книгӓ,книга
475,Buchstabe::N,буква́,буква
476,Zeitung::N,газет,газета
477,Zeitung::N,кайзет,газета
478,Leben::N,житя,олан
479,Tod::N,смöрт,кулӧм
480,Grab::N,шӹгер,гу
481,Grab::N,мыгилӓ,гу
482,Grab::N,шӹгерлӓ,гу
483,Kirche::N,церкӹ,вичку
484,Sünde::N,сулык,грек
485,Gott::N,йымы,ен
486,Arbeiter::N,пӓшӓзӹ,уджалiсь
487,Chef::N,вуй,начальник
488,Meister::N,мастар,мастер
489,Arzt::N,доктор,врач
490,Lehrer::N,тымдышы,велӧтісь
491,Geld::N,окса,деньга
492,Geschäft::N,торге́йӹмӓш,удж
493,Laden::N,лапка,магазин
494,Laden::N,магазин,магазин
495,Preis::N,ӓк,дон
496,Ware::N,товар,товар
497,Nutzen::N,пайда,путь
498,Reichtum::N,перке,богатство
499,Welt::N,сӓндӓлӹк,му
500,Welt::N,свет,му
501,Land::N,сӓндӓлӹк,страна
502,Staat::N,кугижӓншӹ,государство
503,König::N,король,кан
504,Macht::N,власть,власть
505,Grenze::N,пӹсмӓн,граница
506,Krieg::N,вырсы,война
507,Feind::N,тышман,враг
508,Gewalt::N,ви,
509,Kampf::N,кредӓлмӓш,нярасьӧм
510,Kampf::N,кредӓлмӓш,вермасьӧм
511,Bogen[Waffe]::N,янгеж,лук
512,Pfeil::N,пикш,ньӧв
513,Gewehr::N,пичӓл,ружьё
514,Fehler::N,самынь,ошибка
515,Lüge::N,шая,ылӧтӧм
516,Lüge::N,шая,пӧрьялӧм
517,Schaden::N,вре́дӓ,лёк
518,Unglück::N,пёда,пик
519,Unglück::N,пёда,оказзё
520,Unglück::N,тымаша,пик
521,Unglück::N,тымаша,оказзё
522,Schuld::N,вуйнамат,вина
523,Alter::N,иӓш,
524,Alter::N,игечӹ,
525,Schluss::N,пӹтӓртӹш,ком
526,Zeit::N,веремӓ,кад
527,Tag::N,кечӹ,лун
528,Morgen::N,ир,асыв
529,Morgen::N,ирок,асыв
530,Mittag::N,кечӹвӓл,луншӧр кад
531,Abend::N,вады,рыт
532,Nacht::N,йыд,ой
533,Woche::N,ӓрня,неделя
534,Monat::N,тӹ́лзӹ,тӧлicь
535,Jahr::N,год,год
536,Frühling::N,шошым,тулыс
537,Sommer::N,кӓнгӹж,гожум
538,Herbst::N,шӹжӹ,ар
539,Winter::N,тел,тӧв
540,Winter::N,телӹ,тӧв
541,Januar::N,январ,январ
542,Januar::N,январь,январ
543,Februar::N,февраль,февраль
544,März::N,март,март
545,April::N,апрель,апрель
546,Mai::N,май,май
547,Juni::N,июнь,юнь
548,Juli::N,июль,юль
549,August::N,август,август
550,September::N,сентябрь,сентяб
551,Oktober::N,октябрь,октяб
552,November::N,ноябрь,нояб
553,Dezember::N,декавыр,декаб
554,Montag::N,шачмы,вильлун
555,Dienstag::N,кышкыжмы,мӧдӧдзлун
556,Mittwoch::N,вӹрчегӹ,шӧрлун
557,Donnerstag::N,изӓрня,нёльӧдзлун
558,Freitag::N,когарня,витӧдзлун
559,Samstag::N,кукшыгечӹ,пывсянлун
560,Sonntag::N,рушӓрня,кресення
561,groß::A,кого,ыджыт
562,klein::A,изи,учӧтик
563,lang::A,кужы,кузь
564,kurz::A,кӹтӹк,дженыт
565,breit::A,кымда,ота
566,schmal::A,ӓнгӹсӹр,векнит
567,dicht::A,шӹре,тшӧк
568,dick[Gegenstand]::A,кӹжгӹ,кыз
569,dünn::A,вӹцкӹж,вӧснит
570,fein::A,пыльга,вӧснит
571,fest::A,цаткыды,крепыт
572,flach::A,тӓлякӓ,лапкӧса
573,glatt::A,ягылгы,волькыт
574,hart::A,пингӹдӹ,чӧрыт
575,weich::A,пышкыды,небыт
576,rund::A,тӹртӹш,гӧгрӧса
577,spitz::A,кашар,ёся
578,scharf::A,кашар,лэчыт
579,stumpf::A,нӹшкӹ,ныж
580,schwer::A,нелӹ,сьӧкыт
581,schön::A,цевер,басӧк
582,schön::A,олмыдшы,басӧк
583,heiß::A,шокшы,жар
584,warm::A,шокшы,шоныт
585,kalt::A,ӱштӹ,кӧдзыт
586,kühl::A,юалгы,сайкыт
587,kühl::A,йонгата,сайкыт
588,frisch::A,йонгата,виль
589,feucht::A,ӹлӹкшӹ,вакодь
590,feucht::A,вӹдӹжгӹ,вакодь
591,nass::A,начкы,ва
592,trocken::A,кукшы,кӧс
593,voll::A,темшӹ,тыра
594,voll::A,темыман,тыра
595,leer::A,йӓрӓ,тыртӧм
596,offen::A,виш,оссьӧм
597,geschlossen::A,чӱчмӹ,игана
598,geschlossen::A,чӱчмӹ,пӧдана
599,geschlossen::A,тӹкӹлӓлтшӹ,игана
600,geschlossen::A,тӹкӹлӓлтшӹ,пӧдана
601,sauber::A,ире,сӧдз
602,sauber::A,ире,сӧстӧм
603,schmutzig::A,шоран,нятьӧсь
604,schmutzig::A,лявӹрӓн,нятьӧсь
605,schmutzig::A,шорангшы,нятьӧсь
606,roh::A,пеле кӱшӹ,путӧм
607,reif::A,кӱшӹ,кисьмалӧм
608,lecker::A,тотан,кӧра 
609,süß::A,мӱӓн,чӧскыт
610,bitter::A,качы,курыт
611,sauer::A,шапы,шӧма 
612,hell::A,соты,югыт
613,hell::A,валгыды,югыт
614,dunkel::A,пӹц,пемыт
615,dunkel::A,пӹцкемӹш,пемыт
616,schwarz::A,шим,сьӧд
617,weiß::A,ош,чочком
618,weiß::A,ошы,чочком
619,rot::A,якшаргы,гӧрд
620,gelb::A,сар,веж
621,gelb::A,сары,веж
622,blau::A,симсӹ,лӧз
623,grün::A,ыжар,веж
624,grau::A,луды,руд
625,grau::A,луды,бусӧй
626,bunt::A,ала,быдрӧма
627,billig::A,шулдаш,донтӧм
628,teuer::A,шергӹ,дона
629,teuer::A,шергӓкӓн,дона
630,wertvoll::A,ӓкӓн,дона
631,blind::A,слöпöй,синтӧм
632,blind::A,сльöпöй,синтӧм
633,taub::A,тӱтӱк,пельтӧм
634,kräftig::A,виӓн,вына
635,stark::A,виӓн,вына
636,schwach::A,шава,некодя
637,schwach::A,лӹпкӓ,некодя
638,schwach::A,слабка,некодя
639,fett::A,таза,госа
640,schlank::A,яштака,статя
641,hübsch::A,сӹлнӹ,басӧк
642,hübsch::A,олмыдшы,басӧк
643,böse::A,шӹдӓн,лёк
644,dumm::A,окмак,бӧбӧв
645,dumm::A,окмак,вежӧртӧм
646,faul::A,ялахай,дыш
647,fleißig::A,пӓшам яратышы,уджалicь
648,geizig::A,шык,жикмӧра
649,geizig::A,шык,горшаліcь
650,klug::A,ышан,авья
651,klug::A,ышан,вежӧра
652,geschickt::A,мастар,кипода
653,lieb::A,тыри,муса
654,lieb::A,тыри,дзулиньӧй
655,lustig::A,мындыр,гажа
656,lustig::A,сусу,гажа
657,sanft::A,йӹвӹжӓ,лебезнӧй
658,hungrig::A,шужышы,тшыг
659,krank::A,церлӹ,шогалiсь
660,krank::A,хворой,шогалiсь
661,nackt::A,цӓрӓ,куш
662,traurig::A,сы́лыкан,жугыль
663,traurig::A,кымы́лдымы,жугыль
664,lebendig::A,живой,ловья
665,gut::A,яжо,бур
666,schlecht::A,уда,умӧль
667,schlecht::A,худа,умӧль
668,richtig::A,вургамла,
669,schlimm::A,йӹрнык,нештӧм
670,wahr::A,настоящий,
671,wahr::A,настояшый,
672,alt::A,шонгы,важ
673,neu::A,у,виль
674,ehemalig::A,тошты,вӧвлӧм
675,alt[Lebewesen]::A,ӹлалшӹ,года
676,alt[Lebewesen]::A,ӹлалшӹ,годдэза
677,jung::A,нöргӹ,том
678,jung::A,молода,том
679,arm::A,укеӓн,гов
680,arm::A,укеӓн,беднӧй
681,reich::A,паян,эма
682,reich::A,пурлыкан,эма
683,bekannt::A,палӹмӹ,тӧдса
684,berühmt::A,лӹмлы,
685,fremd::A,эдемӹн,чужӧй
686,verschieden::A,тӹрлӹ,быдкодь
687,nah::A,лишӹл,матiсь
688,fern::A,мӹндӹр,ылicь
689,linker::A,шалахай,шульга
690,rechter::A,вургамла,веськытланись
691,anderer::A,вес,мукӧд
692,anderer::A,весӹ,мукӧд
693,erster::A,икшӹ,медодзза
694,erster::A,икӹмшӹ,медодзза
695,zweiter::A,кокшы,кыкӧт
696,dritter::A,кымшы,куимӧт
697,dritter::A,кымшы,куимӧдз
698,letzter::A,остатка,бӧрья
699,letzter::A,остатка,мёдбӧрья
700,allein::ADV,иктӹ,
701,allein::ADV,иктӹт,
702,auf einmal::ADV,тöрöк,тшӧтш
703,zusammen::ADV,икараш,ӧтлаын
704,zusammen::ADV,цымырын,ӧтлаын
705,lange::ADV,кужын,дыр
706,plötzlich::ADV,трӱк,друг
707,sofort::ADV,полт,тшӧтш
708,sofort::ADV,тöрöк,тшӧтш
709,sofort::ADV,тӹшӓкок,тшӧтш
710,später::ADV,вара,медбӧрын
711,heute::ADV,тагачы,талун
712,morgen::ADV,иргод,ашын
713,morgen::ADV,иргодым,ашын
714,bald::ADV,чӹнь,чожа
715,bald::ADV,вӓшке,чожа
716,bald::ADV,выртышты,чожа
717,dann::ADV,пакыла,сыбӧрын
718,gestern::ADV,тенгечӹ,тӧн
719,einst::ADV,икӓнӓ,ӧтпыр
720,damals::ADV,тӹнӓм,сэк
721,damals::ADV,тӹнӓм,сэки
722,danach::ADV,пакыла,сэсся
723,vorher::ADV,перви,одзжык
724,zuerst::ADV,андак,наперво
725,einmal::ADV,гӓнӓк,ӧтпыр
726,einmal::ADV,гӓнӓ,ӧтпыр
727,manchmal::ADV,кынамжы,мукӧдпыр
728,oft::ADV,чӹчкӹдӹн,-лы-
729,immer::ADV,со,быдпыр
730,immer::ADV,со,быдпырся
731,immer::ADV,соок,быдпыр
732,immer::ADV,соок,быдпырся
733,niemals::ADV,нинам,некӧр
734,niemals::ADV,нигынам,некӧр
735,niemals::ADV,нигынамат,некӧр
736,hier::ADV,тиштӹ,татӧн
737,hierhin::ADV,тишкӹ,татчӧ
738,von hier::ADV,тишец,тасянь
739,von hier::ADV,тишецӹн,тасянь
740,dort::ADV,тӹштӹ,сэтӧн
