,Concept_ID,he,uz
95,Anhöhe::N,מעלה,adir
96,Berg::N,הר,tog'
97,Gipfel::N,פסגה,cho'qqi
98,Höhle::N,מערה,kavak
99,Abhang::N,מדרון,to'sh
100,Abhang::N,שפוע,to'sh
101,Quelle::N,מעין,buloq
102,Bach::N,נחל,o'zan
103,Fluss::N,נהר,daryo
104,Ufer::N,גדה,sohil
105,Küste::N,חוף,qirg'oq
106,Festland::N,יבשה,materik
107,Meer::N,ים,dengiz
108,Bucht::N,מפרץ,qo'ltiq
109,Insel::N,אי,orol
110,Blume::N,פרח,gul
111,Gras::N,דשא,sabza
112,Wurzel::N,שרש,tub
113,Wurzel::N,שרש,tomir
114,Baum::N,עץ,daraxt
115,Stamm::N,גזע,o'simta
116,Rinde::N,קלפת עץ,qobiq
117,Ast::N,ענף,shox
118,Zweig::N,ענף,butoq
119,Blatt::N,עלה,barg
120,Birke::N,שדר,qayin
121,Kiefer[Baum]::N,ארן,qarag'ay
122,Weide[Baum]::N,ערבה,shum
123,Tanne::N,אשוח,archa
124,Horn::N,קרן,mugiz
125,Feder::N,נוצה,par
126,Fell::N,פרוה,mo'yna
127,Flügel::N,כנף,qanot
128,Klaue::N,טלף,tirnoq
129,Kralle::N,טפר,tirnoq
130,Schwanz::N,זנב,quyruq
131,Ei::N,ביצה,tuxum
132,Nest::N,קן,oshyon
133,Bau::N,מחלה,o'pqon
134,Tier::N,חיה,hayvon
135,Herde::N,עדר,gala
136,Kuh::N,פרה,inak
137,Bulle::N,פר,ho'kiz
138,Pferd::N,סוס,ot
139,Schaf::N,כבשה,qo'y
140,Schwein::N,חזיר,cho'chqa
141,Hund::N,כלב,it
142,Katze::N,חתול,mushuk
143,Bär::N,דב,ayiq
144,Eichhörnchen::N,סנאי,tiyin
145,Elch::N,דישון,los
146,Fuchs::N,שועל,tulki
147,Hase::N,ארנב,kuyon
148,Maus::N,עכבר,sichqon
149,Wolf::N,זאב,bo'ri
150,Vogel::N,צפור,qush
151,Schwarm::N,נחיל,to'da
152,Schwarm::N,להקה,to'da
153,Huhn::N,תרנגלת,tovuq
154,Hahn::N,תרנגול,xo'roz
155,Gans::N,אוז,g'oz
156,Adler::N,עיט,burgut
157,Ente::N,ברוז,o'rdak
158,Eule::N,ינשוף,boyo'g'li
159,Kranich::N,עגור,turna
160,Kranich::N,כרוכיה,turna
161,Krähe::N,עורב,qarg'a
162,Kuckuck::N,קוקיה,kakku
163,Schwan::N,ברבור,oqkush
164,Fisch::N,דג,baliq
165,Barsch::N,אוקונוס,olabug'a
166,Hecht::N,זאב הים,cho'rtan
167,Schlange[Tier]::N,נחש,ilon
168,Wurm::N,תולעת,qurt
169,Spinne::N,עכביש,o'rgimchak
170,Ameise::N,נמלה,chumoli
171,Laus::N,כנה,bit
172,Mücke::N,יתוש,chivin
173,Fliege::N,זבוב,pashsha
174,Schmetterling::N,פרפר,kapalak
175,Beere::N,ענבה,meva
176,Apfel::N,תפוח,olma
177,Pilz::N,פטריה,qo'ziqorin
178,Zwiebel::N,בצל,piyoz
179,Saat::N,זרעים,äkin
180,Korn::N,גרעין,zarra
181,Heu::N,חציר,xashak
182,Schale::N,קלפה,po'choq
183,Grube::N,בור,co'ra
184,Grube::N,שוחה,co'ra
185,Falle::N,מלכדת,qopqon
186,Schlinge::N,לולאה,sirtmoq
187,Spur::N,עקבה,iz
188,Asche::N,אפר,kul
189,Dreck::N,זהמה,kir
190,Eisen::N,ברזל,temir
191,Gold::N,זהב,tilla
192,Silber::N,כסף,kumush
193,Kohle::N,פחם,ko'mir
194,Glas::N,זכוכית,oyna
195,Lehm::N,חרסית,loy
196,Sand::N,חול,qum
197,Mensch::N,אדם,odam
198,Mann::N,איש,ärkak
199,Mann::N,גבר,ärkak
200,Frau::N,אשה,ayol
201,Frau::N,גברת,ayol
202,Kind::N,ילד,bola
203,Kind::N,ילד,kichkintoy
204,Junge::N,ילד,bola
205,Mädchen::N,נערה,qiz
206,Familie::N,משפחה,oila
207,Großvater::N,סבא,buva
208,Großvater::N,סבא,katta ota
209,Großmutter::N,סבתא,buvi
210,Großmutter::N,סבתא,katta oyi
211,Eltern::N,הורים,ota-ona
212,Vater::N,אב,ota
213,Mutter::N,אם,ona
214,Sohn::N,בן,o'g'il
215,Tochter::N,בת,qiz
216,Bruder::N,אח,og'a
217,Bruder::N,אח,uka
218,Schwester::N,אחות,opa
219,Schwester::N,אחות,singil
220,Onkel::N,דוד,amaki
221,Tante::N,דודה,amma
222,Tante::N,דודה,xola
223,Ehemann::N,איש,är
224,Ehemann::N,בעל,är
225,Ehefrau::N,אשה,rafiqa
226,Freude::N,שמחה,ayish
227,Gelächter::N,צחוק,kulgi
228,Glück::N,אשר,saodat
229,Kummer::N,יגון,g'am
230,Kummer::N,עגמה,g'am
231,Wunsch::N,אחול,orzu
232,Wunsch::N,משאלה,orzu
233,Lust::N,חשק,rag'bat
234,Lust::N,תשוקה,rag'bat
235,Geist::N,רוח,ruh
236,Gedanke::N,מחשבה,fikr
237,Gedächtnis::N,זכרון,äs
238,Verstand::N,שכל,aql
239,Sinn::N,מובן,ma'ni
240,Sinn::N,משמעות,ma'ni
241,Grund::N,סבה,sabab
242,Wahrheit::N,אמת,haq
243,Gespräch::N,דיון,gap
244,Märchen::N,אגדה,ärtak
245,Erzählung::N,ספור,rivoyat
246,Nachricht::N,ידיעה,xabar
247,Neuigkeit::N,חדשה,yangilik
248,Name::N,שם,ot
249,Rätsel::N,תעלומה,topishmoq
250,Rede::N,נאום,nutq
251,Sprache::N,לשון,til
252,Stimme::N,קול,ovoz
253,Wort::N,מלה,so'z
254,Zeichen::N,סימן,alomat
255,Ruf::N,קריאה,chaqiriq
256,Lärm::N,רעש,taraq
257,Laut::N,הגה,tovush
258,Ton::N,צליל,un
259,Lied::N,שיר,ashula
260,Ruhe::N,שלוה,tinchlik
261,Leute::N,אנשים,xaloyiq
262,Volk::N,עם,xalq
263,Arbeit::N,עבודה,ish
264,Gast::N,אורח,mehmon
265,Geschenk::N,מתנה,hadya
266,Spiel::N,משחק,o'yin
267,Gesellschaft::N,חברה,jamiyat
268,Hilfe::N,עזרה,yordam
269,Freund::N,חבר,do'st
270,Freund::N,ידיד,do'st
271,Kamerad::N,רע,yo'ldosh
272,Angelegenheit::N,ענין,daxl
273,Anzahl::N,מספר,son
274,Art::N,סוג,tur
275,Stück::N,חתיכה,parcha
276,Teil::N,פרק,bo'lak
277,Hälfte::N,חצי,yarim
278,Kreis::N,מעגל,aylana
279,Kreuz::N,צלב,xoch
280,Linie::N,קו,liniya
281,Strich::N,קו קצר,chiziq
282,Abstand::N,מרחק,oralik
283,Entfernung::N,מרחק,uzoqlik
284,Gegend::N,נוף,yer
285,Platz::N,שטח,oralig
286,Ort::N,אתר,joy
287,Ort::N,מקום,joy
288,Seite::N,צד,yon
289,Mitte::N,אמצע,o'rta
290,Gegenstand::N,אוביקט,ashyo
291,Sache::N,דבר,buyum
292,Rand::N,פרור,chek
293,Kante::N,קצה,tig'
294,Ecke::N,פנה,burchak
295,Spitze::N,קצה,uch
296,Ende::N,סוף,oxir
297,Loch::N,חר,teshik
298,Winkel::N,פנה,go'sha
299,Muster::N,תבנית,nusha
300,Größe::N,גדל,kattalik
301,Länge::N,ארך,uzunlik
302,Höhe::N,קומה,yuksaklik
303,Höhe::N,גבה,yuksaklik
304,Gewicht::N,משקל,solmoq
305,Menge::N,כמות,miqdor
306,Haufen::N,ערמה,uyum
307,Reihe::N,רצף,saf
308,Boot::N,סירה,qayiq
309,Ruder::N,משוט,äshkak
310,Schlitten::N,מזחלת,chana
311,Ski::N,מגלשים,chang'i
312,Lagerfeuer::N,מדורה,gulxan
313,Last::N,משא,yuk
314,Gang::N,הליכה,yurish
315,Schritt::N,צעד,qadam
316,Norden::N,צפון,shimol
317,Süden::N,דרום,janub
318,Westen::N,מערב,g'arb
319,Osten::N,מזרח,sharq
320,Holz::N,עץ,yog'och
321,Brett::N,קרש,taxta
322,Platte::N,לוח,tabaqa
323,Stütze::N,משען,tayanchi
324,Stange::N,מוט,qo'noq
325,Stock::N,מקל,tayoq
326,Stab::N,מוט,gavron
327,Rohr::N,צנור,tarnov
328,Haus::N,בית,uy
329,Heim::N,בית,makon
330,Ofen::N,תנור,pechka
331,Fußboden::N,רצפה,pol
332,Tisch::N,שלחן,mosa
333,Stuhl::N,כסא,o'rindiq
334,Wiege::N,ערש,beshik
335,Bett::N,מטה,yotoq
336,Regal::N,מדף,tokcha
337,Kiste::N,תבה,sandiq
338,Kiste::N,ארגז,sandiq
339,Fenster::N,חלון,deraza
340,Tür::N,דלת,äshik
341,Tor::N,שער,darvoza
342,Zaun::N,גדר,panjara
343,Dach::N,גג,tom
344,Leiter::N,סלם,narvon
345,Besen::N,מטאטא,supurgi
346,Spaten::N,את,bel
347,Schaufel::N,את,kurak
348,Gabel::N,מזלג,bilka
349,Löffel::N,כף,qoshiq
350,Messer::N,סכין,pichoq
351,Nagel::N,מסמר,mix
352,Netz::N,רשת,to'r
353,Haken::N,וו,ilgak
354,Haken::N,קרס,ilgak
355,Griff::N,ידית,sop
356,Griff::N,ידית,tutqich
357,Schloss::N,מנעול,qulf
358,Bild::N,תמונה,rasm
359,Figur::N,פסל,shakl
360,Puppe::N,בבה,ko'g'irchoq
361,Beutel::N,שק,to'rva
362,Bündel::N,צרור,bog'lam
363,Tasche::N,שקית,kissa
364,Eimer::N,דלי,chelak
365,Deckel::N,מכסה,qopqoq
366,Geschirr::N,כלים,idish
367,Sack::N,שק,qop
368,Tasse::N,ספל,piyola
369,Topf::N,סיר,tuvak
370,Kessel::N,קנקן,qozon
371,Essen::N,אכל,tomoq
372,Essen::N,ארוחה,tomoq
373,Nahrung::N,הזנה,emak
374,Nahrung::N,תזונה,emak
375,Speise::N,מאכל,taom
376,Speise::N,ארוחה,taom
377,Fleisch::N,בשר,go'sht
378,Getreide::N,דגן,g'alla
379,Brei::N,מחית,bo'tqa
380,Brot::N,לחם,non
381,Scheibe::N,עגול,disk
382,Scheibe::N,פרוסה,disk
383,Fett::N,שמן,moy
384,Butter::N,חמאה,yog'
385,Öl::N,שמן,moy
386,Salz::N,מלח,tuz
387,Suppe::N,מרק,sho'rva
388,Honig::N,דבש,asal
389,Milch::N,חלב,sut
390,Tee::N,תה,choy
391,Leder::N,עור,charm
392,Wolle::N,צמר,jun
393,Stoff::N,בד,mato
394,Stoff::N,אריג,mato
395,Nadel::N,מחט,igna
396,Faden::N,חוט,ip
397,Knopf::N,כפתור,tugma
398,Knoten::N,קשר,tugun
399,Farbe::N,צבע,bo'yok
400,Kleidung::N,בגדים,kiyim
401,Hemd::N,חלצה,ko'ylak
402,Kragen::N,צוארון,yoqa
403,Ärmel::N,שרוול,yeng
404,Hose::N,מכנסים,shim
405,Gürtel::N,חגורה,tasma
406,Mütze::N,כובע,shapka
407,Schuh::N,נעל,but
408,Stiefel::N,מגף,botinka
409,Ring::N,טבעת,yuzuk
410,Band::N,סרט,rishta
411,Kamm::N,מסרק,taroq
412,Spiegel::N,מראה,ko'zgu
413,Riemen::N,רצועה,qayish
414,Schnur::N,חבל,bog'ich
415,Leine::N,מושכות,etak
416,Decke::N,שמיכה,odyol
417,Kissen::N,כרית,yostiq
418,Tuch::N,צעיף,gazlama
419,Handtuch::N,מגבת,sochiq
420,Kraft::N,כוח,kuch
421,Stärke::N,און,quvvat
422,Gesundheit::N,בריאות,sog'lik
423,Krankheit::N,מחלה,kasallik
424,Schmerz::N,כאב,og'riq
425,Wunde::N,פציעה,yara
426,Fieber::N,חם,bezgak
427,Arznei::N,תרופה,dori
428,Brücke::N,גשר,ko'prik
429,Brunnen::N,באר,buloq
430,Weide::N,אחו,yaylov
431,Weide::N,מרעה,yaylov
432,Pfad::N,שביל,dorojka
433,Pfad::N,מדרכה,dorojka
434,Weg::N,דרך,yo'l
435,Straße::N,כביש,ko'cha
436,Dorf::N,כפר,ovul
437,Stadt::N,עיר,shahar
438,Brief::N,מכתב,maktub
439,Buch::N,ספר,kitob
440,Buchstabe::N,אות,harf
441,Zeitung::N,עתון,gazet
442,Leben::N,חיים,hayot
443,Tod::N,מות,o'lim
444,Grab::N,קבר,go'r
445,Kirche::N,כנסיה,cherkov
446,Sünde::N,חטא,gunoh
447,Gott::N,אל,olloh
448,Arbeiter::N,פועל,ishchi
449,Chef::N,ראש,rais
450,Chef::N,מנהל,rais
451,Meister::N,ממחה,usta
452,Arzt::N,רופא,hakim
453,Lehrer::N,מורה,muallim
454,Geld::N,כסף,pul
455,Geschäft::N,עסקה,savdo
456,Laden::N,חנות,do'kon
457,Preis::N,מחיר,baho
458,Ware::N,סחורה,mol
459,Nutzen::N,תועלת,foyda
460,Reichtum::N,עשר,boylik
461,Welt::N,עולם,olam
462,Land::N,ארץ,o'lka
463,Staat::N,מדינה,davlat
464,König::N,מלך,qirol
465,Macht::N,כוח,iqtidor
466,Grenze::N,גבול,chegara
467,Krieg::N,מלחמה,harb
468,Feind::N,אויב,dushman
469,Gewalt::N,אלימות,zo'rlik
470,Kampf::N,קרב,kurash
471,Kampf::N,לחימה,kurash
472,Bogen[Waffe]::N,קשת,yoy
473,Pfeil::N,חץ,o'q
474,Gewehr::N,רובה,vintovka
475,Fehler::N,טעות,xato
476,Lüge::N,שקר,yolg'on
477,Schaden::N,נזק,ziyon
478,Unglück::N,מזל רע,balo
479,Schuld::N,אשמה,ayb
480,Alter::N,גיל,yosh
481,Schluss::N,סיום,tamom
482,Zeit::N,זמן,vaqt
483,Tag::N,יום,kun
484,Morgen::N,בקר,saboh
485,Mittag::N,צהרים,kun tushlik
486,Abend::N,ערב,oqshom
487,Nacht::N,לילה,tun
488,Woche::N,שבוע,hafta
489,Monat::N,חדש,oy
490,Jahr::N,שנה,yil
491,Frühling::N,אביב,bahor
492,Sommer::N,קיץ,yoz
493,Herbst::N,סתו,kuz
494,Herbst::N,סתו,xazon
495,Winter::N,חרף,qish
496,Januar::N,ינואר,yanvar'
497,Februar::N,פברואר,fevral'
498,März::N,מרץ,mart
499,April::N,אפריל,aprel'
500,Mai::N,מאי,may
501,Juni::N,יוני,iyun'
502,Juli::N,יולי,iyul'
503,August::N,אוגוסט,avgust
504,September::N,ספטמבר,sentyabr'
505,Oktober::N,אוקטובר,oktyabr'
506,November::N,נובמבר,noyabr'
507,Dezember::N,דצמבר,dekabr'
508,Montag::N,יום שני,dushanba
509,Dienstag::N,יום שלישי,seshanba
510,Mittwoch::N,יום רביעי,chorshanba
511,Donnerstag::N,יום חמישי,payshanba
512,Freitag::N,יום ששי,juma
513,Samstag::N,יום שבת,shanba
514,Sonntag::N,יום ראשון,yakshanba
515,groß::A,גדול,buyuk
516,klein::A,קטן,kichik
517,lang::A,ארך,uzun
518,kurz::A,קצר,qisqa
519,breit::A,רחב,keng
520,schmal::A,צר,änsiz
521,dicht::A,צפוף,quyuq
522,dick[Gegenstand]::A,עבה,qalin
523,dünn::A,דק,ingichka
524,fein::A,מעדן,mayin
525,fest::A,מוצק,qattiq
526,flach::A,שטוח,yalpoq
527,glatt::A,חלק,tekis
528,hart::A,קשיח,qattiq
529,weich::A,רך,yumshoq
530,rund::A,עגל,yumaloq
531,spitz::A,חד,uchli
532,scharf::A,חד,keskir
533,stumpf::A,קהה,to'mtoq
534,schwer::A,כבד,salmoqli
535,schön::A,יפה,go'zal
536,heiß::A,חם,qiziq
537,warm::A,חם,issiq
538,kalt::A,קר,sovuq
539,kühl::A,צונן,salqin
540,frisch::A,טרי,toza
541,feucht::A,לח,namli
542,nass::A,רטוב,nam
543,trocken::A,יבש,quruq
544,voll::A,מלא,to'la
545,leer::A,ריק,puch
546,offen::A,פתוח,ochiq
547,geschlossen::A,סגור,berk
548,sauber::A,נקי,ozoda
549,schmutzig::A,מלכלך,kir
550,roh::A,חי,xom
551,reif::A,בשל,pishiq
552,lecker::A,טעים,shirin
553,süß::A,מתוק,shirin
554,bitter::A,מר,achchiq
555,sauer::A,חמוץ,achchiq
556,hell::A,בהיר,yorug'
557,dunkel::A,עמום,qorong'i
558,schwarz::A,שחר,qora
559,weiß::A,לבן,oq
560,rot::A,אדם,qizil
561,gelb::A,צהב,sariq
562,blau::A,כחל,zangori
563,grün::A,ירק,yashil
564,grau::A,אפר,bo'z
565,bunt::A,צבעוני,ola
566,billig::A,זול,arzon
567,teuer::A,יקר,qimmat
568,wertvoll::A,יקר ערך,qimmat
569,blind::A,עור,ko'r
570,taub::A,חרש,garang
571,kräftig::A,חסן,kuchli
572,stark::A,חזק,quvvatli
573,schwach::A,חלש,kuchsiz
574,fett::A,שמן,semiz
575,schlank::A,רזה,ingichka
576,hübsch::A,יפה תאר,ko'rkam
577,böse::A,רשע,yovuz
578,dumm::A,טפש,aqlsiz
579,faul::A,עצלן,ärinchak
580,fleißig::A,חרוץ,ishchan
581,geizig::A,קמצן,qurumsoq
582,klug::A,נבון,oqil
583,klug::A,פקח,oqil
584,geschickt::A,מימן,äpchil
585,lieb::A,יקר,aziz
586,lieb::A,אהוב,aziz
587,lustig::A,עליז,chaqchaq
588,sanft::A,עדין,asta
589,hungrig::A,רעב,och
590,krank::A,חולה,kasal
591,nackt::A,ערום,yalang
592,traurig::A,עצוב,xafa
593,lebendig::A,חי,hayotiy
594,gut::A,טוב,soz
595,schlecht::A,גרוע,yomon
596,richtig::A,נכון,rost
597,schlimm::A,רע,yovuz
598,wahr::A,אמתי,haqiqiy
599,alt::A,ישן,äski
600,neu::A,חדש,yangi
601,ehemalig::A,לשעבר,sobiq
602,alt[Lebewesen]::A,זקן,qari
603,jung::A,צעיר,navqiron
604,arm::A,עני,abgor
605,reich::A,עשיר,boy
606,bekannt::A,ידוע,ma'lum
607,berühmt::A,מפרסם,mashhur
608,fremd::A,זר,yot
609,verschieden::A,שונה,turli
610,nah::A,קרוב,yaqindagi
611,fern::A,רחוק,uzoq
612,linker::A,שמאלי,so'l
613,rechter::A,ימין,o'ng
614,anderer::A,אחר,boshqa
615,erster::A,ראשון,birinchi
616,zweiter::A,שני,ikkinchi
617,dritter::A,שלישי,uchinchi
618,letzter::A,אחרון,oxirgi
619,allein::ADV,לבד,o'zicha
620,auf einmal::ADV,בו-זמנית,varakay
621,zusammen::ADV,ביחד,barobar
622,lange::ADV,הרבה זמן,uzoq
623,plötzlich::ADV,לפתע,qo'qqisdan
624,plötzlich::ADV,פתאום,qo'qqisdan
625,sofort::ADV,מיד,darrov
626,später::ADV,לאחר זמן,so'ngra
627,später::ADV,יותר מאחר,so'ngra
628,jetzt::ADV,עכשיו,hozirgina
629,heute::ADV,היום,bugun
630,morgen::ADV,מחר,ärta
631,bald::ADV,בקרוב,toz
632,dann::ADV,אחר-כך,keyin
633,gestern::ADV,אתמול,kecha
634,einst::ADV,לפנים,avvallari
635,damals::ADV,אז,ugal
636,danach::ADV,אחר-כך,so'ngra
637,vorher::ADV,לפני זה,avval
638,zuerst::ADV,קדם,avval
639,einmal::ADV,פעם,bir marta
640,manchmal::ADV,לפעמים,onda-sonda
641,oft::ADV,לעתים קרובות,tez-tez
642,immer::ADV,תמיד,har vaqt
643,niemals::ADV,אף פעם,hargiz
644,hier::ADV,כאן,shu erda
645,hierhin::ADV,פה,beri
646,von hier::ADV,מפה,shu erdan
647,dort::ADV,שם,ana
648,dorthin::ADV,שם,u yerga
649,geradeaus::ADV,ישר,to'g'ri
650,vorwärts::ADV,קדימה,ilgari
651,rückwärts::ADV,לאחור,qoloq
652,zurück::ADV,בחזרה,orqada
653,zurück::ADV,אחורנית,orqada
654,unten::ADV,למטה,pastda
655,hinab::ADV,למטה,tubanga
656,oben::ADV,מעל,ustida
657,oben::ADV,למעלה,ustida
658,hinauf::ADV,למעלה,yuqorida
659,überall::ADV,בכל מקום,har erda
660,nicht::ADV,לא,ämas
661,ein wenig::ADV,קצת,biroz
662,kaum::ADV,בקשי,arang
663,sehr::ADV,מאוד,ancha
664,so::ADV,כך,shunday
665,so::ADV,ככה,shunday
666,noch::ADV,עוד,hali
667,noch::ADV,עדין,hali
668,nur::ADV,רק,yolg'iz
669,schon::ADV,כבר,endi
670,wieder::ADV,שוב,yana
671,vergebens::ADV,לריק,bekorga
672,vergebens::ADV,לשוא,bekorga
673,vor::PRP,מול,burun
674,hinter::PRP,מאחורי,ketida
675,unter::PRP,מתחת,ostida
676,durch::PRP,דרך,bo'ylab
677,neben::PRP,ליד,yonida
678,neben::PRP,על-יד,yonida
679,zwischen::PRP,בין,orada
680,wegen::PRP,בשל,sababli
681,wegen::PRP,בגלל,sababli
682,dies::PRN,זה,o'sha
683,das::PRN,זה,narigi
684,alles::PRN,הכל,har nima
685,ich::PRN,אני,men
686,du::PRN,את,sen
687,du::PRN,אתה,sen
688,er::PRN,הוא,u
689,wir::PRN,אנחנו,biz
690,ihr::PRN,לה,siz
691,sie::PRN,הם,ular
692,was::FPRN,מה,nima
693,wer::FPRN,מי,kim
694,wo::FADV,איפה,qaerda
695,wohin::FADV,לאן,qayerga
696,wie::FADV,איך,qanday
697,warum::FADV,למה,nega
698,wieviel::FNUM,כמה,qancha
699,eins::NUM,אחד,bir
700,zwei::NUM,שתים,ikki
701,drei::NUM,שלושה,uch
702,vier::NUM,ארבעה,to'rt
703,fünf::NUM,חמשה,besh
704,sechs::NUM,ששה,olti
705,sieben::NUM,שבעה,etti
706,acht::NUM,שמונה,sakkiz
707,neun::NUM,תשעה,to'qqiz
708,zehn::NUM,עשרה,o'n
709,elf::NUM,אחת עשרה,o'n bir
710,zwölf::NUM,שתים עשרה,o'n ikki
711,zwanzig::NUM,עשרים,yigirma
712,dreißig::NUM,שלושים,o'ttiz
713,vierzig::NUM,ארבעים,qirq
714,fünfzig::NUM,חמשים,ällik
715,sechzig::NUM,ששים,oltmish
716,siebzig::NUM,שבעים,etmish
717,achtzig::NUM,שמונים,sakson
718,neunzig::NUM,תשעים,to'qson
719,hundert::NUM,מאה,yuz
720,tausend::NUM,אלף,ming
721,und::CNJ,ו,va
722,oder::CNJ,או,yo
723,stehen::V,עמד,turmoq
724,sitzen::V,ישב,o'tirmoq
725,liegen::V,שכב,yotmoq
726,hängen::V,היה תלוי,osilmoq
727,werden::V,הפך ל,bo'lmoq
728,passieren::V,קרה,bo'lib o'tmoq
729,beginnen::V,התחיל,boshlanmoq
730,enden::V,הסתים,bitmoq
731,wechseln::V,השתנה,o'zgarmoq
732,aufgehen[Sonne]::V,זרח,chiqmoq
733,untergehen[Sonne]::V,שקע,botmoq
734,scheinen[Sonne]::V,בהק,yaraqlamoq
735,donnern::V,רעם,gulduramoq
736,wehen::V,נשב,elpimoq
737,strömen::V,זרם,oqmoq
738,fließen::V,זרם,oqmoq
739,sich drehen::V,הסתובב,aylanmoq
740,schwanken::V,התנודד,qoqilmoq
741,schwingen::V,התנענע,lopillamoq
742,fallen::V,נפל,tushmoq
743,brennen::V,בער,yonmoq
744,rauchen::V,עשן,tutamoq
745,regnen::V,ירד גשם,yomg'ir yog'moq
746,gefrieren::V,קפא,muzlamoq
747,tauen::V,נמס,ärimoq
748,schmelzen::V,התיך,ärimoq
749,trocknen::V,התיבש,qurimoq
750,sieden::V,רתח,qaynamoq
751,faulen::V,רקב,chirimoq
752,verfaulen::V,רקב,chirimoq
753,reißen::V,נקרע,qayt qilmoq
754,versinken::V,טבע,g'arq bo'lmoq
755,vergehen::V,עבר,o'tmoq
756,erscheinen::V,נגלה,zuhur ätmoq
757,erscheinen::V,הופיע,zuhur ätmoq
758,verschwinden::V,נעלם,yo'qolmoq
759,sinken::V,ירד,pasaymoq
760,abnehmen::V,הפחית,kamaymoq
761,zunehmen::V,רבה,urchimoq
762,steigen::V,עלה,oshmoq
763,wachsen::V,גדל,o'smoq
764,glänzen::V,נצץ,porlamoq
765,glänzen::V,בהק,porlamoq
766,funkeln::V,נצנץ,yalt ätmoq
767,lärmen::V,רעש,taraq ätmoq
768,läuten::V,צלצל,jiringlamoq
769,klingeln::V,צלצל,jiringlamoq
770,klirren::V,קרקש,sharaqlamoq
771,brausen::V,געש,vag'illamoq
772,rauschen::V,רשרש,shitirlamoq
773,klingen::V,נשמע,yangramoq
774,bellen::V,נבח,hurmoq
775,heulen::V,ילל,uvlamoq
776,blasen::V,נשף,puflamoq
777,pfeifen::V,שרק,xushtak chalmoq 
778,schreien::V,צעק,qiyqirmoq
779,stöhnen::V,נאנק,nola qilmoq
780,zittern::V,רעד,titramoq
781,leben::V,חי,yashamoq
782,geboren werden::V,נולד,tug'ilmoq
