,Concept_ID,sah,kv
266,Stimme::N,куолас,голос
267,Wort::N,тыл,кыв
268,Zeichen::N,бэлиэ,пас
269,Ruf::N,ыҥырыы,чуксӧм
270,Ruf::N,ыҥырыы,чукӧстӧм
271,Lärm::N,айдаан,шум
272,Laut::N,тыас,шы
273,Ton::N,дорҕоон,гор
274,Lied::N,ырыа,сьыланкыв
275,Ruhe::N,уу чуумпу,спокой
276,Leute::N,дьон,йӧз
277,Volk::N,дьон,йӧз
278,Volk::N,дьон,народ
279,Volk::N,норуот,йӧз
280,Volk::N,норуот,народ
281,Arbeit::N,үлэ,удж
282,Gast::N,ыалдьыт,гӧсь
283,Geschenk::N,бэлэх,гӧснеч
284,Geschenk::N,бэлэх,подарок
285,Spiel::N,оонньуу,орсӧм
286,Gesellschaft::N,общество,компания
287,Hilfe::N,көмө,отсӧт
288,Freund::N,доҕор,модз
289,Freund::N,доҕор,дружок
290,Kamerad::N,атас,тӧдса
291,Angelegenheit::N,дьыала,дело
292,Anzahl::N,ахсаан,лыд
293,Art::N,биис,пӧлӧс
294,Stück::N,кырбас,тор
295,Teil::N,ирээт,юкӧм
296,Hälfte::N,аҥар,джын
297,Kreis::N,төгүрүк,круг
298,Kreis::N,төгүрүмтэ,круг
299,Kreuz::N,кириэс,перна
300,Linie::N,сурааһын,визь
301,Strich::N,сурааһын,кырӧв
302,Abstand::N,арыт,колас
303,Entfernung::N,ыраах,ылына
304,Gegend::N,сир,места
305,Platz::N,арыт,места
306,Ort::N,сир,места
307,Seite::N,өрүт,ладор
308,Seite::N,сирэй,ладор
309,Mitte::N,орто,шӧр
310,Gegenstand::N,предмет,тор
311,Sache::N,мал,тор
312,Rand::N,кытыы,дор
313,Rand::N,ойоҕос,дор
314,Kante::N,кырыы,ордлы
315,Ecke::N,муннук,пельӧс
316,Spitze::N,чыпчаал,йыв
317,Ende::N,төбө,йыв
318,Loch::N,тэһэҕэс,осьта
319,Loch::N,дьөлөҕөс,осьта
320,Winkel::N,муннук,пельӧс
321,Muster::N,оһуор,сер
322,Größe::N,кээмэй,ыжда
323,Länge::N,уста,кузя
324,Höhe::N,үрдүк,сувда
325,Höhe::N,үрдүк,вылына
326,Gewicht::N,ыйааһын,сьӧкта
327,Menge::N,ахсаан,
328,Haufen::N,чөмчөх,куча
329,Reihe::N,кэккэ,лёдз
330,Boot::N,оҥочо,пыж
331,Ruder::N,эрдии,пелыс
332,Schlitten::N,сыарҕа,додь
333,Ski::N,хайыһар,лямпа
334,Lagerfeuer::N,кутаа,бипур
335,Last::N,ыарахан,тягота
336,Gang::N,хаамыы,мунӧм
337,Schritt::N,хардыы,вожмӧв
338,Norden::N,хоту,ой
339,Süden::N,соҕуруу,лун
340,Westen::N,арҕаа,рытвыв
341,Osten::N,илин,асыв
342,Holz::N,мас,пу
343,Brett::N,дуоска,пӧв
344,Brett::N,хаптаһын,пӧв
345,Platte::N,билиитэ,плита
346,Stütze::N,тулааһын,пика
347,Stange::N,ураҕас,зор
348,Stange::N,ураҕас,потш
349,Stock::N,мас,бедь
350,Stock::N,баалкы,бедь
351,Stab::N,ураҕас,шест
352,Rohr::N,турба,труба
353,Haus::N,дьиэ,керку
354,Heim::N,дьиэ,керку
355,Ofen::N,оһох,пӧжавны
356,Fußboden::N,муоста,джодж
357,Tisch::N,остуол,пызан
358,Stuhl::N,устуул,стул
359,Wiege::N,биһик,зыбка
360,Bett::N,кырабаат,кровать
361,Regal::N,долбуур,джадж
362,Kiste::N,дьааһык,ящик
363,Fenster::N,түннүк,ӧшын
364,Tür::N,аан,ыбӧс
365,Tor::N,аан,ворота
366,Zaun::N,соппулуот,забор
367,Dach::N,кырыыса,крыша
368,Leiter::N,кирилиэс,лиснич
369,Besen::N,миинньик,рос
370,Spaten::N,күрдьэх,зыр
371,Schaufel::N,күрдьэх,зыр
372,Gabel::N,биилкэ,вила
373,Löffel::N,луоска,пань
374,Messer::N,быһах,пурт
375,Nagel::N,тоһоҕо,кӧрттув
376,Netz::N,илим,кыйӧт
377,Haken::N,көхө,ем
378,Griff::N,ук,пу
379,Griff::N,тутаах,пу
380,Schloss::N,күлүүс,замок
381,Bild::N,хартыына,картина
382,Figur::N,фигура,мыгӧр
383,Puppe::N,куукула,акань
384,Beutel::N,мөһөөччук,мешӧк
385,Bündel::N,баайыы,нин
386,Tasche::N,суумка,сумка
387,Eimer::N,биэдэрэ,ведра
388,Deckel::N,хаппах,вевт
389,Geschirr::N,иһит,доз
390,Geschirr::N,иһит,бекӧрпань
391,Sack::N,куул,мешӧк
392,Tasse::N,сэлиэнэй,бекӧр
393,Topf::N,көстүрүүҥкэ,кастрюля
394,Kessel::N,хочуол,пӧрт
395,Essen::N,аһылык,сёйӧм
396,Nahrung::N,ас,вердан
397,Speise::N,аһылык,сёян
398,Fleisch::N,эт,яй
399,Getreide::N,злактар,сю
400,Brei::N,хааһы,каша
401,Brot::N,килиэп,нянь
402,Scheibe::N,куһуок,шӧрӧм
403,Fett::N,сыа,гос
404,Butter::N,арыы,ви
405,Öl::N,арыы,ви
406,Salz::N,туус,сов
407,Suppe::N,мин,шыд
408,Honig::N,мүөт,ма
409,Milch::N,үүт,йӧв
410,Tee::N,чэй,чай
411,Leder::N,тирии,кучик
412,Wolle::N,түү,гӧн
413,Stoff::N,таҥас,дӧра
414,Nadel::N,иннэ,ем
415,Faden::N,сап,сунис
416,Knopf::N,тимэх,кизь
417,Knoten::N,түмүк,узӧв
418,Knoten::N,түмүк,гӧрӧд
419,Farbe::N,кырааска,краска
420,Kleidung::N,таҥас,паськӧм
421,Hemd::N,ырбаахы,йӧрнӧс
422,Kragen::N,саҕа,воротник
423,Ärmel::N,сиэх,сос
424,Hose::N,ыстаан,вешьян
425,Hose::N,бүрүүкэ,вешьян
426,Gürtel::N,кур,йи
427,Mütze::N,бэргэһэ,шапка
428,Schuh::N,бачыыҥка,ботинки
429,Stiefel::N,саппыкы,сапог
430,Ring::N,биһилэх,чунькытш
431,Band::N,лиэнтэ,ленточка
432,Kamm::N,тараах,сынан
433,Spiegel::N,сиэркилэ,зеркало
434,Riemen::N,кур,ремень
435,Schnur::N,быа,гез
436,Leine::N,тэһиин,повод
437,Decke::N,суорҕан,одеяло
438,Kissen::N,сыттык,подушка
439,Tuch::N,былаат,чышьян
440,Handtuch::N,соттор,чышкӧт
441,Kraft::N,сыра,прак
442,Stärke::N,күүс,вын
443,Gesundheit::N,доруобуйа,здоровье
444,Krankheit::N,ыарыы,шог
445,Schmerz::N,ыарыы,зубыт
446,Wunde::N,баас,рана
447,Fieber::N,түрүлгэн,лёк тресся
448,Fieber::N,түрүлгэн,кынтан шогӧт
449,Fieber::N,лихорадка,лёк тресся
450,Fieber::N,лихорадка,кынтан шогӧт
451,Fieber::N,температура,лёк тресся
452,Fieber::N,температура,кынтан шогӧт
453,Arznei::N,эмп,лекарство
454,Brücke::N,күргэ,пос
455,Brunnen::N,холуодьас,колодец 
456,Weide::N,мэччирэҥ,пода йирсян
457,Pfad::N,ыллык,туй
458,Weg::N,суол,туй
459,Straße::N,суол,туй
460,Dorf::N,дэриэбинэ,деревня
461,Stadt::N,куорат,город
462,Brief::N,сурук,гижӧт
463,Buch::N,кинигэ,книга
464,Buchstabe::N,буква,буква
465,Zeitung::N,хаһыат,газета
466,Leben::N,тыын,олан
467,Tod::N,өлүү,кулӧм
468,Grab::N,иин,гу
469,Kirche::N,таҥара дьиэтэ,вичку
470,Sünde::N,айыы,грек
471,Gott::N,тангара,ен
472,Arbeiter::N,үлэһит,уджалiсь
473,Chef::N,баһылык,начальник
474,Chef::N,начальник,начальник
475,Meister::N,уус,мастер
476,Meister::N,маастар,мастер
477,Arzt::N,врач,врач
478,Lehrer::N,учуутал,велӧтісь
479,Geld::N,харчы,деньга
480,Geschäft::N,идэ,удж
481,Laden::N,маҕаһыын,магазин
482,Preis::N,сыана,дон
483,Ware::N,табаар,товар
484,Nutzen::N,туһа,путь
485,Reichtum::N,баай,богатство
486,Welt::N,аан дойду,му
487,Land::N,дойду,страна
488,Staat::N,государство,государство
489,König::N,король,кан
490,Macht::N,былаас,власть
491,Grenze::N,кыраныысса,граница
492,Krieg::N,сэрии,война
493,Feind::N,өстөөх,враг
494,Gewalt::N,күүһүлээһин,
495,Kampf::N,охсуһуу,нярасьӧм
496,Kampf::N,охсуһуу,вермасьӧм
497,Bogen[Waffe]::N,ох,лук
498,Pfeil::N,ох,ньӧв
499,Gewehr::N,саа,ружьё
500,Fehler::N,сыыһа,ошибка
501,Lüge::N,сымыйа,ылӧтӧм
502,Lüge::N,сымыйа,пӧрьялӧм
503,Schaden::N,хоромньу,лёк
504,Unglück::N,алдьархай,пик
505,Unglück::N,алдьархай,оказзё
506,Schuld::N,буруй,вина
507,Alter::N,саас,
508,Schluss::N,тиһэх,ком
509,Zeit::N,бириэмэ,кад
510,Tag::N,күн,лун
511,Morgen::N,сарсыарда,асыв
512,Mittag::N,күн ортото,луншӧр кад
513,Abend::N,киэһэ,рыт
514,Nacht::N,түүн,ой
515,Woche::N,нэдиэлэ,неделя
516,Monat::N,ый,тӧлicь
517,Jahr::N,сыл,год
518,Jahr::N,дьыл,год
519,Frühling::N,саас,тулыс
520,Sommer::N,сайын,гожум
521,Herbst::N,күһүн,ар
522,Winter::N,кыһын,тӧв
523,Januar::N,тохсунньу,январ
524,Februar::N,олунньу,февраль
525,März::N,кулун тутар,март
526,April::N,муус устар ый,апрель
527,Mai::N,ыам ыйа,май
528,Juni::N,бэс ыйа,юнь
529,Juli::N,от ыйа,юль
530,August::N,атырдьах ыйа,август
531,September::N,балаҕан ыйа,сентяб
532,Oktober::N,алтынньы,октяб
533,November::N,сэтинньи,нояб
534,Dezember::N,ахсынньы,декаб
535,Montag::N,бэнидиэнньик,вильлун
536,Dienstag::N,оптуорунньук,мӧдӧдзлун
537,Mittwoch::N,сэрэдэ,шӧрлун
538,Donnerstag::N,чэппиэр,нёльӧдзлун
539,Freitag::N,бээтинсэ,витӧдзлун
540,Samstag::N,субуота,пывсянлун
541,Sonntag::N,баскыһыанньа,кресення
542,groß::A,бөдөҥ,ыджыт
543,groß::A,улахан,ыджыт
544,klein::A,кыр,учӧтик
545,lang::A,уһун,кузь
546,kurz::A,кылгас,дженыт
547,breit::A,кэтит,ота
548,schmal::A,кыараҕас,векнит
549,dicht::A,хойуу,тшӧк
550,dick[Gegenstand]::A,суон,кыз
551,dick[Gegenstand]::A,хойуу,кыз
552,dünn::A,чараас,вӧснит
553,fein::A,бытархай,вӧснит
554,fein::A,синньигес,вӧснит
555,fest::A,бөҕө,крепыт
556,fest::A,кытаанах,крепыт
557,flach::A,хаптаҕай,лапкӧса
558,glatt::A,кылааккай,волькыт
559,hart::A,хатан,чӧрыт
560,hart::A,кытаанах,чӧрыт
561,weich::A,сымнаҕас,небыт
562,rund::A,төгүрүк,гӧгрӧса
563,spitz::A,сытыы,ёся
564,spitz::A,уһуктаах,ёся
565,scharf::A,сытыы,лэчыт
566,stumpf::A,сыппах,ныж
567,schwer::A,ыарахан,сьӧкыт
568,schön::A,кыраһыабай,басӧк
569,heiß::A,итии,жар
570,warm::A,ичигэс,шоныт
571,kalt::A,тымныы,кӧдзыт
572,kühl::A,сөрүүн,сайкыт
573,frisch::A,ыраас,виль
574,frisch::A,сөрүүн,виль
575,frisch::A,тымныы,виль
576,feucht::A,сииктээх,вакодь
577,nass::A,инчэҕэй,ва
578,trocken::A,кураан,кӧс
579,voll::A,толору,тыра
580,leer::A,иччитэх,тыртӧм
581,offen::A,аһаҕас,оссьӧм
582,geschlossen::A,бүтэй,игана
583,geschlossen::A,бүтэй,пӧдана
584,sauber::A,сэбэр,сӧдз
585,sauber::A,сэбэр,сӧстӧм
586,schmutzig::A,кирдээх,нятьӧсь
587,roh::A,сиикэй,путӧм
588,reif::A,буспут,кисьмалӧм
589,reif::A,сиппит-хоппут,кисьмалӧм
590,lecker::A,минньигэс,кӧра 
591,süß::A,минньигэс,чӧскыт
592,bitter::A,аһыы,курыт
593,sauer::A,аһыы,шӧма 
594,hell::A,сырдык,югыт
595,dunkel::A,хараҥа,пемыт
596,schwarz::A,хара,сьӧд
597,weiß::A,үрүҥ,чочком
598,weiß::A,маҥан,чочком
599,rot::A,кыһыл,гӧрд
600,gelb::A,саһархай,веж
601,blau::A,күөх,лӧз
602,grün::A,күөх,веж
603,grün::A,от күөҕэ,веж
604,grau::A,сиэрэй,руд
605,grau::A,сиэрэй,бусӧй
606,bunt::A,эриэн,быдрӧма
607,billig::A,чэпчэки,донтӧм
608,teuer::A,сыаналаах,дона
609,wertvoll::A,сыаналаах,дона
610,blind::A,хараҕа суох,синтӧм
611,taub::A,дьүлэй,пельтӧм
612,kräftig::A,модун,вына
613,stark::A,күүстээх,вына
614,schwach::A,мөлтөх,некодя
615,fett::A,эмис,госа
616,schlank::A,дьылҕан,статя
617,schlank::A,дьыпсаҕай,статя
618,hübsch::A,олус кэрэ,басӧк
619,hübsch::A,көрүөхтэн үчүгэй,басӧк
620,böse::A,өһүөннээх,лёк
621,dumm::A,акаары,бӧбӧв
622,dumm::A,акаары,вежӧртӧм
623,faul::A,нэс,дыш
624,fleißig::A,кыһамньылаах,уджалicь
625,geizig::A,иҥсэлээх,жикмӧра
626,geizig::A,иҥсэлээх,горшаліcь
627,klug::A,өйдөөх,авья
628,klug::A,өйдөөх,вежӧра
629,geschickt::A,наһаа дьоҕурдаах,кипода
630,lieb::A,тапталлаах,муса
631,lieb::A,тапталлаах,дзулиньӧй
632,lustig::A,көрдөөх,гажа
633,sanft::A,намчы,лебезнӧй
634,sanft::A,сымнаҕас,лебезнӧй
635,hungrig::A,аччык,тшыг
636,krank::A,ыалдьар,шогалiсь
637,nackt::A,сыгынньах,куш
638,traurig::A,санаарҕабыллаах,жугыль
639,lebendig::A,тыыннаах,ловья
640,gut::A,үтүө,бур
641,gut::A,үчүгэй,бур
642,schlecht::A,куһаҕан,умӧль
643,richtig::A,сөп,
644,schlimm::A,сидьиҥ,нештӧм
645,schlimm::A,быдьар,нештӧм
646,wahr::A,кырдьык,
647,alt::A,былыргы,важ
648,neu::A,саҥа,виль
649,ehemalig::A,урукку,вӧвлӧм
650,alt[Lebewesen]::A,кырдьаҕас,года
651,alt[Lebewesen]::A,кырдьаҕас,годдэза
652,jung::A,эдэр,том
653,arm::A,дьадаҥы,гов
654,arm::A,дьадаҥы,беднӧй
655,reich::A,баай,эма
656,bekannt::A,билэр,тӧдса
657,berühmt::A,аатырбыт,
658,fremd::A,атын,чужӧй
659,verschieden::A,араас,быдкодь
660,nah::A,чугас,матiсь
661,fern::A,ыраах,ылicь
662,linker::A,хаҥас,шульга
663,rechter::A,уҥа,веськытланись
664,anderer::A,атын,мукӧд
665,erster::A,маҥнайгы,медодзза
666,zweiter::A,иккис,кыкӧт
667,dritter::A,үһүс,куимӧт
668,dritter::A,үһүс,куимӧдз
669,letzter::A,тиһэх,бӧрья
670,letzter::A,тиһэх,мёдбӧрья
671,allein::ADV,соҕотох,
672,auf einmal::ADV,биирдэ,тшӧтш
673,zusammen::ADV,холбуу,ӧтлаын
674,lange::ADV,уһуннук,дыр
675,plötzlich::ADV,эмискэ,друг
676,sofort::ADV,тута,тшӧтш
677,später::ADV,хойут,медбӧрын
678,jetzt::ADV,билигин,ӧні
679,heute::ADV,бүгүн,талун
680,morgen::ADV,сарсын,ашын
681,bald::ADV,өтөр,чожа
682,dann::ADV,кэнна,сыбӧрын
683,gestern::ADV,бэҕэһээ,тӧн
684,einst::ADV,биир төгүл,ӧтпыр
685,einst::ADV,арай биирдэ,ӧтпыр
686,damals::ADV,оччоҕо,сэк
687,damals::ADV,оччоҕо,сэки
688,danach::ADV,аары,сэсся
689,danach::ADV,ол кэнниттэн,сэсся
690,vorher::ADV,урут,одзжык
691,zuerst::ADV,маҥнай,наперво
692,einmal::ADV,биирдэ,ӧтпыр
693,manchmal::ADV,арыт,мукӧдпыр
694,oft::ADV,чаастатык,-лы-
695,immer::ADV,мэлдьи,быдпыр
696,immer::ADV,мэлдьи,быдпырся
697,niemals::ADV,хаһан да,некӧр
698,hier::ADV,маныаха,татӧн
699,hierhin::ADV,бэттэх,татчӧ
700,von hier::ADV,мантан,тасянь
701,dort::ADV,онно,сэтӧн
702,dorthin::ADV,онно,сэтчин
703,geradeaus::ADV,быһа,веськыта
704,geradeaus::ADV,быһаччы,веськыта
705,vorwärts::ADV,инники,одзӧ
706,rückwärts::ADV,төттөру,бӧр
707,zurück::ADV,төттөрү,бӧр
708,unten::ADV,аллара,увтын
709,hinab::ADV,аллара,увтас
710,oben::ADV,үөһэ,вевдӧрас
711,hinauf::ADV,өрө,вывлань
712,hinauf::ADV,өрө,вывланьӧ
713,hinauf::ADV,үөһэ,вывлань
714,hinauf::ADV,үөһэ,вывланьӧ
715,überall::ADV,бэйдиэ,быдлан
716,nicht::ADV,буолбатах,ог
717,ein wenig::ADV,кыратык,-ышт
718,ein wenig::ADV,кыратык,невна
719,kaum::ADV,нэһиилэ,ӧдва
720,sehr::ADV,бэрт,вывтi
721,sehr::ADV,наһаа,вывтi
722,so::ADV,оччо,сiдз
723,so::ADV,оннук,сiдз
724,noch::ADV,өссө,эшӧ
725,nur::ADV,эрэ,только
726,nur::ADV,сыччах,только
727,schon::ADV,бэлиэр,ни
728,wieder::ADV,эмиэ,бӧра
729,vergebens::ADV,таак,весись
730,vor::PRP,иннигэр,одзас
731,hinter::PRP,кэлин,бӧрӧ
732,unter::PRP,-ҕа,увтын
733,unter::PRP,оһох түгэҕэ,увтын
734,durch::PRP,курдары,пыр
735,neben::PRP,аттыгар,бокам
736,neben::PRP,аттыгар,боксиным
737,zwischen::PRP,ыккардынан,коласас
738,wegen::PRP,уҥуортан,понда
739,dies::PRN,ити,эта
740,dies::PRN,бу,эта
741,das::PRN,били,сiя
742,alles::PRN,барыта,быдӧс
743,ich::PRN,мин,ме
744,du::PRN,эн,тэ
745,er::PRN,кнни,сiя
746,wir::PRN,биһиги,мийӧ
747,ihr::PRN,эһиги,ті
748,sie::PRN,кинилэр,нія
749,was::FPRN,туох,мый
750,wer::FPRN,ким,кин
