,Concept_ID,br,be
119,Wurzel::N,gwrizienn,корань
120,Baum::N,gwezenn,дрэва
121,Stamm::N,kef,ствол
122,Rinde::N,rusk,кара
123,Ast::N,barr,сук
124,Zweig::N,bod,галіна
125,Blatt::N,delienn,ліст
126,Birke::N,bezvenn,бяроза
127,Kiefer[Baum]::N,pinenn,хвоя
128,Kiefer[Baum]::N,pinenn,сасна
129,Weide[Baum]::N,halegenn,вярба
130,Tanne::N,sapenn,яліна
131,Horn::N,korn,рог
132,Feder::N,pluñv,пяро
133,Fell::N,kreoñ,шкура
134,Flügel::N,askell,крыло
135,Klaue::N,skilf,кіпцюр
136,Kralle::N,skilf,лапа
137,Schwanz::N,lost,хвост
138,Ei::N,vi,яйка
139,Nest::N,neizh,гняздо
140,Bau::N,douarenn,нара
141,Tier::N,loen,жывёла
142,Herde::N,tropell,статак
143,Kuh::N,buoc'h,карова
144,Bulle::N,tarv,бык
145,Pferd::N,marc'h,конь
146,Schaf::N,dañvad,авечка
147,Schwein::N,pemoc'h,свіння
148,Hund::N,ki,сабака
149,Katze::N,kazh,кошка
150,Bär::N,arzh,мядзведзь
151,Eichhörnchen::N,gwiñver,вавёрка
152,Elch::N,karv-dour,лось
153,Fuchs::N,louarn,ліса
154,Hase::N,gad,заяц
155,Maus::N,logodenn,мыш
156,Wolf::N,bleiz,воўк
157,Vogel::N,labous,птах
158,Vogel::N,labous,птушка
159,Schwarm::N,nijad,чарада
160,Huhn::N,yar,курыца
161,Hahn::N,kilhog,певень
162,Gans::N,gwazenn,гусь
163,Adler::N,erer,арол
164,Ente::N,houad,качка
165,Eule::N,toud,сава
166,Kranich::N,garan,жораў
167,Kranich::N,garan,журавель
168,Krähe::N,bran,варона
169,Kuckuck::N,koukoug,зязюля
170,Schwan::N,alarc'h,лебедзь
171,Fisch::N,pesk,рыба
172,Barsch::N,brell,акунь
173,Hecht::N,beked,шчупак
174,Schlange[Tier]::N,naer,змяя
175,Wurm::N,preñv,чарвяк
176,Spinne::N,kevnidenn,павук
177,Ameise::N,merion,мурашка
178,Laus::N,laouenn,вош
179,Mücke::N,moustik,камар
180,Fliege::N,kelienenn,муха
181,Schmetterling::N,balafenn,матыль
182,Beere::N,hog,ягада
183,Apfel::N,aval,яблык
184,Pilz::N,kabell-touseg,грыб
185,Zwiebel::N,ognonenn,цыбуля
186,Saat::N,had,семя
187,Korn::N,ed,зерне
188,Heu::N,foenn,сена
189,Schale::N,peliadur,шалупінне
190,Falle::N,pech,пастка
191,Schlinge::N,krouglas,сіло
192,Asche::N,ludu,попел
193,Dreck::N,fank,бруд
194,Eisen::N,houarn,жалеза
195,Gold::N,aour,золата
196,Silber::N,arc'hant,сребра
197,Kohle::N,glaou,вугаль
198,Glas::N,gwer,шкло
199,Sand::N,traezh,пясок
200,Mensch::N,den,чалавек
201,Mann::N,den,мужчына
202,Frau::N,maouez,жанчына
203,Kind::N,bugel,дзіця
204,Junge::N,paotr,хлопчык
205,Mädchen::N,plac'h,дзяўчынка
206,Familie::N,familh,сямʼя
207,Großvater::N,tad-kozh,дзядуля
208,Großmutter::N,mamm-gozh,бабуля
209,Eltern::N,kerent,бацькі
210,Vater::N,tad,бацька
211,Mutter::N,mamm,маці
212,Sohn::N,mab,сын
213,Tochter::N,merc'h,дачка
214,Bruder::N,breur,брат
215,Schwester::N,c'hoar,сястра
216,Onkel::N,eontr,дзядзька
217,Tante::N,moereb,цётка
218,Ehemann::N,gwaz,муж
219,Ehefrau::N,gwreg,жонка
220,Freude::N,levenez,радасць
221,Gelächter::N,c'hoarzherezh,смех
222,Glück::N,chañs,шчасце
223,Kummer::N,doan,гора
224,Wunsch::N,c'hoant,жаданне
225,Lust::N,c'hoant,цяга
226,Geist::N,spered,дух
227,Gedanke::N,soñj,думка
228,Gedächtnis::N,eñvor,памяць
229,Verstand::N,skiant,розум
230,Sinn::N,ster,сэнс
231,Grund::N,kaoz,зачэпка
232,Wahrheit::N,gwirionez,праўда
233,Gespräch::N,kaozeadenn,размова
234,Märchen::N,kaoz korriganez,казка
235,Erzählung::N,kontadenn,расказ
236,Erzählung::N,kontadenn,апавяданне
237,Nachricht::N,keloù,вестка
238,Nachricht::N,keloù,паведамленне
239,Neuigkeit::N,kelaouenn,навіна
240,Name::N,anv,імя
241,Rätsel::N,divinatez,загадка
242,Rede::N,diskour,прамова
243,Sprache::N,yezh,мова
244,Stimme::N,mouezh,голас
245,Wort::N,ger,слова
246,Zeichen::N,sin,знак
247,Ruf::N,galv,кліч
248,Lärm::N,trouz,шум
249,Ton::N,ton,гучанне
250,Lied::N,kanaouenn,песня
251,Ruhe::N,sioulded,спакой
252,Leute::N,tud,людзі
253,Volk::N,pobl,народ
254,Arbeit::N,labour,праца
255,Arbeit::N,labour,работа
256,Gast::N,kouviad,госць
257,Geschenk::N,prof,падарунак
258,Spiel::N,c'hoari,гульня
259,Gesellschaft::N,kompagnunezh,таварыства
260,Gesellschaft::N,kavandad,таварыства
261,Hilfe::N,sikour,дапамога
262,Freund::N,mignon,друг
263,Freund::N,mignon,сябар
264,Kamerad::N,kamarad,прыяцель
265,Angelegenheit::N,afer,справа
266,Anzahl::N,niver,колькасць
267,Art::N,sort,від
268,Stück::N,tamm,кусок
269,Stück::N,tamm,кавалак
270,Teil::N,pezh,частка
271,Hälfte::N,hanterenn,палова
272,Hälfte::N,hanterenn,палавіна
273,Kreis::N,kelc'h,круг
274,Kreuz::N,kroaz,крыж
275,Linie::N,linenn,лінія
276,Strich::N,tenn,рыса
277,Abstand::N,distok,прамежак
278,Entfernung::N,keid,адлегласць
279,Entfernung::N,kehid,адлегласць
280,Gegend::N,korn-bro,мясцовасць
281,Platz::N,plasenn,месца
282,Ort::N,lec'h,месца
283,Seite::N,tu,бок
284,Mitte::N,kreiz,сярэдзіна
285,Gegenstand::N,tra,прадмет
286,Sache::N,tra,рэч
287,Rand::N,kantenn,край
288,Kante::N,kantenn,руб
289,Kante::N,kantenn,кант
290,Ecke::N,korn,вугал
291,Spitze::N,begell,кончык
292,Ende::N,dibenn,канец
293,Loch::N,toull,дзірка
294,Muster::N,tresadenn,узор
295,Größe::N,ment,памер
296,Länge::N,hirder,даўжыня
297,Höhe::N,uhelder,вышыня
298,Gewicht::N,pouez,вага
299,Menge::N,bern,колькасць
300,Haufen::N,bern,куча
301,Reihe::N,steud,рад
302,Boot::N,bag,лодка
303,Ruder::N,roeñv,вясло
304,Schlitten::N,trainell,сані
305,Ski::N,ski,лыжа
306,Last::N,karg,цяжар
307,Gang::N,kerzh,ход
308,Schritt::N,paz,шаг
309,Schritt::N,paz,крок
310,Norden::N,norzh,поўнач
311,Norden::N,hanternoz,поўнач
312,Süden::N,su,поўдзень
313,Süden::N,kreisteiz,поўдзень
314,Westen::N,kuzh-heol,захад
315,Osten::N,reter,усход
316,Osten::N,sav-heol,усход
317,Holz::N,koad,дрэва
318,Holz::N,koad,драўніна
319,Brett::N,plankenn,дошка
320,Platte::N,plakenn,пліта
321,Stütze::N,harp,падпорка
322,Stange::N,sparl,жэрдка
323,Stock::N,bazh,палка
324,Stab::N,bazh,шост
325,Rohr::N,tub,труба
326,Rohr::N,korz,труба
327,Haus::N,ti,дом
328,Heim::N,kêr,дом
329,Heim::N,kêr,хата
330,Ofen::N,forn,печ
331,Fußboden::N,plañchod,падлога
332,Tisch::N,taol,стол
333,Stuhl::N,kador,стул
334,Stuhl::N,kador,крэсла
335,Wiege::N,kavell,калыска
336,Bett::N,gwele,ложак
337,Bett::N,gwele,пасцель
338,Regal::N,estajerenn,паліца
339,Kiste::N,kased,скрынка
340,Fenster::N,prenestr,акно
341,Tür::N,dor,дзверы
342,Tor::N,portal,вароты
343,Zaun::N,sklotur,агароджа
344,Dach::N,toenn,дах
345,Leiter::N,skeul,лесвіца
346,Besen::N,skubell,мятла
347,Spaten::N,pal,лапата
348,Spaten::N,pal,жалязняк
349,Schaufel::N,pal,шуфлік
350,Schaufel::N,pal,лапатка
351,Gabel::N,fourchetez,відэлец
352,Löffel::N,loa,лыжка
353,Messer::N,kontell,нож
354,Nagel::N,tach,цвік
355,Netz::N,roued,сетка
356,Haken::N,krog,крук
357,Griff::N,kemer,ручка
358,Schloss::N,potenn,замок
359,Bild::N,skeudenn,карціна
360,Figur::N,skeud,фігура
361,Figur::N,figur,фігура
362,Puppe::N,merc'hodenn,лялька
363,Beutel::N,sac'h,мяшок
364,Bündel::N,feskenn,вязка
365,Tasche::N,sac'h,торба
366,Eimer::N,sailh,вядро
367,Deckel::N,pallenn,накрыўка
368,Geschirr::N,listriaj,пасуда
369,Sack::N,sac'h,мех
370,Tasse::N,tas,кубак
371,Topf::N,pod,каструля
372,Kessel::N,chaodouron,кацёл
373,Essen::N,pred,ежа
374,Nahrung::N,boued,харч
375,Speise::N,meuz,страва
376,Fleisch::N,kig,мяса
377,Getreide::N,ed,збожжа
378,Brei::N,yod,каша
379,Brot::N,bara,хлеб
380,Scheibe::N,tailhenn,луста
381,Scheibe::N,tailhenn,скібка
382,Fett::N,lard,тлушч
383,Butter::N,amann,масла
384,Öl::N,eoul,алей
385,Salz::N,holen,соль
386,Suppe::N,soubenn,суп
387,Honig::N,mel,мёд
388,Milch::N,laezh,малако
389,Tee::N,te,чай
390,Tee::N,te,гарбата
391,Leder::N,lêr,скура
392,Wolle::N,gloan,воўна
393,Stoff::N,danvez,тканіна
394,Nadel::N,nadoz,іголка
395,Faden::N,neudenn,нітка
396,Knopf::N,bouton,гузік
397,Knoten::N,skoulm,вузел
398,Farbe::N,liv,фарба
399,Kleidung::N,dilhad,адзенне
400,Hemd::N,roc'hed,кашуля
401,Kragen::N,gouzoug,каўнер
402,Ärmel::N,milgin,рукаў
403,Hose::N,bragoù,штаны
404,Gürtel::N,gouriz,пояс
405,Mütze::N,boned,шапка
406,Schuh::N,botez,чаравік
407,Stiefel::N,botez,бот
408,Ring::N,gwalenn,кольца
409,Band::N,bagad,стужка
410,Kamm::N,krib,расчоска
411,Spiegel::N,melezour,люстра
412,Riemen::N,lerenn,рэмень
413,Schnur::N,kordenn,вяроўка
414,Leine::N,roll,павадок
415,Decke::N,golo,коўдра
416,Kissen::N,goubenner,падушка
417,Tuch::N,mezher,хустка
418,Handtuch::N,toailhon,ручнік
419,Kraft::N,nerzh,сіла
420,Stärke::N,nerzhder,моц
421,Gesundheit::N,yec'hed,здароўе
422,Krankheit::N,klañved,хвароба
423,Schmerz::N,poan,боль
424,Schmerz::N,droug,боль
425,Wunde::N,gloazadenn,рана
426,Fieber::N,terzhienn,гарачка
427,Fieber::N,terzhienn,ліхаманка
428,Arznei::N,louzoù,лекі
429,Brücke::N,pont,мост
430,Brunnen::N,puñs,калодзеж
431,Weide::N,prad,паша
432,Pfad::N,gwenodenn,сцежка
433,Weg::N,hent,шлях
434,Weg::N,hent,дарога
435,Straße::N,ru,вуліца
436,Straße::N,hent,вуліца
437,Dorf::N,kêr,вёска
438,Dorf::N,kêriadenn,вёска
439,Stadt::N,kêr,горад
440,Brief::N,lizher,ліст
441,Brief::N,lizher,пісьмо
442,Buch::N,levr,кніга
443,Buchstabe::N,lizherenn,літара
444,Zeitung::N,kazetenn,газета
445,Leben::N,buhez,жыццё
446,Tod::N,marv,смерць
447,Grab::N,bez,магіла
448,Kirche::N,iliz,касцёл
449,Kirche::N,iliz,царква
450,Sünde::N,pec'hed,грэх
451,Gott::N,doue,бог
452,Arbeiter::N,labourer,рабочы
453,Arbeiter::N,micherour,рабочы
454,Chef::N,penn,начальнік
455,Meister::N,mestr,майстар
456,Arzt::N,mezeg,урач
457,Arzt::N,medisin,урач
458,Lehrer::N,skolaer,настаўнік
459,Lehrer::N,kelenner,настаўнік
460,Geld::N,arc'hant,грошы
461,Geschäft::N,stal,заняцце
462,Laden::N,stal,крама
463,Laden::N,stal,магазін
464,Preis::N,priz,цана
465,Ware::N,marc'hadourezh,тавар
466,Nutzen::N,gounidegezh,выгада
467,Nutzen::N,lañs,выгада
468,Nutzen::N,profit,выгада
469,Nutzen::N,spleit,выгада
470,Reichtum::N,pinvidigezh,багацце
471,Welt::N,douar,свет
472,Land::N,bro,краіна
473,Staat::N,stad,дзяржава
474,König::N,roue,кароль
475,Macht::N,galloud,улада
476,Grenze::N,harzoù,граніца
477,Krieg::N,brezel,вайна
478,Feind::N,eneber,вораг
479,Gewalt::N,tâerder,насілле
480,Kampf::N,kann,барацьба
481,Bogen[Waffe]::N,gwareg,лук
482,Pfeil::N,saezh,страла
483,Gewehr::N,fuzuilh,ружжо
484,Fehler::N,fazi,памылка
485,Lüge::N,gaou,хлусня
486,Schaden::N,gwall,шкода
487,Unglück::N,gwalleur,ліха
488,Unglück::N,gwalleur,бядота
489,Schuld::N,kablusted,віна
490,Schuld::N,pec'hedigezh,віна
491,Alter::N,oad,узрост
492,Schluss::N,diwezh,канец
493,Zeit::N,amzer,час
494,Tag::N,deizh,дзень
495,Morgen::N,beure,ранак
496,Morgen::N,beure,раніца
497,Morgen::N,mintin,ранак
498,Morgen::N,mintin,раніца
499,Mittag::N,kreisteiz,паўдня
500,Mittag::N,kreisteiz,поўдзень
501,Abend::N,abardaez,вечар
502,Nacht::N,noz,ноч
503,Woche::N,sizhun,тыдзень
504,Monat::N,miz,месяц
505,Jahr::N,bloaz,год
506,Frühling::N,nevezamzer,вясна
507,Sommer::N,hañv,лета
508,Herbst::N,diskaramzer,восень
509,Winter::N,goañv,зіма
510,Januar::N,Genver,студзень
511,Februar::N,C'hwevrer,люты
512,März::N,Meurzh,сакавік
513,April::N,Ebrel,красавік
514,Mai::N,Mae,май
515,Mai::N,Mae,травень
516,Juni::N,Mezheven,чэрвень
517,Juli::N,Gouhere,ліпень
518,August::N,Eost,жнівень
519,September::N,Gwengolo,верасень
520,Oktober::N,Here,кастрычнік
521,November::N,Du,лістапад
522,Dezember::N,Kerzu,снежань
523,Montag::N,Lun,панядзелак
524,Dienstag::N,Meurzh,аўторак
525,Mittwoch::N,Merc'her,серада
526,Donnerstag::N,Yaou,чацвер
527,Freitag::N,Gwener,пятніца
528,Samstag::N,Sadorn,субота
529,Sonntag::N,Sul,нядзеля
530,groß::A,bras,вялікі
531,klein::A,bihan,маленькі
532,lang::A,hir,доўгі
533,kurz::A,berr,кароткі
534,breit::A,ledan,шырокі
535,schmal::A,strizh,вузкі
536,dicht::A,stank,густы
537,dick[Gegenstand]::A,tev,тоўсты
538,dünn::A,moan,тонкі
539,fein::A,munut,тонкі
540,fest::A,start,моцны
541,flach::A,plaen,плоскі
542,glatt::A,lintr,гладкі
543,glatt::A,levn,гладкі
544,hart::A,kalet,цвёрды
545,weich::A,blot,мяккі
546,rund::A,ront,круглы
547,spitz::A,poentet,спічасты
548,spitz::A,poentet,востраканцовы
549,scharf::A,dremm,востры
550,stumpf::A,talsoc'h,тупы
551,schwer::A,pounner,цяжкі
552,schön::A,kaer,прыгожы
553,heiß::A,tomm,гарачы
554,warm::A,tomm,цёплы
555,kalt::A,yen,холадны
556,kühl::A,yen,халаднаваты
557,frisch::A,fresk,свежы
558,feucht::A,gleb,вільготны
559,nass::A,gleb,мокры
560,trocken::A,sec'h,сухі
561,voll::A,leun,поўны
562,leer::A,goullo,пусты
563,offen::A,digor,адкрыты
564,offen::A,digor,адчынены
565,geschlossen::A,serr,закрыты
566,geschlossen::A,serr,зачынены
567,sauber::A,naet,чысты
568,schmutzig::A,lous,брудны
569,roh::A,kriz,сыры
570,reif::A,darev,спелы
571,lecker::A,lipous,смачны
572,lecker::A,saourus,смачны
573,süß::A,dous,салодкі
574,bitter::A,c'hwerv,горкі
575,sauer::A,trenk,кіслы
576,hell::A,sklaer,светлы
577,dunkel::A,teñval,цёмны
578,schwarz::A,du,чорны
579,weiß::A,gwenn,белы
580,rot::A,ruz,чырвоны
581,gelb::A,melen,жоўты
582,blau::A,glas,сіні
583,grün::A,gwer,зялёны
584,grau::A,louet,шэры
585,bunt::A,liesliv,пяресты
586,billig::A,marc'had-mat,танны
587,teuer::A,ker,дарагі
588,wertvoll::A,prizius,цэнны
589,wertvoll::A,prizius,каштоўны
590,blind::A,dall,сляпы
591,taub::A,bouzar,глухі
592,kräftig::A,start,магутны
593,stark::A,kreñv,сільны
594,schwach::A,gwan,слабы
595,fett::A,lard,тлусты
596,schlank::A,sinkl,стройны
597,hübsch::A,koant,чароўны
598,böse::A,gwall,злы
599,dumm::A,glep,дурны
600,faul::A,lezirek,лянівы
601,fleißig::A,studius,руплівы
602,geizig::A,tost,прагны
603,klug::A,speredek,разумны
604,geschickt::A,dornet,умелы
605,lieb::A,koant,мілы
606,lustig::A,laouen,вясёлы
607,sanft::A,flour,ласкавы
608,hungrig::A,marnaon,галодны
609,krank::A,klañv,хворы
610,nackt::A,noazh,голы
611,traurig::A,trist,сумны
612,lebendig::A,bev,жывы
613,gut::A,mad,добры
614,schlecht::A,fall,кепскі
615,schlecht::A,gwall,кепскі
616,richtig::A,reizh,правільны
617,schlimm::A,gwall,агідны
618,wahr::A,gwir,сапраўдны
619,alt::A,kozh,стары
620,neu::A,nevez,новы
621,ehemalig::A,kozh,былы
622,alt[Lebewesen]::A,kozh,стары
623,jung::A,yaouank,малады
624,arm::A,paour,бедны
625,reich::A,pinvidik,багаты
626,bekannt::A,anavezet,знаёмы
627,berühmt::A,brudet,славуты
628,fremd::A,dizanav,чужы
629,verschieden::A,disheñel,розны
630,nah::A,nes,блізкі
631,fern::A,diabell,далёкі
632,linker::A,kleiz,левы
633,rechter::A,dehoù,правы
634,anderer::A,all,іншы
635,anderer::A,all,другі
636,erster::A,kentañ,першы
637,zweiter::A,eil,другі
638,dritter::A,trede,трэці
639,letzter::A,diwezhañ,апошні
640,allein::ADV,e-unan,сам
641,allein::ADV,e-unan,адзін
642,auf einmal::ADV,ar un dro,адразу
643,zusammen::ADV,asambles,разам
644,lange::ADV,pell,доўга
645,plötzlich::ADV,en un taol,раптам
646,sofort::ADV,diouzhtu,зараз
647,später::ADV,diwezhatoc'h,пазней
648,jetzt::ADV,bremañ,цяпер
649,heute::ADV,hiziv,сёння
650,morgen::ADV,arc'hoazh,заўтра
651,bald::ADV,hepdale,хутка
652,bald::ADV,hepdale,неўзабаве
653,dann::ADV,a-c'houde,потым
654,gestern::ADV,dec'h,учора
655,einst::ADV,gwechall,аднойчы
656,damals::ADV,neuze,тады
657,danach::ADV,goude,затым
658,vorher::ADV,diagent,раней
659,zuerst::ADV,da gentañ,спярша
660,zuerst::ADV,da gentañ,спачатку
661,einmal::ADV,ur wech,адзін раз
662,manchmal::ADV,a-wechoù,часам
663,oft::ADV,alies,часта
664,immer::ADV,atav,заўсёды
665,immer::ADV,bepred,заўсёды
666,niemals::ADV,gwech ebet,ніколі
667,hier::ADV,amañ,тут
668,hierhin::ADV,dre amañ,сюды
669,von hier::ADV,alemañ,адсюль
670,von hier::ADV,alemañ,адгэтуль
671,dort::ADV,aze,там
672,dort::ADV,ahont,там
673,dorthin::ADV,di,туды
674,dorthin::ADV,aze,туды
675,dorthin::ADV,ahont,туды
676,geradeaus::ADV,war-eeun,прама
677,vorwärts::ADV,war-raok,наперад
678,rückwärts::ADV,war-lerc'h,назад
679,zurück::ADV,war-dreñv,назад
680,unten::ADV,en traoñ,унізе
681,hinab::ADV,a-izel,уніз
682,oben::ADV,en nec'h,угары
683,oben::ADV,en nec'h,наверсе
684,hinauf::ADV,e-krec'h,угару
685,überall::ADV,dre-holl,усюды
686,nicht::ADV,ne ... ket,не
687,ein wenig::ADV,un tammig,трошкі
688,kaum::ADV,a-boan,ледзьве
689,sehr::ADV,-tre,вельмі
690,sehr::ADV,-kenañ,вельмі
691,so::ADV,evel-se,так
692,noch::ADV,c'hoazh,яшчэ
693,nur::ADV,hepken,толькі
694,schon::ADV,dija,ужо
695,wieder::ADV,adarre,зноў
696,vor::PRP,dirak,перад
697,hinter::PRP,a-drek,за
698,hinter::PRP,a-drek,ззаду
699,hinter::PRP,a-dreñv,за
700,hinter::PRP,a-dreñv,ззаду
701,unter::PRP,dindan,пад
702,durch::PRP,dre,праз
703,neben::PRP,e-kichen,каля
704,zwischen::PRP,etre,між
705,zwischen::PRP,etre,паміж
706,wegen::PRP,abalamour da,з-за
707,dies::PRN,hemañ,гэта
708,das::PRN,se,тое
709,das::PRN,hennezh,тое
710,alles::PRN,pep tra,усё
711,ich::PRN,me,я
712,du::PRN,te,ты
713,er::PRN,eñ,ён
714,wir::PRN,ni,мы
715,ihr::PRN,c'hwi,вы
716,sie::PRN,int,яны
717,was::FPRN,petra,што
718,wer::FPRN,piv,хто
719,wo::FADV,pelec'h,дзе
720,wohin::FADV,da belec'h,куды
721,wie::FADV,penaos,як
722,warum::FADV,perak,чаму
723,wieviel::FNUM,pet,колькі
724,eins::NUM,unan,адзін
725,zwei::NUM,daou,два
726,drei::NUM,tri,тры
727,vier::NUM,pevar,чатыры
728,fünf::NUM,pemp,пяць
729,sechs::NUM,c'hwec'h,шесць
730,sieben::NUM,seizh,сем
731,acht::NUM,eizh,восем
732,neun::NUM,nav,дзевяць
733,zehn::NUM,dek,дзесяць
734,elf::NUM,unnek,адзінаццаць
735,zwölf::NUM,daouzek,дванаццаць
736,zwanzig::NUM,ugent,дваццаць
737,dreißig::NUM,tregont,трыццаць
738,vierzig::NUM,daou-ugent,сорак
739,fünfzig::NUM,hanter-kant,пядзесят
740,sechzig::NUM,tri-ugent,шесдзесят
741,siebzig::NUM,dek ha tri-ugent,семдзесят
742,achtzig::NUM,pevar-ugent,восемдзесят
743,neunzig::NUM,dek ha pevar-ugent,дзевяноста
744,hundert::NUM,kant,сто
745,tausend::NUM,mil,тысяча
746,und::CNJ,ha,і
747,und::CNJ,ha,ды
748,oder::CNJ,pe,або
749,stehen::V,bezañ a-sav,стаяць
750,sitzen::V,azezañ,сядзець
751,sitzen::V,bezañ en e goazez,сядзець
752,liegen::V,bezañ en e c'hourvez,ляжаць
753,hängen::V,krougañ,вісець
754,werden::V,dazonet,стаць
755,werden::V,dazonet,зрабіцца
756,passieren::V,c'hoarvezout,трапіцца
757,beginnen::V,stagañ,пачацца
758,enden::V,achuiñ,кончыцца
759,wechseln::V,cheñch,мяняцца
760,aufgehen[Sonne]::V,dirouzañ,узысці
761,scheinen[Sonne]::V,lugernañ,свяціць
762,donnern::V,taranal,грымець
763,wehen::V,c'hwezhañ,дзьмуць
764,strömen::V,deredek,ліцца
765,fließen::V,redek,цячы
766,sich drehen::V,troiñ,круціцца
767,sich drehen::V,troiñ,варочацца
768,schwanken::V,trantellat,хістацца
769,schwingen::V,froumal,гайдацца
770,schwingen::V,froumal,калыхацца
771,fallen::V,kouezhañ,падаць
772,brennen::V,deviñ,гарэць
773,rauchen::V,divogedañ,дымець
774,regnen::V,glavañ,дажджыць
775,gefrieren::V,reviñ,замерзнуць
776,tauen::V,diskornañ,раставаць
777,schmelzen::V,teuziñ,плавіцца
778,trocknen::V,sec'hañ,сохнуць
779,sieden::V,berviñ,кіпець
780,faulen::V,breinañ,гнісці
781,verfaulen::V,breinañ,згнісці
782,reißen::V,darnaouiñ,ірвацца
783,versinken::V,sodellañ,тануць
784,vergehen::V,tremen,праходзіць
785,erscheinen::V,donet war-wel,зʼявіцца
786,verschwinden::V,monet diwar wel,знікнуць
787,sinken::V,en em izelat,спадаць
788,abnehmen::V,nebeutaat,паменшыцца
789,zunehmen::V,kreskiñ,павялічвацца
790,steigen::V,sevel,паднімацца
791,wachsen::V,kreskiñ,расці
792,glänzen::V,lugernañ,блішчаць
793,funkeln::V,elieniñ,бліскаць
794,lärmen::V,rabotat,шумець
795,klirren::V,diridignat,бразгаць
796,klirren::V,sterlinkañ,бразгаць
797,brausen::V,gwegal,бушаваць
798,rauschen::V,trouzal,шастаць
799,klingen::V,seniñ,гучаць
800,bellen::V,harzhal,брахаць
