,Concept_ID,kn,ta
982,ausziehen::V,ಬಿಚ್ಚು,கழற்று
983,anziehen::V,ಹಾಕು,புனைதல்
984,sich anziehen::V,ಹಾಕು,உடுத்துதல்
985,kämmen::V,ಬಾಚು,தலை வாரிக் கொள்
986,schmücken::V,ಅಲಂಕರಿಸು,அழகுபடுத்து
987,sagen::V,ಹೇಳು,சொல்
988,sprechen::V,ನುಡಿ,பேசு
989,reden::V,ನುಡಿ,பெசு
990,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,இயல்பாக பேசிக்கொண்டிரு
991,fragen::V,ವಿಚಾರಿಸು,கேள்
992,bitten::V,ಬೇಡು,வேண்டு
993,erzählen::V,ಹೇಳು,சொல்
994,mitteilen::V,ತಿಳಿಸು,சொல்
995,nennen::V,ಹೆಸರಿಡು,பெயரிடுதல்
996,rufen::V,ಕರೆ,கூச்சலிடு
997,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,தற்பெருமை பேசு
998,übersetzen::V,ಭಾಷಾಂತರಿಸು,மொழிபெயர்ப்பு செய்
999,denken::V,ಯೋಚಿಸು,யோசி
1000,glauben::V,ನಂಬು,நம்பு
1001,bemerken::V,ಗಮನಿಸು,கவனி
1002,erkennen::V,ಗುರುತುಹಿಡಿ,அடையாளம் கண்டுகொள்
1003,begreifen::V,ಗ್ರಹಿಸು,பற்றிக்கொள்
1004,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,புரிந்து கொள்
1005,lernen::V,ಕಲಿ,கற்றுக்கொள்
1006,wissen::V,ಅರಿ,தெரிந்திரு
1007,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,நினைவு கூர்
1008,vergessen::V,ಮರೆತುವಿಡು,மற
1009,messen::V,ಅಳೆ,அளவிடு
1010,zählen::V,ಗಣಿಸು,எண்ணு
1011,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,கணக்கிடு
1012,lesen::V,ಓದು,படி
1013,malen::V,ಬಿಡಿಸು,வண்ணச்சித்திரம்
1014,zeichnen::V,ಬಿಡಿಸು,வரை
1015,schreiben::V,ಬರೆ,எழுது
1016,besitzen::V,ಒಡೆಯನಾಗಿರು,உடைமையாகக் கொண்டிரு
1017,kaufen::V,ಕೊಳ್ಳು,வாங்கு
1018,verkaufen::V,ಕೊಡು,விற்பனை செய்
1019,bezahlen::V,ಬೆಲೆತೆರು,இறுத்தல்
1020,zahlen::V,ಹಣವನ್ನುಕೊಡು,பணம் செலுத்து
1021,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,ஆட்சிசெய்
1022,ertragen::V,ಸಹಿಸು,தாங்கு
