,Concept_ID,kn,ta
239,Ruf::N,ಕೂಗು,அழைப்பு
240,Lärm::N,ಸದ್ದು,சத்தம்
241,Laut::N,ಶಬ್ದ,ஒலி
242,Ton::N,ನಾದ,குரல்
243,Lied::N,ಗಾನ,பாட்டு
244,Ruhe::N,ಶಾಂತಿ,அமைதி
245,Leute::N,ಮಂದಿ,மக்கள்
246,Volk::N,ಜನಾಂಗ,மக்கள்
247,Arbeit::N,ಕೆಲಸ,வேலை
248,Gast::N,ಅತಿಥಿ,விருந்தாளி
249,Geschenk::N,ಕಾಣಿಕೆ,பரிசுப் பொருள்
250,Spiel::N,ಆಟ,விளையாட்டு
251,Gesellschaft::N,ಸಂಗ,சமுதாயம்
252,Hilfe::N,ಸಹಾಯ,உதவி
253,Freund::N,ಸ್ನೇಹಿತ,நண்பன்
254,Kamerad::N,ಜೊತೆಗಾರ,உடனிருப்பவன்
255,Angelegenheit::N,ವಿಚಾರ,செய்தி
256,Anzahl::N,ಎಣಿಕೆ,எண்ணிக்கை
257,Art::N,ತರ,வகை
258,Stück::N,ತುಂಡು,துண்டம்
259,Teil::N,ಭಾಗ,பகுதி
260,Hälfte::N,ಅರ್ಧ,பாதி
261,Kreis::N,ವೃತ್ತ,வட்டம்
262,Kreuz::N,ಶಿಲುಬೆ,சிலுவை
263,Linie::N,ರೀಖೆ,கோடு
264,Strich::N,ಗೀಟು,வாத நோய்
265,Abstand::N,ಅಂತರ,இடைவெளி
266,Entfernung::N,ದೂರ,தூரம்
267,Gegend::N,ವಿಸ್ತೀರ್ಣ,வட்டாரம்
268,Platz::N,ಅಂತರ,வெற்றிடம்
269,Ort::N,ಸ್ಥಳ,இடம்
270,Seite::N,ಪಕ್ಷ,பக்கம்
271,Mitte::N,ನಡು,இடைப்பகுதி
272,Gegenstand::N,ವಸ್ತು,உருப்படி
273,Sache::N,ವಸ್ತು,பொருள்
274,Rand::N,ಅಂಚು,தொங்கு
275,Kante::N,ಅಂಚು,விளிம்பு
276,Ecke::N,ಮೂಲೆ,மூலை
277,Spitze::N,ತುದಿ,முனை
278,Ende::N,ಕೊನೆ,முடிவு
279,Loch::N,ತೂತು,துளை
280,Winkel::N,ಕೋನ,கோணம்
281,Muster::N,ನಮೂನೆ,பாங்கு
282,Größe::N,ಪ್ರಮಾಣ,அளவு
283,Länge::N,ಉದ್ದ,நீளம்
284,Höhe::N,ಎತ್ತರ,உயரம்
285,Gewicht::N,ತೂಕ,எடை
286,Menge::N,ಮೊತ್ತ,தொகை
287,Haufen::N,ರಾಶಿ,குவியல்
288,Reihe::N,ಸಾಲು,வரிசை
289,Boot::N,ದೋಣಿ,படகு
290,Ruder::N,ಹುಟ್ಟು,துடுப்பு
291,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,சகடையிலா வண்டி
292,Ski::N,ಜಾರುಪಟ್ಟಿ,பனிச் சறுக்கல்
293,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,மூட்டம்
294,Last::N,ಹೊರೆ,பாரம்
295,Gang::N,ತಿರುಗಾಟ,நடை
296,Schritt::N,ಹೆಜ್ಜೆ,காலடி
297,Norden::N,ಉತ್ತರ,வடக்கு
298,Süden::N,ದಕ್ಷಿಣ,தெற்கு
299,Westen::N,ಪಶ್ಚಿಮ,மேற்கு திசை
300,Osten::N,ಮೂಡಲು,கிழக்கு
301,Holz::N,ಚೌಬೀನೆ,மரக்கட்டை
302,Brett::N,ಹಲಗೆ,பலகை
303,Platte::N,ಹಲಗೆ,பலகம்
304,Stütze::N,ಆಸರೆ,அடைப்புகன்
305,Stange::N,ಕಂಬ,கம்பம்
306,Stock::N,ಕೋಲು,குச்சி
307,Stab::N,ದೊಣ್ಣೆ,கம்பு
308,Rohr::N,ನಳಿಕೆ,குழாய்
309,Haus::N,ಮನೆ,வீடு
310,Heim::N,ಗೃಹ,வீடு
311,Ofen::N,ಒಲೆ,அடுப்பு
312,Fußboden::N,ನೆಲ,தரை
313,Tisch::N,ಮೇಜು,மேசை
314,Stuhl::N,ಕುರ್ಚಿ,நாற்காலி
315,Wiege::N,ತೊಟ್ಟಿಲು,தொட்டில்
316,Bett::N,ಹಾಸಿಗೆ,படுக்கை
317,Regal::N,ಬೀರು,அலமாரி
318,Kiste::N,ಪಟ್ಟಿಗೆ,பெட்டி
319,Fenster::N,ಕಿಟಕಿ,சாளரம்
320,Tür::N,ಬಾಗಿಲು,கதவு
321,Tor::N,ಹೆಬ್ಬಾಗಿಲು,வாசற்கதவு
322,Zaun::N,ಬೇಲಿ,வேலி
323,Dach::N,ಮಾಳಿಗೆ,கூரை
324,Leiter::N,ಏಣಿ,ஏணி
325,Besen::N,ಪೊರಕೆ,விளக்குமாறு
326,Spaten::N,ಗುದ್ದಲಿ,மண்வெட்டி
327,Schaufel::N,ಸನಿಕೆ,அடிதண்டா
328,Gabel::N,ಕವಲು,முட்கரண்டி
329,Löffel::N,ಚಮಚ,கரண்டி
330,Messer::N,ಚಾಕು,கத்தி
331,Nagel::N,ಆಣಿ,ஆணி
332,Netz::N,ಬಲೆ,வலை
333,Haken::N,ಕೊಂಡಿ,கொக்கி
334,Griff::N,ಹಿಡಿ,கைப்பிடி
335,Schloss::N,ವೀಗ,பூட்டு
336,Bild::N,ಚಿತ್ರ,படம்
337,Figur::N,ಆಕಾರ,எண்ணிக்கை
338,Puppe::N,ಗೊಂಬೆ,பொம்மை
339,Beutel::N,ಸಂಚಿ,பை
340,Bündel::N,ಕಟ್ಟು,பொதி
341,Tasche::N,ಚೀಲ,பை
342,Eimer::N,ಬಾನೆ,வாளி
343,Deckel::N,ಮುಚ್ಚಳ,உறை
344,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,பாத்திரம்
345,Sack::N,ಮೂಟೆ,பை
346,Tasse::N,ಬಟ್ಟಲು,கிண்ணம்
347,Topf::N,ಮಡಕೆ,பானை
348,Kessel::N,ಕೆಟಲ್,கெண்டி
349,Essen::N,ಊಟ,உணவருந்துதல்
350,Nahrung::N,ಆಹಾರ,உணவு
351,Speise::N,ಊಟ,உணவு வகை
352,Fleisch::N,ಮಾಂಸ,இறைச்சி
353,Getreide::N,ಧಾನ್ಯ,மக்காச்சோளம்
354,Brei::N,ಗಂಜಿ,கஞ்சி
355,Brot::N,ರೊಟ್ಟಿ,ரொட்டி
356,Scheibe::N,ಹೋಳು,துண்டு
357,Fett::N,ಕೊಬ್ಬು,கொழுப்பு
358,Butter::N,ಬೆಣ್ಣೆ,வெண்ணெய்
359,Öl::N,ಎಣ್ಣೆ,எண்ணெய்
360,Salz::N,ಉಪ್ಪು,உப்பு
361,Suppe::N,ಎಸರು,ரசம்
362,Honig::N,ಮಧು,தேன்
363,Milch::N,ಹಾಲು,பால்
364,Tee::N,ಚಹ,தெனீர்
365,Leder::N,ಚಕ್ಕಳ,பதம் செய்யப்பட்ட தோல்
366,Wolle::N,ಉಣ್ಣೆ,கம்பளி
367,Stoff::N,ಬಟ್ಟೆ,துணி
368,Nadel::N,ಸೂಜಿ,ஊசி
369,Faden::N,ದಾರ,நூல்
370,Knopf::N,ಗುಂಡು,பொத்தான்
371,Knoten::N,ಗಂಟು,முடிச்சு
372,Farbe::N,ಬಣ್ಣ,வண்ணக் குழம்பு
373,Kleidung::N,ಅರಿವೆ,ஆடைகள்
374,Hemd::N,ಅಂಗಿ,சட்டை
375,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,கழுத்துப் பட்டை
376,Ärmel::N,ತೋಳು,சட்டைக்கை
377,Hose::N,ಇಜಾರ,கால்சட்டை
378,Gürtel::N,ಬೆಲ್ಟು,பெல்ட்
379,Mütze::N,ಟೋಪಿ,தொப்பி
380,Schuh::N,ಪಾದರಕ್ಷೆ,காலணி
381,Stiefel::N,ಬೂಟು,காலணி
382,Ring::N,ಉಂಗುರ,மோதிரம்
383,Band::N,ರಿಬ್ಬನ್,நாடா
384,Kamm::N,ಹಣಿಗೆ,கீப்பு
385,Spiegel::N,ಕನ್ನಡಿ,ஆடி
386,Spiegel::N,ಕನ್ನಡಿ,கண்ணாடி
387,Riemen::N,ಬಾರು,வார்
388,Schnur::N,ಹುರಿ,கயிறு
389,Leine::N,ಹಗ್ಗ,தோல்வார்
390,Decke::N,ಕಂಬಳಿ,போர்வை
391,Kissen::N,ದಿಂಬು,தலையணை
392,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,துணி
393,Handtuch::N,ಚೌಕ,தண்டு
394,Kraft::N,ಬಲ,நிர்பந்தம்
395,Stärke::N,ಶಕ್ತಿ,பலம்
396,Gesundheit::N,ಆರೋಗ್ಯ,ஆரோக்கியம்
397,Krankheit::N,ರೋಗ,நோய்
398,Schmerz::N,ನೋವು,வலி
399,Wunde::N,ಗಾಯ,காயம்
400,Fieber::N,ಜ್ವರ,காய்ச்சல்
401,Arznei::N,ಔಷಧ,மருந்து
402,Brücke::N,ಸೇತುವೆ,பாலம்
403,Brunnen::N,ಬಾವಿ,கேணி
404,Weide::N,ಗೋಮಾಳ,மேய்ச்சல் நிலம்
405,Pfad::N,ದಾರಿ,நடை வழி
406,Weg::N,ಹಾದಿ,வழி
407,Straße::N,ರಸ್ತೆ,சாலை
408,Dorf::N,ಹಳ್ಳಿ,கிராமம்
409,Stadt::N,ಪಟ್ಟಣ,நகரம்
410,Brief::N,ಕಾಗದ,கடிதம்
411,Buch::N,ಪುಸ್ತಕ,புத்தகம்
412,Buchstabe::N,ಅಕ್ಷರ,எழத்து
413,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,செய்தித்தாள்
414,Leben::N,ಜೀವನ,வாழ்க்கை
415,Tod::N,ಮರಣ,மரணம்
416,Grab::N,ಗೋರಿ,சமாதி
417,Kirche::N,ಚರ್ಚು,தேவாலயம்
418,Sünde::N,ಪಾಪ,பாவம்
419,Gott::N,ದೇವರು,கடவுள்
420,Arbeiter::N,ಕೆಲಸಗಾರ,தொழிலாளி
421,Chef::N,ದಣಿ,மேலாளர்
422,Meister::N,ಶಿಕ್ಷಕ,தலைவன்
423,Arzt::N,ವೈದ್ಯ,மருத்துவர்
424,Lehrer::N,ಉಪಾಧ್ಯಾಯ,ஆசிரியர்
425,Geld::N,ಹಣ,பணம்
426,Geschäft::N,ವಾಣಿಜ್ಯ,வாணிபம்
427,Laden::N,ಅಂಗಡಿ,கடை
428,Preis::N,ಬೆಲೆ,விலை
429,Ware::N,ಸರಕು,சாமன்கள்
430,Nutzen::N,ಲಾಭ,இலாபம்
431,Reichtum::N,ಸಂಪತ್ತು,சொத்து
432,Welt::N,ಭೂಲೋಕ,உலகம்
433,Land::N,ದೇಶ,நாடு
434,Staat::N,ರಾಜ್ಯ,நாடு
435,König::N,ರಾಜ,அரசன்
436,Macht::N,ಅಧಿಕಾರ,அதிகாரம்
437,Grenze::N,ಗಡಿ,எல்லை
438,Krieg::N,ಯುದ್ಧ,போர்
439,Feind::N,ಶತ್ರು,எதிரி
440,Gewalt::N,ಹಿಂಸೆ,வன்முறை
441,Kampf::N,ಹೋರಾಟ,போராட்டம்
442,Bogen[Waffe]::N,ಬಿಲ್ಲು,வில்
443,Pfeil::N,ಅಂಬು,அம்பு
444,Gewehr::N,ಬಂದೂಕು,துப்பாக்கி
445,Fehler::N,ತಪ್ಪು,தவறு
446,Lüge::N,ಸುಳ್ಳು,பொய்
447,Schaden::N,ಹಾನಿ,சேதாரம்
448,Unglück::N,ಅಪಾಯ,இடையூறு
449,Schuld::N,ದೋಷ,குற்றம்
450,Alter::N,ಮುಪ್ಪು,வயது
451,Schluss::N,ಮುಕ್ತಾಯ,முடிவு
452,Zeit::N,ಕಾಲ,காலம்
453,Tag::N,ದಿನ,நாள்
454,Morgen::N,ಮುಂಜಾನೆ,காலை நேரம்
455,Mittag::N,ನಡುಹಗಲು,மதியம்
456,Abend::N,ಸಂಜೆ,மாலைப் பொழுது
457,Nacht::N,ರಾತ್ರಿ,இரவு
458,Woche::N,ವಾರ,வாரம்
459,Monat::N,ತಿಂಗಳು,மாதம்
460,Jahr::N,ಸಂವತ್ಸರ,வருடம்
461,Frühling::N,ವಸಂತ,வசந்தம்
462,Sommer::N,ಬಿಸಿಲುಕಾಲ,கோடை
463,Herbst::N,ಶರತ್ಕಾಲ,இலையுதிர் காலம்
464,Winter::N,ಚಳಿಗಾಲ,குளிர்காலம்
465,Januar::N,ನಾಲ್ಚಳಿ,ஜனவரி
466,Februar::N,ಅಯ್ಚಳಿ,பிபரவரி மாதம்
467,März::N,ಮೊಬ್ಬೇಸಿಗೆ,மார்ச் மாதம்
468,April::N,ಇಬ್ಬೇಸಿಗೆ,ஏப்ரல் மாதம்
469,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,மே மாதம்
470,Juni::N,ಮೊಮ್ಮಳೆ,ஜூன் மாதம்
471,Juli::N,ಇಮ್ಮಳೆ,ஜூலை மாதம்
472,August::N,ಮುಮ್ಮಳೆ,ஆகஸ்ட் மாதம்
473,September::N,ನಾಲ್ಮಳೆ,செப்டம்பர் மாதம்
474,Oktober::N,ಮೊಚ್ಚಳಿ,அக்டோபர் மாதம்
475,November::N,ಇಚ್ಚಳಿ,நவம்பர் மாதம்
476,Dezember::N,ಮುಚ್ಚಳಿ,டிசம்பர்
477,Montag::N,ಸೋಮುವಾರ,திங்கட் கிழமை
478,Dienstag::N,ಮಂಗಳವಾರ,செவ்வாய்க்கிழமை
479,Mittwoch::N,ಬುಧವಾರ,புதன் கிழமை
480,Donnerstag::N,ಗುರುವಾರ,வியாழக் கிழமை
481,Freitag::N,ಶುಕ್ರವಾರ,வெள்ளிக்கிழமை
482,Samstag::N,ಶನಿವಾರ,சனிக்கிழமை
483,Sonntag::N,ಭಾನುವಾರ,ஞாயிறுக் கிழமை
484,groß::A,ದೊಡ್ಡ,பெரிய
485,klein::A,ಪುಟ್ಟ,சிறிய
486,lang::A,ದೀರ್ಘ,நீண்ட
487,kurz::A,ಚಕ್ಕ,குட்டையான
488,breit::A,ಅಗಲವಾದ,அகலமான
489,schmal::A,ಇಕ್ಕಟ್ಟಾದ,குறுகலான
490,dicht::A,ದಟ್ಟ,அடர்த்தியான
491,dick[Gegenstand]::A,ದಟ್ಟ,தடித்த
492,dünn::A,ತೆಳು,சன்னமான
493,fein::A,ಕೋಮಲ,மெல்லிய
494,fest::A,ಘನ,உறுதியாள
495,flach::A,ಚಪ್ಪಟೆ,தட்டையான
496,glatt::A,ನಯ,வழுவழுப்பான
497,hart::A,ಗಟ್ಟಿ,கடினமான
498,weich::A,ಮೃದುವಾದ,மென்மையான
499,rund::A,ವರ್ತುಳ,உருண்டையான
500,spitz::A,ಮೊನಚಾದ,திகந்தமாக
501,scharf::A,ತೀಕ್ಷ್ಣ,கூரான
502,stumpf::A,ಮೊಂಡು,உளம் திறந்த
503,schwer::A,ಭಾರಿ,கனமான
504,schön::A,ಸುಂದರ,அழகான
