,Concept_ID,hr,fa
159,Rinde::N,kora,توژ
160,Rinde::N,kora,پوست
161,Ast::N,grana,شاخه
162,Zweig::N,grana,شاخه
163,Blatt::N,list,برگ
164,Birke::N,breza,غان
165,Kiefer[Baum]::N,bor,کاج
166,Weide[Baum]::N,iva,بید
167,Weide[Baum]::N,vŕba,بید
168,Tanne::N,jela,صنوبر
169,Horn::N,rog,شاخ
170,Feder::N,pero,پر
171,Fell::N,koža,خز
172,Flügel::N,krilo,پر
173,Flügel::N,krilo,بال
174,Klaue::N,papak,چنگ
175,Klaue::N,papak,پنجه
176,Kralle::N,pandža,پنجه
177,Schwanz::N,rep,دم
178,Ei::N,jaje,تخم
179,Nest::N,gnijezdo,لانه
180,Bau::N,jazbina,بنا
181,Bau::N,jazbina,ساختمان
182,Tier::N,životinja,هیوان
183,Herde::N,krdo,رمه
184,Herde::N,stado,رمه
185,Kuh::N,krava,گاو
186,Bulle::N,bik,گاو نر
187,Pferd::N,konj,اسب
188,Schaf::N,ovca,گوسفند
189,Schwein::N,svinja,خوک
190,Hund::N,pas,سگ
191,Hund::N,pseto,سگ
192,Katze::N,mačka,گربه
193,Bär::N,medvjed,خرس
194,Eichhörnchen::N,vjeverica,سنجاب
195,Elch::N,los,گوزن شمالی
196,Fuchs::N,lisica,روباه
197,Hase::N,zec,خرگوش
198,Maus::N,miš,موش
199,Wolf::N,vuk,گرگ
200,Wolf::N,kurjak,گرگ
201,Vogel::N,ptica,پرنده
202,Schwarm::N,roj,دسته
203,Schwarm::N,jato,دسته
204,Huhn::N,kokoš,مرغ
205,Hahn::N,kokot,خروس
206,Hahn::N,pijevac,خروس
207,Gans::N,guska,غاز
208,Adler::N,orao,عقاب
209,Ente::N,patka,اردک
210,Ente::N,patka,مرغابی
211,Eule::N,sova,جغد
212,Kranich::N,ždral,درنا
213,Krähe::N,vrana,زاغ
214,Krähe::N,vrana,کلاغ
215,Kuckuck::N,kukavica,فاخته
216,Schwan::N,labud,قو
217,Fisch::N,riba,ماهی
218,Barsch::N,grgeč,ماهی خاردار
219,Hecht::N,štuka,اردک ماهی
220,Schlange[Tier]::N,guja,مار
221,Schlange[Tier]::N,zmija,مار
222,Wurm::N,crv,کرم
223,Spinne::N,pauk,عنکبوت
224,Ameise::N,mrav,مورچه
225,Laus::N,uš,شپش
226,Mücke::N,komarac,پشه
227,Fliege::N,muha,مگس
228,Schmetterling::N,leptir,پروانه
229,Beere::N,boba,گیله
230,Beere::N,bobica,گیله
231,Apfel::N,jabuka,سیب
232,Pilz::N,pečurka,قارچ
233,Zwiebel::N,luk,پیاز
234,Zwiebel::N,kapula,پیاز
235,Saat::N,sjemenje,بذر
236,Korn::N,zrno,تخم
237,Korn::N,zrno,دانه
238,Heu::N,sijeno,علف خشک
239,Schale::N,kora,پوست
240,Schale::N,ljuska,پوست
241,Grube::N,jama,گودال
242,Falle::N,zamka,دام
243,Falle::N,klopka,دام
244,Schlinge::N,uzao,حلقه
245,Schlinge::N,petlja,حلقه
246,Spur::N,trag,رد
247,Spur::N,slijed,رد
248,Asche::N,pepeo,خاکستر
249,Dreck::N,blato,کثافت
250,Eisen::N,željezo,آهن
251,Gold::N,zlato,زر
252,Gold::N,zlato,طلا
253,Silber::N,srebro,نقره
254,Kohle::N,ugalj,زغال
255,Kohle::N,ugljen,زغال
256,Glas::N,staklo,شیشه
257,Lehm::N,glina,گل
258,Lehm::N,ilovača,گل
259,Sand::N,pijesak,شن
260,Sand::N,pijesak,ماسه
261,Mensch::N,čovjek,آدم
262,Mensch::N,čovjek,انسان
263,Mann::N,muškarac,مرد
264,Frau::N,žena,زن
265,Kind::N,čedo,بچه
266,Kind::N,čedo,کودک
267,Kind::N,dijete,بچه
268,Kind::N,dijete,کودک
269,Junge::N,momče,پسر
270,Junge::N,dječak,پسر
271,Mädchen::N,djevojka,دختر
272,Mädchen::N,djevojčica,دختر
273,Familie::N,obitelj,فامیل
274,Familie::N,obitelj,خانواده
275,Familie::N,porodica,فامیل
276,Familie::N,porodica,خانواده
277,Großvater::N,djed,پدربزرگ
278,Großmutter::N,baka,مادر‌بزرگ
279,Eltern::N,roditelji,والدین
280,Eltern::N,roditelji,پدر‌و‌مادر
281,Vater::N,otac,پدر
282,Mutter::N,majka,مادر
283,Sohn::N,sin,پسر
284,Tochter::N,kći,دختر
285,Tochter::N,kćerka,دختر
286,Bruder::N,brat,برادر
287,Schwester::N,sestra,خواهر
288,Onkel::N,čika,عمو
289,Onkel::N,čika,دایی
290,Onkel::N,ujak,عمو
291,Onkel::N,ujak,دایی
292,Tante::N,ujna,عمه
293,Tante::N,ujna,خاله
294,Tante::N,tetka,عمه
295,Tante::N,tetka,خاله
296,Ehemann::N,muž,همسر
297,Ehemann::N,suprug,همسر
298,Ehefrau::N,žena,همسر
299,Ehefrau::N,supruga,همسر
300,Freude::N,radost,شادی
301,Gelächter::N,grohot,خنده
302,Gelächter::N,grohot,قاه‌قاه
303,Glück::N,sreća,اقبال
304,Kummer::N,jad,غم
305,Kummer::N,jad,غصه
306,Kummer::N,briga,غم
307,Kummer::N,briga,غصه
308,Wunsch::N,želja,آرزو
309,Lust::N,volja,هوس
310,Geist::N,duh,روح
311,Gedanke::N,misao,فکر
312,Gedächtnis::N,pamćenje,حافظه
313,Verstand::N,um,هوش
314,Verstand::N,razum,هوش
315,Sinn::N,smisao,معنا
316,Sinn::N,smisao,مفهوم
317,Sinn::N,značenje,معنا
318,Sinn::N,značenje,مفهوم
319,Grund::N,razlog,سبب
320,Grund::N,razlog,دلیل
321,Wahrheit::N,istina,حقیقت
322,Gespräch::N,razgovor,صحبت
323,Gespräch::N,razgovor,گفتگو
324,Märchen::N,bajka,قصه
325,Märchen::N,bajka,افسانه
326,Erzählung::N,priča,داستان
327,Erzählung::N,pripovijest,داستان
328,Nachricht::N,vijest,خبر
329,Neuigkeit::N,novost,خبر تازه
330,Name::N,ime,اسم
331,Rätsel::N,zagonetka,معما
332,Rede::N,govor,سخن
333,Rede::N,besjeda,سخن
334,Sprache::N,jezik,زبان
335,Stimme::N,glas,صدا
336,Wort::N,riječ,کلمه
337,Zeichen::N,znak,نشان
338,Zeichen::N,znak,علامت
339,Ruf::N,povik,صدا
340,Ruf::N,poklik,صدا
341,Lärm::N,buka,هیاهو
342,Lärm::N,galama,هیاهو
343,Laut::N,zvuk,صدا
344,Ton::N,ton,آهنگ
345,Lied::N,pjesma,آواز
346,Lied::N,pjesma,ترانه
347,Ruhe::N,tišina,آرامش
348,Ruhe::N,počinak,آرامش
349,Leute::N,ljudi,مردم
350,Volk::N,puk,خلق
351,Volk::N,narod,خلق
352,Arbeit::N,rad,کار
353,Arbeit::N,posao,کار
354,Gast::N,gost,مهمان
355,Geschenk::N,dar,هدیه
356,Geschenk::N,poklon,هدیه
357,Spiel::N,igra,بازی
358,Gesellschaft::N,društvo,جمعیت
359,Gesellschaft::N,kompanija,جمعیت
360,Hilfe::N,pomoć,کمک
361,Freund::N,prijatelj,دوست
362,Kamerad::N,drug,رفیق
363,Kamerad::N,drugar,رفیق
364,Angelegenheit::N,posao,امر
365,Angelegenheit::N,posao,قضیه
366,Anzahl::N,broj,عده
367,Anzahl::N,broj,شمار
368,Anzahl::N,brojnost,عده
369,Anzahl::N,brojnost,شمار
370,Art::N,vid,نوع
371,Art::N,vrst,نوع
372,Stück::N,komad,تکه
373,Stück::N,komad,قطعه
374,Teil::N,dio,بخش
375,Teil::N,dio,قسمت
376,Hälfte::N,polovina,نیم
377,Kreis::N,krug,حلقه
378,Kreis::N,krug,دایره
379,Kreuz::N,križ,صلیب
380,Linie::N,crta,خط
381,Linie::N,crta,سطر
382,Strich::N,crta,خط
383,Abstand::N,razmak,فاصله
384,Abstand::N,odstojanje,فاصله
385,Entfernung::N,udaljenost,مسافت
386,Gegend::N,kraj,منطقه
387,Gegend::N,predeo,منطقه
388,Platz::N,mjesto,گنجایش
389,Ort::N,mjesto,جا
390,Ort::N,mjesto,محل
391,Ort::N,mjesto,مکان
392,Seite::N,bok,طرف
393,Seite::N,strana,طرف
394,Mitte::N,sredina,وسط
395,Mitte::N,sredina,میان
396,Gegenstand::N,predmet,چیز
397,Sache::N,posao,چیز
398,Rand::N,rub,کنار
399,Rand::N,rub,حاشیه
400,Rand::N,kraj,کنار
401,Rand::N,kraj,حاشیه
402,Kante::N,brid,لبه
403,Kante::N,ivica,لبه
404,Ecke::N,ugao,گوشه
405,Spitze::N,vrh,سر
406,Spitze::N,vrh,نوک
407,Spitze::N,šiljak,سر
408,Spitze::N,šiljak,نوک
409,Ende::N,konac,ته
410,Ende::N,konac,آخر
411,Loch::N,rupa,سوراخ
412,Winkel::N,kut,کنج
413,Winkel::N,ugao,کنج
414,Muster::N,uzor,نقش
415,Größe::N,veličina,قد
416,Größe::N,veličina,بزرگی
417,Länge::N,duljina,طول
418,Höhe::N,visina,بلندی
419,Gewicht::N,težina,وزن
420,Menge::N,mnoštvo,مقدار
421,Menge::N,mnoštvo,اندازه
422,Menge::N,količina,مقدار
423,Menge::N,količina,اندازه
424,Haufen::N,hrpa,توده
425,Haufen::N,gomila,توده
426,Reihe::N,red,ردیف
427,Boot::N,čun,قایق
428,Boot::N,čamac,قایق
429,Ruder::N,veslo,پارو
430,Schlitten::N,saone,سورتمه
431,Ski::N,ski,اسکی
432,Ski::N,smučka,اسکی
433,Lagerfeuer::N,logorska vatra,آتش
434,Last::N,tovar,بار
435,Last::N,tovar,سنگینی
436,Gang::N,hod,راه رفتن
437,Schritt::N,korak,قدم
438,Norden::N,sjever,شمال
439,Süden::N,jug,جنوب
440,Westen::N,zapad,غرب
441,Osten::N,istok,شرق
442,Holz::N,drvo,چوب
443,Brett::N,daska,تخته
444,Platte::N,ploča,صفحه
445,Stütze::N,potpora,تکیه
446,Stange::N,motka,میله
447,Stock::N,štap,چوب
448,Stock::N,palica,چوب
449,Stab::N,štap,عصا
450,Stab::N,šipka,عصا
451,Rohr::N,cijev,لوله
452,Haus::N,kuća,منزل
453,Heim::N,dom,خانه
454,Heim::N,dom,کاشانه
455,Ofen::N,peć,بخاری
456,Fußboden::N,pod,کف اتاق
457,Tisch::N,stol,میز
458,Tisch::N,trpeza,میز
459,Stuhl::N,stolac,صندلی
460,Stuhl::N,stolica,صندلی
461,Wiege::N,kolijevka,گهواره
462,Bett::N,krevet,تختخواب
463,Bett::N,postelja,تختخواب
464,Regal::N,polica,قفسه
465,Kiste::N,sanduk,صندوق
466,Fenster::N,prozor,پنجره
467,Tür::N,vrata,در
468,Tür::N,vrata,درب
469,Tor::N,vrata,دروازه
470,Tor::N,kapija,دروازه
471,Zaun::N,plot,حصار
472,Zaun::N,ograda,حصار
473,Dach::N,krov,بام
474,Leiter::N,ljestve,نردبان
475,Leiter::N,ljestvice,نردبان
476,Besen::N,metla,جارو
477,Spaten::N,ašov,بیل
478,Schaufel::N,lopata,بیل
479,Schaufel::N,lopata,پارو
480,Gabel::N,viljuška,چنگال
481,Löffel::N,žlica,قاشق
482,Messer::N,nož,کارد
483,Nagel::N,čavao,میخ
484,Netz::N,mreža,تور
485,Netz::N,mreža,شبکه
486,Haken::N,kuka,قلاب
487,Griff::N,držak,دسته
488,Griff::N,ručica,دسته
489,Schloss::N,brava,قفل
490,Bild::N,slika,عکس
491,Bild::N,slika,تصویر
492,Figur::N,figura,تندیس
493,Puppe::N,lutka,عروسک
494,Beutel::N,kesa,کیسه
495,Bündel::N,snop,بسته
496,Bündel::N,svežanj,بسته
497,Tasche::N,torba,کیف
498,Tasche::N,taška,کیف
499,Eimer::N,kabao,سطل
500,Deckel::N,poklopac,در
501,Geschirr::N,suđe,ظرف
502,Geschirr::N,posuđe,ظرف
503,Sack::N,džak,گونی
504,Sack::N,vreća,گونی
505,Tasse::N,šalica,فنجان
506,Topf::N,lonac,دیگ
507,Topf::N,lonac,قابلمه
508,Kessel::N,kazan,دیگ
509,Essen::N,obrok,خوراک
510,Nahrung::N,hrana,غذا
511,Speise::N,jelo,خوراک
512,Fleisch::N,meso,گوشت
513,Getreide::N,žito,غله
514,Getreide::N,žitarice,غله
515,Brei::N,kaša,فرنی
516,Brei::N,kaša,حریره
517,Brot::N,kruh,نان
518,Scheibe::N,kriška,قاچ
519,Scheibe::N,kriška,لزگه
520,Fett::N,mast,چربی
521,Fett::N,salo,چربی
522,Butter::N,buter,کره
523,Butter::N,maslac,کره
524,Öl::N,ulje,روغن
525,Salz::N,sol,نمک
526,Suppe::N,supa,آش
527,Suppe::N,supa,سوپ
528,Honig::N,med,عسل
529,Milch::N,mlijeko,شیر
530,Tee::N,čaj,چای
531,Leder::N,koža,چرم
532,Wolle::N,vuna,پشم
533,Stoff::N,štof,پارچه
534,Stoff::N,tkanina,پارچه
535,Nadel::N,igla,سوزن
536,Faden::N,nit,نخ
537,Faden::N,konac,نخ
538,Knopf::N,dugme,دکمه
539,Knoten::N,čvor,گره
540,Knoten::N,uzao,گره
541,Farbe::N,farba,رنگ
542,Kleidung::N,odjeća,لباس
543,Kleidung::N,odjeća,پوشاک
544,Hemd::N,košulja,پیراهن
545,Kragen::N,ovratnik,یقه
546,Ärmel::N,rukav,آستین
547,Hose::N,hlače,شلوار
548,Gürtel::N,pas,کمر‌بند
549,Gürtel::N,pojas,کمر‌بند
550,Mütze::N,kapa,کلاه
551,Schuh::N,cipela,کفش
552,Stiefel::N,čizma,چکمه
553,Ring::N,prsten,حلقه
554,Ring::N,prsten,انگشتر
555,Band::N,vrpca,نوار
556,Band::N,vrpca,روبان
557,Kamm::N,češalj,شانه
558,Spiegel::N,zrcalo,آینه
559,Spiegel::N,ogledalo,آینه
560,Riemen::N,kaiš,تسمه
561,Riemen::N,remen,تسمه
562,Schnur::N,vrpca,ریسمان
563,Leine::N,uzica,قلاده
564,Decke::N,ćebe,پتو
565,Decke::N,pokrivač,پتو
566,Kissen::N,jastuk,بالش
567,Tuch::N,rubac,شال
568,Tuch::N,marama,شال
569,Handtuch::N,ručnik,حوله
570,Kraft::N,snaga,نیرو
571,Stärke::N,jakost,زور
572,Gesundheit::N,zdravlje,سلامتی
573,Gesundheit::N,zdravlje,تندرستی
574,Krankheit::N,bolest,بیماری
575,Schmerz::N,bol,درد
576,Wunde::N,rana,زخم
577,Fieber::N,groznica,تب
578,Arznei::N,lijek,دارو
579,Brücke::N,most,پل
580,Brücke::N,ćuprija,پل
581,Brunnen::N,bunar,چاه
582,Brunnen::N,zdenac,چاه
583,Weide::N,paša,چراگاه
584,Weide::N,pašnjak,چراگاه
585,Pfad::N,staza,راه
586,Weg::N,put,راه
587,Weg::N,put,طریق
588,Straße::N,drum,راه
589,Straße::N,drum,جاده
590,Straße::N,cesta,راه
591,Straße::N,cesta,جاده
592,Dorf::N,selo,ده
593,Dorf::N,selo,روستا
594,Stadt::N,grad,شهر
595,Stadt::N,varoš,شهر
596,Brief::N,list,نامه
597,Brief::N,pismo,نامه
598,Buch::N,knjiga,کتاب
599,Buchstabe::N,slovo,حرف
600,Zeitung::N,novine,روزنامه
601,Leben::N,život,عمر
602,Leben::N,život,زندگی
603,Tod::N,smrt,مرگ
604,Grab::N,raka,گور
605,Grab::N,raka,مزار
606,Kirche::N,crkva,کلیسا
607,Sünde::N,grijeh,بزه
608,Sünde::N,grijeh,گناه
609,Gott::N,bog,خدا
610,Arbeiter::N,radnik,کارگر
611,Chef::N,šef,رئیس
612,Meister::N,majstor,استاد
613,Arzt::N,liječnik,پزشک
614,Lehrer::N,učitelj,معلم
615,Lehrer::N,učitelj,آموزگار
616,Geld::N,novac,پول
617,Geschäft::N,posao,کار
618,Geschäft::N,posao,بیزنس
619,Geschäft::N,trgovina,کار
620,Geschäft::N,trgovina,بیزنس
621,Laden::N,dućan,دکان
622,Laden::N,dućan,مغازه
623,Preis::N,cijena,بها
624,Preis::N,cijena,قیمت
625,Ware::N,roba,جنس
626,Ware::N,roba,کالا
627,Nutzen::N,korist,مزیت
628,Nutzen::N,korist,امتیاز
629,Reichtum::N,bogatstvo,مال
630,Reichtum::N,bogatstvo,ثروت
631,Welt::N,svijet,دنیا
632,Land::N,zemlja,کشور
633,Land::N,zemlja,مملکت
634,Staat::N,država,دولت
635,König::N,kralj,شاه
636,König::N,kralj,پادشاه
637,Macht::N,moć,قدرت
638,Macht::N,moć,اختیار
639,Macht::N,vlast,قدرت
640,Macht::N,vlast,اختیار
641,Grenze::N,granica,مرز
642,Krieg::N,rat,جنگ
643,Feind::N,neprijatelj,دشمن
644,Gewalt::N,sila,زور
645,Gewalt::N,sila,خشونت
646,Gewalt::N,nasilje,زور
647,Gewalt::N,nasilje,خشونت
648,Kampf::N,boj,نبرد
649,Kampf::N,boj,مبارزه
650,Kampf::N,borba,نبرد
651,Kampf::N,borba,مبارزه
652,Bogen[Waffe]::N,luk,کمان
653,Pfeil::N,strijela,تیر
654,Gewehr::N,puška,تفنگ
655,Fehler::N,pogreška,غلط
656,Fehler::N,pogreška,اشتباه
657,Fehler::N,griješka,غلط
658,Fehler::N,griješka,اشتباه
659,Lüge::N,laž,دروغ
660,Schaden::N,šteta,آسیب
661,Schaden::N,šteta,خسارت
662,Unglück::N,nesreća,بلا
663,Schuld::N,krivnja,گناه
664,Schuld::N,krivnja,تقصیر
665,Alter::N,dob,سن
666,Alter::N,dob,عمر
667,Schluss::N,kraj,انتها
668,Schluss::N,konac,انتها
669,Zeit::N,doba,وقت
670,Zeit::N,doba,زمان
671,Zeit::N,vrijeme,وقت
672,Zeit::N,vrijeme,زمان
673,Tag::N,dan,روز
674,Morgen::N,jutro,صبح
675,Mittag::N,podne,ظهر
676,Abend::N,veče,شب
677,Abend::N,veče,عصر
678,Abend::N,večer,شب
679,Abend::N,večer,عصر
680,Nacht::N,noć,شب
681,Woche::N,sedmica,هفته
682,Monat::N,mjesec,ماه
683,Jahr::N,godina,سال
684,Frühling::N,proljeće,بهار
685,Sommer::N,ljeto,تابستان
686,Herbst::N,jesen,پاییز
687,Winter::N,zima,زمستان
688,Januar::N,januar,ژانویه
689,Januar::N,siječanj,ژانویه
690,Februar::N,veljača,فوریه
691,Februar::N,februar,فوریه
692,März::N,mart,مارس
693,März::N,ožujak,مارس
694,April::N,april,آوریل
695,April::N,travanj,آوریل
696,Mai::N,maj,مه
697,Mai::N,svibanj,مه
698,Juni::N,juni,ژوئن
699,Juni::N,lipanj,ژوئن
700,Juli::N,juli,ژویه
701,Juli::N,srpanj,ژویه
702,August::N,august,اوت
703,August::N,kolovoz,اوت
704,September::N,rujan,سپتامبر
705,September::N,septembar,سپتامبر
706,Oktober::N,oktobar,اکتبر
707,Oktober::N,listopad,اکتبر
708,November::N,studeni,نوامبر
709,November::N,novembar,نوامبر
710,Dezember::N,prosinac,دسامبر
711,Montag::N,ponedjeljak,دو‌شنبه
712,Montag::N,ponedjeljnik,دو‌شنبه
713,Dienstag::N,utorak,سه‌شنبه
714,Dienstag::N,utornik,سه‌شنبه
715,Mittwoch::N,srijeda,چهار‌شنبه
716,Donnerstag::N,četvrtak,پنج شنبه
717,Freitag::N,petak,جمعه
718,Samstag::N,subota,شنبه
719,Sonntag::N,nedjelja,یکشنبه
720,groß::A,velik,بزرگ
721,klein::A,mali,کوچک
722,klein::A,malen,کوچک
723,lang::A,dug,بلند
724,lang::A,dugačak,بلند
725,kurz::A,kratak,کوتاه
726,breit::A,širok,پهن
727,schmal::A,uski,تنگ
728,schmal::A,uski,نازک
729,schmal::A,uzak,تنگ
730,schmal::A,uzak,نازک
731,dicht::A,gust,چگال
732,dicht::A,gust,انبوه
733,dick[Gegenstand]::A,debeo,ضخیم
734,dünn::A,tanak,نازک
735,fein::A,fin,ریز
736,fein::A,fin,باریک
737,fein::A,tanak,ریز
738,fein::A,tanak,باریک
739,fest::A,čvrst,محکم
740,flach::A,ravan,صاف
741,flach::A,ravan,مسطح
742,flach::A,plosnat,صاف
743,flach::A,plosnat,مسطح
744,glatt::A,gladak,لیز
745,hart::A,tvrd,سفت
746,weich::A,mek,نرم
747,weich::A,mek,ملایم
748,weich::A,mekan,نرم
749,weich::A,mekan,ملایم
750,rund::A,okrugao,گرد
751,spitz::A,oštar,تیز
752,spitz::A,oštar,نوک‌تیز
753,spitz::A,šiljast,تیز
754,spitz::A,šiljast,نوک‌تیز
755,scharf::A,oštar,تیز
756,scharf::A,oštar,برنده
757,scharf::A,bridak,تیز
758,scharf::A,bridak,برنده
759,stumpf::A,tup,کند
760,schwer::A,težak,سنگین
761,schön::A,krasan,زیبا
762,heiß::A,vruć,داغ
763,warm::A,topao,گرم
764,kalt::A,hladan,سرد
765,kühl::A,hladan,خنک
766,frisch::A,svjež,تازه
767,feucht::A,vlažan,مرطوب
768,nass::A,mokar,تر
769,nass::A,mokar,خیش
770,trocken::A,suh,خشک
771,voll::A,pun,پر
772,leer::A,prazan,خالی
773,offen::A,otvoren,باز
774,geschlossen::A,zatvoren,بسته
775,sauber::A,čist,پاک
776,sauber::A,čist,تمیز
777,schmutzig::A,nečist,کثیف
778,schmutzig::A,nečist,آلوده
779,schmutzig::A,blatan,کثیف
780,schmutzig::A,blatan,آلوده
781,roh::A,sirov,خام
782,reif::A,zreo,رسیده
783,lecker::A,tečan,لذیذ
784,lecker::A,tečan,خوشمزه
785,lecker::A,ukusan,لذیذ
786,lecker::A,ukusan,خوشمزه
787,süß::A,sladak,شیرین
788,bitter::A,gorak,تلخ
789,sauer::A,kiseo,ترش
790,hell::A,vedar,روشن
791,hell::A,svijetao,روشن
792,dunkel::A,taman,تاریک
793,schwarz::A,crn,سیاه
794,weiß::A,bio,سفید
795,weiß::A,bijel,سفید
796,rot::A,crven,سرخ
797,rot::A,crven,قرمز
798,gelb::A,žut,زرد
799,blau::A,plav,آبی
800,blau::A,modar,آبی
801,grün::A,zelen,سبز
802,grau::A,siv,طوسی
803,grau::A,siv,خاکستری
804,bunt::A,šaren,رنگارنگ
805,billig::A,jeftin,ارزان
806,teuer::A,skup,گران
807,wertvoll::A,vrijedan,قیمتی
808,wertvoll::A,vrijedan,گرانبها
809,wertvoll::A,dragocjen,قیمتی
810,wertvoll::A,dragocjen,گرانبها
811,blind::A,slijep,کور
812,blind::A,slijep,نابینا
813,taub::A,gluh,کر
814,taub::A,gluh,ناشنوا
815,kräftig::A,snažan,قوی
816,stark::A,jak,قوی
817,stark::A,jak,نیرومند
818,stark::A,snažan,قوی
