,Concept_ID,mrj,lbe
175,Kranich::N,тыртня,кьурукь
176,Krähe::N,лудыгарак,хъатӏу
177,Kuckuck::N,куку,ччикку
178,Schwan::N,йӱксӹ,урттил къаз
179,Fisch::N,кол,чавахъ
180,Barsch::N,алангы,
181,Hecht::N,нуж,
182,Hecht::N,нужгол,
183,Schlange[Tier]::N,кӹшкы,шатта
184,Wurm::N,шукш,кьюнукьай шатта
185,Spinne::N,ӓнгӹремшӹ,ххялцу
186,Ameise::N,кыткы,митӏикьукьу
187,Laus::N,ти,
188,Mücke::N,кужнер,мичӏак
189,Mücke::N,кужынер,мичӏак
190,Fliege::N,шӹнгӓ,зимиз
191,Schmetterling::N,лӹпӹ,чӏимучӏали
192,Beere::N,мöр,хӏаллил ахъулсса
193,Apfel::N,олма,гьивч
194,Pilz::N,понгы,ттуккул иис
195,Zwiebel::N,охыра,лаччул чсмусул бакӏ
196,Saat::N,нӱшмӹ,гьанна
197,Saat::N,нӱшмӱ,гьанна
198,Korn::N,пӹрцӹ,къама
199,Heu::N,шуды,ххулув
200,Schale::N,аваха,ккиртту
201,Schale::N,карлангы,ккиртту
202,Grube::N,йӓм,кӏаланг
203,Falle::N,лӱдӹ,къатӏа
204,Falle::N,лӱдӹш,къатӏа
205,Schlinge::N,онгы,хӏатӏ
206,Spur::N,кишӓ,ша
207,Asche::N,ломых,лах
208,Asche::N,ломпыж,лах
209,Dreck::N,лявӹрӓ,кьяркьи
210,Dreck::N,лявӹрӓ,венп
211,Eisen::N,кӹртни,мах
212,Gold::N,шöртни,муси
213,Gold::N,шöртньӹ,муси
214,Silber::N,ши,арцу
215,Kohle::N,шӱ,кӏалаш
216,Kohle::N,шӱ,хъуручӏ
217,Glas::N,охоница,пюрун
218,Lehm::N,шун,сина аьрщи
219,Sand::N,ошма,къун
220,Mensch::N,эдем,инсан
221,Mann::N,пӱэргӹ,чув
222,Mann::N,пӱэргӹ,адимина
223,Frau::N,ӹдӹрӓмӓш,щарсса
224,Frau::N,ӹдӹрӓмӓш,хъамитайпа
225,Kind::N,ӓзӓ,чӏиви оьрчӏ
226,Kind::N,шачшы,чӏиви оьрчӏ
227,Junge::N,рвезӹ,оьрчӏ
228,Junge::N,рвезӹ,бурхьин оьрчӏ
229,Junge::N,ӹрвезӹ,оьрчӏ
230,Junge::N,ӹрвезӹ,бурхьин оьрчӏ
231,Mädchen::N,ӹдӹрӓш,душ
232,Familie::N,йиш,кулпат
233,Familie::N,семня,кулпат
234,Großvater::N,тьоти,ттатта
235,Großvater::N,тьоти,ниттил ппу
236,Großmutter::N,папа,буттал нину
237,Eltern::N,ӓтя-ӓвӓ,нину-ппу
238,Vater::N,ӓтя,ппу
239,Mutter::N,ӓвӓ,нину
240,Sohn::N,эргӹ,арс
241,Tochter::N,ӹдӹр,душ
242,Bruder::N,ӹза,уссу
243,Schwester::N,ӓкӓ,ссу
244,Onkel::N,кугуза,буттауссу
245,Tante::N,куака,буттал ссу
246,Ehemann::N,мары,лас
247,Ehefrau::N,вӓтӹ,щар
248,Ehefrau::N,вӓтӹ,щарсса
249,Freude::N,ӹвӹртӹмӓш,шадшиву
250,Freude::N,ӹвӹртӹмӓш,ххаришиву
251,Gelächter::N,ваштылмаш,хъяхъаву
252,Glück::N,пиӓл,талихӏ
253,Kummer::N,ясы,дард
254,Wunsch::N,охата,мурад
255,Wunsch::N,шанымаш,мурад
256,Lust::N,шӓр,гьавас
257,Lust::N,шӓр,ччаву
258,Lust::N,охата,гьавас
259,Lust::N,охата,ччаву
260,Lust::N,шанымаш,гьавас
261,Lust::N,шанымаш,ччаву
262,Geist::N,тух,рухӏ
263,Gedanke::N,шанымаш,пикри
264,Gedächtnis::N,ӓш,дакӏний личӏаву
265,Verstand::N,ыш,аькьлу
266,Sinn::N,кын,мяъна
267,Grund::N,вир,багьана
268,Wahrheit::N,тöр,тӏайламур
269,Wahrheit::N,тöр,хӏакьмур
270,Gespräch::N,хытырымаш,ихтилат
271,Märchen::N,ямак,магьа
272,Erzählung::N,шайыштмаш,хавар
273,Nachricht::N,увертӓрӹмӓш,хавар
274,Neuigkeit::N,увер,хавар
275,Name::N,лӹм,цӏа
276,Rätsel::N,тышты,ссигьа
277,Rede::N,шая,гъалгъа
278,Rede::N,шамак,гъалгъа
279,Sprache::N,йӹлмӹ,маз
280,Stimme::N,юк,чӏу
281,Stimme::N,юк,чӏукӏа
282,Wort::N,шамак,махъ
283,Zeichen::N,палӹ,лишан
284,Ruf::N,сӹгӹрӹмӓш,
285,Lärm::N,юкланымащ,чӏу
286,Laut::N,юк,чӏу
287,Ton::N,юк,чӏу
288,Lied::N,мыры,балай
289,Ruhe::N,тыр,дигьалагру
290,Leute::N,эдемвлӓ,инсантал
291,Volk::N,халык,ил
292,Volk::N,халык,халкь
293,Arbeit::N,пӓшӓ,заву
294,Gast::N,хына,хъамаличу
295,Geschenk::N,подарка,бухчакарши
296,Geschenk::N,подарка,лажинккакку
297,Spiel::N,мадыш,тӏуркӏу
298,Gesellschaft::N,йӓл,жямат
299,Gesellschaft::N,йӓл,ккуран
300,Gesellschaft::N,йӓлвлӓ,жямат
301,Gesellschaft::N,йӓлвлӓ,ккуран
302,Hilfe::N,палшык,кумаг
303,Freund::N,тӓнг,дус
304,Kamerad::N,тос,хӏаласу
305,Angelegenheit::N,дела,иш
306,Angelegenheit::N,йела,иш
307,Angelegenheit::N,йыла,иш
308,Angelegenheit::N,пӓшӓ,иш
309,Anzahl::N,шот,аьдад
310,Art::N,цӹре,жинс
311,Stück::N,лаштык,касак
312,Teil::N,пай,бутӏа
313,Teil::N,часть,бутӏа
314,Hälfte::N,пел,дачӏи
315,Kreis::N,тӹртӹш,кюрщан
316,Kreuz::N,крестӹ,ххач
317,Abstand::N,ло,манзил
318,Entfernung::N,ло,манзил
319,Gegend::N,вӓр,кӏану
320,Platz::N,вӓр,
321,Ort::N,вӓр,кӏану
322,Seite::N,öрдӹж,чул
323,Seite::N,öрдӹж,чулухалу
324,Mitte::N,ло,дя
325,Gegenstand::N,хӓдӹр,зат
326,Sache::N,хӓдӹр,зат
327,Rand::N,шöр,зума
328,Kante::N,шöр,
329,Ecke::N,лык,мурцӏу
330,Spitze::N,вуй,мицӏ
331,Ende::N,вуй,зума
332,Ende::N,мычаш,зума
333,Loch::N,ыраж,ккутӏ
334,Winkel::N,лык,мурцӏу
335,Muster::N,тӹрлец,накьич
336,Größe::N,кӱкшӹц,
337,Länge::N,кыт,лахъишиву
338,Höhe::N,кӱкшӹц,лахъшиву
339,Gewicht::N,нелӹц,дуццин
340,Gewicht::N,нелӹц,кӏушиву
341,Menge::N,шот,
342,Haufen::N,ара,бакӏу
343,Reihe::N,ряд,кьюкьа
344,Boot::N,пыш,луткка
345,Ruder::N,вешлӓ,весло
346,Ruder::N,вешлӓ,чӏатӏа
347,Schlitten::N,тир,чана
348,Schlitten::N,тир,санкка
349,Ski::N,ечӹ,лижарду
350,Lagerfeuer::N,тыл,къавтӏн
351,Last::N,нелӹц,гьиву
352,Gang::N,ход,нанаву
353,Schritt::N,ашкыл,ша
354,Norden::N,йыдпелвел,ухссав
355,Norden::N,йыдпелвел,ухссавнил чулухалу
356,Süden::N,кечӹвӓлвел,кьилва
357,Westen::N,кечӹ шӹцмӹ,баргълагавал
358,Westen::N,кечӹ шӹцмӹ,баргълагавал чул
359,Osten::N,ирвел,баргъбуккай чулухалу
360,Osten::N,кечӹ лӱлтмӹ,баргъбуккай чулухалу
361,Holz::N,пушӓнгӹ,тӏама
362,Brett::N,ханга,тахта
363,Platte::N,плитӓ,гъуни
364,Stütze::N,цӓрӓк,гьалакӏу
365,Stange::N,равы,къазихъ
366,Stange::N,намаш,къазихъ
367,Stock::N,панды,ттархь
368,Stab::N,равы,ччантӏакъу
369,Rohr::N,пыч,бургъу
370,Haus::N,пöрт,къатта
371,Heim::N,пöрт,къатта
372,Ofen::N,камака,пач
373,Fußboden::N,седӹрӓ,чӏанкъатта
374,Tisch::N,стöл,усттул
375,Stuhl::N,пöкен,кӏану
376,Wiege::N,шипкӓ,оьрчӏал кӏану
377,Bett::N,койка,тах
378,Bett::N,кравать,тах
379,Regal::N,полицӓ,чӏаму
380,Kiste::N,шӱ́ндӹк,яшикӏ
381,Kiste::N,шӱ́ндӹк,къурши
382,Fenster::N,окня,чӏавахьулу
383,Tür::N,амаса,нуз
384,Tür::N,амаса,нузкьун
385,Tor::N,хапка,къапу
386,Tor::N,хапка,дарваза
387,Zaun::N,забор,дайгьузанну
388,Dach::N,левӓш,магъи
389,Dach::N,левӓш,цӏиялу
390,Leiter::N,ташкалтыш,чуртту
391,Besen::N,сало,чӏатлу
392,Besen::N,салко,чӏатлу
393,Spaten::N,кольмы,бил
394,Schaufel::N,лоток,чӏатӏа
395,Gabel::N,ви́лка,гьиссилу
396,Löffel::N,савала,къуса
397,Messer::N,кӹзӹ,чӏила
398,Nagel::N,пыда,мяр
399,Netz::N,вӓпш,къери
400,Haken::N,крӱк,къича
401,Haken::N,кагак,къича
402,Griff::N,кычем,куяму
403,Schloss::N,замок,кьункьула
404,Schloss::N,сыравач,кьункьула
405,Bild::N,картин,сурат
406,Figur::N,кӓн,
407,Puppe::N,поханя,ссихьу
408,Beutel::N,мешӓк,чантай
409,Bündel::N,топ,гьи
410,Bündel::N,топ,къар
411,Bündel::N,пидӹш,гьи
412,Bündel::N,пидӹш,къар
413,Bündel::N,кӹлдӹш,гьи
414,Bündel::N,кӹлдӹш,къар
415,Tasche::N,сумкы,
416,Eimer::N,ведӹрӓ,бадра
417,Deckel::N,комдыш,къапаза
418,Geschirr::N,ӓтӹ,пюрунчӏул
419,Geschirr::N,ӓтӹ,тӏахӏникӏичӏу
420,Sack::N,мешӓк,къап
421,Sack::N,мешӓк,дарваг
422,Tasse::N,цӓшкӓ,пижан
423,Tasse::N,цӓшкӓ,пинжан
424,Tasse::N,цӓшкӓ,инкираччатӏи
425,Tasse::N,цӓшкӓ,цинцилттал бушкъап
426,Topf::N,ми́ска,кӏункӏур
427,Kessel::N,пад,чаг
428,Kessel::N,пад,кӏункӏур
429,Essen::N,качкыш,дукия
430,Essen::N,качкыш,дукин
431,Essen::N,качкыш-йӱш,дукия
432,Essen::N,качкыш-йӱш,дукин
433,Nahrung::N,качкыш,дукра
434,Nahrung::N,качкыш-йӱш,дукра
435,Speise::N,няня,дукра
436,Fleisch::N,пай,дикӏ
437,Getreide::N,киндӹ,къама
438,Brei::N,шӹрӓш,ккурч
439,Brot::N,сыкыр,ччатӏ
440,Scheibe::N,ламыт,парча
441,Scheibe::N,лаштык,парча
442,Fett::N,кая,аьгъушиву
443,Butter::N,ӱ,нагь
444,Butter::N,ӱ,лагаву
445,Öl::N,ӱ,
446,Salz::N,санзал,цӏву
447,Suppe::N,лем,накь
448,Honig::N,мӱ,ницӏ
449,Milch::N,шӹшер,накӏ
450,Tee::N,чӓй,чяй
451,Leder::N,шарга,бурчу
452,Leder::N,кавашты,бурчу
453,Wolle::N,миж,ппал
454,Stoff::N,матер,янна
455,Stoff::N,матери,янна
456,Nadel::N,им,ххалаххи
457,Faden::N,шӹртӹ,ххал
458,Knopf::N,полдыш,банд
459,Knoten::N,пӱкшем,къурхъ
460,Farbe::N,чиӓ,сир
461,Farbe::N,крӓскӓ,сир
462,Kleidung::N,выргем,янна
463,Kleidung::N,выргем,лаххия
464,Hemd::N,тыгыр,гьухъа
465,Kragen::N,шӱ,дарвач
466,Ärmel::N,шокш,кахха
467,Hose::N,ялаш,хӏажак
468,Gürtel::N,ӹштӹ,мухӏлу
469,Mütze::N,упш,кьяпа
470,Schuh::N,ту́фльы,
471,Stiefel::N,кем,чакма
472,Ring::N,шӓргӓш,кӏисса
473,Band::N,лемтӓ,линт
474,Kamm::N,шерге,ттарал
475,Spiegel::N,тӹгӹр,дагьани
476,Riemen::N,прӓжӓ,эн
477,Schnur::N,кӓндӹра,хьхьа
478,Leine::N,керем,
479,Decke::N,одеял,виргъан
480,Kissen::N,кӹпцӹк,кӏаралу
481,Tuch::N,савыц,карщи
482,Handtuch::N,шӹргӹсавыц,калихьу
483,Handtuch::N,шӹргӹсавыц,лажинлихьу
484,Handtuch::N,шӹргӹмсавыц,калихьу
485,Handtuch::N,шӹргӹмсавыц,лажинлихьу
486,Kraft::N,ви,эллаж
487,Stärke::N,ви,гуж
488,Gesundheit::N,шу,цӏуллу-сагъшиву
489,Gesundheit::N,шулык,цӏуллу-сагъшиву
490,Krankheit::N,мыж,къашайшиву
491,Schmerz::N,карштыш,къюву
492,Wunde::N,шушыр,щаву
493,Fieber::N,ӱштӹмыж,кӏиришиву
494,Arznei::N,лекӓрцӹ,дару
495,Brücke::N,кӹвер,ламу
496,Brunnen::N,вӹдсӹнзӓ,къуй
497,Weide::N,ныр,бизантту
498,Pfad::N,ялгорны,жегъир ххуллу
499,Weg::N,корны,ххуллу
500,Straße::N,корны,ххуллу
501,Dorf::N,сола,щар
502,Dorf::N,сола,шяравалу
503,Stadt::N,города,шагьру
504,Brief::N,сирмӓш,чагъар
505,Buch::N,книгӓ,лу
506,Buchstabe::N,буква́,хӏарп
507,Zeitung::N,газет,кказит
508,Zeitung::N,кайзет,кказит
509,Leben::N,житя,оьрму
510,Tod::N,смöрт,ажал
511,Tod::N,смöрт,бивкӏу
512,Tod::N,смöрт,ивчӏаву
513,Grab::N,шӹгер,гьав
514,Grab::N,мыгилӓ,гьав
515,Grab::N,шӹгерлӓ,гьав
516,Kirche::N,церкӹ,килиса
517,Sünde::N,сулык,бунагъ
518,Gott::N,йымы,зал
519,Arbeiter::N,пӓшӓзӹ,зузала
520,Chef::N,вуй,ялувма
521,Meister::N,мастар,усттар
522,Arzt::N,доктор,хӏакин
523,Lehrer::N,тымдышы,учитель
524,Geld::N,окса,арцу
525,Geschäft::N,торге́йӹмӓш,даву
526,Laden::N,лапка,ттучан
527,Laden::N,магазин,ттучан
528,Preis::N,ӓк,багъа
529,Ware::N,товар,хъус
530,Nutzen::N,пайда,хайр
531,Nutzen::N,пайда,мюнпат
532,Reichtum::N,перке,давлат
533,Reichtum::N,перке,аваданшиву
534,Welt::N,сӓндӓлӹк,дуниял
535,Welt::N,свет,дуниял
536,Land::N,сӓндӓлӹк,билаят
537,Staat::N,кугижӓншӹ,паччахӏлугъ
538,König::N,король,
539,Macht::N,власть,власть
540,Grenze::N,пӹсмӓн,дазу
541,Krieg::N,вырсы,дяъви
542,Feind::N,тышман,душман
543,Gewalt::N,ви,къия
544,Kampf::N,кредӓлмӓш,лачӏуи уккаву
545,Bogen[Waffe]::N,янгеж,ккуртта
546,Pfeil::N,пикш,чӏатӏаракӏ
547,Gewehr::N,пичӓл,ттупанг
548,Fehler::N,самынь,гъалатӏ
549,Lüge::N,шая,щялмахъ
550,Schaden::N,вре́дӓ,зарал
551,Unglück::N,пёда,бала
552,Unglück::N,тымаша,бала
553,Schuld::N,вуйнамат,тахсир
554,Alter::N,иӓш,оьрму
555,Alter::N,игечӹ,оьрму
556,Schluss::N,пӹтӓртӹш,ахир
557,Zeit::N,веремӓ,чӏун
558,Tag::N,кечӹ,кьини
559,Morgen::N,ир,кӏюрх
560,Morgen::N,ирок,кӏюрх
561,Mittag::N,кечӹвӓл,ахттайн
562,Mittag::N,кечӹвӓл,дяахттайн
563,Mittag::N,кечӹвӓл,ахттайн чӏун
564,Abend::N,вады,маркӏачӏан
565,Nacht::N,йыд,хьхьу
566,Woche::N,ӓрня,нюжмар
567,Monat::N,тӹ́лзӹ,барз
568,Jahr::N,год,шин
569,Frühling::N,шошым,инт
570,Sommer::N,кӓнгӹж,гъи
571,Herbst::N,шӹжӹ,ссут
572,Winter::N,тел,кӏи
573,Winter::N,телӹ,кӏи
574,Januar::N,январ,цалчинмур барз
575,Januar::N,январь,цалчинмур барз
576,Februar::N,февраль,кӏилчинмур барз
577,März::N,март,шамилчинмур барз
578,April::N,апрель,апрель
579,April::N,апрель,мукьилчинмур барз
580,Mai::N,май,май
581,Mai::N,май,ххюлчинмур барз
582,Juni::N,июнь,июнь
583,Juni::N,июнь,ряххилчинмур барз
584,Juli::N,июль,июль
585,Juli::N,июль,Арулчинмур барз
586,August::N,август,мяйлчинмур барз
587,September::N,сентябрь,урчӏилчинмур барз
588,Oktober::N,октябрь,ацӏилчинмур барз
589,November::N,ноябрь,ацӏния цалчинмур барз
590,Dezember::N,декавыр,ацӏния кӏилчинмур барз
591,Montag::N,шачмы,итин
592,Montag::N,шачмы,итин кьини
593,Dienstag::N,кышкыжмы,тталат
594,Dienstag::N,кышкыжмы,тталат кьини
595,Mittwoch::N,вӹрчегӹ,арвахӏ
596,Donnerstag::N,изӓрня,хамис
597,Freitag::N,когарня,нюжмар
598,Freitag::N,когарня,нюжмар кьини
599,Samstag::N,кукшыгечӹ,ххуллун
600,Samstag::N,кукшыгечӹ,ххуллун кьини
601,Sonntag::N,рушӓрня,алхӏат
602,Sonntag::N,рушӓрня,алхӏат кьини
603,groß::A,кого,бугъарасса
604,klein::A,изи,чӏивисса
605,lang::A,кужы,лахъисса
606,kurz::A,кӹтӹк,кутӏасса
607,breit::A,кымда,уттасса
608,schmal::A,ӓнгӹсӹр,уттакӏюласса
609,dicht::A,шӹре,ццунсса
610,dick[Gegenstand]::A,кӹжгӹ,ганзсса
611,dünn::A,вӹцкӹж,кӏюласса
612,fein::A,пыльга,
613,fest::A,цаткыды,цӏакьсса
614,fest::A,цаткыды,кьянкьасса
615,flach::A,тӓлякӓ,баягъисса
616,flach::A,тӓлякӓ,цӏубакъасса
617,flach::A,тӓлякӓ,куртӏ дакъасса
618,glatt::A,ягылгы,дюрчӏусса
619,hart::A,пингӹдӹ,кьянкьасса
620,weich::A,пышкыды,кӏукӏлусса
621,rund::A,тӹртӹш,ккурккисса
622,spitz::A,кашар,ярксса
623,spitz::A,кашар,дайлсса
624,spitz::A,кашар,мицӏ бусса
625,scharf::A,кашар,ярксса
626,scharf::A,кашар,дайлсса
627,scharf::A,кашар,мицӏ бусса
628,stumpf::A,нӹшкӹ,къуркъасса
629,schwer::A,нелӹ,кӏусса
630,schön::A,цевер,аьнтӏикӏасса
631,schön::A,олмыдшы,аьнтӏикӏасса
632,heiß::A,шокшы,кӏирисса
633,warm::A,шокшы,гъелисса
634,kalt::A,ӱштӹ,дяркъусса
635,kühl::A,юалгы,дюхлулсса
636,kühl::A,йонгата,дюхлулсса
637,frisch::A,йонгата,цӏусса
638,feucht::A,ӹлӹкшӹ,атилсса
639,feucht::A,ӹлӹкшӹ,хъавтусса
640,feucht::A,вӹдӹжгӹ,атилсса
641,feucht::A,вӹдӹжгӹ,хъавтусса
642,nass::A,начкы,атилсса
643,nass::A,начкы,хъавтусса
644,trocken::A,кукшы,кьавкьсса
645,trocken::A,кукшы,кьакьан бувсса
646,voll::A,темшӹ,бувцӏусса
647,voll::A,темыман,бувцӏусса
648,leer::A,йӓрӓ,бачӏвасса
649,offen::A,виш,тӏивтӏусса
650,geschlossen::A,чӱчмӹ,лавкьусса
651,geschlossen::A,тӹкӹлӓлтшӹ,лавкьусса
652,sauber::A,ире,марцӏсса
653,schmutzig::A,шоран,чапалсса
654,schmutzig::A,лявӹрӓн,чапалсса
655,schmutzig::A,шорангшы,чапалсса
656,roh::A,пеле кӱшӹ,шакъавхьсса
657,reif::A,кӱшӹ,дирсса
658,lecker::A,тотан,нахӏусса
659,lecker::A,тотан,тӏааьнсса
660,süß::A,мӱӓн,нацӏусса
661,bitter::A,качы,кьурчӏисса
662,sauer::A,шапы,туршсса
663,hell::A,соты,чаннасса
664,hell::A,валгыды,чаннасса
665,dunkel::A,пӹц,цӏансса
666,dunkel::A,пӹцкемӹш,цӏансса
667,schwarz::A,шим,лухӏисса
668,weiß::A,ош,кӏяласса
669,weiß::A,ошы,кӏяласса
670,rot::A,якшаргы,ятӏулсса
671,gelb::A,сар,хъахъисса
672,gelb::A,сары,хъахъисса
673,blau::A,симсӹ,някӏсса
674,grün::A,ыжар,щюлисса
675,grau::A,луды,оьрусса
676,bunt::A,ала,оьрчӏикӏурисса
677,billig::A,шулдаш,кьювкьусса
678,teuer::A,шергӹ,ххирасса
679,teuer::A,шергӓкӓн,ххирасса
680,wertvoll::A,ӓкӓн,багьасса
681,blind::A,слöпöй,мурчӏисса
682,blind::A,сльöпöй,мурчӏисса
683,taub::A,тӱтӱк,къюкӏсса
684,kräftig::A,виӓн,гужсса
685,stark::A,виӓн,кьянкьасса
686,schwach::A,шава,заэвсса
687,schwach::A,лӹпкӓ,заэвсса
688,schwach::A,слабка,заэвсса
689,fett::A,таза,бучсса
690,schlank::A,яштака,бювхъусса
691,hübsch::A,сӹлнӹ,янусса
692,hübsch::A,олмыдшы,янусса
693,böse::A,шӹдӓн,оьсса
694,dumm::A,окмак,ахӏмакьсса
