,Concept_ID,pt,mdf
63,Geschmack::N,gosto,таньф
64,Geruch::N,odor,шине
65,Geruch::N,cheiro,шине
66,Schlaf::N,sono,удома́
67,Traum::N,sonho,он
68,Himmel::N,céu,менель
69,Sonne::N,sol,ши
70,Mond::N,lua,ков
71,Stern::N,estrela,тяште
72,Luft::N,ar,кожф
73,Wind::N,vento,варма
74,Welle::N,onda,тавла
75,Wasser::N,água,ведь
76,Stein::N,pedra,кев
77,Boden::N,solo,мода
78,Boden::N,solo,потмакс
79,Erde::N,terra,мода
80,Erde::N,terra,мастор
81,Staub::N,pó,пуль
82,Rauch::N,fumo,качам
83,Funke::N,faísca,ця́тка
84,Funke::N,centelha,ця́тка
85,Feuer::N,fogo,тол
86,Licht::N,luz,ва́лда
87,Schatten::N,sombra,цильф
88,Wetter::N,tempo,уша
89,Nebel::N,nevoeiro,тума́н
90,Wolke::N,nuvem,ковол
91,Regen::N,chuva,пизем
92,Schnee::N,neve,лов
93,Eis::N,gelo,эй
94,Frost::N,gelo,ке́льме
95,Frost::N,geada,ке́льме
96,Kälte::N,frio,якшама
97,Hitze::N,ardor,пси
98,Raureif::N,geada,леш
99,Regenbogen::N,arco-iris,а́тямъёнга
100,Donner::N,trovão,атям
101,Strömung::N,corrente,шудема́
102,Tropfen::N,gota,путькс
103,Tropfen::N,gota,пътняфкс
104,Schaum::N,espuma,шов
105,Schmutz::N,sujidade,ърда́з
106,Schmutz::N,imundície,ърда́з
107,See::N,lago,эрьхке
108,Sumpf::N,charco,шяй
109,Sumpf::N,pântano,шяй
110,Moor::N,pântano,шяй
111,Wiese::N,prado,луга
112,Wald::N,bosque,вирь
113,Wald::N,floresta,вирь
114,Hügel::N,colina,губо́р
115,Hügel::N,colina,пандоня
116,Anhöhe::N,alto,губо́р
117,Anhöhe::N,outeiro,губо́р
118,Berg::N,monte,панда
119,Berg::N,montanha,панда
120,Gipfel::N,pico,пря
121,Höhle::N,caverna,у́нда
122,Abhang::N,encosta,па́нда ша́ма
123,Quelle::N,fonte,эшиня
124,Bach::N,regato,шудерькс
125,Bach::N,ribeiro,шудерькс
126,Fluss::N,rio,ляй
127,Ufer::N,beira,търва́
128,Küste::N,costa,ляйтърва́
129,Festland::N,terra firme,мода
130,Meer::N,mar,моря
131,Bucht::N,baía,ведьуське
132,Insel::N,ilha,цёнга
133,Blume::N,flor,панчф
134,Gras::N,erva,тише
135,Wurzel::N,raiz,юр
136,Wurzel::N,raiz,ункс
137,Baum::N,árvore,шуфта
138,Stamm::N,tronco,ро́нга
139,Rinde::N,casca,кер
140,Ast::N,ramo,морга
141,Zweig::N,galho,тарад
142,Blatt::N,folha,лопа
143,Birke::N,bétula,ке́лу
144,Kiefer[Baum]::N,pinheiro,пиче
145,Weide[Baum]::N,salgueiro,каль
146,Tanne::N,abeto,куз
147,Horn::N,corno,сюра
148,Horn::N,chifre,сюра
149,Feder::N,pena,толга
150,Fell::N,pele,кедь
151,Flügel::N,asa,паця
152,Klaue::N,pata,кенже
153,Kralle::N,unha,кенже
154,Kralle::N,garra,кенже
155,Schwanz::N,rabo,пула
156,Schwanz::N,cauda,пула
157,Ei::N,ovo,ал
158,Nest::N,ninho,пиза
159,Bau::N,toca,пиза
160,Bau::N,covil,пиза
161,Tier::N,animal,жува́та
162,Herde::N,rebanho,нал
163,Herde::N,rebanho,стада
164,Kuh::N,vaca,скал
165,Kuh::N,vaca,тракс
166,Bulle::N,touro,бука
167,Pferd::N,cavalo,лишме
168,Schaf::N,ovelha,уча́
169,Schwein::N,porco,тува
170,Hund::N,cão,пине
171,Katze::N,gata,катоня
172,Katze::N,gata,аваката
173,Bär::N,urso,офта
174,Eichhörnchen::N,esquilo,ур
175,Elch::N,alce,ся́рда
176,Fuchs::N,raposa,келазь
177,Hase::N,lebre,ну́мол
178,Maus::N,rato,шеер
179,Wolf::N,lobo,върьгаз
180,Vogel::N,ave,нармонь
181,Vogel::N,pássaro,нармонь
182,Schwarm::N,bando,ко́вол
183,Schwarm::N,bando,ме́швеле
184,Schwarm::N,enxame,ко́вол
185,Schwarm::N,enxame,ме́швеле
186,Huhn::N,galinha,сараз
187,Hahn::N,galo,а́тякш
188,Gans::N,ganso,маци
189,Adler::N,águia,куцькан
190,Ente::N,pata,яксярга
191,Eule::N,mocho,ко́рож
192,Eule::N,coruja,ко́рож
193,Kranich::N,grou,ка́рга
194,Krähe::N,gralha,ва́рси
195,Kuckuck::N,cuco,ку́ку
196,Schwan::N,cisne,ло́ксти
197,Fisch::N,peixe,кал
198,Barsch::N,perca,о́кунь
199,Hecht::N,lúcio,щу́ка
200,Schlange[Tier]::N,serpente,куй
201,Wurm::N,verme,сукс
202,Spinne::N,aranha,унжа́
203,Ameise::N,formiga,панжам
204,Laus::N,piolho,си
205,Mücke::N,mosquito,ся́ське
206,Fliege::N,mosca,кару
207,Schmetterling::N,borboleta,ме́лав
208,Beere::N,bago,и́мож
209,Apfel::N,maçã,марь
210,Pilz::N,fungo,панга
211,Pilz::N,cogumelo,панга
212,Zwiebel::N,cebola,шурьхкя́
213,Saat::N,sementeira,видьмот
214,Korn::N,grão,сёра
215,Heu::N,feno,тише
216,Schale::N,casca,кедь
217,Grube::N,cova,лотка
218,Grube::N,fossa,лотка
219,Falle::N,armadilha,туфкс
220,Falle::N,armadilha,кунда́ма
221,Schlinge::N,laço,килькш
222,Spur::N,pista,пильгоки́
223,Spur::N,vestígio,пильгоки́
224,Asche::N,cinza,кулу
225,Dreck::N,sujidade,ърда́з
226,Eisen::N,ferro,кшни
227,Gold::N,ouro,ока
228,Gold::N,ouro,золота
229,Silber::N,prata,сия́
230,Kohle::N,carvão,седь
231,Kohle::N,carvão,седьвальмя
232,Glas::N,vidro,кля́нцек
233,Lehm::N,barro,сёвонь
234,Lehm::N,argila,сёвонь
235,Sand::N,areia,шува́р
236,Mensch::N,homem,ломань
237,Mensch::N,pessoa,ломань
238,Mann::N,homem,аля
239,Mann::N,homem,цёраломань
240,Frau::N,mulher,ава
241,Kind::N,filho,идь
242,Kind::N,filho,шаба
243,Kind::N,criança,идь
244,Kind::N,criança,шаба
245,Junge::N,rapaz,цёраня
246,Junge::N,menino,цёраня
247,Mädchen::N,menina,стирня́
248,Mädchen::N,rapariga,стирня́
249,Familie::N,família,тнал
250,Familie::N,família,семья
251,Großvater::N,avô,атя
252,Großvater::N,avô,щя́тя
253,Großmutter::N,avó,баба
254,Eltern::N,pais,тя́дят-а́лят
255,Vater::N,pai,аля
256,Mutter::N,mãe,ава
257,Mutter::N,mãe,тядя
258,Sohn::N,filho,цёра
259,Tochter::N,filha,стирь
260,Bruder::N,irmão,дуган
261,Bruder::N,irmão,пяльне
262,Schwester::N,irmã,ака
263,Schwester::N,irmã,сазор
264,Onkel::N,tio,оця
265,Onkel::N,tio,патя
266,Onkel::N,tio,щеня́
267,Tante::N,tia,ака
268,Tante::N,tia,щака
269,Ehemann::N,esposo,мирде
270,Ehefrau::N,esposa,ърьвя́
271,Freude::N,prazer,ке́нярдема
272,Freude::N,alegria,ке́нярдема
273,Gelächter::N,risada,рахсема
274,Gelächter::N,gargalhada,рахсема
275,Glück::N,felicidade,паваз
276,Kummer::N,aflição,ризф
277,Kummer::N,aflição,пичефкс
278,Kummer::N,desgosto,ризф
279,Kummer::N,desgosto,пичефкс
280,Wunsch::N,desejo,мяль
281,Wunsch::N,desejo,таколдома
282,Lust::N,vontade,таколдома
283,Geist::N,mente,вайме
284,Geist::N,espírito,вайме
285,Gedanke::N,ideia,мяль
286,Gedanke::N,pensamento,мяль
287,Gedächtnis::N,memória,прявий
288,Verstand::N,razão,прявий
289,Verstand::N,inteligência,прявий
290,Sinn::N,sentido,ён
291,Sinn::N,significado,ён
292,Grund::N,causa,туфта́л
293,Grund::N,motivo,туфта́л
294,Wahrheit::N,verdade,ви́де
295,Wahrheit::N,verdade,видеши́
296,Gespräch::N,conversa,корхтама
297,Gespräch::N,conversação,корхтама
298,Märchen::N,conto,ёфкс
299,Erzählung::N,conto,азкс
300,Erzählung::N,narrativa,азкс
301,Nachricht::N,mensagem,куля́
302,Neuigkeit::N,notícia,куля́
303,Neuigkeit::N,novidade,куля́
304,Name::N,nome,лем
305,Rätsel::N,adivinha,со́дама ёфкс
306,Rede::N,oração,вал
307,Rede::N,oração,корхтама
308,Rede::N,discurso,вал
309,Rede::N,discurso,корхтама
310,Sprache::N,língua,кяль
311,Stimme::N,voz,вайгяль
312,Wort::N,palavra,вал
313,Zeichen::N,marca,тя́ште
314,Zeichen::N,marca,тя́штькс
315,Ruf::N,grito,тердема
316,Ruf::N,chamada,тердема
317,Lärm::N,ruído,гайф
318,Lärm::N,ruído,жалакодома
319,Lärm::N,barulho,гайф
320,Lärm::N,barulho,жалакодома
321,Laut::N,som,вайгяль
322,Ton::N,tom,вайгяль
323,Lied::N,canção,мора
324,Ruhe::N,calma,сетьме
325,Ruhe::N,silêncio,сетьме
326,Leute::N,gente,ломатть
327,Leute::N,pessoas,ломатть
328,Volk::N,povo,наро́д
329,Volk::N,nação,наро́д
330,Arbeit::N,trabalho,тев
331,Gast::N,hóspede,и́нжи
332,Gast::N,hóspede,ко́нак
333,Gast::N,convidado,и́нжи
334,Gast::N,convidado,ко́нак
335,Geschenk::N,prenda,казне
336,Geschenk::N,presente,казне
337,Spiel::N,jogo,налхкома
338,Spiel::N,jogo,налхксема
339,Gesellschaft::N,companhia,кружок
340,Hilfe::N,ajuda,лездома
341,Hilfe::N,socorro,лездома
342,Freund::N,amigo,я́лга
343,Kamerad::N,camarada,я́лга
344,Angelegenheit::N,assunto,тев
345,Anzahl::N,número,лувкс
346,Anzahl::N,quantidade,лувкс
347,Art::N,tipo,вид
348,Art::N,espécie,вид
349,Stück::N,pedaço,пакш
350,Teil::N,peça,часть
351,Teil::N,peça,пялькс
352,Teil::N,parte,часть
353,Teil::N,parte,пялькс
354,Hälfte::N,metade,пяле
355,Kreis::N,círculo,шаркс
356,Kreuz::N,cruz,крёз
357,Linie::N,linha,межа
358,Linie::N,linha,китькс
359,Strich::N,traço,межа
360,Abstand::N,distância,ётка
361,Entfernung::N,distância,ётка
362,Gegend::N,área,ва́ста
363,Gegend::N,área,перьфпя́ль
364,Gegend::N,região,ва́ста
365,Gegend::N,região,перьфпя́ль
366,Platz::N,lugar,ва́ста
367,Ort::N,sítio,ва́ста
368,Seite::N,lado,пяле
369,Mitte::N,meio,кучка́
370,Gegenstand::N,objecto,веща
371,Sache::N,coisa,тев
372,Sache::N,coisa,веща
373,Rand::N,bordo,пе
374,Rand::N,margem,пе
375,Kante::N,borda,и́рдез
376,Kante::N,aresta,и́рдез
377,Ecke::N,esquina,ужа
378,Spitze::N,ponta,пря
379,Ende::N,cabo,пе
380,Ende::N,extremo,пе
381,Loch::N,furo,варя
382,Loch::N,buraco,варя
383,Winkel::N,canto,ужа
384,Winkel::N,ângulo,ужа
385,Muster::N,padrão,сёрма
386,Muster::N,desenho,сёрма
387,Größe::N,tamanho,серь
388,Länge::N,comprimento,кува́лма
389,Höhe::N,altura,серь
390,Höhe::N,altitude,серь
391,Gewicht::N,peso,сталма
392,Menge::N,quantidade,лувкс
393,Haufen::N,pilha,мар
394,Reihe::N,fila,ряд
395,Boot::N,barco,венеж
396,Ruder::N,remo,миле
397,Schlitten::N,trenó,ну́рда
398,Ski::N,esqui,сокс
399,Lagerfeuer::N,fogueira,то́лмар
400,Last::N,carga,канкс
401,Last::N,carga,сталма
402,Gang::N,curso,молема
403,Gang::N,caminhada,молема
404,Schritt::N,passo,аськолкс
405,Norden::N,norte,якшама шире
406,Süden::N,sul,ля́мбе ши́ре
407,Westen::N,oeste,ши валгома шире
408,Westen::N,ocidente,ши валгома шире
409,Osten::N,este,шинь стяма шире
410,Osten::N,leste,шинь стяма шире
411,Osten::N,oriente,шинь стяма шире
412,Holz::N,madeira,вирь
413,Holz::N,madeira,шуфта
414,Brett::N,tábua,лавця
415,Brett::N,prancha,лавця
416,Platte::N,laje,плита́
417,Platte::N,chapa,плита́
418,Stütze::N,apoio,неже
419,Stütze::N,suporte,неже
420,Stange::N,vara,олга
421,Stange::N,barra,олга
422,Stock::N,pau,байдек
423,Stock::N,bengala,байдек
424,Stab::N,bastão,олгоня
425,Rohr::N,cano,турама
426,Haus::N,casa,куд
427,Heim::N,lar,куд
428,Heim::N,casa,куд
429,Ofen::N,estufa,пянакуд
430,Ofen::N,aquecedor,пянакуд
431,Fußboden::N,piso,кия́кс
432,Tisch::N,mesa,шра
433,Tisch::N,mesa,моркш
434,Stuhl::N,cadeira,стул
435,Wiege::N,berço,нюря́м
436,Bett::N,cama,ацам
437,Regal::N,estante,лавцяланга
438,Regal::N,prateleira,лавцяланга
439,Kiste::N,caixa,парга
440,Fenster::N,janela,валмья
441,Tür::N,porta,кенкш
442,Tor::N,portão,ортат
443,Zaun::N,cerca,перяфкс
444,Zaun::N,vedação,перяфкс
445,Dach::N,telhado,кудпря
446,Leiter::N,escada,куцема
447,Leiter::N,escada móvel,куцема
448,Besen::N,vassoura,тяльме
449,Spaten::N,pá,ка́йме
450,Schaufel::N,pá,ко́поня
451,Schaufel::N,pá,ця́рдом
452,Gabel::N,garfo,ця́нгоня
453,Löffel::N,colher,куцю
454,Messer::N,faca,пеель
455,Nagel::N,cravo,эска
456,Netz::N,rede,
457,Haken::N,gancho,кя́чказ
458,Griff::N,asa,недь
459,Griff::N,asa,кунда́мка
460,Griff::N,cabo,недь
461,Griff::N,cabo,кунда́мка
462,Schloss::N,fechadura,замо́к
463,Bild::N,imagem,карти́на
464,Figur::N,figura,ронга-понда
465,Puppe::N,boneca,ня́ка
466,Beutel::N,saco,кяскав
467,Beutel::N,bolsa,кяскав
468,Bündel::N,fardo,кярьме
469,Tasche::N,saco,кошяльня
470,Tasche::N,bolso,кошяльня
471,Eimer::N,balde,ве́дарка
472,Deckel::N,tampa,тавадкс
473,Deckel::N,tampa,вельхкс
474,Geschirr::N,louça,кядьге
475,Sack::N,saca,кяскав
476,Tasse::N,chávena,ша́ваня
477,Topf::N,tacho,кавозь
478,Topf::N,panela,кавозь
479,Kessel::N,caldeira,сргавозь
480,Essen::N,refeição,ярхцама
481,Nahrung::N,comida,ярхцампяль
482,Nahrung::N,alimento,ярхцампяль
483,Speise::N,prato,ярхцама
484,Fleisch::N,carne,пал
485,Fleisch::N,carne,сиволь
486,Getreide::N,cereais,сёра
487,Brei::N,puré,ям
488,Brot::N,pão,кши
489,Scheibe::N,fatia,кочам
490,Fett::N,banha,куя́
491,Fett::N,gordura,куя́
492,Butter::N,manteiga,вай
493,Öl::N,azeite,вай
494,Salz::N,sal,сал
495,Suppe::N,sopa,шонгарям
496,Suppe::N,sopa,коршампяль
497,Suppe::N,caldo,шонгарям
498,Suppe::N,caldo,коршампяль
499,Honig::N,mel,медь
500,Milch::N,leite,лофца
501,Tee::N,chá,чай
502,Leder::N,couro,кедь
503,Wolle::N,lã,пона
504,Stoff::N,pano,котф
505,Stoff::N,tecido,котф
506,Nadel::N,agulha,салмокс
507,Faden::N,fio,сюре
508,Knopf::N,botão,пуня
509,Knoten::N,nó,сюлма
510,Farbe::N,corante,архтомбяль
511,Kleidung::N,roupa,щам
512,Kleidung::N,vestuário,щам
513,Hemd::N,camisa,па́нар
514,Kragen::N,gola,сиве
515,Ärmel::N,manga,ожа
516,Hose::N,calça,понкст
517,Gürtel::N,cinto,каркс
518,Mütze::N,boné,вазь
519,Mütze::N,barrete,вазь
520,Schuh::N,sapato,башма́к
521,Stiefel::N,bota,кя́ме
522,Ring::N,anel,суркс
523,Band::N,fita,керькс
524,Band::N,fita,лента
525,Band::N,faixa,керькс
526,Band::N,faixa,лента
527,Kamm::N,pente,сюрьхцем
528,Spiegel::N,espelho,ванома
529,Riemen::N,correia,шнань каркс
530,Schnur::N,corda,пикс
531,Schnur::N,corda,карькскя
532,Schnur::N,cordel,пикс
533,Schnur::N,cordel,карькскя
534,Leine::N,trela,вядьме
535,Decke::N,cobertor,вельхкс
536,Kissen::N,almofada,тоду
537,Tuch::N,pano,руця́
538,Handtuch::N,toalha,на́рдама
539,Kraft::N,força,вий
540,Stärke::N,força,вииши
541,Gesundheit::N,saúde,шумбраши́
542,Krankheit::N,doença,урма́
543,Krankheit::N,doença,сярядема
544,Krankheit::N,enfermidade,урма́
545,Krankheit::N,enfermidade,сярядема
546,Schmerz::N,dor,маряма
547,Wunde::N,chaga,керф
548,Wunde::N,ferida,керф
549,Fieber::N,febre,маштыкс
550,Arznei::N,remédio,надо́бья
551,Arznei::N,remédio,пъчка́фтома
552,Brücke::N,ponte,седь
553,Brunnen::N,poço,эши
554,Weide::N,pastagem,ванома васта
555,Pfad::N,senda,ян
556,Pfad::N,senda,киня́
557,Pfad::N,trilho,ян
558,Pfad::N,trilho,киня́
559,Weg::N,caminho,ки
560,Straße::N,via,ки
561,Straße::N,estrada,ки
562,Dorf::N,aldeia,веле
563,Stadt::N,cidade,ош
564,Brief::N,carta,сёрма
565,Buch::N,livro,книга
566,Buchstabe::N,letra,бу́ква
567,Zeitung::N,jornal,газе́та
568,Leben::N,vida,эряф
569,Leben::N,vida,эряма
570,Tod::N,morte,кулома́
571,Grab::N,túmulo,калма
572,Grab::N,sepultura,калма
573,Kirche::N,igreja,це́рькав
574,Sünde::N,pecado,пежеть
575,Sünde::N,pecado,муворкс
576,Gott::N,deus,шкай
577,Arbeiter::N,operário,трудендай
578,Arbeiter::N,operário,работник
579,Arbeiter::N,trabalhador,трудендай
580,Arbeiter::N,trabalhador,работник
581,Chef::N,chefe,азор
582,Chef::N,chefe,оцюня
583,Chef::N,patrão,азор
584,Chef::N,patrão,оцюня
585,Meister::N,mestre,мастяр
586,Arzt::N,médico,врач
587,Arzt::N,médico,доктор
588,Lehrer::N,professor,учи́тель
589,Geld::N,dinheiro,ярмакт
590,Geschäft::N,negócio,ладяфкс
591,Geschäft::N,negócio,ладяф тев
592,Laden::N,loja,ла́вка
593,Preis::N,preço,питне
594,Ware::N,mercadoria,миф
595,Ware::N,mercadoria,ра́маф
596,Nutzen::N,proveito,пара
597,Nutzen::N,proveito,лезкс
598,Reichtum::N,riqueza,ко́зяши
599,Welt::N,mundo,свет
600,Land::N,país,мастор
601,Staat::N,Estado,государства
602,König::N,rei,король
603,Macht::N,poder,азорондама
604,Macht::N,poder,азорксши
605,Macht::N,potência,азорондама
606,Macht::N,potência,азорксши
607,Grenze::N,fronteira,ёткаян
608,Krieg::N,guerra,война́
609,Feind::N,inimigo,душман
610,Feind::N,inimigo,каршек тюри
611,Gewalt::N,violência,наругама
612,Kampf::N,luta,тюрема́
613,Kampf::N,combate,тюрема́
614,Bogen[Waffe]::N,arco,нал
615,Pfeil::N,seta,нал
616,Pfeil::N,flecha,нал
617,Gewehr::N,espingarda,винто́вка
618,Fehler::N,erro,эльбядькс
619,Fehler::N,falha,эльбядькс
620,Lüge::N,mentira,васькафнема
621,Schaden::N,dano,зия́н
622,Schaden::N,estrago,зия́н
623,Unglück::N,desgraça,зия́н
624,Schuld::N,culpa,муворши
625,Alter::N,idade,эряф кизот
626,Alter::N,idade,эряфонь пинге
627,Schluss::N,fim,пе
628,Zeit::N,tempo,пинге
629,Tag::N,dia,ши
630,Morgen::N,manhã,шобдава
631,Mittag::N,meio-dia,шикучка
632,Abend::N,noite,иля́дь
633,Abend::N,tardinha,иля́дь
634,Nacht::N,noite,ве
635,Woche::N,semana,недя́ля
636,Monat::N,mês,ков
637,Jahr::N,ano,киза
638,Frühling::N,primavera,тунда́
639,Sommer::N,verão,киза
640,Herbst::N,outono,сёксе
641,Winter::N,inverno,тяла
642,Januar::N,Janeiro,кельмеков
643,Februar::N,Fevereiro,уфайков
644,März::N,Março,марайков
645,April::N,Abril,шудиков
646,Mai::N,Maio,панжиков
647,Juni::N,Junho,лямбеков
648,Juli::N,Julho,псиков
649,August::N,Agosto,сёроньков
650,September::N,Setembro,тюжягов
651,Oktober::N,Outubro,кельмазаков
652,November::N,Novembro,эйндамков
653,Dezember::N,Dezembro,кучкаков
654,Montag::N,segunda-feira,одговши
655,Dienstag::N,terça-feira,ша́вши
656,Mittwoch::N,quarta-feira,вержи
657,Donnerstag::N,quinta-feira,шува́ланя
658,Freitag::N,sexta-feira,пя́денця
659,Samstag::N,sábado,ёткши
660,Sonntag::N,domingo,таргоши
661,groß::A,grande,оцю
662,klein::A,pequeno,ёмла
663,lang::A,comprido,кува́ка
664,kurz::A,curto,нюрьхкя́ня
665,breit::A,largo,кели
666,schmal::A,estreito,тяйня
667,dicht::A,denso,сиде
668,dicht::A,denso,туста
669,dick[Gegenstand]::A,grosso,эчке
670,dünn::A,delgado,шува́ня
671,fein::A,fino,шува́ня
672,fein::A,subtil,шува́ня
673,fest::A,firme,кеме
674,fest::A,sólido,кеме
675,flach::A,plano,лапш
676,glatt::A,liso,вадяв
677,glatt::A,liso,такор
678,hart::A,duro,калгода
679,weich::A,mole,ляпе
680,rund::A,redondo,кру́глай
681,spitz::A,agudo,ботаз
682,spitz::A,agudo,оржа
683,scharf::A,afiado,оржа
684,stumpf::A,rombo,ношка
685,schwer::A,pesado,стака
686,schön::A,belo,мазы
687,schön::A,bonito,мазы
688,heiß::A,quente,пси
689,warm::A,quente,лямбе
690,kalt::A,frio,кельме
691,kühl::A,fresco,эше
692,frisch::A,fresco,свежай
693,feucht::A,húmido,летьке
694,nass::A,molhado,начка
695,trocken::A,seco,коське
696,voll::A,cheio,пяшксе
697,leer::A,vazio,шава
698,offen::A,aberto,панжада
699,offen::A,aberto,виде
700,geschlossen::A,fechado,пякстаф
701,geschlossen::A,fechado,сёлгф
702,sauber::A,limpo,ару
703,schmutzig::A,sujo,рда́зу
704,schmutzig::A,sujo,пя́ндра
705,roh::A,cru,верок
706,reif::A,maduro,ке́нерьф
707,lecker::A,delicioso,танцти
708,süß::A,doce,ламбама
709,bitter::A,amargo,сяпи
710,sauer::A,azedo,шапама
711,hell::A,claro,валда
712,dunkel::A,escuro,шобда
713,dunkel::A,sombrio,шобда
714,schwarz::A,preto,равжа
715,weiß::A,branco,акша
716,rot::A,vermelho,якстерь
717,gelb::A,amarelo,тюжя́
718,blau::A,azul,сенем
719,grün::A,verde,пиже
720,grün::A,verde,сянгяря
721,grau::A,cinzento,уле
722,bunt::A,colorido,сёрмав
723,billig::A,barato,у́цез
724,billig::A,barato,аф пи́тни
725,teuer::A,caro,пи́тни
726,wertvoll::A,valioso,питни
727,wertvoll::A,precioso,питни
728,blind::A,cego,сокор
729,taub::A,surdo,пярав
730,kräftig::A,forte,пяк вии
731,kräftig::A,poderoso,пяк вии
732,stark::A,forte,вии
733,stark::A,robusto,вии
734,schwach::A,débil,лафча
735,fett::A,gordo,куя́
736,schlank::A,esbelto,виде ронга
737,hübsch::A,giro,мазы
738,hübsch::A,bonito,мазы
739,böse::A,mau,кяжи
740,dumm::A,parvo,аф ёню
741,dumm::A,parvo,шава пря
742,dumm::A,estúpido,аф ёню
743,dumm::A,estúpido,шава пря
744,faul::A,preguiçoso,нола
745,fleißig::A,aplicado,ку́лхцонды
746,fleißig::A,diligente,ку́лхцонды
747,geizig::A,avarento,кирьжя
748,geizig::A,avarento,жаднай
749,klug::A,prudente,ёню
750,klug::A,prudente,пря́ви
751,klug::A,inteligente,ёню
752,klug::A,inteligente,пря́ви
753,geschickt::A,hábil,маштозь тиф
754,lieb::A,caro,цебярь
755,lieb::A,querido,цебярь
756,lustig::A,alegre,ра́хси
757,sanft::A,suave,сетьме
758,sanft::A,brando,сетьме
759,hungrig::A,faminto,вача
760,hungrig::A,faminto,вачеда
761,krank::A,doente,сяряди
762,krank::A,enfermo,сяряди
763,nackt::A,nu,штада
764,nackt::A,nu,кърхтапа
765,nackt::A,despido,штада
766,nackt::A,despido,кърхтапа
767,traurig::A,triste,ла́жнай
768,lebendig::A,vivo,эряй
769,gut::A,bom,пара
770,gut::A,bom,цебярь
771,schlecht::A,mau,кальдяв
772,schlecht::A,ruim,кальдяв
773,richtig::A,justo,виде
774,richtig::A,correcto,виде
775,schlimm::A,mau,кальдяв
776,schlimm::A,grave,кальдяв
777,wahr::A,verdadeiro,афкуксонь
778,alt::A,velho,ташта
779,alt::A,antigo,ташта
780,neu::A,novo,од
781,ehemalig::A,antigo,и́нгольдень
782,alt[Lebewesen]::A,velho,сире
783,jung::A,jovem,од
784,arm::A,pobre,а́шу
785,reich::A,rico,козя
786,bekannt::A,conhecido,содаф
787,berühmt::A,famoso,содавикс
788,berühmt::A,célebre,содавикс
789,fremd::A,alheio,лия
790,fremd::A,alheio,аф содаф
791,fremd::A,estranho,лия
792,fremd::A,estranho,аф содаф
793,verschieden::A,diverso,аф фкя ла́цонь
794,verschieden::A,diferente,аф фкя ла́цонь
795,nah::A,próximo,мала
796,nah::A,próximo,аф ичкоздень
797,fern::A,remoto,и́чкоздень
798,fern::A,remoto,куна́рдонь
799,fern::A,distante,и́чкоздень
800,fern::A,distante,куна́рдонь
801,linker::A,esquerdo,кержи
802,rechter::A,direito,види
803,anderer::A,outro,лия
804,erster::A,primeiro,васенце
805,zweiter::A,segundo,омбоце
806,dritter::A,terceiro,колмоце
807,letzter::A,final,ме́кольце
808,letzter::A,último,ме́кольце
809,allein::ADV,só,ськамонза
810,auf einmal::ADV,de vez,вихцок
811,zusammen::ADV,juntos,марс
812,zusammen::ADV,juntos,ма́рса
813,lange::ADV,muito tempo,кува́тьс
814,plötzlich::ADV,de repente,а́пак учт
815,sofort::ADV,imediatamente,тяникиге
