,Concept_ID,uz,be
71,Boden::N,tuproq,глеба
72,Erde::N,er,зямля
73,Staub::N,chang,пыл
74,Rauch::N,tutun,дым
75,Funke::N,yalt,іскра
76,Feuer::N,o't,агонь
77,Licht::N,yorug',святло
78,Schatten::N,soya,цень
79,Wetter::N,havo,пагода
80,Wetter::N,havo,надворʼе
81,Nebel::N,tuman,туман
82,Wolke::N,bulut,воблака
83,Regen::N,yomg'ir,дождж
84,Schnee::N,qor,снег
85,Eis::N,muz,лёд
86,Frost::N,ajoz,мароз
87,Kälte::N,ajoz,холад
88,Hitze::N,issiq,спёка
89,Raureif::N,qirov,іней
90,Regenbogen::N,kamalak,вясёлка
91,Donner::N,guldur,гром
92,Strömung::N,oqim,цячэнне
93,Tropfen::N,tomchi,кропля
94,Schaum::N,ko'pik,пена
95,Schmutz::N,gard,гразь
96,See::N,ko'l,возера
97,Sumpf::N,botqoq,багна
98,Moor::N,qir-adir,балота
99,Wiese::N,o'tzor,луг
100,Wald::N,o'rmon,лес
101,Hügel::N,tepa,узгорак
102,Anhöhe::N,adir,узвышша
103,Berg::N,tog',гара
104,Gipfel::N,cho'qqi,вяршыня
105,Höhle::N,kavak,пячора
106,Abhang::N,to'sh,схіл
107,Quelle::N,buloq,крыніца
108,Bach::N,o'zan,ручай
109,Fluss::N,daryo,рака
110,Ufer::N,sohil,бераг
111,Küste::N,qirg'oq,узбярэжжа
112,Festland::N,materik,суша
113,Meer::N,dengiz,мора
114,Bucht::N,qo'ltiq,бухта
115,Insel::N,orol,востраў
116,Blume::N,gul,кветка
117,Gras::N,sabza,трава
118,Wurzel::N,tub,корань
119,Wurzel::N,tomir,корань
120,Baum::N,daraxt,дрэва
121,Stamm::N,o'simta,ствол
122,Rinde::N,qobiq,кара
123,Ast::N,shox,сук
124,Zweig::N,butoq,галіна
125,Blatt::N,barg,ліст
126,Birke::N,qayin,бяроза
127,Kiefer[Baum]::N,qarag'ay,хвоя
128,Kiefer[Baum]::N,qarag'ay,сасна
129,Weide[Baum]::N,shum,вярба
130,Tanne::N,archa,яліна
131,Horn::N,mugiz,рог
132,Feder::N,par,пяро
133,Fell::N,mo'yna,шкура
134,Flügel::N,qanot,крыло
135,Klaue::N,tirnoq,кіпцюр
136,Kralle::N,tirnoq,лапа
137,Schwanz::N,quyruq,хвост
138,Ei::N,tuxum,яйка
139,Nest::N,oshyon,гняздо
140,Bau::N,o'pqon,нара
141,Tier::N,hayvon,жывёла
142,Herde::N,gala,статак
143,Kuh::N,inak,карова
144,Bulle::N,ho'kiz,бык
145,Pferd::N,ot,конь
146,Schaf::N,qo'y,авечка
147,Schwein::N,cho'chqa,свіння
148,Hund::N,it,сабака
149,Katze::N,mushuk,кошка
150,Bär::N,ayiq,мядзведзь
151,Eichhörnchen::N,tiyin,вавёрка
152,Elch::N,los,лось
153,Fuchs::N,tulki,ліса
154,Hase::N,kuyon,заяц
155,Maus::N,sichqon,мыш
156,Wolf::N,bo'ri,воўк
157,Vogel::N,qush,птах
158,Vogel::N,qush,птушка
159,Schwarm::N,to'da,чарада
160,Huhn::N,tovuq,курыца
161,Hahn::N,xo'roz,певень
162,Gans::N,g'oz,гусь
163,Adler::N,burgut,арол
164,Ente::N,o'rdak,качка
165,Eule::N,boyo'g'li,сава
166,Kranich::N,turna,жораў
167,Kranich::N,turna,журавель
168,Krähe::N,qarg'a,варона
169,Kuckuck::N,kakku,зязюля
170,Schwan::N,oqkush,лебедзь
171,Fisch::N,baliq,рыба
172,Barsch::N,olabug'a,акунь
173,Hecht::N,cho'rtan,шчупак
174,Schlange[Tier]::N,ilon,змяя
175,Wurm::N,qurt,чарвяк
176,Spinne::N,o'rgimchak,павук
177,Ameise::N,chumoli,мурашка
178,Laus::N,bit,вош
179,Mücke::N,chivin,камар
180,Fliege::N,pashsha,муха
181,Schmetterling::N,kapalak,матыль
182,Beere::N,meva,ягада
183,Apfel::N,olma,яблык
184,Pilz::N,qo'ziqorin,грыб
185,Zwiebel::N,piyoz,цыбуля
186,Saat::N,äkin,семя
187,Korn::N,zarra,зерне
188,Heu::N,xashak,сена
189,Schale::N,po'choq,шалупінне
190,Grube::N,co'ra,яма
191,Falle::N,qopqon,пастка
192,Schlinge::N,sirtmoq,сіло
193,Spur::N,iz,след
194,Asche::N,kul,попел
195,Dreck::N,kir,бруд
196,Eisen::N,temir,жалеза
197,Gold::N,tilla,золата
198,Silber::N,kumush,сребра
199,Kohle::N,ko'mir,вугаль
200,Glas::N,oyna,шкло
201,Lehm::N,loy,гліна
202,Sand::N,qum,пясок
203,Mensch::N,odam,чалавек
204,Mann::N,ärkak,мужчына
205,Frau::N,ayol,жанчына
206,Kind::N,bola,дзіця
207,Kind::N,kichkintoy,дзіця
208,Junge::N,bola,хлопчык
209,Mädchen::N,qiz,дзяўчынка
210,Familie::N,oila,сямʼя
211,Großvater::N,buva,дзядуля
212,Großvater::N,katta ota,дзядуля
213,Großmutter::N,buvi,бабуля
214,Großmutter::N,katta oyi,бабуля
215,Eltern::N,ota-ona,бацькі
216,Vater::N,ota,бацька
217,Mutter::N,ona,маці
218,Sohn::N,o'g'il,сын
219,Tochter::N,qiz,дачка
220,Bruder::N,og'a,брат
221,Bruder::N,uka,брат
222,Schwester::N,opa,сястра
223,Schwester::N,singil,сястра
224,Onkel::N,amaki,дзядзька
225,Tante::N,amma,цётка
226,Tante::N,xola,цётка
227,Ehemann::N,är,муж
228,Ehefrau::N,rafiqa,жонка
229,Freude::N,ayish,радасць
230,Gelächter::N,kulgi,смех
231,Glück::N,saodat,шчасце
232,Kummer::N,g'am,гора
233,Wunsch::N,orzu,жаданне
234,Lust::N,rag'bat,цяга
235,Geist::N,ruh,дух
236,Gedanke::N,fikr,думка
237,Gedächtnis::N,äs,памяць
238,Verstand::N,aql,розум
239,Sinn::N,ma'ni,сэнс
240,Grund::N,sabab,зачэпка
241,Wahrheit::N,haq,праўда
242,Gespräch::N,gap,размова
243,Märchen::N,ärtak,казка
244,Erzählung::N,rivoyat,расказ
245,Erzählung::N,rivoyat,апавяданне
246,Nachricht::N,xabar,вестка
247,Nachricht::N,xabar,паведамленне
248,Neuigkeit::N,yangilik,навіна
249,Name::N,ot,імя
250,Rätsel::N,topishmoq,загадка
251,Rede::N,nutq,прамова
252,Sprache::N,til,мова
253,Stimme::N,ovoz,голас
254,Wort::N,so'z,слова
255,Zeichen::N,alomat,знак
256,Ruf::N,chaqiriq,кліч
257,Lärm::N,taraq,шум
258,Laut::N,tovush,гук
259,Ton::N,un,гучанне
260,Lied::N,ashula,песня
261,Ruhe::N,tinchlik,спакой
262,Leute::N,xaloyiq,людзі
263,Volk::N,xalq,народ
264,Arbeit::N,ish,праца
265,Arbeit::N,ish,работа
266,Gast::N,mehmon,госць
267,Geschenk::N,hadya,падарунак
268,Spiel::N,o'yin,гульня
269,Gesellschaft::N,jamiyat,таварыства
270,Hilfe::N,yordam,дапамога
271,Freund::N,do'st,друг
272,Freund::N,do'st,сябар
273,Kamerad::N,yo'ldosh,прыяцель
274,Angelegenheit::N,daxl,справа
275,Anzahl::N,son,колькасць
276,Art::N,tur,від
277,Stück::N,parcha,кусок
278,Stück::N,parcha,кавалак
279,Teil::N,bo'lak,частка
280,Hälfte::N,yarim,палова
281,Hälfte::N,yarim,палавіна
282,Kreis::N,aylana,круг
283,Kreuz::N,xoch,крыж
284,Linie::N,liniya,лінія
285,Strich::N,chiziq,рыса
286,Abstand::N,oralik,прамежак
287,Entfernung::N,uzoqlik,адлегласць
288,Gegend::N,yer,мясцовасць
289,Platz::N,oralig,месца
290,Ort::N,joy,месца
291,Seite::N,yon,бок
292,Mitte::N,o'rta,сярэдзіна
293,Gegenstand::N,ashyo,прадмет
294,Sache::N,buyum,рэч
295,Rand::N,chek,край
296,Kante::N,tig',руб
297,Kante::N,tig',кант
298,Ecke::N,burchak,вугал
299,Spitze::N,uch,кончык
300,Ende::N,oxir,канец
301,Loch::N,teshik,дзірка
302,Winkel::N,go'sha,вугал
303,Muster::N,nusha,узор
304,Größe::N,kattalik,памер
305,Länge::N,uzunlik,даўжыня
306,Höhe::N,yuksaklik,вышыня
307,Gewicht::N,solmoq,вага
308,Menge::N,miqdor,колькасць
309,Haufen::N,uyum,куча
310,Reihe::N,saf,рад
311,Boot::N,qayiq,лодка
312,Ruder::N,äshkak,вясло
313,Schlitten::N,chana,сані
314,Ski::N,chang'i,лыжа
315,Lagerfeuer::N,gulxan,вогнішча
316,Last::N,yuk,цяжар
317,Gang::N,yurish,ход
318,Schritt::N,qadam,шаг
319,Schritt::N,qadam,крок
320,Norden::N,shimol,поўнач
321,Süden::N,janub,поўдзень
322,Westen::N,g'arb,захад
323,Osten::N,sharq,усход
324,Holz::N,yog'och,дрэва
325,Holz::N,yog'och,драўніна
326,Brett::N,taxta,дошка
327,Platte::N,tabaqa,пліта
328,Stütze::N,tayanchi,падпорка
329,Stange::N,qo'noq,жэрдка
330,Stock::N,tayoq,палка
331,Stab::N,gavron,шост
332,Rohr::N,tarnov,труба
333,Haus::N,uy,дом
334,Heim::N,makon,дом
335,Heim::N,makon,хата
336,Ofen::N,pechka,печ
337,Fußboden::N,pol,падлога
338,Tisch::N,mosa,стол
339,Stuhl::N,o'rindiq,стул
340,Stuhl::N,o'rindiq,крэсла
341,Wiege::N,beshik,калыска
342,Bett::N,yotoq,ложак
343,Bett::N,yotoq,пасцель
344,Regal::N,tokcha,паліца
345,Kiste::N,sandiq,скрынка
346,Fenster::N,deraza,акно
347,Tür::N,äshik,дзверы
348,Tor::N,darvoza,вароты
349,Zaun::N,panjara,агароджа
350,Dach::N,tom,дах
351,Leiter::N,narvon,лесвіца
352,Besen::N,supurgi,мятла
353,Spaten::N,bel,лапата
354,Spaten::N,bel,жалязняк
355,Schaufel::N,kurak,шуфлік
356,Schaufel::N,kurak,лапатка
357,Gabel::N,bilka,відэлец
358,Löffel::N,qoshiq,лыжка
359,Messer::N,pichoq,нож
360,Nagel::N,mix,цвік
361,Netz::N,to'r,сетка
362,Haken::N,ilgak,крук
363,Griff::N,sop,ручка
364,Griff::N,tutqich,ручка
365,Schloss::N,qulf,замок
366,Bild::N,rasm,карціна
367,Figur::N,shakl,фігура
368,Puppe::N,ko'g'irchoq,лялька
369,Beutel::N,to'rva,мяшок
370,Bündel::N,bog'lam,вязка
371,Tasche::N,kissa,торба
372,Eimer::N,chelak,вядро
373,Deckel::N,qopqoq,накрыўка
374,Geschirr::N,idish,пасуда
375,Sack::N,qop,мех
376,Tasse::N,piyola,кубак
377,Topf::N,tuvak,каструля
378,Kessel::N,qozon,кацёл
379,Essen::N,tomoq,ежа
380,Nahrung::N,emak,харч
381,Speise::N,taom,страва
382,Fleisch::N,go'sht,мяса
383,Getreide::N,g'alla,збожжа
384,Brei::N,bo'tqa,каша
385,Brot::N,non,хлеб
386,Scheibe::N,disk,луста
387,Scheibe::N,disk,скібка
388,Fett::N,moy,тлушч
389,Butter::N,yog',масла
390,Öl::N,moy,алей
391,Salz::N,tuz,соль
392,Suppe::N,sho'rva,суп
393,Honig::N,asal,мёд
394,Milch::N,sut,малако
395,Tee::N,choy,чай
396,Tee::N,choy,гарбата
397,Leder::N,charm,скура
398,Wolle::N,jun,воўна
399,Stoff::N,mato,тканіна
400,Nadel::N,igna,іголка
401,Faden::N,ip,нітка
402,Knopf::N,tugma,гузік
403,Knoten::N,tugun,вузел
404,Farbe::N,bo'yok,фарба
405,Kleidung::N,kiyim,адзенне
406,Hemd::N,ko'ylak,кашуля
407,Kragen::N,yoqa,каўнер
408,Ärmel::N,yeng,рукаў
409,Hose::N,shim,штаны
410,Gürtel::N,tasma,пояс
411,Mütze::N,shapka,шапка
412,Schuh::N,but,чаравік
413,Stiefel::N,botinka,бот
414,Ring::N,yuzuk,кольца
415,Band::N,rishta,стужка
416,Kamm::N,taroq,расчоска
417,Spiegel::N,ko'zgu,люстра
418,Riemen::N,qayish,рэмень
419,Schnur::N,bog'ich,вяроўка
420,Leine::N,etak,павадок
421,Decke::N,odyol,коўдра
422,Kissen::N,yostiq,падушка
423,Tuch::N,gazlama,хустка
424,Handtuch::N,sochiq,ручнік
425,Kraft::N,kuch,сіла
426,Stärke::N,quvvat,моц
427,Gesundheit::N,sog'lik,здароўе
428,Krankheit::N,kasallik,хвароба
429,Schmerz::N,og'riq,боль
430,Wunde::N,yara,рана
431,Fieber::N,bezgak,гарачка
432,Fieber::N,bezgak,ліхаманка
433,Arznei::N,dori,лекі
434,Brücke::N,ko'prik,мост
435,Brunnen::N,buloq,калодзеж
436,Weide::N,yaylov,паша
437,Pfad::N,dorojka,сцежка
438,Weg::N,yo'l,шлях
439,Weg::N,yo'l,дарога
440,Straße::N,ko'cha,вуліца
441,Dorf::N,ovul,вёска
442,Stadt::N,shahar,горад
443,Brief::N,maktub,ліст
444,Brief::N,maktub,пісьмо
445,Buch::N,kitob,кніга
446,Buchstabe::N,harf,літара
447,Zeitung::N,gazet,газета
448,Leben::N,hayot,жыццё
449,Tod::N,o'lim,смерць
450,Grab::N,go'r,магіла
451,Kirche::N,cherkov,касцёл
452,Kirche::N,cherkov,царква
453,Sünde::N,gunoh,грэх
454,Gott::N,olloh,бог
455,Arbeiter::N,ishchi,рабочы
456,Chef::N,rais,начальнік
457,Meister::N,usta,майстар
458,Arzt::N,hakim,урач
459,Lehrer::N,muallim,настаўнік
460,Geld::N,pul,грошы
461,Geschäft::N,savdo,заняцце
462,Laden::N,do'kon,крама
463,Laden::N,do'kon,магазін
464,Preis::N,baho,цана
465,Ware::N,mol,тавар
466,Nutzen::N,foyda,выгада
467,Reichtum::N,boylik,багацце
468,Welt::N,olam,свет
469,Land::N,o'lka,краіна
470,Staat::N,davlat,дзяржава
471,König::N,qirol,кароль
472,Macht::N,iqtidor,улада
473,Grenze::N,chegara,граніца
474,Krieg::N,harb,вайна
475,Feind::N,dushman,вораг
476,Gewalt::N,zo'rlik,насілле
477,Kampf::N,kurash,барацьба
478,Bogen[Waffe]::N,yoy,лук
479,Pfeil::N,o'q,страла
480,Gewehr::N,vintovka,ружжо
481,Fehler::N,xato,памылка
482,Lüge::N,yolg'on,хлусня
483,Schaden::N,ziyon,шкода
484,Unglück::N,balo,ліха
485,Unglück::N,balo,бядота
486,Schuld::N,ayb,віна
487,Alter::N,yosh,узрост
488,Schluss::N,tamom,канец
489,Zeit::N,vaqt,час
490,Tag::N,kun,дзень
491,Morgen::N,saboh,ранак
492,Morgen::N,saboh,раніца
493,Mittag::N,kun tushlik,паўдня
494,Mittag::N,kun tushlik,поўдзень
495,Abend::N,oqshom,вечар
496,Nacht::N,tun,ноч
497,Woche::N,hafta,тыдзень
498,Monat::N,oy,месяц
499,Jahr::N,yil,год
500,Frühling::N,bahor,вясна
501,Sommer::N,yoz,лета
502,Herbst::N,kuz,восень
503,Herbst::N,xazon,восень
504,Winter::N,qish,зіма
505,Januar::N,yanvar',студзень
506,Februar::N,fevral',люты
507,März::N,mart,сакавік
508,April::N,aprel',красавік
509,Mai::N,may,май
510,Mai::N,may,травень
511,Juni::N,iyun',чэрвень
512,Juli::N,iyul',ліпень
513,August::N,avgust,жнівень
514,September::N,sentyabr',верасень
515,Oktober::N,oktyabr',кастрычнік
516,November::N,noyabr',лістапад
517,Dezember::N,dekabr',снежань
518,Montag::N,dushanba,панядзелак
519,Dienstag::N,seshanba,аўторак
520,Mittwoch::N,chorshanba,серада
521,Donnerstag::N,payshanba,чацвер
522,Freitag::N,juma,пятніца
523,Samstag::N,shanba,субота
524,Sonntag::N,yakshanba,нядзеля
525,groß::A,buyuk,вялікі
526,klein::A,kichik,маленькі
527,lang::A,uzun,доўгі
528,kurz::A,qisqa,кароткі
529,breit::A,keng,шырокі
530,schmal::A,änsiz,вузкі
531,dicht::A,quyuq,густы
532,dick[Gegenstand]::A,qalin,тоўсты
533,dünn::A,ingichka,тонкі
534,fein::A,mayin,тонкі
535,fest::A,qattiq,моцны
536,flach::A,yalpoq,плоскі
537,glatt::A,tekis,гладкі
538,hart::A,qattiq,цвёрды
539,weich::A,yumshoq,мяккі
540,rund::A,yumaloq,круглы
541,spitz::A,uchli,спічасты
542,spitz::A,uchli,востраканцовы
543,scharf::A,keskir,востры
544,stumpf::A,to'mtoq,тупы
545,schwer::A,salmoqli,цяжкі
546,schön::A,go'zal,прыгожы
547,heiß::A,qiziq,гарачы
548,warm::A,issiq,цёплы
549,kalt::A,sovuq,холадны
550,kühl::A,salqin,халаднаваты
551,frisch::A,toza,свежы
552,feucht::A,namli,вільготны
553,nass::A,nam,мокры
554,trocken::A,quruq,сухі
555,voll::A,to'la,поўны
556,leer::A,puch,пусты
557,offen::A,ochiq,адкрыты
558,offen::A,ochiq,адчынены
559,geschlossen::A,berk,закрыты
560,geschlossen::A,berk,зачынены
561,sauber::A,ozoda,чысты
562,schmutzig::A,kir,брудны
563,roh::A,xom,сыры
564,reif::A,pishiq,спелы
565,lecker::A,shirin,смачны
566,süß::A,shirin,салодкі
567,bitter::A,achchiq,горкі
568,sauer::A,achchiq,кіслы
569,hell::A,yorug',светлы
570,dunkel::A,qorong'i,цёмны
571,schwarz::A,qora,чорны
572,weiß::A,oq,белы
573,rot::A,qizil,чырвоны
574,gelb::A,sariq,жоўты
575,blau::A,zangori,сіні
576,grün::A,yashil,зялёны
577,grau::A,bo'z,шэры
578,bunt::A,ola,пяресты
579,billig::A,arzon,танны
580,teuer::A,qimmat,дарагі
581,wertvoll::A,qimmat,цэнны
582,wertvoll::A,qimmat,каштоўны
583,blind::A,ko'r,сляпы
584,taub::A,garang,глухі
585,kräftig::A,kuchli,магутны
586,stark::A,quvvatli,сільны
587,schwach::A,kuchsiz,слабы
588,fett::A,semiz,тлусты
589,schlank::A,ingichka,стройны
590,hübsch::A,ko'rkam,чароўны
591,böse::A,yovuz,злы
592,dumm::A,aqlsiz,дурны
593,faul::A,ärinchak,лянівы
594,fleißig::A,ishchan,руплівы
595,geizig::A,qurumsoq,прагны
596,klug::A,oqil,разумны
597,geschickt::A,äpchil,умелы
598,lieb::A,aziz,мілы
599,lustig::A,chaqchaq,вясёлы
600,sanft::A,asta,ласкавы
601,hungrig::A,och,галодны
602,krank::A,kasal,хворы
603,nackt::A,yalang,голы
604,traurig::A,xafa,сумны
605,lebendig::A,hayotiy,жывы
606,gut::A,soz,добры
607,schlecht::A,yomon,кепскі
608,richtig::A,rost,правільны
609,schlimm::A,yovuz,агідны
610,wahr::A,haqiqiy,сапраўдны
611,alt::A,äski,стары
612,neu::A,yangi,новы
613,ehemalig::A,sobiq,былы
614,alt[Lebewesen]::A,qari,стары
615,jung::A,navqiron,малады
616,arm::A,abgor,бедны
617,reich::A,boy,багаты
618,bekannt::A,ma'lum,знаёмы
619,berühmt::A,mashhur,славуты
620,fremd::A,yot,чужы
621,verschieden::A,turli,розны
622,nah::A,yaqindagi,блізкі
623,fern::A,uzoq,далёкі
624,linker::A,so'l,левы
625,rechter::A,o'ng,правы
626,anderer::A,boshqa,іншы
627,anderer::A,boshqa,другі
628,erster::A,birinchi,першы
629,zweiter::A,ikkinchi,другі
630,dritter::A,uchinchi,трэці
631,letzter::A,oxirgi,апошні
632,allein::ADV,o'zicha,сам
633,allein::ADV,o'zicha,адзін
634,auf einmal::ADV,varakay,адразу
635,zusammen::ADV,barobar,разам
636,lange::ADV,uzoq,доўга
637,plötzlich::ADV,qo'qqisdan,раптам
638,sofort::ADV,darrov,зараз
639,später::ADV,so'ngra,пазней
640,jetzt::ADV,hozirgina,цяпер
641,heute::ADV,bugun,сёння
642,morgen::ADV,ärta,заўтра
643,bald::ADV,toz,хутка
644,bald::ADV,toz,неўзабаве
645,dann::ADV,keyin,потым
646,gestern::ADV,kecha,учора
647,einst::ADV,avvallari,аднойчы
648,damals::ADV,ugal,тады
649,danach::ADV,so'ngra,затым
650,vorher::ADV,avval,раней
651,zuerst::ADV,avval,спярша
652,zuerst::ADV,avval,спачатку
653,einmal::ADV,bir marta,адзін раз
654,manchmal::ADV,onda-sonda,часам
655,oft::ADV,tez-tez,часта
656,immer::ADV,har vaqt,заўсёды
657,niemals::ADV,hargiz,ніколі
658,hier::ADV,shu erda,тут
659,hierhin::ADV,beri,сюды
660,von hier::ADV,shu erdan,адсюль
661,von hier::ADV,shu erdan,адгэтуль
662,dort::ADV,ana,там
663,dorthin::ADV,u yerga,туды
664,geradeaus::ADV,to'g'ri,прама
665,vorwärts::ADV,ilgari,наперад
666,rückwärts::ADV,qoloq,назад
667,zurück::ADV,orqada,назад
668,unten::ADV,pastda,унізе
669,hinab::ADV,tubanga,уніз
670,oben::ADV,ustida,угары
671,oben::ADV,ustida,наверсе
672,hinauf::ADV,yuqorida,угару
673,überall::ADV,har erda,усюды
674,nicht::ADV,ämas,не
675,ein wenig::ADV,biroz,трошкі
676,kaum::ADV,arang,ледзьве
677,sehr::ADV,ancha,вельмі
678,so::ADV,shunday,так
679,noch::ADV,hali,яшчэ
680,nur::ADV,yolg'iz,толькі
681,schon::ADV,endi,ужо
682,wieder::ADV,yana,зноў
683,vergebens::ADV,bekorga,дарма
684,vergebens::ADV,bekorga,дарэмна
685,vor::PRP,burun,перад
686,hinter::PRP,ketida,за
687,hinter::PRP,ketida,ззаду
688,unter::PRP,ostida,пад
689,durch::PRP,bo'ylab,праз
690,neben::PRP,yonida,каля
691,zwischen::PRP,orada,між
692,zwischen::PRP,orada,паміж
693,wegen::PRP,sababli,з-за
694,dies::PRN,o'sha,гэта
695,das::PRN,narigi,тое
696,alles::PRN,har nima,усё
697,ich::PRN,men,я
698,du::PRN,sen,ты
699,er::PRN,u,ён
700,wir::PRN,biz,мы
701,ihr::PRN,siz,вы
702,sie::PRN,ular,яны
703,was::FPRN,nima,што
704,wer::FPRN,kim,хто
705,wo::FADV,qaerda,дзе
706,wohin::FADV,qayerga,куды
707,wie::FADV,qanday,як
708,warum::FADV,nega,чаму
709,wieviel::FNUM,qancha,колькі
710,eins::NUM,bir,адзін
711,zwei::NUM,ikki,два
712,drei::NUM,uch,тры
713,vier::NUM,to'rt,чатыры
714,fünf::NUM,besh,пяць
715,sechs::NUM,olti,шесць
716,sieben::NUM,etti,сем
717,acht::NUM,sakkiz,восем
718,neun::NUM,to'qqiz,дзевяць
719,zehn::NUM,o'n,дзесяць
720,elf::NUM,o'n bir,адзінаццаць
721,zwölf::NUM,o'n ikki,дванаццаць
722,zwanzig::NUM,yigirma,дваццаць
723,dreißig::NUM,o'ttiz,трыццаць
724,vierzig::NUM,qirq,сорак
725,fünfzig::NUM,ällik,пядзесят
726,sechzig::NUM,oltmish,шесдзесят
727,siebzig::NUM,etmish,семдзесят
728,achtzig::NUM,sakson,восемдзесят
729,neunzig::NUM,to'qson,дзевяноста
730,hundert::NUM,yuz,сто
731,tausend::NUM,ming,тысяча
732,und::CNJ,va,і
733,und::CNJ,va,ды
734,oder::CNJ,yo,або
735,stehen::V,turmoq,стаяць
736,sitzen::V,o'tirmoq,сядзець
737,liegen::V,yotmoq,ляжаць
738,hängen::V,osilmoq,вісець
739,werden::V,bo'lmoq,стаць
740,werden::V,bo'lmoq,зрабіцца
741,passieren::V,bo'lib o'tmoq,трапіцца
742,beginnen::V,boshlanmoq,пачацца
743,enden::V,bitmoq,кончыцца
744,wechseln::V,o'zgarmoq,мяняцца
745,aufgehen[Sonne]::V,chiqmoq,узысці
746,untergehen[Sonne]::V,botmoq,зайсці
747,scheinen[Sonne]::V,yaraqlamoq,свяціць
748,donnern::V,gulduramoq,грымець
749,wehen::V,elpimoq,дзьмуць
750,strömen::V,oqmoq,ліцца
751,fließen::V,oqmoq,цячы
752,sich drehen::V,aylanmoq,круціцца
753,sich drehen::V,aylanmoq,варочацца
754,schwanken::V,qoqilmoq,хістацца
755,schwingen::V,lopillamoq,гайдацца
756,schwingen::V,lopillamoq,калыхацца
757,fallen::V,tushmoq,падаць
758,brennen::V,yonmoq,гарэць
759,rauchen::V,tutamoq,дымець
760,regnen::V,yomg'ir yog'moq,дажджыць
761,gefrieren::V,muzlamoq,замерзнуць
762,tauen::V,ärimoq,раставаць
763,schmelzen::V,ärimoq,плавіцца
764,trocknen::V,qurimoq,сохнуць
765,sieden::V,qaynamoq,кіпець
766,faulen::V,chirimoq,гнісці
767,verfaulen::V,chirimoq,згнісці
768,reißen::V,qayt qilmoq,ірвацца
769,versinken::V,g'arq bo'lmoq,тануць
770,vergehen::V,o'tmoq,праходзіць
771,erscheinen::V,zuhur ätmoq,зʼявіцца
772,verschwinden::V,yo'qolmoq,знікнуць
773,sinken::V,pasaymoq,спадаць
774,abnehmen::V,kamaymoq,паменшыцца
775,zunehmen::V,urchimoq,павялічвацца
776,steigen::V,oshmoq,паднімацца
777,wachsen::V,o'smoq,расці
778,glänzen::V,porlamoq,блішчаць
779,funkeln::V,yalt ätmoq,бліскаць
780,lärmen::V,taraq ätmoq,шумець
781,läuten::V,jiringlamoq,званіць
782,klingeln::V,jiringlamoq,званіць
783,klirren::V,sharaqlamoq,бразгаць
784,brausen::V,vag'illamoq,бушаваць
785,rauschen::V,shitirlamoq,шастаць
786,klingen::V,yangramoq,гучаць
787,bellen::V,hurmoq,брахаць
788,heulen::V,uvlamoq,выць
789,blasen::V,puflamoq,дзьмухнуць
790,pfeifen::V,xushtak chalmoq ,свістаць
791,schreien::V,qiyqirmoq,крычаць
