,Concept_ID,,no
477,Kampf::N,,kamp
478,Bogen[Waffe]::N,,bue
479,Pfeil::N,,pil
480,Gewehr::N,,gevær
481,Fehler::N,,feil
482,Lüge::N,,løgn
483,Schaden::N,,skade
484,Unglück::N,,uhell
485,Schuld::N,,skyld
486,Alter::N,,alder
487,Schluss::N,,slutt
488,Zeit::N,,tid
489,Tag::N,,dag
490,Morgen::N,,morgen
491,Mittag::N,,middag
492,Abend::N,,aften
493,Nacht::N,,natt
494,Woche::N,,uke
495,Monat::N,,måned
496,Jahr::N,,år
497,Frühling::N,,vår
498,Sommer::N,,sommer
499,Herbst::N,,høst
500,Winter::N,,vinter
501,Januar::N,,januar
502,Februar::N,,februar
503,März::N,,mars
504,April::N,,april
505,Mai::N,,mai
506,Juni::N,,juni
507,Juli::N,,juli
508,August::N,,august
509,September::N,,september
510,Oktober::N,,oktober
511,November::N,,november
512,Dezember::N,,desember
513,Montag::N,,mandag
514,Dienstag::N,,tirsdag
515,Mittwoch::N,,onsdag
516,Donnerstag::N,,torsdag
517,Freitag::N,,fredag
518,Samstag::N,,lørdag
519,Sonntag::N,,søndag
520,groß::A,,stor
521,klein::A,,liten
522,lang::A,,lang
523,kurz::A,,kort
524,breit::A,,bred
525,schmal::A,,smal
526,dicht::A,,tett
527,dick[Gegenstand]::A,,tykk
528,dünn::A,,tynn
529,fein::A,,fin
530,fest::A,,fast
531,flach::A,,flat
532,glatt::A,,glatt
533,hart::A,,hard
534,weich::A,,myk
535,weich::A,,bløt
536,rund::A,,rund
537,spitz::A,,spiss
538,scharf::A,,kvass
539,stumpf::A,,stubb
540,schwer::A,,tung
541,schön::A,,pen
542,schön::A,,vakker
543,heiß::A,,het
544,warm::A,,varm
545,kalt::A,,kald
546,kühl::A,,kjølig
547,frisch::A,,fersk
548,feucht::A,,fuktig
549,nass::A,,våt
550,trocken::A,,tørr
551,voll::A,,full
552,leer::A,,tom
553,offen::A,,åpen
554,geschlossen::A,,lukket
555,sauber::A,,ren
556,schmutzig::A,,skitten
557,roh::A,,rå
558,reif::A,,moden
559,lecker::A,,lekker
560,süß::A,,søt
561,bitter::A,,besk
562,bitter::A,,bitter
563,sauer::A,,sur
564,hell::A,,lys
565,dunkel::A,,mørk
566,schwarz::A,,svart
567,weiß::A,,hvit
568,rot::A,,rød
569,gelb::A,,gul
570,blau::A,,blå
571,grün::A,,grønn
572,grau::A,,grå
573,bunt::A,,broket
574,billig::A,,billig
575,teuer::A,,dyr
576,wertvoll::A,,verdifull
577,blind::A,,blind
578,taub::A,,døv
579,kräftig::A,,kraftig
580,stark::A,,sterk
581,schwach::A,,svak
582,fett::A,,fet
583,schlank::A,,slank
584,hübsch::A,,pen
585,böse::A,,slem
586,dumm::A,,dum
587,faul::A,,lat
588,faul::A,,doven
589,fleißig::A,,flittig
590,geizig::A,,gjerrig
591,klug::A,,klok
592,geschickt::A,,hendig
593,geschickt::A,,skikket
594,lieb::A,,kjær
595,lieb::A,,snill
596,lustig::A,,morsom
597,sanft::A,,blid
598,hungrig::A,,sulten
599,krank::A,,syk
600,nackt::A,,naken
601,traurig::A,,sørgmodig
602,lebendig::A,,levende
603,gut::A,,god
604,schlecht::A,,dårlig
605,richtig::A,,riktig
606,schlimm::A,,slem
607,wahr::A,,sann
608,alt::A,,gammel
609,neu::A,,ny
610,ehemalig::A,,forhenværende
611,alt[Lebewesen]::A,,gammel
612,jung::A,,ung
613,arm::A,,fattig
614,reich::A,,rik
615,bekannt::A,,kjent
616,berühmt::A,,berømt
617,fremd::A,,fremmed
618,verschieden::A,,forskjellig
619,nah::A,,nær
620,fern::A,,fjern
621,linker::A,,venstre
622,rechter::A,,høyre
623,anderer::A,,annen
624,erster::A,,første
625,zweiter::A,,annen
626,dritter::A,,tredje
627,letzter::A,,sist
628,allein::ADV,,alene
629,auf einmal::ADV,,med ett
630,zusammen::ADV,,sammen
631,lange::ADV,,lenge
632,plötzlich::ADV,,plutselig
633,sofort::ADV,,straks
634,später::ADV,,senere
635,jetzt::ADV,,nå
636,heute::ADV,,i dag
637,morgen::ADV,,i morgen
638,bald::ADV,,snart
639,dann::ADV,,så
640,gestern::ADV,,i går
641,einst::ADV,,engang
642,damals::ADV,,den gang
643,danach::ADV,,deretter
644,vorher::ADV,,før
645,vorher::ADV,,i forveien
646,zuerst::ADV,,først
647,einmal::ADV,,en gang
648,manchmal::ADV,,somme tider
649,oft::ADV,,ofte
650,immer::ADV,,alltid
651,niemals::ADV,,aldri
652,hier::ADV,,her
653,hierhin::ADV,,hit
654,von hier::ADV,,herfra
655,dort::ADV,,der
656,dorthin::ADV,,dit
657,geradeaus::ADV,,rett fram
658,vorwärts::ADV,,fram
659,vorwärts::ADV,,framover
660,rückwärts::ADV,,baklengs
661,zurück::ADV,,tilbake
662,unten::ADV,,nede
663,hinab::ADV,,ned
664,hinab::ADV,,nedover
665,oben::ADV,,oppe
666,oben::ADV,,ovenpå
667,hinauf::ADV,,opp
668,hinauf::ADV,,oppover
669,überall::ADV,,overalt
670,nicht::ADV,,ikke
671,ein wenig::ADV,,litt
672,kaum::ADV,,neppe
673,sehr::ADV,,svært
674,so::ADV,,så
675,noch::ADV,,enda
676,nur::ADV,,bare
677,schon::ADV,,alt
678,schon::ADV,,allerede
679,wieder::ADV,,igjen
680,vergebens::ADV,,forgjeves
681,vor::PRP,,foran
682,vor::PRP,,utenfor
683,hinter::PRP,,bak
684,hinter::PRP,,bakom
685,unter::PRP,,under
686,durch::PRP,,gjennom
687,durch::PRP,,igjennom
688,neben::PRP,,ved siden av
689,zwischen::PRP,,mellom
690,wegen::PRP,,på grunn av
691,dies::PRN,,dette
692,das::PRN,,det
693,alles::PRN,,alt
694,ich::PRN,,jeg
695,du::PRN,,du
696,er::PRN,,han
697,wir::PRN,,vi
698,ihr::PRN,,dere
699,sie::PRN,,de
700,was::FPRN,,hva
701,wer::FPRN,,hvem
702,wo::FADV,,hvor
703,wohin::FADV,,hvor ... hen
704,wie::FADV,,hvordan
705,warum::FADV,,hvorfor
706,wieviel::FNUM,,hvor mye
707,eins::NUM,,en
708,eins::NUM,,ett
709,zwei::NUM,,to
710,drei::NUM,,tre
711,vier::NUM,,fire
712,fünf::NUM,,fem
713,sechs::NUM,,seks
714,sieben::NUM,,sju
715,acht::NUM,,åtte
716,neun::NUM,,ni
717,zehn::NUM,,ti
718,elf::NUM,,elleve
719,zwölf::NUM,,tolv
720,zwanzig::NUM,,tjue
721,dreißig::NUM,,tretti
722,vierzig::NUM,,førti
723,fünfzig::NUM,,femti
724,sechzig::NUM,,seksti
725,siebzig::NUM,,sytti
726,achtzig::NUM,,åtti
727,neunzig::NUM,,nitti
728,hundert::NUM,,hundre
729,tausend::NUM,,tusen
730,und::CNJ,,og
731,oder::CNJ,,eller
732,stehen::V,,stå
733,sitzen::V,,sitte
734,liegen::V,,ligge
735,hängen::V,,henge
736,werden::V,,bli
737,passieren::V,,skje
738,passieren::V,,hende
739,beginnen::V,,begynne
740,enden::V,,ende
741,enden::V,,slutte
742,wechseln::V,,veksle
743,aufgehen[Sonne]::V,,stå opp
744,untergehen[Sonne]::V,,gå ned
745,scheinen[Sonne]::V,,skinne
746,donnern::V,,tordne
747,wehen::V,,blåse
748,strömen::V,,strømme
749,fließen::V,,flyte
750,sich drehen::V,,dreie seg
751,schwanken::V,,svaie
752,schwingen::V,,svinge
753,fallen::V,,falle
754,brennen::V,,brenne
755,rauchen::V,,ryke
756,regnen::V,,regne
757,gefrieren::V,,fryse
758,tauen::V,,tine
759,schmelzen::V,,smelte
760,trocknen::V,,tørre
761,sieden::V,,koke
762,faulen::V,,råtne
763,verfaulen::V,,råtne
764,reißen::V,,briste
765,versinken::V,,synke
766,versinken::V,,synke ned
767,vergehen::V,,forløpe
768,erscheinen::V,,synes
769,verschwinden::V,,forsvinne
770,sinken::V,,synke
771,abnehmen::V,,avta
772,abnehmen::V,,minske
773,zunehmen::V,,tilta
774,steigen::V,,stige
775,wachsen::V,,gro
776,wachsen::V,,vokse
777,glänzen::V,,skinne
778,funkeln::V,,tindre
779,lärmen::V,,bråke
780,läuten::V,,ringe
781,klingeln::V,,ringe
782,klirren::V,,klirre
783,brausen::V,,bruse
784,rauschen::V,,suse
785,klingen::V,,lyde
786,klingen::V,,klinge
787,bellen::V,,gjø
788,bellen::V,,bjeffe
789,heulen::V,,ule
790,blasen::V,,blåse
791,pfeifen::V,,plystre
792,schreien::V,,skrike
793,stöhnen::V,,stønne
794,zittern::V,,dirre
795,zittern::V,,skjelve
796,leben::V,,leve
797,geboren werden::V,,fødes
798,atmen::V,,ånde
799,atmen::V,,puste
800,trinken::V,,drikke
801,essen::V,,spise
802,schlucken::V,,svelge
803,müde werden::V,,bli trett
804,einschlafen::V,,sovne
805,schlafen::V,,sove
806,aufwachen::V,,våkne
807,aufstehen::V,,stå opp
808,sich erholen::V,,bli bra
809,sich erholen::V,,komme seg
810,krank werden::V,,bli syk
811,krank sein::V,,være syk
812,schmerzen::V,,gjøre vondt
813,husten::V,,hoste
814,genesen::V,,komme seg
815,sterben::V,,dø
816,umkommen::V,,omkomme
817,sich bewegen::V,,bevege seg
818,sich rühren::V,,røre på seg
819,sich erheben::V,,reise seg
820,sich setzen::V,,sette sig
821,hinfallen::V,,falle over ende
822,laufen::V,,løpe
823,schreiten::V,,skride
824,spazierengehen::V,,spasere
825,spazierengehen::V,,gå en tur
826,eilen::V,,ile
827,sich beeilen::V,,skynde seg
828,sausen::V,,suse
829,rennen::V,,løpe
830,springen::V,,hoppe
831,springen::V,,springe
832,klettern::V,,klatre
833,schaukeln::V,,huske
834,kriechen::V,,krype
835,schwimmen::V,,svømme
836,tauchen::V,,dykke
837,rudern::V,,ro
838,fahren::V,,kjøre
839,fliegen::V,,fly
840,gehen::V,,gå
841,weggehen::V,,gå bort
842,abfahren::V,,reise
843,anhalten::V,,stanse
844,hineingehen::V,,gå inn
845,eintreten::V,,tre inn
846,kommen::V,,komme
847,ankommen::V,,ankomme
848,ankommen::V,,komme til
849,zurückkommen::V,,komme tilbake
850,bleiben::V,,bli
851,bleiben::V,,forbli
852,warten::V,,vente
853,erwarten::V,,vente
854,suchen::V,,søke
855,finden::V,,finne
856,versuchen::V,,prøve
857,versuchen::V,,forsøke
858,vorbereiten::V,,forberede
859,lieben::V,,elske
860,mögen::V,,like
861,lachen::V,,le
862,rühren::V,,røre
863,weinen::V,,gråte
864,schimpfen::V,,skjelle
865,sich ärgern::V,,ergre seg
866,sich fürchten::V,,være redd
867,fürchten::V,,være redd for
868,fliehen::V,,rømme
869,fliehen::V,,flykte
870,flüchten::V,,flykte
871,sehen::V,,se
872,anschauen::V,,se på
873,anschauen::V,,betrakte
874,ansehen::V,,anse
875,hören::V,,høre
876,zuhören::V,,tilhøre
877,probieren::V,,smake
878,probieren::V,,smake på
879,riechen::V,,lukte
880,fühlen::V,,føle
881,scheinen::V,,se ut
882,zu sehen sein::V,,synes
883,vernehmen::V,,få vite
884,frieren::V,,fryse
885,tun::V,,gjøre
886,können::V,,kunne
887,wollen::V,,ville
888,anfangen::V,,begynne
889,beenden::V,,avslutte
890,aufhören::V,,slutte
891,aufhören::V,,holde opp
892,gelingen::V,,lykkes
893,geraten::V,,bli
894,öffnen::V,,åpne
895,schließen::V,,lukke
896,schließen::V,,stenge
897,stellen::V,,stille
898,setzen::V,,sette
899,legen::V,,legge
900,berühren::V,,berøre
901,verbinden::V,,forbinde
902,bedecken::V,,dekke
903,aufhängen::V,,henge
904,aufhängen::V,,henge opp
905,anzünden::V,,tenne
906,anzünden::V,,antenne
907,anzünden::V,,tenne på
908,aufheben::V,,løfte
909,aufheben::V,,ta opp
910,zurücklassen::V,,slippe tilbake
911,verlieren::V,,miste
912,fallen lassen::V,,droppe
913,fallen lassen::V,,la falle
914,machen::V,,lage
915,machen::V,,gjøre
916,herstellen::V,,fremstille
917,bauen::V,,bygge
918,reparieren::V,,reparere
919,verbessern::V,,rette
920,verbessern::V,,forbedre
921,ändern::V,,forandre
922,graben::V,,grave
923,beugen::V,,bøye
924,biegen::V,,bøye
925,drehen::V,,dreie
926,wenden::V,,vende
927,umdrehen::V,,snu
928,heben::V,,heve
929,hochheben::V,,løfte
930,ergreifen::V,,gripe
931,ergreifen::V,,få tak i
932,halten::V,,holde
933,drücken::V,,trykke
934,schieben::V,,skyve
935,kratzen::V,,klø
936,kratzen::V,,klore
937,lecken::V,,slikke
938,beißen::V,,bite
939,abreißen::V,,rive av
940,abschneiden::V,,skjære av
941,binden::V,,binde
942,stecken::V,,stikke
943,brechen::V,,bryte
944,brechen::V,,briste
945,klopfen::V,,banke
946,hauen::V,,hogge
947,kleben::V,,klistre
948,reiben::V,,gni
949,streichen::V,,stryke
950,schleifen::V,,slipe
951,schneiden::V,,klippe
952,rütteln::V,,ruske
953,schütteln::V,,riste
954,schwenken::V,,svinge
955,schütten::V,,helle
956,füllen::V,,fylle
957,einwickeln::V,,vikle inn
958,tragen::V,,bære
959,schleppen::V,,slepe
960,ziehen::V,,dra
961,ziehen::V,,trekke
962,aufbewahren::V,,oppbevare
963,aufbewahren::V,,ta vare på
964,werfen::V,,kaste
965,fangen::V,,fange
966,packen::V,,gripe
967,packen::V,,gripe tak i
968,verstecken::V,,gjemme
969,teilen::V,,dele
970,schicken::V,,sende
971,bringen::V,,bringe
972,hinzufügen::V,,tilføye
973,bekommen::V,,få
974,erhalten::V,,få
975,nehmen::V,,ta
976,wählen::V,,velge
977,auswählen::V,,velge ut
978,bewahren::V,,bevare
979,behindern::V,,hindre
980,behindern::V,,forhindre
981,verderben::V,,ødelegge
982,beschädigen::V,,skade
983,zerbrechen::V,,brekke i stykker
984,zerreißen::V,,rive i stykker
985,zerstören::V,,ødelegge
986,verbrennen::V,,brenne
987,verbrennen::V,,brenne opp
988,geben::V,,gi
989,reichen::V,,rekke
990,schenken::V,,forære
991,schenken::V,,skjenke
992,versprechen::V,,love
993,wünschen::V,,ønske
994,loben::V,,rose
995,küssen::V,,kysse
996,wiegen::V,,vogge
997,zudecken::V,,dekke til
998,wecken::V,,vekke
999,zeigen::V,,vise
1000,führen::V,,føre
1001,lehren::V,,lære
1002,unterrichten::V,,undervise
1003,aufziehen::V,,oppdra
1004,leiten::V,,lede
1005,antreiben::V,,drive på
1006,lassen::V,,få til å
1007,einladen::V,,be
1008,einladen::V,,invitere
1009,vereinigen::V,,forene
1010,besuchen::V,,besøke
1011,treffen::V,,møte
1012,treffen::V,,treffe
1013,sich versammeln::V,,forsamles
1014,spielen::V,,leke
1015,spielen::V,,spille
1016,singen::V,,synge
1017,tanzen::V,,danse
1018,sich trennen::V,,skilles
1019,verlassen::V,,forlate
1020,retten::V,,redde
1021,bewachen::V,,bevokte
1022,schützen::V,,verne
1023,schützen::V,,beskytte
1024,verteidigen::V,,forsvare
1025,sich schlagen::V,,slåss
1026,schießen::V,,skyte
1027,siegen::V,,seire
1028,ärgern::V,,ergre
1029,treten::V,,sparke
1030,stechen::V,,stikke
