,Concept_ID,mdf,hr
133,Abhang::N,па́нда ша́ма,nizbrdica
134,Quelle::N,эшиня,izvor
135,Quelle::N,эшиня,vrelo
136,Bach::N,шудерькс,potok
137,Fluss::N,ляй,rijeka
138,Ufer::N,търва́,obala
139,Küste::N,ляйтърва́,obala
140,Küste::N,ляйтърва́,morska obala
141,Festland::N,мода,kopno
142,Meer::N,моря,more
143,Bucht::N,ведьуське,zaliv
144,Insel::N,цёнга,ada
145,Insel::N,цёнга,otok
146,Blume::N,панчф,cvijet
147,Gras::N,тише,trava
148,Wurzel::N,юр,korijen
149,Wurzel::N,ункс,korijen
150,Baum::N,шуфта,drvo
151,Baum::N,шуфта,stablo
152,Stamm::N,ро́нга,deblo
153,Stamm::N,ро́нга,stablo
154,Rinde::N,кер,kora
155,Ast::N,морга,grana
156,Zweig::N,тарад,grana
157,Blatt::N,лопа,list
158,Birke::N,ке́лу,breza
159,Kiefer[Baum]::N,пиче,bor
160,Weide[Baum]::N,каль,iva
161,Weide[Baum]::N,каль,vŕba
162,Tanne::N,куз,jela
163,Horn::N,сюра,rog
164,Feder::N,толга,pero
165,Fell::N,кедь,koža
166,Flügel::N,паця,krilo
167,Klaue::N,кенже,papak
168,Kralle::N,кенже,pandža
169,Schwanz::N,пула,rep
170,Ei::N,ал,jaje
171,Nest::N,пиза,gnijezdo
172,Bau::N,пиза,jazbina
173,Tier::N,жува́та,životinja
174,Herde::N,нал,krdo
175,Herde::N,нал,stado
176,Herde::N,стада,krdo
177,Herde::N,стада,stado
178,Kuh::N,скал,krava
179,Kuh::N,тракс,krava
180,Bulle::N,бука,bik
181,Pferd::N,лишме,konj
182,Schaf::N,уча́,ovca
183,Schwein::N,тува,svinja
184,Hund::N,пине,pas
185,Hund::N,пине,pseto
186,Katze::N,катоня,mačka
187,Katze::N,аваката,mačka
188,Bär::N,офта,medvjed
189,Eichhörnchen::N,ур,vjeverica
190,Elch::N,ся́рда,los
191,Fuchs::N,келазь,lisica
192,Hase::N,ну́мол,zec
193,Maus::N,шеер,miš
194,Wolf::N,върьгаз,vuk
195,Wolf::N,върьгаз,kurjak
196,Vogel::N,нармонь,ptica
197,Schwarm::N,ко́вол,roj
198,Schwarm::N,ко́вол,jato
199,Schwarm::N,ме́швеле,roj
200,Schwarm::N,ме́швеле,jato
201,Huhn::N,сараз,kokoš
202,Hahn::N,а́тякш,kokot
203,Hahn::N,а́тякш,pijevac
204,Gans::N,маци,guska
205,Adler::N,куцькан,orao
206,Ente::N,яксярга,patka
207,Eule::N,ко́рож,sova
208,Kranich::N,ка́рга,ždral
209,Krähe::N,ва́рси,vrana
210,Kuckuck::N,ку́ку,kukavica
211,Schwan::N,ло́ксти,labud
212,Fisch::N,кал,riba
213,Barsch::N,о́кунь,grgeč
214,Hecht::N,щу́ка,štuka
215,Schlange[Tier]::N,куй,guja
216,Schlange[Tier]::N,куй,zmija
217,Wurm::N,сукс,crv
218,Spinne::N,унжа́,pauk
219,Ameise::N,панжам,mrav
220,Laus::N,си,uš
221,Mücke::N,ся́ське,komarac
222,Fliege::N,кару,muha
223,Schmetterling::N,ме́лав,leptir
224,Beere::N,и́мож,boba
225,Beere::N,и́мож,bobica
226,Apfel::N,марь,jabuka
227,Pilz::N,панга,pečurka
228,Zwiebel::N,шурьхкя́,luk
229,Zwiebel::N,шурьхкя́,kapula
230,Saat::N,видьмот,sjemenje
231,Korn::N,сёра,zrno
232,Heu::N,тише,sijeno
233,Schale::N,кедь,kora
234,Schale::N,кедь,ljuska
235,Grube::N,лотка,jama
236,Falle::N,туфкс,zamka
237,Falle::N,туфкс,klopka
238,Falle::N,кунда́ма,zamka
239,Falle::N,кунда́ма,klopka
240,Schlinge::N,килькш,uzao
241,Schlinge::N,килькш,petlja
242,Spur::N,пильгоки́,trag
243,Spur::N,пильгоки́,slijed
244,Asche::N,кулу,pepeo
245,Dreck::N,ърда́з,blato
246,Eisen::N,кшни,željezo
247,Gold::N,ока,zlato
248,Gold::N,золота,zlato
249,Silber::N,сия́,srebro
250,Kohle::N,седь,ugalj
251,Kohle::N,седь,ugljen
252,Kohle::N,седьвальмя,ugalj
253,Kohle::N,седьвальмя,ugljen
254,Glas::N,кля́нцек,staklo
255,Lehm::N,сёвонь,glina
256,Lehm::N,сёвонь,ilovača
257,Sand::N,шува́р,pijesak
258,Mensch::N,ломань,čovjek
259,Mann::N,аля,muškarac
260,Mann::N,цёраломань,muškarac
261,Frau::N,ава,žena
262,Kind::N,идь,čedo
263,Kind::N,идь,dijete
264,Kind::N,шаба,čedo
265,Kind::N,шаба,dijete
266,Junge::N,цёраня,momče
267,Junge::N,цёраня,dječak
268,Mädchen::N,стирня́,djevojka
269,Mädchen::N,стирня́,djevojčica
270,Familie::N,тнал,obitelj
271,Familie::N,тнал,porodica
272,Familie::N,семья,obitelj
273,Familie::N,семья,porodica
274,Großvater::N,атя,djed
275,Großvater::N,щя́тя,djed
276,Großmutter::N,баба,baka
277,Eltern::N,тя́дят-а́лят,roditelji
278,Vater::N,аля,otac
279,Mutter::N,ава,majka
280,Mutter::N,тядя,majka
281,Sohn::N,цёра,sin
282,Tochter::N,стирь,kći
283,Tochter::N,стирь,kćerka
284,Bruder::N,дуган,brat
285,Bruder::N,пяльне,brat
286,Schwester::N,ака,sestra
287,Schwester::N,сазор,sestra
288,Onkel::N,оця,čika
289,Onkel::N,оця,ujak
290,Onkel::N,патя,čika
291,Onkel::N,патя,ujak
292,Onkel::N,щеня́,čika
293,Onkel::N,щеня́,ujak
294,Tante::N,ака,ujna
295,Tante::N,ака,tetka
296,Tante::N,щака,ujna
297,Tante::N,щака,tetka
298,Ehemann::N,мирде,muž
299,Ehemann::N,мирде,suprug
300,Ehefrau::N,ърьвя́,žena
301,Ehefrau::N,ърьвя́,supruga
302,Freude::N,ке́нярдема,radost
303,Gelächter::N,рахсема,grohot
304,Glück::N,паваз,sreća
305,Kummer::N,ризф,jad
306,Kummer::N,ризф,briga
307,Kummer::N,пичефкс,jad
308,Kummer::N,пичефкс,briga
309,Wunsch::N,мяль,želja
310,Wunsch::N,таколдома,želja
311,Lust::N,таколдома,volja
312,Geist::N,вайме,duh
313,Gedanke::N,мяль,misao
314,Gedächtnis::N,прявий,pamćenje
315,Verstand::N,прявий,um
316,Verstand::N,прявий,razum
317,Sinn::N,ён,smisao
318,Sinn::N,ён,značenje
319,Grund::N,туфта́л,razlog
320,Wahrheit::N,ви́де,istina
321,Wahrheit::N,видеши́,istina
322,Gespräch::N,корхтама,razgovor
323,Märchen::N,ёфкс,bajka
324,Erzählung::N,азкс,priča
325,Erzählung::N,азкс,pripovijest
326,Nachricht::N,куля́,vijest
327,Neuigkeit::N,куля́,novost
328,Name::N,лем,ime
329,Rätsel::N,со́дама ёфкс,zagonetka
330,Rede::N,вал,govor
331,Rede::N,вал,besjeda
332,Rede::N,корхтама,govor
333,Rede::N,корхтама,besjeda
334,Sprache::N,кяль,jezik
335,Stimme::N,вайгяль,glas
336,Wort::N,вал,riječ
337,Zeichen::N,тя́ште,znak
338,Zeichen::N,тя́штькс,znak
339,Ruf::N,тердема,povik
340,Ruf::N,тердема,poklik
341,Lärm::N,гайф,buka
342,Lärm::N,гайф,galama
343,Lärm::N,жалакодома,buka
344,Lärm::N,жалакодома,galama
345,Laut::N,вайгяль,zvuk
346,Ton::N,вайгяль,ton
347,Lied::N,мора,pjesma
348,Ruhe::N,сетьме,tišina
349,Ruhe::N,сетьме,počinak
350,Leute::N,ломатть,ljudi
351,Volk::N,наро́д,puk
352,Volk::N,наро́д,narod
353,Arbeit::N,тев,rad
354,Arbeit::N,тев,posao
355,Gast::N,и́нжи,gost
356,Gast::N,ко́нак,gost
357,Geschenk::N,казне,dar
358,Geschenk::N,казне,poklon
359,Spiel::N,налхкома,igra
360,Spiel::N,налхксема,igra
361,Gesellschaft::N,кружок,društvo
362,Gesellschaft::N,кружок,kompanija
363,Hilfe::N,лездома,pomoć
364,Freund::N,я́лга,prijatelj
365,Kamerad::N,я́лга,drug
366,Kamerad::N,я́лга,drugar
367,Angelegenheit::N,тев,posao
368,Anzahl::N,лувкс,broj
369,Anzahl::N,лувкс,brojnost
370,Art::N,вид,vid
371,Art::N,вид,vrst
372,Stück::N,пакш,komad
373,Teil::N,часть,dio
374,Teil::N,пялькс,dio
375,Hälfte::N,пяле,polovina
376,Kreis::N,шаркс,krug
377,Kreuz::N,крёз,križ
378,Linie::N,межа,crta
379,Linie::N,китькс,crta
380,Strich::N,межа,crta
381,Abstand::N,ётка,razmak
382,Abstand::N,ётка,odstojanje
383,Entfernung::N,ётка,udaljenost
384,Gegend::N,ва́ста,kraj
385,Gegend::N,ва́ста,predeo
386,Gegend::N,перьфпя́ль,kraj
387,Gegend::N,перьфпя́ль,predeo
388,Platz::N,ва́ста,mjesto
389,Ort::N,ва́ста,mjesto
390,Seite::N,пяле,bok
391,Seite::N,пяле,strana
392,Mitte::N,кучка́,sredina
393,Gegenstand::N,веща,predmet
394,Sache::N,тев,posao
395,Sache::N,веща,posao
396,Rand::N,пе,rub
397,Rand::N,пе,kraj
398,Kante::N,и́рдез,brid
399,Kante::N,и́рдез,ivica
400,Ecke::N,ужа,ugao
401,Spitze::N,пря,vrh
402,Spitze::N,пря,šiljak
403,Ende::N,пе,konac
404,Loch::N,варя,rupa
405,Winkel::N,ужа,kut
406,Winkel::N,ужа,ugao
407,Muster::N,сёрма,uzor
408,Größe::N,серь,veličina
409,Länge::N,кува́лма,duljina
410,Höhe::N,серь,visina
411,Gewicht::N,сталма,težina
412,Menge::N,лувкс,mnoštvo
413,Menge::N,лувкс,količina
414,Haufen::N,мар,hrpa
415,Haufen::N,мар,gomila
416,Reihe::N,ряд,red
417,Boot::N,венеж,čun
418,Boot::N,венеж,čamac
419,Ruder::N,миле,veslo
420,Schlitten::N,ну́рда,saone
421,Ski::N,сокс,ski
422,Ski::N,сокс,smučka
423,Lagerfeuer::N,то́лмар,logorska vatra
424,Last::N,канкс,tovar
425,Last::N,сталма,tovar
426,Gang::N,молема,hod
427,Schritt::N,аськолкс,korak
428,Norden::N,якшама шире,sjever
429,Süden::N,ля́мбе ши́ре,jug
430,Westen::N,ши валгома шире,zapad
431,Osten::N,шинь стяма шире,istok
432,Holz::N,вирь,drvo
433,Holz::N,шуфта,drvo
434,Brett::N,лавця,daska
435,Platte::N,плита́,ploča
436,Stütze::N,неже,potpora
437,Stange::N,олга,motka
438,Stock::N,байдек,štap
439,Stock::N,байдек,palica
440,Stab::N,олгоня,štap
441,Stab::N,олгоня,šipka
442,Rohr::N,турама,cijev
443,Haus::N,куд,kuća
444,Heim::N,куд,dom
445,Ofen::N,пянакуд,peć
446,Fußboden::N,кия́кс,pod
447,Tisch::N,шра,stol
448,Tisch::N,шра,trpeza
449,Tisch::N,моркш,stol
450,Tisch::N,моркш,trpeza
451,Stuhl::N,стул,stolac
452,Stuhl::N,стул,stolica
453,Wiege::N,нюря́м,kolijevka
454,Bett::N,ацам,krevet
455,Bett::N,ацам,postelja
456,Regal::N,лавцяланга,polica
457,Kiste::N,парга,sanduk
458,Fenster::N,валмья,prozor
459,Tür::N,кенкш,vrata
460,Tor::N,ортат,vrata
461,Tor::N,ортат,kapija
462,Zaun::N,перяфкс,plot
463,Zaun::N,перяфкс,ograda
464,Dach::N,кудпря,krov
465,Leiter::N,куцема,ljestve
466,Leiter::N,куцема,ljestvice
467,Besen::N,тяльме,metla
468,Spaten::N,ка́йме,ašov
469,Schaufel::N,ко́поня,lopata
470,Schaufel::N,ця́рдом,lopata
471,Gabel::N,ця́нгоня,viljuška
472,Löffel::N,куцю,žlica
473,Messer::N,пеель,nož
474,Nagel::N,эска,čavao
475,Haken::N,кя́чказ,kuka
476,Griff::N,недь,držak
477,Griff::N,недь,ručica
478,Griff::N,кунда́мка,držak
479,Griff::N,кунда́мка,ručica
480,Schloss::N,замо́к,brava
481,Bild::N,карти́на,slika
482,Figur::N,ронга-понда,figura
483,Puppe::N,ня́ка,lutka
484,Beutel::N,кяскав,kesa
485,Bündel::N,кярьме,snop
486,Bündel::N,кярьме,svežanj
487,Tasche::N,кошяльня,torba
488,Tasche::N,кошяльня,taška
489,Eimer::N,ве́дарка,kabao
490,Deckel::N,тавадкс,poklopac
491,Deckel::N,вельхкс,poklopac
492,Geschirr::N,кядьге,suđe
493,Geschirr::N,кядьге,posuđe
494,Sack::N,кяскав,džak
495,Sack::N,кяскав,vreća
496,Tasse::N,ша́ваня,šalica
497,Topf::N,кавозь,lonac
498,Kessel::N,сргавозь,kazan
499,Essen::N,ярхцама,obrok
500,Nahrung::N,ярхцампяль,hrana
501,Speise::N,ярхцама,jelo
502,Fleisch::N,пал,meso
503,Fleisch::N,сиволь,meso
504,Getreide::N,сёра,žito
505,Getreide::N,сёра,žitarice
506,Brei::N,ям,kaša
507,Brot::N,кши,kruh
508,Scheibe::N,кочам,kriška
509,Fett::N,куя́,mast
510,Fett::N,куя́,salo
511,Butter::N,вай,buter
512,Butter::N,вай,maslac
513,Öl::N,вай,ulje
514,Salz::N,сал,sol
515,Suppe::N,шонгарям,supa
516,Suppe::N,коршампяль,supa
517,Honig::N,медь,med
518,Milch::N,лофца,mlijeko
519,Tee::N,чай,čaj
520,Leder::N,кедь,koža
521,Wolle::N,пона,vuna
522,Stoff::N,котф,štof
523,Stoff::N,котф,tkanina
524,Nadel::N,салмокс,igla
525,Faden::N,сюре,nit
526,Faden::N,сюре,konac
527,Knopf::N,пуня,dugme
528,Knoten::N,сюлма,čvor
529,Knoten::N,сюлма,uzao
530,Farbe::N,архтомбяль,farba
531,Kleidung::N,щам,odjeća
532,Hemd::N,па́нар,košulja
533,Kragen::N,сиве,ovratnik
534,Ärmel::N,ожа,rukav
535,Hose::N,понкст,hlače
536,Gürtel::N,каркс,pas
537,Gürtel::N,каркс,pojas
538,Mütze::N,вазь,kapa
539,Schuh::N,башма́к,cipela
540,Stiefel::N,кя́ме,čizma
541,Ring::N,суркс,prsten
542,Band::N,керькс,vrpca
543,Band::N,лента,vrpca
544,Kamm::N,сюрьхцем,češalj
545,Spiegel::N,ванома,zrcalo
546,Spiegel::N,ванома,ogledalo
547,Riemen::N,шнань каркс,kaiš
548,Riemen::N,шнань каркс,remen
549,Schnur::N,пикс,vrpca
550,Schnur::N,карькскя,vrpca
551,Leine::N,вядьме,uzica
552,Decke::N,вельхкс,ćebe
553,Decke::N,вельхкс,pokrivač
554,Kissen::N,тоду,jastuk
555,Tuch::N,руця́,rubac
556,Tuch::N,руця́,marama
557,Handtuch::N,на́рдама,ručnik
558,Kraft::N,вий,snaga
559,Stärke::N,вииши,jakost
560,Gesundheit::N,шумбраши́,zdravlje
561,Krankheit::N,урма́,bolest
562,Krankheit::N,сярядема,bolest
563,Schmerz::N,маряма,bol
564,Wunde::N,керф,rana
565,Fieber::N,маштыкс,groznica
566,Arznei::N,надо́бья,lijek
567,Arznei::N,пъчка́фтома,lijek
568,Brücke::N,седь,most
569,Brücke::N,седь,ćuprija
570,Brunnen::N,эши,bunar
571,Brunnen::N,эши,zdenac
572,Weide::N,ванома васта,paša
573,Weide::N,ванома васта,pašnjak
574,Pfad::N,ян,staza
575,Pfad::N,киня́,staza
576,Weg::N,ки,put
577,Straße::N,ки,drum
578,Straße::N,ки,cesta
579,Dorf::N,веле,selo
580,Stadt::N,ош,grad
581,Stadt::N,ош,varoš
582,Brief::N,сёрма,list
583,Brief::N,сёрма,pismo
584,Buch::N,книга,knjiga
585,Buchstabe::N,бу́ква,slovo
586,Zeitung::N,газе́та,novine
587,Leben::N,эряф,život
588,Leben::N,эряма,život
589,Tod::N,кулома́,smrt
590,Grab::N,калма,raka
591,Kirche::N,це́рькав,crkva
592,Sünde::N,пежеть,grijeh
593,Sünde::N,муворкс,grijeh
594,Gott::N,шкай,bog
595,Arbeiter::N,трудендай,radnik
596,Arbeiter::N,работник,radnik
597,Chef::N,азор,šef
598,Chef::N,оцюня,šef
599,Meister::N,мастяр,majstor
600,Arzt::N,врач,liječnik
601,Arzt::N,доктор,liječnik
602,Lehrer::N,учи́тель,učitelj
603,Geld::N,ярмакт,novac
604,Geschäft::N,ладяфкс,posao
605,Geschäft::N,ладяфкс,trgovina
606,Geschäft::N,ладяф тев,posao
607,Geschäft::N,ладяф тев,trgovina
608,Laden::N,ла́вка,dućan
609,Preis::N,питне,cijena
610,Ware::N,миф,roba
611,Ware::N,ра́маф,roba
612,Nutzen::N,пара,korist
613,Nutzen::N,лезкс,korist
614,Reichtum::N,ко́зяши,bogatstvo
615,Welt::N,свет,svijet
616,Land::N,мастор,zemlja
617,Staat::N,государства,država
618,König::N,король,kralj
619,Macht::N,азорондама,moć
620,Macht::N,азорондама,vlast
621,Macht::N,азорксши,moć
622,Macht::N,азорксши,vlast
623,Grenze::N,ёткаян,granica
624,Krieg::N,война́,rat
625,Feind::N,душман,neprijatelj
626,Feind::N,каршек тюри,neprijatelj
627,Gewalt::N,наругама,sila
628,Gewalt::N,наругама,nasilje
629,Kampf::N,тюрема́,boj
630,Kampf::N,тюрема́,borba
631,Bogen[Waffe]::N,нал,luk
632,Pfeil::N,нал,strijela
633,Gewehr::N,винто́вка,puška
634,Fehler::N,эльбядькс,pogreška
635,Fehler::N,эльбядькс,griješka
636,Lüge::N,васькафнема,laž
637,Schaden::N,зия́н,šteta
638,Unglück::N,зия́н,nesreća
639,Schuld::N,муворши,krivnja
640,Alter::N,эряф кизот,dob
641,Alter::N,эряфонь пинге,dob
642,Schluss::N,пе,kraj
643,Schluss::N,пе,konac
644,Zeit::N,пинге,doba
645,Zeit::N,пинге,vrijeme
646,Tag::N,ши,dan
647,Morgen::N,шобдава,jutro
648,Mittag::N,шикучка,podne
649,Abend::N,иля́дь,veče
650,Abend::N,иля́дь,večer
651,Nacht::N,ве,noć
652,Woche::N,недя́ля,sedmica
653,Monat::N,ков,mjesec
654,Jahr::N,киза,godina
655,Frühling::N,тунда́,proljeće
656,Sommer::N,киза,ljeto
657,Herbst::N,сёксе,jesen
658,Winter::N,тяла,zima
659,Januar::N,кельмеков,januar
660,Januar::N,кельмеков,siječanj
661,Februar::N,уфайков,veljača
662,Februar::N,уфайков,februar
663,März::N,марайков,mart
664,März::N,марайков,ožujak
665,April::N,шудиков,april
666,April::N,шудиков,travanj
667,Mai::N,панжиков,maj
668,Mai::N,панжиков,svibanj
669,Juni::N,лямбеков,juni
670,Juni::N,лямбеков,lipanj
671,Juli::N,псиков,juli
672,Juli::N,псиков,srpanj
673,August::N,сёроньков,august
674,August::N,сёроньков,kolovoz
675,September::N,тюжягов,rujan
676,September::N,тюжягов,septembar
677,Oktober::N,кельмазаков,oktobar
678,Oktober::N,кельмазаков,listopad
679,November::N,эйндамков,studeni
680,November::N,эйндамков,novembar
681,Dezember::N,кучкаков,prosinac
682,Montag::N,одговши,ponedjeljak
683,Montag::N,одговши,ponedjeljnik
684,Dienstag::N,ша́вши,utorak
685,Dienstag::N,ша́вши,utornik
686,Mittwoch::N,вержи,srijeda
687,Donnerstag::N,шува́ланя,četvrtak
688,Freitag::N,пя́денця,petak
689,Samstag::N,ёткши,subota
690,Sonntag::N,таргоши,nedjelja
691,groß::A,оцю,velik
692,klein::A,ёмла,mali
693,klein::A,ёмла,malen
694,lang::A,кува́ка,dug
695,lang::A,кува́ка,dugačak
696,kurz::A,нюрьхкя́ня,kratak
697,breit::A,кели,širok
698,schmal::A,тяйня,uski
699,schmal::A,тяйня,uzak
700,dicht::A,сиде,gust
701,dicht::A,туста,gust
702,dick[Gegenstand]::A,эчке,debeo
703,dünn::A,шува́ня,tanak
704,fein::A,шува́ня,fin
705,fein::A,шува́ня,tanak
706,fest::A,кеме,čvrst
707,flach::A,лапш,ravan
708,flach::A,лапш,plosnat
709,glatt::A,вадяв,gladak
710,glatt::A,такор,gladak
711,hart::A,калгода,tvrd
712,weich::A,ляпе,mek
713,weich::A,ляпе,mekan
714,rund::A,кру́глай,okrugao
715,spitz::A,ботаз,oštar
716,spitz::A,ботаз,šiljast
717,spitz::A,оржа,oštar
718,spitz::A,оржа,šiljast
719,scharf::A,оржа,oštar
720,scharf::A,оржа,bridak
721,stumpf::A,ношка,tup
722,schwer::A,стака,težak
723,schön::A,мазы,krasan
724,heiß::A,пси,vruć
725,warm::A,лямбе,topao
726,kalt::A,кельме,hladan
727,kühl::A,эше,hladan
728,frisch::A,свежай,svjež
729,feucht::A,летьке,vlažan
730,nass::A,начка,mokar
731,trocken::A,коське,suh
732,voll::A,пяшксе,pun
733,leer::A,шава,prazan
734,offen::A,панжада,otvoren
735,offen::A,виде,otvoren
736,geschlossen::A,пякстаф,zatvoren
737,geschlossen::A,сёлгф,zatvoren
738,sauber::A,ару,čist
739,schmutzig::A,рда́зу,nečist
740,schmutzig::A,рда́зу,blatan
741,schmutzig::A,пя́ндра,nečist
742,schmutzig::A,пя́ндра,blatan
743,roh::A,верок,sirov
744,reif::A,ке́нерьф,zreo
745,lecker::A,танцти,tečan
746,lecker::A,танцти,ukusan
747,süß::A,ламбама,sladak
748,bitter::A,сяпи,gorak
749,sauer::A,шапама,kiseo
750,hell::A,валда,vedar
751,hell::A,валда,svijetao
752,dunkel::A,шобда,taman
753,schwarz::A,равжа,crn
754,weiß::A,акша,bio
755,weiß::A,акша,bijel
756,rot::A,якстерь,crven
757,gelb::A,тюжя́,žut
758,blau::A,сенем,plav
759,blau::A,сенем,modar
760,grün::A,пиже,zelen
761,grün::A,сянгяря,zelen
762,grau::A,уле,siv
763,bunt::A,сёрмав,šaren
764,billig::A,у́цез,jeftin
765,billig::A,аф пи́тни,jeftin
766,teuer::A,пи́тни,skup
767,wertvoll::A,питни,vrijedan
768,wertvoll::A,питни,dragocjen
769,blind::A,сокор,slijep
770,taub::A,пярав,gluh
771,kräftig::A,пяк вии,snažan
772,stark::A,вии,jak
773,stark::A,вии,snažan
774,schwach::A,лафча,slab
775,fett::A,куя́,pretio
776,schlank::A,виде ронга,vitak
777,hübsch::A,мазы,zgodan
778,böse::A,кяжи,zao
779,böse::A,кяжи,opak
780,dumm::A,аф ёню,glup
781,dumm::A,шава пря,glup
782,faul::A,нола,lijen
783,fleißig::A,ку́лхцонды,radin
784,fleißig::A,ку́лхцонды,marljiv
785,geizig::A,кирьжя,škrt
786,geizig::A,жаднай,škrt
787,klug::A,ёню,razborit
788,klug::A,пря́ви,razborit
789,geschickt::A,маштозь тиф,vješt
790,lieb::A,цебярь,drag
791,lustig::A,ра́хси,veseo
792,sanft::A,сетьме,blag
793,hungrig::A,вача,gladan
794,hungrig::A,вачеда,gladan
795,krank::A,сяряди,bolestan
796,nackt::A,штада,nag
797,nackt::A,кърхтапа,nag
798,traurig::A,ла́жнай,tužan
799,traurig::A,ла́жнай,žalostan
800,lebendig::A,эряй,živ
801,gut::A,пара,dobar
802,gut::A,цебярь,dobar
803,schlecht::A,кальдяв,loš
804,schlecht::A,кальдяв,rđav
805,richtig::A,виде,tačan
806,richtig::A,виде,ispravan
807,schlimm::A,кальдяв,zao
808,schlimm::A,кальдяв,zločest
809,wahr::A,афкуксонь,istinit
810,alt::A,ташта,star
811,neu::A,од,nov
812,ehemalig::A,и́нгольдень,bivši
