,Concept_ID,cv,ko
748,dort::ADV,ҫавӑнта,거기
749,dorthin::ADV,унта,저기예
750,dorthin::ADV,ҫавӑнта,저기예
751,geradeaus::ADV,тикӗс,곧장
752,vorwärts::ADV,малалла,앞으로
753,rückwärts::ADV,хыҫала,뒤로
754,zurück::ADV,каялла,제자리로
755,unten::ADV,аялта,아래에
756,hinab::ADV,аялта,아래쪽으로
757,oben::ADV,ҫӳлте,위에
758,hinauf::ADV,ҫӳле,위쪽으로
759,überall::ADV,таҫта та,도처에
760,überall::ADV,пур ҫӗрте те,도처에
761,überall::ADV,кирек ӑҫта та,도처에
762,nicht::ADV,мар,안
763,ein wenig::ADV,пӑртак,적음
764,kaum::ADV,аран,가의
765,sehr::ADV,питӗ,자주
766,so::ADV,апла,그와같이
767,noch::ADV,татах,아직
768,nur::ADV,ҫех,다만
769,schon::ADV,ӗнтӗ,이미
770,wieder::ADV,каллех,다시
771,vergebens::ADV,харам,헛되이
772,vor::PRP,умӗнче,앞에
773,hinter::PRP,кайра,뒤에
774,unter::PRP,айне,잍에
775,unter::PRP,айӗпе,잍에
776,unter::PRP,айӗнче,잍에
777,unter::PRP,ҫитеспе,잍에
778,durch::PRP,витӗр,통고하여
779,neben::PRP,патӗнче,와나란히
780,zwischen::PRP,хушшинче,의사이로
781,wegen::PRP,пула,때문에
782,wegen::PRP,пирки,때문에
783,dies::PRN,ку,이
784,dies::PRN,ҫак,이
785,das::PRN,ҫав,저
786,alles::PRN,пурте,모든것
787,alles::PRN,йӑлт,모든것
788,ich::PRN,эп,나
789,du::PRN,эс,너
790,er::PRN,вӑл,그
791,wir::PRN,эпир,우리
792,ihr::PRN,эсир,너희들
793,sie::PRN,вӗсем,그들
794,was::FPRN,мӗн,뭣
795,was::FPRN,мӗскер,뭣
796,was::FPRN,мӗн те пулин,뭣
797,wer::FPRN,кам,누구
798,wo::FADV,ӑҫта,어디
799,wohin::FADV,ӑҫта,어디로
800,wie::FADV,епле,어떻게
801,wie::FADV,мӗнле,어떻게
802,warum::FADV,ма,왜
803,warum::FADV,мӗншӗн,왜
804,wieviel::FNUM,миҫе,얼마만큰
805,eins::NUM,пӗр,하나
806,eins::NUM,пӗрре,하나
807,zwei::NUM,ик,둘
808,zwei::NUM,икӗ,둘
809,zwei::NUM,иккӗ,둘
810,drei::NUM,виҫ,셋
811,drei::NUM,виҫӗ,셋
812,drei::NUM,виҫҫӗ,셋
813,vier::NUM,тӑват,넷
814,fünf::NUM,пилӗк,다섯
815,fünf::NUM,пиллӗк,다섯
816,sechs::NUM,улт,여섯
817,sechs::NUM,ултӑ,여섯
818,sechs::NUM,улттӑ,여섯
819,sieben::NUM,ҫич,일곱
820,sieben::NUM,ҫичӗ,일곱
821,sieben::NUM,ҫиччӗ,일곱
822,acht::NUM,сакӑр,여덟
823,acht::NUM,саккӑр,여덟
824,neun::NUM,тӑхӑр,아홉
825,neun::NUM,тӑххӑр,아홉
826,zehn::NUM,вунӑ,열
827,zehn::NUM,вуннӑ,열
828,elf::NUM,вун пӗр,열하나
829,zwölf::NUM,вун ик,열둘
830,zwölf::NUM,вун икӗ,열둘
831,zwölf::NUM,вун иккӗ,열둘
832,zwanzig::NUM,ҫирӗм,스물
833,dreißig::NUM,вӑтӑр,서름
834,vierzig::NUM,хӗрӗх,마흔
835,fünfzig::NUM,аллӑ,숸
836,sechzig::NUM,утмӑл,에순
837,siebzig::NUM,ҫитмӗл,일흔
838,achtzig::NUM,сакӑр вунӑ,여든
839,achtzig::NUM,сакӑр вуннӑ,여든
840,neunzig::NUM,тӑхӑр вун,아흔
841,neunzig::NUM,тӑхӑр вунӑ,아흔
842,neunzig::NUM,тӑхӑр вуннӑ,아흔
843,hundert::NUM,ҫӗр,백
844,tausend::NUM,пин,천
845,und::CNJ,та,와
846,oder::CNJ,е,아니면
847,stehen::V,тӑр,서다
848,sitzen::V,лар,앉다
849,liegen::V,вырт,눕다
850,hängen::V,усӑнса тӑр,달다
851,hängen::V,ҫакӑнса тӑр,달다
852,werden::V,пул,되다
853,passieren::V,пул,지장옶다
854,beginnen::V,пуҫлан,시작되다
855,enden::V,пӗт,큳내다
856,enden::V,вӗҫлен,큳내다
857,wechseln::V,улшӑн,병경하다
858,aufgehen[Sonne]::V,тух,뜨다
859,untergehen[Sonne]::V,анса лар,지다
860,scheinen[Sonne]::V,пӑх,빛나다
861,donnern::V,кӗмсӗртет,천둥치다
862,donnern::V,авӑт,천둥치다
863,wehen::V,варкӑш,풀다
864,strömen::V,тӑкӑн,흐르다
865,fließen::V,юх,흐르다
866,sich drehen::V,ҫаврӑн,돌다
867,schwanken::V,чӳхен,동요하다
868,schwingen::V,суллан,흔들다
869,fallen::V,кип,떨어지다
870,fallen::V,тӳр кип,떨어지다
871,fallen::V,татӑлса ан,떨어지다
872,brennen::V,ҫун,타다
873,rauchen::V,мӑкӑрлан,김이나다
874,rauchen::V,тӗтӗм кӑлар,김이나다
875,regnen::V,ҫумӑр ҫӑвать,비가오다
876,gefrieren::V,шӑн,얼다
877,tauen::V,ирӗл,녹다
878,schmelzen::V,ирӗл,녹다
879,trocknen::V,тип,홈치다
880,sieden::V,вӗре,끓다
881,faulen::V,ҫӗр,부패하다
882,verfaulen::V,ҫӗр,썩다
883,reißen::V,ҫурӑл,지바찢다
884,versinken::V,пут,가라앉다
885,vergehen::V,ирт,지나가다
886,erscheinen::V,курӑн,나타나다
887,erscheinen::V,курӑнса кай,나타나다
888,verschwinden::V,ҫухал,사라지다
889,sinken::V,чак,가라앉다
890,abnehmen::V,чак,떼어내다
891,zunehmen::V,пысӑклан,증가하다
892,steigen::V,ҫӗклен,상승하다
893,wachsen::V,ӳс,생기하다
894,glänzen::V,ҫиҫ,뛰오나다
895,funkeln::V,ялкӑш,불티가잍어나다
896,funkeln::V,йӑлтӑртат,불티가잍어나다
897,lärmen::V,шавла,떠들다
898,läuten::V,шӑнкӑравла,울시다
899,klingeln::V,шӑнкӑравла,초닌총을울리다
900,klirren::V,калтлат,탁탁울리다
901,klirren::V,шӑнкӑлтат,탁탁울리다
902,brausen::V,ахӑр,쏴쏴소리내다
903,rauschen::V,вашӑлтат,솨솨
904,rauschen::V,чашӑлтат,솨솨
905,klingen::V,янӑра,반향하다
906,bellen::V,вӗр,짖다
907,heulen::V,ула,포효하다
908,blasen::V,вӗр,불다
909,pfeifen::V,шӑхӑр,피리를불다
910,schreien::V,кӑшкӑр,절규하다
911,stöhnen::V,йынӑш,신음하다
912,zittern::V,чӗтре,저뉼하다
913,leben::V,пурӑн,살다
914,geboren werden::V,ҫурал,태어난
915,atmen::V,сывла,숨쉬다
916,trinken::V,ӗҫ,마시다
917,essen::V,ҫи,먹다
918,schlucken::V,ҫӑт,들이켜다
919,müde werden::V,ӗшен,
920,einschlafen::V,ыйха пут,잠들다
921,einschlafen::V,ҫывӑрса кай,잠들다
922,schlafen::V,ҫывӑр,자다
923,aufwachen::V,вӑран,눈트다
924,aufstehen::V,тӑр,서다
925,sich erholen::V,кан,회복하다
926,krank werden::V,чирле,
927,krank sein::V,чирле,
928,schmerzen::V,сур,아프다
929,schmerzen::V,ырат,아프다
930,husten::V,ӳсӗр,잔기침하다
931,genesen::V,сывал,낫다
932,genesen::V,тӳрлен,낫다
933,sterben::V,вил,죽다
934,umkommen::V,вил,못쓰게되다
935,sich bewegen::V,куҫ,움직이다
936,sich rühren::V,хускал,움직이다
937,sich erheben::V,тӑр,이러서다
938,sich setzen::V,лар,앉히다
939,hinfallen::V,ӳк,넘어지다
940,laufen::V,ут,걷다
941,schreiten::V,ут,보행하다
942,spazierengehen::V,уҫӑлса ҫӳре,산보하다
943,spazierengehen::V,уткаласа ҫӳре,산보하다
944,eilen::V,васка,서둘다
945,eilen::V,хыпалан,서둘다
946,sich beeilen::V,васка,서둘게하다
947,sich beeilen::V,хыпалан,서둘게하다
948,sausen::V,ыткӑн,서들러 떠나다
949,sausen::V,вӗҫтер,서들러 떠나다
950,rennen::V,чуп,달리다
951,springen::V,сик,도약하다
952,klettern::V,улӑх,갑겨오르다
953,schaukeln::V,йӳрӗн,흔들리게하다
954,kriechen::V,шу,기다
955,kriechen::V,упален,기다
956,schwimmen::V,иш,헤엄치다
957,tauchen::V,чӑм,잠기다
958,rudern::V,авӑс,물을헤치다
959,fahren::V,пыр,가다
960,fahren::V,пыр,나르다
961,fliegen::V,вӗҫ,날다
962,gehen::V,кай,가다
963,weggehen::V,кай,팔리다
964,abfahren::V,тапран,출발하다
965,anhalten::V,чарӑн,멈추다
966,hineingehen::V,кӗр,(그리로)가다
967,eintreten::V,кӗр,들러가다
968,kommen::V,кил,오다
969,ankommen::V,ҫит,고챀하다
970,zurückkommen::V,таврӑн,보기
971,zurückkommen::V,каялла кил,보기
972,bleiben::V,юл,체류
973,warten::V,кӗт,기다리다
974,erwarten::V,кӗт,기대하다
975,suchen::V,шыра,찾다
976,suchen::V,шыра,구하다
977,finden::V,туп,찾아내다
978,versuchen::V,пикен,시험하다
979,vorbereiten::V,хатӗрле,재비하다
980,lieben::V,юрат,사랑하다
981,mögen::V,кӑмӑлла,줗아하다
982,mögen::V,килӗштер,줗아하다
983,lachen::V,кул,웃다
984,lachen::V,ахӑлтат,웃다
985,rühren::V,ҫулӑх,건드리다
986,weinen::V,йӗр,울다
987,weinen::V,макӑр,울다
988,schimpfen::V,вӑрҫ,꾸짖다
989,schimpfen::V,ятлаҫ,꾸짖다
990,sich ärgern::V,ҫиллен,화를내게 하다
991,sich fürchten::V,шиклен,두려원하다
992,fürchten::V,хӑра,두려원하다
993,fliehen::V,тар,도망치다
994,flüchten::V,чупса тар,도주하다
995,sehen::V,кур,보다
996,anschauen::V,пӑхса ил,바라보다
997,ansehen::V,пӑх,바라보다
998,hören::V,илт,듣다
999,zuhören::V,итле,듣다
1000,zuhören::V,тӑнла,듣다
1001,probieren::V,астив,시식하다
1002,riechen::V,шӑршла,내새를맡다
1003,fühlen::V,туй,느끼다
1004,fühlen::V,сис,느끼다
1005,scheinen::V,туйӑн,...것같다
1006,zu sehen sein::V,курӑн,보이는
1007,vernehmen::V,пӑл,듣다
1008,vernehmen::V,пӑл,들어서일다
1009,frieren::V,йӳтен,춥다
1010,tun::V,ту,하다
1011,können::V,пултар,할주릴다
1012,wollen::V,те,바라다
1013,anfangen::V,пуҫла,시작하다
1014,beenden::V,пӗтер,다하다
1015,aufhören::V,пӑрах,그만두다
1016,gelingen::V,ӑн,성국하다
1017,geraten::V,пул,잘되어가다
1018,öffnen::V,уҫ,열다
1019,schließen::V,хуп,추측하다
1020,stellen::V,ларт,세우다
1021,stellen::V,тӑрат,세우다
1022,setzen::V,ларт,놓다
1023,legen::V,хур,눕히다
1024,berühren::V,перӗн,대다
1025,verbinden::V,сып,옝열하다
1026,bedecken::V,вит,덮다
1027,aufhängen::V,ҫак,매달다
1028,anzünden::V,ҫут,점화하다
1029,aufheben::V,ҫӗкле,위로올리다
1030,zurücklassen::V,манса хӑвар,튀에남기다
1031,verlieren::V,ҫӗтер,잃다
1032,fallen lassen::V,ӳкер,떨어뜨리다
1033,machen::V,ту,하다
1034,herstellen::V,ӑстала,제조하다
1035,bauen::V,ту,짓다
1036,reparieren::V,юса,수셩자다
1037,verbessern::V,лайӑхлат,정정하다
1038,ändern::V,улӑштар,바꾸다
1039,graben::V,чав,파다
1040,graben::V,чакала,파다
1041,beugen::V,кукӑрт,구부리다
1042,biegen::V,ав,굽히다
1043,biegen::V,кукӑрт,굽히다
1044,drehen::V,ҫавӑр,회전
1045,wenden::V,ӳпӗнтер,회전시키다
1046,umdrehen::V,ҫавӑр,회전시키다
1047,heben::V,хӑпарт,일으아키다
1048,hochheben::V,йӑт,틀어올리다
1049,ergreifen::V,тыт,잡다
1050,halten::V,тыт,잡다
1051,drücken::V,пус,누르다
1052,schieben::V,тӗк,밀다
1053,schieben::V,тӗрт,밀다
1054,kratzen::V,хыр,긁다
1055,lecken::V,ҫула,핥다
1056,beißen::V,ҫырт,물다
1057,beißen::V,хып,물다
1058,abreißen::V,тат,
1059,abschneiden::V,кас,귾어내다
1060,binden::V,ҫых,매다
1061,stecken::V,чик,찌르다
1062,brechen::V,хуҫ,금
1063,klopfen::V,такка,치다
1064,hauen::V,шакка,때리다
1065,kleben::V,ҫыпӑҫтар,들러붙다
1066,reiben::V,сӑтӑр,문지르다
1067,streichen::V,сӗр,쓰다듬다
1068,schleifen::V,хӑйра,갈다
1069,schneiden::V,кас,베다
1070,rütteln::V,лӑка,흔들다
1071,rütteln::V,силлентер,흔들다
1072,schütteln::V,лӑка,흔들다
1073,schütteln::V,силлентер,흔들다
1074,schwenken::V,сулла,흔들다
1075,schütten::V,тултар,따르다
1076,füllen::V,тултар,담다
1077,einwickeln::V,чӗрке,싸다
1078,tragen::V,ҫӗкле,지우다
1079,schleppen::V,сӗтӗр,끌다
1080,ziehen::V,тӑс,당기다
1081,aufbewahren::V,усра,간직하다
1082,werfen::V,пӑрах,던지다
1083,fangen::V,тыт,밥다
1084,packen::V,тыт,쥐다
1085,verstecken::V,пытарса хур,숨기다
1086,teilen::V,уйӑр,나누다
1087,teilen::V,пайла,나누다
1088,schicken::V,яр,보내다
1089,bringen::V,кӳр,가겨
1090,hinzufügen::V,хуш,부가하다
1091,bekommen::V,ил,얻다
1092,bekommen::V,туян,얻다
1093,erhalten::V,ил,지니다
1094,erhalten::V,туян,지니다
1095,nehmen::V,ил,잡다
1096,wählen::V,суйла,선거하다
1097,auswählen::V,суйла,선출하다
1098,bewahren::V,упра,저장보종
1099,behindern::V,кансӗрле,훼방하다
1100,behindern::V,чӑрмантар,훼방하다
1101,verderben::V,пӑс,못쓰게 되다
1102,beschädigen::V,пӑс,상하게하다
1103,zerbrechen::V,ват,깨뜨리다
1104,zerbrechen::V,ҫӗмӗр,깨뜨리다
1105,zerreißen::V,ҫур,잡아쫓다
1106,zerstören::V,иш,파괴하다
1107,verbrennen::V,ҫунтар,소실하다
1108,geben::V,пар,주다
1109,reichen::V,пар,내일다
1110,schenken::V,парнеле,주다
1111,versprechen::V,тума пул,약속하다
1112,versprechen::V,сӑмах пар,약속하다
1113,wünschen::V,сун,바라다
1114,loben::V,ырла,칭찬하다
1115,küssen::V,чуп ту,키스하다
1116,wiegen::V,сиктер,어르다
1117,wiegen::V,силле,어르다
1118,zudecken::V,вит,뚜꺼을하다
1119,wecken::V,вӑрат,깨우다
1120,zeigen::V,кӑтарт,보이다
1121,führen::V,илсе пыр,가게하다
1122,führen::V,ҫавӑтса пыр,가게하다
1123,lehren::V,вёрент,가르치다
1124,unterrichten::V,вёрент,가르지다
1125,aufziehen::V,вӗрент,사육하다
1126,leiten::V,тытса пыр,이끌다
1127,antreiben::V,васкат,몰다
1128,lassen::V,пусахла,내버려두다
1129,lassen::V,хуш,내버려두다
1130,einladen::V,чӗн,초청하다
1131,vereinigen::V,пӗрлештер,하나로하다
1132,besuchen::V,ҫит,방문하다
1133,besuchen::V,кӗрсе кур,방문하다
1134,treffen::V,тӗл пул,만나다
1135,sich versammeln::V,пуҫтарӑн,조립하다
1136,spielen::V,выля,눌다
1137,singen::V,юрла,노래하다
1138,tanzen::V,ташла,춤추하다
1139,sich trennen::V,уйрӑл,가르다
1140,verlassen::V,хӑвар,버림받은
1141,retten::V,ҫӑл,구조하다
1142,bewachen::V,хуралла,치키다
1143,schützen::V,сыхла,보호하다
1144,verteidigen::V,хӳтӗле,막다
1145,sich schlagen::V,ҫапӑҫ,치다
1146,schießen::V,пер,쏘다
1147,siegen::V,ҫӗн,이기다
1148,siegen::V,ҫӗнтер,이기다
1149,ärgern::V,тарӑхтар,성을내게하다
1150,ärgern::V,ҫиллентер,성을내게하다
1151,schlagen::V,ҫап,치다
1152,treten::V,тап,디디다
1153,stechen::V,чик,찌르다
1154,stoßen::V,чыш,찌르다
1155,stehlen::V,вӑрла,훔치다
1156,stören::V,кансӗрле,움직이다
1157,belästigen::V,аптӑрат,괴롭히다
1158,belästigen::V,хупла,괴롭히다
1159,verbergen::V,пытар,숨기다
1160,täuschen::V,суй,속이다
1161,betrügen::V,ултала,속이다
1162,töten::V,вӗлер,죽이다
1163,wohnen::V,чуна пар,실다
1164,wohnen::V,парӑнса тӑр,실다
1165,arbeiten::V,ӗҫле,일하다
1166,sammeln::V,пух,모으다
1167,pflücken::V,тат,꿔다
1168,jagen::V,сунара ҫӳре,사냥하다
1169,fischen::V,пулӑ тыт,고기를잡다
1170,fassen::V,тыт,움켜쥐다
1171,hüten::V,кӗт,망보다
1172,treiben::V,хӑвала,몰아세우다
1173,anbinden::V,кӑкар,묶다
1174,füttern::V,ҫитер,사료를주다
1175,melken::V,су,젖을짜다
1176,hacken::V,вакла,자르다
1177,gießen::V,шӑвар,물을대다
1178,reifen::V,пиҫ,성숙하다
1179,zubereiten::V,пӗҫер,조제하다
1180,kochen::V,пӗҫер,요리하다
1181,backen::V,пӗҫер,쿱다
1182,braten::V,ӑшала,굽다
1183,umrühren::V,хутӑштар,교반하다
1184,stricken::V,ҫых,뜨개질하다
1185,nähen::V,ҫӗле,꿰매다
1186,färben::V,пӗвет,채색하다
1187,reinigen::V,тасат,청소하다
1188,waschen::V,ҫу,씻다
1189,abwischen::V,шӑл,닦다
1190,spülen::V,чӳхе,씻다
1191,fegen::V,шӑл,소체하다
1192,kehren::V,шӑл,청소하다
1193,baden::V,шыва кӗр,감다
1194,sich waschen::V,ҫӑвӑн,모믈 씻다
1195,ausziehen::V,салан,벗다
1196,anziehen::V,тӑхӑн,끌어움직이다
1197,sich anziehen::V,тӑхӑн,
1198,kämmen::V,тура,빗다
1199,schmücken::V,илемлет,치레하다
1200,sagen::V,те,말하다
1201,sprechen::V,кала,말하다
1202,reden::V,сӑмахла,이야기하다
1203,reden::V,калаҫ,이야기하다
1204,sich unterhalten::V,пупле,
1205,fragen::V,ыйт,질문하다
1206,bitten::V,ыйт,원하다
1207,erzählen::V,каласа пар,이야기하다
1208,mitteilen::V,пӗлтер,이야기하다
1209,mitteilen::V,хыпарла,이야기하다
1210,nennen::V,те,부르다
1211,nennen::V,чӗн,부르다
1212,rufen::V,чӗн,불러내다
1213,prahlen::V,мухтан,자랑하다
1214,prahlen::V,вӗҫкӗнлен,자랑하다
1215,übersetzen::V,куҫар,번역하다
1216,denken::V,шухӑшла,생각하다
1217,glauben::V,ӗнен,믿다
1218,bemerken::V,асӑрха,인자하다
1219,erkennen::V,палла,인식하다
1220,begreifen::V,ӑнлан,파악하다
1221,verstehen::V,пӗл,이해하다
1222,lernen::V,вӗрен,배우다
1223,wissen::V,пӗл,알다
1224,wissen::V,ӑнкар,알다
1225,sich erinnern an::V,аса ил,상기하다
1226,vergessen::V,ман,잊다
1227,vergessen::V,манса кай,잊다
1228,messen::V,виҫ,측정하다
1229,zählen::V,шутла,세다
1230,rechnen::V,шутла,게산하다
1231,lesen::V,вула,읽다
1232,malen::V,ӳкер,그리다
1233,zeichnen::V,ӳкер,소묘하다
1234,schreiben::V,ҫыр,쓰다
1235,besitzen::V,тыт,소유하다
1236,kaufen::V,ил,사다
1237,kaufen::V,туян,사다
1238,verkaufen::V,сут,팔다
1239,bezahlen::V,тӳле,지불하다
1240,zahlen::V,тӳле,치르다
1241,beherrschen::V,тыт,지배하다
1242,ertragen::V,тӳс,참다
1243,Bauch::N,,배
