,Concept_ID,ro,pt
202,Vogel::N,pasăre,pássaro
203,Schwarm::N,cârd,bando
204,Schwarm::N,cârd,enxame
205,Huhn::N,găină,galinha
206,Hahn::N,cocoș,galo
207,Gans::N,gâscă,ganso
208,Adler::N,vultur,águia
209,Ente::N,rață,pata
210,Eule::N,bufniță,mocho
211,Eule::N,bufniță,coruja
212,Kranich::N,cocor,grou
213,Krähe::N,cioară,gralha
214,Kuckuck::N,cuc,cuco
215,Schwan::N,lebădă,cisne
216,Fisch::N,pește,peixe
217,Barsch::N,biban,perca
218,Hecht::N,știucă,lúcio
219,Schlange[Tier]::N,șarpe,serpente
220,Wurm::N,vierme,verme
221,Spinne::N,păianjen,aranha
222,Ameise::N,furnică,formiga
223,Laus::N,păduche,piolho
224,Mücke::N,țânțar,mosquito
225,Fliege::N,muscă,mosca
226,Schmetterling::N,fluture,borboleta
227,Beere::N,boabă,bago
228,Apfel::N,măr,maçã
229,Pilz::N,burete,fungo
230,Pilz::N,burete,cogumelo
231,Pilz::N,ciupercă,fungo
232,Pilz::N,ciupercă,cogumelo
233,Zwiebel::N,ceapă,cebola
234,Saat::N,semănătură,sementeira
235,Korn::N,grâu,grão
236,Heu::N,fân,feno
237,Schale::N,coajă,casca
238,Grube::N,groapă,cova
239,Grube::N,groapă,fossa
240,Falle::N,cursă,armadilha
241,Falle::N,capcană,armadilha
242,Schlinge::N,laț,laço
243,Spur::N,dâră,pista
244,Spur::N,dâră,vestígio
245,Asche::N,cenușă,cinza
246,Dreck::N,noroi,sujidade
247,Dreck::N,murdărie,sujidade
248,Eisen::N,fier,ferro
249,Gold::N,aur,ouro
250,Silber::N,argint,prata
251,Kohle::N,cărbune,carvão
252,Glas::N,sticlă,vidro
253,Lehm::N,lut,barro
254,Lehm::N,lut,argila
255,Lehm::N,humă,barro
256,Lehm::N,humă,argila
257,Sand::N,nisip,areia
258,Mensch::N,om,homem
259,Mensch::N,om,pessoa
260,Mensch::N,persoană,homem
261,Mensch::N,persoană,pessoa
262,Mann::N,om,homem
263,Mann::N,bărbat,homem
264,Frau::N,femeie,mulher
265,Kind::N,copil,filho
266,Kind::N,copil,criança
267,Junge::N,băiat,rapaz
268,Junge::N,băiat,menino
269,Junge::N,flăcău,rapaz
270,Junge::N,flăcău,menino
271,Mädchen::N,fată,menina
272,Mädchen::N,fată,rapariga
273,Familie::N,familie,família
274,Großvater::N,bunic,avô
275,Großvater::N,tată mare,avô
276,Großmutter::N,bunică,avó
277,Großmutter::N,mamă mare,avó
278,Eltern::N,părinți,pais
279,Vater::N,tată,pai
280,Vater::N,părinte,pai
281,Mutter::N,mamă,mãe
282,Sohn::N,fiu,filho
283,Sohn::N,fecior,filho
284,Tochter::N,fiică,filha
285,Bruder::N,frate,irmão
286,Schwester::N,soră,irmã
287,Onkel::N,unchi,tio
288,Tante::N,mătușă,tia
289,Ehemann::N,soț,esposo
290,Ehemann::N,bărbat,esposo
291,Ehefrau::N,soție,esposa
292,Freude::N,bucurie,prazer
293,Freude::N,bucurie,alegria
294,Gelächter::N,râset,risada
295,Gelächter::N,râset,gargalhada
296,Glück::N,fericire,felicidade
297,Kummer::N,mâhnire,aflição
298,Kummer::N,mâhnire,desgosto
299,Wunsch::N,dorință,desejo
300,Wunsch::N,deziderat,desejo
301,Lust::N,poftă,vontade
302,Lust::N,înclinare,vontade
303,Geist::N,duh,mente
304,Geist::N,duh,espírito
305,Geist::N,minte,mente
306,Geist::N,minte,espírito
307,Geist::N,suflet,mente
308,Geist::N,suflet,espírito
309,Gedanke::N,gând,ideia
310,Gedanke::N,gând,pensamento
311,Gedanke::N,cuget,ideia
312,Gedanke::N,cuget,pensamento
313,Gedächtnis::N,memorie,memória
314,Verstand::N,minte,razão
315,Verstand::N,minte,inteligência
316,Verstand::N,intelect,razão
317,Verstand::N,intelect,inteligência
318,Sinn::N,sens,sentido
319,Sinn::N,sens,significado
320,Sinn::N,înțeles,sentido
321,Sinn::N,înțeles,significado
322,Grund::N,cauză,causa
323,Grund::N,cauză,motivo
324,Grund::N,pricină,causa
325,Grund::N,pricină,motivo
326,Wahrheit::N,adevăr,verdade
327,Gespräch::N,convorbire,conversa
328,Gespräch::N,convorbire,conversação
329,Gespräch::N,conversație,conversa
330,Gespräch::N,conversație,conversação
331,Märchen::N,basm,conto
332,Märchen::N,poveste,conto
333,Erzählung::N,poveste,conto
334,Erzählung::N,poveste,narrativa
335,Nachricht::N,veste,mensagem
336,Neuigkeit::N,noutate,notícia
337,Neuigkeit::N,noutate,novidade
338,Neuigkeit::N,actualitate,notícia
339,Neuigkeit::N,actualitate,novidade
340,Name::N,nume,nome
341,Rätsel::N,ghicitoare,adivinha
342,Rede::N,discurs,oração
343,Rede::N,discurs,discurso
344,Sprache::N,limbă,língua
345,Sprache::N,limbaj,língua
346,Stimme::N,glas,voz
347,Wort::N,cuvânt,palavra
348,Zeichen::N,semn,marca
349,Zeichen::N,semnal,marca
350,Ruf::N,chemare,grito
351,Ruf::N,chemare,chamada
352,Lärm::N,zgomot,ruído
353,Lärm::N,zgomot,barulho
354,Lärm::N,tărăboi,ruído
355,Lärm::N,tărăboi,barulho
356,Laut::N,sunet,som
357,Ton::N,ton,tom
358,Lied::N,cântec,canção
359,Ruhe::N,odihnă,calma
360,Ruhe::N,odihnă,silêncio
361,Ruhe::N,liniște,calma
362,Ruhe::N,liniște,silêncio
363,Leute::N,lume,gente
364,Leute::N,lume,pessoas
365,Leute::N,oameni,gente
366,Leute::N,oameni,pessoas
367,Volk::N,popor,povo
368,Volk::N,popor,nação
369,Volk::N,națiune,povo
370,Volk::N,națiune,nação
371,Arbeit::N,lucru,trabalho
372,Gast::N,musafir,hóspede
373,Gast::N,musafir,convidado
374,Geschenk::N,dar,prenda
375,Geschenk::N,dar,presente
376,Geschenk::N,cadou,prenda
377,Geschenk::N,cadou,presente
378,Spiel::N,joc,jogo
379,Gesellschaft::N,societate,companhia
380,Hilfe::N,ajutor,ajuda
381,Hilfe::N,ajutor,socorro
382,Freund::N,amic,amigo
383,Freund::N,prieten,amigo
384,Kamerad::N,tovarăș,camarada
385,Angelegenheit::N,afacere,assunto
386,Anzahl::N,număr,número
387,Anzahl::N,număr,quantidade
388,Anzahl::N,cantitate,número
389,Anzahl::N,cantitate,quantidade
390,Art::N,fel,tipo
391,Art::N,fel,espécie
392,Art::N,specie,tipo
393,Art::N,specie,espécie
394,Stück::N,bucată,pedaço
395,Teil::N,parte,peça
396,Teil::N,parte,parte
397,Teil::N,porție,peça
398,Teil::N,porție,parte
399,Hälfte::N,jumătate,metade
400,Kreis::N,cerc,círculo
401,Kreuz::N,cruce,cruz
402,Linie::N,linie,linha
403,Strich::N,linie,traço
404,Strich::N,trăsătură,traço
405,Abstand::N,distanță,distância
406,Abstand::N,depărtare,distância
407,Entfernung::N,distanță,distância
408,Entfernung::N,depărtare,distância
409,Gegend::N,regiune,área
410,Gegend::N,regiune,região
411,Platz::N,loc,lugar
412,Ort::N,loc,sítio
413,Seite::N,latură,lado
414,Mitte::N,centru,meio
415,Gegenstand::N,obiect,objecto
416,Sache::N,lucru,coisa
417,Sache::N,chestie,coisa
418,Rand::N,bordură,bordo
419,Rand::N,bordură,margem
420,Kante::N,muchie,borda
421,Kante::N,muchie,aresta
422,Kante::N,bordură,borda
423,Kante::N,bordură,aresta
424,Ecke::N,colț,esquina
425,Spitze::N,vârf,ponta
426,Spitze::N,creștet,ponta
427,Ende::N,capăt,cabo
428,Ende::N,capăt,extremo
429,Loch::N,gaură,furo
430,Loch::N,gaură,buraco
431,Winkel::N,colț,canto
432,Winkel::N,colț,ângulo
433,Muster::N,desen,padrão
434,Muster::N,desen,desenho
435,Größe::N,mărime,tamanho
436,Länge::N,lungime,comprimento
437,Höhe::N,înălțime,altura
438,Höhe::N,înălțime,altitude
439,Gewicht::N,greutate,peso
440,Menge::N,cantitate,quantidade
441,Haufen::N,grămadă,pilha
442,Reihe::N,șir,fila
443,Reihe::N,rând,fila
444,Boot::N,barcă,barco
445,Boot::N,luntre,barco
446,Ruder::N,vâslă,remo
447,Ruder::N,lopată,remo
448,Schlitten::N,sanie,trenó
449,Ski::N,schi,esqui
450,Lagerfeuer::N,foc de tabără,fogueira
451,Last::N,povară,carga
452,Last::N,sarcină,carga
453,Gang::N,mers,curso
454,Gang::N,mers,caminhada
455,Gang::N,umblet,curso
456,Gang::N,umblet,caminhada
457,Schritt::N,pas,passo
458,Norden::N,nord,norte
459,Norden::N,miazănoapte,norte
460,Süden::N,sud,sul
461,Süden::N,miazăzi,sul
462,Westen::N,apus,oeste
463,Westen::N,apus,ocidente
464,Osten::N,est,este
465,Osten::N,est,leste
466,Osten::N,est,oriente
467,Osten::N,răsărit,este
468,Osten::N,răsărit,leste
469,Osten::N,răsărit,oriente
470,Holz::N,lemn,madeira
471,Brett::N,scândură,tábua
472,Brett::N,scândură,prancha
473,Platte::N,placă,laje
474,Platte::N,placă,chapa
475,Stütze::N,proptea,apoio
476,Stütze::N,proptea,suporte
477,Stange::N,bară,vara
478,Stange::N,bară,barra
479,Stange::N,prăjină,vara
480,Stange::N,prăjină,barra
481,Stock::N,băț,pau
482,Stock::N,băț,bengala
483,Stock::N,baston,pau
484,Stock::N,baston,bengala
485,Stab::N,baston,bastão
486,Stab::N,prăjină,bastão
487,Rohr::N,tub,cano
488,Rohr::N,țeavă,cano
489,Haus::N,casă,casa
490,Heim::N,casă,lar
491,Heim::N,casă,casa
492,Heim::N,cămin,lar
493,Heim::N,cămin,casa
494,Ofen::N,sobă,estufa
495,Ofen::N,sobă,aquecedor
496,Fußboden::N,podea,piso
497,Fußboden::N,dușumea,piso
498,Tisch::N,masă,mesa
499,Stuhl::N,scaun,cadeira
500,Wiege::N,leagăn,berço
501,Bett::N,pat,cama
502,Regal::N,rafturi,estante
503,Regal::N,rafturi,prateleira
504,Kiste::N,ladă,caixa
505,Kiste::N,cutie,caixa
506,Fenster::N,fereastră,janela
507,Tür::N,ușă,porta
508,Tor::N,poartă,portão
509,Zaun::N,gard,cerca
510,Zaun::N,gard,vedação
511,Dach::N,acoperiș,telhado
512,Leiter::N,scară,escada
513,Leiter::N,scară,escada móvel
514,Besen::N,mătură,vassoura
515,Spaten::N,cazma,pá
516,Spaten::N,hârleț,pá
517,Schaufel::N,lopată,pá
518,Gabel::N,furculiță,garfo
519,Löffel::N,lingură,colher
520,Messer::N,cuțit,faca
521,Nagel::N,cui,cravo
522,Netz::N,plasă,rede
523,Haken::N,cârlig,gancho
524,Griff::N,mâner,asa
525,Griff::N,mâner,cabo
526,Schloss::N,lacăt,fechadura
527,Bild::N,tablou,imagem
528,Bild::N,imagine,imagem
529,Figur::N,chip,figura
530,Figur::N,figură,figura
531,Puppe::N,păpușă,boneca
532,Beutel::N,pungă,saco
533,Beutel::N,pungă,bolsa
534,Beutel::N,săculeț,saco
535,Beutel::N,săculeț,bolsa
536,Bündel::N,mănunchi,fardo
537,Tasche::N,geantă,saco
538,Tasche::N,geantă,bolso
539,Eimer::N,găleată,balde
540,Deckel::N,capac,tampa
541,Geschirr::N,vase,louça
542,Geschirr::N,tacâmuri,louça
543,Sack::N,sac,saca
544,Tasse::N,ceașcă,chávena
545,Topf::N,oală,tacho
546,Topf::N,oală,panela
547,Kessel::N,cazan,caldeira
548,Kessel::N,căldare,caldeira
549,Essen::N,mâncare,refeição
550,Nahrung::N,hrană,comida
551,Nahrung::N,hrană,alimento
552,Nahrung::N,aliment,comida
553,Nahrung::N,aliment,alimento
554,Speise::N,bucate,prato
555,Speise::N,fel de bucate,prato
556,Fleisch::N,carne,carne
557,Getreide::N,cereale,cereais
558,Brei::N,pireu,puré
559,Brot::N,pâine,pão
560,Scheibe::N,felie,fatia
561,Scheibe::N,bucată,fatia
562,Fett::N,untură,banha
563,Fett::N,untură,gordura
564,Fett::N,grăsime,banha
565,Fett::N,grăsime,gordura
566,Butter::N,unt,manteiga
567,Öl::N,ulei,azeite
568,Salz::N,sare,sal
569,Suppe::N,supă,sopa
570,Suppe::N,supă,caldo
571,Suppe::N,ciorbă,sopa
572,Suppe::N,ciorbă,caldo
573,Honig::N,miere,mel
574,Milch::N,lapte,leite
575,Tee::N,ceai,chá
576,Leder::N,piele,couro
577,Wolle::N,lână,lã
578,Stoff::N,stofă,pano
579,Stoff::N,stofă,tecido
580,Nadel::N,ac,agulha
581,Faden::N,ață,fio
582,Knopf::N,buton,botão
583,Knoten::N,nod,nó
584,Farbe::N,vopsea,corante
585,Kleidung::N,haine,roupa
586,Kleidung::N,haine,vestuário
587,Kleidung::N,îmbrăcăminte,roupa
588,Kleidung::N,îmbrăcăminte,vestuário
589,Hemd::N,cămașă,camisa
590,Kragen::N,guler,gola
591,Ärmel::N,mânecă,manga
592,Hose::N,pantaloni,calça
593,Gürtel::N,cordon,cinto
594,Mütze::N,șapcă,boné
595,Mütze::N,șapcă,barrete
596,Schuh::N,gheată,sapato
597,Stiefel::N,cizmă,bota
598,Ring::N,inel,anel
599,Ring::N,verigă,anel
600,Band::N,panglică,fita
601,Band::N,panglică,faixa
602,Band::N,șiret,fita
603,Band::N,șiret,faixa
604,Kamm::N,pieptene,pente
605,Spiegel::N,oglindă,espelho
606,Riemen::N,curea,correia
607,Schnur::N,funie,corda
608,Schnur::N,funie,cordel
609,Schnur::N,sfoară,corda
610,Schnur::N,sfoară,cordel
611,Leine::N,lesă,trela
612,Leine::N,curea,trela
613,Decke::N,pătură,cobertor
614,Kissen::N,pernă,almofada
615,Tuch::N,batic,pano
616,Handtuch::N,prosop,toalha
617,Handtuch::N,ștergar,toalha
618,Kraft::N,forță,força
619,Kraft::N,putere,força
620,Stärke::N,tărie,força
621,Stärke::N,vigoare,força
622,Gesundheit::N,sănătate,saúde
623,Krankheit::N,boală,doença
624,Krankheit::N,boală,enfermidade
625,Krankheit::N,maladie,doença
626,Krankheit::N,maladie,enfermidade
627,Schmerz::N,durere,dor
628,Wunde::N,rană,chaga
629,Wunde::N,rană,ferida
630,Fieber::N,febră,febre
631,Arznei::N,leac,remédio
632,Arznei::N,medicament,remédio
633,Brücke::N,pod,ponte
634,Brücke::N,punte,ponte
635,Brunnen::N,puț,poço
636,Weide::N,izlaz,pastagem
637,Weide::N,pășune,pastagem
638,Pfad::N,cărare,senda
639,Pfad::N,cărare,trilho
640,Weg::N,drum,caminho
641,Straße::N,cale,via
642,Straße::N,cale,estrada
643,Straße::N,stradă,via
644,Straße::N,stradă,estrada
645,Dorf::N,sat,aldeia
646,Stadt::N,oraș,cidade
647,Brief::N,scrisoare,carta
648,Buch::N,carte,livro
649,Buchstabe::N,literă,letra
650,Buchstabe::N,caracter,letra
651,Zeitung::N,ziar,jornal
652,Zeitung::N,gazetă,jornal
653,Leben::N,viață,vida
654,Tod::N,moarte,morte
655,Grab::N,groapă,túmulo
656,Grab::N,groapă,sepultura
657,Grab::N,mormânt,túmulo
658,Grab::N,mormânt,sepultura
659,Kirche::N,biserică,igreja
660,Sünde::N,păcat,pecado
661,Gott::N,zeu,deus
662,Arbeiter::N,muncitor,operário
663,Arbeiter::N,muncitor,trabalhador
664,Chef::N,șef,chefe
665,Chef::N,șef,patrão
666,Meister::N,meșter,mestre
667,Meister::N,maestru,mestre
668,Arzt::N,medic,médico
669,Arzt::N,doctor,médico
670,Lehrer::N,profesor,professor
671,Lehrer::N,învățător,professor
672,Geld::N,bani,dinheiro
673,Geld::N,parale,dinheiro
674,Geschäft::N,treabă,negócio
675,Geschäft::N,afacere,negócio
676,Laden::N,magazin,loja
677,Laden::N,prăvălie,loja
678,Preis::N,preț,preço
679,Ware::N,marfă,mercadoria
680,Nutzen::N,folos,proveito
681,Nutzen::N,profit,proveito
682,Reichtum::N,avuție,riqueza
683,Reichtum::N,bogăție,riqueza
684,Welt::N,lume,mundo
685,Land::N,țară,país
686,Staat::N,stat,Estado
687,König::N,rege,rei
688,Macht::N,putere,poder
689,Macht::N,putere,potência
690,Macht::N,putință,poder
691,Macht::N,putință,potência
692,Grenze::N,hotar,fronteira
693,Grenze::N,graniță,fronteira
694,Grenze::N,frontieră,fronteira
695,Krieg::N,război,guerra
696,Feind::N,dușman,inimigo
697,Gewalt::N,violență,violência
698,Kampf::N,luptă,luta
699,Kampf::N,luptă,combate
700,Bogen[Waffe]::N,arc,arco
701,Pfeil::N,săgeată,seta
702,Pfeil::N,săgeată,flecha
703,Gewehr::N,armă,espingarda
704,Gewehr::N,pușcă,espingarda
705,Fehler::N,eroare,erro
706,Fehler::N,eroare,falha
707,Fehler::N,greșeală,erro
708,Fehler::N,greșeală,falha
709,Lüge::N,minciună,mentira
710,Schaden::N,daună,dano
711,Schaden::N,daună,estrago
712,Schaden::N,pagubă,dano
713,Schaden::N,pagubă,estrago
714,Unglück::N,nenorocire,desgraça
715,Schuld::N,vină,culpa
716,Alter::N,etate,idade
717,Alter::N,vârstă,idade
718,Schluss::N,sfârșit,fim
719,Zeit::N,timp,tempo
720,Zeit::N,vreme,tempo
721,Tag::N,zi,dia
722,Morgen::N,dimineață,manhã
723,Mittag::N,prânz,meio-dia
724,Mittag::N,amiază,meio-dia
725,Abend::N,seară,noite
726,Abend::N,seară,tardinha
727,Nacht::N,noapte,noite
728,Woche::N,săptămână,semana
729,Monat::N,lună,mês
730,Jahr::N,an,ano
731,Frühling::N,primăvară,primavera
732,Sommer::N,vară,verão
733,Herbst::N,toamnă,outono
734,Winter::N,iarnă,inverno
735,Januar::N,ianuarie,Janeiro
736,Februar::N,februarie,Fevereiro
737,März::N,martie,Março
738,April::N,aprilie,Abril
739,Mai::N,mai,Maio
740,Juni::N,iunie,Junho
741,Juli::N,iulie,Julho
742,August::N,august,Agosto
743,September::N,septembrie,Setembro
744,Oktober::N,octombrie,Outubro
745,November::N,noiembrie,Novembro
746,Dezember::N,decembrie,Dezembro
747,Montag::N,luni,segunda-feira
748,Dienstag::N,marți,terça-feira
749,Mittwoch::N,miercuri,quarta-feira
750,Donnerstag::N,joi,quinta-feira
751,Freitag::N,vineri,sexta-feira
752,Samstag::N,sâmbătă,sábado
753,Sonntag::N,duminică,domingo
754,groß::A,mare,grande
755,klein::A,mic,pequeno
756,lang::A,lung,comprido
757,kurz::A,scurt,curto
758,breit::A,lat,largo
759,breit::A,larg,largo
760,schmal::A,strâmt,estreito
761,dicht::A,des,denso
762,dick[Gegenstand]::A,gros,grosso
763,dünn::A,subțire,delgado
764,fein::A,fin,fino
765,fein::A,fin,subtil
766,fein::A,subțire,fino
767,fein::A,subțire,subtil
768,fest::A,tare,firme
769,fest::A,tare,sólido
770,fest::A,solid,firme
771,fest::A,solid,sólido
772,flach::A,șes,plano
773,flach::A,plan,plano
774,glatt::A,lins,liso
775,hart::A,dur,duro
776,weich::A,moale,mole
777,rund::A,rotund,redondo
778,rund::A,circular,redondo
779,spitz::A,ascuțit,agudo
780,scharf::A,tăios,afiado
781,scharf::A,ascuțit,afiado
782,stumpf::A,tocit,rombo
783,schwer::A,greu,pesado
784,schön::A,frumos,belo
785,schön::A,frumos,bonito
786,heiß::A,cald,quente
787,heiß::A,fierbinte,quente
788,warm::A,cald,quente
789,warm::A,fierbinte,quente
790,kalt::A,rece,frio
791,kühl::A,rece,fresco
792,kühl::A,răcoros,fresco
793,frisch::A,răcoros,fresco
794,frisch::A,proaspăt,fresco
795,feucht::A,umed,húmido
796,feucht::A,jilav,húmido
797,nass::A,ud,molhado
798,trocken::A,sec,seco
799,trocken::A,uscat,seco
800,voll::A,plin,cheio
801,leer::A,gol,vazio
802,offen::A,deschis,aberto
803,geschlossen::A,închis,fechado
804,sauber::A,curat,limpo
805,schmutzig::A,murdar,sujo
806,roh::A,crud,cru
807,reif::A,copt,maduro
808,lecker::A,gustos,delicioso
809,süß::A,dulce,doce
810,bitter::A,amar,amargo
811,sauer::A,acru,azedo
812,hell::A,clar,claro
813,hell::A,luminos,claro
814,dunkel::A,obscur,escuro
815,dunkel::A,obscur,sombrio
816,dunkel::A,întunecos,escuro
817,dunkel::A,întunecos,sombrio
818,schwarz::A,negru,preto
819,weiß::A,alb,branco
820,rot::A,roșu,vermelho
821,gelb::A,galben,amarelo
822,blau::A,albastru,azul
823,grün::A,verde,verde
824,grau::A,gri,cinzento
825,grau::A,cenușiu,cinzento
826,bunt::A,colorat,colorido
827,billig::A,ieftin,barato
828,teuer::A,scump,caro
829,wertvoll::A,prețios,valioso
830,wertvoll::A,prețios,precioso
831,blind::A,orb,cego
832,taub::A,surd,surdo
833,kräftig::A,tare,forte
834,kräftig::A,tare,poderoso
835,kräftig::A,forte,forte
836,kräftig::A,forte,poderoso
837,kräftig::A,robust,forte
838,kräftig::A,robust,poderoso
839,stark::A,viguros,forte
840,stark::A,viguros,robusto
841,stark::A,puternic,forte
842,stark::A,puternic,robusto
843,schwach::A,slab,débil
844,schwach::A,debil,débil
845,fett::A,gras,gordo
846,schlank::A,zvelt,esbelto
847,hübsch::A,drăguț,giro
848,hübsch::A,drăguț,bonito
849,böse::A,rău,mau
850,böse::A,răutăcios,mau
851,dumm::A,nerod,parvo
852,dumm::A,nerod,estúpido
853,dumm::A,tâmpit,parvo
