,Concept_ID,ca,fa
138,Bucht::N,cala,خلیج
139,Bucht::N,badia,خلیج
140,Insel::N,illa,جزیره
141,Blume::N,flor,گل
142,Gras::N,herba,علف
143,Wurzel::N,rel,ریشه
144,Wurzel::N,arrel,ریشه
145,Baum::N,arbre,درخت
146,Stamm::N,tronc,تنه
147,Rinde::N,escorça,توژ
148,Rinde::N,escorça,پوست
149,Ast::N,branca,شاخه
150,Zweig::N,ram,شاخه
151,Blatt::N,fulla,برگ
152,Birke::N,bedoll,غان
153,Kiefer[Baum]::N,pi,کاج
154,Weide[Baum]::N,salze,بید
155,Tanne::N,avet,صنوبر
156,Horn::N,corn,شاخ
157,Horn::N,banya,شاخ
158,Feder::N,ploma,پر
159,Fell::N,pell,خز
160,Flügel::N,ala,پر
161,Flügel::N,ala,بال
162,Klaue::N,urpa,چنگ
163,Klaue::N,urpa,پنجه
164,Kralle::N,grapa,پنجه
165,Schwanz::N,cua,دم
166,Ei::N,ou,تخم
167,Nest::N,niu,لانه
168,Bau::N,cau,بنا
169,Bau::N,cau,ساختمان
170,Tier::N,animāl,هیوان
171,Herde::N,ramat,رمه
172,Kuh::N,vaca,گاو
173,Bulle::N,toro,گاو نر
174,Pferd::N,cavāll,اسب
175,Schaf::N,be,گوسفند
176,Schaf::N,ovella,گوسفند
177,Schwein::N,bacó,خوک
178,Hund::N,ca,سگ
179,Hund::N,gos,سگ
180,Katze::N,gat,گربه
181,Bär::N,ós,خرس
182,Eichhörnchen::N,esquirol,سنجاب
183,Elch::N,ant,گوزن شمالی
184,Fuchs::N,guilla,روباه
185,Hase::N,llebre,خرگوش
186,Maus::N,ratolí,موش
187,Wolf::N,llop,گرگ
188,Vogel::N,au,پرنده
189,Vogel::N,ocēll,پرنده
190,Schwarm::N,bandada,دسته
191,Huhn::N,gallina,مرغ
192,Hahn::N,gall,خروس
193,Gans::N,oca,غاز
194,Adler::N,àguila,عقاب
195,Ente::N,ànec,اردک
196,Ente::N,ànec,مرغابی
197,Eule::N,òliba,جغد
198,Eule::N,mussol,جغد
199,Kranich::N,grua,درنا
200,Krähe::N,cornella,زاغ
201,Krähe::N,cornella,کلاغ
202,Kuckuck::N,cucut,فاخته
203,Schwan::N,cigne,قو
204,Fisch::N,peix,ماهی
205,Barsch::N,perca,ماهی خاردار
206,Hecht::N,lluç,اردک ماهی
207,Schlange[Tier]::N,serp,مار
208,Wurm::N,cuc,کرم
209,Spinne::N,aranya,عنکبوت
210,Ameise::N,formiga,مورچه
211,Laus::N,poll,شپش
212,Mücke::N,mosquit,پشه
213,Fliege::N,mosca,مگس
214,Schmetterling::N,papallona,پروانه
215,Beere::N,baia,گیله
216,Apfel::N,poma,سیب
217,Pilz::N,bolet,قارچ
218,Zwiebel::N,ceba,پیاز
219,Saat::N,sembra,بذر
220,Korn::N,gra,تخم
221,Korn::N,gra,دانه
222,Heu::N,fenc,علف خشک
223,Schale::N,closca,پوست
224,Grube::N,sot,گودال
225,Grube::N,clot,گودال
226,Falle::N,trampa,دام
227,Schlinge::N,baga,حلقه
228,Spur::N,traça,رد
229,Asche::N,cendra,خاکستر
230,Dreck::N,llot,کثافت
231,Eisen::N,ferro,آهن
232,Gold::N,or,زر
233,Gold::N,or,طلا
234,Silber::N,plata,نقره
235,Kohle::N,carbó,زغال
236,Glas::N,vidre,شیشه
237,Lehm::N,fang,گل
238,Lehm::N,argila,گل
239,Sand::N,arena,شن
240,Sand::N,arena,ماسه
241,Mensch::N,humà,آدم
242,Mensch::N,humà,انسان
243,Mensch::N,persona,آدم
244,Mensch::N,persona,انسان
245,Mann::N,home,مرد
246,Frau::N,dona,زن
247,Kind::N,nen,بچه
248,Kind::N,nen,کودک
249,Junge::N,noi,پسر
250,Mädchen::N,noia,دختر
251,Familie::N,família,فامیل
252,Familie::N,família,خانواده
253,Großvater::N,avi,پدربزرگ
254,Großmutter::N,àvia,مادر‌بزرگ
255,Eltern::N,pares,والدین
256,Eltern::N,pares,پدر‌و‌مادر
257,Vater::N,pare,پدر
258,Mutter::N,mare,مادر
259,Sohn::N,fill,پسر
260,Tochter::N,filla,دختر
261,Bruder::N,germà,برادر
262,Schwester::N,germana,خواهر
263,Onkel::N,oncle,عمو
264,Onkel::N,oncle,دایی
265,Tante::N,tia,عمه
266,Tante::N,tia,خاله
267,Ehemann::N,espòs,همسر
268,Ehefrau::N,muller,همسر
269,Freude::N,goig,شادی
270,Freude::N,alegria,شادی
271,Gelächter::N,riallada,خنده
272,Gelächter::N,riallada,قاه‌قاه
273,Glück::N,felicitat,اقبال
274,Kummer::N,pena,غم
275,Kummer::N,pena,غصه
276,Wunsch::N,desig,آرزو
277,Lust::N,ganes,هوس
278,Geist::N,ment,روح
279,Geist::N,esperit,روح
280,Gedanke::N,pensament,فکر
281,Gedächtnis::N,memòria,حافظه
282,Verstand::N,raó,هوش
283,Verstand::N,seny,هوش
284,Sinn::N,solta,معنا
285,Sinn::N,solta,مفهوم
286,Sinn::N,sentit,معنا
287,Sinn::N,sentit,مفهوم
288,Grund::N,raó,سبب
289,Grund::N,raó,دلیل
290,Grund::N,causa,سبب
291,Grund::N,causa,دلیل
292,Wahrheit::N,veritāt,حقیقت
293,Gespräch::N,conversa,صحبت
294,Gespräch::N,conversa,گفتگو
295,Märchen::N,conte,قصه
296,Märchen::N,conte,افسانه
297,Erzählung::N,narració,داستان
298,Nachricht::N,missatge,خبر
299,Neuigkeit::N,novetat,خبر تازه
300,Name::N,nom,اسم
301,Rätsel::N,endevinalla,معما
302,Rede::N,discurs,سخن
303,Sprache::N,llēngua,زبان
304,Stimme::N,veu,صدا
305,Wort::N,mot,کلمه
306,Wort::N,paraula,کلمه
307,Zeichen::N,signe,نشان
308,Zeichen::N,signe,علامت
309,Zeichen::N,senyal,نشان
310,Zeichen::N,senyal,علامت
311,Ruf::N,crida,صدا
312,Lärm::N,sorōll,هیاهو
313,Laut::N,so,صدا
314,Ton::N,to,آهنگ
315,Lied::N,cançó,آواز
316,Lied::N,cançó,ترانه
317,Ruhe::N,calma,آرامش
318,Ruhe::N,silenci,آرامش
319,Leute::N,gent,مردم
320,Volk::N,poble,خلق
321,Arbeit::N,labor,کار
322,Arbeit::N,treball,کار
323,Gast::N,hoste,مهمان
324,Geschenk::N,regal,هدیه
325,Geschenk::N,obsequi,هدیه
326,Spiel::N,joc,بازی
327,Gesellschaft::N,companyia,جمعیت
328,Hilfe::N,ajut,کمک
329,Freund::N,amīc,دوست
330,Kamerad::N,company,رفیق
331,Kamerad::N,camarada,رفیق
332,Angelegenheit::N,afer,امر
333,Angelegenheit::N,afer,قضیه
334,Angelegenheit::N,assumpte,امر
335,Angelegenheit::N,assumpte,قضیه
336,Anzahl::N,nombre,عده
337,Anzahl::N,nombre,شمار
338,Anzahl::N,quantitat,عده
339,Anzahl::N,quantitat,شمار
340,Art::N,tipus,نوع
341,Art::N,classe,نوع
342,Stück::N,peça,تکه
343,Stück::N,peça,قطعه
344,Teil::N,part,بخش
345,Teil::N,part,قسمت
346,Hälfte::N,meitat,نیم
347,Kreis::N,cercle,حلقه
348,Kreis::N,cercle,دایره
349,Kreuz::N,creu,صلیب
350,Linie::N,línia,خط
351,Linie::N,línia,سطر
352,Strich::N,traç,خط
353,Strich::N,ratlla,خط
354,Abstand::N,distància,فاصله
355,Entfernung::N,distància,مسافت
356,Gegend::N,regió,منطقه
357,Gegend::N,contrada,منطقه
358,Platz::N,cabuda,گنجایش
359,Ort::N,lloc,جا
360,Ort::N,lloc,محل
361,Ort::N,lloc,مکان
362,Seite::N,banda,طرف
363,Seite::N,costāt,طرف
364,Mitte::N,mig,وسط
365,Mitte::N,mig,میان
366,Mitte::N,centre,وسط
367,Mitte::N,centre,میان
368,Gegenstand::N,objecte,چیز
369,Sache::N,cosa,چیز
370,Rand::N,vora,کنار
371,Rand::N,vora,حاشیه
372,Rand::N,marge,کنار
373,Rand::N,marge,حاشیه
374,Kante::N,caire,لبه
375,Kante::N,cantell,لبه
376,Ecke::N,cantonada,گوشه
377,Spitze::N,punta,سر
378,Spitze::N,punta,نوک
379,Ende::N,cap,ته
380,Ende::N,cap,آخر
381,Loch::N,forāt,سوراخ
382,Winkel::N,racó,کنج
383,Muster::N,dibuix,نقش
384,Muster::N,disseny,نقش
385,Größe::N,grandària,قد
386,Größe::N,grandària,بزرگی
387,Länge::N,longitud,طول
388,Höhe::N,altura,بلندی
389,Höhe::N,altitud,بلندی
390,Gewicht::N,pes,وزن
391,Menge::N,quantitat,مقدار
392,Menge::N,quantitat,اندازه
393,Haufen::N,pila,توده
394,Reihe::N,fila,ردیف
395,Boot::N,bot,قایق
396,Boot::N,barca,قایق
397,Ruder::N,rem,پارو
398,Schlitten::N,trineu,سورتمه
399,Ski::N,esquí,اسکی
400,Lagerfeuer::N,foc de campament,آتش
401,Last::N,càrrega,بار
402,Last::N,càrrega,سنگینی
403,Gang::N,marxa,راه رفتن
404,Schritt::N,pas,قدم
405,Norden::N,nord,شمال
406,Süden::N,sud,جنوب
407,Westen::N,oest,غرب
408,Westen::N,occident,غرب
409,Osten::N,est,شرق
410,Osten::N,orient,شرق
411,Holz::N,fusta,چوب
412,Brett::N,taula,تخته
413,Platte::N,placa,صفحه
414,Stütze::N,suport,تکیه
415,Stange::N,vara,میله
416,Stock::N,pal,چوب
417,Stab::N,bastó,عصا
418,Rohr::N,tub,لوله
419,Haus::N,casa,منزل
420,Heim::N,llar,خانه
421,Heim::N,llar,کاشانه
422,Ofen::N,estufa,بخاری
423,Fußboden::N,terra,کف اتاق
424,Tisch::N,taula,میز
425,Stuhl::N,cadira,صندلی
426,Wiege::N,bressol,گهواره
427,Bett::N,llit,تختخواب
428,Regal::N,prestatgeria,قفسه
429,Kiste::N,caixa,صندوق
430,Fenster::N,finestra,پنجره
431,Tür::N,porta,در
432,Tür::N,porta,درب
433,Tor::N,portal,دروازه
434,Zaun::N,tanca,حصار
435,Dach::N,teulada,بام
436,Leiter::N,escala,نردبان
437,Leiter::N,escala de mà,نردبان
438,Besen::N,escombra,جارو
439,Spaten::N,pala,بیل
440,Schaufel::N,pala,بیل
441,Schaufel::N,pala,پارو
442,Gabel::N,forquilla,چنگال
443,Löffel::N,cullera,قاشق
444,Messer::N,coltell,کارد
445,Nagel::N,clau,میخ
446,Netz::N,filat,تور
447,Netz::N,filat,شبکه
448,Haken::N,ganxo,قلاب
449,Griff::N,puny,دسته
450,Griff::N,mànec,دسته
451,Schloss::N,pany,قفل
452,Bild::N,imatge,عکس
453,Bild::N,imatge,تصویر
454,Figur::N,figura,تندیس
455,Puppe::N,nina,عروسک
456,Beutel::N,bossa,کیسه
457,Bündel::N,feix,بسته
458,Bündel::N,paquet,بسته
459,Tasche::N,bossa,کیف
460,Eimer::N,galleda,سطل
461,Deckel::N,tapa,در
462,Deckel::N,tapadora,در
463,Geschirr::N,vaixella,ظرف
464,Sack::N,sac,گونی
465,Sack::N,saca,گونی
466,Tasse::N,tassa,فنجان
467,Topf::N,pot,دیگ
468,Topf::N,pot,قابلمه
469,Topf::N,olla,دیگ
470,Topf::N,olla,قابلمه
471,Kessel::N,caldera,دیگ
472,Essen::N,àpat,خوراک
473,Essen::N,menjada,خوراک
474,Nahrung::N,aliment,غذا
475,Speise::N,plat,خوراک
476,Fleisch::N,carn,گوشت
477,Getreide::N,cereals,غله
478,Brei::N,puré,فرنی
479,Brei::N,puré,حریره
480,Brot::N,pa,نان
481,Scheibe::N,tall,قاچ
482,Scheibe::N,tall,لزگه
483,Scheibe::N,llesca,قاچ
484,Scheibe::N,llesca,لزگه
485,Fett::N,greix,چربی
486,Butter::N,mantega,کره
487,Öl::N,oli,روغن
488,Salz::N,sal,نمک
489,Suppe::N,sopa,آش
490,Suppe::N,sopa,سوپ
491,Honig::N,mel,عسل
492,Milch::N,llet,شیر
493,Tee::N,te,چای
494,Leder::N,cuir,چرم
495,Wolle::N,llana,پشم
496,Stoff::N,tela,پارچه
497,Nadel::N,agulla,سوزن
498,Faden::N,fil,نخ
499,Knopf::N,botó,دکمه
500,Knoten::N,nus,گره
501,Farbe::N,pintura,رنگ
502,Kleidung::N,roba,لباس
503,Kleidung::N,roba,پوشاک
504,Kleidung::N,vestits,لباس
505,Kleidung::N,vestits,پوشاک
506,Hemd::N,camisa,پیراهن
507,Kragen::N,coll,یقه
508,Ärmel::N,màniga,آستین
509,Hose::N,pantalōns,شلوار
510,Gürtel::N,cinturó,کمر‌بند
511,Mütze::N,gorra,کلاه
512,Schuh::N,sabata,کفش
513,Stiefel::N,bota,چکمه
514,Ring::N,anell,حلقه
515,Ring::N,anell,انگشتر
516,Band::N,veta,نوار
517,Band::N,veta,روبان
518,Band::N,cinta,نوار
519,Band::N,cinta,روبان
520,Kamm::N,pinta,شانه
521,Spiegel::N,mirāll,آینه
522,Riemen::N,corretja,تسمه
523,Schnur::N,corda,ریسمان
524,Leine::N,corretja,قلاده
525,Decke::N,manta,پتو
526,Decke::N,flassada,پتو
527,Kissen::N,coixí,بالش
528,Tuch::N,mocador,شال
529,Handtuch::N,tovallola,حوله
530,Kraft::N,força,نیرو
531,Stärke::N,vigor,زور
532,Gesundheit::N,salut,سلامتی
533,Gesundheit::N,salut,تندرستی
534,Krankheit::N,malaltia,بیماری
535,Schmerz::N,dolor,درد
536,Wunde::N,ferida,زخم
537,Fieber::N,febre,تب
538,Arznei::N,medicament,دارو
539,Brücke::N,pont,پل
540,Brunnen::N,pou,چاه
541,Weide::N,pastura,چراگاه
542,Pfad::N,senda,راه
543,Pfad::N,sender,راه
544,Weg::N,camí,راه
545,Weg::N,camí,طریق
546,Straße::N,carretera,راه
547,Straße::N,carretera,جاده
548,Dorf::N,poble,ده
549,Dorf::N,poble,روستا
550,Stadt::N,ciutāt,شهر
551,Brief::N,carta,نامه
552,Buch::N,llibre,کتاب
553,Buchstabe::N,lletra,حرف
554,Zeitung::N,diāri,روزنامه
555,Leben::N,vida,عمر
556,Leben::N,vida,زندگی
557,Tod::N,mort,مرگ
558,Grab::N,tomba,گور
559,Grab::N,tomba,مزار
560,Kirche::N,església,کلیسا
561,Sünde::N,pecat,بزه
562,Sünde::N,pecat,گناه
563,Gott::N,déu,خدا
564,Arbeiter::N,obrer,کارگر
565,Chef::N,cap,رئیس
566,Meister::N,mestre,استاد
567,Arzt::N,metge,پزشک
568,Lehrer::N,mestre,معلم
569,Lehrer::N,mestre,آموزگار
570,Geld::N,dinērs,پول
571,Geschäft::N,negoci,کار
572,Geschäft::N,negoci,بیزنس
573,Laden::N,tenda,دکان
574,Laden::N,tenda,مغازه
575,Laden::N,botiga,دکان
576,Laden::N,botiga,مغازه
577,Preis::N,preu,بها
578,Preis::N,preu,قیمت
579,Ware::N,mercaderia,جنس
580,Ware::N,mercaderia,کالا
581,Nutzen::N,profit,مزیت
582,Nutzen::N,profit,امتیاز
583,Reichtum::N,riquesa,مال
584,Reichtum::N,riquesa,ثروت
585,Welt::N,món,دنیا
586,Land::N,país,کشور
587,Land::N,país,مملکت
588,Staat::N,estat,دولت
589,König::N,rei,شاه
590,König::N,rei,پادشاه
591,Macht::N,poder,قدرت
592,Macht::N,poder,اختیار
593,Macht::N,potència,قدرت
594,Macht::N,potència,اختیار
595,Grenze::N,frontera,مرز
596,Krieg::N,guerra,جنگ
597,Feind::N,enemic,دشمن
598,Gewalt::N,violència,زور
599,Gewalt::N,violència,خشونت
600,Kampf::N,lluita,نبرد
601,Kampf::N,lluita,مبارزه
602,Bogen[Waffe]::N,arc,کمان
603,Pfeil::N,fletxa,تیر
604,Gewehr::N,fusell,تفنگ
605,Gewehr::N,escopeta,تفنگ
606,Fehler::N,falta,غلط
607,Fehler::N,falta,اشتباه
608,Lüge::N,mentida,دروغ
609,Schaden::N,dany,آسیب
610,Schaden::N,dany,خسارت
611,Unglück::N,desgràcia,بلا
612,Schuld::N,culpa,گناه
613,Schuld::N,culpa,تقصیر
614,Alter::N,edat,سن
615,Alter::N,edat,عمر
616,Schluss::N,fi,انتها
617,Schluss::N,final,انتها
618,Zeit::N,temps,وقت
619,Zeit::N,temps,زمان
620,Tag::N,dia,روز
621,Morgen::N,matí,صبح
622,Mittag::N,migdia,ظهر
623,Abend::N,vespre,شب
624,Abend::N,vespre,عصر
625,Nacht::N,nit,شب
626,Woche::N,setmana,هفته
627,Monat::N,mes,ماه
628,Jahr::N,any,سال
629,Frühling::N,primavera,بهار
630,Sommer::N,estīu,تابستان
631,Herbst::N,tardor,پاییز
632,Winter::N,hivērn,زمستان
633,Januar::N,gener,ژانویه
634,Februar::N,febrer,فوریه
635,März::N,març,مارس
636,April::N,abril,آوریل
637,Mai::N,maig,مه
638,Juni::N,juny,ژوئن
639,Juli::N,juliol,ژویه
640,August::N,agost,اوت
641,September::N,setembre,سپتامبر
642,Oktober::N,octubre,اکتبر
643,November::N,novembre,نوامبر
644,Dezember::N,desembre,دسامبر
645,Montag::N,dilluns,دو‌شنبه
646,Dienstag::N,dimarts,سه‌شنبه
647,Mittwoch::N,dimecres,چهار‌شنبه
648,Donnerstag::N,dijous,پنج شنبه
649,Freitag::N,divendres,جمعه
650,Samstag::N,dissabte,شنبه
651,Sonntag::N,diumenge,یکشنبه
652,groß::A,gros,بزرگ
653,klein::A,petīt,کوچک
654,lang::A,llarg,بلند
655,kurz::A,curt,کوتاه
656,breit::A,ample,پهن
657,schmal::A,estret,تنگ
658,schmal::A,estret,نازک
659,dicht::A,dens,چگال
660,dicht::A,dens,انبوه
661,dick[Gegenstand]::A,gruixūt,ضخیم
662,dünn::A,prim,نازک
663,fein::A,fi,ریز
664,fein::A,fi,باریک
665,fest::A,ferm,محکم
666,fest::A,sòlid,محکم
667,flach::A,pla,صاف
668,flach::A,pla,مسطح
669,glatt::A,llis,لیز
670,hart::A,dur,سفت
671,weich::A,tou,نرم
672,weich::A,tou,ملایم
673,rund::A,rodó,گرد
674,spitz::A,punxegut,تیز
675,spitz::A,punxegut,نوک‌تیز
676,scharf::A,agut,تیز
677,scharf::A,agut,برنده
678,stumpf::A,rom,کند
679,stumpf::A,esmussat,کند
680,schwer::A,pesāt,سنگین
681,schön::A,bonīc,زیبا
682,heiß::A,calēnt,داغ
683,warm::A,càlid,گرم
684,kalt::A,fred,سرد
685,kühl::A,fresc,خنک
686,frisch::A,fresc,تازه
687,feucht::A,humit,مرطوب
688,nass::A,mullat,تر
689,nass::A,mullat,خیش
690,trocken::A,sec,خشک
691,voll::A,ple,پر
692,leer::A,buit,خالی
693,offen::A,obert,باز
694,geschlossen::A,tancat,بسته
695,sauber::A,net,پاک
696,sauber::A,net,تمیز
697,schmutzig::A,brut,کثیف
698,schmutzig::A,brut,آلوده
699,roh::A,cru,خام
700,reif::A,madur,رسیده
701,lecker::A,deliciós,لذیذ
702,lecker::A,deliciós,خوشمزه
703,süß::A,dolç,شیرین
704,bitter::A,amarg,تلخ
705,sauer::A,agre,ترش
706,hell::A,clar,روشن
707,dunkel::A,fosc,تاریک
708,schwarz::A,negre,سیاه
709,weiß::A,blanc,سفید
710,rot::A,vermēll,سرخ
711,rot::A,vermēll,قرمز
712,gelb::A,groc,زرد
713,blau::A,blau,آبی
714,grün::A,verd,سبز
715,grau::A,gris,طوسی
716,grau::A,gris,خاکستری
717,bunt::A,multicolor,رنگارنگ
718,billig::A,barat,ارزان
719,teuer::A,car,گران
720,wertvoll::A,preciós,قیمتی
721,wertvoll::A,preciós,گرانبها
722,blind::A,cec,کور
723,blind::A,cec,نابینا
724,taub::A,sord,کر
725,taub::A,sord,ناشنوا
726,kräftig::A,fort,قوی
727,kräftig::A,vigorós,قوی
728,stark::A,fort,قوی
729,stark::A,fort,نیرومند
730,schwach::A,feble,ضعیف
731,fett::A,gras,چرب
732,schlank::A,esvelt,باریک‌اندام
733,hübsch::A,maco,قشنگ
734,hübsch::A,maco,خوشگل
735,böse::A,dolent,بد
736,dumm::A,ximple,احمق
737,dumm::A,estúpid,احمق
738,faul::A,gandūl,لش
739,faul::A,gandūl,تنبل
740,faul::A,mandrós,لش
741,faul::A,mandrós,تنبل
742,fleißig::A,diligēnt,زرنگ
743,geizig::A,avar,خسیس
744,klug::A,intel·ligent,عاقل
745,klug::A,intel·ligent,باهوش
746,geschickt::A,hàbil,ماهر
747,lieb::A,amat,عزیز
748,lieb::A,estimat,عزیز
749,lustig::A,alegre,شاد
750,lustig::A,alegre,خوشحال
751,sanft::A,suau,لطیف
752,hungrig::A,afamat,گرسنه
753,krank::A,malālt,مریض
754,krank::A,malālt,بیمار
755,nackt::A,nu,لخت
756,nackt::A,nu,برهنه
757,traurig::A,trist,غمگین
758,lebendig::A,viu,زنده
759,gut::A,bo,خوب
760,schlecht::A,dolēnt,بد
761,richtig::A,just,درست
762,richtig::A,correcte,درست
763,schlimm::A,greu,وخيم
764,wahr::A,vertader,درست
765,wahr::A,vertader,حقیقی
766,wahr::A,veritable,درست
767,wahr::A,veritable,حقیقی
768,alt::A,vell,کهنه
769,neu::A,nou,نو
770,ehemalig::A,antic,قبلی
771,alt[Lebewesen]::A,vell,پیر
772,jung::A,jove,جوان
773,arm::A,pobre,فقیر
774,reich::A,ric,پولدار
775,reich::A,ric,ثروتمند
776,bekannt::A,conegut,آشنا
777,bekannt::A,conegut,معلوم
778,berühmt::A,famós,مشهور
779,fremd::A,estrany,خارجی
780,fremd::A,estrany,بیگانه
781,verschieden::A,diferent,مختلف
782,verschieden::A,diferent,متفاوت
783,nah::A,pròxim,نزدیک
784,fern::A,llunyà,دور
785,fern::A,distant,دور
786,linker::A,esquerre,چپ
787,rechter::A,dret,راست
788,anderer::A,altre,دیگر
789,erster::A,primer,اول
790,zweiter::A,segon,دوم
791,dritter::A,tercer,سوم
792,letzter::A,últim,آخر
793,allein::ADV,sol,تنها
794,auf einmal::ADV,d'una vegada,همزمان
795,zusammen::ADV,junt,باهم
796,lange::ADV,molt de temps,مدت‌ها
797,lange::ADV,molt de temps,مدت زیادی
798,plötzlich::ADV,de cop,ناگهان
799,plötzlich::ADV,de sobte,ناگهان
800,sofort::ADV,de seguida,فوراً
801,später::ADV,més tard,بعدها
802,jetzt::ADV,ara,حالا
803,jetzt::ADV,ara,اکنون
804,heute::ADV,avūi,امروز
805,morgen::ADV,demà,فردا
806,bald::ADV,aviāt,زود
807,bald::ADV,aviāt,بزودی
808,dann::ADV,després,سپس
809,dann::ADV,després,آنوقت
810,gestern::ADV,ahir,دیروز
811,einst::ADV,anteriorment,وقتی
812,einst::ADV,anteriorment,زمانی
813,damals::ADV,llavōrs,آنوقت
814,damals::ADV,llavōrs,آنزمان
815,damals::ADV,aleshores,آنوقت
816,damals::ADV,aleshores,آنزمان
817,danach::ADV,després,بعد
818,vorher::ADV,abāns,قبلاً
819,zuerst::ADV,primer,اول
820,zuerst::ADV,primer,ابتداء
821,einmal::ADV,una vegada,یکدفعه
822,manchmal::ADV,de vegades,گاهی
823,manchmal::ADV,de vegades,بعضی اوقات
824,oft::ADV,sovint,اغلب
825,immer::ADV,sempre,همیشه
826,niemals::ADV,no ... mai,هرگز
827,hier::ADV,aquí,اینجا
828,hierhin::ADV,per aquí,به اینجا
