,Concept_ID,ps,el
89,Feuer::N,اور,φωτιά
90,Licht::N,رڼا,φως
91,Schatten::N,سیوری,σκιά
92,Schatten::N,سیوری,ίσκιος
93,Wetter::N,هوا,καιρός
94,Nebel::N,لړه,ομίχλη
95,Wolke::N,ورېځ,σύννεφο
96,Regen::N,وریا,βροχή
97,Regen::N,باران,βροχή
98,Schnee::N,واوره,χιόνι
99,Eis::N,یخ,πάγος
100,Eis::N,کنګل,πάγος
101,Frost::N,یخ,παγωνία
102,Kälte::N,ساړه,κρύο
103,Kälte::N,ساړه,ψύχος
104,Hitze::N,تودوخي,ζέστη
105,Raureif::N,سپینه پرخه,πάχνη
106,Regenbogen::N,بوډۍ ټال,ουράνιο τόξο
107,Regenbogen::N,سره زرغونه,ουράνιο τόξο
108,Donner::N,تالنده,βροντή
109,Strömung::N,بهېدنه,ρεύμα
110,Tropfen::N,قطره,στάλα
111,Tropfen::N,څاڅکی,στάλα
112,Schaum::N,ځګ,αφρός
113,Schmutz::N,ناپاکي,βρωμιά
114,See::N,جهیل,λίμνη
115,Sumpf::N,جبه,βάλτος
116,Moor::N,جبه,έλος
117,Wiese::N,چمن,λιβάδι
118,Wiese::N,شنېلی,λιβάδι
119,Wald::N,ځنګل,δάσος
120,Hügel::N,تپه,λόφος
121,Anhöhe::N,غونډۍ,ύψωμα
122,Berg::N,غ‍‍‍‍‍ر,όρος
123,Berg::N,غ‍‍‍‍‍ر,βουνό
124,Gipfel::N,څوکه,κορυφή
125,Höhle::N,کاز,σπηλιά
126,Abhang::N,لمن,πλαγιά
127,Quelle::N,چینه,πηγή
128,Quelle::N,چینه,βρύση
129,Bach::N,واله,ρυάκι
130,Fluss::N,سیند,ποτάμι
131,Fluss::N,سیند,ποταμός
132,Ufer::N,غاړه,όχθη
133,Küste::N,ساحل,ακτή
134,Küste::N,ساحل,ακρογιαλιά
135,Festland::N,وچه,στεριά
136,Meer::N,بحر,θάλασσα
137,Meer::N,سمندر,θάλασσα
138,Bucht::N,کارۍ,κόλπος
139,Insel::N,ټاپو,νησί
140,Insel::N,ټاپو,νήσος
141,Insel::N,جزيره,νησί
142,Insel::N,جزيره,νήσος
143,Blume::N,ګل,άνθος
144,Blume::N,ګل,λουλούδι
145,Gras::N,واښه,χόρτο
146,Gras::N,واښه,χορτάρι
147,Wurzel::N,ریښه,ρίζα
148,Baum::N,ونه,δέντρο
149,Stamm::N,ډډ,κορμός
150,Rinde::N,پوستکی,φλούδα
151,Ast::N,ښاخ,κλαδί
152,Zweig::N,څانګه,κλαδί
153,Zweig::N,څانګه,κλάδος
154,Blatt::N,پاڼه,φύλλο
155,Birke::N,توس,σημύδα
156,Kiefer[Baum]::N,نښتر,πεύκο
157,Weide[Baum]::N,وله,ιτιά
158,Tanne::N,ناجو,έλατο
159,Horn::N,ښکر,κέρας
160,Horn::N,ښکر,κέρατο
161,Feder::N,بڼکه,φτερό
162,Fell::N,پوستکی,δέρμα
163,Fell::N,پوستکی,τομάρι
164,Flügel::N,وزر,πτερύγιο
165,Klaue::N,پنجه,κουλό
166,Klaue::N,منګول,κουλό
167,Kralle::N,پنجه,νύχι
168,Kralle::N,منګول,νύχι
169,Schwanz::N,لکۍ,ουρά
170,Ei::N,وۍ,αβγό
171,Ei::N,هګۍ,αβγό
172,Nest::N,جاله,φωλιά
173,Bau::N,کاز,φωλιά
174,Tier::N,ژوی,ζώο
175,Tier::N,حیوان,ζώο
176,Herde::N,رمه,κοπάδι
177,Herde::N,غېله,κοπάδι
178,Kuh::N,غوا,αγελάδα
179,Bulle::N,غوئی,ταύρος
180,Pferd::N,آس,άλογο
181,Schaf::N,پسه,πρόβατο
182,Schwein::N,سرکوزی,γουρούνι
183,Hund::N,سپی,σκυλί
184,Hund::N,سپی,σκύλος
185,Katze::N,پشه,γάτα
186,Bär::N,خرس,άρκτος
187,Bär::N,خرس,αρκούδα
188,Eichhörnchen::N,خړ لمی,βερβερίτσα
189,Elch::N,ګوزن,άλκη
190,Fuchs::N,سپلم,αλεπού
191,Hase::N,سوی,λαγός
192,Maus::N,مږک,ποντικός
193,Wolf::N,لېوه,λύκος
194,Vogel::N,مرغه,πουλί
195,Schwarm::N,سېل,σμήνος
196,Huhn::N,چرګه,κότα
197,Huhn::N,چرګه,όρνιθα
198,Hahn::N,چرګ,πετεινός
199,Gans::N,بته,χήνα
200,Adler::N,عقاب,αετός
201,Ente::N,ایلۍ,πάπια
202,Eule::N,ګونګی,κουκουβάγια
203,Kranich::N,کلنګ,γερανός
204,Krähe::N,کارغه,καρακάξα
205,Kuckuck::N,فاخته,κούκος
206,Schwan::N,قو,κύκνος
207,Fisch::N,کب,ψάρι
208,Fisch::N,ماهی,ψάρι
209,Schlange[Tier]::N,مار,φίδι
210,Wurm::N,چینجی,σκουλήκι
211,Spinne::N,غڼه,αράχνη
212,Spinne::N,تارکښ,αράχνη
213,Ameise::N,مېږی,μυρμήγκι
214,Laus::N,سپږه,ψείρα
215,Mücke::N,ماشی,κουνούπι
216,Fliege::N,مچ,μύγα
217,Schmetterling::N,پتنګ,πεταλούδα
218,Beere::N,مېوۍ,ρόγα
219,Apfel::N,مڼه,μήλο
220,Pilz::N,خرېړی,μανιτάρι
221,Zwiebel::N,پیاز,κρεμμύδι
222,Saat::N,تخم,σπόρος
223,Korn::N,تخم,σπυρί
224,Korn::N,دانه,σπυρί
225,Heu::N,بوس,σανός
226,Heu::N,پروړه,σανός
227,Schale::N,پوستکی,τσόφλι
228,Grube::N,کنده,λάκκος
229,Falle::N,دام,παγίδα
230,Falle::N,لومه,παγίδα
231,Schlinge::N,کړۍ,θηλειά
232,Spur::N,نښه,ίχνος
233,Asche::N,آس,στάχτη
234,Asche::N,ایره,στάχτη
235,Dreck::N,ناپاکي,βρωμιά
236,Eisen::N,اوسپنه,σίδερο
237,Gold::N,سره زر,μάλαμα
238,Gold::N,سره زر,χρυσάφι
239,Silber::N,نقره,ασήμι
240,Silber::N,نقره,άργυρος
241,Silber::N,سپین زر,ασήμι
242,Silber::N,سپین زر,άργυρος
243,Kohle::N,سکور,κάρβουνο
244,Kohle::N,سکاره,κάρβουνο
245,Glas::N,ښيښه,γυαλί
246,Lehm::N,خټه,πηλός
247,Sand::N,شګه,άμμος
248,Mensch::N,انسان,άνθρωπος
249,Mann::N,سړی,άνδρας
250,Mann::N,نارینه,άνδρας
251,Frau::N,ښځه,γυναίκα
252,Kind::N,بچی,παιδί
253,Kind::N,ماشوم,παιδί
254,Junge::N,هلک,αγόρι
255,Mädchen::N,نجلۍ,κοπέλα
256,Mädchen::N,نجلۍ,κορίτσι
257,Familie::N,کورنۍ,οικογένεια
258,Großvater::N,بابا,παππούς
259,Großmutter::N,انا,γιαγιά
260,Eltern::N,مور او پلار,γονείς
261,Vater::N,پلار,πατέρας
262,Mutter::N,مور,μητέρα
263,Sohn::N,زوی,γιος
264,Tochter::N,لور,κόρη
265,Bruder::N,ورور,αδελφός
266,Schwester::N,خور,αδελφή
267,Onkel::N,تره,θείος
268,Onkel::N,ماما,θείος
269,Tante::N,خاله,θεία
270,Ehemann::N,مېړه,σύζυγος
271,Ehefrau::N,مېرمن,σύζυγος
272,Freude::N,خوشحالي,χαρά
273,Gelächter::N,خندا,γέλια
274,Glück::N,بخت,ευτυχία
275,Kummer::N,غم,έγνοια
276,Wunsch::N,هيله,επιθυμία
277,Wunsch::N,غوښتنه,επιθυμία
278,Lust::N,شوق,όρεξη
279,Lust::N,مینه,όρεξη
280,Geist::N,روح,πνέυμα
281,Gedanke::N,فکر,σκέψη
282,Gedächtnis::N,یاد,μνήμη
283,Gedächtnis::N,حافظه,μνήμη
284,Verstand::N,عقل,νους
285,Verstand::N,شعور,νους
286,Sinn::N,معنی,νόημα
287,Grund::N,علت,λόγος
288,Grund::N,اساس,λόγος
289,Wahrheit::N,حقیقت,αλήθεια
290,Gespräch::N,مرکه,συνομιλία
291,Gespräch::N,خبرې اترې,συνομιλία
292,Märchen::N,افسانه,παραμύθι
293,Erzählung::N,قصه,διήγημα
294,Erzählung::N,کیسه,διήγημα
295,Nachricht::N,خبر,είδηση
296,Neuigkeit::N,نوی خبر,νέο
297,Name::N,نوم,όνομα
298,Rätsel::N,کیسۍ,αίνιγμα
299,Rätsel::N,چیستان,αίνιγμα
300,Rede::N,وینا,λόγος
301,Rede::N,وینا,ομιλία
302,Sprache::N,ژبه,γλώσσα
303,Stimme::N,غږ,φωνή
304,Stimme::N,اواز,φωνή
305,Wort::N,لغت,λέξη
306,Wort::N,کلمه,λέξη
307,Zeichen::N,نښه,σημείο
308,Zeichen::N,اشاره,σημείο
309,Ruf::N,ږغ,κραυγή
310,Ruf::N,بلنه,κραυγή
311,Lärm::N,غالمغال,θόρυβος
312,Laut::N,ږغ,ήχος
313,Ton::N,اواز,ήχος
314,Ton::N,اواز,τόνος
315,Lied::N,غزله,τραγούδι
316,Lied::N,سندره,τραγούδι
317,Ruhe::N,ارامي,ησυχία
318,Leute::N,خلک,κόσμος
319,Leute::N,خلک,άνθρωποι
320,Volk::N,ولس,λαός
321,Arbeit::N,کار,εργασία
322,Gast::N,مېلمه,επισκέπτης
323,Geschenk::N,تحفه,δώρο
324,Geschenk::N,سوغات,δώρο
325,Spiel::N,لوبه,παιχνίδι
326,Gesellschaft::N,ډله,κοινωνία
327,Hilfe::N,کومک,βοήθεια
328,Hilfe::N,مرسته,βοήθεια
329,Freund::N,ملګری,φίλος
330,Kamerad::N,انډيوال,σύντροφος
331,Angelegenheit::N,موضوع,υπόθεση
332,Anzahl::N,شمېر,αριθμός
333,Anzahl::N,تعداد,αριθμός
334,Art::N,ډول,είδος
335,Stück::N,ټوټه,κομμάτι
336,Teil::N,برخه,μέρος
337,Hälfte::N,نیم,μισό
338,Kreis::N,دایره,κύκλος
339,Kreuz::N,صلیب,σταυρός
340,Linie::N,خط,γραμμή
341,Linie::N,لیکه,γραμμή
342,Strich::N,کرښه,γραμμή
343,Abstand::N,فاصله,απόσταση
344,Entfernung::N,واټن,απόσταση
345,Gegend::N,سیمه,περιοχή
346,Gegend::N,سیمه,τοποθεσία
347,Gegend::N,منطقه,περιοχή
348,Gegend::N,منطقه,τοποθεσία
349,Platz::N,ځای,χώρος
350,Ort::N,ځای,τόπος
351,Seite::N,مخ,πλευρά
352,Seite::N,اړخ,πλευρά
353,Mitte::N,وسط,μέση
354,Mitte::N,مینځ,μέση
355,Gegenstand::N,شی,αντικείμενο
356,Sache::N,شی,πράγμα
357,Sache::N,څيز,πράγμα
358,Rand::N,څنډه,άκρη
359,Rand::N,څنډه,χείλος
360,Rand::N,کناره,άκρη
361,Rand::N,کناره,χείλος
362,Kante::N,اړخ,άκρη
363,Ecke::N,ګوټ,γωνιά
364,Spitze::N,څوکه,μύτη
365,Ende::N,څوکه,άκρη
366,Loch::N,سوری,τρύπα
367,Winkel::N,کنج,γωνία
368,Winkel::N,کوتی,γωνία
369,Muster::N,نمونه,σχέδιο
370,Größe::N,قد,μέγεθος
371,Größe::N,لويوالی,μέγεθος
372,Länge::N,طول,μήκος
373,Länge::N,اوږد والی,μήκος
374,Höhe::N,جګوالی,ύψος
375,Gewicht::N,وزن,βάρος
376,Menge::N,اندازه,ποσότητα
377,Haufen::N,کوټه,σωρός
378,Reihe::N,صف,αράδα
379,Reihe::N,کتار,αράδα
380,Boot::N,قايق,βάρκα
381,Ruder::N,چپه,κουπί
382,Schlitten::N,ښویېدونی,έλκηθρο
383,Ski::N,سکي,σκι
384,Lagerfeuer::N,اور,φωτιά
385,Last::N,بار,φορτίο
386,Last::N,پېټی,φορτίο
387,Gang::N,تګ,δρόμος
388,Schritt::N,ګام,βήμα
389,Norden::N,شمال,βορράς
390,Süden::N,سوېل,νότος
391,Westen::N,لوېدېځ,δύση
392,Osten::N,شرق,ανατολή
393,Osten::N,ختیځ,ανατολή
394,Holz::N,لرګی,ξύλο
395,Brett::N,تخته,σανίδι
396,Platte::N,تخته,πλάκα
397,Stütze::N,تکیوان,στήριγμα
398,Stange::N,ډاګه,ραβδί
399,Stange::N,ډاګه,κοντός
400,Stock::N,لرګی,ξύλο
401,Stock::N,لرګی,μπαστούνι
402,Stab::N,چيخله,ραβδί
403,Rohr::N,نل,σωλήνας
404,Haus::N,کور,σπίτι
405,Heim::N,کور,σπίτι
406,Ofen::N,تودنۍ,σόμπα
407,Ofen::N,تودنۍ,θερμάστρα
408,Fußboden::N,غولی,πάτωμα
409,Tisch::N,مېز,τραπέζι
410,Stuhl::N,چوکۍ,καρέκλα
411,Wiege::N,زانګو,κούνια
412,Bett::N,کټ,κρεβάτι
413,Bett::N,چپرکټ,κρεβάτι
414,Regal::N,تاخچۍ,ράφι
415,Kiste::N,صندوق,κιβώτιο
416,Fenster::N,کړکۍ,παράθυρο
417,Tür::N,دروازه,πόρτα
418,Tor::N,دروازه,πύλη
419,Zaun::N,کټاره,φράχτης
420,Dach::N,بام,στέγη
421,Leiter::N,زينه,σκάλα
422,Leiter::N,زينه,κλίμακα
423,Besen::N,جارو,σκούπα
424,Spaten::N,یوم,φτυάρι
425,Schaufel::N,بېلچه,φτυάρι
426,Gabel::N,پنجه,πιρούνι
427,Löffel::N,کاشوغه,κουτάλι
428,Messer::N,چاقو,μαχαίρι
429,Nagel::N,ميخ,καρφί
430,Netz::N,جال,δίχτυ
431,Haken::N,څنګک,γάντζος
432,Haken::N,څنګک,αγκίστρι
433,Griff::N,لاستی,λαβή
434,Schloss::N,کلپ,κλειδαριά
435,Bild::N,رسم,εικόνα
436,Figur::N,قدوقامت,ανάστημα
437,Puppe::N,ګوډۍ,κούκλα
438,Beutel::N,کڅوړه,πουγγί
439,Bündel::N,دسته,δεμάτι
440,Tasche::N,بکس,τσάντα
441,Tasche::N,توبره,τσάντα
442,Eimer::N,سطل,κουβάς
443,Deckel::N,سرپوښ,καπάκι
444,Geschirr::N,لوښی,σκεύη
445,Sack::N,جوال,σάκος
446,Tasse::N,پیاله,φλιτζάνι
447,Topf::N,دېګی,χύτρα
448,Kessel::N,دېګ,καζάνι
449,Essen::N,خوراک,φαγητό
450,Nahrung::N,خوراک,τροφή
451,Speise::N,خواړه,φαγητό
452,Fleisch::N,غوښه,κρέας
453,Getreide::N,غله,σιτάρι
454,Brei::N,اوګره,χυλός
455,Brot::N,ډوډۍ,ψωμί
456,Brot::N,ډوډۍ,άρτος
457,Scheibe::N,مړۍ,φέτα
458,Fett::N,غوړي,πάχος
459,Butter::N,کوچ,βούτυρο
460,Öl::N,تېل,λάδι
461,Salz::N,مالګه,αλάτι
462,Suppe::N,شوربا,σούπα
463,Honig::N,شات,μέλι
464,Milch::N,شوده,γάλα
465,Tee::N,چای,τσάι
466,Leder::N,څرمن,πετσί
467,Wolle::N,پشم,μαλλί
468,Stoff::N,ټوټه,ύφασμα
469,Nadel::N,ستن,βελόνα
470,Faden::N,تار,κλωστή
471,Knopf::N,تڼۍ,κουμπί
472,Knopf::N,تکمه,κουμπί
473,Knoten::N,غوټه,κόμπος
474,Farbe::N,رنګ,μπογιά
475,Kleidung::N,کالي,ρούχα
476,Kleidung::N,کالي,ενδυμασία
477,Hemd::N,کميس,πουκάμισο
478,Kragen::N,غاړه,κολάρο
479,Ärmel::N,لستوڼی,μανίκι
480,Hose::N,پطلون,πανταλόνι
481,Gürtel::N,کمربند,ζώνη
482,Mütze::N,خولۍ,σκούφος
483,Schuh::N,بوټ,παπούτσι
484,Stiefel::N,موزه,μπότα
485,Ring::N,ګوته,δαχτυλίδι
486,Band::N,فيته,κορδέλα
487,Kamm::N,ګمنځ,χτένα
488,Spiegel::N,ایینه,καθρέφτης
489,Spiegel::N,هنداره,καθρέφτης
490,Riemen::N,تسمه,λουρί
491,Schnur::N,مزی,κορδόνι
492,Leine::N,رسۍ,σχοινί
493,Decke::N,بړستن,κουβέρτα
494,Kissen::N,بالښت,μαξιλάρι
495,Tuch::N,ټیکری,πανί
496,Tuch::N,ټیکری,μαντήλι
497,Handtuch::N,دسمال,πετσέτα
498,Kraft::N,زور,δύναμη
499,Kraft::N,توان,δύναμη
500,Stärke::N,قوت,ισχύς
501,Stärke::N,قوت,δύναμη
502,Gesundheit::N,صحت,υγεία
503,Gesundheit::N,روغتیا,υγεία
504,Krankheit::N,مرض,αρρώστια
505,Krankheit::N,ناروغي,αρρώστια
506,Schmerz::N,درد,πόνος
507,Wunde::N,ټپ,πληγή
508,Wunde::N,زخم,πληγή
509,Fieber::N,تبه,πυρετός
510,Arznei::N,دوا,φάρμακο
511,Arznei::N,دارو,φάρμακο
512,Brücke::N,پول,γέφυρα
513,Brunnen::N,څاه,πηγάδι
514,Brunnen::N,کوهی,πηγάδι
515,Weide::N,وله,βοσκή
516,Pfad::N,تړه,μονοπάτι
517,Weg::N,لیار,δρόμος
518,Straße::N,سړک,οδός
519,Straße::N,سړک,δρόμος
520,Dorf::N,کلی,χωριό
521,Stadt::N,ښار,πόλη
522,Brief::N,لیک,γράμμα
523,Brief::N,لیک,επιστολή
524,Brief::N,مکتوب,γράμμα
525,Brief::N,مکتوب,επιστολή
526,Buch::N,کتاب,βιβλίο
527,Buchstabe::N,حرف,γράμμα
528,Buchstabe::N,توری,γράμμα
529,Zeitung::N,اخبار,εφημερίδα
530,Leben::N,ژوند,ζωή
531,Leben::N,ژوند,βίος
532,Tod::N,مرګ,θάνατος
533,Tod::N,مړینه,θάνατος
534,Grab::N,قبر,τάφος
535,Grab::N,ډورۍ,τάφος
536,Kirche::N,کلیسا,εκκλησία
537,Sünde::N,ګناه,αμαρτία
538,Gott::N,خدای,θεός
539,Arbeiter::N,کاریګر,εργάτης
540,Chef::N,آمر,προϊστάμενος
541,Meister::N,استاد,μάστορας
542,Meister::N,استاد,αρχιτεχνίτης
543,Arzt::N,طبیب,γιατρός
544,Arzt::N,ډاکټر,γιατρός
545,Lehrer::N,معلم,δάσκαλος
546,Lehrer::N,ښوونکی,δάσκαλος
547,Geld::N,پیسې,λεφτά
548,Geld::N,پیسې,χρήματα
549,Geschäft::N,سوداګري,συναλλαγή
550,Laden::N,دکان,μαγαζί
551,Laden::N,دکان,κατάστημα
552,Laden::N,مغازه,μαγαζί
553,Laden::N,مغازه,κατάστημα
554,Preis::N,بیه,τιμή
555,Ware::N,مال,εμπόρευμα
556,Nutzen::N,ګټه,όφελος
557,Reichtum::N,شتمني,πλούτος
558,Welt::N,نړۍ,κόσμος
559,Welt::N,دنیا,κόσμος
560,Land::N,هېواد,χώρα
561,Staat::N,دولت,κράτος
562,Staat::N,دولت,πολιτεία
563,König::N,باچا,βασιλιάς
564,König::N,پادشاه,βασιλιάς
565,Macht::N,قدرت,εξουσία
566,Grenze::N,حد,σύνορα
567,Grenze::N,سرحد,σύνορα
568,Krieg::N,جګړه,πόλεμος
569,Feind::N,دښمن,εχθρός
570,Gewalt::N,زور,βία
571,Gewalt::N,تشدد,βία
572,Kampf::N,جنګ,αγώνας
573,Kampf::N,مبارزه,αγώνας
574,Bogen[Waffe]::N,لیندۍ,τόξο
575,Pfeil::N,غشی,σαΐτα
576,Gewehr::N,ټوپک,τουφέκι
577,Fehler::N,خطا,λάθος
578,Fehler::N,خطا,σφάλμα
579,Fehler::N,غلطي,λάθος
580,Fehler::N,غلطي,σφάλμα
581,Lüge::N,دروغ,ψέμα
582,Lüge::N,دروغ,ψεύδος
583,Schaden::N,زیان,ζημία
584,Schaden::N,تاوان,ζημία
585,Unglück::N,بدبختي,δυστυχία
586,Schuld::N,ګناه,ενοχή
587,Schuld::N,ګناه,φταίξιμο
588,Alter::N,منګ,ηλικία
589,Schluss::N,اخر,τέλος
590,Zeit::N,وخت,χρόνος
591,Tag::N,ورځ,μέρα
592,Tag::N,ورځ,ημέρα
593,Morgen::N,سبا,πρωί
594,Morgen::N,سهار,πρωί
595,Mittag::N,غرمه,μεσημέρι
596,Abend::N,ماښام,βράδυ
597,Nacht::N,شپه,νύχτα
598,Woche::N,اونۍ,εβδομάδα
599,Monat::N,مياشت,μήνας
600,Jahr::N,کال,έτος
601,Jahr::N,کال,χρόνος
602,Frühling::N,پسرلی,άνοιξη
603,Sommer::N,دوبی,καλοκαίρι
604,Herbst::N,منی,φθινόπωρο
605,Herbst::N,خزان,φθινόπωρο
606,Winter::N,ژمی,χειμώνας
607,Januar::N,جنوري,Ιανουάριος
608,Februar::N,فبروري,Φεβρουάριος
609,März::N,مارچ,Μάρτιος
610,April::N,اپریل,Απρίλιος
611,Mai::N,مې,Μάιος
612,Juni::N,جون,Ιούνιος
613,Juli::N,جولای,Ιούλιος
614,August::N,اګست,Αύγουστος
615,September::N,سپټامبر,Σεπτέμβριος
616,Oktober::N,اکتوبر,Οκτώβριος
617,November::N,نومبر,Νοέμβριος
618,Dezember::N,دسمبر,Δεκέμβριος
619,Montag::N,دوشنبه,Δευτέρα
620,Dienstag::N,سه شنبه,Τρίτη
621,Mittwoch::N,چارشنبه,Τετάρτη
622,Donnerstag::N,پنجشنبه,Πέμπτη
623,Freitag::N,جمعه,Παρασκευή
624,Samstag::N,خالي,Σάββατο
625,Sonntag::N,یکشنبه,Κυριακή
626,groß::A,لوی,μεγάλος
627,klein::A,وړوکی,μικρός
628,lang::A,اوړد,μακρύς
629,kurz::A,لنډ,κοντός
630,breit::A,پراخه,φαρδύς
631,schmal::A,تنګ,στενός
632,dicht::A,ګڼ,πυκνός
633,dick[Gegenstand]::A,پنډ,παχύς
634,dick[Gegenstand]::A,پنډ,χοντρός
635,dünn::A,نری,ψιλός
636,dünn::A,نری,λεπτός
637,fein::A,نازک,ψιλός
638,fest::A,کلک,στερεός
639,fest::A,ټینګ,στερεός
640,flach::A,هوار,επίπεδος
641,glatt::A,ښوی,λείος
642,glatt::A,ښوی,ομαλός
643,hart::A,کلک,σκληρός
644,weich::A,نرم,μαλακός
645,weich::A,پوست,μαλακός
646,rund::A,ګرد,στρογγυλός
647,spitz::A,تېره,μυτερός
648,scharf::A,تېز,κοφτερός
649,scharf::A,تېره,κοφτερός
650,stumpf::A,پڅ,αμβλύς
651,schwer::A,دروند,βαρύς
652,schön::A,ښکلی,ωραίος
653,schön::A,ښکلی,όμορφος
654,heiß::A,تود,ζεστός
655,warm::A,تود,θερμός
656,kalt::A,ېخ,κρύος
657,kalt::A,ېخ,ψυχρός
658,kalt::A,سوړ,κρύος
659,kalt::A,سوړ,ψυχρός
660,kühl::A,ېخ,δροσερός
661,kühl::A,سوړ,δροσερός
662,frisch::A,تازه,νωπός
663,frisch::A,تازه,φρέσκος
664,feucht::A,مرطوب,υγρός
665,nass::A,لوند,βρεγμένος
666,trocken::A,وچ,ξηρός
667,trocken::A,وچ,στεγνός
668,voll::A,ډک,γεμάτος
669,leer::A,خالی,άδειος
670,offen::A,خلاص,ανοιχτός
671,offen::A,پرانیستی,ανοιχτός
672,geschlossen::A,تړلی,κλειστός
673,sauber::A,پاک,καθαρός
674,schmutzig::A,چټل,βρώμικος
675,schmutzig::A,چټل,λερωμένος
676,roh::A,خام,ωμός
677,reif::A,پوخ,ώριμος
678,reif::A,رسېدلی,ώριμος
679,lecker::A,خوندور,νόστιμος
680,lecker::A,مزه دار,νόστιμος
681,süß::A,خوږ,γλυκός
682,süß::A,شیرین,γλυκός
683,bitter::A,تریخ,πικρός
684,sauer::A,ټاک,ξινός
685,sauer::A,تريو,ξινός
686,hell::A,روڼ,φωτεινός
687,hell::A,روښان,φωτεινός
688,dunkel::A,تیاره,σκοτεινός
689,schwarz::A,تور,μαύρος
690,schwarz::A,تور,μελανός
691,weiß::A,سپين,άσπρος
692,rot::A,سور,κόκκινος
693,gelb::A,زېړ,κίτρινος
694,blau::A,شین,μπλε
695,blau::A,شین,γαλανός
696,blau::A,اسماني رنګه,μπλε
697,blau::A,اسماني رنګه,γαλανός
698,grün::A,زرغون,πράσινος
699,grau::A,خړ,γκρίζος
700,bunt::A,رنګارنګ,ποικιλόχρωπος
701,billig::A,ارزان,φτηνός
702,teuer::A,ګران,ακριβός
703,wertvoll::A,قیمتي,πολύτιμος
704,blind::A,ړوند,τυφλός
705,taub::A,کوڼ,κουφός
706,kräftig::A,قوی,δυνατός
707,stark::A,قوی,γερός
708,stark::A,تکړه,γερός
709,schwach::A,ضعیف,αδύνατος
710,schwach::A,کمزوری,αδύνατος
711,fett::A,چاغ,παχύς
