,Concept_ID,tr,sv
135,Fluss::N,nehir,älv
136,Fluss::N,nehir,flod
137,Ufer::N,kıyı,strand
138,Ufer::N,sahil,strand
139,Küste::N,kıyı,kust
140,Küste::N,sahil,kust
141,Festland::N,kara,fastland
142,Meer::N,deniz,hav
143,Bucht::N,koy,vik
144,Bucht::N,koy,bukt
145,Bucht::N,körfez,vik
146,Bucht::N,körfez,bukt
147,Insel::N,ada,ö
148,Blume::N,çiçek,blomma
149,Blume::N,çiçek,blomster
150,Gras::N,ot,gräs
151,Gras::N,çim,gräs
152,Wurzel::N,kök,rot
153,Baum::N,ağaç,träd
154,Stamm::N,gövde,stam
155,Rinde::N,kabuk,bark
156,Ast::N,dal,gren
157,Ast::N,budak,gren
158,Zweig::N,dal,kvist
159,Blatt::N,yaprak,löv
160,Blatt::N,yaprak,blad
161,Birke::N,huş,björk
162,Kiefer[Baum]::N,çam,tall
163,Weide[Baum]::N,söğüt,pil
164,Weide[Baum]::N,söğüt,vide
165,Tanne::N,çam,gran
166,Tanne::N,köknar,gran
167,Horn::N,boynuz,horn
168,Feder::N,tüy,fjäder
169,Fell::N,post,fäll
170,Fell::N,post,skinn
171,Flügel::N,kanat,vinge
172,Klaue::N,pençe,klöv
173,Kralle::N,tırnak,klo
174,Schwanz::N,kuyruk,svans
175,Schwanz::N,kuyruk,stjärt
176,Ei::N,yumurta,ägg
177,Nest::N,yuva,rede
178,Nest::N,yuva,näste
179,Bau::N,in,bo
180,Tier::N,hayvan,djur
181,Herde::N,sürü,flock
182,Kuh::N,inek,ko
183,Bulle::N,boğa,tjur
184,Pferd::N,at,häst
185,Pferd::N,beygir,häst
186,Schaf::N,koyun,får
187,Schwein::N,domuz,svin
188,Hund::N,it,hund
189,Hund::N,köpek,hund
190,Katze::N,kedi,katt
191,Bär::N,ayı,björn
192,Eichhörnchen::N,sincap,ekorre
193,Elch::N,büyük kuzey geyiği,älg
194,Fuchs::N,tilki,räv
195,Hase::N,tavşan,hare
196,Maus::N,fare,mus
197,Maus::N,sıçan,mus
198,Wolf::N,kurt,varg
199,Vogel::N,kuş,fågel
200,Schwarm::N,sürü,svärm
201,Huhn::N,tavuk,höns
202,Hahn::N,horoz,tupp
203,Gans::N,kaz,gås
204,Adler::N,kartal,örn
205,Adler::N,karakuş,örn
206,Ente::N,ördek,anka
207,Eule::N,baykuş,uggla
208,Kranich::N,turna,trana
209,Krähe::N,karga,kråka
210,Kuckuck::N,guguk,gök
211,Schwan::N,kuğu,svan
212,Fisch::N,balık,fisk
213,Barsch::N,hani,abborre
214,Barsch::N,levrek,abborre
215,Hecht::N,turnabalığı,gädda
216,Schlange[Tier]::N,yılan,orm
217,Wurm::N,kurt,mask
218,Wurm::N,solucan,mask
219,Spinne::N,örümcek,spindel
220,Ameise::N,karınca,myra
221,Laus::N,bit,lus
222,Mücke::N,sivrisinek,mygga
223,Fliege::N,sinek,fluga
224,Schmetterling::N,kelebek,fjäril
225,Beere::N,tane,bär
226,Apfel::N,elma,äpple
227,Pilz::N,mantar,svamp
228,Zwiebel::N,soğan,lök
229,Saat::N,ekin,sådd
230,Korn::N,tane,korn
231,Heu::N,kuru ot,hö
232,Schale::N,kabuk,skal
233,Grube::N,çukur,grop
234,Falle::N,tuzak,fälla
235,Schlinge::N,ilmik,snara
236,Spur::N,iz,spår
237,Asche::N,kül,aska
238,Dreck::N,pislik,lort
239,Eisen::N,demir,järn
240,Gold::N,altın,guld
241,Silber::N,gümüş,silver
242,Kohle::N,kömür,kol
243,Glas::N,cam,glas
244,Lehm::N,balçık,lera
245,Sand::N,kum,sand
246,Mensch::N,insan,människa
247,Mann::N,adam,man
248,Mann::N,erkek,man
249,Frau::N,bayan,kvinna
250,Kind::N,çocuk,barn
251,Junge::N,erkek çocuk,pojke
252,Mädchen::N,kız,flicka
253,Familie::N,aile,familj
254,Großvater::N,dede,morfar
255,Großvater::N,büyükbaba,morfar
256,Großmutter::N,nine,farmor
257,Großmutter::N,büyükanne,farmor
258,Eltern::N,ebeveyn,föräldrar
259,Eltern::N,ana baba,föräldrar
260,Vater::N,ata,far
261,Vater::N,baba,far
262,Mutter::N,ana,mor
263,Mutter::N,anne,mor
264,Sohn::N,oğul,son
265,Tochter::N,kız,dotter
266,Tochter::N,kız evlât,dotter
267,Bruder::N,abi,bror
268,Bruder::N,erkek kardeş,bror
269,Schwester::N,abla,syster
270,Schwester::N,kız kardeş,syster
271,Onkel::N,dayı,morbror
272,Tante::N,hala,tant
273,Tante::N,teyze,tant
274,Ehemann::N,koca,äkta man
275,Ehefrau::N,karı,hustru
276,Freude::N,neşe,fröjd
277,Freude::N,neşe,glädje
278,Freude::N,sevinç,fröjd
279,Freude::N,sevinç,glädje
280,Gelächter::N,gülme,åtlöje
281,Gelächter::N,kahkaha,åtlöje
282,Glück::N,mutluluk,lycka
283,Kummer::N,dert,sorg
284,Kummer::N,keder,sorg
285,Wunsch::N,arzu,önskan
286,Wunsch::N,istek,önskan
287,Lust::N,arzu,lust
288,Lust::N,heves,lust
289,Geist::N,tin,ande
290,Gedanke::N,fikir,tanke
291,Gedanke::N,düşünce,tanke
292,Gedächtnis::N,bellek,minne
293,Verstand::N,zekâ,förstånd
294,Sinn::N,anlam,mening
295,Sinn::N,anlam,betydelse
296,Grund::N,sebep,skäl
297,Grund::N,sebep,grund
298,Wahrheit::N,doğruluk,sanning
299,Wahrheit::N,gerçeklik,sanning
300,Gespräch::N,görüşme,samtal
301,Märchen::N,masal,saga
302,Erzählung::N,öykü,berättelse
303,Erzählung::N,hikâye,berättelse
304,Nachricht::N,haber,meddelande
305,Neuigkeit::N,haber,nyhet
306,Name::N,ad,namn
307,Name::N,isim,namn
308,Rätsel::N,bilmece,gåta
309,Rede::N,söylev,tal
310,Rede::N,konuşma,tal
311,Sprache::N,dil,språk
312,Sprache::N,lisan,språk
313,Stimme::N,ses,stämma
314,Wort::N,kelime,ord
315,Zeichen::N,işaret,tecken
316,Ruf::N,çağırma,rop
317,Lärm::N,şamata,bråk
318,Lärm::N,şamata,oväsen
319,Lärm::N,gürültü,bråk
320,Lärm::N,gürültü,oväsen
321,Laut::N,ses,ljud
322,Ton::N,ses,ton
323,Lied::N,türkü,sång
324,Ruhe::N,sakinlik,ro
325,Ruhe::N,sakinlik,lugn
326,Leute::N,halk,folk
327,Leute::N,insanlar,folk
328,Volk::N,ulus,folk
329,Volk::N,millet,folk
330,Arbeit::N,iş,arbete
331,Arbeit::N,çalışma,arbete
332,Gast::N,konuk,gäst
333,Gast::N,misafir,gäst
334,Geschenk::N,hediye,gåva
335,Geschenk::N,hediye,present
336,Geschenk::N,armağan,gåva
337,Geschenk::N,armağan,present
338,Spiel::N,oyun,lek
339,Spiel::N,oyun,spel
340,Gesellschaft::N,çevre,sällskap
341,Gesellschaft::N,arkadaşlık,sällskap
342,Hilfe::N,yardım,hjälp
343,Freund::N,dost,vän
344,Freund::N,arkadaş,vän
345,Kamerad::N,arkadaş,kamrat
346,Angelegenheit::N,iş,ärende
347,Angelegenheit::N,iş,angelägenhet
348,Angelegenheit::N,husus,ärende
349,Angelegenheit::N,husus,angelägenhet
350,Anzahl::N,sayı,antal
351,Art::N,çeşit,art
352,Art::N,çeşit,slag
353,Stück::N,tane,stycke
354,Stück::N,parça,stycke
355,Teil::N,kısım,del
356,Hälfte::N,yarı,halva
357,Kreis::N,daire,krets
358,Kreis::N,daire,cirkel
359,Kreuz::N,haç,kors
360,Kreuz::N,haç,kryss
361,Linie::N,hat,linje
362,Linie::N,çizgi,linje
363,Strich::N,çizgi,streck
364,Abstand::N,aralık,avstånd
365,Entfernung::N,mesafe,avstånd
366,Entfernung::N,uzaklık,avstånd
367,Gegend::N,yöre,trakt
368,Platz::N,yer,plats
369,Ort::N,yer,plats
370,Ort::N,yer,ställe
371,Seite::N,yan,sida
372,Seite::N,taraf,sida
373,Mitte::N,orta,mitt
374,Mitte::N,merkez,mitt
375,Gegenstand::N,şey,föremål
376,Sache::N,iş,sak
377,Sache::N,şey,sak
378,Rand::N,kenar,rand
379,Kante::N,kenar,kant
380,Ecke::N,köşe,vrå
381,Ecke::N,köşe,hörn
382,Spitze::N,uç,spets
383,Spitze::N,baş,spets
384,Ende::N,uç,ända
385,Loch::N,oyuk,hål
386,Loch::N,delik,hål
387,Winkel::N,köşe,vinkel
388,Muster::N,örnek,mönster
389,Größe::N,büyüklük,storlek
390,Länge::N,uzunluk,längd
391,Höhe::N,yükseklik,höjd
392,Gewicht::N,ağırlık,tyngd
393,Menge::N,miktar,mängd
394,Haufen::N,küme,hög
395,Haufen::N,yığın,hög
396,Reihe::N,sıra,rad
397,Boot::N,kayık,båt
398,Boot::N,sandal,båt
399,Ruder::N,kürek,åra
400,Schlitten::N,kızak,släde
401,Ski::N,kayak,skida
402,Lagerfeuer::N,kamp ateşi,lägereld
403,Last::N,yük,last
404,Last::N,yük,börda
405,Gang::N,gidiş,gång
406,Gang::N,yürüyüş,gång
407,Schritt::N,adım,steg
408,Norden::N,kuzey,norr
409,Süden::N,güney,söder
410,Westen::N,batı,väster
411,Osten::N,doğu,öster
412,Holz::N,ağaç,trä
413,Holz::N,tahta,trä
414,Brett::N,tahta,bräda
415,Platte::N,levha,platta
416,Stütze::N,dayak,stöd
417,Stütze::N,dayak,stötta
418,Stütze::N,destek,stöd
419,Stütze::N,destek,stötta
420,Stange::N,çubuk,stång
421,Stock::N,sopa,käpp
422,Stock::N,sopa,pinne
423,Stock::N,değnek,käpp
424,Stock::N,değnek,pinne
425,Stab::N,sırık,stav
426,Stab::N,baston,stav
427,Rohr::N,boru,rör
428,Haus::N,ev,hus
429,Heim::N,ev,hem
430,Heim::N,yurt,hem
431,Ofen::N,soba,ugn
432,Fußboden::N,taban,golv
433,Fußboden::N,döşeme,golv
434,Tisch::N,masa,bord
435,Stuhl::N,iskemle,stol
436,Stuhl::N,sandalye,stol
437,Wiege::N,beşik,vagga
438,Bett::N,yatak,säng
439,Regal::N,raf,hylla
440,Kiste::N,sandık,låda
441,Fenster::N,pencere,fönster
442,Tür::N,kapı,dörr
443,Tor::N,kapı,port
444,Zaun::N,çit,staket
445,Zaun::N,çit,stängsel
446,Dach::N,dam,tak
447,Dach::N,çatı,tak
448,Leiter::N,merdiven,stege
449,Besen::N,süpürge,kvast
450,Spaten::N,bel,spade
451,Schaufel::N,kürek,skovel
452,Schaufel::N,kürek,skyffel
453,Gabel::N,çatal,gaffel
454,Löffel::N,kaşık,sked
455,Messer::N,bıçak,kniv
456,Nagel::N,çivi,spik
457,Netz::N,ağ,nät
458,Haken::N,çengel,krok
459,Griff::N,kulp,tag
460,Griff::N,kulp,handtag
461,Griff::N,tutamak,tag
462,Griff::N,tutamak,handtag
463,Schloss::N,kilit,las
464,Bild::N,imaj,bild
465,Bild::N,resim,bild
466,Figur::N,şekil,figur
467,Figur::N,heykel,figur
468,Puppe::N,kukla,docka
469,Beutel::N,kese,påse
470,Beutel::N,torba,påse
471,Bündel::N,deste,bunt
472,Bündel::N,deste,knippa
473,Tasche::N,çanta,väska
474,Eimer::N,kova,hink
475,Eimer::N,kova,ämbar
476,Deckel::N,kapak,lock
477,Geschirr::N,kap kacak,servis
478,Geschirr::N,kap kacak,porslin
479,Sack::N,torba,säck
480,Tasse::N,fincan,kopp
481,Topf::N,tencere,gryta
482,Topf::N,tencere,kastrull
483,Kessel::N,kazan,kittel
484,Essen::N,yemek,mål
485,Nahrung::N,gıda,näring
486,Nahrung::N,besin,näring
487,Speise::N,yemek,maträtt
488,Fleisch::N,et,kött
489,Getreide::N,tahıl,säd
490,Getreide::N,tahıl,spannmål
491,Getreide::N,hububat,säd
492,Getreide::N,hububat,spannmål
493,Brei::N,ezme,gröt
494,Brot::N,ekmek,bröd
495,Scheibe::N,dilim,skiva
496,Fett::N,yağ,fett
497,Butter::N,tereyağı,smör
498,Öl::N,yağ,olja
499,Öl::N,akar yağ,olja
500,Salz::N,tuz,salt
501,Suppe::N,çorba,soppa
502,Honig::N,bal,honung
503,Milch::N,süt,mjölk
504,Tee::N,çay,te
505,Leder::N,deri,läder
506,Leder::N,meşin,läder
507,Wolle::N,yün,ull
508,Wolle::N,yün,ylle
509,Stoff::N,kumaş,tyg
510,Stoff::N,kumaş,stoff
511,Nadel::N,iğne,nål
512,Faden::N,tire,tråd
513,Faden::N,iplik,tråd
514,Knopf::N,düğme,knapp
515,Knoten::N,düğüm,knut
516,Farbe::N,boya,färg
517,Kleidung::N,giyim,klädsel
518,Hemd::N,gömlek,skjorta
519,Kragen::N,yaka,krage
520,Ärmel::N,yen,ärm
521,Ärmel::N,elbise kolu,ärm
522,Hose::N,pantolon,byxor
523,Gürtel::N,kuşak,bälte
524,Mütze::N,bere,mössa
525,Mütze::N,kasket,mössa
526,Schuh::N,kundura,sko
527,Schuh::N,ayakkabı,sko
528,Stiefel::N,çizme,stövel
529,Ring::N,yüzük,ring
530,Band::N,bağ,band
531,Band::N,şerit,band
532,Kamm::N,tarak,kam
533,Spiegel::N,ayna,spegel
534,Riemen::N,kayış,rem
535,Schnur::N,ip,snöre
536,Schnur::N,sicim,snöre
537,Leine::N,kayış,lina
538,Decke::N,örtü,täcke
539,Decke::N,yorgan,täcke
540,Kissen::N,yastık,dyna
541,Kissen::N,yastık,kudde
542,Tuch::N,bez,sjal
543,Handtuch::N,havlu,handduk
544,Kraft::N,güç,kraft
545,Kraft::N,kuvvet,kraft
546,Stärke::N,kuvvet,styrka
547,Gesundheit::N,sağlık,hälsa
548,Krankheit::N,hastalık,sjukdom
549,Schmerz::N,ağrı,smärta
550,Schmerz::N,sancı,smärta
551,Wunde::N,yara,sår
552,Fieber::N,ateş,feber
553,Arznei::N,ilâç,medicin
554,Arznei::N,ilâç,läkemedel
555,Brücke::N,köprü,bro
556,Brunnen::N,kuyu,brunn
557,Brunnen::N,çeşme,brunn
558,Weide::N,otlak,bete
559,Pfad::N,patika,stig
560,Pfad::N,keçiyolu,stig
561,Weg::N,yol,väg
562,Straße::N,yol,gata
563,Straße::N,cadde,gata
564,Dorf::N,köy,by
565,Stadt::N,kent,stad
566,Stadt::N,şehir,stad
567,Brief::N,mektup,brev
568,Buch::N,kitap,bok
569,Buchstabe::N,harf,bokstav
570,Zeitung::N,gazete,tidning
571,Leben::N,hayat,liv
572,Tod::N,ölüm,död
573,Grab::N,kabir,grav
574,Kirche::N,kilise,kyrka
575,Sünde::N,günah,synd
576,Gott::N,tanrı,gud
577,Arbeiter::N,işçi,arbetare
578,Chef::N,şef,chef
579,Chef::N,müdür,chef
580,Meister::N,usta,mästare
581,Arzt::N,hekim,läkare
582,Arzt::N,doktor,läkare
583,Lehrer::N,hoca,lärare
584,Lehrer::N,öğretmen,lärare
585,Geld::N,para,pengar
586,Geschäft::N,ticaret,rörelse
587,Laden::N,dükkân,affär
588,Preis::N,fiyat,pris
589,Ware::N,mal,vara
590,Nutzen::N,fayda,gagn
591,Nutzen::N,fayda,nytta
592,Reichtum::N,servet,rikedom
593,Reichtum::N,zenginlik,rikedom
594,Welt::N,dünya,värld
595,Land::N,ülke,land
596,Staat::N,devlet,stat
597,König::N,kral,kung
598,König::N,kral,konung
599,Macht::N,kudret,makt
600,Macht::N,iktidar,makt
601,Grenze::N,had,gräns
602,Grenze::N,sınır,gräns
603,Krieg::N,savaş,krig
604,Feind::N,düşman,fiende
605,Gewalt::N,zor,våld
606,Gewalt::N,cebir,våld
607,Kampf::N,savaş,kamp
608,Kampf::N,savaş,strid
609,Bogen[Waffe]::N,yay,båge
610,Pfeil::N,ok,pil
611,Gewehr::N,tüfek,gevär
612,Fehler::N,hata,fel
613,Fehler::N,yanlış,fel
614,Lüge::N,yalan,lögn
615,Schaden::N,zarar,skada
616,Unglück::N,felâket,otur
617,Unglück::N,felâket,olycka
618,Unglück::N,talihsizlik,otur
619,Unglück::N,talihsizlik,olycka
620,Schuld::N,suç,skuld
621,Schuld::N,kabahat,skuld
622,Alter::N,yaş,ålder
623,Schluss::N,son,slut
624,Zeit::N,zaman,tid
625,Tag::N,gün,dag
626,Morgen::N,sabah,morgon
627,Mittag::N,öğle,middag
628,Abend::N,akşam,kväll
629,Nacht::N,gece,natt
630,Woche::N,hafta,vecka
631,Monat::N,ay,månad
632,Jahr::N,yıl,år
633,Jahr::N,sene,år
634,Frühling::N,ilkbahar,vår
635,Sommer::N,yaz,sommar
636,Herbst::N,güz,höst
637,Herbst::N,sonbahar,höst
638,Winter::N,kış,vinter
639,Januar::N,ocak,januari
640,Februar::N,şubat,februari
641,März::N,mart,mars
642,April::N,nisan,april
643,Mai::N,mayıs,maj
644,Juni::N,haziran,juni
645,Juli::N,temmuz,juli
646,August::N,ağustos,augusti
647,September::N,eylül,september
648,Oktober::N,ekim,oktober
649,November::N,kasım,november
650,Dezember::N,aralık,december
651,Montag::N,pazartesi,måndag
652,Dienstag::N,salı,tisdag
653,Mittwoch::N,çarşamba,onsdag
654,Donnerstag::N,perşembe,torsdag
655,Freitag::N,cuma,fredag
656,Samstag::N,cumartesi,lördag
657,Sonntag::N,pazar,söndag
658,groß::A,büyük,stor
659,klein::A,ufak,liten
660,klein::A,küçük,liten
661,lang::A,uzun,lång
662,kurz::A,kısa,kort
663,breit::A,enli,bred
664,breit::A,geniş,bred
665,schmal::A,dar,smal
666,dicht::A,sık,tät
667,dicht::A,yoğun,tät
668,dick[Gegenstand]::A,kalın,tjock
669,dick[Gegenstand]::A,iri,tjock
670,dünn::A,ince,tunn
671,fein::A,ince,fin
672,fein::A,narin,fin
673,fest::A,sabit,fast
674,fest::A,sağlam,fast
675,flach::A,düz,platt
676,flach::A,yassı,platt
677,glatt::A,düz,glatt
678,hart::A,katı,hård
679,weich::A,yumuşak,mjuk
680,rund::A,yuvarlak,rund
681,spitz::A,sivri,toppig
682,spitz::A,sivri,spetsig
683,scharf::A,keskin,vass
684,scharf::A,keskin,skarp
685,stumpf::A,kör,slö
686,schwer::A,ağır,tung
687,schön::A,güzel,skön
688,schön::A,güzel,vacker
689,heiß::A,kızgın,het
690,warm::A,sıcak,varm
691,kalt::A,soğuk,kall
692,kühl::A,serin,sval
693,kühl::A,serin,kylig
694,frisch::A,taze,färsk
695,feucht::A,nemli,fuktig
696,feucht::A,rutubetli,fuktig
697,nass::A,yaş,våt
698,nass::A,ıslak,våt
699,trocken::A,kuru,torr
700,voll::A,dolu,full
701,voll::A,dolmuş,full
702,leer::A,boş,tom
703,offen::A,açık,öppen
704,geschlossen::A,kapalı,stängd
705,sauber::A,pak,ren
706,sauber::A,temiz,ren
707,schmutzig::A,pis,snuskig
708,schmutzig::A,kirli,snuskig
709,roh::A,çiğ,rå
710,reif::A,olgun,mogen
711,lecker::A,lezzetli,läcker
712,süß::A,tatlı,söt
713,süß::A,şekerli,söt
714,bitter::A,acı,besk
715,bitter::A,acı,bitter
716,sauer::A,ekşi,sur
717,hell::A,aydınlık,ljus
718,dunkel::A,karanlık,mörk
719,schwarz::A,kara,svart
720,schwarz::A,siyah,svart
721,weiß::A,ak,vit
722,weiß::A,beyaz,vit
723,rot::A,kırmızı,röd
724,gelb::A,sarı,gul
725,blau::A,mavi,blå
726,grün::A,yeşil,grön
727,grau::A,boz,grå
728,bunt::A,renkli,brokig
729,billig::A,ucuz,billig
730,teuer::A,pahalı,dyr
731,wertvoll::A,değerli,värdefull
732,blind::A,kör,blind
733,taub::A,sağır,döv
734,kräftig::A,dinç,kraftig
735,kräftig::A,kuvvetli,kraftig
736,stark::A,güçlü,stark
737,stark::A,kuvvetli,stark
738,schwach::A,zayıf,svag
739,schwach::A,güçsüz,svag
740,fett::A,şişman,fet
741,schlank::A,narin,slank
742,hübsch::A,güzel,snygg
743,hübsch::A,güzel,vacker
744,hübsch::A,sevimli,snygg
745,hübsch::A,sevimli,vacker
746,böse::A,kötü,ond
747,böse::A,kötü,elak
748,dumm::A,aptal,dum
749,faul::A,tembel,lat
750,fleißig::A,çalışkan,flitig
751,geizig::A,cimri,snål
752,geizig::A,cimri,girig
753,klug::A,zekî,klok
754,klug::A,akıllı,klok
755,geschickt::A,becerikli,händig
756,geschickt::A,becerikli,skicklig
757,lieb::A,sevimli,kär
758,lieb::A,sevimli,snäll
759,lustig::A,neşeli,rolig
760,lustig::A,neşeli,lustig
761,sanft::A,nazik,mild
762,hungrig::A,aç,hungrig
763,krank::A,hasta,sjuk
764,krank::A,rahatsız,sjuk
765,nackt::A,çıplak,naken
766,traurig::A,kederli,ledsen
767,traurig::A,kederli,sorgsen
768,traurig::A,üzüntülü,ledsen
769,traurig::A,üzüntülü,sorgsen
770,lebendig::A,canlı,levande
771,gut::A,iyi,bra
772,schlecht::A,kötü,dålig
773,richtig::A,doğru,riktig
774,schlimm::A,kötü,illa
775,wahr::A,doğru,sann
776,wahr::A,gerçek,sann
777,alt::A,eski,gammal
778,neu::A,yeni,ny
779,ehemalig::A,önceki,forn
780,ehemalig::A,önceki,tidigare
781,alt[Lebewesen]::A,yaşlı,gammal
782,jung::A,genç,ung
783,arm::A,fakir,fattig
784,reich::A,zengin,rik
785,bekannt::A,bilinen,känd
786,berühmt::A,ünlü,berömd
787,berühmt::A,meşhur,berömd
788,fremd::A,yabancı,främmande
789,verschieden::A,ayrı,åtskillig
790,verschieden::A,farklı,åtskillig
791,nah::A,yakın,nära
792,nah::A,bitişik,nära
793,fern::A,uzak,fjärran
794,linker::A,sol,vänster
795,rechter::A,sağ,höger
796,anderer::A,diğer,annan
797,erster::A,ilk,första
798,erster::A,birinci,första
799,zweiter::A,ikinci,andra
800,dritter::A,üçüncü,tredje
801,letzter::A,son,sist
802,letzter::A,sonuncu,sist
803,allein::ADV,yalnız,allena
804,allein::ADV,tek başına,allena
805,auf einmal::ADV,birden,på en gång
806,zusammen::ADV,beraber,tillsammans
807,zusammen::ADV,birlikte,tillsammans
808,lange::ADV,çok,länge
809,lange::ADV,uzun,länge
810,plötzlich::ADV,ansızın,plötsligt
811,plötzlich::ADV,birdenbire,plötsligt
812,sofort::ADV,hemen,strax
813,sofort::ADV,hemen,genast
814,sofort::ADV,derhal,strax
815,sofort::ADV,derhal,genast
816,später::ADV,daha sonra,senare
817,jetzt::ADV,şimdi,nu
818,heute::ADV,bugün,i dag
819,morgen::ADV,yarın,i morgon
820,bald::ADV,yakında,snart
821,dann::ADV,sonra,då
822,gestern::ADV,dün,i går
823,einst::ADV,eskiden,en gång
824,damals::ADV,o zamanlar,då
825,damals::ADV,o zamanlar,den gången
826,danach::ADV,sonradan,därefter
827,danach::ADV,ondan sonra,därefter
828,vorher::ADV,önce,före
829,vorher::ADV,önce,förut
830,vorher::ADV,önceden,före
831,vorher::ADV,önceden,förut
832,zuerst::ADV,ilk önce,först
833,einmal::ADV,bir defa,en gång
834,manchmal::ADV,bazan,ibland
835,oft::ADV,sık sık,ofta
836,oft::ADV,çok defa,ofta
837,immer::ADV,daima,alltid
838,immer::ADV,her zaman,alltid
839,niemals::ADV,asla değil,aldrig
840,niemals::ADV,hiçbir zaman,aldrig
841,hier::ADV,burada,här
842,hierhin::ADV,buraya,hit
843,von hier::ADV,buradan,härifrån
844,dort::ADV,orada,där
845,dort::ADV,şurada,där
846,dorthin::ADV,oraya,dit
847,dorthin::ADV,şuraya,dit
848,geradeaus::ADV,doğru,rätt fram
