,Concept_ID,hy,lt
70,Mond::N,լուսին,mėnulis
71,Stern::N,աստղ,žvaigždė
72,Luft::N,օդ,oras
73,Wind::N,քամի,vėjas
74,Welle::N,ալիք,banga
75,Welle::N,ալիք,vilnis
76,Wasser::N,ջուր,vanduo
77,Stein::N,քար,akmuo
78,Boden::N,գետին,žemė
79,Boden::N,գետին,dugnas
80,Erde::N,հող,žemė
81,Staub::N,փոշի,dulkės
82,Rauch::N,ծուխ,dūmai
83,Funke::N,կայծ,kibirkštis
84,Feuer::N,կրակ,ugnis
85,Feuer::N,հրդեհ,ugnis
86,Licht::N,լույս,šviesa
87,Schatten::N,ստվեր,paūksmė
88,Wetter::N,եղանակ,oras
89,Nebel::N,մեգ,migla
90,Nebel::N,մեգ,rūkas
91,Nebel::N,մառախուղ,migla
92,Nebel::N,մառախուղ,rūkas
93,Wolke::N,ամպ,debesis
94,Regen::N,անձրև,lietus
95,Schnee::N,ձյուն,sniegas
96,Eis::N,սառույց,ledas
97,Frost::N,սառնամանիք,šalna
98,Kälte::N,դող,šaltis
99,Hitze::N,շոգ,karštis
100,Raureif::N,ցօղեղեամ,šerkšnas
101,Regenbogen::N,ծիածան,vaivorykštė
102,Donner::N,որոտ,perkūnas
103,Donner::N,որոտ,griaustinis
104,Strömung::N,հոսանք,tėkmė
105,Tropfen::N,կաթիլ,lašas
106,Schaum::N,փրփուր,putos
107,Schmutz::N,կեղտ,purvas
108,See::N,լիճ,ežeras
109,Sumpf::N,ճահիճ,klampynė
110,Sumpf::N,ճահիճ,liūnas
111,Moor::N,ճահիճ,pelkė
112,Wiese::N,մարգագետին,pieva
113,Wald::N,անտառ,miškas
114,Hügel::N,բլուր,kalva
115,Anhöhe::N,բարձունք,kauburys
116,Berg::N,լեռ,kalnas
117,Gipfel::N,գագաթ,viršūnė
118,Gipfel::N,կատար,viršūnė
119,Höhle::N,քարայր,ola
120,Abhang::N,լանջ,šlaitas
121,Abhang::N,լանջ,nuokalnė
122,Abhang::N,զառիվայր,šlaitas
123,Abhang::N,զառիվայր,nuokalnė
124,Quelle::N,աղբյուր,versmė
125,Quelle::N,աղբյուր,šaltinis
126,Bach::N,վտակ,upelis
127,Fluss::N,գետ,upė
128,Ufer::N,ծովափ,krantas
129,Küste::N,ափ,pajūris
130,Küste::N,ծովափ,pajūris
131,Festland::N,ցամաք,sausuma
132,Meer::N,ծով,jūra
133,Bucht::N,հաչիւն,įlanka
134,Bucht::N,հաչիւն,užutekis
135,Insel::N,վղզի,sala
136,Blume::N,ծաղիկ,gėlė
137,Gras::N,խոտ,žolė
138,Wurzel::N,արմատ,šaknis
139,Baum::N,ծառ,medis
140,Stamm::N,իրան,kamienas
141,Rinde::N,կեղեւ,žievė
142,Rinde::N,հաչոց,žievė
143,Ast::N,ճյուղ,šaka
144,Zweig::N,ճյուղ,šakelė
145,Blatt::N,տերեւ,lapas
146,Birke::N,ցարասի,beržas
147,Kiefer[Baum]::N,սոճի,pušis
148,Weide[Baum]::N,ուռենի,karklas
149,Tanne::N,եղեւին,eglė
150,Tanne::N,եղեւին,kėnis
151,Feder::N,փետուր,plunksna
152,Fell::N,մորթի,kailis
153,Flügel::N,թեւ,sparnas
154,Klaue::N,չանչ,kanopa
155,Kralle::N,ճանկ,nagas
156,Schwanz::N,պոչ,uodega
157,Ei::N,ձու,kiaušinis
158,Nest::N,բույն,gūžta
159,Nest::N,բույն,lizdas
160,Bau::N,որջ,ola
161,Bau::N,բայոց,ola
162,Tier::N,կենդանի,gyvūnas
163,Herde::N,հոտ,banda
164,Herde::N,հոտ,kaimenė
165,Kuh::N,կով,karvė
166,Bulle::N,ցուլ,bulius
167,Pferd::N,ձի,arklys
168,Schaf::N,ոչխար,avis
169,Schwein::N,խոզ,kiaulė
170,Hund::N,շուն,šuo
171,Katze::N,կատու,katė
172,Bär::N,արջ,lokys
173,Eichhörnchen::N,սկյուռ,voveraitė
174,Elch::N,հիւսիսային եղջերու,briedis
175,Fuchs::N,աղվես,lapė
176,Hase::N,նապաստակ,kiškas
177,Maus::N,մուկ,pelė
178,Wolf::N,գայլ,vilkas
179,Vogel::N,թռչուն,paukštis
180,Schwarm::N,երամ,spiečius
181,Huhn::N,հավ,višta
182,Hahn::N,աքաղաղ,gaidys
183,Gans::N,սագ,žąsis
184,Adler::N,արծիվ,erelis
185,Ente::N,բադ,antis
186,Eule::N,բու,pelėda
187,Kranich::N,կռունկ,gervė
188,Krähe::N,ագռավ,varna
189,Kuckuck::N,կուկու,gegužė
190,Schwan::N,կարապ,gulbė
191,Fisch::N,ձուկ,žuvis
192,Barsch::N,պերկես,ešerys
193,Hecht::N,գայլաձուկ,lydeka
194,Schlange[Tier]::N,օձ,gyvatė
195,Wurm::N,որդ,kirmėlė
196,Wurm::N,ճիճու,kirmėlė
197,Spinne::N,սարդ,voras
198,Ameise::N,միջյուն,skruzdė
199,Laus::N,ոջիլ,utėlė
200,Mücke::N,մժղուկ,uodas
201,Fliege::N,ճանճ,musė
202,Schmetterling::N,թիթեռ,drugys
203,Schmetterling::N,թիթեռ,peteliškė
204,Beere::N,հատապտուղ,uoga
205,Apfel::N,խնձոր,obuolys
206,Pilz::N,սունկ,grybas
207,Zwiebel::N,սոխ,svogūnas
208,Saat::N,սերմ,sėkla
209,Korn::N,հատիկ,grūdai
210,Heu::N,խոտ,šienas
211,Schale::N,կեղեւ,žievelė
212,Grube::N,փոս,duobė
213,Falle::N,ծուղակ,pinklės
214,Falle::N,ծուղակ,žabangai
215,Schlinge::N,խեղդան,kilpa
216,Spur::N,հետք,vėžė
217,Spur::N,հետք,pėdos
218,Spur::N,հետք,pėdsakas
219,Asche::N,մոխիր,pelenai
220,Dreck::N,աղտ,purvas
221,Eisen::N,երկաթ,geležis
222,Gold::N,ոսկի,auksas
223,Silber::N,արծաթ,sidabras
224,Kohle::N,քարածուխ,anglis
225,Glas::N,ապակի,stiklas
226,Lehm::N,կավ,molis
227,Sand::N,ավազ,smėlis
228,Mensch::N,մարդ,žmogus
229,Mann::N,մարդ,vyras
230,Mann::N,մարդ,vyriškis
231,Mann::N,տղամարդ,vyras
232,Mann::N,տղամարդ,vyriškis
233,Frau::N,կին,moteris
234,Kind::N,զավակ,vaikas
235,Junge::N,տղա,vaikinas
236,Junge::N,տղա,berniukas
237,Mädchen::N,աղջիկ,mergytė
238,Mädchen::N,աղջիկ,mergaitė
239,Familie::N,ընտանիք,šeima
240,Großvater::N,պապ,senelis
241,Großmutter::N,տատ,senelė
242,Eltern::N,ծնողներ,tėvai
243,Vater::N,հայր,tėvas
244,Mutter::N,մայր,motina
245,Sohn::N,որդի,sūnus
246,Tochter::N,աղջիկ,duktė
247,Tochter::N,դուստր,duktė
248,Bruder::N,եղբայր,brolis
249,Schwester::N,քույր,sesuo
250,Onkel::N,քեռի,dėdė
251,Onkel::N,հորեղբայր,dėdė
252,Tante::N,մորաքույր,teta
253,Ehemann::N,մարդ,vyras
254,Ehemann::N,ամուսին,vyras
255,Ehefrau::N,կին ամուսին,žmona
256,Freude::N,ուրախություն,džiaugsmas
257,Gelächter::N,ծիծաղ,juokas
258,Glück::N,երջանկություն,laimė
259,Kummer::N,վիշտ,vargas
260,Kummer::N,վիշտ,rūpestis
261,Wunsch::N,ցանկություն,troškimas
262,Wunsch::N,ցանկություն,pageidavimas
263,Lust::N,փափագ,noras
264,Lust::N,փափագ,geidulys
265,Lust::N,իղձ,noras
266,Lust::N,իղձ,geidulys
267,Geist::N,ոգի,dvasia
268,Gedanke::N,միտք,mintis
269,Gedächtnis::N,հիշողություն,atmintis
270,Verstand::N,խելք,protas
271,Sinn::N,իմաստ,prasmė
272,Grund::N,պատճառ,priežastis
273,Wahrheit::N,ճշմարտություն,tiesa
274,Wahrheit::N,ճշմարտություն,teisybė
275,Gespräch::N,զրույց,pokalbis
276,Märchen::N,պայիկի պատմություն,pasaka
277,Erzählung::N,պատմվածք,apsakymas
278,Erzählung::N,պատմվածք,pasakojimas
279,Erzählung::N,պատմություն,apsakymas
280,Erzählung::N,պատմություն,pasakojimas
281,Nachricht::N,հաղորդագրություն,žinia
282,Neuigkeit::N,լուր,naujiena
283,Neuigkeit::N,նորություն,naujiena
284,Name::N,անուն,vardas
285,Rätsel::N,բարդ խնդիր,mįslė
286,Rede::N,ճառ,kalba
287,Rede::N,ելույթ,kalba
288,Sprache::N,լեզու,kalba
289,Stimme::N,ձայն,balsas
290,Wort::N,բառ,žodis
291,Zeichen::N,նշան,žymė
292,Zeichen::N,նշան,ženklas
293,Ruf::N,կոչ,šauksmas
294,Ruf::N,կանչ,šauksmas
295,Lärm::N,աղմուկ,triukšmas
296,Laut::N,հնչյուն,garsas
297,Laut::N,ձայն,garsas
298,Ton::N,տոն,tonas
299,Ton::N,տոն,garsas
300,Lied::N,երգ,daina
301,Lied::N,երգ,giesmė
302,Ruhe::N,անդորրություն,ramybė
303,Ruhe::N,անդորրություն,ramumas
304,Leute::N,մարդիկ,žmonės
305,Volk::N,ազգ,tauta
306,Arbeit::N,գործ,darbas
307,Arbeit::N,գործ,triūsas
308,Arbeit::N,աշխատանք,darbas
309,Arbeit::N,աշխատանք,triūsas
310,Gast::N,հյուր,svečias
311,Geschenk::N,նվեր,dovana
312,Spiel::N,խաղ,žaismas
313,Spiel::N,խաղ,žaidimas
314,Gesellschaft::N,ընկերություն,draugija
315,Gesellschaft::N,ընկերություն,kompanija
316,Hilfe::N,օգնությթուն,pagalba
317,Freund::N,ընկեր,draugas
318,Freund::N,ընկեր,bičiulis
319,Freund::N,բարեկամ,draugas
320,Freund::N,բարեկամ,bičiulis
321,Kamerad::N,ուղեկից,draugas
322,Angelegenheit::N,բան,dalykas
323,Angelegenheit::N,բան,reikalas
324,Angelegenheit::N,գործ,dalykas
325,Angelegenheit::N,գործ,reikalas
326,Anzahl::N,քանակ,kiekis
327,Anzahl::N,քանակ,skaičius
328,Anzahl::N,գումար,kiekis
329,Anzahl::N,գումար,skaičius
330,Art::N,տեսակ,rūšis
331,Stück::N,կտոր,gabalas
332,Teil::N,մաս,dalis
333,Hälfte::N,կես,pusė
334,Kreis::N,շիջանակ,ratas
335,Kreis::N,շիջանակ,apskritis
336,Kreis::N,շիջանակ,apskritimas
337,Kreuz::N,խաչ,kryžius
338,Linie::N,գիծ,linija
339,Strich::N,գիծ,brėžis
340,Strich::N,գիծ,brūkšnys
341,Abstand::N,անջրպետ,atstumas
342,Entfernung::N,հեռավորություն,atstumas
343,Gegend::N,շրջան,vietovė
344,Platz::N,տարածություն,vieta
345,Ort::N,տեղ,vieta
346,Ort::N,տեղ,vietovė
347,Ort::N,վայր,vieta
348,Ort::N,վայր,vietovė
349,Seite::N,կողմ,pusė
350,Seite::N,կողմ,šonas
351,Mitte::N,մեջտեղ,vidurys
352,Gegenstand::N,առարկա,dalykas
353,Sache::N,բան,daiktas
354,Rand::N,վերջք,kraštas
355,Rand::N,վերջք,pakraštys
356,Kante::N,եզր,kraštas
357,Ecke::N,անկյուն,kertė
358,Ecke::N,անկյուն,kampas
359,Spitze::N,ծայր,priekis
360,Spitze::N,ծայր,priešakys
361,Ende::N,ծայր,galas
362,Loch::N,անցք,skylė
363,Winkel::N,անկյուն,kampas
364,Winkel::N,անկյուն,kampelis
365,Muster::N,օրինակ,raštas
366,Größe::N,մեծություն,dydis
367,Größe::N,մեծություն,didumas
368,Länge::N,երկարություն,ilgis
369,Länge::N,երկարություն,ilgumas
370,Höhe::N,բարձրություն,aukštis
371,Höhe::N,բարձրություն,aukštuma
372,Gewicht::N,կշիռ,svoris
373,Gewicht::N,կշիռ,svarstis
374,Menge::N,քանակ,kiekis
375,Menge::N,քանակ,daugybė
376,Haufen::N,դեզ,krūva
377,Haufen::N,դեզ,šūsnis
378,Haufen::N,կույտ,krūva
379,Haufen::N,կույտ,šūsnis
380,Reihe::N,շարք,greta
381,Reihe::N,կարգ,greta
382,Boot::N,նավակ,valtis
383,Boot::N,նավակ,laivelis
384,Ruder::N,թի,irklas
385,Ruder::N,թիակ,irklas
386,Schlitten::N,բալխիր,rogės
387,Schlitten::N,բալխիր,rogutės
388,Ski::N,դահուկ,slidė
389,Lagerfeuer::N,բացօդեայ կրակ,laužas
390,Last::N,բեռ,našta
391,Last::N,բեռ,nešulys
392,Gang::N,զբոսանք,eisena
393,Schritt::N,քայլ,žingsnis
394,Norden::N,հյուսիս,šiaurė
395,Norden::N,հյուսիս,žiemiai
396,Süden::N,հարավ,pietūs
397,Westen::N,արեւմուտք,vakarai
398,Osten::N,արեւելք,rytai
399,Holz::N,փայտ,mediena
400,Brett::N,տախտակ,lenta
401,Platte::N,թիթեղ,plokštė
402,Stütze::N,նեցուկ,atrama
403,Stütze::N,նեցուկ,atspara
404,Stange::N,ձող,lazda
405,Stange::N,ձող,kartis
406,Stock::N,փայտ,lazda
407,Stab::N,ցուպ,kartis
408,Stab::N,գավազան,kartis
409,Rohr::N,խողովակ,vamzdis
410,Haus::N,տուն,namas
411,Heim::N,տուն,namai
412,Ofen::N,վառարան,krosnis
413,Fußboden::N,հատակ,grindys
414,Tisch::N,սեղան,stalas
415,Stuhl::N,աթոռ,kėdė
416,Wiege::N,օրորոց,lopšys
417,Bett::N,անկողին,lova
418,Bett::N,անկողին,patalai
419,Regal::N,դարակ,lentyna
420,Kiste::N,տուփ,dėžė
421,Fenster::N,պատուհան,langas
422,Tür::N,դուռ,durys
423,Tor::N,դարպաս,vartai
424,Zaun::N,ցանկապատ,tvora
425,Dach::N,տանիք,stogas
426,Dach::N,կտուր,stogas
427,Leiter::N,սանդուղք,kopėčios
428,Besen::N,ավել,šluota
429,Spaten::N,բահ,lopeta
430,Spaten::N,բահ,kastuvas
431,Schaufel::N,թի,semtuvas
432,Gabel::N,պատառաքաղ,šakutė
433,Löffel::N,գդալ,šaukštas
434,Messer::N,դանակ,peilis
435,Nagel::N,մեխ,vinis
436,Netz::N,ցանց,tinklas
437,Haken::N,կարթ,vagis
438,Haken::N,կարթ,kablys
439,Griff::N,կոթ,kotas
440,Griff::N,կոթ,rankena
441,Griff::N,բռնակ,kotas
442,Griff::N,բռնակ,rankena
443,Schloss::N,կողպեք,spyna
444,Schloss::N,կողպեք,užraktas
445,Bild::N,նկար,paveikslas
446,Bild::N,պատկեր,paveikslas
447,Figur::N,քանդակ,figūra
448,Figur::N,պատկեր,figūra
449,Puppe::N,տիկնիկ,lėlė
450,Beutel::N,տոպրակ,krepšys
451,Beutel::N,տոպրակ,maišelis
452,Bündel::N,կապոց,ryšulys
453,Tasche::N,պայուսակ,krepšelis
454,Eimer::N,դույլ,kibiras
455,Deckel::N,կափարիչ,dangtis
456,Geschirr::N,ամանեղեն,indai
457,Sack::N,պարկ,maišas
458,Sack::N,տոպրակ,maišas
459,Tasse::N,թաս,puodukas
460,Tasse::N,գավաթ,puodukas
461,Topf::N,անոթ,puodas
462,Kessel::N,կաթսա,katilas
463,Essen::N,կերակուր,valgis
464,Nahrung::N,ուտելիք,penas
465,Nahrung::N,ուտելիք,maistas
466,Speise::N,խորտիկ,patiekalas
467,Speise::N,կերակուր,patiekalas
468,Fleisch::N,միս,mėsa
469,Getreide::N,հացահատիկ,javai
470,Brei::N,լանդակ,košė
471,Brot::N,հաց,duona
472,Scheibe::N,կտոր,riekė
473,Scheibe::N,պատառ,riekė
474,Fett::N,ճարպ,taukai
475,Fett::N,ճարպ,riebalai
476,Butter::N,կարագ,sviestas
477,Öl::N,ձեթ,aliejus
478,Salz::N,աղ,druska
479,Suppe::N,սուպ,sriuba
480,Suppe::N,ապուր,sriuba
481,Honig::N,մեղր,medus
482,Milch::N,կաթ,pienas
483,Tee::N,թեյ,arbata
484,Leder::N,կաշի,oda
485,Wolle::N,բուրդ,vilna
486,Stoff::N,գործվածք,audeklas
487,Nadel::N,ասեղ,adata
488,Faden::N,թել,gija
489,Faden::N,թել,siūlas
490,Knopf::N,կոճակ,saga
491,Knoten::N,հանգույց,mazgas
492,Farbe::N,ներկ,dažai
493,Kleidung::N,հագուստ,rūbai
494,Kleidung::N,հագուստ,drabužiai
495,Hemd::N,վերնաշապիկ,marškiniai
496,Kragen::N,օձիք,apykaklė
497,Ärmel::N,թեւք,rankovė
498,Hose::N,շալվար,kelnės
499,Gürtel::N,գոտի,juosta
500,Gürtel::N,գոտի,diržas
501,Mütze::N,կեպի,kepurė
502,Schuh::N,կոշիկ,batas
503,Stiefel::N,երկարաճիթ կոշիկ,auliniai batai
504,Ring::N,զնգալ,žiedas
505,Band::N,ժապավեն,kaspinas
506,Kamm::N,սանր,šukos
507,Spiegel::N,հայելի,veidrodis
508,Riemen::N,փոկ,diržas
509,Schnur::N,լար,virvė
510,Leine::N,փոկ,pavadėlis
511,Decke::N,վերմակ,antklodė
512,Kissen::N,բարձ,pagalvė
513,Kissen::N,բարձ,priegalvis
514,Tuch::N,թաշկինակ,skarelė
515,Handtuch::N,սրբիչ,rankšluostis
516,Kraft::N,ուժ,jėga
517,Stärke::N,պնդություն,stiprumas
518,Stärke::N,ամրություն,stiprumas
519,Gesundheit::N,առողջություն,sveikata
520,Krankheit::N,ախտ,liga
521,Krankheit::N,հիվանդություն,liga
522,Schmerz::N,ցավ,skausmas
523,Schmerz::N,տանջանք,skausmas
524,Wunde::N,վերք,žaizda
525,Fieber::N,տենդ,karštis
526,Arznei::N,դեղ,vaistas
527,Brücke::N,կամուրջ,tiltas
528,Brunnen::N,հոր,šulinys
529,Brunnen::N,ջրհոր,šulinys
530,Weide::N,արոտավայր,ganykla
531,Weide::N,արոտավայր,gluosnis
532,Pfad::N,արահետ,takas
533,Weg::N,ուղի,kelias
534,Straße::N,ճանապարհ,gatvė
535,Dorf::N,գյուղ,kaimas
536,Dorf::N,գյուղ,sodžius
537,Stadt::N,քաղաք,miestas
538,Brief::N,նամակ,laiškas
539,Buch::N,գիրք,knyga
540,Buchstabe::N,տառ,raidė
541,Buchstabe::N,գիր,raidė
542,Zeitung::N,լրագիր,laikraštis
543,Leben::N,կյանք,gyvybė
544,Leben::N,կյանք,gyvenimas
545,Tod::N,մահ,mirtis
546,Grab::N,գերեզման,kapas
547,Kirche::N,եկեղեցի,bažnyčia
548,Sünde::N,մեղք,nuodėmė
549,Sünde::N,մեղք,nusidėjimas
550,Gott::N,աստված,dievas
551,Arbeiter::N,բանվոր,darbininkas
552,Arbeiter::N,աշխատող,darbininkas
553,Chef::N,տեր,šefas
554,Chef::N,տեր,vadovas
555,Chef::N,տեր,viršininkas
556,Meister::N,վարպետ,meistras
557,Arzt::N,բժիշկ,gydytojas
558,Lehrer::N,ուսուցիչ,mokytojas
559,Geld::N,փող,pinigai
560,Geschäft::N,գործ,biznis
561,Geschäft::N,աշխատանք,biznis
562,Laden::N,կրպակ,krautuvė
563,Laden::N,կրպակ,parduotuvė
564,Laden::N,խանութ,krautuvė
565,Laden::N,խանութ,parduotuvė
566,Preis::N,գին,kaina
567,Ware::N,ապրանք,prekė
568,Nutzen::N,օգուտ,nauda
569,Nutzen::N,օգուտ,pelnas
570,Reichtum::N,հարստություն,turtas
571,Welt::N,աշխարհ,pasaulis
572,Land::N,երկիր,žemė
573,Land::N,երկիր,šalis
574,Staat::N,պետություն,valstija
575,König::N,արքա,karalius
576,König::N,թագավոր,karalius
577,Macht::N,իշխանություն,galia
578,Macht::N,իշխանություն,valdžia
579,Grenze::N,սահման,riba
580,Grenze::N,սահման,siena
581,Krieg::N,պատերազմ,karas
582,Feind::N,թշնամի,priešas
583,Gewalt::N,բռնություն,jėga
584,Gewalt::N,բռնություն,smurtas
585,Gewalt::N,բռնություն,prievarta
586,Gewalt::N,սաստկություն,jėga
587,Gewalt::N,սաստկություն,smurtas
588,Gewalt::N,սաստկություն,prievarta
589,Kampf::N,մարտ,kova
590,Bogen[Waffe]::N,աղեղ,lankas
591,Pfeil::N,նետ,strėlė
592,Gewehr::N,հրացան,šautuvas
593,Fehler::N,սխալ,klaida
594,Lüge::N,սուտ,melas
595,Schaden::N,վնաս,nuostolis
596,Schaden::N,վնաս,apgadinimas
597,Unglück::N,դժբախտություն,nelaimė
598,Schuld::N,պակասություն,kaltė
599,Alter::N,հասակ,amžius
600,Schluss::N,վերջ,pabaiga
601,Schluss::N,վախճան,pabaiga
602,Zeit::N,ժամանակ,laikas
603,Tag::N,օր,diena
604,Morgen::N,առավոտ,rytas
605,Mittag::N,կեսօր,vidurdienis
606,Abend::N,երեկո,vakaras
607,Nacht::N,գիշեր,naktis
608,Woche::N,շաբաթ,savaitė
609,Monat::N,ամիս,mėnuo
610,Jahr::N,տարի,metai
611,Frühling::N,գարուն,pavasaris
612,Sommer::N,ամառ,vasara
613,Herbst::N,աշուն,ruduo
614,Winter::N,ձմեռ,žiema
615,Januar::N,հունվար,sausis
616,Februar::N,փետրվար,vasaris
617,März::N,մարտ,kovas
618,April::N,ապրիլ,balandis
619,Mai::N,մայիս,gegužė
620,Juni::N,հունիս,birželis
621,Juli::N,հուլիս,liepa
622,August::N,օգոստոս,rugpjūtis
623,September::N,սեպտեմբեր,rugsėjis
624,Oktober::N,հոկտեմբեր,spalis
625,November::N,նոյեմբեր,lapkritis
626,Dezember::N,դեկտեմբեր,gruodis
627,Montag::N,երկուշաբթի,pirmadienis
628,Dienstag::N,երեքշաբթի,antradienis
629,Mittwoch::N,չորեքշաբթի,trečiadienis
630,Donnerstag::N,հինգշաբթի,ketvirtadienis
631,Freitag::N,ուրբաթ,penktadienis
632,Samstag::N,շաբաթ,šeštadienis
633,Sonntag::N,կիրակի,sekmadienis
634,groß::A,մեծ,didis
635,groß::A,մեծ,didelis
636,groß::A,խոշոր,didis
637,groß::A,խոշոր,didelis
638,klein::A,պստիկ,mažas
639,klein::A,փոքրիկ,mažas
640,lang::A,երկար,ilgas
641,kurz::A,կարճ,trumpas
642,breit::A,լայն,platus
643,schmal::A,նեղ,smulkus
644,dicht::A,խիտ,tankus
645,dick[Gegenstand]::A,հաստ,storas
646,dünn::A,բարակ,plonas
647,fein::A,նուրբ,smulkus
648,fest::A,ամուր,kietas
649,fest::A,ամուր,tvirtas
650,fest::A,պինդ,kietas
651,fest::A,պինդ,tvirtas
652,flach::A,տափակ,lėkštas
653,flach::A,տափակ,plokščias
654,glatt::A,հարթ,slidus
655,hart::A,կարծր,kietas
656,weich::A,մեղմ,minkštas
657,weich::A,փափուկ,minkštas
658,rund::A,կլոր,apvalus
659,rund::A,կլոր,apskritas
660,spitz::A,սրածայր,aštrus
661,spitz::A,սրածայր,smailus
662,scharf::A,սուր,aštrus
663,stumpf::A,գուլ,bukas
664,stumpf::A,գուլ,atšipęs
665,schwer::A,ծանր,sunkus
666,schön::A,սիրուն,gražus
667,schön::A,գեղեցիկ,gražus
668,heiß::A,թեժ,karštas
669,warm::A,տաք,šiltas
670,warm::A,ջերմ,šiltas
671,kalt::A,ցուրտ,šaltas
672,kühl::A,զով,vėsus
673,kühl::A,զով,bejausmis
674,frisch::A,թարմ,šviežias
675,feucht::A,ղոնավ,drėgnas
676,nass::A,թաց,šlapias
677,trocken::A,ցամաք,sausas
678,voll::A,լի,pilnas
679,voll::A,լիքը,pilnas
680,leer::A,դատարկ,tuščias
681,offen::A,բաց,atviras
682,geschlossen::A,գոց,uždaras
683,geschlossen::A,գոց,uždarytas
684,sauber::A,մաքուր,švarus
685,schmutzig::A,կեղտոտ,nešvarus
686,schmutzig::A,կեղտոտ,purvinas
687,roh::A,հում,žalias
688,reif::A,հասած,prinokęs
689,reif::A,հասած,pribrendęs
690,reif::A,հասուն,prinokęs
691,reif::A,հասուն,pribrendęs
692,lecker::A,համեղ,gardus
693,süß::A,անուշ,saldus
694,bitter::A,կծու,kartus
695,sauer::A,թթու,gižus
696,sauer::A,թթու,rūgštus
697,sauer::A,թթված,gižus
698,sauer::A,թթված,rūgštus
699,hell::A,պայծառ,šviesus
700,hell::A,պայծառ,skaistus
701,hell::A,խելամիտ,šviesus
702,hell::A,խելամիտ,skaistus
703,dunkel::A,մութ,tamsus
704,schwarz::A,սեւ,juodas
705,weiß::A,սպիտակ,baltas
706,rot::A,կարմիր,raudonas
707,gelb::A,դեղին,geltonas
708,blau::A,կապույտ,mėlynas
709,grün::A,կանաչ,žalias
710,grau::A,գորշ,pilkas
711,bunt::A,գոյնզգոյն,margas
712,bunt::A,գոյնզգոյն,spalvotas
713,billig::A,էժան,pigus
714,teuer::A,թանկ,brangus
715,wertvoll::A,թանկարժեք,vertingas
716,blind::A,կույր,aklas
717,taub::A,խուլ,kurčias
718,kräftig::A,հզոր,stiprus
719,stark::A,ուժեղ,stiprus
720,schwach::A,տկար,silpnas
721,schwach::A,թույլ,silpnas
722,fett::A,գեր,riebus
723,schlank::A,նիհար,laibas
724,schlank::A,նիհար,lieknas
725,hübsch::A,գրավիչ,gražus
726,hübsch::A,սիրունիկ,gražus
727,böse::A,չար,blogas
728,dumm::A,հիմար,paikas
729,dumm::A,հիմար,kvailas
730,faul::A,ծույլ,tingus
731,fleißig::A,ջանասեր,stropus
732,fleißig::A,ջանասեր,kruopštus
733,fleißig::A,փութաջան,stropus
734,fleißig::A,փութաջան,kruopštus
