,Concept_ID,hy,lt
1425,bemerken::V,նկատել,pastebėti
1426,erkennen::V,ճանաչել,pažinti
1427,erkennen::V,ճանաչել,atpažinti
1428,begreifen::V,հասկանալ,suvokti
1429,verstehen::V,ըմբռնել,suprasti
1430,lernen::V,սովորել,mokytis
1431,wissen::V,իմանալ,žinoti
1432,sich erinnern an::V,հիշել,prisiminti
1433,sich erinnern an::V,մտաբերել,prisiminti
1434,vergessen::V,մոռանալ,užmiršti
1435,messen::V,չափել,matuoti
1436,zählen::V,թվել,skaičiuoti
1437,zählen::V,հաշվել,skaičiuoti
1438,rechnen::V,հաշվել,skaičiuoti
1439,rechnen::V,հաշվարկել,skaičiuoti
1440,lesen::V,կարդալ,skaityti
1441,malen::V,նկարել,tapyti
1442,zeichnen::V,գծել,piešti
1443,zeichnen::V,գծել,žymėti
1444,zeichnen::V,գծել,braižyti
1445,schreiben::V,գրել,rašyti
1446,besitzen::V,ունենալ,turėti
1447,besitzen::V,տեր լինել,turėti
1448,kaufen::V,գնել,pirkti
1449,verkaufen::V,վաճառել,parduoti
1450,bezahlen::V,վճարել,apmokėti
1451,zahlen::V,վճարել,mokėti
1452,beherrschen::V,ղեկավարել,valdyti
1453,ertragen::V,դիմանալ,kę̃sti
1454,ertragen::V,դիմանալ,pakelti
1455,ertragen::V,դիմանալ,iškę̃sti
1456,Horn::N,,ragas
1457,fangen::V,,sugauti
