,Concept_ID,ja,pl
112,Abhang::N,斜面,zbocze
113,Quelle::N,泉,zdrój
114,Quelle::N,泉,źródło
115,Bach::N,小川,potok
116,Bach::N,小川,strumień
117,Fluss::N,川,rzeka
118,Ufer::N,岸,brzeg
119,Küste::N,海岸,wybrzeże
120,Festland::N,陸,ląd
121,Meer::N,海,morze
122,Bucht::N,湾,zatoka
123,Insel::N,島,wyspa
124,Blume::N,花,kwiat
125,Gras::N,草,trawa
126,Wurzel::N,根,korzeń
127,Baum::N,木,drzewo
128,Stamm::N,幹,pień
129,Rinde::N,皮層,kora
130,Ast::N,枝,gałąź
131,Zweig::N,小枝,gałąź
132,Blatt::N,葉,liść
133,Birke::N,樺,brzoza
134,Kiefer[Baum]::N,松,sosna
135,Weide[Baum]::N,柳,wierzba
136,Tanne::N,樅,jodła
137,Horn::N,角,róg
138,Feder::N,羽根,pióro
139,Fell::N,毛皮,futro
140,Flügel::N,羽,skrzydło
141,Klaue::N,鉤爪,szpon
142,Kralle::N,爪,pazur
143,Schwanz::N,尻尾,ogon
144,Ei::N,卵,jajko
145,Nest::N,巣,gniazdo
146,Bau::N,穴,nora
147,Tier::N,動物,zwierzę
148,Herde::N,群れ,stado
149,Herde::N,群れ,trzoda
150,Kuh::N,牛,krowa
151,Bulle::N,雄牛,byk
152,Pferd::N,馬,koń
153,Schaf::N,羊,owca
154,Schwein::N,豚,świnia
155,Hund::N,犬,pies
156,Katze::N,猫,kot
157,Katze::N,猫,kotka
158,Bär::N,熊,niedźwiedż
159,Eichhörnchen::N,栗鼠,wiewiórka
160,Elch::N,ヘラジカ,łóś
161,Fuchs::N,狐,lis
162,Hase::N,兎,zając
163,Maus::N,鼠,mysz
164,Wolf::N,狼,wilk
165,Vogel::N,鳥,ptak
166,Schwarm::N,群れ,stado
167,Huhn::N,鶏,kura
168,Hahn::N,雄鶏,kogut
169,Gans::N,ガチョウ,gęś
170,Adler::N,鷲,orzeł
171,Ente::N,鴨,kaczka
172,Eule::N,フクロウ,sowa
173,Kranich::N,鶴,żuraw
174,Krähe::N,烏,wrona
175,Kuckuck::N,郭公,kukułka
176,Schwan::N,白鳥,łabędż
177,Fisch::N,魚,ryba
178,Barsch::N,鱸,okoń
179,Hecht::N,川魳,szczupak
180,Schlange[Tier]::N,蛇,wąż
181,Schlange[Tier]::N,蛇,żmija
182,Wurm::N,虫,robak
183,Spinne::N,蜘蛛,pająk
184,Ameise::N,蟻,mrówka
185,Laus::N,虱,wesz
186,Mücke::N,蚊,komar
187,Fliege::N,蝿,mucha
188,Schmetterling::N,蝶,motyl
189,Beere::N,漿果,jagoda
190,Apfel::N,林檎,jabłko
191,Pilz::N,茸,grzyb
192,Zwiebel::N,玉葱,cebula
193,Saat::N,種,siew
194,Korn::N,粒,ziarno
195,Heu::N,干し草,siano
196,Schale::N,皮,łupina
197,Grube::N,穴,dół
198,Grube::N,穴,jama
199,Falle::N,わな,pułapka
200,Schlinge::N,輪,sidła
201,Spur::N,跡,ślad
202,Asche::N,灰,popiół
203,Dreck::N,泥,brud
204,Eisen::N,鉄,żelazo
205,Gold::N,金,złoto
206,Silber::N,銀,srebro
207,Kohle::N,炭,węgiel
208,Glas::N,ガラス,szkło
209,Lehm::N,ローム,glina
210,Sand::N,砂,piasek
211,Mensch::N,人,człowiek
212,Mann::N,男,mężczyzna
213,Mann::N,男性,mężczyzna
214,Frau::N,女,kobieta
215,Frau::N,女性,kobieta
216,Kind::N,子,dziecko
217,Kind::N,子供,dziecko
218,Junge::N,男の子,chłopak
219,Junge::N,男の子,chłopiec
220,Mädchen::N,女の子,dziewczynka
221,Familie::N,家族,rodzina
222,Großvater::N,祖父,dziadek
223,Großvater::N,おじいさん,dziadek
224,Großmutter::N,祖母,babka
225,Großmutter::N,おばあさん,babka
226,Eltern::N,親,rodzice
227,Eltern::N,両親,rodzice
228,Vater::N,父,ojciec
229,Vater::N,お父さん,ojciec
230,Mutter::N,母,matka
231,Mutter::N,お母さん,matka
232,Sohn::N,息子,syn
233,Sohn::N,息子さん,syn
234,Tochter::N,娘,córka
235,Tochter::N,お嬢さん,córka
236,Bruder::N,弟,brat
237,Schwester::N,妹,siostra
238,Onkel::N,伯父,wuj
239,Onkel::N,伯父,stryj
240,Onkel::N,伯父さん,wuj
241,Onkel::N,伯父さん,stryj
242,Tante::N,叔母,ciotka
243,Tante::N,叔母さん,ciotka
244,Ehemann::N,夫,mąż
245,Ehemann::N,主人,mąż
246,Ehefrau::N,妻,żona
247,Ehefrau::N,奥さん,żona
248,Freude::N,喜び,radość
249,Gelächter::N,笑い,śmiech
250,Glück::N,幸せ,szczęście
251,Kummer::N,悩み,zmartwienie
252,Wunsch::N,希望,życzenie
253,Lust::N,気,chęć
254,Lust::N,気,ochota
255,Geist::N,精神,duch
256,Gedanke::N,考え,myśl
257,Gedächtnis::N,記憶,pamięć
258,Verstand::N,理解力,rozum
259,Sinn::N,意味,zmysł
260,Grund::N,理由,powód
261,Wahrheit::N,真実,prawda
262,Gespräch::N,会話,rozmowa
263,Märchen::N,童話,bajka
264,Erzählung::N,物語,opowiadanie
265,Nachricht::N,報告,wiadomość
266,Neuigkeit::N,ニュース,nowina
267,Name::N,名前,imię
268,Rätsel::N,謎,zagadka
269,Rede::N,演説,mowa
270,Sprache::N,言語,język
271,Stimme::N,声,głos
272,Wort::N,言葉,słowo
273,Zeichen::N,記号,znak
274,Ruf::N,呼び声,wołanie
275,Lärm::N,騒音,hałas
276,Lärm::N,騒音,zgiełk
277,Laut::N,音,dźwięk
278,Ton::N,音,ton
279,Ton::N,音,dźwięk
280,Lied::N,歌,pieśń
281,Lied::N,歌,piosenka
282,Ruhe::N,静けさ,spokój
283,Leute::N,人々,ludzie
284,Volk::N,民族,naród
285,Arbeit::N,仕事,praca
286,Arbeit::N,仕事,robota
287,Gast::N,客,gość
288,Geschenk::N,贈り物,prezent
289,Geschenk::N,贈り物,podarunek
290,Spiel::N,遊び,gra
291,Spiel::N,遊び,zabawa
292,Gesellschaft::N,社会,towarzystwo
293,Hilfe::N,援助,pomoc
294,Freund::N,友達,przyjaciel
295,Kamerad::N,同志,kolega
296,Angelegenheit::N,件,sprawa
297,Anzahl::N,数,ilość
298,Art::N,種類,rodzaj
299,Stück::N,部分,kawałek
300,Teil::N,部分,część
301,Hälfte::N,半分,połowa
302,Kreis::N,円,krąg
303,Kreuz::N,十字,krzyż
304,Linie::N,線,linia
305,Strich::N,線,kreska
306,Abstand::N,距離,odstęp
307,Entfernung::N,距離,odległość
308,Gegend::N,辺,okolica
309,Gegend::N,地域,okolica
310,Platz::N,ゆとり,miejsce
311,Ort::N,所,miejsce
312,Ort::N,場所,miejsce
313,Seite::N,横,bok
314,Seite::N,横,strona
315,Mitte::N,真ん中,środek
316,Gegenstand::N,物件,przedmiot
317,Sache::N,物,rzecz
318,Rand::N,端,skraj
319,Rand::N,端,krawędź
320,Kante::N,縁,kant
321,Kante::N,縁,krawędź
322,Ecke::N,角,róg
323,Spitze::N,先頭,ostrze
324,Ende::N,端,koniec
325,Loch::N,穴,dziura
326,Winkel::N,片隅,kąt
327,Winkel::N,片隅,kącik
328,Muster::N,模様,wzór
329,Größe::N,大きさ,rozmiar
330,Größe::N,大きさ,wielkość
331,Länge::N,長さ,długość
332,Höhe::N,高さ,wysokość
333,Gewicht::N,重さ,ciężar
334,Menge::N,量,ilość
335,Haufen::N,堆積,kupa
336,Reihe::N,並び,rząd
337,Reihe::N,並び,szereg
338,Boot::N,ボート,łódź
339,Boot::N,ボート,łódka
340,Ruder::N,オール,wiosło
341,Schlitten::N,そり,sanki
342,Ski::N,スキー,narta
343,Lagerfeuer::N,篝火,ognisko
344,Last::N,荷物,ciężar
345,Last::N,荷物,brzemię
346,Gang::N,歩み,chód
347,Schritt::N,歩,krok
348,Norden::N,北,północ
349,Süden::N,南,południe
350,Westen::N,西,zachód
351,Osten::N,東,wschód
352,Holz::N,木,drzewo
353,Holz::N,木材,drzewo
354,Brett::N,板,deska
355,Platte::N,盤,płyta
356,Stütze::N,支柱,podpora
357,Stange::N,棒,drąg
358,Stange::N,棒,żerdź
359,Stock::N,杖,kij
360,Stock::N,杖,laska
361,Stab::N,棒,pręt
362,Rohr::N,管,rura
363,Haus::N,家,dom
364,Heim::N,家,dom
365,Ofen::N,ストーブ,piec
366,Fußboden::N,床,podłoga
367,Tisch::N,机,stół
368,Stuhl::N,椅子,krzesło
369,Wiege::N,揺籃,kołyska
370,Bett::N,ベッド,łóżko
371,Bett::N,ベッド,pościel
372,Regal::N,棚,regał
373,Kiste::N,箱,skrzynia
374,Fenster::N,窓,okno
375,Tür::N,戸,drzwi
376,Tür::N,ドア,drzwi
377,Tor::N,門,brama
378,Zaun::N,垣根,płot
379,Zaun::N,垣根,parkan
380,Dach::N,屋根,dach
381,Leiter::N,梯子,drabina
382,Besen::N,ほうき,miotła
383,Spaten::N,スコップ,rydel
384,Schaufel::N,シャベル,łopata
385,Gabel::N,フォーク,widelec
386,Löffel::N,スプーン,łyżka
387,Messer::N,ナイフ,nóż
388,Nagel::N,釘,gwóźdź
389,Netz::N,網,sieć
390,Haken::N,鉤,hak
391,Haken::N,フック,hak
392,Griff::N,取っ手,chwyt
393,Schloss::N,錠,zamek
394,Bild::N,絵,obraz
395,Figur::N,像,figura
396,Puppe::N,人形,lalka
397,Beutel::N,袋,torba
398,Bündel::N,束,wiązka
399,Bündel::N,包み,wiązka
400,Tasche::N,かばん,torba
401,Eimer::N,バケツ,kubeł
402,Eimer::N,バケツ,wiadro
403,Deckel::N,蓋,przykrywka
404,Geschirr::N,食器,statki
405,Geschirr::N,食器,naczynia
406,Sack::N,袋,worek
407,Tasse::N,カップ,filiżanka
408,Topf::N,鍋,garnek
409,Kessel::N,釜,kocioł
410,Essen::N,食事,jedzenie
411,Nahrung::N,食物,pokarm
412,Nahrung::N,食物,pożywienie
413,Speise::N,料理,potrawa
414,Speise::N,料理,jedzenie
415,Fleisch::N,肉,mięso
416,Getreide::N,麦,zboże
417,Getreide::N,穀物,zboże
418,Brei::N,粥,kasza
419,Brot::N,パン,chleb
420,Scheibe::N,枚,kromka
421,Scheibe::N,切れ,kromka
422,Fett::N,脂肪,tłuszcz
423,Butter::N,バター,masło
424,Öl::N,油,olej
425,Salz::N,塩,sól
426,Suppe::N,スープ,zupa
427,Honig::N,蜂蜜,miód
428,Milch::N,牛乳,mleko
429,Tee::N,茶,herbata
430,Tee::N,お茶,herbata
431,Leder::N,革,skóra
432,Wolle::N,毛糸,wełna
433,Stoff::N,布,tkanina
434,Stoff::N,布,materiał
435,Nadel::N,針,igła
436,Faden::N,糸,nić
437,Faden::N,糸,nitka
438,Knopf::N,ボタン,guzik
439,Knoten::N,結び目,węzeł
440,Farbe::N,ペンキ,farba
441,Kleidung::N,衣服,odzież
442,Hemd::N,シャツ,koszula
443,Kragen::N,襟,kołnierz
444,Ärmel::N,袖,rękaw
445,Hose::N,ズボン,spodnie
446,Gürtel::N,帯,pasek
447,Gürtel::N,ベルト,pasek
448,Mütze::N,帽子,czapka
449,Schuh::N,靴,but
450,Schuh::N,靴,bucik
451,Stiefel::N,ブーツ,but
452,Stiefel::N,ブーツ,kozak
453,Ring::N,輪,pierścień
454,Band::N,リボン,wstęga
455,Kamm::N,櫛,grzebień
456,Spiegel::N,鏡,lustro
457,Riemen::N,緒,rzemień
458,Schnur::N,紐,sznur
459,Leine::N,綱,smycz
460,Decke::N,掛け布団,kołdra
461,Kissen::N,枕,poduszka
462,Tuch::N,スカーフ,chustka
463,Handtuch::N,タオル,ręcznik
464,Kraft::N,力,moc
465,Kraft::N,力,siła
466,Stärke::N,強さ,moc
467,Stärke::N,強さ,siła
468,Gesundheit::N,健康,zdrowie
469,Krankheit::N,病気,choroba
470,Schmerz::N,痛み,ból
471,Wunde::N,傷,rana
472,Fieber::N,熱,gorączka
473,Arznei::N,薬,lekarstwo
474,Brücke::N,橋,most
475,Brunnen::N,井戸,studnia
476,Weide::N,牧場,pastwisko
477,Pfad::N,小路,ścieżka
478,Weg::N,道,droga
479,Straße::N,街道,ulica
480,Dorf::N,村,wieś
481,Stadt::N,町,miasto
482,Stadt::N,都市,miasto
483,Brief::N,手紙,list
484,Buch::N,本,książka
485,Buchstabe::N,文字,litera
486,Zeitung::N,新聞,gazeta
487,Zeitung::N,新聞,dziennik
488,Leben::N,生活,życie
489,Tod::N,死,śmierć
490,Grab::N,墓,grób
491,Kirche::N,教会,kościół
492,Sünde::N,罪,grzech
493,Gott::N,神,bóg
494,Arbeiter::N,労働者,robotnik
495,Chef::N,上司,szef
496,Meister::N,達人,mistrz
497,Meister::N,達人,majster
498,Meister::N,マイスター,mistrz
499,Meister::N,マイスター,majster
500,Arzt::N,医者,lekarz
501,Lehrer::N,先生,nauczyciel
502,Geld::N,金,pieniądze
503,Geschäft::N,取り引き,sprawa
504,Geschäft::N,取り引き,interes
505,Laden::N,店,sklep
506,Preis::N,値段,cena
507,Ware::N,商品,towar
508,Nutzen::N,利益,pożytek
509,Reichtum::N,豊かさ,bogactwo
510,Welt::N,世界,świat
511,Land::N,国,kraj
512,Staat::N,国家,państwo
513,König::N,国王,król
514,Macht::N,権力,władza
515,Grenze::N,国境,granica
516,Krieg::N,戦争,wojna
517,Feind::N,敵,wróg
518,Gewalt::N,暴力,władza
519,Kampf::N,戦い,bój
520,Kampf::N,戦い,walka
521,Bogen[Waffe]::N,弓,łuk
522,Pfeil::N,矢,strzała
523,Gewehr::N,銃,karabin
524,Fehler::N,間違い,błąd
525,Lüge::N,嘘,kłamstwo
526,Schaden::N,損害,szkoda
527,Unglück::N,不幸,nieszczęście
528,Schuld::N,罪,wina
529,Alter::N,年,wiek
530,Alter::N,年齢,wiek
531,Schluss::N,終わり,koniec
532,Schluss::N,終わり,zakończenie
533,Zeit::N,時,czas
534,Zeit::N,時間,czas
535,Tag::N,日,dzień
536,Morgen::N,朝,ranek
537,Morgen::N,朝,poranek
538,Mittag::N,昼,południe
539,Abend::N,晩,wieczór
540,Abend::N,夕方,wieczór
541,Nacht::N,夜,noc
542,Woche::N,週,tydzień
543,Monat::N,月,miesiąc
544,Jahr::N,年,rok
545,Frühling::N,春,wiosna
546,Sommer::N,夏,lato
547,Herbst::N,秋,jesień
548,Winter::N,冬,zima
549,Januar::N,一月,styczeń
550,Februar::N,二月,luty
551,März::N,三月,marzec
552,April::N,四月,kwiecień
553,Mai::N,五月,maj
554,Juni::N,六月,czerwiec
555,Juli::N,七月,lipiec
556,August::N,八月,sierpień
557,September::N,九月,wrzesień
558,Oktober::N,十月,październik
559,November::N,十一月,listopad
560,Dezember::N,十二月,grudzień
561,Montag::N,月曜日,poniedziałek
562,Dienstag::N,火曜日,wtorek
563,Mittwoch::N,水曜日,środa
564,Donnerstag::N,木曜日,czwartek
565,Freitag::N,金曜日,piątek
566,Samstag::N,土曜日,sobota
567,Sonntag::N,日曜日,niedziela
568,groß::A,大きい,duży
569,groß::A,大きい,wielki
570,klein::A,小さい,mały
571,lang::A,長い,długi
572,kurz::A,短い,krótki
573,breit::A,広い,szeroki
574,schmal::A,狭い,wąski
575,dicht::A,密な,gęsty
576,dick[Gegenstand]::A,厚い,gruby
577,dünn::A,薄い,cienki
578,fein::A,細い,drobny
579,fest::A,硬い,mocny
580,fest::A,硬い,twardy
581,flach::A,平らな,płaski
582,glatt::A,滑らかな,gładki
583,hart::A,堅い,twardy
584,weich::A,柔らかい,miękki
585,rund::A,丸い,okrągły
586,spitz::A,尖った,spiczasty
587,scharf::A,鋭い,ostry
588,stumpf::A,鈍い,tępy
589,schwer::A,重い,ciężki
590,schön::A,綺麗な,ładny
591,schön::A,綺麗な,piękny
592,heiß::A,熱い,gorący
593,warm::A,温かい,ciepły
594,kalt::A,寒い,zimny
595,kalt::A,冷たい,zimny
596,kühl::A,涼しい,chłodny
597,frisch::A,ひんやりした,świeży
598,feucht::A,湿った,wilgotny
599,nass::A,濡れた,mokry
600,trocken::A,乾いた,suchy
601,voll::A,いっぱいの,pełny
602,leer::A,空の,pusty
603,leer::A,空の,próżny
604,offen::A,開いた,otwarty
605,geschlossen::A,閉まった,zamknięty
606,sauber::A,清潔な,czysty
607,schmutzig::A,汚い,brudny
608,roh::A,生の,surowy
609,reif::A,熟した,dojrzały
610,lecker::A,美味しい,smaczny
611,süß::A,甘い,słodki
612,bitter::A,苦い,gorzki
613,sauer::A,酸っぱい,kwaśny
614,hell::A,明るい,jasny
615,dunkel::A,暗い,ciemny
616,schwarz::A,黒い,czarny
617,weiß::A,白い,biały
618,rot::A,赤い,czerwony
619,gelb::A,黄色い,żółty
620,blau::A,青い,błękitny
621,blau::A,青い,niebieski
622,grün::A,緑の,zielony
623,grau::A,灰色の,szary
624,bunt::A,色取り取りの,barwny
625,billig::A,安い,tani
626,teuer::A,高い,drogi
627,wertvoll::A,貴重な,cenny
628,blind::A,盲目の,ślepy
629,taub::A,耳が聞こえない,głuchy
630,kräftig::A,強力な,mocny
631,stark::A,強い,silny
632,schwach::A,弱い,słaby
633,fett::A,太った,tłusty
634,schlank::A,ほっそりした,smukły
635,hübsch::A,素敵な,ładny
636,böse::A,悪い,zły
637,dumm::A,馬鹿な,głupi
638,faul::A,怠惰な,leniwy
639,fleißig::A,勤勉な,pilny
640,geizig::A,けちな,skąpy
641,klug::A,賢い,mądry
642,klug::A,頭のいい,mądry
643,geschickt::A,器用な,zręczny
644,lieb::A,愛らしい,miły
645,lustig::A,楽しい,wesoły
646,sanft::A,温和な,łagodny
647,hungrig::A,空腹の,głodny
648,krank::A,病気の,chory
649,nackt::A,裸の,nagi
650,traurig::A,悲しい,smutny
651,lebendig::A,生きた,żywy
652,gut::A,良い,dobry
653,schlecht::A,悪い,zły
654,schlecht::A,駄目な,zły
655,richtig::A,正しい,słuszny
656,richtig::A,正しい,właściwy
657,schlimm::A,ひどい,zły
658,wahr::A,本当の,prawdziwy
659,alt::A,古い,stary
660,neu::A,新しい,nowy
661,ehemalig::A,以前の,były
662,alt[Lebewesen]::A,年を取った,stary
663,jung::A,若い,młody
664,arm::A,貧乏な,ubogi
665,arm::A,貧乏な,biedny
666,reich::A,裕福な,bogaty
667,bekannt::A,有名な,znany
668,berühmt::A,有名な,słynny
669,fremd::A,見知らぬ,obcy
670,fremd::A,見知らぬ,cudzy
671,verschieden::A,色々な,różny
672,nah::A,近い,bliski
673,fern::A,遠い,daleki
674,linker::A,左の,lewy
675,rechter::A,右の,prawy
676,anderer::A,別の,inny
677,erster::A,一番目,pierwszy
678,zweiter::A,二番目,drugi
679,dritter::A,三番目,trzeci
680,letzter::A,最後の,ostatni
681,allein::ADV,一人で,sam
682,auf einmal::ADV,同時に,naraz
683,zusammen::ADV,一緒に,razem
684,lange::ADV,長い間,długo
685,plötzlich::ADV,急に,nagle
686,sofort::ADV,すぐに,natychmiast
687,später::ADV,後で,później
688,jetzt::ADV,今,teraz
689,jetzt::ADV,今,obecnie
690,heute::ADV,今日,dziś
691,heute::ADV,今日,dzisiaj
692,morgen::ADV,明日,jutro
693,bald::ADV,間もなく,wkrótce
694,dann::ADV,それから,potem
695,gestern::ADV,昨日,wczoraj
696,einst::ADV,過去に,kiedyś
697,einst::ADV,過去に,niegdyś
698,damals::ADV,あの時,wtedy
699,damals::ADV,あの時,wówczas
700,danach::ADV,その後で,następnie
701,vorher::ADV,以前に,przedtem
702,zuerst::ADV,まず,naprzód
703,zuerst::ADV,まず,najpierw
704,zuerst::ADV,最初に,naprzód
705,zuerst::ADV,最初に,najpierw
706,einmal::ADV,一回,raz
707,manchmal::ADV,時々,czasem
708,oft::ADV,よく,często
709,immer::ADV,いつも,zawsze
710,niemals::ADV,一度も...ない,nigdy
711,hier::ADV,こちら,tu
712,hier::ADV,こちら,tutaj
713,hierhin::ADV,ここへ,tu
714,hierhin::ADV,こちらへ,tu
715,von hier::ADV,ここから,stąd
716,dort::ADV,そちら,tam
717,dorthin::ADV,そこへ,tam
718,dorthin::ADV,そちらへ,tam
719,geradeaus::ADV,真っ直ぐに,prosto
720,vorwärts::ADV,前へ,naprzód
721,rückwärts::ADV,後ろへ,wstecz
722,zurück::ADV,後ろへ,z powrotem
723,unten::ADV,下に,u dołu
724,unten::ADV,下に,na dole
725,hinab::ADV,下へ,na_dół
726,hinab::ADV,下へ,w_dół
727,oben::ADV,上に,w górze
728,oben::ADV,上に,na górze
729,hinauf::ADV,上へ,w górę
730,hinauf::ADV,上へ,na górę
731,überall::ADV,どこでも,wszędzie
732,nicht::ADV,ない,nie
733,ein wenig::ADV,少し,trochę
734,ein wenig::ADV,ちょっと,trochę
735,kaum::ADV,ほとんど～ない,ledwie
736,kaum::ADV,ほとんど～ない,prawie nie
737,sehr::ADV,とても,bardzo
738,so::ADV,こう,tak
739,noch::ADV,まだ,jeszcze
740,nur::ADV,～だけ,tylko
741,schon::ADV,もう,już
742,wieder::ADV,再び,znów
743,wieder::ADV,再び,znowu
744,vergebens::ADV,無駄に,na próżno
745,vor::PRP,前に,przed
746,hinter::PRP,後ろに,za
747,unter::PRP,下に,pod
748,durch::PRP,通して,przez
749,neben::PRP,横に,obok
750,zwischen::PRP,間に,między
751,wegen::PRP,為に,z powodu
752,wegen::PRP,せいで,z powodu
753,dies::PRN,これ,to
754,das::PRN,それ,to
755,alles::PRN,全部,wszystko
756,ich::PRN,私,ja
757,du::PRN,あなた,ty
758,er::PRN,彼,on
759,wir::PRN,私達,my
760,ihr::PRN,あなた達,wy
761,sie::PRN,彼ら,oni
762,was::FPRN,何,co
763,wer::FPRN,誰,kto
764,wer::FPRN,どなた,kto
765,wo::FADV,どこ,gdzie
766,wo::FADV,どこに,gdzie
767,wohin::FADV,どこへ,dokąd
768,wie::FADV,どう,jak
769,warum::FADV,何故,dlaczego
770,warum::FADV,どうして,dlaczego
771,wieviel::FNUM,どのくらい,ile
772,eins::NUM,一,jeden
773,zwei::NUM,二,dwa
774,zwei::NUM,二つ,dwa
775,drei::NUM,三,trzy
776,drei::NUM,三つ,trzy
777,vier::NUM,四,cztery
778,vier::NUM,四つ,cztery
779,fünf::NUM,五,pięć
780,fünf::NUM,五つ,pięć
781,sechs::NUM,六,sześć
782,sechs::NUM,六つ,sześć
783,sieben::NUM,七,siedem
784,sieben::NUM,七つ,siedem
785,acht::NUM,八,osiem
786,acht::NUM,八つ,osiem
787,neun::NUM,九,dziewięć
788,neun::NUM,九つ,dziewięć
789,zehn::NUM,十,dziesięć
790,elf::NUM,十一,jedenaście
791,zwölf::NUM,十二,dwanaście
792,zwanzig::NUM,二十,dwadzieścia
793,dreißig::NUM,三十,trzydzieści
794,vierzig::NUM,四十,czterdzieści
795,fünfzig::NUM,五十,pięćdziesiąt
796,sechzig::NUM,六十,sześćdziesiąt
797,siebzig::NUM,七十,siedemdziesiąt
798,achtzig::NUM,八十,osiemdziesiąt
799,neunzig::NUM,九十,dziewięćdziesiąt
800,hundert::NUM,百,sto
801,tausend::NUM,千,tysiąc
802,und::CNJ,-と,i
803,und::CNJ,そして,i
804,oder::CNJ,或いは,lub
805,oder::CNJ,或いは,albo
806,stehen::V,立っている,stać
807,sitzen::V,座っている,siedzieć
808,liegen::V,横になっている,leżeć
809,hängen::V,掛かっている,wisieć
810,werden::V,なる,zostać
811,werden::V,なる,stać się
812,passieren::V,起こる,dziać się
813,passieren::V,起こる,zdarzyć się
814,beginnen::V,始まる,zacząć się
815,enden::V,終わる,kończyć się
816,wechseln::V,変わる,zmienić się
817,aufgehen[Sonne]::V,出る,wzejść
818,untergehen[Sonne]::V,沈む,zajść
819,scheinen[Sonne]::V,輝く,świecić
820,donnern::V,雷が鳴る,grzmieć
821,wehen::V,吹く,wiać
822,strömen::V,流れる,płynąć
823,strömen::V,流れる,lać się
824,fließen::V,流れる,ciec
825,fließen::V,流れる,płynąć
826,sich drehen::V,回転する,obracać się
827,schwanken::V,揺れる,chwiać się
828,schwingen::V,振動する,wahać się
829,fallen::V,落ちる,padać
830,brennen::V,燃える,palić się
831,rauchen::V,煙を出す,dymić
832,rauchen::V,煙を出す,dymić się
833,regnen::V,雨が降る,padać
834,gefrieren::V,凍る,zamarznąć
835,tauen::V,溶ける,tajać
