,Concept_ID,ru,ko
848,probieren::V,пробовать,시식하다
849,riechen::V,нюхать,내새를맡다
850,fühlen::V,чувствовать,느끼다
851,scheinen::V,казаться,...것같다
852,zu sehen sein::V,виднеться,보이는
853,vernehmen::V,услышать,듣다
854,vernehmen::V,услышать,들어서일다
855,frieren::V,мерзнуть,춥다
856,tun::V,делать,하다
857,können::V,мочь,할주릴다
858,können::V,уметь,할주릴다
859,wollen::V,хотеть,바라다
860,anfangen::V,начать,시작하다
861,beenden::V,закончить,다하다
862,aufhören::V,перестать,그만두다
863,gelingen::V,удаться,성국하다
864,geraten::V,оказаться,잘되어가다
865,öffnen::V,открыть,열다
866,schließen::V,закрыть,추측하다
867,stellen::V,поставить,세우다
868,setzen::V,посадить,놓다
869,legen::V,класть,눕히다
870,berühren::V,трогать,대다
871,verbinden::V,связать,옝열하다
872,bedecken::V,покрыть,덮다
873,aufhängen::V,повесить,매달다
874,anzünden::V,зажечь,점화하다
875,aufheben::V,поднять,위로올리다
876,zurücklassen::V,оставить,튀에남기다
877,verlieren::V,потерять,잃다
878,fallen lassen::V,уронить,떨어뜨리다
879,machen::V,сделать,하다
880,herstellen::V,изготовить,제조하다
881,bauen::V,строить,짓다
882,reparieren::V,чинить,수셩자다
883,verbessern::V,улучшить,정정하다
884,ändern::V,изменить,바꾸다
885,graben::V,копать,파다
886,beugen::V,согнуть,구부리다
887,biegen::V,погнуть,굽히다
888,drehen::V,вертеть,회전
889,wenden::V,повернуть,회전시키다
890,umdrehen::V,перевернуть,회전시키다
891,heben::V,поднимать,일으아키다
892,hochheben::V,поднять,틀어올리다
893,ergreifen::V,схватить,잡다
894,halten::V,держать,잡다
895,drücken::V,нажимать,누르다
896,schieben::V,толкать,밀다
897,kratzen::V,скрести,긁다
898,lecken::V,лизать,핥다
899,beißen::V,кусать,물다
900,abreißen::V,оторвать,
901,abschneiden::V,отрезать,귾어내다
902,binden::V,вязать,매다
903,stecken::V,воткнуть,찌르다
904,brechen::V,сломать,금
905,klopfen::V,стучать,치다
906,hauen::V,бить,때리다
907,kleben::V,клеить,들러붙다
908,reiben::V,тереть,문지르다
909,streichen::V,намазать,쓰다듬다
910,schleifen::V,точить,갈다
911,schneiden::V,резать,베다
912,rütteln::V,шатать,흔들다
913,schütteln::V,трясти,흔들다
914,schwenken::V,махать,흔들다
915,schütten::V,налить,따르다
916,füllen::V,наполнить,담다
917,einwickeln::V,завернуть,싸다
918,tragen::V,нести,지우다
919,schleppen::V,тащить,끌다
920,ziehen::V,тянуть,당기다
921,aufbewahren::V,хранить,간직하다
922,werfen::V,бросать,던지다
923,fangen::V,ловить,밥다
924,packen::V,схватить,쥐다
925,verstecken::V,спрятать,숨기다
926,teilen::V,разделить,나누다
927,schicken::V,посылать,보내다
928,bringen::V,принести,가겨
929,hinzufügen::V,добавить,부가하다
930,bekommen::V,достать,얻다
931,erhalten::V,получить,지니다
932,nehmen::V,взять,잡다
933,wählen::V,выбрать,선거하다
934,auswählen::V,отобрать,선출하다
935,bewahren::V,сохранить,저장보종
936,behindern::V,препятствовать,훼방하다
937,verderben::V,испортить,못쓰게 되다
938,beschädigen::V,повредить,상하게하다
939,zerbrechen::V,разбить,깨뜨리다
940,zerreißen::V,разорвать,잡아쫓다
941,zerstören::V,разрушить,파괴하다
942,verbrennen::V,сжечь,소실하다
943,geben::V,дать,주다
944,reichen::V,передать,내일다
945,schenken::V,дарить,주다
946,versprechen::V,обещать,약속하다
947,wünschen::V,желать,바라다
948,loben::V,хвалить,칭찬하다
949,küssen::V,целовать,키스하다
950,wiegen::V,качать,어르다
951,zudecken::V,накрыть,뚜꺼을하다
952,wecken::V,разбудить,깨우다
953,zeigen::V,показать,보이다
954,führen::V,вести,가게하다
955,lehren::V,учить,가르치다
956,unterrichten::V,преподавать,가르지다
957,aufziehen::V,воспитать,사육하다
958,leiten::V,руководить,이끌다
959,antreiben::V,подгонять,몰다
960,lassen::V,заставить,내버려두다
961,einladen::V,пригласить,초청하다
962,vereinigen::V,объединить,하나로하다
963,besuchen::V,посетить,방문하다
964,treffen::V,встретить,만나다
965,sich versammeln::V,собраться,조립하다
966,spielen::V,играть,눌다
967,singen::V,петь,노래하다
968,tanzen::V,плясать,춤추하다
969,tanzen::V,танцевать,춤추하다
970,sich trennen::V,расстаться,가르다
971,verlassen::V,покинуть,버림받은
972,retten::V,спасти,구조하다
973,bewachen::V,охранять,치키다
974,schützen::V,уберегать,보호하다
975,verteidigen::V,защитить,막다
976,sich schlagen::V,драться,치다
977,schießen::V,стрелять,쏘다
978,siegen::V,победить,이기다
979,ärgern::V,сердить,성을내게하다
980,schlagen::V,ударить,치다
981,treten::V,пинать,디디다
982,stechen::V,уколоть,찌르다
983,stoßen::V,толкнуть,찌르다
984,stehlen::V,украсть,훔치다
985,stören::V,помешать,움직이다
986,belästigen::V,надоедать,괴롭히다
987,verbergen::V,скрыть,숨기다
988,täuschen::V,обмануть,속이다
989,betrügen::V,смошенничать,속이다
990,töten::V,убить,죽이다
991,wohnen::V,проживать,실다
992,arbeiten::V,работать,일하다
993,sammeln::V,собрать,모으다
994,pflücken::V,рвать,꿔다
995,pflücken::V,срывать,꿔다
996,jagen::V,охотиться,사냥하다
997,fischen::V,рыбачить,고기를잡다
998,fassen::V,поймать,움켜쥐다
999,hüten::V,пасти,망보다
1000,treiben::V,гнать,몰아세우다
1001,anbinden::V,привязать,묶다
1002,füttern::V,кормить,사료를주다
1003,melken::V,доить,젖을짜다
1004,hacken::V,рубить,자르다
1005,gießen::V,полить,물을대다
1006,reifen::V,созреть,성숙하다
1007,zubereiten::V,приготовить,조제하다
1008,kochen::V,варить,요리하다
1009,backen::V,печь,쿱다
1010,braten::V,жарить,굽다
1011,umrühren::V,перемешать,교반하다
1012,stricken::V,вязать,뜨개질하다
1013,nähen::V,шить,꿰매다
1014,färben::V,покрасить,채색하다
1015,reinigen::V,очистить,청소하다
1016,waschen::V,стирать,씻다
1017,abwischen::V,вытереть,닦다
1018,spülen::V,полоскать,씻다
1019,fegen::V,подметать,소체하다
1020,kehren::V,мести,청소하다
1021,baden::V,купаться,감다
1022,sich waschen::V,мыться,모믈 씻다
1023,ausziehen::V,снять,벗다
1024,anziehen::V,надеть,끌어움직이다
1025,sich anziehen::V,одеться,
1026,kämmen::V,причесать,빗다
1027,schmücken::V,украсить,치레하다
1028,sagen::V,сказать,말하다
1029,sprechen::V,говорить,말하다
1030,reden::V,разговаривать,이야기하다
1031,sich unterhalten::V,беседовать,
1032,fragen::V,спросить,질문하다
1033,bitten::V,просить,원하다
1034,erzählen::V,рассказать,이야기하다
1035,mitteilen::V,сообщить,이야기하다
1036,nennen::V,назвать,부르다
1037,rufen::V,звать,불러내다
1038,prahlen::V,хвастаться,자랑하다
1039,übersetzen::V,перевести,번역하다
1040,denken::V,думать,생각하다
1041,glauben::V,верить,믿다
1042,bemerken::V,заметить,인자하다
1043,erkennen::V,узнать,인식하다
1044,begreifen::V,понять,파악하다
1045,begreifen::V,постичь,파악하다
1046,verstehen::V,услышать,이해하다
1047,lernen::V,учиться,배우다
1048,wissen::V,знать,알다
1049,sich erinnern an::V,вспомнить,상기하다
1050,vergessen::V,забыть,잊다
1051,messen::V,мерить,측정하다
1052,zählen::V,считать,세다
1053,rechnen::V,считать,게산하다
1054,lesen::V,читать,읽다
1055,malen::V,рисовать,그리다
1056,zeichnen::V,рисовать,소묘하다
1057,schreiben::V,писать,쓰다
1058,besitzen::V,иметь,소유하다
1059,kaufen::V,купить,사다
1060,verkaufen::V,продать,팔다
1061,bezahlen::V,заплатить,지불하다
1062,zahlen::V,платить,치르다
1063,beherrschen::V,владеть,지배하다
1064,ertragen::V,вытерпеть,참다
