,Concept_ID,hu,ku
326,Platz::N,hely,çih
327,Ort::N,hely,dever
328,Seite::N,fél,rûpel
329,Seite::N,oldal,rûpel
330,Mitte::N,közép,nav
331,Mitte::N,közép,nabênê
332,Gegenstand::N,tárgy,tişt
333,Sache::N,dolog,tişt
334,Rand::N,szél,kevî
335,Rand::N,perem,kevî
336,Rand::N,szegély,kevî
337,Kante::N,él,kevî
338,Ecke::N,sarok,qunç
339,Ecke::N,szöglet,qunç
340,Spitze::N,csúcs,derzî
341,Ende::N,vég,talî
342,Loch::N,lyuk,qul
343,Winkel::N,szög,kurnîşk
344,Muster::N,minta,desen
345,Größe::N,nagyság,mezinî
346,Länge::N,hossz,dirêjahî
347,Länge::N,hosszúság,dirêjahî
348,Höhe::N,magasság,bilindayî
349,Gewicht::N,súly,giranî
350,Menge::N,sokaság,qas
351,Menge::N,mennyiség,qas
352,Haufen::N,halom,lod
353,Reihe::N,sor,rêz
354,Boot::N,csónak,kelek
355,Ruder::N,evező,bêrik
356,Schlitten::N,szánkó,xîjik
357,Ski::N,sí,lakan
358,Lagerfeuer::N,tábortűz,agir
359,Last::N,teher,bar
360,Gang::N,járás,fîtêz
361,Schritt::N,lépés,gav
362,Norden::N,észak,bakur
363,Süden::N,dél,başur
364,Westen::N,nyugat,rojava
365,Osten::N,kelet,rojhilat
366,Holz::N,fa,dep
367,Brett::N,deszka,dep
368,Platte::N,lap,dep
369,Platte::N,lemez,dep
370,Stütze::N,támasz,destek
371,Stütze::N,támaszték,destek
372,Stange::N,rúd,sing
373,Stange::N,pózna,sing
374,Stock::N,pálca,çam
375,Stab::N,bot,qat
376,Rohr::N,cső,borî
377,Haus::N,ház,mal
378,Haus::N,ház,xanî
379,Heim::N,otthon,mal
380,Ofen::N,kályha,sobe
381,Fußboden::N,padló,binpê
382,Tisch::N,asztal,mase
383,Stuhl::N,szék,kursî
384,Wiege::N,bölcső,derguş
385,Bett::N,ágy,qerewêle
386,Regal::N,polc,rêbaz
387,Regal::N,állvány,rêbaz
388,Kiste::N,láda,sindoq
389,Fenster::N,ablak,çam
390,Fenster::N,ablak,şibeke
391,Tür::N,ajtó,derî
392,Tor::N,kapu,derge
393,Zaun::N,kerítés,hejik
394,Dach::N,tető,sere xanî
395,Leiter::N,létra,pêling
396,Besen::N,seprű,melkes
397,Spaten::N,ásó,mer
398,Schaufel::N,lapát,bêr
399,Gabel::N,villa,çetel
400,Löffel::N,kanál,kevçî
401,Messer::N,kés,kêr
402,Nagel::N,szeg,bizmar
403,Netz::N,háló,tor
404,Haken::N,kampó,çenqel
405,Griff::N,nyél,destî
406,Griff::N,fogantyú,destî
407,Schloss::N,zár,qonax
408,Bild::N,kép,dimen
409,Figur::N,alak,figûr
410,Puppe::N,bábu,bûk
411,Beutel::N,zacskó,kîsik
412,Bündel::N,köteg,pêçek
413,Tasche::N,táska,bêrîk
414,Eimer::N,vödör,dewl
415,Deckel::N,fedő,devik
416,Deckel::N,fedél,devik
417,Geschirr::N,edény,ferax
418,Sack::N,zsák,tûr
419,Tasse::N,csésze,kada
420,Topf::N,fazék,beroş
421,Kessel::N,üst,şîril
422,Kessel::N,bogrács,şîril
423,Essen::N,evés,xwarin
424,Essen::N,étkezés,xwarin
425,Nahrung::N,ennivaló,xwarin
426,Speise::N,étel,xwarin
427,Fleisch::N,hús,goşt
428,Getreide::N,gabona,zad
429,Brei::N,pép,hewdêl
430,Brei::N,kása,hewdêl
431,Brot::N,kenyér,
432,Scheibe::N,szelet,parçe
433,Fett::N,háj,rûn
434,Fett::N,zsír,rûn
435,Butter::N,vaj,rûn
436,Öl::N,olaj,rûn
437,Salz::N,só,xwe
438,Suppe::N,leves,şorbe
439,Honig::N,méz,hingiv
440,Milch::N,tej,şîr
441,Tee::N,tea,çay
442,Leder::N,bőr,çerm
443,Wolle::N,gyapjú,herî
444,Stoff::N,szövet,paç
445,Nadel::N,tű,derzî
446,Faden::N,fonál,ta
447,Knopf::N,gomb,bişkok
448,Knoten::N,csomó,girêk
449,Farbe::N,szín,boyax
450,Farbe::N,festék,boyax
451,Kleidung::N,ruha,çil
452,Kleidung::N,ruházat,çil
453,Hemd::N,ing,qutik
454,Hemd::N,ing,miltan
455,Kragen::N,gallér,stûvang
456,Ärmel::N,ujj,hûçik
457,Hose::N,gatya,şewel
458,Hose::N,nadrág,şewel
459,Gürtel::N,öv,qayiş
460,Mütze::N,sapka,fîno
461,Schuh::N,cipő,şêkal
462,Stiefel::N,csizma,gizme
463,Stiefel::N,csizma,çizme
464,Ring::N,gyűrű,xelek
465,Band::N,szalag,band
466,Kamm::N,fésű,şeh
467,Spiegel::N,tükör,eynik
468,Riemen::N,szíj,qayiş
469,Schnur::N,zsinór,doxin
470,Leine::N,póráz,şirît
471,Decke::N,takaró,bataniye
472,Kissen::N,párna,balgî
473,Tuch::N,kendő,şar
474,Handtuch::N,törülköző,dezmal
475,Kraft::N,erő,hêz
476,Kraft::N,erő,qewet
477,Stärke::N,erő,xurtî
478,Stärke::N,erősség,xurtî
479,Gesundheit::N,egészség,nojdarî
480,Krankheit::N,kór,nexweşî
481,Krankheit::N,betegség,nexweşî
482,Schmerz::N,fájdalom,êş
483,Wunde::N,seb,kul
484,Fieber::N,láz,ta
485,Arznei::N,orvosság,derman
486,Arznei::N,gyógyszer,derman
487,Brücke::N,híd,kopî
488,Brunnen::N,kút,çal
489,Brunnen::N,kút,kani
490,Weide::N,legelő,beyar
491,Pfad::N,ösvény,xaçirek
492,Weg::N,út,rê
493,Straße::N,út,rê
494,Dorf::N,falu,gund
495,Stadt::N,város,baçar
496,Brief::N,levél,name
497,Buch::N,könyv,kitêb
498,Buch::N,könyv,pirtûk
499,Buchstabe::N,betű,herf
500,Zeitung::N,újság,rojname
501,Zeitung::N,hírlap,rojname
502,Leben::N,élet,jiyan
503,Tod::N,halál,mirin
504,Grab::N,sír,mezel
505,Kirche::N,templom,gilyas
506,Sünde::N,bűn,guneh
507,Sünde::N,vétek,guneh
508,Gott::N,isten,xwedê
509,Arbeiter::N,munkás,hîşçî
510,Chef::N,főnök,bêg
511,Meister::N,mester,hoste
512,Arzt::N,orvos,doktor
513,Lehrer::N,tanár,mamoste
514,Lehrer::N,tanító,mamoste
515,Geld::N,pénz,pere
516,Geschäft::N,üzlet,firoşgeh
517,Laden::N,bolt,dikan
518,Preis::N,ár,buha
519,Ware::N,áru,tişt
520,Nutzen::N,haszon,fêde
521,Reichtum::N,gazdagság,serwet
522,Welt::N,világ,dinya
523,Land::N,ország,welat
524,Staat::N,állam,dewlet
525,König::N,király,şah
526,König::N,király,qral
527,Macht::N,hatalom,qewet
528,Macht::N,hatalom,destihilat
529,Grenze::N,határ,kevî
530,Krieg::N,háború,çeng
531,Krieg::N,háború,sêwaş
532,Feind::N,ellenség,dijmin
533,Gewalt::N,erőszak,zor
534,Kampf::N,harc,şer
535,Bogen[Waffe]::N,íj,kêvan
536,Pfeil::N,nyíl,çîrik
537,Gewehr::N,puska,tifing
538,Gewehr::N,fegyver,tifing
539,Fehler::N,hiba,şaşî
540,Lüge::N,hazugság,derew
541,Schaden::N,kár,xisar
542,Unglück::N,csapás,bêbextî
543,Unglück::N,balszerencse,bêbextî
544,Schuld::N,bűn,suç
545,Alter::N,kor,temen
546,Schluss::N,vég,girtin
547,Schluss::N,befejezés,girtin
548,Zeit::N,idő,çax
549,Tag::N,nap,roj
550,Morgen::N,reggel,sibeh
551,Mittag::N,dél,nîro
552,Abend::N,este,êvar
553,Nacht::N,éj,şev
554,Nacht::N,éjszaka,şev
555,Woche::N,hét,heftî
556,Monat::N,hó,meh
557,Monat::N,hónap,meh
558,Jahr::N,év,sal
559,Frühling::N,tavasz,bihar
560,Sommer::N,nyár,havîn
561,Herbst::N,ősz,payîz
562,Winter::N,tél,zistan
563,Januar::N,január,çile
564,Februar::N,február,sibat
565,März::N,március,adar
566,April::N,április,nîsan
567,Mai::N,május,gûlan
568,Juni::N,június,hezîran
569,Juli::N,július,tîmeh
570,August::N,augusztus,tebax
571,September::N,szeptember,îlon
572,Oktober::N,október,çotmeh
573,November::N,november,mijdar
574,Dezember::N,december,kanûn
575,Montag::N,hétfő,duşemb
576,Dienstag::N,kedd,sêşem
577,Mittwoch::N,szerda,çarşemb
578,Donnerstag::N,csütörtök,pêşemb
579,Freitag::N,péntek,în
580,Samstag::N,szombat,şemî
581,Sonntag::N,vasárnap,yekşemb
582,groß::A,nagy,mezin
583,klein::A,pici,çûçik
584,klein::A,kicsi,çûçik
585,lang::A,hosszú,dirêj
586,kurz::A,rövid,kin
587,breit::A,széles,fireh
588,schmal::A,keskeny,tenik
589,dicht::A,sűrű,gir
590,dick[Gegenstand]::A,vastag,şîşman
591,dünn::A,vékony,zirav
592,fein::A,vékony,tenik
593,fest::A,szilárd,saxlem
594,flach::A,sík,pahn
595,flach::A,lapos,pahn
596,glatt::A,sima,dûz
597,glatt::A,sima,şayîk
598,hart::A,kemény,hişk
599,weich::A,puha,nerm
600,rund::A,kerek,gilover
601,spitz::A,hegyes,pîj
602,scharf::A,éles,tûj
603,stumpf::A,tompa,ne tûj
604,stumpf::A,életlen,ne tûj
605,schwer::A,nehéz,giran
606,schwer::A,súlyos,giran
607,schön::A,szép,xweş
608,schön::A,szép,xweşik
609,heiß::A,forró,kelandî
610,warm::A,meleg,germ
611,kalt::A,hideg,sar
612,kühl::A,hűs,jemîrî
613,kühl::A,hűvös,jemîrî
614,frisch::A,üde,ter
615,frisch::A,friss,ter
616,feucht::A,nedves,şil
617,nass::A,vizes,şilek
618,trocken::A,száraz,zuwa
619,voll::A,telt,tijî
620,leer::A,üres,vala
621,offen::A,nyílt,vekirî
622,offen::A,nyitott,vekirî
623,geschlossen::A,zárt,asê
624,geschlossen::A,csukott,asê
625,sauber::A,tiszta,pakij
626,schmutzig::A,piszkos,lewitî
627,schmutzig::A,szennyes,lewitî
628,roh::A,nyers,xav
629,reif::A,érett,gihaştî
630,lecker::A,finom,xweş
631,süß::A,édes,şîrîn
632,bitter::A,keserű,tahl
633,sauer::A,savanyú,tirş
634,hell::A,világos,ronî
635,dunkel::A,sötét,tarî
636,schwarz::A,fekete,reş
637,weiß::A,fehér,sipî
638,rot::A,vörös,sor
639,gelb::A,sárga,zer
640,blau::A,kék,şîn
641,grün::A,zöld,şîn
642,grau::A,ősz,gewr
643,grau::A,szürke,gewr
644,bunt::A,tarka,rengîn
645,bunt::A,színes,rengîn
646,billig::A,olcsó,erzan
647,teuer::A,drága,biha
648,wertvoll::A,értékes,hêja
649,wertvoll::A,értékes,giranbiha
650,blind::A,vak,kor
651,taub::A,süket,kerr
652,kräftig::A,erős,gir
653,kräftig::A,erős,xurt
654,stark::A,erős,xurt
655,schwach::A,gyenge,kesad
656,schwach::A,erőtlen,kesad
657,fett::A,hájas,qelew
658,schlank::A,karcsú,zirav
659,hübsch::A,csinos,xweşik
660,böse::A,rossz,xerab
661,böse::A,rossz,aciz
662,böse::A,gonosz,xerab
663,böse::A,gonosz,aciz
664,dumm::A,buta,gêj
665,dumm::A,ostoba,gêj
666,faul::A,lusta,têmbêl
667,fleißig::A,szorgalmas,jêhatî
668,geizig::A,fukar,destgirtî
669,geizig::A,fösvény,destgirtî
670,klug::A,okos,baqil
671,klug::A,eszes,baqil
672,geschickt::A,ügyes,zîrek
673,geschickt::A,ügyes,ziring
674,lieb::A,drága,delal
675,lieb::A,kedves,delal
676,lustig::A,víg,kêfxweş
677,lustig::A,vidám,kêfxweş
678,sanft::A,enyhe,nazenîn
679,hungrig::A,éhes,birçî
680,krank::A,beteg,nexweş
681,nackt::A,csupasz,rût
682,nackt::A,csupasz,tazî
683,nackt::A,meztelen,rût
684,nackt::A,meztelen,tazî
685,traurig::A,bús,xemgîn
686,traurig::A,szomorú,xemgîn
687,lebendig::A,élő,bisaxî
688,gut::A,jó,baş
689,schlecht::A,rossz,xerab
690,richtig::A,helyes,rast
691,richtig::A,helyes,saxlem
692,schlimm::A,rossz,nebaş
693,wahr::A,igaz,rast
694,alt::A,ó,pîr
695,alt::A,ó,kevn
696,alt::A,régi,pîr
697,alt::A,régi,kevn
698,neu::A,új,nû
699,ehemalig::A,volt,kevnar
700,ehemalig::A,volt,peşidar
701,ehemalig::A,egykori,kevnar
702,ehemalig::A,egykori,peşidar
703,alt[Lebewesen]::A,öreg,pîr
704,jung::A,fiatal,xort
705,arm::A,szegény,feqîr
706,arm::A,szegény,desteng
707,reich::A,gazdag,dewlemend
708,bekannt::A,ismert,naskirî
709,bekannt::A,ismeretes,naskirî
710,berühmt::A,híres,navdar
711,fremd::A,idegen,xerîb
712,verschieden::A,különböző,çîhê
713,nah::A,közeli,nêzîk
714,fern::A,távoli,dûr
715,linker::A,bal,çepê
716,rechter::A,jobb,rastê
717,anderer::A,más,yê din
718,anderer::A,másik,yê din
719,erster::A,első,yekemîn
720,zweiter::A,második,duda
721,dritter::A,harmadik,sisêya
722,letzter::A,utolsó,paşîn
723,allein::ADV,egyedül,tenê
724,auf einmal::ADV,egyszerre,jar kê
725,zusammen::ADV,együtt,tev
726,zusammen::ADV,együtt,bi hev re
727,zusammen::ADV,összesen,tev
728,zusammen::ADV,összesen,bi hev re
729,lange::ADV,sokáig,dirêj
730,lange::ADV,hosszan,dirêj
731,plötzlich::ADV,hirtelen,ji nişkave
732,plötzlich::ADV,egyszerre,ji nişkave
733,sofort::ADV,rögtön,yekser
734,sofort::ADV,tüstént,yekser
735,später::ADV,későn,paşiyê
736,jetzt::ADV,most,nuha
737,heute::ADV,ma,îro
738,morgen::ADV,holnap,sibeh
739,bald::ADV,majd,nêzîk
740,bald::ADV,nemsokára,nêzîk
741,dann::ADV,akkor,paşê
742,gestern::ADV,tegnap,do
743,einst::ADV,hajdan,jar ke
744,damals::ADV,akkor,hîngî
745,damals::ADV,akkoriban,hîngî
746,danach::ADV,azután,piştra
747,vorher::ADV,előbb,pîşî
748,zuerst::ADV,először,bere
749,einmal::ADV,egyszer,çarik
750,manchmal::ADV,néha,çarna
751,manchmal::ADV,olykor,çarna
752,oft::ADV,sokszor,gelek çaran
753,immer::ADV,mindig,daîm
754,niemals::ADV,sohasem,tu çar
755,hier::ADV,itt,li vir
756,hierhin::ADV,erre,vir
757,von hier::ADV,innen,ji vir
758,dort::ADV,ott,li wê derê
759,dorthin::ADV,oda,wêda
760,geradeaus::ADV,egyenesen,rastê rast
761,vorwärts::ADV,előre,ber bi pêş
762,rückwärts::ADV,hátrafelé,paşpê
763,zurück::ADV,hátra,paşdo
764,zurück::ADV,hátra,paşvê
765,zurück::ADV,vissza,paşdo
766,zurück::ADV,vissza,paşvê
767,unten::ADV,alul,jêrî
768,hinab::ADV,le,berjêr
769,hinab::ADV,lefelé,berjêr
770,oben::ADV,fenn,banî
771,oben::ADV,felül,banî
772,hinauf::ADV,fel,banî
773,hinauf::ADV,felfelé,banî
774,überall::ADV,mindenütt,li her derê
775,nicht::ADV,nem,ne
776,nicht::ADV,nem,nîn
777,nicht::ADV,nem,tine
778,ein wenig::ADV,egy kicsit,hebkî
779,kaum::ADV,alig,tema
780,kaum::ADV,alig,himangi
781,sehr::ADV,nagyon,gelek
782,so::ADV,úgy,weha
783,noch::ADV,még,hêj
784,noch::ADV,még,dîsa
785,nur::ADV,csak,tenê
786,nur::ADV,csak,bes
787,nur::ADV,csupán,tenê
788,nur::ADV,csupán,bes
789,schon::ADV,már,hew
790,wieder::ADV,ismét,jar din
791,wieder::ADV,ismét,dîsa
792,wieder::ADV,megint,jar din
793,wieder::ADV,megint,dîsa
794,vergebens::ADV,hiába,deya çun
795,vergebens::ADV,hiába,îfleh bûn
796,vor::PRP,előtt,li ber
797,hinter::PRP,mögött,li pişt
798,unter::PRP,alatt,li bin
799,durch::PRP,át,kura
800,durch::PRP,keresztül,kura
801,neben::PRP,mellett,li ba
802,zwischen::PRP,között,nabeyne
803,zwischen::PRP,között,di nav...da
804,wegen::PRP,miatt,ji bo
805,wegen::PRP,miatt,ji ber
806,wegen::PRP,végett,ji bo
807,wegen::PRP,végett,ji ber
808,dies::PRN,ez,ev
809,das::PRN,az,ev
810,alles::PRN,minden,hemû
811,ich::PRN,én,ez
812,du::PRN,te,tu
813,er::PRN,ő,wî
814,wir::PRN,mi,êm
815,ihr::PRN,ti,hûn
816,sie::PRN,ők,we
817,was::FPRN,mi,çi
818,wer::FPRN,ki,ki
819,wo::FADV,hol,li ku dere
820,wohin::FADV,hova,li ku dere
821,wie::FADV,hogy,çawa
822,wie::FADV,hogyan,çawa
823,warum::FADV,miért,çima
824,wieviel::FNUM,hány,çend
825,wieviel::FNUM,mennyi,çend
826,eins::NUM,egy,yek
827,zwei::NUM,kettő,didu
828,drei::NUM,három,sisê
829,vier::NUM,négy,çar
830,fünf::NUM,öt,penç
831,sechs::NUM,hat,şeş
832,sieben::NUM,hét,heft
