,Concept_ID,pl,mhr
135,Gras::N,trawa,шу́до
136,Wurzel::N,korzeń,вож
137,Baum::N,drzewo,пуше́ҥге
138,Stamm::N,pień,йы́тыр
139,Rinde::N,kora,шӱм
140,Ast::N,gałąź,укш
141,Zweig::N,gałąź,торма́к
142,Blatt::N,liść,лышта́ш
143,Birke::N,brzoza,куэ́
144,Kiefer[Baum]::N,sosna,пӱ́нчӧ
145,Weide[Baum]::N,wierzba,уа́
146,Tanne::N,jodła,кож
147,Horn::N,róg,шур
148,Feder::N,pióro,пы́стыл
149,Fell::N,futro,кова́ште
150,Flügel::N,skrzydło,шу́лдыр
151,Klaue::N,szpon,кӱч
152,Kralle::N,pazur,ла́па
153,Kralle::N,pazur,копа́
154,Schwanz::N,ogon,поч
155,Ei::N,jajko,му́но
156,Nest::N,gniazdo,пыжа́ш
157,Bau::N,nora,пыжа́ш
158,Tier::N,zwierzę,я́нлык
159,Tier::N,zwierzę,живо́тный
160,Herde::N,stado,кӱ́тӱ
161,Herde::N,stado,тӱшка́
162,Herde::N,trzoda,кӱ́тӱ
163,Herde::N,trzoda,тӱшка́
164,Kuh::N,krowa,ушка́л
165,Bulle::N,byk,ӱ́шкыж
166,Pferd::N,koń,и́мне
167,Schaf::N,owca,шо́рык
168,Schwein::N,świnia,сӧсна́
169,Hund::N,pies,пий
170,Katze::N,kot,пы́рыс
171,Katze::N,kotka,пы́рыс
172,Bär::N,niedźwiedż,маска́
173,Eichhörnchen::N,wiewiórka,ур
174,Elch::N,łóś,шо́рдо
175,Fuchs::N,lis,ры́выж
176,Hase::N,zając,мера́ҥ
177,Maus::N,mysz,коля́
178,Wolf::N,wilk,пи́ре
179,Vogel::N,ptak,ка́йык
180,Schwarm::N,stado,каша́к
181,Huhn::N,kura,чы́ве
182,Hahn::N,kogut,агыта́н
183,Gans::N,gęś,ко́мбо
184,Adler::N,orzeł,карагу́ш
185,Ente::N,kaczka,лу́до
186,Eule::N,sowa,тумна́
187,Kranich::N,żuraw,турня́
188,Krähe::N,wrona,кора́к
189,Kuckuck::N,kukułka,куку́
190,Schwan::N,łabędż,йӱ́ксӧ
191,Fisch::N,ryba,кол
192,Barsch::N,okoń,ола́ҥге
193,Hecht::N,szczupak,нуж
194,Hecht::N,szczupak,чорта́н
195,Schlange[Tier]::N,wąż,ки́шке
196,Schlange[Tier]::N,żmija,ки́шке
197,Wurm::N,robak,шукш
198,Spinne::N,pająk,эҥыре́мыш
199,Ameise::N,mrówka,ку́тко
200,Laus::N,wesz,тий
201,Mücke::N,komar,шыҥа́
202,Fliege::N,mucha,ка́рме
203,Schmetterling::N,motyl,лы́ве
204,Beere::N,jagoda,мӧр
205,Apfel::N,jabłko,олма́
206,Pilz::N,grzyb,по́ҥго
207,Zwiebel::N,cebula,шога́н
208,Saat::N,siew,нӧ́шмӧ
209,Saat::N,siew,туш
210,Korn::N,ziarno,шу́рно
211,Heu::N,siano,шу́до
212,Schale::N,łupina,шӱм
213,Grube::N,dół,выне́м
214,Grube::N,jama,выне́м
215,Falle::N,pułapka,лӧ́дӧ
216,Schlinge::N,sidła,о́птыш
217,Schlinge::N,sidła,шӧрга́лтыш
218,Spur::N,ślad,кыша́
219,Asche::N,popiół,ло́мыж
220,Dreck::N,brud,лавыра́
221,Eisen::N,żelazo,кӱ́ртньӧ
222,Gold::N,złoto,шӧ́ртньӧ
223,Silber::N,srebro,ший
224,Kohle::N,węgiel,мландышӱ́й
225,Glas::N,szkło,янда́
226,Lehm::N,glina,шун
227,Sand::N,piasek,ошма́
228,Mensch::N,człowiek,еҥ
229,Mensch::N,człowiek,айде́ме
230,Mann::N,mężczyzna,пӧръе́ҥ
231,Frau::N,kobieta,ӱдырама́ш
232,Kind::N,dziecko,аза́
233,Junge::N,chłopak,рве́зе
234,Junge::N,chłopiec,рве́зе
235,Mädchen::N,dziewczynka,ӱдыра́ш
236,Familie::N,rodzina,еш
237,Großvater::N,dziadek,коча́
238,Großmutter::N,babka,кова́
239,Eltern::N,rodzice,ача́-ава́
240,Vater::N,ojciec,ача́
241,Mutter::N,matka,ава́
242,Sohn::N,syn,э́рге
243,Tochter::N,córka,ӱ́дыр
244,Bruder::N,brat,иза́
245,Bruder::N,brat,шо́льо
246,Schwester::N,siostra,ака́
247,Onkel::N,wuj,иза́
248,Onkel::N,stryj,иза́
249,Tante::N,ciotka,кока́
250,Ehemann::N,mąż,мари́й
251,Ehefrau::N,żona,ва́те
252,Freude::N,radość,куа́н
253,Freude::N,radość,куаныма́ш
254,Gelächter::N,śmiech,во́штылтыш
255,Glück::N,szczęście,пиа́л
256,Kummer::N,zmartwienie,о́йго
257,Wunsch::N,życzenie,ку́мыл
258,Lust::N,chęć,ку́мыл
259,Lust::N,ochota,ку́мыл
260,Geist::N,duch,ӧрт
261,Geist::N,duch,чон
262,Gedanke::N,myśl,ой
263,Gedanke::N,myśl,шоныма́ш
264,Gedächtnis::N,pamięć,шарныма́ш
265,Verstand::N,rozum,уш
266,Sinn::N,zmysł,смысл
267,Grund::N,powód,ама́л
268,Wahrheit::N,prawda,чын
269,Gespräch::N,rozmowa,мутланыма́ш
270,Märchen::N,bajka,йома́к
271,Erzählung::N,opowiadanie,ойлыма́ш
272,Nachricht::N,wiadomość,увертарыма́ш
273,Neuigkeit::N,nowina,уве́р
274,Name::N,imię,лӱм
275,Rätsel::N,zagadka,ту́што
276,Rede::N,mowa,ойлыма́ш
277,Sprache::N,język,йы́лме
278,Stimme::N,głos,йӱк
279,Wort::N,słowo,ой
280,Wort::N,słowo,мут
281,Zeichen::N,znak,ти́ште
282,Zeichen::N,znak,знак
283,Ruf::N,wołanie,ӱжма́ш
284,Lärm::N,hałas,лӱшкыма́ш
285,Lärm::N,hałas,йӱк-йӱа́н
286,Lärm::N,zgiełk,лӱшкыма́ш
287,Lärm::N,zgiełk,йӱк-йӱа́н
288,Laut::N,dźwięk,йӱк
289,Ton::N,ton,йӱксе́м
290,Ton::N,dźwięk,йӱксе́м
291,Lied::N,pieśń,му́ро
292,Lied::N,piosenka,му́ро
293,Ruhe::N,spokój,ты́мык
294,Leute::N,ludzie,еҥ-влак
295,Volk::N,naród,ка́лык
296,Arbeit::N,praca,паша́
297,Arbeit::N,robota,паша́
298,Gast::N,gość,уна́
299,Geschenk::N,prezent,пӧле́к
300,Geschenk::N,podarunek,пӧле́к
301,Spiel::N,gra,мо́дыш
302,Spiel::N,gra,модма́ш
303,Spiel::N,zabawa,мо́дыш
304,Spiel::N,zabawa,модма́ш
305,Gesellschaft::N,towarzystwo,тӱшка́
306,Hilfe::N,pomoc,по́лыш
307,Freund::N,przyjaciel,таҥ
308,Freund::N,przyjaciel,йолта́ш
309,Kamerad::N,kolega,таҥ
310,Angelegenheit::N,sprawa,паша́
311,Anzahl::N,ilość,чот
312,Art::N,rodzaj,вид
313,Stück::N,kawałek,ка́тыш
314,Stück::N,kawałek,ла́стык
315,Teil::N,część,ужа́ш
316,Hälfte::N,połowa,пел
317,Hälfte::N,połowa,пе́ле
318,Kreis::N,krąg,ты́ртыш
319,Kreuz::N,krzyż,ыре́с
320,Linie::N,linia,ли́ний
321,Strich::N,kreska,коре́ш
322,Abstand::N,odstęp,кокла́
323,Entfernung::N,odległość,тора́
324,Entfernung::N,odległość,ку́жыт
325,Gegend::N,okolica,кунде́м
326,Platz::N,miejsce,ку́мдык
327,Ort::N,miejsce,вер
328,Ort::N,miejsce,о́лмо
329,Seite::N,bok,ӧ́рдыж
330,Seite::N,strona,ӧ́рдыж
331,Mitte::N,środek,покше́л
332,Gegenstand::N,przedmiot,наста́
333,Sache::N,rzecz,наста́
334,Rand::N,skraj,тӱр
335,Rand::N,krawędź,тӱр
336,Kante::N,kant,тӱр
337,Kante::N,krawędź,тӱр
338,Ecke::N,róg,лук
339,Spitze::N,ostrze,вуй
340,Ende::N,koniec,муча́ш
341,Loch::N,dziura,рож
342,Winkel::N,kąt,лук
343,Winkel::N,kącik,лук
344,Muster::N,wzór,пеза́к
345,Muster::N,wzór,узо́р
346,Muster::N,wzór,ӱ́лгӧ
347,Größe::N,rozmiar,кӱ́кшыт
348,Größe::N,wielkość,кӱ́кшыт
349,Länge::N,długość,ку́тыш
350,Höhe::N,wysokość,кӱ́кшыт
351,Gewicht::N,ciężar,не́лыт
352,Menge::N,ilość,чот
353,Haufen::N,kupa,кы́шыл
354,Reihe::N,rząd,рада́м
355,Reihe::N,szereg,рада́м
356,Boot::N,łódź,пуш
357,Boot::N,łódka,пуш
358,Ruder::N,wiosło,эшка́к
359,Schlitten::N,sanki,тер
360,Schlitten::N,sanki,изде́р
361,Ski::N,narta,е́че
362,Lagerfeuer::N,ognisko,туло́то
363,Last::N,ciężar,нӧ́лтыш
364,Last::N,brzemię,нӧ́лтыш
365,Gang::N,chód,ошкылма́ш
366,Schritt::N,krok,о́шкыл
367,Norden::N,północ,йӱдйыма́л
368,Süden::N,południe,кечывалве́л
369,Westen::N,zachód,касве́л
370,Osten::N,wschód,эрве́л
371,Holz::N,drzewo,пу
372,Brett::N,deska,оҥа́
373,Platte::N,płyta,аста́р
374,Stütze::N,podpora,чара́к
375,Stange::N,drąg,лома́ш
376,Stange::N,żerdź,лома́ш
377,Stock::N,kij,тоя́
378,Stock::N,laska,тоя́
379,Stab::N,pręt,вара́
380,Stab::N,pręt,кашта́
381,Rohr::N,rura,пуч
382,Haus::N,dom,пӧрт
383,Heim::N,dom,мӧ́ҥгӧ
384,Ofen::N,piec,комака́
385,Fußboden::N,podłoga,кӱва́р
386,Tisch::N,stół,ӱсте́л
387,Stuhl::N,krzesło,пӱке́н
388,Wiege::N,kołyska,шепка́
389,Bett::N,łóżko,ва́кшыш
390,Bett::N,pościel,ва́кшыш
391,Regal::N,regał,шӧ́рлык
392,Kiste::N,skrzynia,шо́ндык
393,Kiste::N,skrzynia,я́шлык
394,Fenster::N,okno,окна́
395,Tür::N,drzwi,омса́
396,Tor::N,brama,капка́
397,Zaun::N,płot,сава́р
398,Zaun::N,parkan,сава́р
399,Dach::N,dach,леве́дыш
400,Leiter::N,drabina,тошка́лтыш
401,Besen::N,miotła,ӱштерво́штыр
402,Spaten::N,rydel,ко́льмо
403,Schaufel::N,łopata,сово́к
404,Schaufel::N,łopata,су́ско
405,Gabel::N,widelec,ви́лке
406,Löffel::N,łyżka,па́не
407,Löffel::N,łyżka,совла́
408,Messer::N,nóż,кӱ́зӧ
409,Nagel::N,gwóźdź,пуда́
410,Netz::N,sieć,вапш
411,Haken::N,hak,са́гыле
412,Griff::N,chwyt,кыл
413,Schloss::N,zamek,кӧгӧ́н
414,Bild::N,obraz,сӱре́т
415,Figur::N,figura,фигу́р
416,Puppe::N,lalka,курча́к
417,Beutel::N,torba,меша́к
418,Bündel::N,wiązka,арша́ш
419,Tasche::N,torba,сумка́
420,Eimer::N,kubeł,ведра́
421,Eimer::N,wiadro,ведра́
422,Deckel::N,przykrywka,ко́мдыш
423,Geschirr::N,statki,а́те
424,Geschirr::N,naczynia,а́те
425,Sack::N,worek,куль
426,Sack::N,worek,меша́к
427,Tasse::N,filiżanka,чу́кыр
428,Tasse::N,filiżanka,чашка́
429,Topf::N,garnek,ми́ске
430,Kessel::N,kocioł,под
431,Essen::N,jedzenie,ко́чкыш
432,Nahrung::N,pokarm,ку́рго
433,Nahrung::N,pożywienie,ку́рго
434,Speise::N,potrawa,ко́чкыш
435,Speise::N,jedzenie,ко́чкыш
436,Fleisch::N,mięso,шыл
437,Getreide::N,zboże,шу́рно
438,Brei::N,kasza,пу́чымыш
439,Brot::N,chleb,ки́нде
440,Scheibe::N,kromka,ка́тыш
441,Fett::N,tłuszcz,коя́
442,Butter::N,masło,ӱй
443,Öl::N,olej,ӱй
444,Salz::N,sól,шинча́л
445,Suppe::N,zupa,шӱр
446,Honig::N,miód,мӱй
447,Milch::N,mleko,шӧр
448,Tee::N,herbata,чай
449,Leder::N,skóra,сура́н
450,Leder::N,skóra,шӱ́штӧ
451,Wolle::N,wełna,пун
452,Stoff::N,tkanina,куэ́м
453,Stoff::N,tkanina,посто́
454,Stoff::N,materiał,куэ́м
455,Stoff::N,materiał,посто́
456,Nadel::N,igła,и́ме
457,Faden::N,nić,шӱ́ртӧ
458,Faden::N,nitka,шӱ́ртӧ
459,Knopf::N,guzik,по́лдыш
460,Knoten::N,węzeł,пышке́м
461,Farbe::N,farba,чия́
462,Kleidung::N,odzież,чие́м
463,Kleidung::N,odzież,вурге́м
464,Hemd::N,koszula,ту́выр
465,Kragen::N,kołnierz,сога́
466,Ärmel::N,rękaw,шокш
467,Hose::N,spodnie,йола́ш
468,Gürtel::N,pasek,ӱ́штӧ
469,Mütze::N,czapka,упш
470,Schuh::N,but,боти́нке
471,Schuh::N,bucik,боти́нке
472,Stiefel::N,but,кем
473,Stiefel::N,kozak,кем
474,Ring::N,pierścień,шерга́ш
475,Band::N,wstęga,тасма́
476,Band::N,wstęga,ле́нте
477,Kamm::N,grzebień,шерге́
478,Spiegel::N,lustro,вошто́нчыш
479,Riemen::N,rzemień,кӱзанӱ́штӧ
480,Schnur::N,sznur,кере́м
481,Schnur::N,sznur,кандыра́
482,Leine::N,smycz,вӱра́ҥ
483,Decke::N,kołdra,леве́дыш
484,Decke::N,kołdra,одея́л
485,Kissen::N,poduszka,кӱ́пчык
486,Tuch::N,chustka,шо́выч
487,Handtuch::N,ręcznik,со́лык
488,Kraft::N,moc,вий
489,Kraft::N,moc,куа́т
490,Kraft::N,siła,вий
491,Kraft::N,siła,куа́т
492,Stärke::N,moc,куа́т
493,Stärke::N,moc,карма́н
494,Stärke::N,siła,куа́т
495,Stärke::N,siła,карма́н
496,Gesundheit::N,zdrowie,таза́лык
497,Krankheit::N,choroba,чер
498,Schmerz::N,ból,ко́рштыш
499,Wunde::N,rana,су́сыр
500,Fieber::N,gorączka,йӱштыму́ж
501,Fieber::N,gorączka,лихора́дке
502,Arznei::N,lekarstwo,эм
503,Brücke::N,most,кӱва́р
504,Brunnen::N,studnia,вӱдвыне́м
505,Weide::N,pastwisko,нурше́р
506,Pfad::N,ścieżka,йолго́рно
507,Pfad::N,ścieżka,сокма́к
508,Weg::N,droga,ко́рно
509,Straße::N,ulica,ко́рно
510,Dorf::N,wieś,ял
511,Stadt::N,miasto,ола́
512,Brief::N,list,се́рыш
513,Buch::N,książka,книга́
514,Buchstabe::N,litera,буква́
515,Zeitung::N,gazeta,газе́т
516,Zeitung::N,dziennik,газе́т
517,Leben::N,życie,и́лыш
518,Tod::N,śmierć,колыма́ш
519,Grab::N,grób,шӱга́р
520,Kirche::N,kościół,че́рке
521,Sünde::N,grzech,су́лык
522,Gott::N,bóg,ю́мо
523,Arbeiter::N,robotnik,паша́зе
524,Chef::N,szef,тӧра́
525,Meister::N,mistrz,маста́р
526,Meister::N,majster,маста́р
527,Arzt::N,lekarz,врач
528,Lehrer::N,nauczyciel,ту́ныктышо
529,Geld::N,pieniądze,окса́
530,Geschäft::N,sprawa,сатулыма́ш
531,Geschäft::N,interes,сатулыма́ш
532,Laden::N,sklep,ке́выт
533,Preis::N,cena,ак
534,Ware::N,towar,сату́
535,Nutzen::N,pożytek,пайда́
536,Reichtum::N,bogactwo,поя́нлык
537,Welt::N,świat,тӱня́
538,Land::N,kraj,эл
539,Staat::N,państwo,кугыжа́ныш
540,König::N,król,кугыжа́
541,Macht::N,władza,власть
542,Grenze::N,granica,грани́ца
543,Krieg::N,wojna,сар
544,Feind::N,wróg,тушма́н
545,Gewalt::N,władza,виешлыма́ш
546,Kampf::N,bój,кредалма́ш
547,Kampf::N,walka,кредалма́ш
548,Bogen[Waffe]::N,łuk,юҥе́ж
549,Pfeil::N,strzała,пикш
550,Gewehr::N,karabin,пыча́л
551,Fehler::N,błąd,йо́ҥылыш
552,Lüge::N,kłamstwo,шоя́к
553,Schaden::N,szkoda,зия́н
554,Unglück::N,nieszczęście,эҥге́к
555,Schuld::N,wina,тита́к
556,Schuld::N,wina,йола́
557,Alter::N,wiek,ийго́т
558,Schluss::N,koniec,муча́ш
559,Schluss::N,zakończenie,муча́ш
560,Zeit::N,czas,жап
561,Zeit::N,czas,па́гыт
562,Tag::N,dzień,ке́че
563,Morgen::N,ranek,эр
564,Morgen::N,poranek,эр
565,Mittag::N,południe,кечыва́л
566,Abend::N,wieczór,кас
567,Nacht::N,noc,йӱд
568,Woche::N,tydzień,арня́
569,Monat::N,miesiąc,ты́лзе
570,Jahr::N,rok,ий
571,Frühling::N,wiosna,шо́шо
572,Sommer::N,lato,кеҥе́ж
573,Herbst::N,jesień,шы́же
574,Winter::N,zima,те́ле
575,Januar::N,styczeń,шоркыйол
576,Januar::N,styczeń,идалыкву́й
577,Januar::N,styczeń,янва́рь
578,Februar::N,luty,пургыж
579,Februar::N,luty,февра́ль
580,März::N,marzec,ӱярня
581,März::N,marzec,март
582,April::N,kwiecień,апре́ль
583,Mai::N,maj,ага
584,Mai::N,maj,май
585,Juni::N,czerwiec,пеледыш
586,Juni::N,czerwiec,ию́нь
587,Juli::N,lipiec,сӱрем
588,Juli::N,lipiec,ию́ль
589,August::N,sierpień,сорла
590,August::N,sierpień,агарма́н
591,August::N,sierpień,а́вгуст
592,September::N,wrzesień,идым
593,September::N,wrzesień,сентя́брь
594,Oktober::N,październik,шыжа
595,Oktober::N,październik,октя́брь
596,November::N,listopad,кылме тылзе
597,November::N,listopad,ноя́брь
598,Dezember::N,grudzień,дека́брь
599,Montag::N,poniedziałek,шо́чмо
600,Dienstag::N,wtorek,ку́шкыжмо
601,Mittwoch::N,środa,вӱрге́че
602,Donnerstag::N,czwartek,изарня́
603,Freitag::N,piątek,кугарня́
604,Samstag::N,sobota,шуматке́че
605,Sonntag::N,niedziela,рушарня́
606,groß::A,duży,кугу́
607,groß::A,wielki,кугу́
608,klein::A,mały,изи́
609,lang::A,długi,кужу́
610,kurz::A,krótki,кӱ́чык
611,breit::A,szeroki,кумда́
612,schmal::A,wąski,а́ҥысыр
613,dicht::A,gęsty,ну́гыдо
614,dick[Gegenstand]::A,gruby,кӱ́жгӧ
615,dünn::A,cienki,ви́чкыж
616,fein::A,drobny,ты́гыде
617,fest::A,mocny,чо́ткыдо
618,fest::A,twardy,чо́ткыдо
619,flach::A,płaski,лапка́
620,glatt::A,gładki,яклака́
621,hart::A,twardy,пе́ҥгыде
622,weich::A,miękki,пу́шкыдо
623,rund::A,okrągły,йырге́шке
624,spitz::A,spiczasty,коша́р
625,scharf::A,ostry,пӱ́сӧ
626,stumpf::A,tępy,токма́к
627,schwer::A,ciężki,не́ле
628,schön::A,ładny,сы́лне
629,schön::A,piękny,сы́лне
630,heiß::A,gorący,шо́кшо
631,warm::A,ciepły,ле́ве
632,kalt::A,zimny,йӱ́штӧ
633,kühl::A,chłodny,юа́лге
634,kühl::A,chłodny,южгата́
635,frisch::A,świeży,свежа́
636,feucht::A,wilgotny,вӱ́дыжгӧ
637,nass::A,mokry,нӧ́рӧ
638,trocken::A,suchy,ку́кшо
639,voll::A,pełny,тич
640,leer::A,pusty,яра́
641,leer::A,próżny,яра́
642,offen::A,otwarty,виш
643,geschlossen::A,zamknięty,пе́тырыме
644,geschlossen::A,zamknięty,тӱ́чмӧ
645,sauber::A,czysty,ару́
646,sauber::A,czysty,янда́р
647,schmutzig::A,brudny,лавыра́н
648,schmutzig::A,brudny,ла́выргыше
649,roh::A,surowy,кӱ́чымӧ
650,reif::A,dojrzały,лӧза́
651,lecker::A,smaczny,ту́тло
652,süß::A,słodki,ше́ре
653,bitter::A,gorzki,ко́чо
654,sauer::A,kwaśny,шо́по
655,hell::A,jasny,во́лгыдо
656,dunkel::A,ciemny,пычке́мыш
657,schwarz::A,czarny,шола́
658,weiß::A,biały,ош
659,rot::A,czerwony,йошка́р
660,gelb::A,żółty,сар
661,blau::A,błękitny,ка́нде
662,blau::A,niebieski,ка́нде
663,grün::A,zielony,ужа́р
664,grau::A,szary,сур
665,bunt::A,barwny,олача́
666,billig::A,tani,шу́лдо
667,teuer::A,drogi,ше́рге
668,wertvoll::A,cenny,шергака́н
669,blind::A,ślepy,со́кыр
670,taub::A,głuchy,соҥгыра́
671,kräftig::A,mocny,куа́тле
672,stark::A,silny,вия́н
673,schwach::A,słaby,а́лдыме
674,fett::A,tłusty,коя́
675,schlank::A,smukły,йоштката́
676,schlank::A,smukły,яжу́
677,hübsch::A,ładny,чеве́р
678,böse::A,zły,шы́де
679,dumm::A,głupi,аҥыра́
680,faul::A,leniwy,його
681,fleißig::A,pilny,ты́ршыше
682,geizig::A,skąpy,чаҥга́
683,klug::A,mądry,уша́н
684,geschickt::A,zręczny,уста́
685,lieb::A,miły,ала́л
686,lustig::A,wesoły,весела́
687,sanft::A,łagodny,ны́жылге
688,hungrig::A,głodny,шу́жышо
689,krank::A,chory,че́рле
690,nackt::A,nagi,чарама́т
691,traurig::A,smutny,ойга́н
692,lebendig::A,żywy,и́лыше
693,gut::A,dobry,сай
694,schlecht::A,zły,уда́
695,schlecht::A,zły,шӱ́кшӧ
696,richtig::A,słuszny,чы́нле
697,richtig::A,właściwy,чы́нле
698,schlimm::A,zły,аля́к
699,schlimm::A,zły,тыра́н
700,wahr::A,prawdziwy,чы́нле
701,wahr::A,prawdziwy,настоя́щий
702,alt::A,stary,то́што
703,neu::A,nowy,у
704,ehemalig::A,były,о́нчычсо
705,ehemalig::A,były,онда́кысе
706,alt[Lebewesen]::A,stary,шо́нто
707,jung::A,młody,са́мырык
708,arm::A,ubogi,нужна́
709,arm::A,biedny,нужна́
710,reich::A,bogaty,поя́н
711,bekannt::A,znany,па́лыме
712,berühmt::A,słynny,лӱ́млӧ
713,fremd::A,obcy,йот
714,fremd::A,cudzy,йот
715,verschieden::A,różny,тӱ́рлӧ
716,nah::A,bliski,ли́шыл
717,fern::A,daleki,тора́
718,fern::A,daleki,мӱ́ндыр
719,linker::A,lewy,шола́
720,rechter::A,prawy,пурла́
721,anderer::A,inny,вес
722,anderer::A,inny,мо́ло
723,erster::A,pierwszy,и́кымше
724,zweiter::A,drugi,ко́кымшо
725,dritter::A,trzeci,ку́мшо
726,letzter::A,ostatni,пыта́ртыш
727,allein::ADV,sam,шкет
728,auf einmal::ADV,naraz,икана́ште
729,zusammen::ADV,razem,пырля́
730,lange::ADV,długo,кужу́н
731,plötzlich::ADV,nagle,кенета́
732,sofort::ADV,natychmiast,кызыта́к
733,später::ADV,później,варара́к
734,jetzt::ADV,teraz,ы́нде
735,jetzt::ADV,teraz,кы́зыт
736,jetzt::ADV,obecnie,ы́нде
737,jetzt::ADV,obecnie,кы́зыт
738,heute::ADV,dziś,та́че
