,Concept_ID,ar,da
276,Gesellschaft::N,صحبة,selskab
277,Hilfe::N,عون,hjælp
278,Hilfe::N,مساعدة,hjælp
279,Freund::N,صديق,ven
280,Kamerad::N,زميل,kammerat
281,Angelegenheit::N,أمر,sag
282,Angelegenheit::N,أمر,anliggende
283,Angelegenheit::N,شأن,sag
284,Angelegenheit::N,شأن,anliggende
285,Anzahl::N,عدد,antal
286,Art::N,نوع,art
287,Stück::N,قطعة,stykke
288,Teil::N,قسم,del
289,Hälfte::N,نصف,halvdel
290,Kreis::N,دائرة,cirkel
291,Kreuz::N,صليب,kors
292,Kreuz::N,صليب,kryds
293,Linie::N,خط,linie
294,Strich::N,شرطة,streg
295,Abstand::N,مسافة,afstand
296,Entfernung::N,بعد,afstand
297,Gegend::N,ناحية,egn
298,Platz::N,فراغ,plads
299,Ort::N,مكان,sted
300,Seite::N,جانب,side
301,Mitte::N,وسط,midte
302,Gegenstand::N,موضوع,genstand
303,Sache::N,شيء,sag
304,Rand::N,حافة,rand
305,Kante::N,حافة,kant
306,Ecke::N,ركن,hjørne
307,Spitze::N,سن,spids
308,Ende::N,طرف,ende
309,Loch::N,ثقب,hul
310,Winkel::N,زاوية,vinkel
311,Muster::N,عينة,mønster
312,Größe::N,حجم,størrelse
313,Länge::N,طول,længde
314,Höhe::N,علو,højde
315,Höhe::N,ارتفاع,højde
316,Gewicht::N,وزن,vægt
317,Menge::N,كمية,mængde
318,Haufen::N,كوم,bunke
319,Reihe::N,صف,række
320,Boot::N,قارب,båd
321,Boot::N,زورق,båd
322,Ruder::N,مجذاف,åre
323,Schlitten::N,مزلقة,kælk
324,Schlitten::N,مزلقة,slæde
325,Ski::N,زلاجة,ski
326,Lagerfeuer::N,نار المخيم,lejrbål
327,Last::N,حمل,last
328,Last::N,حمل,byrde
329,Gang::N,مشية,gang
330,Schritt::N,خطوة,skridt
331,Norden::N,شمال,nord
332,Süden::N,جنوب,syd
333,Westen::N,غرب,vest
334,Osten::N,شرق,øst
335,Holz::N,خشب,træ
336,Brett::N,لوح,bræt
337,Platte::N,صفيحة,plade
338,Stütze::N,سند,støtte
339,Stütze::N,دعامة,støtte
340,Stange::N,عود,stang
341,Stock::N,عصا,stok
342,Stab::N,قضيب,stav
343,Rohr::N,أنبوبة,rør
344,Haus::N,دار,hus
345,Haus::N,بيت,hus
346,Heim::N,بيت,hjem
347,Heim::N,مسكن,hjem
348,Ofen::N,مدفأة,ovn
349,Fußboden::N,أرضية,gulv
350,Tisch::N,مائدة,bord
351,Stuhl::N,كرسي,stol
352,Wiege::N,مهد,vugge
353,Bett::N,سرير,seng
354,Regal::N,رف,reol
355,Kiste::N,صندوق,kasse
356,Fenster::N,شباك,vindue
357,Fenster::N,نافذة,vindue
358,Tür::N,باب,dør
359,Tor::N,بوابة,port
360,Zaun::N,سياج,stakit
361,Dach::N,سطح,tag
362,Leiter::N,سلم,stige
363,Besen::N,مكنسة,kost
364,Spaten::N,مسحاة,spade
365,Schaufel::N,مجرفة,skovl
366,Gabel::N,شوكة,gaffel
367,Löffel::N,ملعقة,ske
368,Messer::N,سكين,kniv
369,Nagel::N,مسمار,søm
370,Netz::N,شبكة,net
371,Haken::N,خطاف,krog
372,Haken::N,صنارة,krog
373,Griff::N,قبضة,tag
374,Griff::N,قبضة,håndtag
375,Schloss::N,قفل,lås
376,Bild::N,صورة,billede
377,Figur::N,تمثال,figur
378,Puppe::N,دمية,dukke
379,Beutel::N,كيس,pose
380,Bündel::N,ربطة,bylt
381,Bündel::N,ربطة,bundt
382,Tasche::N,شنطة,taske
383,Tasche::N,محفظة,taske
384,Eimer::N,سطل,spand
385,Eimer::N,جردل,spand
386,Deckel::N,سداد,låg
387,Geschirr::N,أوان,husgeråd
388,Sack::N,زكيبة,sæk
389,Tasse::N,فنجان,kop
390,Topf::N,قدر,gryde
391,Topf::N,طنجرة,gryde
392,Kessel::N,قدر,kedel
393,Kessel::N,غلاية,kedel
394,Essen::N,طعام,måltid
395,Nahrung::N,غذاء,mad
396,Nahrung::N,غذاء,næring
397,Speise::N,أكل,ret
398,Fleisch::N,لحم,kød
399,Getreide::N,حبوب,korn
400,Brei::N,عصيدة,grød
401,Brot::N,خبز,brød
402,Scheibe::N,شريحة,skive
403,Fett::N,سمن,fedt
404,Butter::N,زبدة,smør
405,Öl::N,زيت,olie
406,Salz::N,ملح,salt
407,Suppe::N,حساء,suppe
408,Suppe::N,شربة,suppe
409,Honig::N,عسل,honning
410,Milch::N,حليب,mælk
411,Tee::N,شاي,te
412,Leder::N,جلد,skind
413,Wolle::N,صوف,uld
414,Stoff::N,قماش,stof
415,Nadel::N,إبرة,nål
416,Faden::N,خيط,tråd
417,Knopf::N,زر,knap
418,Knoten::N,عقدة,knude
419,Farbe::N,صبغة,farve
420,Kleidung::N,ملابس,påklædning
421,Hemd::N,قميص,skjorte
422,Kragen::N,ياقة,krave
423,Ärmel::N,كم,ærme
424,Hose::N,سروال,bukser
425,Hose::N,بنطلون,bukser
426,Gürtel::N,حزام,bælte
427,Mütze::N,طاقية,hue
428,Schuh::N,حذاء,sko
429,Stiefel::N,جزمة,støvle
430,Stiefel::N,حذاء طويل,støvle
431,Ring::N,حلقة,ring
432,Band::N,شريط,bånd
433,Kamm::N,مشط,kam
434,Spiegel::N,مرآة,spejl
435,Riemen::N,سير,rem
436,Schnur::N,حبل,snor
437,Schnur::N,دوبارة,snor
438,Leine::N,قيد,snor
439,Decke::N,بطانية,tæppe
440,Kissen::N,وسادة,pude
441,Tuch::N,منديل,sjaltørklæde
442,Handtuch::N,فوطة,håndklæde
443,Handtuch::N,منشفة,håndklæde
444,Kraft::N,قدرة,kraft
445,Stärke::N,قوة,styrke
446,Gesundheit::N,صحة,sundhed
447,Krankheit::N,مرض,sygdom
448,Schmerz::N,ألم,smerte
449,Schmerz::N,وجع,smerte
450,Wunde::N,جرح,sår
451,Fieber::N,حمى,feber
452,Arznei::N,دواء,medicin
453,Arznei::N,دواء,lægemiddel
454,Brücke::N,جسر,bro
455,Brunnen::N,بئر,brønd
456,Weide::N,مرعى,græsgang
457,Pfad::N,درب,sti
458,Weg::N,سكة,vej
459,Straße::N,طريق,gade
460,Dorf::N,قرية,landsby
461,Stadt::N,مدينة,by
462,Brief::N,خطاب,brev
463,Brief::N,مكتوب,brev
464,Buch::N,كتاب,bog
465,Buchstabe::N,حرف,bogstav
466,Zeitung::N,جريدة,avis
467,Leben::N,عيش,liv
468,Leben::N,حياة,liv
469,Tod::N,موت,død
470,Tod::N,وفاة,død
471,Grab::N,قبر,grav
472,Kirche::N,كنيسة,kirke
473,Sünde::N,خطيئة,synd
474,Gott::N,إله,gud
475,Arbeiter::N,عامل,arbejder
476,Chef::N,رئيس,chef
477,Meister::N,أسطى,mester
478,Arzt::N,طبيب,læge
479,Lehrer::N,مدرس,lærer
480,Geld::N,نقود,penge
481,Geschäft::N,صفقة,forretning
482,Laden::N,دكان,butik
483,Laden::N,دكان,forretning
484,Preis::N,سعر,pris
485,Ware::N,بضاعة,vare
486,Nutzen::N,فائدة,nytte
487,Reichtum::N,غنى,rigdom
488,Reichtum::N,ثروة,rigdom
489,Welt::N,عالم,verden
490,Welt::N,دنيا,verden
491,Land::N,بلد,land
492,Staat::N,دولة,stat
493,König::N,ملك,konge
494,Macht::N,سلطة,magt
495,Grenze::N,حدود,grænse
496,Krieg::N,حرب,krig
497,Feind::N,عدو,fjende
498,Gewalt::N,عنف,vold
499,Kampf::N,قتال,kamp
500,Bogen[Waffe]::N,قوس,bue
501,Pfeil::N,سهم,pil
502,Gewehr::N,بندقية,gevær
503,Fehler::N,خطأ,fejl
504,Lüge::N,كذب,løgn
505,Schaden::N,تلف,skade
506,Unglück::N,نحس,uheld
507,Unglück::N,نحس,ulykke
508,Schuld::N,ذنب,skyld
509,Alter::N,سن,alder
510,Alter::N,عمر,alder
511,Schluss::N,ختام,slut
512,Schluss::N,ختام,slutning
513,Schluss::N,نهاية,slut
514,Schluss::N,نهاية,slutning
515,Zeit::N,وقت,tid
516,Tag::N,يوم,dag
517,Morgen::N,صباح,morgen
518,Mittag::N,ظهر,middag
519,Abend::N,مساء,aften
520,Nacht::N,ليلة,nat
521,Woche::N,أسبوع,uge
522,Monat::N,شهر,måned
523,Jahr::N,عام,år
524,Jahr::N,سنة,år
525,Frühling::N,ربيع,forår
526,Sommer::N,صيف,sommer
527,Herbst::N,خريف,efterår
528,Winter::N,شتاء,vinter
529,Januar::N,يناير,januar
530,Januar::N,كانون الثاني,januar
531,Februar::N,شباط,februar
532,Februar::N,فبراير,februar
533,März::N,آذار,marts
534,März::N,مارس,marts
535,April::N,نيسان,april
536,Mai::N,مايو,maj
537,Juni::N,يونيو,juni
538,Juni::N,حزيران,juni
539,Juli::N,تموز,juli
540,Juli::N,يوليو,juli
541,August::N,آب,august
542,August::N,أغسطس,august
543,September::N,أيلول,september
544,September::N,سبتمبر,september
545,Oktober::N,أكتوبر,oktober
546,Oktober::N,تشرين الأول,oktober
547,November::N,نوفمبر,november
548,November::N,تشرين الثاني,november
549,Dezember::N,ديسمبر,december
550,Dezember::N,كانون الأول,december
551,Montag::N,يوم الاثنين,mandag
552,Dienstag::N,يوم الثلاثاء,tirsdag
553,Mittwoch::N,يوم الأربعاء,onsdag
554,Donnerstag::N,يوم الخميس,torsdag
555,Freitag::N,يوم الجمعة,fredag
556,Samstag::N,يوم السبت,lørdag
557,Sonntag::N,يوم الأحد,søndag
558,groß::A,كبير,stor
559,klein::A,صغير,lille
560,lang::A,طويل,lang
561,kurz::A,قصير,kort
562,breit::A,واسع,bred
563,schmal::A,ضيق,smal
564,dicht::A,كث,tæt
565,dicht::A,كثيف,tæt
566,dick[Gegenstand]::A,غليظ,tyk
567,dünn::A,رفيع,tynd
568,fein::A,رقيق,fin
569,fest::A,متين,fast
570,flach::A,سهل,flad
571,flach::A,منبسط,flad
572,glatt::A,ناعم,glat
573,hart::A,صلب,hård
574,hart::A,جامد,hård
575,weich::A,لين,blød
576,rund::A,مستدير,rund
577,spitz::A,مدبب,spids
578,scharf::A,حاد,skarp
579,stumpf::A,ثالم,sløv
580,stumpf::A,ثالم,stump
581,schwer::A,ثقيل,tung
582,schön::A,جميل,skøn
583,heiß::A,حار,hed
584,heiß::A,ساخن,hed
585,warm::A,دافئ,varm
586,kalt::A,بارد,kold
587,kühl::A,قر,kølig
588,frisch::A,طازج,frisk
589,feucht::A,رطب,fugtig
590,nass::A,مبلول,våd
591,trocken::A,جاف,tør
592,voll::A,ملء,fuld
593,leer::A,خال,tom
594,leer::A,فارغ,tom
595,offen::A,مفتوح,åben
596,geschlossen::A,مغلق,lukket
597,sauber::A,نظيف,ren
598,schmutzig::A,قذر,snavset
599,roh::A,نيء,rå
600,reif::A,ناضج,moden
601,lecker::A,لذيذ,lækker
602,süß::A,حلو,sød
603,bitter::A,مر,bitter
604,sauer::A,حامض,sur
605,hell::A,نير,lys
606,dunkel::A,مظلم,mørk
607,schwarz::A,أسود,sort
608,weiß::A,أبيض,hvid
609,rot::A,أحمر,rød
610,gelb::A,أصفر,gul
611,blau::A,أزرق,blå
612,grün::A,أخضر,grøn
613,grau::A,رمادي,grå
614,bunt::A,ملوب,broget
615,billig::A,رخيص,billig
616,teuer::A,غال,dyr
617,wertvoll::A,ثمين,værdifuld
618,blind::A,أعمى,blind
619,taub::A,أصم,døv
620,taub::A,أطرش,døv
621,kräftig::A,قوي,kraftig
622,stark::A,قوي,stærk
623,schwach::A,ضعيف,svag
624,fett::A,سمين,fed
625,schlank::A,أهيف,slank
626,hübsch::A,جميل,køn
627,böse::A,رديء,ond
628,böse::A,رديء,slem
629,dumm::A,أبله,dum
630,dumm::A,أحمق,dum
631,faul::A,كسلان,doven
632,fleißig::A,مجتهد,flittig
633,geizig::A,بخيل,gerrig
634,klug::A,ذكي,klog
635,klug::A,عاقل,klog
636,geschickt::A,ماهر,dygtig
637,geschickt::A,ماهر,behændig
638,lieb::A,عزيز,rar
639,lustig::A,مرح,lystig
640,sanft::A,حليم,blid
641,hungrig::A,جائع,sulten
642,krank::A,مريض,syg
643,nackt::A,عار,nøgen
644,traurig::A,حزين,bedrøvet
645,lebendig::A,حي,levende
646,gut::A,جيد,god
647,schlecht::A,سيء,dårlig
648,richtig::A,صحيح,rigtig
649,schlimm::A,خبيث,slem
650,wahr::A,حق,sand
651,alt::A,قديم,gammel
652,neu::A,جديد,ny
653,ehemalig::A,سابق,forhenværende
654,alt[Lebewesen]::A,مسن,gammel
655,jung::A,شاب,ung
656,jung::A,صغير,ung
657,arm::A,فقير,fattig
658,reich::A,غني,rig
659,bekannt::A,معلوم,kendt
660,berühmt::A,مشهور,berømt
661,fremd::A,أجنبي,fremmed
662,verschieden::A,مختلف,forskellig
663,nah::A,قريب,nær
664,fern::A,بعيد,fjern
665,linker::A,يسار,venstre
666,rechter::A,يمين,højre
667,anderer::A,آخر,anden
668,erster::A,أول,første
669,zweiter::A,ثان,anden
670,dritter::A,ثالث,tredje
671,letzter::A,أخير,sidste
672,allein::ADV,وحده,alene
673,auf einmal::ADV,بالمرة,på én gang
674,zusammen::ADV,معا,sammen
675,lange::ADV,مدة طويلة,længe
676,plötzlich::ADV,فجأة,pludselig
677,sofort::ADV,حالا,straks
678,sofort::ADV,فورا,straks
679,später::ADV,فيما بعد,senere
680,jetzt::ADV,الآن,nu
681,jetzt::ADV,حاليا,nu
682,heute::ADV,اليوم,i dag
683,morgen::ADV,غدا,i morgen
684,bald::ADV,قريبا,snart
685,dann::ADV,ثم,så
686,gestern::ADV,أمس,i går
687,gestern::ADV,البارحة,i går
688,einst::ADV,قديما,engang
689,damals::ADV,حينئذ,dengang
690,danach::ADV,ثم,derefter
691,danach::ADV,بعد ذلك,derefter
692,vorher::ADV,من قبل,før
693,vorher::ADV,من قبل,forud
694,vorher::ADV,قبل ذلك,før
695,vorher::ADV,قبل ذلك,forud
696,zuerst::ADV,أولا,først
697,einmal::ADV,مرة,en gang
698,manchmal::ADV,أحيانا,sommetider
699,oft::ADV,كثيرا,ofte
700,immer::ADV,دائما,altid
701,niemals::ADV,لا أبدا,aldrig
702,hier::ADV,هنا,her
703,hierhin::ADV,إلى هنا,hid
704,hierhin::ADV,إلى هنا,herhen
705,von hier::ADV,من هنا,herfra
706,dort::ADV,هناك,der
707,dorthin::ADV,إلى هناك,derhen
708,geradeaus::ADV,إلى الأمام,lige ud
709,vorwärts::ADV,إلى الأمام,fremad
710,rückwärts::ADV,إلى الوراء,baglæns
711,zurück::ADV,عودا,tilbage
712,zurück::ADV,إلى الخلف,tilbage
713,unten::ADV,تحت,nede
714,unten::ADV,تحت,forneden
715,unten::ADV,في الأسفل,nede
716,unten::ADV,في الأسفل,forneden
717,hinab::ADV,إلى تحت,ned
718,hinab::ADV,إلى تحت,nedad
719,oben::ADV,فوق,oppe
720,oben::ADV,فوق,ovenpå
721,oben::ADV,في الأعلى,oppe
722,oben::ADV,في الأعلى,ovenpå
723,hinauf::ADV,إلى فوق,op
724,hinauf::ADV,إلى فوق,opad
725,hinauf::ADV,إلى الأعلى,op
726,hinauf::ADV,إلى الأعلى,opad
727,überall::ADV,في كل مكان,overalt
728,nicht::ADV,لا,ikke
729,nicht::ADV,لم,ikke
730,ein wenig::ADV,قليلا,lidt
731,kaum::ADV,كاد لا,knap
732,kaum::ADV,كاد لا,næppe
733,sehr::ADV,جدا,meget
734,sehr::ADV,كثيرا,meget
735,so::ADV,كذا,så
736,so::ADV,كذلك,så
737,noch::ADV,ما زال,endnu
738,nur::ADV,فقط,kun
739,nur::ADV,فقط,bare
740,schon::ADV,قد,alt
741,schon::ADV,قد,allerede
742,wieder::ADV,من جديد,igen
743,wieder::ADV,مرة أخرى,igen
744,vergebens::ADV,عبثا,forgæves
745,vor::PRP,أمام,foran
746,vor::PRP,أمام,uden for
747,hinter::PRP,خلف,bag
748,hinter::PRP,خلف,bagved
749,hinter::PRP,وراء,bag
750,hinter::PRP,وراء,bagved
751,unter::PRP,تحت,under
752,durch::PRP,عبر,gennem
753,durch::PRP,عبر,igennem
754,durch::PRP,خلال,gennem
755,durch::PRP,خلال,igennem
756,neben::PRP,جنب,ved siden af
757,neben::PRP,بجانب,ved siden af
758,zwischen::PRP,بين,mellem
759,wegen::PRP,بسبب,på grund af
760,dies::PRN,هذا,dette
761,das::PRN,ذلك,det
762,alles::PRN,الكل,alt
763,ich::PRN,أنا,jeg
764,du::PRN,أنت,du
765,er::PRN,هو,han
766,wir::PRN,نحن,vi
767,ihr::PRN,أنتم,I
768,ihr::PRN,أنتن,I
769,sie::PRN,هم,de
770,sie::PRN,هن,de
771,was::FPRN,ما,hvad
772,wer::FPRN,من,hvem
773,wo::FADV,أين,hvor
774,wohin::FADV,إلى أين,hvorhen
775,wie::FADV,كيف,hvordan
776,warum::FADV,لماذا,hvorfor
777,wieviel::FNUM,كم,hvor meget
778,eins::NUM,واحد,én
779,zwei::NUM,اثنين,to
780,drei::NUM,ثلاثة,tre
781,vier::NUM,أربعة,fire
782,fünf::NUM,خمسة,fem
783,sechs::NUM,ستة,seks
784,sieben::NUM,سبعة,syv
785,acht::NUM,ثمانية,otte
786,neun::NUM,تسعة,ni
787,zehn::NUM,عشرة,ti
788,elf::NUM,أحد عشر,elleve
789,zwölf::NUM,اثنا عشر,tolv
790,zwanzig::NUM,عشرون,tyve
791,dreißig::NUM,ثلاثون,tredive
792,vierzig::NUM,أربعون,fyrre
793,vierzig::NUM,أربعون,fyrretyve
794,fünfzig::NUM,خمسون,halvtreds
795,sechzig::NUM,ستون,tres
796,siebzig::NUM,سبعون,halvfjerds
797,achtzig::NUM,ثمانون,firs
798,neunzig::NUM,تسعون,halvfems
799,hundert::NUM,مئة,hundrede
800,tausend::NUM,ألف,tusind
801,und::CNJ,و,og
802,oder::CNJ,أو,eller
803,stehen::V,وقف,stå
804,sitzen::V,جلس,sidde
805,liegen::V,رقد,ligge
806,hängen::V,تعلق,hænge
807,werden::V,صار,blive
808,werden::V,أصبح,blive
809,passieren::V,حدث,ske
810,passieren::V,حدث,hænde
811,beginnen::V,ابتدأ,begynde
812,enden::V,انتهى,ende
813,wechseln::V,تغير,veksle
814,aufgehen[Sonne]::V,شرق,gå op
815,aufgehen[Sonne]::V,شرق,stå op
816,untergehen[Sonne]::V,غرب,gå ned
817,scheinen[Sonne]::V,أضاء,skinne
818,donnern::V,رعد,tordne
819,wehen::V,هب,blæse
820,strömen::V,جرى,strømme
