,Concept_ID,la,kk
182,Schwarm::N,examen,үйір
183,Huhn::N,gallina,тауық
184,Huhn::N,gallina,мекиен
185,Hahn::N,gallus,әтеш
186,Hahn::N,gallus,қораз
187,Gans::N,anser,қаз
188,Adler::N,aquila,бүркіт
189,Ente::N,anas,үйрек
190,Eule::N,ulula,жапалақ
191,Eule::N,noctua,жапалақ
192,Kranich::N,grus,тырна
193,Krähe::N,cornix,қарға
194,Kuckuck::N,cuculus,көкек
195,Schwan::N,olor,аққу
196,Schwan::N,cycnus,аққу
197,Fisch::N,piscis,балық
198,Barsch::N,perca,алабұға
199,Hecht::N,esox,шортан
200,Schlange[Tier]::N,serpens,жылан
201,Wurm::N,vermis,шұбалшаң
202,Spinne::N,aranea,өрмекші
203,Ameise::N,formica,қүмырска
204,Laus::N,pediculus,бит
205,Mücke::N,culex,маса
206,Fliege::N,musca,шыбын
207,Schmetterling::N,papilio,көбелек
208,Beere::N,baca,жидек
209,Apfel::N,malum,алма
210,Pilz::N,fungus,қозықұйрық
211,Pilz::N,fungus,саңыраукулақ
212,Zwiebel::N,cepa,жуа
213,Saat::N,seges,тұқым
214,Korn::N,granum,дән
215,Heu::N,faenum,шөп
216,Schale::N,putamen,қабық
217,Schale::N,putamen,қабығы
218,Grube::N,fovea,ор
219,Falle::N,pedica,дұзақ
220,Falle::N,pedica,қақпан
221,Schlinge::N,laqueus,ілмек
222,Spur::N,vestigium,із
223,Asche::N,cinis,күл
224,Dreck::N,lutum,былғаныш
225,Eisen::N,ferrum,темір
226,Gold::N,aurum,алтын
227,Silber::N,argentum,күміс
228,Kohle::N,carbo,көмір
229,Glas::N,vitrum,шыны
230,Lehm::N,lutum,балшық
231,Sand::N,arena,құм
232,Mensch::N,homo,адам
233,Mann::N,vir,еркек
234,Mann::N,vir,ер адам
235,Frau::N,mulier,бике
236,Frau::N,mulier,қатын
237,Kind::N,puer,бала
238,Kind::N,puer,перзент
239,Kind::N,infans,бала
240,Kind::N,infans,перзент
241,Junge::N,puer,бала
242,Junge::N,puer,ер бала
243,Mädchen::N,puella,қыз
244,Familie::N,familia,жанұя
245,Großvater::N,avus,ата
246,Großmutter::N,avia,әже
247,Großmutter::N,avia,әжей
248,Eltern::N,parentes,ата-аналар
249,Vater::N,pater,әке
250,Mutter::N,mater,ана
251,Sohn::N,filius,ұл
252,Tochter::N,filia,қызым
253,Bruder::N,frater,бауырым
254,Schwester::N,soror,әпке
255,Onkel::N,patruus,көке
256,Onkel::N,avunculus,көке
257,Tante::N,amita,тәте
258,Ehemann::N,maritus,ер
259,Ehefrau::N,uxor,зайып
260,Freude::N,gaudium,қуаныш
261,Freude::N,gaudium,сүйініш
262,Freude::N,gaudium,шат-думан
263,Freude::N,gaudium,қуаныштылық
264,Freude::N,laetitia,қуаныш
265,Freude::N,laetitia,сүйініш
266,Freude::N,laetitia,шат-думан
267,Freude::N,laetitia,қуаныштылық
268,Gelächter::N,risus,күлу
269,Glück::N,felicitas,бақыт
270,Glück::N,felicitas,бақыттылық
271,Kummer::N,aegritudo,аза
272,Kummer::N,aegritudo,қайғы
273,Kummer::N,aegritudo,қасырет
274,Wunsch::N,voluntas,мүдде
275,Wunsch::N,desiderium,мүдде
276,Lust::N,libido,тәбет
277,Lust::N,libido,ынтызар
278,Lust::N,libido,құштарлық
279,Lust::N,voluptas,тәбет
280,Lust::N,voluptas,ынтызар
281,Lust::N,voluptas,құштарлық
282,Geist::N,mens,рух
283,Geist::N,animus,рух
284,Gedanke::N,sententia,ой
285,Gedächtnis::N,memoria,ес
286,Gedächtnis::N,memoria,жады
287,Gedächtnis::N,memoria,ақыл-ес
288,Verstand::N,ratio,ақыл
289,Verstand::N,ratio,парасат
290,Verstand::N,ingenium,ақыл
291,Verstand::N,ingenium,парасат
292,Sinn::N,sensus,мән
293,Sinn::N,sensus,маныз
294,Sinn::N,sensus,мағына
295,Sinn::N,sensus,мән-мағына
296,Grund::N,causa,себеп
297,Wahrheit::N,veritas,рас
298,Gespräch::N,sermo,әңгіме
299,Märchen::N,fabula,ертеп
300,Märchen::N,fabula,ертек
301,Erzählung::N,fabula,әңгіме
302,Erzählung::N,narratio,әңгіме
303,Nachricht::N,nuntius,хабар
304,Neuigkeit::N,novitas,жаңалық
305,Name::N,nomen,ат
306,Name::N,nomen,атау
307,Rätsel::N,aenigma,жұмбақ
308,Rede::N,oratio,сөз
309,Sprache::N,lingua,тіл
310,Stimme::N,vox,үн
311,Stimme::N,vox,әуен
312,Stimme::N,vox,дауыс
313,Wort::N,verbum,сөз
314,Wort::N,vocabulum,сөз
315,Zeichen::N,signum,ишара
316,Ruf::N,clamor,айғай
317,Lärm::N,strepitus,айғай-шу
318,Lärm::N,strepitus,айғай-ұйғай
319,Laut::N,sonus,дыбыс
320,Laut::N,sonus,дауыс
321,Ton::N,sonus,әуен
322,Lied::N,carmen,ән
323,Lied::N,carmen,жыр
324,Lied::N,carmen,ән-жыр
325,Ruhe::N,quies,тыныштық
326,Leute::N,homines,кісілер
327,Volk::N,populus,халық
328,Arbeit::N,labor,еңбек
329,Gast::N,hospes,қонақ
330,Gast::N,hospes,мейман
331,Gast::N,conviva,қонақ
332,Gast::N,conviva,мейман
333,Geschenk::N,munus,қадия
334,Spiel::N,ludus,ойын
335,Gesellschaft::N,societas,қауым
336,Gesellschaft::N,societas,жұртшылық
337,Hilfe::N,auxilium,жэрдем
338,Hilfe::N,subsidium,жэрдем
339,Freund::N,amicus,дос
340,Kamerad::N,socius,дос-жар
341,Angelegenheit::N,res,жұмыс
342,Anzahl::N,numerus,сан
343,Anzahl::N,numerus,саны
344,Art::N,genus,түр
345,Stück::N,frustum,тілім
346,Stück::N,fragmentum,тілім
347,Teil::N,pars,үлес
348,Teil::N,pars,бөлшек
349,Hälfte::N,dimidium,жарты
350,Kreis::N,orbis,шеңбер
351,Kreis::N,circus,шеңбер
352,Kreuz::N,crux,крест
353,Linie::N,linea,сызық
354,Strich::N,lineamentum,сызық
355,Abstand::N,intervallum,ара
356,Abstand::N,intervallum,аралық
357,Entfernung::N,spatium,аралық
358,Gegend::N,loca,өңір
359,Gegend::N,regio,өңір
360,Platz::N,locus,орны
361,Ort::N,locus,орын
362,Seite::N,latus,жақ
363,Seite::N,latus,бүйір
364,Mitte::N,medium,ортасы
365,Gegenstand::N,res,зат
366,Gegenstand::N,res,нәрсе
367,Sache::N,res,бұйым
368,Rand::N,margo,шет
369,Rand::N,margo,шеті
370,Kante::N,angulus,қыр
371,Kante::N,angulus,қыры
372,Ecke::N,angulus,қыры
373,Ecke::N,angulus,бұрыш
374,Spitze::N,cacumen,ұшы
375,Ende::N,caput,аяқ
376,Ende::N,caput,соңы
377,Loch::N,foramen,тесік
378,Winkel::N,angulus,мүйіс
379,Muster::N,exemplum,мәнер
380,Größe::N,magnitudo,ауқым
381,Größe::N,magnitudo,көлемдік
382,Länge::N,longitudo,бой
383,Länge::N,longitudo,ұзындық
384,Höhe::N,altitudo,жоғарылық
385,Höhe::N,altitudo,биіктік
386,Gewicht::N,pondus,салмақ
387,Menge::N,copia,мөлшер
388,Haufen::N,acervus,үйме
389,Haufen::N,acervus,үйінді
390,Reihe::N,ordo,сап
391,Boot::N,navicula,қайық
392,Ruder::N,remus,ескек
393,Schlitten::N,sclodia,шана
394,Ski::N,narta,шаңғы
395,Lagerfeuer::N,ignis,алау
396,Last::N,onus,ауырлық
397,Last::N,onus,ауыр зат
398,Gang::N,cursus,жүріс
399,Schritt::N,gradus,адым
400,Norden::N,septentriones,солтүстік
401,Norden::N,septentriones,терістік
402,Süden::N,meridies,оңтүстік
403,Westen::N,occidens,батыс
404,Osten::N,oriens,күншығыс
405,Holz::N,lignum,ағаш
406,Holz::N,lignum,сүрек
407,Brett::N,tabula,тақта
408,Platte::N,lamina,тақта
409,Stütze::N,adminiculum,тіреу
410,Stange::N,pertica,қада
411,Stock::N,baculum,сойыл
412,Stab::N,scipio,сырық
413,Rohr::N,tubus,құбыр
414,Haus::N,aedes,үй
415,Heim::N,domicilium,үйлі
416,Heim::N,domicilium,шаңырақ
417,Ofen::N,fornax,ошақ
418,Ofen::N,fornax,пеш
419,Fußboden::N,solum,еден
420,Tisch::N,mensa,үстел
421,Stuhl::N,sella,орындық
422,Wiege::N,cunae,бесік
423,Bett::N,lectus,кереует
424,Regal::N,foruli,сөре
425,Kiste::N,cista,жәшік
426,Fenster::N,fenestra,терезе
427,Tür::N,ianua,есік
428,Tor::N,porta,дарбаза
429,Zaun::N,saepes,дуал
430,Dach::N,tectum,шатыр
431,Leiter::N,scalae,саты
432,Leiter::N,scalae,басқыш
433,Besen::N,scopae,сыпырғыш
434,Spaten::N,pala,күрек
435,Schaufel::N,pala,қалақ
436,Gabel::N,fuscinula,аша
437,Gabel::N,fuscinula,шанышқы
438,Löffel::N,coclear,қасық
439,Messer::N,culter,пышақ
440,Nagel::N,clavus,мық
441,Nagel::N,clavus,шеге
442,Netz::N,rete,керегекөз
443,Haken::N,hamus,ілмек
444,Griff::N,manubrium,сап
445,Griff::N,manubrium,тұтқа
446,Schloss::N,claustra,құлып
447,Schloss::N,claustra,бекіткіш
448,Bild::N,tabula,сурет
449,Bild::N,pictura,сурет
450,Figur::N,statunculum,тұлға
451,Puppe::N,pupa,қуыршақ
452,Beutel::N,sacculus,қапшық
453,Bündel::N,fascis,байлам
454,Tasche::N,sacculus,дорба
455,Eimer::N,situla,шелек
456,Deckel::N,operculum,жапқыш
457,Geschirr::N,vasa,ыдыс
458,Sack::N,saccus,қап
459,Tasse::N,pocillum,шыныаяқ
460,Topf::N,olla,кәстрөл
461,Kessel::N,aenum,қазан
462,Essen::N,cena,ас
463,Nahrung::N,cibus,ас
464,Nahrung::N,cibus,тамақ
465,Nahrung::N,alimenta,ас
466,Nahrung::N,alimenta,тамақ
467,Speise::N,cibus,тағам
468,Fleisch::N,caro,ет
469,Getreide::N,frumentum,дәнді
470,Brei::N,puls,ботқа
471,Brot::N,panis,күлше
472,Scheibe::N,frustum,тілім
473,Fett::N,pingue,май
474,Butter::N,butȳrum,май
475,Öl::N,oleum,май
476,Salz::N,sal,тұз
477,Suppe::N,ius,көже
478,Honig::N,mel,бал
479,Milch::N,lac,сүт
480,Tee::N,thea,шай
481,Leder::N,corium,көн
482,Wolle::N,lana,жүн
483,Stoff::N,textum,мата
484,Stoff::N,textum,кездеме
485,Nadel::N,acus,ине
486,Faden::N,filum,жіп
487,Knopf::N,bulla,түйме
488,Knoten::N,nodus,түйін
489,Farbe::N,pigmentum,рең
490,Kleidung::N,vestimenta,киім
491,Hemd::N,tunica,жейде
492,Kragen::N,collare,жаға
493,Ärmel::N,manica,жең
494,Hose::N,bracae,шалбар
495,Gürtel::N,cingulum,белбеу
496,Mütze::N,pilleus,қалпақ
497,Schuh::N,calceus,кебіс
498,Stiefel::N,pero,етік
499,Stiefel::N,caliga,етік
500,Ring::N,anulus,жүзік
501,Band::N,redimiculum,таспа
502,Kamm::N,pecten,тарақ
503,Spiegel::N,speculum,айна
504,Riemen::N,lorum,қайыс
505,Schnur::N,linum,жіп
506,Leine::N,retinaculum,тізгін
507,Decke::N,lodix,көрпе
508,Kissen::N,pulvinus,жастық
509,Tuch::N,velum,орамал
510,Handtuch::N,mantele,сүлгі
511,Kraft::N,vis,қуат
512,Kraft::N,vis,қарқын
513,Kraft::N,vis,әл-шама
514,Kraft::N,vis,әл-дәрмен
515,Stärke::N,robur,әл
516,Stärke::N,robur,күш
517,Gesundheit::N,valetudo,денсаулык
518,Krankheit::N,morbus,ауру
519,Schmerz::N,dolor,ауру
520,Wunde::N,vulnus,зақым
521,Wunde::N,vulnus,жарақат
522,Fieber::N,febris,безгек
523,Fieber::N,febris,қалтырау
524,Fieber::N,febris,қызу көтерілуі
525,Arznei::N,remedium,дәрі
526,Arznei::N,remedium,дәрі-дәрмек
527,Brücke::N,pons,көпір
528,Brunnen::N,puteus,құдық
529,Weide::N,pascua,өріс
530,Weide::N,pascua,жайылым
531,Pfad::N,semita,жол
532,Weg::N,iter,жол
533,Straße::N,via,жол
534,Dorf::N,vicus,ауыл
535,Stadt::N,urbs,қала
536,Stadt::N,urbs,шаһар
537,Stadt::N,oppidum,қала
538,Stadt::N,oppidum,шаһар
539,Brief::N,epistula,хат
540,Brief::N,epistula,жазу
541,Buch::N,liber,кітап
542,Buchstabe::N,littera,әріп
543,Buchstabe::N,littera,қаріп
544,Zeitung::N,diurnum,газет
545,Leben::N,vita,өмір
546,Leben::N,vita,тіршілік
547,Tod::N,mors,опат
548,Grab::N,sepulcrum,мола
549,Grab::N,sepulcrum,мазар
550,Kirche::N,ecclesia,шіркеу
551,Sünde::N,peccatum,күнә
552,Gott::N,deus,алла
553,Gott::N,deus,құдай
554,Gott::N,deus,тәңірі
555,Gott::N,deus,пәруардігер
556,Gott::N,deus,жаратқан тәңірі
557,Arbeiter::N,operarius,жүмысшы
558,Chef::N,praefectus,басшы
559,Chef::N,praefectus,жұмыс басқарушысы
560,Meister::N,magister,шебер
561,Meister::N,magister,өнерпаз
562,Arzt::N,medicus,дәрігер
563,Lehrer::N,magister,мұғалім
564,Geld::N,aes,пұл
565,Geld::N,pecunia,пұл
566,Geschäft::N,negotium,бизнес
567,Laden::N,taberna,дүкен
568,Preis::N,pretium,ақы
569,Preis::N,pretium,құны
570,Preis::N,pretium,нарық
571,Ware::N,merx,тауар
572,Nutzen::N,utilitas,пайда
573,Reichtum::N,opes,бақ-дәулет
574,Reichtum::N,divitiae,бақ-дәулет
575,Welt::N,mundus,әлем
576,Welt::N,mundus,жиһан
577,Land::N,terra,аймақ
578,Staat::N,res publica,мемлекет
579,König::N,rex,патша
580,Macht::N,potestas,өкімет
581,Macht::N,potestas,қожалық
582,Grenze::N,limes,шек
583,Krieg::N,bellum,соғыс
584,Feind::N,inimicus,жау
585,Feind::N,inimicus,дұшпан
586,Gewalt::N,vis,зорлык
587,Gewalt::N,vis,зорлық-зомбылык
588,Kampf::N,pugna,күрес
589,Kampf::N,pugna,алыспақ
590,Bogen[Waffe]::N,arcus,саржа
591,Pfeil::N,sagitta,жебе
592,Gewehr::N,sclopetum,қару
593,Fehler::N,error,әбес
594,Fehler::N,error,қаталық
595,Lüge::N,mendacium,өтірік
596,Schaden::N,damnum,зиян
597,Schaden::N,damnum,зарар
598,Schaden::N,detrimentum,зиян
599,Schaden::N,detrimentum,зарар
600,Unglück::N,miseria,пәле
601,Unglück::N,miseria,қасырет
602,Unglück::N,miseria,ауыртпалық
603,Unglück::N,calamitas,пәле
604,Unglück::N,calamitas,қасырет
605,Unglück::N,calamitas,ауыртпалық
606,Schuld::N,culpa,айыптылық
607,Alter::N,aetas,жас
608,Alter::N,aetas,жас шамасы
609,Schluss::N,finis,ада
610,Schluss::N,finis,бітуі
611,Zeit::N,tempus,уақыт
612,Tag::N,dies,күн
613,Morgen::N,mane,таң
614,Morgen::N,mane,таңертең
615,Mittag::N,meridies,талтүс
616,Abend::N,vesper,кеш
617,Nacht::N,nox,түн
618,Woche::N,septimana,апта
619,Monat::N,mensis,ай
620,Jahr::N,annus,жыл
621,Frühling::N,ver,көктем
622,Sommer::N,aestas,жаз
623,Herbst::N,autumnus,күз
624,Winter::N,hiems,қыс
625,Januar::N,Ianuarius,каңтар
626,Februar::N,Februarius,ақпан
627,März::N,Martius,наурыз
628,April::N,Aprilis,сәуір
629,Mai::N,Maius,мамыр
630,Juni::N,Iunius,маусым
631,Juli::N,Iulius,шілде
632,August::N,Augustus,сүмбіле
633,August::N,Augustus,тамыз
634,September::N,September,қыркүйек
635,Oktober::N,Octobris,ақырап
636,November::N,Novembris,қараша
637,Dezember::N,December,желтоқсан
638,Montag::N,dies lunae,дүйсенбі
639,Dienstag::N,dies Martis ,сейсенбі
640,Mittwoch::N,dies Mercurii,сәрсенбі
641,Donnerstag::N,dies Iovis,бейсенбі
642,Freitag::N,dies Veneris,жұма
643,Samstag::N,dies Saturni,сенбі
644,Sonntag::N,dominicus,жексембі
645,Sonntag::N,dies solis,жексембі
646,groß::A,magnus,алпамсадай
647,klein::A,parvus,кішкене
648,klein::A,parvus,қарғадай
649,lang::A,longus,сопақ
650,lang::A,longus,сорайған
651,kurz::A,brevis,кеспелтек
652,breit::A,latus,айдынды
653,schmal::A,angustus,қысық
654,dicht::A,densus,жиі
655,dick[Gegenstand]::A,crassus,шомбал
656,dünn::A,tenuis,жұқа
657,dünn::A,tenuis,жіңішке
658,fein::A,subtilis,қаңылтақ
659,fest::A,solidus,берік
660,fest::A,solidus,мызғымас
661,fest::A,stabilis,берік
662,fest::A,stabilis,мызғымас
663,flach::A,planus,жалпак
664,glatt::A,levis,типыл
665,hart::A,durus,қатты
666,weich::A,mollis,жұмсақ
667,rund::A,rotundus,домалақ
668,spitz::A,acutus,үшкір
669,scharf::A,acer,сүйрік
670,stumpf::A,hebes,доғал
671,stumpf::A,hebes,өтпейтін
672,schwer::A,gravis,салмақты
673,schön::A,pulcher,сұлу
674,schön::A,formosus,сұлу
675,heiß::A,fervidus,ыссы
676,warm::A,calidus,жылы
677,kalt::A,frigidus,аязды
678,kühl::A,frigidus,салқын
679,frisch::A,recens,таза
680,frisch::A,recens,жаңа
681,feucht::A,umidus,нам
682,feucht::A,umidus,дымқылды
683,nass::A,madidus,сулы
684,trocken::A,aridus,құрғақ
685,voll::A,plenus,толы
686,leer::A,vacuus,бос
687,offen::A,apertus,ашып қойылған
688,geschlossen::A,clausus,жабулы
689,sauber::A,lautus,дақсыз
690,sauber::A,lautus,мұнтаздай
691,schmutzig::A,sordidus,айғыз
692,schmutzig::A,sordidus,сатпақ
693,schmutzig::A,sordidus,сатал-сатал
694,roh::A,crudus,шикі
695,reif::A,maturus,піскен
696,lecker::A,delicatus,дәмді
697,süß::A,dulcis,тәтті
698,bitter::A,amarus,ащы
699,bitter::A,acerbus,ащы
700,sauer::A,acidus,қышқыл
701,hell::A,clarus,жарық
702,hell::A,clarus,жарқын
703,dunkel::A,obscurus,қараңғы
704,schwarz::A,niger,қара
705,weiß::A,albus,ақ
706,rot::A,ruber,қызыл
707,gelb::A,flavus,сары
708,blau::A,caeruleus,көк
709,grün::A,viridis,жасыл
710,grau::A,canus,бозамық
711,bunt::A,varius,алабажак
712,billig::A,vilis,арзан
713,teuer::A,carus,бағалы
714,wertvoll::A,pretiosus,құнды
715,wertvoll::A,pretiosus,қымбат
716,blind::A,caecus,көзсіз
717,blind::A,caecus,көр
718,blind::A,caecus,көр_соқыр
719,taub::A,surdus,керең
720,taub::A,surdus,саңырау
721,kräftig::A,robustus,қуатты
722,kräftig::A,robustus,қарымды
723,stark::A,firmus,білекті
724,stark::A,validus,білекті
725,schwach::A,debilis,әлсіз
726,schwach::A,debilis,күшсіз
727,schwach::A,debilis,қайратсыз
728,schwach::A,infirmus,әлсіз
729,schwach::A,infirmus,күшсіз
730,schwach::A,infirmus,қайратсыз
731,fett::A,crassus,семіз
732,schlank::A,procerus,ашаң
733,hübsch::A,pulcher,ажарлы
734,hübsch::A,pulcher,шырайлы
735,böse::A,improbus,өш
736,böse::A,improbus,сұм
737,böse::A,improbus,жауыз
738,dumm::A,stultus,көкми
739,dumm::A,stultus,ақымақ
740,dumm::A,stultus,миы жоқ
741,dumm::A,stupidus,көкми
742,dumm::A,stupidus,ақымақ
743,dumm::A,stupidus,миы жоқ
744,faul::A,piger,жалқау
745,faul::A,piger,еріншек
746,fleißig::A,sedulus,ұқыпты
747,geizig::A,avarus,сараң
748,klug::A,prudens,жетік
749,klug::A,prudens,ақылды
750,geschickt::A,sollers,шебер
751,lieb::A,carus,абзал
752,lieb::A,carus,айналайын
753,lustig::A,iocosus,көңілді
754,sanft::A,clemens,жуас
755,hungrig::A,impastus,аш
756,krank::A,aeger,кеселді
757,nackt::A,nudus,жалаңаш
758,traurig::A,maestus,қапа
759,lebendig::A,vivus,тірі
760,lebendig::A,vivus,жанды
761,gut::A,bonus,жақсы
762,schlecht::A,malus,жаман
763,richtig::A,rectus,дұрыс
764,schlimm::A,malus,жаман
765,wahr::A,verus,нағыз
766,alt::A,antiquus,ескі
767,neu::A,novus,жаңа
768,ehemalig::A,pristinus,өткен
769,ehemalig::A,pristinus,бұрынғы
770,alt[Lebewesen]::A,vetus,кексе
771,jung::A,iuvenis,науша
772,arm::A,pauper,кедей
773,arm::A,pauper,дәулетсіз
774,reich::A,dives,малды
775,bekannt::A,notus,таныс
776,bekannt::A,notus,көзтаныс
777,berühmt::A,celeber,атақты
778,berühmt::A,illustris,атақты
779,fremd::A,peregrinus,бөтен
780,verschieden::A,varius,түрлі
781,nah::A,propinquus,жуық
782,nah::A,propinquus,етене
783,fern::A,longinquus,алыс
784,fern::A,longinquus,алыстағы
785,linker::A,sinister,сол
786,linker::A,sinister,солшыл
787,rechter::A,dexter,оң
788,anderer::A,alius,өзге
789,anderer::A,alius,былайғы
790,erster::A,primus,алғашқы
791,zweiter::A,secundus,екінші
792,dritter::A,tertius,үшінші
793,letzter::A,ultimus,артқы
794,letzter::A,ultimus,кейінгі
795,allein::ADV,solum,серіксіз
796,auf einmal::ADV,simul,бірден
797,zusammen::ADV,una,бірлесіп
798,lange::ADV,diu,ұзақ
799,plötzlich::ADV,subito,кенет
800,plötzlich::ADV,repente,кенет
801,sofort::ADV,statim,әне-міне дегенше
802,später::ADV,postea,артынан
803,jetzt::ADV,nunc,енді
804,jetzt::ADV,nunc,қазір
805,heute::ADV,hodie,бүгін
806,morgen::ADV,cras,ертең
807,bald::ADV,mox,тез
808,dann::ADV,deinde,онан соң
