,Concept_ID,vep,ml
146,Schwanz::N,händ,വാൽ
147,Ei::N,muna,മുട്ട
148,Nest::N,peza,കൂട്
149,Bau::N,uru,മാളം
150,Tier::N,živat,മൃഗം
151,Herde::N,kogo,കൂട്ടം
152,Kuh::N,lehm,പശു
153,Bulle::N,härg,കാള
154,Pferd::N,hebo,കുതിര
155,Schaf::N,lambaz,ആട്
156,Schwein::N,siga,പന്നി
157,Hund::N,koir,നായ്
158,Katze::N,kaži,പൂച്ച
159,Bär::N,kondi,കരടി
160,Eichhörnchen::N,orav,അണ്ണാൻ
161,Elch::N,hirb',കടമാന്
162,Fuchs::N,reboi,കുറുക്കൻ
163,Hase::N,jäniš,മുയൽ
164,Maus::N,hir',ചുണ്ടലി
165,Wolf::N,händikaz,ചെന്നായ
166,Vogel::N,lind,പക്ഷി
167,Schwarm::N,parveh,കൂട്ടം
168,Huhn::N,kana,കോഴി
169,Hahn::N,kukoi,പൂവൻകോഴി
170,Gans::N,hanh',അരയന്നം
171,Adler::N,orl,കഴുകൻ
172,Ente::N,sorz,താറാവ്
173,Eule::N,hir'pulo,മൂങ്ങ
174,Kranich::N,kurg,കൊക്ക്
175,Krähe::N,variš,കാക്ക
176,Kuckuck::N,kägi,കുയിൽ
177,Schwan::N,joucen,അരയന്നം
178,Fisch::N,kala,മത്സ്യം
179,Barsch::N,ahven,ഒരിനം മത്സ്യം
180,Hecht::N,haug',ഒരു മത്സ്യം
181,Schlange[Tier]::N,kü,പാമ്പ്
182,Schlange[Tier]::N,mado,പാമ്പ്
183,Wurm::N,mado,വിര
184,Spinne::N,hämähouk,ചിലന്തി
185,Ameise::N,murahaine,ഉറുമ്പ്
186,Laus::N,täi,പേന്
187,Mücke::N,säs'k,മശകം
188,Fliege::N,kärbhaine,ഈച്ച
189,Schmetterling::N,lipkaine,ചിത്രശലഭം
190,Beere::N,marj,ബെറി
191,Apfel::N,jablok,ആപ്പിൾ
192,Pilz::N,sen',കൂൺ
193,Pilz::N,babuk,കൂൺ
194,Zwiebel::N,lauk,സവാള
195,Saat::N,semned,വിത്ത്
196,Korn::N,jüvä,ധാന്യം
197,Korn::N,vill',ധാന്യം
198,Heu::N,hein,വയ്ക്കോൽ
199,Schale::N,kor',തൊലി
200,Grube::N,kop,കുഴി
201,Falle::N,rida,കെണി
202,Schlinge::N,rihm,കുടുക്ക്
203,Spur::N,jäl'g,ചുവട്
204,Asche::N,tuhk,ചാരം
205,Dreck::N,redu,അഴുക്ക്
206,Dreck::N,pačak,അഴുക്ക്
207,Eisen::N,raud,ഇരുമ്പ്
208,Gold::N,kuld,സ്വർണ്ണം
209,Silber::N,hobed,വെള്ളി
210,Kohle::N,hil',കൽക്കരി
211,Glas::N,stökol,ഗ്ലാസ്
212,Lehm::N,savi,കളിമണ്ണ്
213,Sand::N,lete,മണൽ
214,Mensch::N,mez',മനുഷ്യർ
215,Mensch::N,ristit,മനുഷ്യർ
216,Mann::N,mez',പുരുഷൻ
217,Frau::N,naine,സ്ത്രീ
218,Kind::N,laps',കുഞ്ഞ്
219,Junge::N,poig,ആൺകുട്ടി
220,Junge::N,prihaine,ആൺകുട്ടി
221,Mädchen::N,neičukaine,പെൺകുട്ടി
222,Familie::N,kanz,കുടുംബം
223,Familie::N,pereh,കുടുംബം
224,Großvater::N,ded,അപ്പൂപ്പൻ
225,Großmutter::N,bab,അമ്മുമ്മ
226,Eltern::N,vanhembad,മാതാപിതാക്കള്
227,Eltern::N,kazvatajad,മാതാപിതാക്കള്
228,Vater::N,tat,അച്ഛൻ
229,Mutter::N,mam,അമ്മ
230,Sohn::N,poig,മകൻ
231,Tochter::N,tütär,മകൾ
232,Bruder::N,veik,ചേട്ടൻ
233,Bruder::N,veik,അനിയൻ
234,Bruder::N,vell',ചേട്ടൻ
235,Bruder::N,vell',അനിയൻ
236,Schwester::N,čiža,ചേച്ചി
237,Schwester::N,čiža,അനിയത്തി
238,Schwester::N,sizar,ചേച്ചി
239,Schwester::N,sizar,അനിയത്തി
240,Onkel::N,däd',അമ്മാവൻ
241,Tante::N,tädi,മാമി
242,Ehemann::N,mužik,ഭർത്താവ്
243,Ehefrau::N,ak,ഭാര്യ
244,Freude::N,ilo,ആഹ്ലാദം
245,Freude::N,ihastuz,ആഹ്ലാദം
246,Gelächter::N,nagr,ചിരിയുടെ ശബ്ദം
247,Glück::N,oza,സന്തോഷം
248,Glück::N,oza,സന്തുഷ്ടി
249,Kummer::N,gor'a,ശോകം
250,Wunsch::N,taht,ആഗ്രഹം
251,Lust::N,himo,ആഗ്രഹം
252,Geist::N,heng,ചുറുചുറുക്ക്
253,Gedanke::N,meletuz,ചിന്ത
254,Gedächtnis::N,mušt,ഓർമ്മശക്തി
255,Verstand::N,mel',മനസ്സ്
256,Sinn::N,jüvä,അർത്ഥം
257,Grund::N,sü,കാരണം
258,Wahrheit::N,tozi,സത്യം
259,Gespräch::N,lodu,സല്ലാപം
260,Gespräch::N,pagin,സല്ലാപം
261,Märchen::N,sarn,യക്ഷിക്കഥ
262,Erzählung::N,sanutez,കഥ
263,Nachricht::N,tedotuz,സന്ദേശം
264,Neuigkeit::N,uzištuz,വാർത്ത
265,Name::N,nimi,പേര്
266,Rätsel::N,ozoitez,പ്രഹേളിക
267,Rede::N,pagin,സംസാരം
268,Rede::N,sanad,സംസാരം
269,Sprache::N,kel',ഭാഷ
270,Stimme::N,än',സ്വരം
271,Wort::N,sana,വാക്ക്
272,Zeichen::N,znam,സംജ്ഞ
273,Ruf::N,kida,വിളി
274,Ruf::N,kucund,വിളി
275,Lärm::N,judu,ആരവം
276,Laut::N,kulund,ശബ്ദം
277,Ton::N,kulund,സ്വരഭേദം
278,Lied::N,pajo,പാട്ട്
279,Ruhe::N,lebu,നിശ്ചലത
280,Leute::N,rahvaz,ജനങ്ങൾ
281,Volk::N,rahvaz,രാഷ്ടം
282,Arbeit::N,tö,ജോലി
283,Arbeit::N,rad,ജോലി
284,Gast::N,adiv,അതിലി
285,Geschenk::N,lahj,സമ്മാനം
286,Spiel::N,vänd,കളി
287,Gesellschaft::N,sebr,കൂട്ടായ്മ
288,Hilfe::N,abu,സഹായം
289,Freund::N,sebranik,സുഹൃത്ത്
290,Kamerad::N,sebranik,കൂട്ടാളി
291,Angelegenheit::N,azj,കാര്യം
292,Anzahl::N,lugu,എണ്ണം
293,Art::N,rod,തരം
294,Art::N,rodsugu,തരം
295,Stück::N,pala,കഷണം
296,Stück::N,supal,കഷണം
297,Teil::N,pala,ഭാഗം
298,Hälfte::N,pol',പകുതി
299,Kreis::N,ümbruz,വൃത്തം
300,Kreis::N,kehkruz,വൃത്തം
301,Kreuz::N,rist,കുരിശടയാളം
302,Linie::N,pird,വര
303,Linie::N,pird,രേഖ
304,Strich::N,pird,പക്ഷാഘാതം
305,Abstand::N,keskust,വിടവ്
306,Entfernung::N,matk,അകലം
307,Gegend::N,taho,പ്രദേശം
308,Platz::N,avaruz',ഇടം
309,Ort::N,koht,സ്ഥലം
310,Seite::N,pol',വശം
311,Seite::N,kül'g,വശം
312,Mitte::N,kesk,മധ്യസ്ഥാനം
313,Gegenstand::N,kalu,സാധനം
314,Sache::N,azj,വസ്തു
315,Rand::N,röun,തൊങ്ങൽ
316,Kante::N,röun,അറ്റം
317,Ecke::N,saum,മൂല
318,Spitze::N,agjaine,അഗ്രം
319,Ende::N,agj,അവസാനം
320,Loch::N,reig,ദ്വാരം
321,Winkel::N,čoga,കോൺ
322,Winkel::N,saum,കോൺ
323,Muster::N,kirjam,ക്രമം
324,Größe::N,suruz',വലുപ്പം
325,Länge::N,piduz,നീളം
326,Höhe::N,korktuz',ഉയരം
327,Gewicht::N,jügu,കട്ടി
328,Gewicht::N,vedäduz,കട്ടി
329,Menge::N,äjüz',അളവ്
330,Haufen::N,kogo,കൂമ്പാരം
331,Reihe::N,rivi,വരി
332,Boot::N,veneh,ബോട്ട്
333,Ruder::N,air,പങ്കായം
334,Schlitten::N,regi,ഉരുളില്ലാവണ്ടി
335,Schlitten::N,regut,ഉരുളില്ലാവണ്ടി
336,Ski::N,suks',ഹിമപാദുകം
337,Lagerfeuer::N,nodj,തീ
338,Lagerfeuer::N,pažag,തീ
339,Last::N,jüguz,ഭാരം
340,Gang::N,astund,നടത്തം
341,Schritt::N,hašk,ചുവട്
342,Norden::N,pohjoine,വടക്ക്
343,Süden::N,suvi,തെക്ക്
344,Westen::N,päivlaskm,പടിഞ്ഞാറ്
345,Osten::N,päivnouzm,കിഴക്ക്
346,Holz::N,pu,തടി
347,Brett::N,laud,ബോർഡ്
348,Platte::N,keitim,തകിട്
349,Stütze::N,tugi,താങ്ങ്
350,Stange::N,arz',കമ്പ്
351,Stock::N,kalu,വടി
352,Stab::N,seibaz,കുറുവടി
353,Rohr::N,torv,കുഴൽ
354,Haus::N,pert',വീട്
355,Heim::N,kodi,വീട്
356,Ofen::N,päč,സ്റ്റൌ
357,Fußboden::N,lava,തറ
358,Tisch::N,laud,മേശ
359,Tisch::N,stal'c,മേശ
360,Stuhl::N,ištim,കസേര
361,Wiege::N,kätte,തൊട്ടിൽ
362,Bett::N,sija,കിടക്ക
363,Bett::N,magaduzsija,കിടക്ക
364,Regal::N,palič,ഷെൽഫ്
365,Kiste::N,mülütim,പെട്ടി
366,Fenster::N,ikun,ജനൽ
367,Tür::N,uks',വാതിൽ
368,Tor::N,verai,കവാടം
369,Zaun::N,aid,വേലി
370,Dach::N,katuz,മേൽക്കുര
371,Leiter::N,pordhad,ഏണി
372,Besen::N,lud,ചൂല്
373,Besen::N,vast,ചൂല്
374,Spaten::N,labid,തൂമ്പ
375,Schaufel::N,labid,തൂമ്പ
376,Gabel::N,hangoine,മുൾക്കത്തി
377,Löffel::N,luzik,സ്പൂൺ
378,Messer::N,veič,കത്തി
379,Nagel::N,nagl,ആണി
380,Netz::N,verk,വല
381,Haken::N,kouk,കൊളുത്ത്
382,Griff::N,kägä,കൈപ്പിടി
383,Griff::N,varz',കൈപ്പിടി
384,Schloss::N,lukkol,പൂട്ട്
385,Bild::N,kuva,ചിത്രം
386,Figur::N,figur,കണക്ക്
387,Puppe::N,tätüine,പാവ
388,Beutel::N,havad,ബാഗ്
389,Bündel::N,toppaz,കെട്ട്
390,Bündel::N,käč,കെട്ട്
391,Tasche::N,sumk,ബാഗ്
392,Eimer::N,vädr,ബക്കറ്റ്
393,Deckel::N,katuz,ഉറ
394,Geschirr::N,astii,പിഞ്ഞാണം
395,Sack::N,havad,ചാക്ക്
396,Tasse::N,čašk,കപ്പ്
397,Topf::N,pada,പാത്രം
398,Kessel::N,katil,കെറ്റ്ല്
399,Essen::N,sönd,ആഹാരസമയം
400,Nahrung::N,söm,ഭക്ഷണം
401,Speise::N,sömine,ഡിഷ്
402,Fleisch::N,liha,മാംസം
403,Getreide::N,vill',ചോളം
404,Brei::N,pudr,കഞ്ഞി
405,Brot::N,leib,റോട്ടി
406,Scheibe::N,bibaleh,തുണ്ട്
407,Scheibe::N,šlik,തുണ്ട്
408,Fett::N,razv,കൊഴുപ്പ്
409,Butter::N,voi,വെണ്ണ
410,Öl::N,voi,എണ്ണ
411,Salz::N,sol,ഉപ്പ്
412,Suppe::N,lem',സൂപ്പ്
413,Suppe::N,keitoz,സൂപ്പ്
414,Honig::N,mezi,തേൻ
415,Milch::N,maid,പാൽ
416,Tee::N,čai,ചായ
417,Leder::N,nahk,തുകൽ
418,Wolle::N,vill,കമ്പിളി
419,Stoff::N,kangaz,തുണി
420,Nadel::N,negl,സൂചി
421,Faden::N,nit',നൂല്
422,Knopf::N,nübl',ബട്ടൺ
423,Knoten::N,sol'm,കുരുക്ക്
424,Farbe::N,muju,പെയിൻറ്
425,Kleidung::N,sobad,വസ്ത്രങ്ങൾ
426,Hemd::N,paid,ഷർട്ട്
427,Kragen::N,kagluz,കുപ്പായക്കഴുത്ത്
428,Ärmel::N,hijam,കുപ്പായക്കൈ
429,Hose::N,štanad,ട്രൌസർ
430,Gürtel::N,vö,ബെൽറ്റ്
431,Mütze::N,šapuk,തൊപ്പി
432,Schuh::N,keng',ഷൂ
433,Stiefel::N,sapug,ബൂട്ട്
434,Ring::N,rengaz,മോതിരം
435,Band::N,lentaine,റിബൺ
436,Kamm::N,suga,ചീപ്പ്
437,Spiegel::N,zerkol,കണ്ണാടി
438,Riemen::N,vö,സ്ട്രാപ്പ്
439,Schnur::N,nor,ചരട്
440,Leine::N,talutimnor,കെട്ടാനുള്ള തോൽവാർ
441,Decke::N,sijakatuz,പുതപ്പ്
442,Kissen::N,pöluz,തലയിണ
443,Tuch::N,paik,സ്കാർഫ്
444,Handtuch::N,käzipaik,തോർത്ത്
445,Kraft::N,vägi,ശക്തി
446,Stärke::N,vahvuz',ശക്തി
447,Gesundheit::N,tervhuz,ആരോഗ്യം
448,Krankheit::N,läžund,അസുഖം
449,Schmerz::N,kibu,വേദന
450,Wunde::N,čapatez,മുറിവ്
451,Fieber::N,säru,പനി
452,Arznei::N,zel'l',മരുന്ന്
453,Brücke::N,sild,പാലം
454,Brunnen::N,kaiv,കിണർ
455,Weide::N,omaluine,മേച്ചൽ
456,Pfad::N,tehut,വഴി
457,Weg::N,te,വഴി
458,Straße::N,te,റോഡ്
459,Dorf::N,külä,ഗ്രാമം
460,Stadt::N,lidn,നഗരം
461,Brief::N,kirjeine,കത്ത്
462,Buch::N,kirj,പുസ്തകം
463,Buchstabe::N,kirjam,അക്ഷരം
464,Zeitung::N,lehtez,വർത്തമാനപത്രം
465,Leben::N,elo,ജീവൻ
466,Tod::N,surm,മരണം
467,Grab::N,kaum,ശവക്കുഴി
468,Kirche::N,jumalanpert',പള്ളി
469,Sünde::N,grähk,പാപം
470,Gott::N,jumal,ദൈവം
471,Arbeiter::N,radnik,ജോലിക്കാരൻ
472,Chef::N,pämez',മേധാവി
473,Meister::N,mastar,യജമാനൻ
474,Arzt::N,lekar',ഡോക്ടർ
475,Lehrer::N,opendai,അധ്യാപകൻ
476,Geld::N,rahad,പണം
477,Geschäft::N,biznes,ബിസിനസ്
478,Laden::N,lauk,കട
479,Preis::N,arv,വില
480,Ware::N,tavar,ചരക്ക്
481,Nutzen::N,liža,ലാഭം
482,Reichtum::N,kodielo,ധനം
483,Reichtum::N,kal'huz',ധനം
484,Welt::N,mail'm,ലോകം
485,Land::N,ma,രാജ്യം
486,Staat::N,valdkund,രാജ്യം
487,König::N,kunigaz,രാജാവ്
488,Macht::N,vald,അധികാരം
489,Grenze::N,röun,അതിർത്തി
490,Krieg::N,soda,യുദ്ധം
491,Feind::N,vihanik,ശത്രു
492,Feind::N,vastustai,ശത്രു
493,Gewalt::N,vägivald,അക്രമം
494,Kampf::N,tora,പോരാട്ടം
495,Bogen[Waffe]::N,taug,വില്ല്
496,Pfeil::N,nol,അമ്പ്
497,Gewehr::N,oružj,തോക്ക്
498,Fehler::N,viga,പിശക്
499,Lüge::N,kelastuz,കള്ളം
500,Schaden::N,pahuz',കേടുപാട്
501,Unglück::N,bed,ദൌർഭാഗ്യം
502,Unglück::N,gor'a,ദൌർഭാഗ്യം
503,Schuld::N,värhuz',തെറ്റ്
504,Alter::N,igä,വയസ്സ്
505,Schluss::N,lop,നിഗമനം
506,Zeit::N,aig,സമയം
507,Tag::N,päiv,ദിവസം
508,Morgen::N,homendez,പ്രഭാതം
509,Mittag::N,keskpäiv,ഉച്ച
510,Abend::N,eht,സായാഹ്നം
511,Nacht::N,ö,രാത്രി
512,Woche::N,nedal',ആഴ്ച
513,Monat::N,ku,മാസം
514,Jahr::N,voz',വർഷം
515,Frühling::N,keväz',വസന്തം
516,Sommer::N,keza,വേനൽ
517,Herbst::N,sügüz',ശരത്കാലം
518,Winter::N,tal'v,ശൈത്യം
519,Januar::N,viluku,ജനുവരി
520,Februar::N,uhoku,ഫെബ്രുവരി
521,März::N,keväz'ku,മാർച്ച്
522,April::N,sulaku,ഏപ്രിൾ മാസം
523,Mai::N,semendku,മെയ് മാസം
524,Juni::N,kezaku,ജൂൺ
525,Juli::N,heinku,ജൂലൈ
526,August::N,eloku,ആഗസ്റ്റ്
527,September::N,sügüz'ku,സെപ്തംബർ
528,Oktober::N,reduku,ഒക്ടോബർ
529,November::N,kül'mku,നവംബർ
530,Dezember::N,tal'vku,ഡിസംബർ
531,Montag::N,ezmärg,തിങ്കളാഴ്ച
532,Dienstag::N,tožnarg,ചൊവ്വ
533,Mittwoch::N,koumanz'päiv,ബുധനാഴ്ച
534,Donnerstag::N,nellänz'päiv,വ്യാഴാഴ്ച
535,Freitag::N,pätnič,വെള്ളിയാഴ്ച
536,Freitag::N,videnz'päiv,വെള്ളിയാഴ്ച
537,Samstag::N,sobat,ശനിയാഴ്ച
538,Sonntag::N,pühäpäiv,ഞായറാഴ്ച
539,groß::A,sur',വലിയ
540,groß::A,järed,വലിയ
541,klein::A,pen',ചെറിയ
542,klein::A,pičuine,ചെറിയ
543,lang::A,pit'k,നീണ്ട
544,kurz::A,lühüd,ഹ്രസ്വമായ
545,breit::A,leved,വിശാലമായ
546,schmal::A,kaid,ഇടുങ്ങിയ
547,dicht::A,tihed,നിബിഡമായ
548,dick[Gegenstand]::A,paks,തടിച്ച
549,dünn::A,hoik,മെലിഞ്ഞ
550,fein::A,hen,നേർത്ത
551,fest::A,luja,ഉറപ്പുള്ള
552,fest::A,ninev,ഉറപ്പുള്ള
553,flach::A,lapak,പരന്ന
554,glatt::A,siled,മിനുസമുള്ള
555,hart::A,kova,കട്ടിയുള്ള
556,weich::A,pehmed,മൃദുവായ
557,rund::A,kehker,വട്ടത്തിലുള്ള
558,spitz::A,nügu,മുനയുള്ള
559,spitz::A,terav,മുനയുള്ള
560,scharf::A,terav,മൂർച്ചയുള്ള
561,stumpf::A,tül'c,തുറന്നടിക്കുന്ന
562,schwer::A,jüged,ഭാരമുള്ള
563,schön::A,čoma,മനോഹരമായ
564,heiß::A,räk,ചൂടുള്ള
565,warm::A,läm',ചൂടുള്ള
566,kalt::A,vilu,തണുത്ത
567,kühl::A,raibak,തണുപ്പുള്ള
568,kühl::A,viluhk,തണുപ്പുള്ള
569,frisch::A,lahed,ശുദ്ധമായ
570,feucht::A,neps,ഈറനുള്ള
571,feucht::A,toreh,ഈറനുള്ള
572,nass::A,märg,നനഞ്ഞ
573,trocken::A,kuiv,വരണ്ട
574,voll::A,täuz',നിറയെ
575,leer::A,joudai,ഒഴിഞ്ഞ
576,offen::A,avoin,തുറന്ന
577,offen::A,avol'jaine,തുറന്ന
578,geschlossen::A,saubaline,അടച്ച
579,sauber::A,puhtaz,വൃത്തിയുള്ള
580,schmutzig::A,redukaz,അഴുക്കുനിറഞ്ഞ
581,roh::A,rohk,അസംസ്കൃതമായ
582,roh::A,toreh,അസംസ്കൃതമായ
583,reif::A,küps,പഴുത്ത
584,lecker::A,magukaz,രുചികരമായ
585,süß::A,maged,മധുരമുള്ള
586,bitter::A,karged,കടുത്ത
587,sauer::A,muiged,പുളിപ്പുള്ള
588,hell::A,kirkas,ജ്വലിക്കുന്ന
589,hell::A,valgei,ജ്വലിക്കുന്ന
590,dunkel::A,pimed,ഇരുണ്ട
591,schwarz::A,must,കറുത്ത
592,weiß::A,vauged,വെളുത്ത
593,rot::A,rusked,ചുവന്ന
594,gelb::A,pakuine,മഞ്ഞനിറമായ
595,blau::A,sinine,നീലനിറമുള്ള
596,grün::A,vihand,പച്ചനിറമുള്ള
597,grau::A,hahk,ചാരനിറത്തിലുള്ള
598,bunt::A,kirjav,വർണ്ണശബളമായ
599,billig::A,odav,വിലകുറഞ്ഞ
600,teuer::A,kalliž,ചെലവേറിയ
601,wertvoll::A,arvokas,വിലപിടിപ്പുള്ള
602,blind::A,soged,അന്ധനായ
603,taub::A,kurdiž,കേൾവിക്കുറവുള്ള
604,kräftig::A,vägev,ശക്തിയുള്ള
605,stark::A,vahv,ബലമുള്ള
606,stark::A,vägekaz,ബലമുള്ള
607,schwach::A,väll',ക്ഷീണിച്ച
608,fett::A,razvakaz,കൊഴുപ്പുള്ള
609,schlank::A,kapos,മെലിഞ്ഞ
610,hübsch::A,čoma,മനോഹരമായ
611,böse::A,äred,പാപിയായ
612,böse::A,käred,പാപിയായ
613,dumm::A,el'getoi,വിവരംകെട്ട
614,faul::A,lašk,അലസനായ
615,fleißig::A,radonnavedii,അദ്ധ്വാനശീലമുള്ള
616,geizig::A,ažlak,പിശുക്കനായ
617,klug::A,melev,ബുദ്ധിസാമർഥ്യമുള്ള
618,klug::A,melekaz,ബുദ്ധിസാമർഥ്യമുള്ള
619,geschickt::A,mahtokaz,പ്രതിഭാശാലി
620,lieb::A,izo,പ്രിയപ്പെട്ട
621,lieb::A,sula,പ്രിയപ്പെട്ട
622,lustig::A,ilokaz,ആനന്ദകരമായ
623,sanft::A,laskav,സൌമ്യമായ
624,hungrig::A,näl'ghine,വിശപ്പുള്ള
625,krank::A,läžui,അസുഖമുള്ള
626,nackt::A,alastoi,നഡമായ
627,traurig::A,opalahine,വിഷമമുള്ള
628,lebendig::A,eläb,ഉപജീവനം
629,gut::A,hüvä,നല്ല
630,schlecht::A,huba,മോശമായ
631,richtig::A,oiged,ശരിയായ
632,schlimm::A,paha,വൃത്തികെട്ട
633,wahr::A,todesine,ശരിയായ
634,alt::A,vanh,പഴയ
635,neu::A,uz',പുതിയ
636,ehemalig::A,edeline,മുൻ
637,alt[Lebewesen]::A,ravaz,വയസ്സുള്ള
638,jung::A,nor',കൌമാരമായ
639,arm::A,gol'l',പാവപ്പെട്ട
640,reich::A,elokaz,സമ്പന്നമായ
641,bekannt::A,tutab,പരിചിതമായ
642,berühmt::A,tetab,പ്രശസ്തനായ
