,Concept_ID,be,ta
120,Stamm::N,ствол,அடிமரம்
121,Rinde::N,кара,பட்டை
122,Rinde::N,кара,மரப்பட்டை
123,Ast::N,сук,கினை
124,Zweig::N,галіна,குச்சி
125,Blatt::N,ліст,இலை
126,Birke::N,бяроза,பிர்ச் மரம்
127,Kiefer[Baum]::N,хвоя,தேவதாரு மரம்
128,Kiefer[Baum]::N,сасна,தேவதாரு மரம்
129,Weide[Baum]::N,вярба,மர வகைகளுள் ஒன்று
130,Tanne::N,яліна,சாதிக்கய்
131,Horn::N,рог,கொம்பு
132,Feder::N,пяро,இறகு
133,Fell::N,шкура,மென்முடி
134,Flügel::N,крыло,இறக்கை
135,Klaue::N,кіпцюр,நகம்
136,Kralle::N,лапа,நகம்
137,Schwanz::N,хвост,வால்
138,Ei::N,яйка,முட்டை
139,Nest::N,гняздо,கூடு
140,Bau::N,нара,குகை
141,Tier::N,жывёла,விலங்கு
142,Herde::N,статак,கூட்டம்
143,Kuh::N,карова,பசு
144,Bulle::N,бык,காளை
145,Pferd::N,конь,குதிரை
146,Schaf::N,авечка,செம்மறிஆடு
147,Schwein::N,свіння,பன்றி
148,Hund::N,сабака,நாய்
149,Katze::N,кошка,பூனை
150,Bär::N,мядзведзь,கரடி
151,Eichhörnchen::N,вавёрка,அணில்
152,Elch::N,лось,கடம்பை
153,Fuchs::N,ліса,நரி
154,Hase::N,заяц,முயல்
155,Maus::N,мыш,எலி
156,Wolf::N,воўк,ஓநாய்
157,Vogel::N,птах,பறவை
158,Vogel::N,птушка,பறவை
159,Schwarm::N,чарада,தொகுதி
160,Huhn::N,курыца,கோழிக்குஞசு
161,Hahn::N,певень,சேவல்
162,Gans::N,гусь,பெண் வாத்து
163,Adler::N,арол,பருநது
164,Ente::N,качка,வாத்து
165,Eule::N,сава,ஆந்தை
166,Kranich::N,жораў,நாரை
167,Kranich::N,журавель,நாரை
168,Krähe::N,варона,காகம்
169,Kuckuck::N,зязюля,குயில்
170,Schwan::N,лебедзь,அன்னம்
171,Fisch::N,рыба,மீன்
172,Barsch::N,акунь,பேர்ச்
173,Hecht::N,шчупак,கோலாச்சி மீன்
174,Schlange[Tier]::N,змяя,பாம்பு
175,Wurm::N,чарвяк,புழு
176,Spinne::N,павук,சிலந்தி
177,Ameise::N,мурашка,எறும்பு
178,Laus::N,вош,பேன்
179,Mücke::N,камар,கொசுவினப்பூச்சி
180,Fliege::N,муха,ஈ
181,Schmetterling::N,матыль,வண்ணத்துப்பூச்சி
182,Beere::N,ягада,சதைப்பழம்
183,Apfel::N,яблык,ஆப்பிள பழம்
184,Pilz::N,грыб,காளான்
185,Zwiebel::N,цыбуля,வெங்காயம்
186,Saat::N,семя,விதை
187,Korn::N,зерне,தானியம்
188,Heu::N,сена,வைக்கோல்
189,Schale::N,шалупінне,தோல்
190,Grube::N,яма,குழி
191,Falle::N,пастка,பொறி
192,Schlinge::N,сіло,கண்ணி
193,Spur::N,след,சுவடு
194,Asche::N,попел,சாம்பல்
195,Dreck::N,бруд,அழுக்கு
196,Eisen::N,жалеза,இரும்பு
197,Gold::N,золата,தங்கம்
198,Silber::N,сребра,வெள்ளி
199,Kohle::N,вугаль,நிலக்கரி
200,Glas::N,шкло,கண்ணாடி
201,Lehm::N,гліна,களிமண்
202,Sand::N,пясок,மணல்
203,Mensch::N,чалавек,மனிதர்கள்
204,Mann::N,мужчына,மனிதன்
205,Frau::N,жанчына,பெண்
206,Kind::N,дзіця,குழந்தை
207,Junge::N,хлопчык,பையன்
208,Mädchen::N,дзяўчынка,சிறுமி
209,Familie::N,сямʼя,குடும்பம்
210,Großvater::N,дзядуля,தாத்தா
211,Großmutter::N,бабуля,பாட்டி
212,Eltern::N,бацькі,பெற்றோர்
213,Vater::N,бацька,தந்தை
214,Mutter::N,маці,தாய்
215,Sohn::N,сын,மகன்
216,Tochter::N,дачка,மகள்
217,Bruder::N,брат,சகோதரன்
218,Schwester::N,сястра,அக்கா
219,Onkel::N,дзядзька,தாய் மாமன்
220,Tante::N,цётка,அத்தை
221,Ehemann::N,муж,கணவன்
222,Ehefrau::N,жонка,மனைவி
223,Freude::N,радасць,கொண்டாட்டம்
224,Gelächter::N,смех,சிரிப்பு
225,Glück::N,шчасце,மகிழ்ச்சி
226,Kummer::N,гора,துயரம்
227,Wunsch::N,жаданне,விருப்பம்
228,Lust::N,цяга,விருப்பம்
229,Geist::N,дух,ஆன்மா
230,Gedanke::N,думка,எண்ணம்
231,Gedächtnis::N,памяць,ஞாபகம்
232,Verstand::N,розум,மனம்
233,Sinn::N,сэнс,அர்த்தம்
234,Grund::N,зачэпка,காரணம்
235,Wahrheit::N,праўда,உண்நை
236,Gespräch::N,размова,பெசு
237,Märchen::N,казка,நம்பத்தகாத கதை
238,Erzählung::N,расказ,கதை
239,Erzählung::N,апавяданне,கதை
240,Nachricht::N,вестка,செய்தி
241,Nachricht::N,паведамленне,செய்தி
242,Neuigkeit::N,навіна,செய்தி
243,Name::N,імя,பெயர்
244,Rätsel::N,загадка,புதிர்
245,Rede::N,прамова,பேச்சு
246,Sprache::N,мова,மொழி
247,Stimme::N,голас,குரல்
248,Wort::N,слова,வார்த்தை
249,Zeichen::N,знак,குறி
250,Ruf::N,кліч,அழைப்பு
251,Lärm::N,шум,சத்தம்
252,Laut::N,гук,ஒலி
253,Ton::N,гучанне,குரல்
254,Lied::N,песня,பாட்டு
255,Ruhe::N,спакой,அமைதி
256,Leute::N,людзі,மக்கள்
257,Volk::N,народ,மக்கள்
258,Arbeit::N,праца,வேலை
259,Arbeit::N,работа,வேலை
260,Gast::N,госць,விருந்தாளி
261,Geschenk::N,падарунак,பரிசுப் பொருள்
262,Spiel::N,гульня,விளையாட்டு
263,Gesellschaft::N,таварыства,சமுதாயம்
264,Hilfe::N,дапамога,உதவி
265,Freund::N,друг,நண்பன்
266,Freund::N,сябар,நண்பன்
267,Kamerad::N,прыяцель,உடனிருப்பவன்
268,Angelegenheit::N,справа,செய்தி
269,Anzahl::N,колькасць,எண்ணிக்கை
270,Art::N,від,வகை
271,Stück::N,кусок,துண்டம்
272,Stück::N,кавалак,துண்டம்
273,Teil::N,частка,பகுதி
274,Hälfte::N,палова,பாதி
275,Hälfte::N,палавіна,பாதி
276,Kreis::N,круг,வட்டம்
277,Kreuz::N,крыж,சிலுவை
278,Linie::N,лінія,கோடு
279,Strich::N,рыса,வாத நோய்
280,Abstand::N,прамежак,இடைவெளி
281,Entfernung::N,адлегласць,தூரம்
282,Gegend::N,мясцовасць,வட்டாரம்
283,Platz::N,месца,வெற்றிடம்
284,Ort::N,месца,இடம்
285,Seite::N,бок,பக்கம்
286,Mitte::N,сярэдзіна,இடைப்பகுதி
287,Gegenstand::N,прадмет,உருப்படி
288,Sache::N,рэч,பொருள்
289,Rand::N,край,தொங்கு
290,Kante::N,руб,விளிம்பு
291,Kante::N,кант,விளிம்பு
292,Ecke::N,вугал,மூலை
293,Spitze::N,кончык,முனை
294,Ende::N,канец,முடிவு
295,Loch::N,дзірка,துளை
296,Winkel::N,вугал,கோணம்
297,Muster::N,узор,பாங்கு
298,Größe::N,памер,அளவு
299,Länge::N,даўжыня,நீளம்
300,Höhe::N,вышыня,உயரம்
301,Gewicht::N,вага,எடை
302,Menge::N,колькасць,தொகை
303,Haufen::N,куча,குவியல்
304,Reihe::N,рад,வரிசை
305,Boot::N,лодка,படகு
306,Ruder::N,вясло,துடுப்பு
307,Schlitten::N,сані,சகடையிலா வண்டி
308,Ski::N,лыжа,பனிச் சறுக்கல்
309,Lagerfeuer::N,вогнішча,மூட்டம்
310,Last::N,цяжар,பாரம்
311,Gang::N,ход,நடை
312,Schritt::N,шаг,காலடி
313,Schritt::N,крок,காலடி
314,Norden::N,поўнач,வடக்கு
315,Süden::N,поўдзень,தெற்கு
316,Westen::N,захад,மேற்கு திசை
317,Osten::N,усход,கிழக்கு
318,Holz::N,дрэва,மரக்கட்டை
319,Holz::N,драўніна,மரக்கட்டை
320,Brett::N,дошка,பலகை
321,Platte::N,пліта,பலகம்
322,Stütze::N,падпорка,அடைப்புகன்
323,Stange::N,жэрдка,கம்பம்
324,Stock::N,палка,குச்சி
325,Stab::N,шост,கம்பு
326,Rohr::N,труба,குழாய்
327,Haus::N,дом,வீடு
328,Heim::N,дом,வீடு
329,Heim::N,хата,வீடு
330,Ofen::N,печ,அடுப்பு
331,Fußboden::N,падлога,தரை
332,Tisch::N,стол,மேசை
333,Stuhl::N,стул,நாற்காலி
334,Stuhl::N,крэсла,நாற்காலி
335,Wiege::N,калыска,தொட்டில்
336,Bett::N,ложак,படுக்கை
337,Bett::N,пасцель,படுக்கை
338,Regal::N,паліца,அலமாரி
339,Kiste::N,скрынка,பெட்டி
340,Fenster::N,акно,சாளரம்
341,Tür::N,дзверы,கதவு
342,Tor::N,вароты,வாசற்கதவு
343,Zaun::N,агароджа,வேலி
344,Dach::N,дах,கூரை
345,Leiter::N,лесвіца,ஏணி
346,Besen::N,мятла,விளக்குமாறு
347,Spaten::N,лапата,மண்வெட்டி
348,Spaten::N,жалязняк,மண்வெட்டி
349,Schaufel::N,шуфлік,அடிதண்டா
350,Schaufel::N,лапатка,அடிதண்டா
351,Gabel::N,відэлец,முட்கரண்டி
352,Löffel::N,лыжка,கரண்டி
353,Messer::N,нож,கத்தி
354,Nagel::N,цвік,ஆணி
355,Netz::N,сетка,வலை
356,Haken::N,крук,கொக்கி
357,Griff::N,ручка,கைப்பிடி
358,Schloss::N,замок,பூட்டு
359,Bild::N,карціна,படம்
360,Figur::N,фігура,எண்ணிக்கை
361,Puppe::N,лялька,பொம்மை
362,Beutel::N,мяшок,பை
363,Bündel::N,вязка,பொதி
364,Tasche::N,торба,பை
365,Eimer::N,вядро,வாளி
366,Deckel::N,накрыўка,உறை
367,Geschirr::N,пасуда,பாத்திரம்
368,Sack::N,мех,பை
369,Tasse::N,кубак,கிண்ணம்
370,Topf::N,каструля,பானை
371,Kessel::N,кацёл,கெண்டி
372,Essen::N,ежа,உணவருந்துதல்
373,Nahrung::N,харч,உணவு
374,Speise::N,страва,உணவு வகை
375,Fleisch::N,мяса,இறைச்சி
376,Getreide::N,збожжа,மக்காச்சோளம்
377,Brei::N,каша,கஞ்சி
378,Brot::N,хлеб,ரொட்டி
379,Scheibe::N,луста,துண்டு
380,Scheibe::N,скібка,துண்டு
381,Fett::N,тлушч,கொழுப்பு
382,Butter::N,масла,வெண்ணெய்
383,Öl::N,алей,எண்ணெய்
384,Salz::N,соль,உப்பு
385,Suppe::N,суп,ரசம்
386,Honig::N,мёд,தேன்
387,Milch::N,малако,பால்
388,Tee::N,чай,தெனீர்
389,Tee::N,гарбата,தெனீர்
390,Leder::N,скура,பதம் செய்யப்பட்ட தோல்
391,Wolle::N,воўна,கம்பளி
392,Stoff::N,тканіна,துணி
393,Nadel::N,іголка,ஊசி
394,Faden::N,нітка,நூல்
395,Knopf::N,гузік,பொத்தான்
396,Knoten::N,вузел,முடிச்சு
397,Farbe::N,фарба,வண்ணக் குழம்பு
398,Kleidung::N,адзенне,ஆடைகள்
399,Hemd::N,кашуля,சட்டை
400,Kragen::N,каўнер,கழுத்துப் பட்டை
401,Ärmel::N,рукаў,சட்டைக்கை
402,Hose::N,штаны,கால்சட்டை
403,Gürtel::N,пояс,பெல்ட்
404,Mütze::N,шапка,தொப்பி
405,Schuh::N,чаравік,காலணி
406,Stiefel::N,бот,காலணி
407,Ring::N,кольца,மோதிரம்
408,Band::N,стужка,நாடா
409,Kamm::N,расчоска,கீப்பு
410,Spiegel::N,люстра,ஆடி
411,Spiegel::N,люстра,கண்ணாடி
412,Riemen::N,рэмень,வார்
413,Schnur::N,вяроўка,கயிறு
414,Leine::N,павадок,தோல்வார்
415,Decke::N,коўдра,போர்வை
416,Kissen::N,падушка,தலையணை
417,Tuch::N,хустка,துணி
418,Handtuch::N,ручнік,தண்டு
419,Kraft::N,сіла,நிர்பந்தம்
420,Stärke::N,моц,பலம்
421,Gesundheit::N,здароўе,ஆரோக்கியம்
422,Krankheit::N,хвароба,நோய்
423,Schmerz::N,боль,வலி
424,Wunde::N,рана,காயம்
425,Fieber::N,гарачка,காய்ச்சல்
426,Fieber::N,ліхаманка,காய்ச்சல்
427,Arznei::N,лекі,மருந்து
428,Brücke::N,мост,பாலம்
429,Brunnen::N,калодзеж,கேணி
430,Weide::N,паша,மேய்ச்சல் நிலம்
431,Pfad::N,сцежка,நடை வழி
432,Weg::N,шлях,வழி
433,Weg::N,дарога,வழி
434,Straße::N,вуліца,சாலை
435,Dorf::N,вёска,கிராமம்
436,Stadt::N,горад,நகரம்
437,Brief::N,ліст,கடிதம்
438,Brief::N,пісьмо,கடிதம்
439,Buch::N,кніга,புத்தகம்
440,Buchstabe::N,літара,எழத்து
441,Zeitung::N,газета,செய்தித்தாள்
442,Leben::N,жыццё,வாழ்க்கை
443,Tod::N,смерць,மரணம்
444,Grab::N,магіла,சமாதி
445,Kirche::N,касцёл,தேவாலயம்
446,Kirche::N,царква,தேவாலயம்
447,Sünde::N,грэх,பாவம்
448,Gott::N,бог,கடவுள்
449,Arbeiter::N,рабочы,தொழிலாளி
450,Chef::N,начальнік,மேலாளர்
451,Meister::N,майстар,தலைவன்
452,Arzt::N,урач,மருத்துவர்
453,Lehrer::N,настаўнік,ஆசிரியர்
454,Geld::N,грошы,பணம்
455,Geschäft::N,заняцце,வாணிபம்
456,Laden::N,крама,கடை
457,Laden::N,магазін,கடை
458,Preis::N,цана,விலை
459,Ware::N,тавар,சாமன்கள்
460,Nutzen::N,выгада,இலாபம்
461,Reichtum::N,багацце,சொத்து
462,Welt::N,свет,உலகம்
463,Land::N,краіна,நாடு
464,Staat::N,дзяржава,நாடு
465,König::N,кароль,அரசன்
466,Macht::N,улада,அதிகாரம்
467,Grenze::N,граніца,எல்லை
468,Krieg::N,вайна,போர்
469,Feind::N,вораг,எதிரி
470,Gewalt::N,насілле,வன்முறை
471,Kampf::N,барацьба,போராட்டம்
472,Bogen[Waffe]::N,лук,வில்
473,Pfeil::N,страла,அம்பு
474,Gewehr::N,ружжо,துப்பாக்கி
475,Fehler::N,памылка,தவறு
476,Lüge::N,хлусня,பொய்
477,Schaden::N,шкода,சேதாரம்
478,Unglück::N,ліха,இடையூறு
479,Unglück::N,бядота,இடையூறு
480,Schuld::N,віна,குற்றம்
481,Alter::N,узрост,வயது
482,Schluss::N,канец,முடிவு
483,Zeit::N,час,காலம்
484,Tag::N,дзень,நாள்
485,Morgen::N,ранак,காலை நேரம்
486,Morgen::N,раніца,காலை நேரம்
487,Mittag::N,паўдня,மதியம்
488,Mittag::N,поўдзень,மதியம்
489,Abend::N,вечар,மாலைப் பொழுது
490,Nacht::N,ноч,இரவு
491,Woche::N,тыдзень,வாரம்
492,Monat::N,месяц,மாதம்
493,Jahr::N,год,வருடம்
494,Frühling::N,вясна,வசந்தம்
495,Sommer::N,лета,கோடை
496,Herbst::N,восень,இலையுதிர் காலம்
497,Winter::N,зіма,குளிர்காலம்
498,Januar::N,студзень,ஜனவரி
499,Februar::N,люты,பிபரவரி மாதம்
500,März::N,сакавік,மார்ச் மாதம்
501,April::N,красавік,ஏப்ரல் மாதம்
502,Mai::N,май,மே மாதம்
503,Mai::N,травень,மே மாதம்
504,Juni::N,чэрвень,ஜூன் மாதம்
505,Juli::N,ліпень,ஜூலை மாதம்
506,August::N,жнівень,ஆகஸ்ட் மாதம்
507,September::N,верасень,செப்டம்பர் மாதம்
508,Oktober::N,кастрычнік,அக்டோபர் மாதம்
509,November::N,лістапад,நவம்பர் மாதம்
510,Dezember::N,снежань,டிசம்பர்
511,Montag::N,панядзелак,திங்கட் கிழமை
512,Dienstag::N,аўторак,செவ்வாய்க்கிழமை
513,Mittwoch::N,серада,புதன் கிழமை
514,Donnerstag::N,чацвер,வியாழக் கிழமை
515,Freitag::N,пятніца,வெள்ளிக்கிழமை
516,Samstag::N,субота,சனிக்கிழமை
517,Sonntag::N,нядзеля,ஞாயிறுக் கிழமை
518,groß::A,вялікі,பெரிய
519,klein::A,маленькі,சிறிய
520,lang::A,доўгі,நீண்ட
521,kurz::A,кароткі,குட்டையான
522,breit::A,шырокі,அகலமான
523,schmal::A,вузкі,குறுகலான
524,dicht::A,густы,அடர்த்தியான
525,dick[Gegenstand]::A,тоўсты,தடித்த
526,dünn::A,тонкі,சன்னமான
527,fein::A,тонкі,மெல்லிய
528,fest::A,моцны,உறுதியாள
529,flach::A,плоскі,தட்டையான
530,glatt::A,гладкі,வழுவழுப்பான
531,hart::A,цвёрды,கடினமான
532,weich::A,мяккі,மென்மையான
533,rund::A,круглы,உருண்டையான
534,spitz::A,спічасты,திகந்தமாக
535,spitz::A,востраканцовы,திகந்தமாக
536,scharf::A,востры,கூரான
537,stumpf::A,тупы,உளம் திறந்த
538,schwer::A,цяжкі,கனமான
539,schön::A,прыгожы,அழகான
540,heiß::A,гарачы,சூடான
541,warm::A,цёплы,இதமான
542,kalt::A,холадны,குளிர்ச்சியான
543,kühl::A,халаднаваты,குளிர்ச்சியான
544,frisch::A,свежы,சுத்தமான
545,feucht::A,вільготны,ஈரமான
546,nass::A,мокры,ஈரமான
547,trocken::A,сухі,உலர்ந்த
548,voll::A,поўны,நிரம்பிய
549,leer::A,пусты,காலியான
550,offen::A,адкрыты,திறந்த
551,offen::A,адчынены,திறந்த
552,geschlossen::A,закрыты,மூடப்பட்ட
553,geschlossen::A,зачынены,மூடப்பட்ட
554,sauber::A,чысты,சுத்தமான
555,schmutzig::A,брудны,அழக்கான
556,roh::A,сыры,கச்சா
557,reif::A,спелы,பழுத்த
558,lecker::A,смачны,சுவைமிக்க
559,süß::A,салодкі,இனிப்பான
560,bitter::A,горкі,கசப்பான
561,sauer::A,кіслы,புளிப்பாக
562,hell::A,светлы,பளபளப்பான
563,dunkel::A,цёмны,கருமையான
564,schwarz::A,чорны,கருப்பு வண்ண
565,weiß::A,белы,வெண்மையன
566,rot::A,чырвоны,சிவப்பு
567,gelb::A,жоўты,மஞ்சள் வண்ணம்
568,blau::A,сіні,நீல வண்ண
569,grün::A,зялёны,பச்சை வண்ண
570,grau::A,шэры,சாம்பல் நிற
571,bunt::A,пяресты,வண்ண மயமான
572,billig::A,танны,மலிவான
573,teuer::A,дарагі,விலை அதிகமான
574,wertvoll::A,цэнны,மதிப்புள்ள
575,wertvoll::A,каштоўны,மதிப்புள்ள
576,blind::A,сляпы,பார்வையற்ற
577,taub::A,глухі,செவிடான
578,kräftig::A,магутны,வலிமையான
579,stark::A,сільны,பலமான
580,schwach::A,слабы,பலவீனமான
581,fett::A,тлусты,பருமனாக
582,schlank::A,стройны,ஒல்லியான
583,hübsch::A,чароўны,அழகிய
584,böse::A,злы,கேடு விளைவிக்கும்
585,dumm::A,дурны,முட்டாள்தனமான
586,faul::A,лянівы,சோம்பலான
587,fleißig::A,руплівы,ஊக்கந்தளராத
588,geizig::A,прагны,கஞேசத்தனமான
589,klug::A,разумны,சாதுரியமான
590,geschickt::A,умелы,திறமையள்ள
591,lieb::A,мілы,அன்புக்குரிய
592,lustig::A,вясёлы,களிப்புமிக்க
593,sanft::A,ласкавы,சாதுவான
594,hungrig::A,галодны,பசியுடன்
595,krank::A,хворы,நோயுற்று
596,nackt::A,голы,ஆடையற்ற
597,traurig::A,сумны,சோகமான
598,lebendig::A,жывы,பிழைப்பு
599,gut::A,добры,நல்ல
600,schlecht::A,кепскі,கெட்ட
601,richtig::A,правільны,சரியான
602,schlimm::A,агідны,அருவருப்பான
603,wahr::A,сапраўдны,உண்மையான
604,alt::A,стары,பழைய
605,neu::A,новы,புதிய
606,ehemalig::A,былы,முன்நாள்
607,alt[Lebewesen]::A,стары,வயதான
608,jung::A,малады,இளமையான
609,arm::A,бедны,ஏழ்மையான
610,reich::A,багаты,செல்வம் படைத்த
611,bekannt::A,знаёмы,பழக்கப்பட்ட
612,berühmt::A,славуты,புகழ்பெற்ற
613,fremd::A,чужы,அயல் நாட்டு
614,verschieden::A,розны,வித்தியாசமான
615,nah::A,блізкі,பக்கத்தில் உள்ள
616,fern::A,далёкі,தொலை தூரத்தில்
617,linker::A,левы,மீந்திருக்கும்
618,rechter::A,правы,வலதுபக்கம்
619,anderer::A,іншы,மற்ற
620,anderer::A,другі,மற்ற
621,erster::A,першы,முதனமையான
622,zweiter::A,другі,இரண்டாவது
623,dritter::A,трэці,மூன்றாவது
624,letzter::A,апошні,கடைசி
625,allein::ADV,сам,தனியாக
626,allein::ADV,адзін,தனியாக
627,auf einmal::ADV,адразу,தடீரென்று
628,zusammen::ADV,разам,சேர்ந்து
629,lange::ADV,доўга,அதிக நோம்
630,plötzlich::ADV,раптам,தடீரென்று
631,sofort::ADV,зараз,உடனடியாக
632,später::ADV,пазней,பிறகு
633,jetzt::ADV,цяпер,இப்பொழது
634,heute::ADV,сёння,இன்று
635,morgen::ADV,заўтра,நாளைக்கு
636,bald::ADV,хутка,சீக்கிரம்
637,bald::ADV,неўзабаве,சீக்கிரம்
638,dann::ADV,потым,அப்பொழுது
639,gestern::ADV,учора,நேற்று
640,einst::ADV,аднойчы,ஒரே முறை
641,damals::ADV,тады,அப்பொழுது
642,danach::ADV,затым,பிற்பாடு
643,vorher::ADV,раней,முன்பாக
644,zuerst::ADV,спярша,முதலில்
645,zuerst::ADV,спачатку,முதலில்
646,einmal::ADV,адзін раз,ஒரே முறை
647,manchmal::ADV,часам,சில நேரங்களில்
648,oft::ADV,часта,அடிக்கடி
649,immer::ADV,заўсёды,எப்பொழுதும்
650,niemals::ADV,ніколі,ஒருபோதும் இல்லை
651,hier::ADV,тут,இங்கே
652,hierhin::ADV,сюды,இவ்விடத்திற்கு
653,von hier::ADV,адсюль,இனி
654,von hier::ADV,адгэтуль,இனி
655,dort::ADV,там,அங்கே
656,dorthin::ADV,туды,அவ்விடத்திற்கு
657,geradeaus::ADV,прама,முன்னாலிருக்கும்
658,vorwärts::ADV,наперад,முன்புறமாக
659,rückwärts::ADV,назад,பின்னோக்கி
660,zurück::ADV,назад,பின்பக்கம்
661,unten::ADV,унізе,கீழாக
662,hinab::ADV,уніз,கீழ் நோக்கி
663,oben::ADV,угары,மேலே
664,oben::ADV,наверсе,மேலே
665,hinauf::ADV,угару,மேலே
666,überall::ADV,усюды,எல்லா இடத்திலும்
667,nicht::ADV,не,இல்லை
668,ein wenig::ADV,трошкі,கொஞ்சம்
669,kaum::ADV,ледзьве,அரிதாக
670,sehr::ADV,вельмі,மிக்க
671,so::ADV,так,மிகவும்
672,noch::ADV,яшчэ,இப்பொழுதும்
673,nur::ADV,толькі,மட்டும்
674,schon::ADV,ужо,ஏற்கனவே
675,wieder::ADV,зноў,மறுபடியும்
676,vergebens::ADV,дарма,வீண்
677,vergebens::ADV,дарэмна,வீண்
678,vor::PRP,перад,முன்
679,hinter::PRP,за,பின்பக்கம்
680,hinter::PRP,ззаду,பின்பக்கம்
681,unter::PRP,пад,கீழே
682,durch::PRP,праз,ஊடே
683,neben::PRP,каля,அடுத்து
684,zwischen::PRP,між,இடையில்
685,zwischen::PRP,паміж,இடையில்
686,wegen::PRP,з-за,ஏனெனில்
