,Concept_ID,be,os
193,Wurm::N,чарвяк,зулкъ
194,Wurm::N,чарвяк,къуыдыргалм
195,Spinne::N,павук,хӕлуарӕг
196,Ameise::N,мурашка,мæлдзыг
197,Laus::N,вош,сыст
198,Mücke::N,камар,къогъо
199,Fliege::N,муха,бындз
200,Schmetterling::N,матыль,гæлæбу
201,Beere::N,ягада,гагадыргъ
202,Apfel::N,яблык,фӕткъуы
203,Pilz::N,грыб,зокъо
204,Pilz::N,грыб,къозо
205,Zwiebel::N,цыбуля,хъӕдындз
206,Saat::N,семя,тауинаг
207,Saat::N,семя,мыггаг
208,Korn::N,зерне,мыггаг
209,Korn::N,зерне,тауинаг
210,Heu::N,сена,хос
211,Schale::N,шалупінне,цъар
212,Grube::N,яма,урм
213,Grube::N,яма,къахт
214,Grube::N,яма,дзыхъхъ
215,Falle::N,пастка,цъысым
216,Falle::N,пастка,къӕппӕг
217,Schlinge::N,сіло,цасм
218,Spur::N,след,фæд
219,Asche::N,попел,фӕнык
220,Asche::N,попел,ӕртхутӕг
221,Dreck::N,бруд,цъыф
222,Eisen::N,жалеза,ӕфсӕйнаг
223,Gold::N,золата,сыгъзӕрин
224,Silber::N,сребра,ӕвзист
225,Kohle::N,вугаль,ӕвзалы
226,Glas::N,шкло,авг
227,Lehm::N,гліна,ӕлыг
228,Sand::N,пясок,змис
229,Mensch::N,чалавек,лӕг
230,Mensch::N,чалавек,адӕймаг
231,Mensch::N,чалавек,удгоймаг
232,Mann::N,мужчына,лӕг
233,Mann::N,мужчына,нӕлгоймаг
234,Frau::N,жанчына,сылгоймаг
235,Kind::N,дзіця,сывӕллон
236,Junge::N,хлопчык,лӕппу
237,Mädchen::N,дзяўчынка,чызг
238,Familie::N,сямʼя,бинонтæ
239,Großvater::N,дзядуля,фыдыфыд
240,Großvater::N,дзядуля,мадыфыд
241,Großmutter::N,бабуля,фыды мад
242,Großmutter::N,бабуля,мады мад
243,Eltern::N,бацькі,ныййарджытæ
244,Vater::N,бацька,фыд
245,Mutter::N,маці,мад
246,Sohn::N,сын,фырт
247,Tochter::N,дачка,чызг
248,Bruder::N,брат,ӕфсымӕр
249,Schwester::N,сястра,хо
250,Onkel::N,дзядзька,фыдыфсымӕр
251,Tante::N,цётка,мадыхо
252,Ehemann::N,муж,мой
253,Ehefrau::N,жонка,ус
254,Freude::N,радасць,цин
255,Freude::N,радасць,циндзинад
256,Gelächter::N,смех,худын
257,Gelächter::N,смех,худт
258,Gelächter::N,смех,худæг
259,Glück::N,шчасце,амонд
260,Kummer::N,гора,хъыг
261,Wunsch::N,жаданне,бӕллиц
262,Lust::N,цяга,монц
263,Geist::N,дух,уд
264,Gedanke::N,думка,хъуыды
265,Gedächtnis::N,памяць,мысæн
266,Gedächtnis::N,памяць,мысын
267,Gedächtnis::N,памяць,зæрдылдарын
268,Verstand::N,розум,зонд
269,Sinn::N,сэнс,нысаниуæг
270,Grund::N,зачэпка,ӕфсон
271,Wahrheit::N,праўда,æцæг
272,Gespräch::N,размова,ныхас
273,Märchen::N,казка,аргъау
274,Erzählung::N,расказ,радзырд
275,Erzählung::N,апавяданне,радзырд
276,Nachricht::N,вестка,уац
277,Nachricht::N,паведамленне,уац
278,Neuigkeit::N,навіна,хабар
279,Name::N,імя,ном
280,Rätsel::N,загадка,уыци-уыци
281,Rätsel::N,загадка,базон-базон
282,Rede::N,прамова,раныхас
283,Sprache::N,мова,ӕвзаг
284,Stimme::N,голас,хъӕлӕс
285,Wort::N,слова,дзырд
286,Zeichen::N,знак,нысан
287,Ruf::N,кліч,сидт
288,Lärm::N,шум,уынæр
289,Laut::N,гук,зӕл
290,Laut::N,гук,мыр
291,Ton::N,гучанне,мыр
292,Lied::N,песня,зарӕг
293,Ruhe::N,спакой,æнцой
294,Leute::N,людзі,адӕм
295,Volk::N,народ,адӕм
296,Arbeit::N,праца,фӕллой
297,Arbeit::N,работа,фӕллой
298,Gast::N,госць,уазӕг
299,Geschenk::N,падарунак,хуын
300,Spiel::N,гульня,хъазт
301,Gesellschaft::N,таварыства,дзыллæ
302,Gesellschaft::N,таварыства,æхсæнад
303,Hilfe::N,дапамога,æххуыс
304,Hilfe::N,дапамога,ахъаз
305,Freund::N,друг,лымӕн
306,Freund::N,сябар,лымӕн
307,Kamerad::N,прыяцель,ӕмбал
308,Angelegenheit::N,справа,хъуыддаг
309,Anzahl::N,колькасць,бӕрц
310,Art::N,від,хуыз
311,Art::N,від,хуызад
312,Stück::N,кусок,кæрдих
313,Stück::N,кусок,комдзаг
314,Stück::N,кавалак,кæрдих
315,Stück::N,кавалак,комдзаг
316,Teil::N,частка,хай
317,Hälfte::N,палова,æрдæг
318,Hälfte::N,палова,æмбис
319,Hälfte::N,палавіна,æрдæг
320,Hälfte::N,палавіна,æмбис
321,Kreis::N,круг,зиллакк
322,Kreuz::N,крыж,дзуар
323,Linie::N,лінія,хахх
324,Strich::N,рыса,хахх
325,Abstand::N,прамежак,æхсæнуат
326,Entfernung::N,адлегласць,дæрддзæг
327,Entfernung::N,адлегласць,дардцæг
328,Gegend::N,мясцовасць,ран
329,Platz::N,месца,бууат
330,Ort::N,месца,ран
331,Ort::N,месца,бынат
332,Seite::N,бок,фахс
333,Mitte::N,сярэдзіна,астӕу
334,Gegenstand::N,прадмет,дзаума
335,Sache::N,рэч,дзаума
336,Rand::N,край,кӕрон
337,Kante::N,руб,фӕрск
338,Kante::N,кант,фӕрск
339,Ecke::N,вугал,тигъ
340,Ecke::N,вугал,фисын
341,Spitze::N,кончык,бырынкъ
342,Ende::N,канец,кӕрон
343,Loch::N,дзірка,хуынкъ
344,Winkel::N,вугал,къуым
345,Muster::N,узор,нывæфтыд
346,Muster::N,узор,кæдзист
347,Größe::N,памер,ас
348,Länge::N,даўжыня,дӕргъ
349,Höhe::N,вышыня,бæрзонд
350,Höhe::N,вышыня,бæрзæнд
351,Höhe::N,вышыня,бæрзонддзинад
352,Gewicht::N,вага,уӕз
353,Menge::N,колькасць,бӕрц
354,Haufen::N,куча,кӕри
355,Reihe::N,рад,рӕнхъ
356,Boot::N,лодка,чема
357,Ruder::N,вясло,къохар
358,Schlitten::N,сані,дзоныгъ
359,Ski::N,лыжа,къахдзоныгътæ
360,Ski::N,лыжа,лыжæтæ
361,Lagerfeuer::N,вогнішча,арт
362,Last::N,цяжар,уаргъ
363,Gang::N,ход,цыд
364,Schritt::N,шаг,санчъех
365,Schritt::N,шаг,къахдзӕф
366,Schritt::N,крок,санчъех
367,Schritt::N,крок,къахдзӕф
368,Norden::N,поўнач,цæгат
369,Süden::N,поўдзень,хуссар
370,Westen::N,захад,ныгуылæн
371,Osten::N,усход,скæсæн
372,Holz::N,дрэва,хъӕдӕрмӕг
373,Holz::N,драўніна,хъӕдӕрмӕг
374,Brett::N,дошка,фæйнæг
375,Platte::N,пліта,къӕй
376,Stütze::N,падпорка,быцæу
377,Stange::N,жэрдка,хъил
378,Stock::N,палка,лӕдзӕг
379,Stab::N,шост,хъил
380,Rohr::N,труба,хӕтӕл
381,Haus::N,дом,хӕдзар
382,Heim::N,дом,къона
383,Heim::N,хата,къона
384,Ofen::N,печ,пец
385,Fußboden::N,падлога,астӕрд
386,Tisch::N,стол,стъол
387,Stuhl::N,стул,бандон
388,Stuhl::N,крэсла,бандон
389,Wiege::N,калыска,авдæн
390,Bett::N,ложак,сынтӕг
391,Bett::N,пасцель,сынтӕг
392,Regal::N,паліца,тӕрхӕг
393,Regal::N,паліца,уӕлвӕйнӕг
394,Kiste::N,скрынка,асыкк
395,Fenster::N,акно,рудзынг
396,Fenster::N,акно,фæрссаг
397,Tür::N,дзверы,дуар
398,Tor::N,вароты,кулдуар
399,Zaun::N,агароджа,æмбонд
400,Zaun::N,агароджа,быру
401,Zaun::N,агароджа,гæрæн
402,Dach::N,дах,уӕлхӕдзар
403,Leiter::N,лесвіца,асин
404,Besen::N,мятла,уисой
405,Spaten::N,лапата,бел
406,Spaten::N,жалязняк,бел
407,Schaufel::N,шуфлік,æвгæнæн
408,Schaufel::N,шуфлік,кæфой
409,Schaufel::N,лапатка,æвгæнæн
410,Schaufel::N,лапатка,кæфой
411,Gabel::N,відэлец,вилкæ
412,Löffel::N,лыжка,уидыг
413,Messer::N,нож,кард
414,Nagel::N,цвік,зӕгӕл
415,Netz::N,сетка,хыз
416,Haken::N,крук,хæдз
417,Haken::N,крук,хæбырæгъ
418,Griff::N,ручка,фистон
419,Schloss::N,замок,гуыдыр
420,Bild::N,карціна,ныв
421,Figur::N,фігура,кæрдгæныв
422,Puppe::N,лялька,чындз
423,Beutel::N,мяшок,дзӕкъул
424,Bündel::N,вязка,баст
425,Tasche::N,торба,хызын
426,Tasche::N,торба,дзæкъул
427,Eimer::N,вядро,къæрта
428,Eimer::N,вядро,чъыбыла
429,Eimer::N,вядро,ведра
430,Deckel::N,накрыўка,сæр
431,Deckel::N,накрыўка,æмбæрзæн
432,Geschirr::N,пасуда,мигæнæн
433,Geschirr::N,пасуда,мигæнæнтæ
434,Sack::N,мех,голлаг
435,Tasse::N,кубак,пиала
436,Tasse::N,кубак,къус
437,Topf::N,каструля,аг
438,Topf::N,каструля,чысыл аг
439,Kessel::N,кацёл,аг
440,Essen::N,ежа,хӕрд
441,Nahrung::N,харч,хойраг
442,Speise::N,страва,хӕринаг
443,Fleisch::N,мяса,дзидза
444,Fleisch::N,мяса,фыдызгъӕл
445,Getreide::N,збожжа,халсар
446,Brei::N,каша,кас
447,Brot::N,хлеб,дзул
448,Scheibe::N,луста,къӕбӕр
449,Scheibe::N,скібка,къӕбӕр
450,Fett::N,тлушч,сой
451,Butter::N,масла,нӕлхӕ
452,Öl::N,алей,зети
453,Salz::N,соль,цӕхх
454,Suppe::N,суп,бас
455,Honig::N,мёд,мыд
456,Milch::N,малако,ӕхсыр
457,Tee::N,чай,цай
458,Tee::N,гарбата,цай
459,Leder::N,скура,мæскуы
460,Wolle::N,воўна,фӕсмын
461,Stoff::N,тканіна,хъуымац
462,Nadel::N,іголка,судзин
463,Faden::N,нітка,ӕндах
464,Knopf::N,гузік,цӕппӕр
465,Knoten::N,вузел,ӕлхынцъ
466,Farbe::N,фарба,ахорæн
467,Kleidung::N,адзенне,дарӕс
468,Hemd::N,кашуля,хӕдон
469,Kragen::N,каўнер,æфцæггот
470,Ärmel::N,рукаў,дыс
471,Hose::N,штаны,хæлаф
472,Hose::N,штаны,æддаг хæлаф
473,Hose::N,штаны,салбар
474,Gürtel::N,пояс,рон
475,Mütze::N,шапка,худ
476,Schuh::N,чаравік,басмахъ
477,Stiefel::N,бот,цырыхъхъ
478,Ring::N,кольца,къухдарӕн
479,Band::N,стужка,лент
480,Kamm::N,расчоска,сӕрвасӕн
481,Spiegel::N,люстра,айдæн
482,Spiegel::N,люстра,кæсæн
483,Riemen::N,рэмень,гӕрз
484,Schnur::N,вяроўка,бӕндӕн
485,Leine::N,павадок,
486,Decke::N,коўдра,хъӕццул
487,Kissen::N,падушка,баз
488,Tuch::N,хустка,кæлмæрзæн
489,Tuch::N,хустка,кæрдæн
490,Handtuch::N,ручнік,хисæрфæн
491,Kraft::N,сіла,тых
492,Kraft::N,сіла,хъомыс
493,Stärke::N,моц,тых
494,Stärke::N,моц,æхсар
495,Gesundheit::N,здароўе,æнæниздзинад
496,Krankheit::N,хвароба,низ
497,Krankheit::N,хвароба,рын
498,Schmerz::N,боль,рис
499,Wunde::N,рана,цӕф
500,Fieber::N,гарачка,ризӕг
501,Fieber::N,гарачка,тӕфсӕг
502,Fieber::N,ліхаманка,ризӕг
503,Fieber::N,ліхаманка,тӕфсӕг
504,Arznei::N,лекі,хос
505,Brücke::N,мост,хид
506,Brunnen::N,калодзеж,цъай
507,Weide::N,паша,хизæн
508,Weide::N,паша,хизæнуат
509,Weide::N,паша,сæрвæт
510,Pfad::N,сцежка,къахвæндаг
511,Pfad::N,сцежка,къахвæд
512,Weg::N,шлях,фӕндаг
513,Weg::N,дарога,фӕндаг
514,Straße::N,вуліца,фӕндаг
515,Dorf::N,вёска,хъӕу
516,Stadt::N,горад,сахар
517,Brief::N,ліст,фыстӕг
518,Brief::N,пісьмо,фыстӕг
519,Buch::N,кніга,чиныг
520,Buchstabe::N,літара,дамгъӕ
521,Zeitung::N,газета,газет
522,Leben::N,жыццё,цард
523,Leben::N,жыццё,цӕрӕнбон
524,Tod::N,смерць,мæлæт
525,Tod::N,смерць,адзал
526,Grab::N,магіла,ингӕн
527,Kirche::N,касцёл,аргъуан
528,Kirche::N,царква,аргъуан
529,Sünde::N,грэх,тæригъæд
530,Gott::N,бог,хуыцау
531,Arbeiter::N,рабочы,кусæг
532,Chef::N,начальнік,ӕмцег
533,Meister::N,майстар,мастер
534,Meister::N,майстар,дæсны
535,Arzt::N,урач,хосгæнæг
536,Arzt::N,урач,дохтыр
537,Lehrer::N,настаўнік,ахуыргæнæг
538,Geld::N,грошы,ӕхца
539,Geschäft::N,заняцце,бизнес
540,Geschäft::N,заняцце,хъуыддаг
541,Laden::N,крама,дукани
542,Laden::N,магазін,дукани
543,Preis::N,цана,аргъ
544,Ware::N,тавар,базайраг
545,Nutzen::N,выгада,пайда
546,Reichtum::N,багацце,хъæздыгдзинад
547,Reichtum::N,багацце,исбон
548,Reichtum::N,багацце,мулк
549,Welt::N,свет,дуне
550,Land::N,краіна,бӕстӕ
551,Staat::N,дзяржава,паддзахад
552,König::N,кароль,къарол
553,Macht::N,улада,хицаудзинад
554,Grenze::N,граніца,арӕн
555,Krieg::N,вайна,хӕст
556,Feind::N,вораг,знаг
557,Feind::N,вораг,фыдгул
558,Feind::N,вораг,фыдзæрдæ
559,Feind::N,вораг,сон
560,Gewalt::N,насілле,тыхми
561,Gewalt::N,насілле,тыхдзинад
562,Kampf::N,барацьба,хæст
563,Kampf::N,барацьба,хъæбысæйхæст
564,Kampf::N,барацьба,тох
565,Bogen[Waffe]::N,лук,ӕрдын
566,Pfeil::N,страла,фат
567,Gewehr::N,ружжо,топп
568,Fehler::N,памылка,рӕдыд
569,Lüge::N,хлусня,мӕнг
570,Lüge::N,хлусня,гӕдыдзинад
571,Schaden::N,шкода,зиан
572,Unglück::N,ліха,бæллæх
573,Unglück::N,бядота,бæллæх
574,Schuld::N,віна,азым
575,Alter::N,узрост,кар
576,Schluss::N,канец,кæрон
577,Zeit::N,час,рӕстӕг
578,Tag::N,дзень,бон
579,Morgen::N,ранак,райсом
580,Morgen::N,раніца,райсом
581,Mittag::N,паўдня,æмбисбон
582,Mittag::N,поўдзень,æмбисбон
583,Abend::N,вечар,изӕр
584,Nacht::N,ноч,ӕхсӕв
585,Woche::N,тыдзень,къуыри
586,Monat::N,месяц,мӕй
587,Jahr::N,год,аз
588,Jahr::N,год,афӕдз
589,Frühling::N,вясна,уалдзæг
590,Sommer::N,лета,сӕрд
591,Herbst::N,восень,фæззæг
592,Winter::N,зіма,зымӕг
593,Januar::N,студзень,январь
594,Februar::N,люты,февраль
595,März::N,сакавік,мартъи
596,April::N,красавік,апрель
597,Mai::N,май,май
598,Mai::N,травень,май
599,Juni::N,чэрвень,июнь
600,Juli::N,ліпень,июль
601,August::N,жнівень,август
602,September::N,верасень,сентябрь
603,Oktober::N,кастрычнік,октябрь
604,November::N,лістапад,ноябрь
605,Dezember::N,снежань,декабрь
606,Montag::N,панядзелак,къуырисæр
607,Dienstag::N,аўторак,дыццæг
608,Mittwoch::N,серада,æртыццæг
609,Donnerstag::N,чацвер,цыппæрæм
610,Freitag::N,пятніца,майрæмбон
611,Samstag::N,субота,сабат
612,Sonntag::N,нядзеля,хуыцаубон
613,groß::A,вялікі,дынджыр
614,klein::A,маленькі,гыццыл
615,lang::A,доўгі,даргъ
616,kurz::A,кароткі,цыбыр
617,breit::A,шырокі,фӕтӕн
618,schmal::A,вузкі,нарӕг
619,schmal::A,вузкі,уынгӕг
620,dicht::A,густы,бæзджын
621,dicht::A,густы,тар
622,dick[Gegenstand]::A,тоўсты,сӕвджын
623,dünn::A,тонкі,тæнæг
624,fein::A,тонкі,лыстӕг
625,fest::A,моцны,фидар
626,fest::A,моцны,хъӕддых
627,flach::A,плоскі,тъӕпӕн
628,glatt::A,гладкі,лӕгъз
629,hart::A,цвёрды,хъӕбӕр
630,weich::A,мяккі,фӕлмӕн
631,rund::A,круглы,тымбыл
632,spitz::A,спічасты,цыргъбырынкъ
633,spitz::A,спічасты,цыргъфындз
634,spitz::A,востраканцовы,цыргъбырынкъ
635,spitz::A,востраканцовы,цыргъфындз
636,scharf::A,востры,цыргъ
637,stumpf::A,тупы,къуымых
638,schwer::A,цяжкі,уӕззау
639,schön::A,прыгожы,аив
640,schön::A,прыгожы,рӕсугъд
641,heiß::A,гарачы,тӕвд
642,warm::A,цёплы,хъарм
643,kalt::A,холадны,уазал
644,kühl::A,халаднаваты,сатæг
645,kühl::A,халаднаваты,уазалгомау
646,frisch::A,свежы,сатæг
647,feucht::A,вільготны,уымӕл
648,nass::A,мокры,хуылыдз
649,trocken::A,сухі,хус
650,voll::A,поўны,дзаг
651,voll::A,поўны,йедзаг 
652,leer::A,пусты,афтид
653,offen::A,адкрыты,гом
654,offen::A,адчынены,гом
655,geschlossen::A,закрыты,æхгæд
656,geschlossen::A,зачынены,æхгæд
657,sauber::A,чысты,сыгъдæг
658,schmutzig::A,брудны,чъиллон
659,roh::A,сыры,хом
660,reif::A,спелы,рӕгъӕд
661,lecker::A,смачны,хӕрзад
662,süß::A,салодкі,адджын
663,bitter::A,горкі,судзаг
664,sauer::A,кіслы,туаг
665,hell::A,светлы,рухс
666,dunkel::A,цёмны,талынг
667,schwarz::A,чорны,сау
668,weiß::A,белы,урс
669,rot::A,чырвоны,сырх
670,gelb::A,жоўты,бур
671,blau::A,сіні,цъӕх
672,grün::A,зялёны,цъӕх
673,grün::A,зялёны,кӕрдӕгхуыз
674,grau::A,шэры,цъӕх
675,grau::A,шэры,фӕныкхуыз
676,bunt::A,пяресты,хъулон
677,bunt::A,пяресты,гæрæм
678,billig::A,танны,аслам
679,teuer::A,дарагі,зынаргъ
680,wertvoll::A,цэнны,зынаргъ
681,wertvoll::A,каштоўны,зынаргъ
682,blind::A,сляпы,куырм
683,taub::A,глухі,къуырма
684,kräftig::A,магутны,домбай
685,kräftig::A,магутны,тыхджын
686,stark::A,сільны,тыхджын
687,schwach::A,слабы,ӕнӕбон
688,fett::A,тлусты,нард
689,schlank::A,стройны,гуырвидыц
690,schlank::A,стройны,хæрзконд
691,schlank::A,стройны,рæхснæг
692,schlank::A,стройны,сагамад
693,hübsch::A,чароўны,аив
694,hübsch::A,чароўны,рӕсугъд
695,böse::A,злы,фыдзӕрдӕ
696,dumm::A,дурны,ӕдылы
697,faul::A,лянівы,зивӕг
698,faul::A,лянівы,зивӕггӕнаг
699,fleißig::A,руплівы,æнæзивæг
700,fleißig::A,руплівы,æнувыд
701,geizig::A,прагны,чъынды
702,geizig::A,прагны,æлгъин
703,geizig::A,прагны,мæрддзæст
704,klug::A,разумны,зондджын
705,geschickt::A,умелы,хӕрзарӕхст
706,lieb::A,мілы,уарзон
707,lustig::A,вясёлы,хъӕлдзӕг
708,sanft::A,ласкавы,мынчын
709,hungrig::A,галодны,ӕххормаг
710,krank::A,хворы,нӕфӕразгӕ
711,nackt::A,голы,бӕгънӕг
712,traurig::A,сумны,ӕрхӕндӕг
713,lebendig::A,жывы,цардӕгас
714,gut::A,добры,хорз
715,schlecht::A,кепскі,цауд
716,richtig::A,правільны,раст
717,schlimm::A,агідны,ӕвзӕр
718,wahr::A,сапраўдны,ӕцӕг
719,alt::A,стары,зӕронд
720,neu::A,новы,ног
721,ehemalig::A,былы,раздӕры
722,alt[Lebewesen]::A,стары,ацӕргӕ
723,jung::A,малады,ӕрыгон
724,arm::A,бедны,мӕгуыр
725,reich::A,багаты,хъӕздыг
726,bekannt::A,знаёмы,зонгӕ
727,berühmt::A,славуты,номдзыд
728,fremd::A,чужы,æцæгæлон
729,verschieden::A,розны,æндæр æмæ æндæр
730,verschieden::A,розны,алы
731,verschieden::A,розны,алыхуызон
732,nah::A,блізкі,хӕстӕг
733,fern::A,далёкі,дард
734,fern::A,далёкі,дӕрддаг
735,linker::A,левы,галиу
736,rechter::A,правы,рахиз
737,anderer::A,іншы,иннӕ
738,anderer::A,іншы,ӕндӕр
739,anderer::A,другі,иннӕ
740,anderer::A,другі,ӕндӕр
741,erster::A,першы,фыццаг
742,erster::A,першы,фыццӕгӕм
743,zweiter::A,другі,дыккаг
744,zweiter::A,другі,дыккæгæм
745,dritter::A,трэці,æртыккаг
746,dritter::A,трэці,æртыккæгæм
747,letzter::A,апошні,фӕстаг
748,allein::ADV,сам,иунæг
749,allein::ADV,адзін,иунæг
750,auf einmal::ADV,адразу,уайтагъд
