,Concept_ID,ku,ca
65,Traum::N,xewn,somni
66,Himmel::N,ezman,celm
67,Sonne::N,roj,sol
68,Mond::N,heyv,lluna
69,Stern::N,stêrk,estel
70,Stern::N,stêrk,estrella
71,Luft::N,ba,aire
72,Wind::N,ba,vent
73,Welle::N,şewl,ona
74,Wasser::N,av,āigua
75,Stein::N,kevir,pedra
76,Boden::N,herd,sòl
77,Erde::N,ax,terra
78,Staub::N,toz,pols
79,Rauch::N,dû,fum
80,Funke::N,çirûşk,guspira
81,Funke::N,çirûşk,centella
82,Feuer::N,agir,foc
83,Licht::N,ronahî,llum
84,Schatten::N,sî,ombra
85,Wetter::N,hewa,temps
86,Nebel::N,mij,boira
87,Wolke::N,ewr,núvol
88,Regen::N,baran,pluja
89,Schnee::N,berf,neu
90,Eis::N,qeşa,gel
91,Eis::N,qeşa,glaç
92,Frost::N,xûsik,glaçada
93,Kälte::N,serma,fred
94,Hitze::N,germayî,calor
95,Raureif::N,şext,gebre
96,Regenbogen::N,heftreng,arc iris
97,Donner::N,gire-gir,tro
98,Strömung::N,şewl,corrent
99,Tropfen::N,dilop,gota
100,Schaum::N,kef,escuma
101,Schmutz::N,gemar,brutícia
102,See::N,gol,llac
103,Sumpf::N,hezek,pantà
104,Moor::N,mafêl,pantà
105,Wiese::N,sûrik,prat
106,Wiese::N,sûrik,prada
107,Wald::N,çiya,bosc
108,Wald::N,daristan,bosc
109,Hügel::N,gir,puig
110,Hügel::N,gir,pujol
111,Anhöhe::N,sere gir,turó
112,Berg::N,kaş,muntanya
113,Gipfel::N,sere gir,cim
114,Höhle::N,şikeft,cova
115,Abhang::N,kaş,coster
116,Quelle::N,kanî,font
117,Bach::N,çem,riera
118,Fluss::N,çem,riu
119,Fluss::N,rûbar,riu
120,Ufer::N,kevî,riba
121,Küste::N,berav,costa
122,Festland::N,bejahî,terra ferma
123,Meer::N,behr,mar
124,Bucht::N,derav,cala
125,Bucht::N,derav,badia
126,Insel::N,girav,illa
127,Blume::N,kulînk,flor
128,Gras::N,giha,herba
129,Wurzel::N,reh,rel
130,Wurzel::N,reh,arrel
131,Baum::N,dar,arbre
132,Stamm::N,bavik,tronc
133,Rinde::N,qaqil,escorça
134,Ast::N,gulî,branca
135,Zweig::N,şax,ram
136,Blatt::N,pel,fulla
137,Birke::N,dara sipî,bedoll
138,Kiefer[Baum]::N,dara bî,pi
139,Weide[Baum]::N,dara belalûk,salze
140,Tanne::N,merx,avet
141,Horn::N,strô,corn
142,Horn::N,strô,banya
143,Feder::N,pîrtîk,ploma
144,Fell::N,heyar,pell
145,Flügel::N,per,ala
146,Klaue::N,napîk,urpa
147,Kralle::N,dinik,grapa
148,Kralle::N,dirnax,grapa
149,Schwanz::N,dûv,cua
150,Ei::N,hêk,ou
151,Nest::N,hêlîn,niu
152,Bau::N,avahî,cau
153,Tier::N,heywan,animāl
154,Herde::N,hoz,ramat
155,Kuh::N,çêlek,vaca
156,Bulle::N,ga,toro
157,Pferd::N,hesp,cavāll
158,Schaf::N,mîh,be
159,Schaf::N,mîh,ovella
160,Schwein::N,beraz,bacó
161,Hund::N,seh,ca
162,Hund::N,seh,gos
163,Katze::N,pişîk,gat
164,Bär::N,hirç,ós
165,Eichhörnchen::N,pilûr,esquirol
166,Elch::N,pazkovî,ant
167,Fuchs::N,rovî,guilla
168,Hase::N,kîroşk,llebre
169,Maus::N,mişk,ratolí
170,Wolf::N,gur,llop
171,Vogel::N,çûk,au
172,Vogel::N,çûk,ocēll
173,Schwarm::N,lufik,bandada
174,Huhn::N,mirîşk,gallina
175,Hahn::N,dîk,gall
176,Gans::N,qaz,oca
177,Adler::N,eylo,àguila
178,Ente::N,werdek,ànec
179,Eule::N,bûm,òliba
180,Eule::N,bûm,mussol
181,Eule::N,kund,òliba
182,Eule::N,kund,mussol
183,Kranich::N,quling,grua
184,Krähe::N,qijik,cornella
185,Kuckuck::N,pepûk,cucut
186,Schwan::N,qû,cigne
187,Fisch::N,masî,peix
188,Barsch::N,okûn,perca
189,Hecht::N,mesîyê lûf,lluç
190,Schlange[Tier]::N,mar,serp
191,Wurm::N,kurm,cuc
192,Spinne::N,pîrê,aranya
193,Ameise::N,mîro,formiga
194,Ameise::N,gêrîk,formiga
195,Laus::N,spi,poll
196,Mücke::N,mêş,mosquit
197,Fliege::N,mêş,mosca
198,Schmetterling::N,perperîk,papallona
199,Beere::N,hirç,baia
200,Apfel::N,sêv,poma
201,Pilz::N,bîrov,bolet
202,Zwiebel::N,pîvaz,ceba
203,Saat::N,tov,sembra
204,Korn::N,dexl,gra
205,Heu::N,sap,fenc
206,Schale::N,qaşik,closca
207,Grube::N,çahl,sot
208,Grube::N,çahl,clot
209,Falle::N,dafik,trampa
210,Schlinge::N,dahf,baga
211,Spur::N,rêç,traça
212,Asche::N,xweli,cendra
213,Dreck::N,gemarî,llot
214,Eisen::N,hesing,ferro
215,Gold::N,zêr,or
216,Silber::N,zîv,plata
217,Kohle::N,komir,carbó
218,Glas::N,qedeh,vidre
219,Lehm::N,kelpîç,fang
220,Lehm::N,kelpîç,argila
221,Sand::N,qûm,arena
222,Mensch::N,mirov,humà
223,Mensch::N,mirov,persona
224,Mann::N,mêr,home
225,Frau::N,jin,dona
226,Kind::N,zarok,nen
227,Junge::N,kur,noi
228,Mädchen::N,keç,noia
229,Mädchen::N,keçik,noia
230,Familie::N,malbat,família
231,Großvater::N,bapîr,avi
232,Großmutter::N,pîrik,àvia
233,Eltern::N,bavudê,pares
234,Vater::N,bav,pare
235,Mutter::N,dê,mare
236,Mutter::N,dayik,mare
237,Sohn::N,kur,fill
238,Tochter::N,keç,filla
239,Bruder::N,bira,germà
240,Schwester::N,xweh,germana
241,Onkel::N,am,oncle
242,Onkel::N,xal,oncle
243,Tante::N,metik,tia
244,Tante::N,xaltîk,tia
245,Ehemann::N,mêr,espòs
246,Ehefrau::N,kulfet,muller
247,Freude::N,kêfxweşî,goig
248,Freude::N,kêfxweşî,alegria
249,Gelächter::N,pîrqînî,riallada
250,Glück::N,bext,felicitat
251,Kummer::N,derd,pena
252,Wunsch::N,daxwaz,desig
253,Wunsch::N,xwestek,desig
254,Lust::N,şewq,ganes
255,Geist::N,aqil,ment
256,Geist::N,aqil,esperit
257,Gedanke::N,fikir,pensament
258,Gedächtnis::N,aqil,memòria
259,Verstand::N,fêm,raó
260,Verstand::N,fêm,seny
261,Sinn::N,aqil,solta
262,Sinn::N,aqil,sentit
263,Grund::N,asas,raó
264,Grund::N,asas,causa
265,Wahrheit::N,rastî,veritāt
266,Gespräch::N,guftûgo,conversa
267,Märchen::N,çirok,conte
268,Erzählung::N,çirok,narració
269,Erzählung::N,vegotin,narració
270,Nachricht::N,nûçe,missatge
271,Neuigkeit::N,hewal,novetat
272,Name::N,nav,nom
273,Name::N,paşnav,nom
274,Rätsel::N,tiştonek,endevinalla
275,Rede::N,gotar,discurs
276,Rede::N,axavtin,discurs
277,Sprache::N,ziman,llēngua
278,Stimme::N,pejn,veu
279,Wort::N,gotin,mot
280,Wort::N,gotin,paraula
281,Zeichen::N,şanek,signe
282,Zeichen::N,şanek,senyal
283,Ruf::N,hawar,crida
284,Lärm::N,xarbalix,sorōll
285,Laut::N,deng,so
286,Laut::N,hês,so
287,Ton::N,awaz,to
288,Lied::N,sitran,cançó
289,Ruhe::N,rihetî,calma
290,Ruhe::N,rihetî,silenci
291,Leute::N,xelk,gent
292,Volk::N,xelk,poble
293,Arbeit::N,xebat,labor
294,Arbeit::N,xebat,treball
295,Gast::N,mêvan,hoste
296,Geschenk::N,diyarî,regal
297,Geschenk::N,diyarî,obsequi
298,Spiel::N,lîstik,joc
299,Gesellschaft::N,komal,companyia
300,Hilfe::N,alîkarî,ajut
301,Freund::N,heval,amīc
302,Kamerad::N,heval,company
303,Kamerad::N,heval,camarada
304,Angelegenheit::N,pirsgirêk,afer
305,Angelegenheit::N,pirsgirêk,assumpte
306,Anzahl::N,çend,nombre
307,Anzahl::N,çend,quantitat
308,Art::N,çeh,tipus
309,Art::N,çeh,classe
310,Stück::N,lib,peça
311,Stück::N,parçe,peça
312,Teil::N,parçe,part
313,Hälfte::N,nîvî,meitat
314,Kreis::N,çemil,cercle
315,Kreuz::N,xaç,creu
316,Linie::N,xezik,línia
317,Strich::N,xezik,traç
318,Strich::N,xezik,ratlla
319,Abstand::N,dûrahî,distància
320,Entfernung::N,dûrahî,distància
321,Gegend::N,dever,regió
322,Gegend::N,dever,contrada
323,Platz::N,çih,cabuda
324,Ort::N,dever,lloc
325,Seite::N,rûpel,banda
326,Seite::N,rûpel,costāt
327,Mitte::N,nav,mig
328,Mitte::N,nav,centre
329,Mitte::N,nabênê,mig
330,Mitte::N,nabênê,centre
331,Gegenstand::N,tişt,objecte
332,Sache::N,tişt,cosa
333,Rand::N,kevî,vora
334,Rand::N,kevî,marge
335,Kante::N,kevî,caire
336,Kante::N,kevî,cantell
337,Ecke::N,qunç,cantonada
338,Spitze::N,derzî,punta
339,Ende::N,talî,cap
340,Loch::N,qul,forāt
341,Winkel::N,kurnîşk,racó
342,Muster::N,desen,dibuix
343,Muster::N,desen,disseny
344,Größe::N,mezinî,grandària
345,Länge::N,dirêjahî,longitud
346,Höhe::N,bilindayî,altura
347,Höhe::N,bilindayî,altitud
348,Gewicht::N,giranî,pes
349,Menge::N,qas,quantitat
350,Haufen::N,lod,pila
351,Reihe::N,rêz,fila
352,Boot::N,kelek,bot
353,Boot::N,kelek,barca
354,Ruder::N,bêrik,rem
355,Schlitten::N,xîjik,trineu
356,Ski::N,lakan,esquí
357,Lagerfeuer::N,agir,foc de campament
358,Last::N,bar,càrrega
359,Gang::N,fîtêz,marxa
360,Schritt::N,gav,pas
361,Norden::N,bakur,nord
362,Süden::N,başur,sud
363,Westen::N,rojava,oest
364,Westen::N,rojava,occident
365,Osten::N,rojhilat,est
366,Osten::N,rojhilat,orient
367,Holz::N,dep,fusta
368,Brett::N,dep,taula
369,Platte::N,dep,placa
370,Stütze::N,destek,suport
371,Stange::N,sing,vara
372,Stock::N,çam,pal
373,Stab::N,qat,bastó
374,Rohr::N,borî,tub
375,Haus::N,mal,casa
376,Haus::N,xanî,casa
377,Heim::N,mal,llar
378,Ofen::N,sobe,estufa
379,Fußboden::N,binpê,terra
380,Tisch::N,mase,taula
381,Stuhl::N,kursî,cadira
382,Wiege::N,derguş,bressol
383,Bett::N,qerewêle,llit
384,Regal::N,rêbaz,prestatgeria
385,Kiste::N,sindoq,caixa
386,Fenster::N,çam,finestra
387,Fenster::N,şibeke,finestra
388,Tür::N,derî,porta
389,Tor::N,derge,portal
390,Zaun::N,hejik,tanca
391,Dach::N,sere xanî,teulada
392,Leiter::N,pêling,escala
393,Leiter::N,pêling,escala de mà
394,Besen::N,melkes,escombra
395,Spaten::N,mer,pala
396,Schaufel::N,bêr,pala
397,Gabel::N,çetel,forquilla
398,Löffel::N,kevçî,cullera
399,Messer::N,kêr,coltell
400,Nagel::N,bizmar,clau
401,Netz::N,tor,filat
402,Haken::N,çenqel,ganxo
403,Griff::N,destî,puny
404,Griff::N,destî,mànec
405,Schloss::N,qonax,pany
406,Bild::N,dimen,imatge
407,Figur::N,figûr,figura
408,Puppe::N,bûk,nina
409,Beutel::N,kîsik,bossa
410,Bündel::N,pêçek,feix
411,Bündel::N,pêçek,paquet
412,Tasche::N,bêrîk,bossa
413,Eimer::N,dewl,galleda
414,Deckel::N,devik,tapa
415,Deckel::N,devik,tapadora
416,Geschirr::N,ferax,vaixella
417,Sack::N,tûr,sac
418,Sack::N,tûr,saca
419,Tasse::N,kada,tassa
420,Topf::N,beroş,pot
421,Topf::N,beroş,olla
422,Kessel::N,şîril,caldera
423,Essen::N,xwarin,àpat
424,Essen::N,xwarin,menjada
425,Nahrung::N,xwarin,aliment
426,Speise::N,xwarin,plat
427,Fleisch::N,goşt,carn
428,Getreide::N,zad,cereals
429,Brei::N,hewdêl,puré
430,Brot::N,,pa
431,Scheibe::N,parçe,tall
432,Scheibe::N,parçe,llesca
433,Fett::N,rûn,greix
434,Butter::N,rûn,mantega
435,Öl::N,rûn,oli
436,Salz::N,xwe,sal
437,Suppe::N,şorbe,sopa
438,Honig::N,hingiv,mel
439,Milch::N,şîr,llet
440,Tee::N,çay,te
441,Leder::N,çerm,cuir
442,Wolle::N,herî,llana
443,Stoff::N,paç,tela
444,Nadel::N,derzî,agulla
445,Faden::N,ta,fil
446,Knopf::N,bişkok,botó
447,Knoten::N,girêk,nus
448,Farbe::N,boyax,pintura
449,Kleidung::N,çil,roba
450,Kleidung::N,çil,vestits
451,Hemd::N,qutik,camisa
452,Hemd::N,miltan,camisa
453,Kragen::N,stûvang,coll
454,Ärmel::N,hûçik,màniga
455,Hose::N,şewel,pantalōns
456,Gürtel::N,qayiş,cinturó
457,Mütze::N,fîno,gorra
458,Schuh::N,şêkal,sabata
459,Stiefel::N,gizme,bota
460,Stiefel::N,çizme,bota
461,Ring::N,xelek,anell
462,Band::N,band,veta
463,Band::N,band,cinta
464,Kamm::N,şeh,pinta
465,Spiegel::N,eynik,mirāll
466,Riemen::N,qayiş,corretja
467,Schnur::N,doxin,corda
468,Leine::N,şirît,corretja
469,Decke::N,bataniye,manta
470,Decke::N,bataniye,flassada
471,Kissen::N,balgî,coixí
472,Tuch::N,şar,mocador
473,Handtuch::N,dezmal,tovallola
474,Kraft::N,hêz,força
475,Kraft::N,qewet,força
476,Stärke::N,xurtî,vigor
477,Gesundheit::N,nojdarî,salut
478,Krankheit::N,nexweşî,malaltia
479,Schmerz::N,êş,dolor
480,Wunde::N,kul,ferida
481,Fieber::N,ta,febre
482,Arznei::N,derman,medicament
483,Brücke::N,kopî,pont
484,Brunnen::N,çal,pou
485,Brunnen::N,kani,pou
486,Weide::N,beyar,pastura
487,Pfad::N,xaçirek,senda
488,Pfad::N,xaçirek,sender
489,Weg::N,rê,camí
490,Straße::N,rê,carretera
491,Dorf::N,gund,poble
492,Stadt::N,baçar,ciutāt
493,Brief::N,name,carta
494,Buch::N,kitêb,llibre
495,Buch::N,pirtûk,llibre
496,Buchstabe::N,herf,lletra
497,Zeitung::N,rojname,diāri
498,Leben::N,jiyan,vida
499,Tod::N,mirin,mort
500,Grab::N,mezel,tomba
501,Kirche::N,gilyas,església
502,Sünde::N,guneh,pecat
503,Gott::N,xwedê,déu
504,Arbeiter::N,hîşçî,obrer
505,Chef::N,bêg,cap
506,Meister::N,hoste,mestre
507,Arzt::N,doktor,metge
508,Lehrer::N,mamoste,mestre
509,Geld::N,pere,dinērs
510,Geschäft::N,firoşgeh,negoci
511,Laden::N,dikan,tenda
512,Laden::N,dikan,botiga
513,Preis::N,buha,preu
514,Ware::N,tişt,mercaderia
515,Nutzen::N,fêde,profit
516,Reichtum::N,serwet,riquesa
517,Welt::N,dinya,món
518,Land::N,welat,país
519,Staat::N,dewlet,estat
520,König::N,şah,rei
521,König::N,qral,rei
522,Macht::N,qewet,poder
523,Macht::N,qewet,potència
524,Macht::N,destihilat,poder
525,Macht::N,destihilat,potència
526,Grenze::N,kevî,frontera
527,Krieg::N,çeng,guerra
528,Krieg::N,sêwaş,guerra
529,Feind::N,dijmin,enemic
530,Gewalt::N,zor,violència
531,Kampf::N,şer,lluita
532,Bogen[Waffe]::N,kêvan,arc
533,Pfeil::N,çîrik,fletxa
534,Gewehr::N,tifing,fusell
535,Gewehr::N,tifing,escopeta
536,Fehler::N,şaşî,falta
537,Lüge::N,derew,mentida
538,Schaden::N,xisar,dany
539,Unglück::N,bêbextî,desgràcia
540,Schuld::N,suç,culpa
541,Alter::N,temen,edat
542,Schluss::N,girtin,fi
543,Schluss::N,girtin,final
544,Zeit::N,çax,temps
545,Tag::N,roj,dia
546,Morgen::N,sibeh,matí
547,Mittag::N,nîro,migdia
548,Abend::N,êvar,vespre
549,Nacht::N,şev,nit
550,Woche::N,heftî,setmana
551,Monat::N,meh,mes
552,Jahr::N,sal,any
553,Frühling::N,bihar,primavera
554,Sommer::N,havîn,estīu
555,Herbst::N,payîz,tardor
556,Winter::N,zistan,hivērn
557,Januar::N,çile,gener
558,Februar::N,sibat,febrer
559,März::N,adar,març
560,April::N,nîsan,abril
561,Mai::N,gûlan,maig
562,Juni::N,hezîran,juny
563,Juli::N,tîmeh,juliol
564,August::N,tebax,agost
565,September::N,îlon,setembre
566,Oktober::N,çotmeh,octubre
567,November::N,mijdar,novembre
568,Dezember::N,kanûn,desembre
569,Montag::N,duşemb,dilluns
570,Dienstag::N,sêşem,dimarts
571,Mittwoch::N,çarşemb,dimecres
572,Donnerstag::N,pêşemb,dijous
573,Freitag::N,în,divendres
574,Samstag::N,şemî,dissabte
575,Sonntag::N,yekşemb,diumenge
576,groß::A,mezin,gros
577,klein::A,çûçik,petīt
578,lang::A,dirêj,llarg
579,kurz::A,kin,curt
580,breit::A,fireh,ample
581,schmal::A,tenik,estret
582,dicht::A,gir,dens
583,dick[Gegenstand]::A,şîşman,gruixūt
584,dünn::A,zirav,prim
585,fein::A,tenik,fi
586,fest::A,saxlem,ferm
587,fest::A,saxlem,sòlid
588,flach::A,pahn,pla
589,glatt::A,dûz,llis
590,glatt::A,şayîk,llis
591,hart::A,hişk,dur
592,weich::A,nerm,tou
593,rund::A,gilover,rodó
594,spitz::A,pîj,punxegut
595,scharf::A,tûj,agut
596,stumpf::A,ne tûj,rom
597,stumpf::A,ne tûj,esmussat
598,schwer::A,giran,pesāt
599,schön::A,xweş,bonīc
600,schön::A,xweşik,bonīc
601,heiß::A,kelandî,calēnt
602,warm::A,germ,càlid
603,kalt::A,sar,fred
604,kühl::A,jemîrî,fresc
605,frisch::A,ter,fresc
606,feucht::A,şil,humit
607,nass::A,şilek,mullat
608,trocken::A,zuwa,sec
609,voll::A,tijî,ple
610,leer::A,vala,buit
611,offen::A,vekirî,obert
612,geschlossen::A,asê,tancat
613,sauber::A,pakij,net
614,schmutzig::A,lewitî,brut
615,roh::A,xav,cru
616,reif::A,gihaştî,madur
617,lecker::A,xweş,deliciós
618,süß::A,şîrîn,dolç
619,bitter::A,tahl,amarg
620,sauer::A,tirş,agre
621,hell::A,ronî,clar
622,dunkel::A,tarî,fosc
623,schwarz::A,reş,negre
624,weiß::A,sipî,blanc
625,rot::A,sor,vermēll
626,gelb::A,zer,groc
627,blau::A,şîn,blau
628,grün::A,şîn,verd
629,grau::A,gewr,gris
630,bunt::A,rengîn,multicolor
631,billig::A,erzan,barat
632,teuer::A,biha,car
633,wertvoll::A,hêja,preciós
634,wertvoll::A,giranbiha,preciós
635,blind::A,kor,cec
636,taub::A,kerr,sord
637,kräftig::A,gir,fort
638,kräftig::A,gir,vigorós
639,kräftig::A,xurt,fort
640,kräftig::A,xurt,vigorós
641,stark::A,xurt,fort
642,schwach::A,kesad,feble
643,fett::A,qelew,gras
644,schlank::A,zirav,esvelt
645,hübsch::A,xweşik,maco
646,böse::A,xerab,dolent
647,böse::A,aciz,dolent
648,dumm::A,gêj,ximple
649,dumm::A,gêj,estúpid
650,faul::A,têmbêl,gandūl
651,faul::A,têmbêl,mandrós
652,fleißig::A,jêhatî,diligēnt
653,geizig::A,destgirtî,avar
654,klug::A,baqil,intel·ligent
655,geschickt::A,zîrek,hàbil
656,geschickt::A,ziring,hàbil
657,lieb::A,delal,amat
658,lieb::A,delal,estimat
659,lustig::A,kêfxweş,alegre
660,sanft::A,nazenîn,suau
661,hungrig::A,birçî,afamat
662,krank::A,nexweş,malālt
663,nackt::A,rût,nu
664,nackt::A,tazî,nu
665,traurig::A,xemgîn,trist
666,lebendig::A,bisaxî,viu
667,gut::A,baş,bo
668,schlecht::A,xerab,dolēnt
669,richtig::A,rast,just
670,richtig::A,rast,correcte
671,richtig::A,saxlem,just
672,richtig::A,saxlem,correcte
673,schlimm::A,nebaş,greu
674,wahr::A,rast,vertader
675,wahr::A,rast,veritable
676,alt::A,pîr,vell
677,alt::A,kevn,vell
678,neu::A,nû,nou
679,ehemalig::A,kevnar,antic
680,ehemalig::A,peşidar,antic
681,alt[Lebewesen]::A,pîr,vell
682,jung::A,xort,jove
683,arm::A,feqîr,pobre
684,arm::A,desteng,pobre
685,reich::A,dewlemend,ric
686,bekannt::A,naskirî,conegut
687,berühmt::A,navdar,famós
688,fremd::A,xerîb,estrany
689,verschieden::A,çîhê,diferent
690,nah::A,nêzîk,pròxim
691,fern::A,dûr,llunyà
692,fern::A,dûr,distant
693,linker::A,çepê,esquerre
694,rechter::A,rastê,dret
695,anderer::A,yê din,altre
696,erster::A,yekemîn,primer
697,zweiter::A,duda,segon
698,dritter::A,sisêya,tercer
699,letzter::A,paşîn,últim
700,allein::ADV,tenê,sol
701,auf einmal::ADV,jar kê,d'una vegada
702,zusammen::ADV,tev,junt
703,zusammen::ADV,bi hev re,junt
704,lange::ADV,dirêj,molt de temps
705,plötzlich::ADV,ji nişkave,de cop
706,plötzlich::ADV,ji nişkave,de sobte
707,sofort::ADV,yekser,de seguida
708,später::ADV,paşiyê,més tard
709,jetzt::ADV,nuha,ara
710,heute::ADV,îro,avūi
711,morgen::ADV,sibeh,demà
712,bald::ADV,nêzîk,aviāt
713,dann::ADV,paşê,després
714,gestern::ADV,do,ahir
715,einst::ADV,jar ke,anteriorment
716,damals::ADV,hîngî,llavōrs
717,damals::ADV,hîngî,aleshores
718,danach::ADV,piştra,després
719,vorher::ADV,pîşî,abāns
720,zuerst::ADV,bere,primer
721,einmal::ADV,çarik,una vegada
722,manchmal::ADV,çarna,de vegades
723,oft::ADV,gelek çaran,sovint
724,immer::ADV,daîm,sempre
725,niemals::ADV,tu çar,no ... mai
726,hier::ADV,li vir,aquí
727,hierhin::ADV,vir,per aquí
728,von hier::ADV,ji vir,des d'aquí
729,dort::ADV,li wê derê,allí
730,dorthin::ADV,wêda,hi
731,geradeaus::ADV,rastê rast,tot dret
732,vorwärts::ADV,ber bi pêş,endavānt
733,rückwärts::ADV,paşpê,endarrera
734,zurück::ADV,paşdo,darrere
735,zurück::ADV,paşvê,darrere
736,unten::ADV,jêrî,a baix
737,hinab::ADV,berjêr,cap avall
738,oben::ADV,banî,dalt
739,hinauf::ADV,banî,cap amunt
740,überall::ADV,li her derê,pertot
741,überall::ADV,li her derê,per tot arreu
742,nicht::ADV,ne,no
743,nicht::ADV,nîn,no
744,nicht::ADV,tine,no
745,ein wenig::ADV,hebkî,una mica
746,kaum::ADV,tema,a penes
747,kaum::ADV,himangi,a penes
748,sehr::ADV,gelek,molt
749,so::ADV,weha,així
750,noch::ADV,hêj,encara
751,noch::ADV,dîsa,encara
752,nur::ADV,tenê,només
753,nur::ADV,bes,només
754,schon::ADV,hew,ja
755,wieder::ADV,jar din,de nou
756,wieder::ADV,dîsa,de nou
757,vergebens::ADV,deya çun,en va
758,vergebens::ADV,îfleh bûn,en va
759,vor::PRP,li ber,davānt
760,vor::PRP,li ber,enfront de
761,hinter::PRP,li pişt,darrera
762,unter::PRP,li bin,sota
763,durch::PRP,kura,per
764,neben::PRP,li ba,al costāt de
765,zwischen::PRP,nabeyne,entre
766,zwischen::PRP,di nav...da,entre
767,wegen::PRP,ji bo,a causa de
768,wegen::PRP,ji ber,a causa de
769,dies::PRN,ev,aquest
770,das::PRN,ev,això
771,alles::PRN,hemû,tot
772,ich::PRN,ez,jo
773,du::PRN,tu,tu
774,er::PRN,wî,ell
775,wir::PRN,êm,nosaltres
776,ihr::PRN,hûn,vosaltres
777,sie::PRN,we,ells
778,sie::PRN,we,elles
779,was::FPRN,çi,què
780,wer::FPRN,ki,qui
781,wo::FADV,li ku dere,on
782,wohin::FADV,li ku dere,cap a on
783,wie::FADV,çawa,com
784,warum::FADV,çima,per què
785,wieviel::FNUM,çend,quant
786,eins::NUM,yek,u
787,zwei::NUM,didu,dos
788,drei::NUM,sisê,tres
789,vier::NUM,çar,quatre
790,fünf::NUM,penç,cinc
791,sechs::NUM,şeş,sis
792,sieben::NUM,heft,set
793,acht::NUM,heşt,vuit
794,neun::NUM,neh,nou
795,zehn::NUM,deh,deu
796,elf::NUM,yazdeh,onze
797,zwölf::NUM,diwazdeh,dotze
798,zwanzig::NUM,bîst,vint
799,dreißig::NUM,sih,trenta
800,vierzig::NUM,çil,quaranta
801,fünfzig::NUM,pençi,cinquanta
802,sechzig::NUM,şêst,seixanta
803,siebzig::NUM,heftê,setanta
804,achtzig::NUM,heştê,vuitanta
805,neunzig::NUM,nod,noranta
806,hundert::NUM,sêd,cent
807,tausend::NUM,hezar,mil
808,und::CNJ,û,i
809,oder::CNJ,an,o
810,oder::CNJ,yan,o
811,stehen::V,sekinîn,estar de peu
812,sitzen::V,rûniştin,seure
813,liegen::V,paldan,jeure
814,hängen::V,darve kirin,penjar
815,werden::V,bûn,fer-se
816,werden::V,bûn,posar-se
817,passieren::V,hatin holê,succeir
818,passieren::V,hatin serê kesî,succeir
819,beginnen::V,li dest pêkirin,iniciar-se
820,enden::V,xalas bû,acabar-se
821,enden::V,xalas bû,terminar-se
822,wechseln::V,guherandin,canviar
823,wechseln::V,dêgiş kirin,canviar
824,aufgehen[Sonne]::V,hilatin,sortir
825,untergehen[Sonne]::V,çun ava,posar-se
826,scheinen[Sonne]::V,şewk de,brillar
827,donnern::V,gire-gir,tronar
828,wehen::V,ba le de,bufar
829,strömen::V,xwe girtin,afluir
830,fließen::V,herikîn,fluir
831,sich drehen::V,xwe zivirandin,girar
832,schwanken::V,hejandin,vacil·lar
833,schwingen::V,libakirin,oscil·lar
834,fallen::V,ketin,caure
835,fallen::V,ketin,tombar
836,brennen::V,şewitîn,cremar
837,rauchen::V,kişandin,fumejar
