,Concept_ID,nl,ab
126,Stamm::N,stam,ашьапы
127,Rinde::N,schors,ацəа
128,Ast::N,tak,амахə
129,Ast::N,tak,амахəҭа
130,Zweig::N,twijg,амахə
131,Zweig::N,twijg,амахəҭа
132,Blatt::N,blad,абҕьы
133,Birke::N,berk,аҵааҵла
134,Kiefer[Baum]::N,den,амза
135,Weide[Baum]::N,wilg,аҧслыш
136,Tanne::N,spar,аҧсаӡ
137,Horn::N,hoorn,атəыҩа
138,Feder::N,veer,ахӡы
139,Feder::N,pluim,ахӡы
140,Fell::N,vel,ацəа
141,Flügel::N,vleugel,амҵəыжəа
142,Klaue::N,klauw,ашьапхыц
143,Kralle::N,klauw,
144,Schwanz::N,staart,аҵыхəа
145,Ei::N,ei,акəтаӷь
146,Nest::N,nest,аҭра
147,Nest::N,nest,аҵысҭра
148,Bau::N,hol,аҭыҩра
149,Tier::N,dier,аҧстəы
150,Tier::N,dier,агыгшəыг
151,Herde::N,kudde,агəарҭа
152,Kuh::N,koe,ажə
153,Bulle::N,stier,ацə
154,Pferd::N,paard,аҽы
155,Schaf::N,schaap,ауаса
156,Schwein::N,varken,аҳəа
157,Hund::N,hond,ала
158,Katze::N,kat,ацгəы
159,Bär::N,beer,амшə
160,Eichhörnchen::N,eekhoorntje,аеш
161,Elch::N,eland,аҽаҩа
162,Fuchs::N,vos,абгахəыҷы
163,Hase::N,haas,ажьа
164,Maus::N,muis,аҳəынаҧ
165,Wolf::N,wolf,абгаду
166,Vogel::N,vogel,аҧсаатə
167,Schwarm::N,zwerm,
168,Huhn::N,kip,акəты
169,Huhn::N,hoen,акəты
170,Hahn::N,haan,арбаҕь
171,Gans::N,gans,аҟыз
172,Adler::N,arend,ауарба
173,Ente::N,eend,акəата
174,Eule::N,uil,аты
175,Kranich::N,kraanvogel,апҟа
176,Krähe::N,kraai,аҟəараан
177,Kuckuck::N,koekoek,акəыкəу
178,Schwan::N,zwaan,агьад
179,Fisch::N,vis,аҧсыӡ
180,Barsch::N,baars,ацəыбла
181,Hecht::N,snoek,ахиаала
182,Schlange[Tier]::N,slang,амаҭ
183,Wurm::N,worm,ахəа
184,Wurm::N,worm,ахəац
185,Spinne::N,spin,абызкаҭаҳа
186,Ameise::N,mier,ашышкамс
187,Laus::N,luis,аҵа
188,Mücke::N,mug,акəыбры
189,Fliege::N,vlieg,амҵ
190,Schmetterling::N,vlinder,аҧарҧалыкь
191,Beere::N,bes,аргуц
192,Apfel::N,appel,аҵəа
193,Pilz::N,paddestoel,акəкəбаа
194,Zwiebel::N,ui,аџьымшьы
195,Zwiebel::N,ui,аџьымшьхы
196,Saat::N,zaad,ажəла
197,Korn::N,graan,арыц
198,Korn::N,korrel,арыц
199,Heu::N,hooi,аҭəа
200,Schale::N,schil,ацəа
201,Grube::N,kuil,ажра
202,Grube::N,kuil,атыша
203,Falle::N,val,арыҧҟьа
204,Schlinge::N,strop,аҟəараҟəантə
205,Spur::N,spoor,ашьҭа
206,Asche::N,as,ахəа
207,Dreck::N,drek,аҳəынҵəа
208,Dreck::N,drek,аҟьамсар
209,Eisen::N,ijzer,аиха
210,Gold::N,goud,ахьы
211,Silber::N,zilver,аразны
212,Kohle::N,kool,арацəа
213,Glas::N,glas,асаркьа
214,Lehm::N,klei,анышəаҧшь
215,Sand::N,zand,аҧслымӡ
216,Mensch::N,mens,ауаҩы
217,Mann::N,man,ахаҵа
218,Frau::N,vrouw,аҧҳəыс
219,Kind::N,kind,ахəыҷы
220,Junge::N,jongen,аҷкəын
221,Junge::N,jongen,ахаҵарҧыс
222,Mädchen::N,meisje,аӡӷаб
223,Familie::N,gezin,аҭаацəа
224,Familie::N,familie,аҭаацəа
225,Großvater::N,grootvader,абду
226,Großmutter::N,grootmoeder,анду
227,Eltern::N,ouders,ани аби
228,Vater::N,vader,аб
229,Mutter::N,moeder,ан
230,Sohn::N,zoon,аҧа
231,Tochter::N,dochter,аҧҳа
232,Bruder::N,broer,аиашьа
233,Bruder::N,broeder,аиашьа
234,Schwester::N,zus,Аҳəшьа
235,Schwester::N,zuster,Аҳəшьа
236,Onkel::N,oom,абиашьа
237,Onkel::N,oom,аншьа
238,Tante::N,tante,абиаҳəшьа
239,Ehemann::N,echtgenoot,ахаҵа
240,Ehemann::N,echtgenoot,аҧшəма
241,Ehefrau::N,echtgenote,аҧҳəыс
242,Freude::N,vreugde,агəырӷьара
243,Gelächter::N,gelach,ачча
244,Gelächter::N,gelach,аччара
245,Glück::N,geluk,аразҟы
246,Kummer::N,verdriet,агəырҩа
247,Wunsch::N,wens,агəхəтəы
248,Wunsch::N,wens,аҭахра
249,Wunsch::N,verlangen,агəхəтəы
250,Wunsch::N,verlangen,аҭахра
251,Lust::N,zin,агəазыҳəара
252,Lust::N,lust,агəазыҳəара
253,Geist::N,geest,аҧсы
254,Gedanke::N,gedachte,ахəыцырҭа
255,Gedächtnis::N,geheugen,агəынкылара
256,Verstand::N,verstand,ахшыҩ
257,Sinn::N,betekenis,аҵакы
258,Grund::N,reden,амзыз
259,Wahrheit::N,waarheid,аиаша
260,Gespräch::N,gesprek,аиҿцәажәара
261,Märchen::N,sprookje,алакə
262,Erzählung::N,verhaal,ажәабжь
263,Nachricht::N,tijding,адырраҭара
264,Neuigkeit::N,nieuws,ажәабжь ҿыц
265,Neuigkeit::N,nieuwtje,ажәабжь ҿыц
266,Name::N,naam,ахьӡ
267,Rätsel::N,raadsel,ацуфара
268,Rede::N,rede,ажәа
269,Sprache::N,taal,абызшəа
270,Stimme::N,stem,абжьы
271,Wort::N,woord,ажәа
272,Zeichen::N,teken,адырга
273,Ruf::N,roep,аҿҭы
274,Lärm::N,lawaai,ашьҭыбжь
275,Laut::N,klank,ашьҭыбжь
276,Laut::N,geluid,ашьҭыбжь
277,Ton::N,toon,атон
278,Ton::N,klank,атон
279,Lied::N,lied,ашəа
280,Ruhe::N,rust,аҭынчра
281,Ruhe::N,stilte,аҭынчра
282,Leute::N,lui,ауаа
283,Leute::N,mensen,ауаа
284,Volk::N,volk,ажəлар
285,Arbeit::N,werk,аусура
286,Arbeit::N,arbeid,аусура
287,Gast::N,gast,асас
288,Geschenk::N,cadeau,аҳамҭа
289,Geschenk::N,cadeau,аҿанҵа
290,Geschenk::N,geschenk,аҳамҭа
291,Geschenk::N,geschenk,аҿанҵа
292,Spiel::N,spel,ахəмарра
293,Gesellschaft::N,gezelschap,агəыҧ
294,Hilfe::N,hulp,ацхыраара
295,Freund::N,vriend,аҩыза
296,Kamerad::N,maat,Аҧхнагьла
297,Kamerad::N,metgezel,Аҧхнагьла
298,Angelegenheit::N,zaak,аус
299,Angelegenheit::N,aangelegenheid,аус
300,Anzahl::N,tal,ахыҧхьаӡара
301,Anzahl::N,aantal,ахыҧхьаӡара
302,Art::N,slag,ахкы
303,Art::N,soort,ахкы
304,Stück::N,stuk,аҽыҭ
305,Teil::N,deel,ахəҭа
306,Hälfte::N,helft,абжа
307,Kreis::N,kring,агьагьа
308,Kreis::N,cirkel,агьагьа
309,Kreuz::N,kruis,аџьар
310,Linie::N,lijn,аицтәар
311,Strich::N,haal,ацəаҳəа
312,Strich::N,streep,ацəаҳəа
313,Abstand::N,afstand,абжьара
314,Entfernung::N,afstand,абжьара
315,Gegend::N,streek,аҭыҧ
316,Platz::N,ruimte,аҭыҧ
317,Ort::N,oord,аҭыҧ
318,Ort::N,plaats,аҭыҧ
319,Seite::N,zij,аган
320,Seite::N,kant,аган
321,Seite::N,zijde,аган
322,Mitte::N,midden,агəҭа
323,Gegenstand::N,voorwerp,амаҭəар
324,Sache::N,zaak,
325,Rand::N,rand,аҵкар
326,Rand::N,boord,аҵкар
327,Kante::N,kant,авардым
328,Ecke::N,hoek,акəакь
329,Spitze::N,punt,аҧынҵа
330,Spitze::N,spits,аҧынҵа
331,Ende::N,einde,анаӡара
332,Ende::N,uiteinde,анаӡара
333,Loch::N,gat,акылҵəара
334,Winkel::N,hoek,агҿаҩра
335,Winkel::N,hoek,акəындхə
336,Winkel::N,hoek,акəакь
337,Muster::N,dessin,аҟҟа
338,Muster::N,patroon,аҟҟа
339,Größe::N,grootte,изаҟароу
340,Länge::N,lengte,аура
341,Höhe::N,hoogte,агылара
342,Gewicht::N,gewicht,акапан
343,Menge::N,hoeveelheid,
344,Haufen::N,hoop,ачаҟəа
345,Reihe::N,rij,ацəаҳəа
346,Reihe::N,reeks,ацəаҳəа
347,Boot::N,boot,анышь
348,Ruder::N,roeiriem,ажəҩа
349,Schlitten::N,slee,ашəаҩауардын
350,Schlitten::N,slede,ашəаҩауардын
351,Ski::N,ski,ашəаҩа
352,Ski::N,ski,ашьахаха
353,Lagerfeuer::N,kampvuur,еиқуу амца
354,Last::N,last,ахьанҭара
355,Last::N,vracht,ахьанҭара
356,Gang::N,wandeling,аныҟəара
357,Schritt::N,stap,ашьаҿа
358,Schritt::N,schrede,ашьаҿа
359,Norden::N,noorden,аҩада
360,Süden::N,zuiden,алада
361,Westen::N,westen,амраҭашəара
362,Osten::N,oosten,амрагылара
363,Holz::N,hout,амҿымаҭəахə
364,Brett::N,plank,аӷəы
365,Platte::N,plaat,ахаҳәцәы
366,Stütze::N,stut,аҵаргəа
367,Stütze::N,stut,агəышьаҟа
368,Stütze::N,steun,аҵаргəа
369,Stütze::N,steun,агəышьаҟа
370,Stange::N,stang,акьат
371,Stock::N,stok,алаба
372,Stab::N,staf,акьат
373,Rohr::N,pijp,абыкь
374,Haus::N,huis,аҩны
375,Heim::N,tehuis,аҭаацəа
376,Ofen::N,kachel,аҳақə
377,Ofen::N,kachel,ауаџьаҟ
378,Ofen::N,kachel,афрына
379,Fußboden::N,vloer,адашьма
380,Tisch::N,tafel,аишәа
381,Stuhl::N,stoel,аҟəардə
382,Wiege::N,wieg,агара
383,Bett::N,bed,акаруаҭ
384,Regal::N,rek,акыӷəра
385,Kiste::N,kist,аидчаҧала
386,Fenster::N,raam,аҧенџьыр
387,Fenster::N,venster,аҧенџьыр
388,Tür::N,deur,ашə
389,Tor::N,poort,агəашə
390,Zaun::N,omheining,аанда
391,Dach::N,dak,ахыб
392,Leiter::N,ladder,амардуан
393,Besen::N,bezem,аҧссага
394,Spaten::N,schop,ажыга
395,Schaufel::N,schep,аҭəарӷəы
396,Gabel::N,vork,ачқьыҧ
397,Löffel::N,lepel,амҳаҵə
398,Messer::N,mes,аҳəызба
399,Nagel::N,spijker,аҵəымӷ
400,Netz::N,net,акаҭа
401,Haken::N,haak,аҵəаҳə
402,Griff::N,handvat,амаа
403,Schloss::N,slot,асаҧаҭ
404,Bild::N,beeld,асахьа
405,Figur::N,figuur,афигура
406,Puppe::N,pop,акьанџьа
407,Beutel::N,zak,асакь
408,Beutel::N,buidel,асакь
409,Bündel::N,pak,аҿаҳəара
410,Bündel::N,bundel,аҿаҳəара
411,Tasche::N,tas,арҭмаҟ
412,Eimer::N,emmer,аведра
413,Deckel::N,deksel,ахҩа
414,Geschirr::N,vaatwerk,ачысмаҭəа
415,Sack::N,zak,асакь
416,Tasse::N,kop,аҵəца
417,Topf::N,pan,акаструлиа
418,Kessel::N,ketel,ачуан
419,Essen::N,eten,
420,Nahrung::N,voedsel,афатə
421,Speise::N,spijs,афатə
422,Fleisch::N,vlees,акəац
423,Getreide::N,graan,ачакуа
424,Brei::N,pap,ақашь
425,Brei::N,brij,ақашь
426,Brot::N,brood,ача
427,Scheibe::N,plak,аҽыҭ
428,Scheibe::N,plak,аҿаҵа
429,Scheibe::N,snede,аҽыҭ
430,Scheibe::N,snede,аҿаҵа
431,Fett::N,vet,ашша
432,Butter::N,boter,ахəша
433,Öl::N,olie,азеҭ
434,Salz::N,zout,аџьыка
435,Suppe::N,soep,асуҧ
436,Honig::N,honing,ацха
437,Milch::N,melk,ахш
438,Tee::N,thee,ачаи
439,Leder::N,leer,ацəа
440,Leder::N,leder,ацəа
441,Wolle::N,wol,аласа
442,Stoff::N,stof,Аба
443,Nadel::N,naald,агəыр
444,Faden::N,draad,арахəыц
445,Knopf::N,knoop,аҳəынҵəра
446,Knoten::N,knoop,аиқəҳəала
447,Farbe::N,verf,ашəыга
448,Kleidung::N,kledij,амаҭəа
449,Kleidung::N,kleding,амаҭəа
450,Hemd::N,hemd,акьаҿ
451,Kragen::N,kraag,ахəда
452,Ärmel::N,mouw,амаӷра
453,Hose::N,broek,аиқəа
454,Hose::N,pantalon,аиқəа
455,Gürtel::N,riem,амаҟа
456,Gürtel::N,gordel,амаҟа
457,Mütze::N,muts,ахылҧа
458,Schuh::N,schoen,аимаа
459,Stiefel::N,laars,амагə
460,Ring::N,ring,амацəаз
461,Band::N,lint,алента
462,Kamm::N,kam,ахҳəа
463,Spiegel::N,spiegel,асаркьа
464,Riemen::N,riem,аа
465,Schnur::N,koord,ашаха
466,Leine::N,lijn,аҕура
467,Decke::N,deken,ахыза
468,Kissen::N,kussen,ахчы
469,Tuch::N,doek,акасы
470,Handtuch::N,handdoek,ампахьшьы
471,Kraft::N,kracht,амч
472,Stärke::N,sterkte,амч
473,Gesundheit::N,gezondheid,агəабзиара
474,Krankheit::N,ziekte,ачымазара
475,Schmerz::N,pijn,ахьаа
476,Wunde::N,wond,ахəра
477,Fieber::N,koorts,ашоура
478,Arznei::N,medicament,ахəшə
479,Arznei::N,geneesmiddel,ахəшə
480,Brücke::N,brug,ацҳа
481,Brunnen::N,put,аҵыџь
482,Brunnen::N,bron,аҵыџь
483,Weide::N,wei,аҳəырҭа
484,Weide::N,weide,аҳəырҭа
485,Pfad::N,pad,амхəасҭа
486,Weg::N,weg,амҩа
487,Straße::N,baan,амҩа
488,Straße::N,straat,амҩа
489,Dorf::N,dorp,ақыҭа
490,Stadt::N,stad,ақалақь
491,Brief::N,brief,ашəҟəы
492,Buch::N,boek,ашəҟəы
493,Buchstabe::N,letter,анбан
494,Zeitung::N,krant,агазеҭ
495,Zeitung::N,dagblad,агазеҭ
496,Leben::N,leven,аҧсҭазаара
497,Tod::N,dood,аҧсра
498,Grab::N,graf,анышəынҭра
499,Kirche::N,kerk,ауахəама
500,Sünde::N,zonde,агəнаҳа
501,Gott::N,god,анцəа
502,Arbeiter::N,arbeider,аусуҩ
503,Chef::N,chef,Аиҳабы
504,Meister::N,meester,аҟаза
505,Arzt::N,arts,аҳақьым
506,Arzt::N,dokter,аҳақьым
507,Lehrer::N,leraar,арҵаҩы
508,Lehrer::N,onderwijzer,арҵаҩы
509,Geld::N,geld,аҧара
510,Geschäft::N,zaak,
511,Laden::N,winkel,амагазин
512,Preis::N,prijs,ахə
513,Ware::N,waar,атауар
514,Nutzen::N,nut,ақьар
515,Nutzen::N,voordeel,ақьар
516,Reichtum::N,rijkdom,абеиара
517,Welt::N,wereld,адунеи
518,Land::N,land,атəыла
519,Staat::N,staat,аҳəынҭқарра
520,König::N,koning,акрал
521,Macht::N,macht,амчра
522,Grenze::N,grens,аҳəаа
523,Krieg::N,oorlog,аибашьра
524,Feind::N,vijand,Аҕа
525,Gewalt::N,geweld,ақəымчра
526,Kampf::N,strijd,ақəҧара
527,Kampf::N,gevecht,ақəҧара
528,Bogen[Waffe]::N,boog,ахыц
529,Pfeil::N,pijl,ахəымпал
530,Gewehr::N,geweer,ашəақь
531,Fehler::N,fout,агха
532,Lüge::N,leugen,амц
533,Schaden::N,schade,аҧырхага
534,Unglück::N,tegenspoed,арыцҳара
535,Schuld::N,schuld,ахара
536,Alter::N,leeftijd,ақəра
537,Schluss::N,slot,анҵəамҭа
538,Zeit::N,tijd,аамта
539,Tag::N,dag,амш
540,Morgen::N,morgen,ашара
541,Morgen::N,morgen,ашьыбжь
542,Morgen::N,ochtend,ашара
543,Morgen::N,ochtend,ашьыбжь
544,Mittag::N,middag,шьыбжьон
545,Abend::N,avond,ахəылҧаз
546,Abend::N,avond,ахəлбыҽха
547,Nacht::N,nacht,аҵх
548,Woche::N,week,амчыбжь
549,Monat::N,maand,
550,Jahr::N,jaar,
551,Frühling::N,lente,ааҕын
552,Frühling::N,voorjaar,ааҕын
553,Sommer::N,zomer,аҧхын
554,Herbst::N,herfst,ҭагалан
555,Herbst::N,herfst,хкаарачан
556,Winter::N,winter,аӡын
557,Januar::N,januari,ианвар
558,Februar::N,februari,февраль
559,März::N,maart,март
560,April::N,april,апрель
561,Mai::N,mei,маи
562,Juni::N,juni,иуун
563,Juli::N,juli,иууль
564,August::N,augustus,август
565,September::N,september,сентиабр
566,Oktober::N,oktober,октиабр
567,November::N,november,ноиабр
568,Dezember::N,december,декабр
569,Montag::N,maandag,ашəахьа
570,Dienstag::N,dinsdag,аҩаша
571,Mittwoch::N,woensdag,ахаша
572,Donnerstag::N,donderdag,аҧшьаша
573,Freitag::N,vrijdag,ахəаша
574,Samstag::N,zaterdag,асабша
575,Sonntag::N,zondag,амҽыша
576,groß::A,groot,аду
577,klein::A,klein,амаҷ
578,lang::A,lang,ахəхəа
579,kurz::A,kort,акьаҿ
580,breit::A,breed,аиужь
581,breit::A,breed,аиҵых
582,schmal::A,smal,аҭшəа
583,dicht::A,dicht,аилач
584,dick[Gegenstand]::A,dik,ажəпа
585,dünn::A,dun,
586,fein::A,fijn,апа
587,fein::A,fijn,аҵаӷа
588,fein::A,fijn,аӡа
589,fest::A,vast,аҟаца
590,fest::A,vast,аӷəӷəаҟаца
591,flach::A,plat,ақəаҟьа
592,flach::A,plat,аҧаҟьа
593,glatt::A,glad,аимаҩзы
594,hart::A,hard,акьакьа
595,weich::A,week,атата
596,rund::A,rond,акəмпыл
597,spitz::A,spits,аҵар
598,spitz::A,puntig,аҵар
599,scharf::A,scherp,аҵар
600,stumpf::A,stomp,ацагə
601,schwer::A,zwaar,ахьанҭа
602,schön::A,mooi,аҧшӡа
603,schön::A,fraai,аҧшӡа
604,heiß::A,heet,ашы
605,warm::A,warm,аҧха
606,kalt::A,koud,ахьшəашəа
607,kühl::A,koel,ахьшəашəа
608,kühl::A,koel,ицәыхьшәашәоу
609,frisch::A,fris,цқьа
610,feucht::A,vochtig,ацəаак
611,nass::A,nat,абааӡа
612,trocken::A,droog,Аба
613,trocken::A,droog,аҩа
614,voll::A,vol,азна
615,leer::A,leeg,аҭацəы
616,offen::A,open,аарта
617,geschlossen::A,gesloten,ихҩоу
618,geschlossen::A,gesloten,иаркыу
619,sauber::A,net,ацқьа
620,sauber::A,schoon,ацқьа
621,schmutzig::A,vuil,аҟьашь
622,roh::A,rauw,
623,reif::A,rijp,Арҭ
624,reif::A,rijp,аҟала
625,reif::A,rijp,иҟалахьоу
626,lecker::A,lekker,ахаа
627,süß::A,zoet,азла
628,bitter::A,bitter,аша
629,sauer::A,zuur,аҵəҵəы
630,hell::A,licht,алаша
631,hell::A,helder,алаша
632,dunkel::A,donker,алашьца
633,schwarz::A,zwart,аиқуаҵәа
634,weiß::A,wit,ашкəакəа
635,rot::A,rood,аҟаҧшь
636,gelb::A,geel,аҩеижь
637,blau::A,blauw,аҽҵәа
638,grün::A,groen,ашьацҧшҭəала
639,grün::A,groen,аеҵəа
640,grau::A,grijs,ацəыш
641,bunt::A,bont,Аилыҕраа
642,bunt::A,bont,аҕраҷкəын
643,billig::A,goedkoop,амариа
644,teuer::A,duur,амҩан
645,wertvoll::A,kostbaar,кыр иаҕсоу
646,wertvoll::A,kostbaar,акыр иаҕсоу
647,wertvoll::A,waardevol,кыр иаҕсоу
648,wertvoll::A,waardevol,акыр иаҕсоу
649,blind::A,blind,алашə
650,taub::A,doof,адагəа
651,kräftig::A,krachtig,аӷəӷəа
652,stark::A,sterk,абаҟа
653,schwach::A,zwak,акəада
654,fett::A,vet,аҧсыла
655,schlank::A,slank,акала
656,schlank::A,slank,акьалантар
657,schlank::A,slank,аиҿартə
658,hübsch::A,leuk,аҧшӡа
659,böse::A,kwaad,абааҧсы
660,dumm::A,dom,агаӡа
661,faul::A,lui,аашьа
662,fleißig::A,vlijtig,иҟубҷоу
663,geizig::A,gierig,акы
664,geizig::A,gierig,акаҷбеи
665,geizig::A,gierig,аҟəџьыр
666,klug::A,slim,аҟəыш
667,klug::A,slim,аҟəыӷа
668,klug::A,schrander,аҟəыш
669,klug::A,schrander,аҟəыӷа
670,klug::A,verstandig,аҟəыш
671,klug::A,verstandig,аҟəыӷа
672,geschickt::A,handig,напҟазала
673,geschickt::A,vaardig,напҟазала
674,lieb::A,lief,алашара
675,lustig::A,vrolijk,алах-ҿых
676,lustig::A,vrolijk,игурҕьаччо
677,lustig::A,vrolijk,агурҕьа
678,lustig::A,vrolijk,агурҿыхага
679,sanft::A,zacht,атата
680,sanft::A,zacht,аҟəымшəышə
681,sanft::A,zacht,ақьыҧш
682,hungrig::A,hongerig,амлашь
683,krank::A,ziek,ачымазаҩ
684,nackt::A,naakt,аҟьантаз
685,traurig::A,treurig,алахьеиқəҵага
686,traurig::A,bedroefd,алахьеиқəҵага
687,lebendig::A,levend,абза
688,gut::A,goed,абзиа
689,schlecht::A,slecht,-хəарҭам
690,richtig::A,juist,иашоу
691,schlimm::A,erg,абааҧсы
692,schlimm::A,kwaad,абааҧсы
693,wahr::A,waar,агəҭылса
694,wahr::A,waar,абзиаҵəҟьа
695,alt::A,oud,Ажə
696,neu::A,nieuw,аҿыц
697,ehemalig::A,voormalig,анкьатәи
698,alt[Lebewesen]::A,oud,абырг
699,alt[Lebewesen]::A,oud,ақабада
700,alt[Lebewesen]::A,oud,Ажə
701,jung::A,jong,аҟата
702,arm::A,arm,ананамга
703,reich::A,rijk,абеиа
704,bekannt::A,bekend,адыр
705,berühmt::A,beroemd,адыр
706,fremd::A,vreemd,атəым
707,verschieden::A,verscheiden,Еиуа-еиҧшым
708,verschieden::A,verschillend,Еиуа-еиҧшым
709,nah::A,nabij,ааигəа
710,nah::A,nabijgelegen,ааигəа
711,fern::A,ver,ахара
712,linker::A,linker,арма
713,rechter::A,rechter,арҕьа
714,anderer::A,andere,даҽа
715,anderer::A,andere,даҽакы
716,erster::A,eerste,актәи
717,zweiter::A,tweede,аҩбатəи
718,dritter::A,derde,ахҕатәи
719,letzter::A,laatste,аҵыхəтəантəи
720,allein::ADV,alleen,мацара
721,auf einmal::ADV,ineens,зныкала
722,auf einmal::ADV,ineens,зныкҟьара
723,auf einmal::ADV,tegelijk,зныкала
724,auf einmal::ADV,tegelijk,зныкҟьара
725,zusammen::ADV,samen,аиц...
726,zusammen::ADV,bijeen,аиц...
727,lange::ADV,lang,акыраамҭа
728,plötzlich::ADV,eensklaps,иаалырҟьаны
729,plötzlich::ADV,plotsklaps,иаалырҟьаны
730,sofort::ADV,terstond,иаразнакҵәҟьа
731,sofort::ADV,aanstonds,иаразнакҵәҟьа
732,sofort::ADV,onmiddelijk,иаразнакҵәҟьа
733,später::ADV,later,уажəшьҭаншəа
734,jetzt::ADV,nu,уажәы
735,jetzt::ADV,nou,уажәы
736,jetzt::ADV,thans,уажәы
737,heute::ADV,heden,иахьа
738,heute::ADV,vandaag,иахьа
739,morgen::ADV,morgen,уаҵәы
740,bald::ADV,gauw,иласны
741,bald::ADV,weldra,иласны
742,dann::ADV,dan,нас
743,dann::ADV,toen,нас
744,gestern::ADV,gisteren,иацы
