,Concept_ID,sv,os
156,Fell::N,fäll,царм
157,Fell::N,skinn,царм
158,Flügel::N,vinge,базыр
159,Klaue::N,klöv,ных
160,Kralle::N,klo,дзӕмбы
161,Schwanz::N,svans,къӕдзил
162,Schwanz::N,stjärt,къӕдзил
163,Ei::N,ägg,айк
164,Nest::N,rede,ахстон
165,Nest::N,näste,ахстон
166,Bau::N,bo,хуынкъ
167,Tier::N,djur,сырд
168,Tier::N,djur,цӕрӕгой
169,Herde::N,flock,дзуг
170,Herde::N,flock,рӕгъау
171,Kuh::N,ko,хъуг
172,Bulle::N,tjur,гал
173,Pferd::N,häst,бӕх
174,Schaf::N,får,фыс
175,Schwein::N,svin,хуы
176,Hund::N,hund,куыдз
177,Katze::N,katt,гӕды
178,Bär::N,björn,арс
179,Eichhörnchen::N,ekorre,æхсæрæг
180,Elch::N,älg,цæгатаг саг
181,Fuchs::N,räv,рувас
182,Hase::N,hare,тæрхъус
183,Maus::N,mus,мыст
184,Wolf::N,varg,бирӕгъ
185,Vogel::N,fågel,цъиу
186,Vogel::N,fågel,маргъ
187,Schwarm::N,svärm,бал
188,Huhn::N,höns,карк
189,Hahn::N,tupp,уасӕг
190,Gans::N,gås,хъаз
191,Adler::N,örn,цӕргӕс
192,Ente::N,anka,ацц
193,Eule::N,uggla, уыг
194,Eule::N,uggla,сидахъ
195,Kranich::N,trana,зырнæг
196,Kranich::N,trana,хърихъупп
197,Krähe::N,kråka,халон
198,Kuckuck::N,gök,гаккук
199,Schwan::N,svan,доныхъаз
200,Fisch::N,fisk,кӕсаг
201,Barsch::N,abborre,окунь
202,Hecht::N,gädda,хихор кӕсаг
203,Schlange[Tier]::N,orm,калм
204,Wurm::N,mask,зулкъ
205,Wurm::N,mask,къуыдыргалм
206,Spinne::N,spindel,хӕлуарӕг
207,Ameise::N,myra,мæлдзыг
208,Laus::N,lus,сыст
209,Mücke::N,mygga,къогъо
210,Fliege::N,fluga,бындз
211,Schmetterling::N,fjäril,гæлæбу
212,Beere::N,bär,гагадыргъ
213,Apfel::N,äpple,фӕткъуы
214,Pilz::N,svamp,зокъо
215,Pilz::N,svamp,къозо
216,Zwiebel::N,lök,хъӕдындз
217,Saat::N,sådd,тауинаг
218,Saat::N,sådd,мыггаг
219,Korn::N,korn,мыггаг
220,Korn::N,korn,тауинаг
221,Heu::N,hö,хос
222,Schale::N,skal,цъар
223,Grube::N,grop,урм
224,Grube::N,grop,къахт
225,Grube::N,grop,дзыхъхъ
226,Falle::N,fälla,цъысым
227,Falle::N,fälla,къӕппӕг
228,Schlinge::N,snara,цасм
229,Spur::N,spår,фæд
230,Asche::N,aska,фӕнык
231,Asche::N,aska,ӕртхутӕг
232,Dreck::N,lort,цъыф
233,Eisen::N,järn,ӕфсӕйнаг
234,Gold::N,guld,сыгъзӕрин
235,Silber::N,silver,ӕвзист
236,Kohle::N,kol,ӕвзалы
237,Glas::N,glas,авг
238,Lehm::N,lera,ӕлыг
239,Sand::N,sand,змис
240,Mensch::N,människa,лӕг
241,Mensch::N,människa,адӕймаг
242,Mensch::N,människa,удгоймаг
243,Mann::N,man,лӕг
244,Mann::N,man,нӕлгоймаг
245,Frau::N,kvinna,сылгоймаг
246,Kind::N,barn,сывӕллон
247,Junge::N,pojke,лӕппу
248,Mädchen::N,flicka,чызг
249,Familie::N,familj,бинонтæ
250,Großvater::N,morfar,фыдыфыд
251,Großvater::N,morfar,мадыфыд
252,Großmutter::N,farmor,фыды мад
253,Großmutter::N,farmor,мады мад
254,Eltern::N,föräldrar,ныййарджытæ
255,Vater::N,far,фыд
256,Mutter::N,mor,мад
257,Sohn::N,son,фырт
258,Tochter::N,dotter,чызг
259,Bruder::N,bror,ӕфсымӕр
260,Schwester::N,syster,хо
261,Onkel::N,morbror,фыдыфсымӕр
262,Tante::N,tant,мадыхо
263,Ehemann::N,äkta man,мой
264,Ehefrau::N,hustru,ус
265,Freude::N,fröjd,цин
266,Freude::N,fröjd,циндзинад
267,Freude::N,glädje,цин
268,Freude::N,glädje,циндзинад
269,Gelächter::N,åtlöje,худын
270,Gelächter::N,åtlöje,худт
271,Gelächter::N,åtlöje,худæг
272,Glück::N,lycka,амонд
273,Kummer::N,sorg,хъыг
274,Wunsch::N,önskan,бӕллиц
275,Lust::N,lust,монц
276,Geist::N,ande,уд
277,Gedanke::N,tanke,хъуыды
278,Gedächtnis::N,minne,мысæн
279,Gedächtnis::N,minne,мысын
280,Gedächtnis::N,minne,зæрдылдарын
281,Verstand::N,förstånd,зонд
282,Sinn::N,mening,нысаниуæг
283,Sinn::N,betydelse,нысаниуæг
284,Grund::N,skäl,ӕфсон
285,Grund::N,grund,ӕфсон
286,Wahrheit::N,sanning,æцæг
287,Gespräch::N,samtal,ныхас
288,Märchen::N,saga,аргъау
289,Erzählung::N,berättelse,радзырд
290,Nachricht::N,meddelande,уац
291,Neuigkeit::N,nyhet,хабар
292,Name::N,namn,ном
293,Rätsel::N,gåta,уыци-уыци
294,Rätsel::N,gåta,базон-базон
295,Rede::N,tal,раныхас
296,Sprache::N,språk,ӕвзаг
297,Stimme::N,stämma,хъӕлӕс
298,Wort::N,ord,дзырд
299,Zeichen::N,tecken,нысан
300,Ruf::N,rop,сидт
301,Lärm::N,bråk,уынæр
302,Lärm::N,oväsen,уынæр
303,Laut::N,ljud,зӕл
304,Laut::N,ljud,мыр
305,Ton::N,ton,мыр
306,Lied::N,sång,зарӕг
307,Ruhe::N,ro,æнцой
308,Ruhe::N,lugn,æнцой
309,Leute::N,folk,адӕм
310,Volk::N,folk,адӕм
311,Arbeit::N,arbete,фӕллой
312,Gast::N,gäst,уазӕг
313,Geschenk::N,gåva,хуын
314,Geschenk::N,present,хуын
315,Spiel::N,lek,хъазт
316,Spiel::N,spel,хъазт
317,Gesellschaft::N,sällskap,дзыллæ
318,Gesellschaft::N,sällskap,æхсæнад
319,Hilfe::N,hjälp,æххуыс
320,Hilfe::N,hjälp,ахъаз
321,Freund::N,vän,лымӕн
322,Kamerad::N,kamrat,ӕмбал
323,Angelegenheit::N,ärende,хъуыддаг
324,Angelegenheit::N,angelägenhet,хъуыддаг
325,Anzahl::N,antal,бӕрц
326,Art::N,art,хуыз
327,Art::N,art,хуызад
328,Art::N,slag,хуыз
329,Art::N,slag,хуызад
330,Stück::N,stycke,кæрдих
331,Stück::N,stycke,комдзаг
332,Teil::N,del,хай
333,Hälfte::N,halva,æрдæг
334,Hälfte::N,halva,æмбис
335,Kreis::N,krets,зиллакк
336,Kreis::N,cirkel,зиллакк
337,Kreuz::N,kors,дзуар
338,Kreuz::N,kryss,дзуар
339,Linie::N,linje,хахх
340,Strich::N,streck,хахх
341,Abstand::N,avstånd,æхсæнуат
342,Entfernung::N,avstånd,дæрддзæг
343,Entfernung::N,avstånd,дардцæг
344,Gegend::N,trakt,ран
345,Platz::N,plats,бууат
346,Ort::N,plats,ран
347,Ort::N,plats,бынат
348,Ort::N,ställe,ран
349,Ort::N,ställe,бынат
350,Seite::N,sida,фахс
351,Mitte::N,mitt,астӕу
352,Gegenstand::N,föremål,дзаума
353,Sache::N,sak,дзаума
354,Rand::N,rand,кӕрон
355,Kante::N,kant,фӕрск
356,Ecke::N,vrå,тигъ
357,Ecke::N,vrå,фисын
358,Ecke::N,hörn,тигъ
359,Ecke::N,hörn,фисын
360,Spitze::N,spets,бырынкъ
361,Ende::N,ända,кӕрон
362,Loch::N,hål,хуынкъ
363,Winkel::N,vinkel,къуым
364,Muster::N,mönster,нывæфтыд
365,Muster::N,mönster,кæдзист
366,Größe::N,storlek,ас
367,Länge::N,längd,дӕргъ
368,Höhe::N,höjd,бæрзонд
369,Höhe::N,höjd,бæрзæнд
370,Höhe::N,höjd,бæрзонддзинад
371,Gewicht::N,tyngd,уӕз
372,Menge::N,mängd,бӕрц
373,Haufen::N,hög,кӕри
374,Reihe::N,rad,рӕнхъ
375,Boot::N,båt,чема
376,Ruder::N,åra,къохар
377,Schlitten::N,släde,дзоныгъ
378,Ski::N,skida,къахдзоныгътæ
379,Ski::N,skida,лыжæтæ
380,Lagerfeuer::N,lägereld,арт
381,Last::N,last,уаргъ
382,Last::N,börda,уаргъ
383,Gang::N,gång,цыд
384,Schritt::N,steg,санчъех
385,Schritt::N,steg,къахдзӕф
386,Norden::N,norr,цæгат
387,Süden::N,söder,хуссар
388,Westen::N,väster,ныгуылæн
389,Osten::N,öster,скæсæн
390,Holz::N,trä,хъӕдӕрмӕг
391,Brett::N,bräda,фæйнæг
392,Platte::N,platta,къӕй
393,Stütze::N,stöd,быцæу
394,Stütze::N,stötta,быцæу
395,Stange::N,stång,хъил
396,Stock::N,käpp,лӕдзӕг
397,Stock::N,pinne,лӕдзӕг
398,Stab::N,stav,хъил
399,Rohr::N,rör,хӕтӕл
400,Haus::N,hus,хӕдзар
401,Heim::N,hem,къона
402,Ofen::N,ugn,пец
403,Fußboden::N,golv,астӕрд
404,Tisch::N,bord,стъол
405,Stuhl::N,stol,бандон
406,Wiege::N,vagga,авдæн
407,Bett::N,säng,сынтӕг
408,Regal::N,hylla,тӕрхӕг
409,Regal::N,hylla,уӕлвӕйнӕг
410,Kiste::N,låda,асыкк
411,Fenster::N,fönster,рудзынг
412,Fenster::N,fönster,фæрссаг
413,Tür::N,dörr,дуар
414,Tor::N,port,кулдуар
415,Zaun::N,staket,æмбонд
416,Zaun::N,staket,быру
417,Zaun::N,staket,гæрæн
418,Zaun::N,stängsel,æмбонд
419,Zaun::N,stängsel,быру
420,Zaun::N,stängsel,гæрæн
421,Dach::N,tak,уӕлхӕдзар
422,Leiter::N,stege,асин
423,Besen::N,kvast,уисой
424,Spaten::N,spade,бел
425,Schaufel::N,skovel,æвгæнæн
426,Schaufel::N,skovel,кæфой
427,Schaufel::N,skyffel,æвгæнæн
428,Schaufel::N,skyffel,кæфой
429,Gabel::N,gaffel,вилкæ
430,Löffel::N,sked,уидыг
431,Messer::N,kniv,кард
432,Nagel::N,spik,зӕгӕл
433,Netz::N,nät,хыз
434,Haken::N,krok,хæдз
435,Haken::N,krok,хæбырæгъ
436,Griff::N,tag,фистон
437,Griff::N,handtag,фистон
438,Schloss::N,las,гуыдыр
439,Bild::N,bild,ныв
440,Figur::N,figur,кæрдгæныв
441,Puppe::N,docka,чындз
442,Beutel::N,påse,дзӕкъул
443,Bündel::N,bunt,баст
444,Bündel::N,knippa,баст
445,Tasche::N,väska,хызын
446,Tasche::N,väska,дзæкъул
447,Eimer::N,hink,къæрта
448,Eimer::N,hink,чъыбыла
449,Eimer::N,hink,ведра
450,Eimer::N,ämbar,къæрта
451,Eimer::N,ämbar,чъыбыла
452,Eimer::N,ämbar,ведра
453,Deckel::N,lock,сæр
454,Deckel::N,lock,æмбæрзæн
455,Geschirr::N,servis,мигæнæн
456,Geschirr::N,servis,мигæнæнтæ
457,Geschirr::N,porslin,мигæнæн
458,Geschirr::N,porslin,мигæнæнтæ
459,Sack::N,säck,голлаг
460,Tasse::N,kopp,пиала
461,Tasse::N,kopp,къус
462,Topf::N,gryta,аг
463,Topf::N,gryta,чысыл аг
464,Topf::N,kastrull,аг
465,Topf::N,kastrull,чысыл аг
466,Kessel::N,kittel,аг
467,Essen::N,mål,хӕрд
468,Nahrung::N,näring,хойраг
469,Speise::N,maträtt,хӕринаг
470,Fleisch::N,kött,дзидза
471,Fleisch::N,kött,фыдызгъӕл
472,Getreide::N,säd,халсар
473,Getreide::N,spannmål,халсар
474,Brei::N,gröt,кас
475,Brot::N,bröd,дзул
476,Scheibe::N,skiva,къӕбӕр
477,Fett::N,fett,сой
478,Butter::N,smör,нӕлхӕ
479,Öl::N,olja,зети
480,Salz::N,salt,цӕхх
481,Suppe::N,soppa,бас
482,Honig::N,honung,мыд
483,Milch::N,mjölk,ӕхсыр
484,Tee::N,te,цай
485,Leder::N,läder,мæскуы
486,Wolle::N,ull,фӕсмын
487,Wolle::N,ylle,фӕсмын
488,Stoff::N,tyg,хъуымац
489,Stoff::N,stoff,хъуымац
490,Nadel::N,nål,судзин
491,Faden::N,tråd,ӕндах
492,Knopf::N,knapp,цӕппӕр
493,Knoten::N,knut,ӕлхынцъ
494,Farbe::N,färg,ахорæн
495,Kleidung::N,klädsel,дарӕс
496,Hemd::N,skjorta,хӕдон
497,Kragen::N,krage,æфцæггот
498,Ärmel::N,ärm,дыс
499,Hose::N,byxor,хæлаф
500,Hose::N,byxor,æддаг хæлаф
501,Hose::N,byxor,салбар
502,Gürtel::N,bälte,рон
503,Mütze::N,mössa,худ
504,Schuh::N,sko,басмахъ
505,Stiefel::N,stövel,цырыхъхъ
506,Ring::N,ring,къухдарӕн
507,Band::N,band,лент
508,Kamm::N,kam,сӕрвасӕн
509,Spiegel::N,spegel,айдæн
510,Spiegel::N,spegel,кæсæн
511,Riemen::N,rem,гӕрз
512,Schnur::N,snöre,бӕндӕн
513,Leine::N,lina,
514,Decke::N,täcke,хъӕццул
515,Kissen::N,dyna,баз
516,Kissen::N,kudde,баз
517,Tuch::N,sjal,кæлмæрзæн
518,Tuch::N,sjal,кæрдæн
519,Handtuch::N,handduk,хисæрфæн
520,Kraft::N,kraft,тых
521,Kraft::N,kraft,хъомыс
522,Stärke::N,styrka,тых
523,Stärke::N,styrka,æхсар
524,Gesundheit::N,hälsa,æнæниздзинад
525,Krankheit::N,sjukdom,низ
526,Krankheit::N,sjukdom,рын
527,Schmerz::N,smärta,рис
528,Wunde::N,sår,цӕф
529,Fieber::N,feber,ризӕг
530,Fieber::N,feber,тӕфсӕг
531,Arznei::N,medicin,хос
532,Arznei::N,läkemedel,хос
533,Brücke::N,bro,хид
534,Brunnen::N,brunn,цъай
535,Weide::N,bete,хизæн
536,Weide::N,bete,хизæнуат
537,Weide::N,bete,сæрвæт
538,Pfad::N,stig,къахвæндаг
539,Pfad::N,stig,къахвæд
540,Weg::N,väg,фӕндаг
541,Straße::N,gata,фӕндаг
542,Dorf::N,by,хъӕу
543,Stadt::N,stad,сахар
544,Brief::N,brev,фыстӕг
545,Buch::N,bok,чиныг
546,Buchstabe::N,bokstav,дамгъӕ
547,Zeitung::N,tidning,газет
548,Leben::N,liv,цард
549,Leben::N,liv,цӕрӕнбон
550,Tod::N,död,мæлæт
551,Tod::N,död,адзал
552,Grab::N,grav,ингӕн
553,Kirche::N,kyrka,аргъуан
554,Sünde::N,synd,тæригъæд
555,Gott::N,gud,хуыцау
556,Arbeiter::N,arbetare,кусæг
557,Chef::N,chef,ӕмцег
558,Meister::N,mästare,мастер
559,Meister::N,mästare,дæсны
560,Arzt::N,läkare,хосгæнæг
561,Arzt::N,läkare,дохтыр
562,Lehrer::N,lärare,ахуыргæнæг
563,Geld::N,pengar,ӕхца
564,Geschäft::N,rörelse,бизнес
565,Geschäft::N,rörelse,хъуыддаг
566,Laden::N,affär,дукани
567,Preis::N,pris,аргъ
568,Ware::N,vara,базайраг
569,Nutzen::N,gagn,пайда
570,Nutzen::N,nytta,пайда
571,Reichtum::N,rikedom,хъæздыгдзинад
572,Reichtum::N,rikedom,исбон
573,Reichtum::N,rikedom,мулк
574,Welt::N,värld,дуне
575,Land::N,land,бӕстӕ
576,Staat::N,stat,паддзахад
577,König::N,kung,къарол
578,König::N,konung,къарол
579,Macht::N,makt,хицаудзинад
580,Grenze::N,gräns,арӕн
581,Krieg::N,krig,хӕст
582,Feind::N,fiende,знаг
583,Feind::N,fiende,фыдгул
584,Feind::N,fiende,фыдзæрдæ
585,Feind::N,fiende,сон
586,Gewalt::N,våld,тыхми
587,Gewalt::N,våld,тыхдзинад
588,Kampf::N,kamp,хæст
589,Kampf::N,kamp,хъæбысæйхæст
590,Kampf::N,kamp,тох
591,Kampf::N,strid,хæст
592,Kampf::N,strid,хъæбысæйхæст
593,Kampf::N,strid,тох
594,Bogen[Waffe]::N,båge,ӕрдын
595,Pfeil::N,pil,фат
596,Gewehr::N,gevär,топп
597,Fehler::N,fel,рӕдыд
598,Lüge::N,lögn,мӕнг
599,Lüge::N,lögn,гӕдыдзинад
600,Schaden::N,skada,зиан
601,Unglück::N,otur,бæллæх
602,Unglück::N,olycka,бæллæх
603,Schuld::N,skuld,азым
604,Alter::N,ålder,кар
605,Schluss::N,slut,кæрон
606,Zeit::N,tid,рӕстӕг
607,Tag::N,dag,бон
608,Morgen::N,morgon,райсом
609,Mittag::N,middag,æмбисбон
610,Abend::N,kväll,изӕр
611,Nacht::N,natt,ӕхсӕв
612,Woche::N,vecka,къуыри
613,Monat::N,månad,мӕй
614,Jahr::N,år,аз
615,Jahr::N,år,афӕдз
616,Frühling::N,vår,уалдзæг
617,Sommer::N,sommar,сӕрд
618,Herbst::N,höst,фæззæг
619,Winter::N,vinter,зымӕг
620,Januar::N,januari,январь
621,Februar::N,februari,февраль
622,März::N,mars,мартъи
623,April::N,april,апрель
624,Mai::N,maj,май
625,Juni::N,juni,июнь
626,Juli::N,juli,июль
627,August::N,augusti,август
628,September::N,september,сентябрь
629,Oktober::N,oktober,октябрь
630,November::N,november,ноябрь
631,Dezember::N,december,декабрь
632,Montag::N,måndag,къуырисæр
633,Dienstag::N,tisdag,дыццæг
634,Mittwoch::N,onsdag,æртыццæг
635,Donnerstag::N,torsdag,цыппæрæм
636,Freitag::N,fredag,майрæмбон
637,Samstag::N,lördag,сабат
638,Sonntag::N,söndag,хуыцаубон
639,groß::A,stor,дынджыр
640,klein::A,liten,гыццыл
641,lang::A,lång,даргъ
642,kurz::A,kort,цыбыр
643,breit::A,bred,фӕтӕн
644,schmal::A,smal,нарӕг
645,schmal::A,smal,уынгӕг
646,dicht::A,tät,бæзджын
647,dicht::A,tät,тар
648,dick[Gegenstand]::A,tjock,сӕвджын
649,dünn::A,tunn,тæнæг
650,fein::A,fin,лыстӕг
651,fest::A,fast,фидар
652,fest::A,fast,хъӕддых
653,flach::A,platt,тъӕпӕн
654,glatt::A,glatt,лӕгъз
655,hart::A,hård,хъӕбӕр
656,weich::A,mjuk,фӕлмӕн
657,rund::A,rund,тымбыл
658,spitz::A,toppig,цыргъбырынкъ
659,spitz::A,toppig,цыргъфындз
660,spitz::A,spetsig,цыргъбырынкъ
661,spitz::A,spetsig,цыргъфындз
662,scharf::A,vass,цыргъ
663,scharf::A,skarp,цыргъ
664,stumpf::A,slö,къуымых
665,schwer::A,tung,уӕззау
666,schön::A,skön,аив
667,schön::A,skön,рӕсугъд
668,schön::A,vacker,аив
669,schön::A,vacker,рӕсугъд
670,heiß::A,het,тӕвд
671,warm::A,varm,хъарм
672,kalt::A,kall,уазал
673,kühl::A,sval,сатæг
674,kühl::A,sval,уазалгомау
675,kühl::A,kylig,сатæг
676,kühl::A,kylig,уазалгомау
677,frisch::A,färsk,сатæг
678,feucht::A,fuktig,уымӕл
679,nass::A,våt,хуылыдз
680,trocken::A,torr,хус
681,voll::A,full,дзаг
682,voll::A,full,йедзаг 
683,leer::A,tom,афтид
684,offen::A,öppen,гом
685,geschlossen::A,stängd,æхгæд
686,sauber::A,ren,сыгъдæг
687,schmutzig::A,snuskig,чъиллон
688,roh::A,rå,хом
689,reif::A,mogen,рӕгъӕд
690,lecker::A,läcker,хӕрзад
691,süß::A,söt,адджын
692,bitter::A,besk,судзаг
693,bitter::A,bitter,судзаг
694,sauer::A,sur,туаг
695,hell::A,ljus,рухс
696,dunkel::A,mörk,талынг
697,schwarz::A,svart,сау
698,weiß::A,vit,урс
699,rot::A,röd,сырх
700,gelb::A,gul,бур
701,blau::A,blå,цъӕх
702,grün::A,grön,цъӕх
703,grün::A,grön,кӕрдӕгхуыз
704,grau::A,grå,цъӕх
705,grau::A,grå,фӕныкхуыз
706,bunt::A,brokig,хъулон
707,bunt::A,brokig,гæрæм
708,billig::A,billig,аслам
709,teuer::A,dyr,зынаргъ
710,wertvoll::A,värdefull,зынаргъ
711,blind::A,blind,куырм
712,taub::A,döv,къуырма
713,kräftig::A,kraftig,домбай
714,kräftig::A,kraftig,тыхджын
715,stark::A,stark,тыхджын
716,schwach::A,svag,ӕнӕбон
717,fett::A,fet,нард
718,schlank::A,slank,гуырвидыц
719,schlank::A,slank,хæрзконд
720,schlank::A,slank,рæхснæг
721,schlank::A,slank,сагамад
722,hübsch::A,snygg,аив
723,hübsch::A,snygg,рӕсугъд
724,hübsch::A,vacker,аив
725,hübsch::A,vacker,рӕсугъд
726,böse::A,ond,фыдзӕрдӕ
727,böse::A,elak,фыдзӕрдӕ
728,dumm::A,dum,ӕдылы
729,faul::A,lat,зивӕг
730,faul::A,lat,зивӕггӕнаг
731,fleißig::A,flitig,æнæзивæг
732,fleißig::A,flitig,æнувыд
733,geizig::A,snål,чъынды
734,geizig::A,snål,æлгъин
735,geizig::A,snål,мæрддзæст
736,geizig::A,girig,чъынды
737,geizig::A,girig,æлгъин
738,geizig::A,girig,мæрддзæст
739,klug::A,klok,зондджын
740,geschickt::A,händig,хӕрзарӕхст
741,geschickt::A,skicklig,хӕрзарӕхст
742,lieb::A,kär,уарзон
743,lieb::A,snäll,уарзон
744,lustig::A,rolig,хъӕлдзӕг
745,lustig::A,lustig,хъӕлдзӕг
746,sanft::A,mild,мынчын
747,hungrig::A,hungrig,ӕххормаг
748,krank::A,sjuk,нӕфӕразгӕ
749,nackt::A,naken,бӕгънӕг
750,traurig::A,ledsen,ӕрхӕндӕг
751,traurig::A,sorgsen,ӕрхӕндӕг
752,lebendig::A,levande,цардӕгас
753,gut::A,bra,хорз
754,schlecht::A,dålig,цауд
755,richtig::A,riktig,раст
756,schlimm::A,illa,ӕвзӕр
757,wahr::A,sann,ӕцӕг
758,alt::A,gammal,зӕронд
759,neu::A,ny,ног
760,ehemalig::A,forn,раздӕры
761,ehemalig::A,tidigare,раздӕры
762,alt[Lebewesen]::A,gammal,ацӕргӕ
763,jung::A,ung,ӕрыгон
764,arm::A,fattig,мӕгуыр
765,reich::A,rik,хъӕздыг
766,bekannt::A,känd,зонгӕ
767,berühmt::A,berömd,номдзыд
768,fremd::A,främmande,æцæгæлон
769,verschieden::A,åtskillig,æндæр æмæ æндæр
770,verschieden::A,åtskillig,алы
771,verschieden::A,åtskillig,алыхуызон
772,nah::A,nära,хӕстӕг
773,fern::A,fjärran,дард
774,fern::A,fjärran,дӕрддаг
