,Concept_ID,cv,ro
1457,färben::V,пӗвет,vopsi
1458,färben::V,пӗвет,colora
1459,reinigen::V,тасат,curăți
1460,waschen::V,ҫу,spăla
1461,abwischen::V,шӑл,șterge
1462,spülen::V,чӳхе,clăti
1463,fegen::V,шӑл,mătura
1464,kehren::V,шӑл,mătura
1465,baden::V,шыва кӗр,se scălda
1466,sich waschen::V,ҫӑвӑн,se spăla
1467,ausziehen::V,салан,și scoate
1468,anziehen::V,тӑхӑн,îmbrăca
1469,sich anziehen::V,тӑхӑн,se îmbrăca
1470,kämmen::V,тура,pieptăna
1471,schmücken::V,илемлет,împodobi
1472,sagen::V,те,zice
1473,sagen::V,те,spune
1474,sprechen::V,кала,vorbi
1475,reden::V,сӑмахла,vorbi
1476,reden::V,сӑмахла,discuta
1477,reden::V,калаҫ,vorbi
1478,reden::V,калаҫ,discuta
1479,sich unterhalten::V,пупле,conversa
1480,sich unterhalten::V,пупле,sta de vorbă
1481,fragen::V,ыйт,întreba
1482,bitten::V,ыйт,ruga
1483,erzählen::V,каласа пар,spune
1484,erzählen::V,каласа пар,povesti
1485,mitteilen::V,пӗлтер,comunica
1486,mitteilen::V,пӗлтер,înștiința
1487,mitteilen::V,хыпарла,comunica
1488,mitteilen::V,хыпарла,înștiința
1489,nennen::V,те,numi
1490,nennen::V,те,chema
1491,nennen::V,чӗн,numi
1492,nennen::V,чӗн,chema
1493,rufen::V,чӗн,chema
1494,prahlen::V,мухтан,se făli
1495,prahlen::V,вӗҫкӗнлен,se făli
1496,übersetzen::V,куҫар,traduce
1497,denken::V,шухӑшла,gândi
1498,glauben::V,ӗнен,crede
1499,bemerken::V,асӑрха,observa
1500,erkennen::V,палла,cunoaște
1501,erkennen::V,палла,recunoaște
1502,begreifen::V,ӑнлан,pricepe
1503,begreifen::V,ӑнлан,înțelege
1504,verstehen::V,пӗл,înțelege
1505,lernen::V,вӗрен,învăța
1506,wissen::V,пӗл,ști
1507,wissen::V,ӑнкар,ști
1508,sich erinnern an::V,аса ил,a-și aminti de
1509,vergessen::V,ман,uita
1510,vergessen::V,манса кай,uita
1511,messen::V,виҫ,măsura
1512,zählen::V,шутла,număra
1513,rechnen::V,шутла,calcula
1514,lesen::V,вула,citi
1515,malen::V,ӳкер,picta
1516,zeichnen::V,ӳкер,desena
1517,schreiben::V,ҫыр,scrie
1518,besitzen::V,тыт,avea
1519,besitzen::V,тыт,poseda
1520,kaufen::V,ил,cumpăra
1521,kaufen::V,туян,cumpăra
1522,verkaufen::V,сут,vinde
1523,bezahlen::V,тӳле,plăti
1524,bezahlen::V,тӳле,achita
1525,zahlen::V,тӳле,plăti
1526,beherrschen::V,тыт,stăpâni
1527,ertragen::V,тӳс,răbda
1528,ertragen::V,тӳс,suporta
1529,Bauch::N,,burtă
1530,Bauch::N,,pântece
