,Concept_ID,ja,ku
102,Hügel::N,丘,gir
103,Anhöhe::N,高み,sere gir
104,Berg::N,山,kaş
105,Gipfel::N,頂上,sere gir
106,Höhle::N,洞窟,şikeft
107,Abhang::N,斜面,kaş
108,Quelle::N,泉,kanî
109,Bach::N,小川,çem
110,Fluss::N,川,çem
111,Fluss::N,川,rûbar
112,Ufer::N,岸,kevî
113,Küste::N,海岸,berav
114,Festland::N,陸,bejahî
115,Meer::N,海,behr
116,Bucht::N,湾,derav
117,Insel::N,島,girav
118,Blume::N,花,kulînk
119,Gras::N,草,giha
120,Wurzel::N,根,reh
121,Baum::N,木,dar
122,Stamm::N,幹,bavik
123,Rinde::N,皮層,qaqil
124,Ast::N,枝,gulî
125,Zweig::N,小枝,şax
126,Blatt::N,葉,pel
127,Birke::N,樺,dara sipî
128,Kiefer[Baum]::N,松,dara bî
129,Weide[Baum]::N,柳,dara belalûk
130,Tanne::N,樅,merx
131,Horn::N,角,strô
132,Feder::N,羽根,pîrtîk
133,Fell::N,毛皮,heyar
134,Flügel::N,羽,per
135,Klaue::N,鉤爪,napîk
136,Kralle::N,爪,dinik
137,Kralle::N,爪,dirnax
138,Schwanz::N,尻尾,dûv
139,Ei::N,卵,hêk
140,Nest::N,巣,hêlîn
141,Bau::N,穴,avahî
142,Tier::N,動物,heywan
143,Herde::N,群れ,hoz
144,Kuh::N,牛,çêlek
145,Bulle::N,雄牛,ga
146,Pferd::N,馬,hesp
147,Schaf::N,羊,mîh
148,Schwein::N,豚,beraz
149,Hund::N,犬,seh
150,Katze::N,猫,pişîk
151,Bär::N,熊,hirç
152,Eichhörnchen::N,栗鼠,pilûr
153,Elch::N,ヘラジカ,pazkovî
154,Fuchs::N,狐,rovî
155,Hase::N,兎,kîroşk
156,Maus::N,鼠,mişk
157,Wolf::N,狼,gur
158,Vogel::N,鳥,çûk
159,Schwarm::N,群れ,lufik
160,Huhn::N,鶏,mirîşk
161,Hahn::N,雄鶏,dîk
162,Gans::N,ガチョウ,qaz
163,Adler::N,鷲,eylo
164,Ente::N,鴨,werdek
165,Eule::N,フクロウ,bûm
166,Eule::N,フクロウ,kund
167,Kranich::N,鶴,quling
168,Krähe::N,烏,qijik
169,Kuckuck::N,郭公,pepûk
170,Schwan::N,白鳥,qû
171,Fisch::N,魚,masî
172,Barsch::N,鱸,okûn
173,Hecht::N,川魳,mesîyê lûf
174,Schlange[Tier]::N,蛇,mar
175,Wurm::N,虫,kurm
176,Spinne::N,蜘蛛,pîrê
177,Ameise::N,蟻,mîro
178,Ameise::N,蟻,gêrîk
179,Laus::N,虱,spi
180,Mücke::N,蚊,mêş
181,Fliege::N,蝿,mêş
182,Schmetterling::N,蝶,perperîk
183,Beere::N,漿果,hirç
184,Apfel::N,林檎,sêv
185,Pilz::N,茸,bîrov
186,Zwiebel::N,玉葱,pîvaz
187,Saat::N,種,tov
188,Korn::N,粒,dexl
189,Heu::N,干し草,sap
190,Schale::N,皮,qaşik
191,Grube::N,穴,çahl
192,Falle::N,わな,dafik
193,Schlinge::N,輪,dahf
194,Spur::N,跡,rêç
195,Asche::N,灰,xweli
196,Dreck::N,泥,gemarî
197,Eisen::N,鉄,hesing
198,Gold::N,金,zêr
199,Silber::N,銀,zîv
200,Kohle::N,炭,komir
201,Glas::N,ガラス,qedeh
202,Lehm::N,ローム,kelpîç
203,Sand::N,砂,qûm
204,Mensch::N,人,mirov
205,Mann::N,男,mêr
206,Mann::N,男性,mêr
207,Frau::N,女,jin
208,Frau::N,女性,jin
209,Kind::N,子,zarok
210,Kind::N,子供,zarok
211,Junge::N,男の子,kur
212,Mädchen::N,女の子,keç
213,Mädchen::N,女の子,keçik
214,Familie::N,家族,malbat
215,Großvater::N,祖父,bapîr
216,Großvater::N,おじいさん,bapîr
217,Großmutter::N,祖母,pîrik
218,Großmutter::N,おばあさん,pîrik
219,Eltern::N,親,bavudê
220,Eltern::N,両親,bavudê
221,Vater::N,父,bav
222,Vater::N,お父さん,bav
223,Mutter::N,母,dê
224,Mutter::N,母,dayik
225,Mutter::N,お母さん,dê
226,Mutter::N,お母さん,dayik
227,Sohn::N,息子,kur
228,Sohn::N,息子さん,kur
229,Tochter::N,娘,keç
230,Tochter::N,お嬢さん,keç
231,Bruder::N,弟,bira
232,Schwester::N,妹,xweh
233,Onkel::N,伯父,am
234,Onkel::N,伯父,xal
235,Onkel::N,伯父さん,am
236,Onkel::N,伯父さん,xal
237,Tante::N,叔母,metik
238,Tante::N,叔母,xaltîk
239,Tante::N,叔母さん,metik
240,Tante::N,叔母さん,xaltîk
241,Ehemann::N,夫,mêr
242,Ehemann::N,主人,mêr
243,Ehefrau::N,妻,kulfet
244,Ehefrau::N,奥さん,kulfet
245,Freude::N,喜び,kêfxweşî
246,Gelächter::N,笑い,pîrqînî
247,Glück::N,幸せ,bext
248,Kummer::N,悩み,derd
249,Wunsch::N,希望,daxwaz
250,Wunsch::N,希望,xwestek
251,Lust::N,気,şewq
252,Geist::N,精神,aqil
253,Gedanke::N,考え,fikir
254,Gedächtnis::N,記憶,aqil
255,Verstand::N,理解力,fêm
256,Sinn::N,意味,aqil
257,Grund::N,理由,asas
258,Wahrheit::N,真実,rastî
259,Gespräch::N,会話,guftûgo
260,Märchen::N,童話,çirok
261,Erzählung::N,物語,çirok
262,Erzählung::N,物語,vegotin
263,Nachricht::N,報告,nûçe
264,Neuigkeit::N,ニュース,hewal
265,Name::N,名前,nav
266,Name::N,名前,paşnav
267,Rätsel::N,謎,tiştonek
268,Rede::N,演説,gotar
269,Rede::N,演説,axavtin
270,Sprache::N,言語,ziman
271,Stimme::N,声,pejn
272,Wort::N,言葉,gotin
273,Zeichen::N,記号,şanek
274,Ruf::N,呼び声,hawar
275,Lärm::N,騒音,xarbalix
276,Laut::N,音,deng
277,Laut::N,音,hês
278,Ton::N,音,awaz
279,Lied::N,歌,sitran
280,Ruhe::N,静けさ,rihetî
281,Leute::N,人々,xelk
282,Volk::N,民族,xelk
283,Arbeit::N,仕事,xebat
284,Gast::N,客,mêvan
285,Geschenk::N,贈り物,diyarî
286,Spiel::N,遊び,lîstik
287,Gesellschaft::N,社会,komal
288,Hilfe::N,援助,alîkarî
289,Freund::N,友達,heval
290,Kamerad::N,同志,heval
291,Angelegenheit::N,件,pirsgirêk
292,Anzahl::N,数,çend
293,Art::N,種類,çeh
294,Stück::N,部分,lib
295,Stück::N,部分,parçe
296,Teil::N,部分,parçe
297,Hälfte::N,半分,nîvî
298,Kreis::N,円,çemil
299,Kreuz::N,十字,xaç
300,Linie::N,線,xezik
301,Strich::N,線,xezik
302,Abstand::N,距離,dûrahî
303,Entfernung::N,距離,dûrahî
304,Gegend::N,辺,dever
305,Gegend::N,地域,dever
306,Platz::N,ゆとり,çih
307,Ort::N,所,dever
308,Ort::N,場所,dever
309,Seite::N,横,rûpel
310,Mitte::N,真ん中,nav
311,Mitte::N,真ん中,nabênê
312,Gegenstand::N,物件,tişt
313,Sache::N,物,tişt
314,Rand::N,端,kevî
315,Kante::N,縁,kevî
316,Ecke::N,角,qunç
317,Spitze::N,先頭,derzî
318,Ende::N,端,talî
319,Loch::N,穴,qul
320,Winkel::N,片隅,kurnîşk
321,Muster::N,模様,desen
322,Größe::N,大きさ,mezinî
323,Länge::N,長さ,dirêjahî
324,Höhe::N,高さ,bilindayî
325,Gewicht::N,重さ,giranî
326,Menge::N,量,qas
327,Haufen::N,堆積,lod
328,Reihe::N,並び,rêz
329,Boot::N,ボート,kelek
330,Ruder::N,オール,bêrik
331,Schlitten::N,そり,xîjik
332,Ski::N,スキー,lakan
333,Lagerfeuer::N,篝火,agir
334,Last::N,荷物,bar
335,Gang::N,歩み,fîtêz
336,Schritt::N,歩,gav
337,Norden::N,北,bakur
338,Süden::N,南,başur
339,Westen::N,西,rojava
340,Osten::N,東,rojhilat
341,Holz::N,木,dep
342,Holz::N,木材,dep
343,Brett::N,板,dep
344,Platte::N,盤,dep
345,Stütze::N,支柱,destek
346,Stange::N,棒,sing
347,Stock::N,杖,çam
348,Stab::N,棒,qat
349,Rohr::N,管,borî
350,Haus::N,家,mal
351,Haus::N,家,xanî
352,Heim::N,家,mal
353,Ofen::N,ストーブ,sobe
354,Fußboden::N,床,binpê
355,Tisch::N,机,mase
356,Stuhl::N,椅子,kursî
357,Wiege::N,揺籃,derguş
358,Bett::N,ベッド,qerewêle
359,Regal::N,棚,rêbaz
360,Kiste::N,箱,sindoq
361,Fenster::N,窓,çam
362,Fenster::N,窓,şibeke
363,Tür::N,戸,derî
364,Tür::N,ドア,derî
365,Tor::N,門,derge
366,Zaun::N,垣根,hejik
367,Dach::N,屋根,sere xanî
368,Leiter::N,梯子,pêling
369,Besen::N,ほうき,melkes
370,Spaten::N,スコップ,mer
371,Schaufel::N,シャベル,bêr
372,Gabel::N,フォーク,çetel
373,Löffel::N,スプーン,kevçî
374,Messer::N,ナイフ,kêr
375,Nagel::N,釘,bizmar
376,Netz::N,網,tor
377,Haken::N,鉤,çenqel
378,Haken::N,フック,çenqel
379,Griff::N,取っ手,destî
380,Schloss::N,錠,qonax
381,Bild::N,絵,dimen
382,Figur::N,像,figûr
383,Puppe::N,人形,bûk
384,Beutel::N,袋,kîsik
385,Bündel::N,束,pêçek
386,Bündel::N,包み,pêçek
387,Tasche::N,かばん,bêrîk
388,Eimer::N,バケツ,dewl
389,Deckel::N,蓋,devik
390,Geschirr::N,食器,ferax
391,Sack::N,袋,tûr
392,Tasse::N,カップ,kada
393,Topf::N,鍋,beroş
394,Kessel::N,釜,şîril
395,Essen::N,食事,xwarin
396,Nahrung::N,食物,xwarin
397,Speise::N,料理,xwarin
398,Fleisch::N,肉,goşt
399,Getreide::N,麦,zad
400,Getreide::N,穀物,zad
401,Brei::N,粥,hewdêl
402,Brot::N,パン,
403,Scheibe::N,枚,parçe
404,Scheibe::N,切れ,parçe
405,Fett::N,脂肪,rûn
406,Butter::N,バター,rûn
407,Öl::N,油,rûn
408,Salz::N,塩,xwe
409,Suppe::N,スープ,şorbe
410,Honig::N,蜂蜜,hingiv
411,Milch::N,牛乳,şîr
412,Tee::N,茶,çay
413,Tee::N,お茶,çay
414,Leder::N,革,çerm
415,Wolle::N,毛糸,herî
416,Stoff::N,布,paç
417,Nadel::N,針,derzî
418,Faden::N,糸,ta
419,Knopf::N,ボタン,bişkok
420,Knoten::N,結び目,girêk
421,Farbe::N,ペンキ,boyax
422,Kleidung::N,衣服,çil
423,Hemd::N,シャツ,qutik
424,Hemd::N,シャツ,miltan
425,Kragen::N,襟,stûvang
426,Ärmel::N,袖,hûçik
427,Hose::N,ズボン,şewel
428,Gürtel::N,帯,qayiş
429,Gürtel::N,ベルト,qayiş
430,Mütze::N,帽子,fîno
431,Schuh::N,靴,şêkal
432,Stiefel::N,ブーツ,gizme
433,Stiefel::N,ブーツ,çizme
434,Ring::N,輪,xelek
435,Band::N,リボン,band
436,Kamm::N,櫛,şeh
437,Spiegel::N,鏡,eynik
438,Riemen::N,緒,qayiş
439,Schnur::N,紐,doxin
440,Leine::N,綱,şirît
441,Decke::N,掛け布団,bataniye
442,Kissen::N,枕,balgî
443,Tuch::N,スカーフ,şar
444,Handtuch::N,タオル,dezmal
445,Kraft::N,力,hêz
446,Kraft::N,力,qewet
447,Stärke::N,強さ,xurtî
448,Gesundheit::N,健康,nojdarî
449,Krankheit::N,病気,nexweşî
450,Schmerz::N,痛み,êş
451,Wunde::N,傷,kul
452,Fieber::N,熱,ta
453,Arznei::N,薬,derman
454,Brücke::N,橋,kopî
455,Brunnen::N,井戸,çal
456,Brunnen::N,井戸,kani
457,Weide::N,牧場,beyar
458,Pfad::N,小路,xaçirek
459,Weg::N,道,rê
460,Straße::N,街道,rê
461,Dorf::N,村,gund
462,Stadt::N,町,baçar
463,Stadt::N,都市,baçar
464,Brief::N,手紙,name
465,Buch::N,本,kitêb
466,Buch::N,本,pirtûk
467,Buchstabe::N,文字,herf
468,Zeitung::N,新聞,rojname
469,Leben::N,生活,jiyan
470,Tod::N,死,mirin
471,Grab::N,墓,mezel
472,Kirche::N,教会,gilyas
473,Sünde::N,罪,guneh
474,Gott::N,神,xwedê
475,Arbeiter::N,労働者,hîşçî
476,Chef::N,上司,bêg
477,Meister::N,達人,hoste
478,Meister::N,マイスター,hoste
479,Arzt::N,医者,doktor
480,Lehrer::N,先生,mamoste
481,Geld::N,金,pere
482,Geschäft::N,取り引き,firoşgeh
483,Laden::N,店,dikan
484,Preis::N,値段,buha
485,Ware::N,商品,tişt
486,Nutzen::N,利益,fêde
487,Reichtum::N,豊かさ,serwet
488,Welt::N,世界,dinya
489,Land::N,国,welat
490,Staat::N,国家,dewlet
491,König::N,国王,şah
492,König::N,国王,qral
493,Macht::N,権力,qewet
494,Macht::N,権力,destihilat
495,Grenze::N,国境,kevî
496,Krieg::N,戦争,çeng
497,Krieg::N,戦争,sêwaş
498,Feind::N,敵,dijmin
499,Gewalt::N,暴力,zor
500,Kampf::N,戦い,şer
501,Bogen[Waffe]::N,弓,kêvan
502,Pfeil::N,矢,çîrik
503,Gewehr::N,銃,tifing
504,Fehler::N,間違い,şaşî
505,Lüge::N,嘘,derew
506,Schaden::N,損害,xisar
507,Unglück::N,不幸,bêbextî
508,Schuld::N,罪,suç
509,Alter::N,年,temen
510,Alter::N,年齢,temen
511,Schluss::N,終わり,girtin
512,Zeit::N,時,çax
513,Zeit::N,時間,çax
514,Tag::N,日,roj
515,Morgen::N,朝,sibeh
516,Mittag::N,昼,nîro
517,Abend::N,晩,êvar
518,Abend::N,夕方,êvar
519,Nacht::N,夜,şev
520,Woche::N,週,heftî
521,Monat::N,月,meh
522,Jahr::N,年,sal
523,Frühling::N,春,bihar
524,Sommer::N,夏,havîn
525,Herbst::N,秋,payîz
526,Winter::N,冬,zistan
527,Januar::N,一月,çile
528,Februar::N,二月,sibat
529,März::N,三月,adar
530,April::N,四月,nîsan
531,Mai::N,五月,gûlan
532,Juni::N,六月,hezîran
533,Juli::N,七月,tîmeh
534,August::N,八月,tebax
535,September::N,九月,îlon
536,Oktober::N,十月,çotmeh
537,November::N,十一月,mijdar
538,Dezember::N,十二月,kanûn
539,Montag::N,月曜日,duşemb
540,Dienstag::N,火曜日,sêşem
541,Mittwoch::N,水曜日,çarşemb
542,Donnerstag::N,木曜日,pêşemb
543,Freitag::N,金曜日,în
544,Samstag::N,土曜日,şemî
545,Sonntag::N,日曜日,yekşemb
546,groß::A,大きい,mezin
547,klein::A,小さい,çûçik
548,lang::A,長い,dirêj
549,kurz::A,短い,kin
550,breit::A,広い,fireh
551,schmal::A,狭い,tenik
552,dicht::A,密な,gir
553,dick[Gegenstand]::A,厚い,şîşman
554,dünn::A,薄い,zirav
555,fein::A,細い,tenik
556,fest::A,硬い,saxlem
557,flach::A,平らな,pahn
558,glatt::A,滑らかな,dûz
559,glatt::A,滑らかな,şayîk
560,hart::A,堅い,hişk
561,weich::A,柔らかい,nerm
562,rund::A,丸い,gilover
563,spitz::A,尖った,pîj
564,scharf::A,鋭い,tûj
565,stumpf::A,鈍い,ne tûj
566,schwer::A,重い,giran
567,schön::A,綺麗な,xweş
568,schön::A,綺麗な,xweşik
569,heiß::A,熱い,kelandî
570,warm::A,温かい,germ
571,kalt::A,寒い,sar
572,kalt::A,冷たい,sar
573,kühl::A,涼しい,jemîrî
574,frisch::A,ひんやりした,ter
575,feucht::A,湿った,şil
576,nass::A,濡れた,şilek
577,trocken::A,乾いた,zuwa
578,voll::A,いっぱいの,tijî
579,leer::A,空の,vala
580,offen::A,開いた,vekirî
581,geschlossen::A,閉まった,asê
582,sauber::A,清潔な,pakij
583,schmutzig::A,汚い,lewitî
584,roh::A,生の,xav
585,reif::A,熟した,gihaştî
586,lecker::A,美味しい,xweş
587,süß::A,甘い,şîrîn
588,bitter::A,苦い,tahl
589,sauer::A,酸っぱい,tirş
590,hell::A,明るい,ronî
591,dunkel::A,暗い,tarî
592,schwarz::A,黒い,reş
593,weiß::A,白い,sipî
594,rot::A,赤い,sor
595,gelb::A,黄色い,zer
596,blau::A,青い,şîn
597,grün::A,緑の,şîn
598,grau::A,灰色の,gewr
599,bunt::A,色取り取りの,rengîn
600,billig::A,安い,erzan
601,teuer::A,高い,biha
602,wertvoll::A,貴重な,hêja
603,wertvoll::A,貴重な,giranbiha
604,blind::A,盲目の,kor
605,taub::A,耳が聞こえない,kerr
606,kräftig::A,強力な,gir
607,kräftig::A,強力な,xurt
608,stark::A,強い,xurt
609,schwach::A,弱い,kesad
610,fett::A,太った,qelew
611,schlank::A,ほっそりした,zirav
612,hübsch::A,素敵な,xweşik
613,böse::A,悪い,xerab
614,böse::A,悪い,aciz
615,dumm::A,馬鹿な,gêj
616,faul::A,怠惰な,têmbêl
617,fleißig::A,勤勉な,jêhatî
618,geizig::A,けちな,destgirtî
619,klug::A,賢い,baqil
620,klug::A,頭のいい,baqil
621,geschickt::A,器用な,zîrek
622,geschickt::A,器用な,ziring
623,lieb::A,愛らしい,delal
624,lustig::A,楽しい,kêfxweş
625,sanft::A,温和な,nazenîn
626,hungrig::A,空腹の,birçî
627,krank::A,病気の,nexweş
628,nackt::A,裸の,rût
629,nackt::A,裸の,tazî
630,traurig::A,悲しい,xemgîn
631,lebendig::A,生きた,bisaxî
632,gut::A,良い,baş
633,schlecht::A,悪い,xerab
634,schlecht::A,駄目な,xerab
635,richtig::A,正しい,rast
636,richtig::A,正しい,saxlem
637,schlimm::A,ひどい,nebaş
638,wahr::A,本当の,rast
639,alt::A,古い,pîr
640,alt::A,古い,kevn
641,neu::A,新しい,nû
642,ehemalig::A,以前の,kevnar
643,ehemalig::A,以前の,peşidar
644,alt[Lebewesen]::A,年を取った,pîr
645,jung::A,若い,xort
646,arm::A,貧乏な,feqîr
647,arm::A,貧乏な,desteng
648,reich::A,裕福な,dewlemend
649,bekannt::A,有名な,naskirî
650,berühmt::A,有名な,navdar
651,fremd::A,見知らぬ,xerîb
652,verschieden::A,色々な,çîhê
653,nah::A,近い,nêzîk
654,fern::A,遠い,dûr
655,linker::A,左の,çepê
656,rechter::A,右の,rastê
657,anderer::A,別の,yê din
658,erster::A,一番目,yekemîn
659,zweiter::A,二番目,duda
660,dritter::A,三番目,sisêya
661,letzter::A,最後の,paşîn
662,allein::ADV,一人で,tenê
663,auf einmal::ADV,同時に,jar kê
664,zusammen::ADV,一緒に,tev
665,zusammen::ADV,一緒に,bi hev re
666,lange::ADV,長い間,dirêj
667,plötzlich::ADV,急に,ji nişkave
668,sofort::ADV,すぐに,yekser
669,später::ADV,後で,paşiyê
670,jetzt::ADV,今,nuha
671,heute::ADV,今日,îro
672,morgen::ADV,明日,sibeh
673,bald::ADV,間もなく,nêzîk
674,dann::ADV,それから,paşê
675,gestern::ADV,昨日,do
676,einst::ADV,過去に,jar ke
677,damals::ADV,あの時,hîngî
678,danach::ADV,その後で,piştra
679,vorher::ADV,以前に,pîşî
680,zuerst::ADV,まず,bere
681,zuerst::ADV,最初に,bere
682,einmal::ADV,一回,çarik
683,manchmal::ADV,時々,çarna
684,oft::ADV,よく,gelek çaran
685,immer::ADV,いつも,daîm
686,niemals::ADV,一度も...ない,tu çar
687,hier::ADV,こちら,li vir
688,hierhin::ADV,ここへ,vir
689,hierhin::ADV,こちらへ,vir
690,von hier::ADV,ここから,ji vir
691,dort::ADV,そちら,li wê derê
692,dorthin::ADV,そこへ,wêda
693,dorthin::ADV,そちらへ,wêda
694,geradeaus::ADV,真っ直ぐに,rastê rast
695,vorwärts::ADV,前へ,ber bi pêş
696,rückwärts::ADV,後ろへ,paşpê
697,zurück::ADV,後ろへ,paşdo
698,zurück::ADV,後ろへ,paşvê
699,unten::ADV,下に,jêrî
700,hinab::ADV,下へ,berjêr
701,oben::ADV,上に,banî
702,hinauf::ADV,上へ,banî
703,überall::ADV,どこでも,li her derê
704,nicht::ADV,ない,ne
705,nicht::ADV,ない,nîn
706,nicht::ADV,ない,tine
707,ein wenig::ADV,少し,hebkî
708,ein wenig::ADV,ちょっと,hebkî
709,kaum::ADV,ほとんど～ない,tema
710,kaum::ADV,ほとんど～ない,himangi
711,sehr::ADV,とても,gelek
712,so::ADV,こう,weha
713,noch::ADV,まだ,hêj
714,noch::ADV,まだ,dîsa
715,nur::ADV,～だけ,tenê
716,nur::ADV,～だけ,bes
717,schon::ADV,もう,hew
718,wieder::ADV,再び,jar din
719,wieder::ADV,再び,dîsa
720,vergebens::ADV,無駄に,deya çun
721,vergebens::ADV,無駄に,îfleh bûn
722,vor::PRP,前に,li ber
723,hinter::PRP,後ろに,li pişt
724,unter::PRP,下に,li bin
725,durch::PRP,通して,kura
726,neben::PRP,横に,li ba
727,zwischen::PRP,間に,nabeyne
728,zwischen::PRP,間に,di nav...da
729,wegen::PRP,為に,ji bo
730,wegen::PRP,為に,ji ber
731,wegen::PRP,せいで,ji bo
732,wegen::PRP,せいで,ji ber
733,dies::PRN,これ,ev
734,das::PRN,それ,ev
735,alles::PRN,全部,hemû
736,ich::PRN,私,ez
737,du::PRN,あなた,tu
738,er::PRN,彼,wî
739,wir::PRN,私達,êm
740,ihr::PRN,あなた達,hûn
741,sie::PRN,彼ら,we
742,was::FPRN,何,çi
743,wer::FPRN,誰,ki
744,wer::FPRN,どなた,ki
745,wo::FADV,どこ,li ku dere
746,wo::FADV,どこに,li ku dere
747,wohin::FADV,どこへ,li ku dere
748,wie::FADV,どう,çawa
749,warum::FADV,何故,çima
750,warum::FADV,どうして,çima
751,wieviel::FNUM,どのくらい,çend
752,eins::NUM,一,yek
753,zwei::NUM,二,didu
754,zwei::NUM,二つ,didu
755,drei::NUM,三,sisê
756,drei::NUM,三つ,sisê
757,vier::NUM,四,çar
758,vier::NUM,四つ,çar
759,fünf::NUM,五,penç
760,fünf::NUM,五つ,penç
761,sechs::NUM,六,şeş
762,sechs::NUM,六つ,şeş
763,sieben::NUM,七,heft
764,sieben::NUM,七つ,heft
765,acht::NUM,八,heşt
766,acht::NUM,八つ,heşt
767,neun::NUM,九,neh
768,neun::NUM,九つ,neh
769,zehn::NUM,十,deh
770,elf::NUM,十一,yazdeh
771,zwölf::NUM,十二,diwazdeh
772,zwanzig::NUM,二十,bîst
773,dreißig::NUM,三十,sih
774,vierzig::NUM,四十,çil
775,fünfzig::NUM,五十,pençi
776,sechzig::NUM,六十,şêst
777,siebzig::NUM,七十,heftê
778,achtzig::NUM,八十,heştê
779,neunzig::NUM,九十,nod
780,hundert::NUM,百,sêd
781,tausend::NUM,千,hezar
782,und::CNJ,-と,û
783,und::CNJ,そして,û
784,oder::CNJ,或いは,an
785,oder::CNJ,或いは,yan
786,stehen::V,立っている,sekinîn
787,sitzen::V,座っている,rûniştin
788,liegen::V,横になっている,paldan
789,hängen::V,掛かっている,darve kirin
790,werden::V,なる,bûn
791,passieren::V,起こる,hatin holê
792,passieren::V,起こる,hatin serê kesî
793,beginnen::V,始まる,li dest pêkirin
794,enden::V,終わる,xalas bû
795,wechseln::V,変わる,guherandin
796,wechseln::V,変わる,dêgiş kirin
797,aufgehen[Sonne]::V,出る,hilatin
798,untergehen[Sonne]::V,沈む,çun ava
799,scheinen[Sonne]::V,輝く,şewk de
800,donnern::V,雷が鳴る,gire-gir
801,wehen::V,吹く,ba le de
802,strömen::V,流れる,xwe girtin
803,fließen::V,流れる,herikîn
804,sich drehen::V,回転する,xwe zivirandin
805,schwanken::V,揺れる,hejandin
806,schwingen::V,振動する,libakirin
807,fallen::V,落ちる,ketin
808,brennen::V,燃える,şewitîn
809,rauchen::V,煙を出す,kişandin
810,regnen::V,雨が降る,bahran tê
811,gefrieren::V,凍る,qefilandin
812,tauen::V,溶ける,helandin
813,schmelzen::V,溶ける,helandin
814,trocknen::V,乾く,zuwabûn
815,sieden::V,沸く,kelîn
816,faulen::V,腐る,xerabûn
817,verfaulen::V,朽ちる,xerabûn
818,reißen::V,切れる,jêkirin
819,versinken::V,沈む,xerq bûn
820,vergehen::V,経つ,derbas bûn
821,erscheinen::V,現れる,peyda bûn
822,verschwinden::V,消える,wendabûn
823,sinken::V,下がる,noq bûn
824,abnehmen::V,減る,kêm bûn
825,zunehmen::V,増える,qelew bûn
826,steigen::V,上がる,hildan
827,wachsen::V,伸びる,mezin bûn
828,glänzen::V,輝く,biriqîn
829,funkeln::V,ぴかぴか光る,çikisîn
830,lärmen::V,騒ぐ,guşîn
831,läuten::V,鳴る,lê de
832,klingeln::V,鳴る,sîl dan
833,klingeln::V,鳴る,ringerin
834,klirren::V,がらんがらんと鳴る,zingzing hat
