,Concept_ID,da,myv
71,Stein::N,sten,кев
72,Boden::N,jord,мода
73,Erde::N,jord,мастор
74,Staub::N,støv,пуль
75,Rauch::N,røg,качамо
76,Funke::N,gnist,сятко
77,Feuer::N,ild,тол
78,Licht::N,lys,валдо
79,Schatten::N,skygge,сулей
80,Schatten::N,skygge,сулейкс
81,Wetter::N,vejr,ушо
82,Nebel::N,tåge,сув
83,Wolke::N,sky,пель
84,Regen::N,regn,пиземс
85,Schnee::N,sne,лов
86,Eis::N,is,эй
87,Frost::N,frost,кельме
88,Kälte::N,kulde,якшамо
89,Hitze::N,hede,пси
90,Raureif::N,rimfrost,лекш
91,Regenbogen::N,regnbue,пурьгинечирьке
92,Regenbogen::N,regnbue,пурьгинеёнкс
93,Donner::N,torden,пурьгине
94,Strömung::N,strømning,чудема
95,Strömung::N,strømning,чудевкс
96,Tropfen::N,dråbe,петнявкс
97,Schaum::N,skum,чов
98,Schmutz::N,snavs,рудаз
99,See::N,sø,эрьке
100,Sumpf::N,sump,чей
101,Moor::N,mose,чей
102,Wiese::N,eng,луга
103,Wald::N,skov,вирь
104,Hügel::N,høj,губорь
105,Hügel::N,høj,пандыне
106,Hügel::N,bakke,губорь
107,Hügel::N,bakke,пандыне
108,Anhöhe::N,høj,губорь
109,Anhöhe::N,høj,пандыне
110,Anhöhe::N,bakke,губорь
111,Anhöhe::N,bakke,пандыне
112,Berg::N,bjerg,пандо
113,Gipfel::N,top,пря
114,Höhle::N,hule,пещера
115,Abhang::N,skrænt,пандочама
116,Abhang::N,skråning,пандочама
117,Quelle::N,kilde,ушодкс
118,Bach::N,bæk,чудикерькс
119,Fluss::N,flod,лей
120,Ufer::N,bred,чире
121,Küste::N,kyst,лейчире
122,Festland::N,fastland,мода
123,Meer::N,hav,моря
124,Bucht::N,bugt,усия
125,Insel::N,ø,усия
126,Blume::N,blomst,цеця
127,Gras::N,græs,тикше
128,Wurzel::N,rod,юр
129,Wurzel::N,rod,ундокс
130,Baum::N,træ,чувто
131,Stamm::N,stamme,рунго
132,Rinde::N,bark,суд
133,Rinde::N,bark,керь
134,Ast::N,gren,морго
135,Zweig::N,kvist,тарад
136,Blatt::N,blad,лопа
137,Birke::N,birk,килей
138,Kiefer[Baum]::N,fyrretræ,пиче
139,Weide[Baum]::N,piletræ,каль
140,Tanne::N,gran,куз
141,Horn::N,horn,сюро
142,Feder::N,fjer,толга
143,Fell::N,skind,пона
144,Flügel::N,vinge,сёлмо
145,Klaue::N,klov,кенже
146,Kralle::N,klo,кенже
147,Schwanz::N,hale,пуло
148,Ei::N,æg,ал
149,Nest::N,rede,пизэ
150,Bau::N,bo,варя
151,Bau::N,bo,пизе
152,Tier::N,dyr,ракша
153,Herde::N,flok,стада
154,Kuh::N,ko,скал
155,Bulle::N,tyr,бука
156,Pferd::N,hest,лишме
157,Schaf::N,får,реве
158,Schwein::N,gris,туво
159,Hund::N,hund,пине
160,Hund::N,hund,киска
161,Katze::N,kat,псака
162,Bär::N,bjørn,овто
163,Eichhörnchen::N,egern,ур
164,Elch::N,elg,сярдо
165,Fuchs::N,ræv,ривезь
166,Hase::N,hare,нумоло
167,Maus::N,mus,чеерь
168,Wolf::N,ulv,верьгиз
169,Vogel::N,fugl,нармунь
170,Schwarm::N,sværm,полк
171,Schwarm::N,sværm,стада
172,Huhn::N,høne,сараз
173,Hahn::N,hane,атякш
174,Gans::N,gås,гала
175,Gans::N,gås,мацей
176,Adler::N,ørn,куцькан
177,Adler::N,ørn,тумоатякш
178,Ente::N,and,яксярго
179,Eule::N,ugle,корж
180,Kranich::N,trane,карго
181,Krähe::N,krage,варака
182,Kuckuck::N,gøg,куко
183,Schwan::N,svane,локсей
184,Fisch::N,fisk,кал
185,Barsch::N,aborre,окунь
186,Hecht::N,gedde,щука
187,Schlange[Tier]::N,slange,гуй
188,Wurm::N,orm,сукс
189,Spinne::N,edderkop,шанжав
190,Ameise::N,myre,коткудав
191,Laus::N,lus,сий
192,Mücke::N,myg,сеське
193,Fliege::N,flue,карво
194,Schmetterling::N,sommerfugl,нимиляв
195,Beere::N,bær,умарь
196,Apfel::N,æble,умарь
197,Pilz::N,svamp,панго
198,Zwiebel::N,løg,чурька
199,Saat::N,sæd,видьметь
200,Korn::N,korn,сюро
201,Heu::N,hø,тикше
202,Schale::N,skræl,кедь
203,Schale::N,skræl,ваткавкс
204,Grube::N,grav,латко
205,Falle::N,fælde,тувор
206,Falle::N,fælde,кундамка
207,Schlinge::N,snare,килькш
208,Spur::N,spor,челькс
209,Spur::N,spor,пильгеки
210,Asche::N,aske,кулов
211,Dreck::N,snavs,рудаз
212,Eisen::N,jern,кшни
213,Gold::N,guld,сырне
214,Silber::N,sølv,сия
215,Kohle::N,kul,сэдь
216,Kohle::N,kul,уголия
217,Glas::N,glas,сулика
218,Lehm::N,ler,сёвонь
219,Sand::N,sand,човар
220,Mensch::N,mennesge,ломань
221,Mann::N,mand,аля
222,Mann::N,mand,цёраломань
223,Frau::N,kvinde,ава
224,Kind::N,barn,эйкакш
225,Junge::N,dreng,цёрыне
226,Mädchen::N,pige,тейтерне
227,Familie::N,familie,семия
228,Großvater::N,bedstefar,покштя
229,Großmutter::N,bedstemor,баба
230,Eltern::N,forældre,тетят-ават
231,Vater::N,far,тетя
232,Mutter::N,mor,ава
233,Sohn::N,søn,цёра
234,Tochter::N,datter,тейтерь
235,Bruder::N,bror,леля
236,Bruder::N,bror,ялакс
237,Schwester::N,søster,сазор
238,Onkel::N,onkel,леля
239,Tante::N,tante,патя
240,Ehemann::N,ægtemand,мирде
241,Ehefrau::N,hustru,ни
242,Freude::N,glæde,кеняркс
243,Gelächter::N,latter,ракамо
244,Gelächter::N,latter,пейдема
245,Glück::N,lykke,уцяска
246,Kummer::N,sorg,рискс
247,Kummer::N,sorg,мелявкс
248,Wunsch::N,ønske,мель
249,Wunsch::N,ønske,бажамо
250,Lust::N,lyst,бажамо
251,Geist::N,ånd,ойме
252,Gedanke::N,tanke,мель
253,Gedächtnis::N,hukommelse,мель
254,Verstand::N,forstand,прев
255,Sinn::N,mening,толк
256,Sinn::N,mening,смысла
257,Sinn::N,betydning,толк
258,Sinn::N,betydning,смысла
259,Grund::N,grund,тувтал
260,Wahrheit::N,sandhed,видечи
261,Gespräch::N,samtale,кортнема
262,Märchen::N,eventyr,ёвкс
263,Erzählung::N,fortælling,ёвтнема
264,Nachricht::N,efterretning,куля
265,Neuigkeit::N,nyhed,куля
266,Name::N,navn,лем
267,Rätsel::N,gåde,содамоёвкс
268,Rede::N,tale,кортамо
269,Sprache::N,sprog,кель
270,Stimme::N,stemme,ваигель
271,Wort::N,ord,вал
272,Zeichen::N,tegn,теште
273,Ruf::N,råb,тердема
274,Lärm::N,larm,шалнома
275,Laut::N,lyd,вайгель
276,Ton::N,tone,гайнема
277,Lied::N,sang,моро
278,Ruhe::N,ro,оймамо
279,Ruhe::N,hvile,оймамо
280,Leute::N,folk,ломанть
281,Leute::N,mennesker,ломанть
282,Volk::N,folk,народ
283,Arbeit::N,arbejde,тев
284,Gast::N,gæst,инже
285,Geschenk::N,gave,казне
286,Spiel::N,leg,налксема
287,Gesellschaft::N,selskab,община
288,Hilfe::N,hjælp,лездамо
289,Freund::N,ven,оя
290,Freund::N,ven,ялга
291,Kamerad::N,kammerat,оя
292,Kamerad::N,kammerat,ялга
293,Angelegenheit::N,sag,тев
294,Angelegenheit::N,anliggende,тев
295,Anzahl::N,antal,ламоксчи
296,Art::N,art,вид
297,Stück::N,stykke,пакш
298,Stück::N,stykke,пелькс
299,Teil::N,del,часть
300,Teil::N,del,пелькс
301,Hälfte::N,halvdel,пель
302,Hälfte::N,halvdel,пелькс
303,Kreis::N,cirkel,кирькс
304,Kreuz::N,kors,крёст
305,Kreuz::N,kryds,крёст
306,Linie::N,linie,кикс
307,Strich::N,streg,межа
308,Abstand::N,afstand,ютко
309,Entfernung::N,afstand,ютко
310,Gegend::N,egn,тарка
311,Gegend::N,egn,пертьпелькс
312,Platz::N,plads,васолкс
313,Ort::N,sted,тарка
314,Seite::N,side,ён
315,Seite::N,side,чире
316,Mitte::N,midte,куншка
317,Gegenstand::N,genstand,предмет
318,Sache::N,sag,тев
319,Sache::N,sag,веща
320,Rand::N,rand,пе
321,Rand::N,rand,чире
322,Kante::N,kant,ирдез
323,Ecke::N,hjørne,ужо
324,Spitze::N,spids,пряне
325,Spitze::N,spids,пе
326,Ende::N,ende,пе
327,Loch::N,hul,варя
328,Winkel::N,vinkel,ужо
329,Muster::N,mønster,сёрма
330,Größe::N,størrelse,сэрь
331,Größe::N,størrelse,покшолма
332,Länge::N,længde,кувалмо
333,Höhe::N,højde,сэрь
334,Höhe::N,højde,пандо
335,Gewicht::N,vægt,сталмо
336,Menge::N,mængde,лововкс
337,Haufen::N,bunke,мар
338,Haufen::N,bunke,валявкс
339,Reihe::N,række,ряд
340,Boot::N,båd,венч
341,Ruder::N,åre,милё
342,Schlitten::N,kælk,нурдт
343,Schlitten::N,slæde,нурдт
344,Ski::N,ski,сокс
345,Lagerfeuer::N,lejrbål,толбандя
346,Last::N,last,сталмо
347,Last::N,last,кандома
348,Last::N,byrde,сталмо
349,Last::N,byrde,кандома
350,Gang::N,gang,молема
351,Gang::N,gang,якамо
352,Schritt::N,skridt,эскелькс
353,Norden::N,nord,якшамо ёнкс
354,Süden::N,syd,лембе ёнкс
355,Westen::N,vest,чивалгома
356,Osten::N,øst,чилисема
357,Holz::N,træ,чувто
358,Brett::N,bræt,лаз
359,Platte::N,plade,плита
360,Stütze::N,støtte,неже
361,Stange::N,stang,олга
362,Stock::N,stok,мандо
363,Stab::N,stav,олога
364,Rohr::N,rør,турба
365,Haus::N,hus,кудо
366,Heim::N,hjem,кудо
367,Ofen::N,ovn,каштомо
368,Fußboden::N,gulv,киякс
369,Tisch::N,bord,столь
370,Stuhl::N,stol,стул
371,Wiege::N,vugge,лавсь
372,Wiege::N,vugge,нурямот
373,Bett::N,seng,ацамо
374,Regal::N,reol,лався
375,Regal::N,reol,лавсяланго
376,Kiste::N,kasse,горобия
377,Kiste::N,kasse,сундук
378,Fenster::N,vindue,вальма
379,Tür::N,dør,кенкш
380,Tor::N,port,ортат
381,Zaun::N,stakit,пирявт
382,Zaun::N,stakit,пирвякс
383,Dach::N,tag,кудопря
384,Leiter::N,stige,кузтема
385,Besen::N,kost,тенсть
386,Spaten::N,spade,койме
387,Schaufel::N,skovl,кече
388,Schaufel::N,skovl,келей койме
389,Gabel::N,gaffel,сянгине
390,Löffel::N,ske,пенч
391,Messer::N,kniv,пеель
392,Nagel::N,søm,эске
393,Netz::N,net,алтыма
394,Haken::N,krog,кечказ
395,Griff::N,tag,кедне
396,Griff::N,håndtag,кедне
397,Schloss::N,lås,замок
398,Schloss::N,lås,панжома
399,Bild::N,billede,картина
400,Figur::N,figur,рунго
401,Puppe::N,dukke,няка
402,Beutel::N,pose,кескав
403,Bündel::N,bylt,керькс
404,Bündel::N,bundt,керькс
405,Tasche::N,taske,юдма
406,Eimer::N,spand,ведра
407,Deckel::N,låg,велькс
408,Geschirr::N,husgeråd,кедьге
409,Sack::N,sæk,кескав
410,Tasse::N,kop,чакш
411,Topf::N,gryde,кастрюля
412,Kessel::N,kedel,котёл
413,Essen::N,måltid,ярсамо
414,Nahrung::N,mad,ярсамопель
415,Nahrung::N,næring,ярсамопель
416,Speise::N,ret,ярсамопель
417,Fleisch::N,kød,сывель
418,Getreide::N,korn,сюро
419,Brei::N,grød,каша
420,Brot::N,brød,кши
421,Scheibe::N,skive,кочом
422,Scheibe::N,skive,сускомо
423,Fett::N,fedt,куя
424,Butter::N,smør,ой
425,Öl::N,olie,ой
426,Salz::N,salt,сал
427,Suppe::N,suppe,ям
428,Honig::N,honning,медь
429,Milch::N,mælk,ловсо
430,Tee::N,te,чай
431,Leder::N,skind,киське
432,Wolle::N,uld,пона
433,Stoff::N,stof,коцт
434,Nadel::N,nål,салмукс
435,Faden::N,tråd,суре
436,Knopf::N,knap,пов
437,Knoten::N,knude,сюлмо
438,Farbe::N,farve,артомапель
439,Kleidung::N,påklædning,оршамот
440,Hemd::N,skjorte,панар
441,Kragen::N,krave,сиве
442,Ärmel::N,ærme,ожа
443,Hose::N,bukser,понкст
444,Gürtel::N,bælte,каркс
445,Mütze::N,hue,чапка
446,Schuh::N,sko,туфля
447,Stiefel::N,støvle,кем
448,Ring::N,ring,суркс
449,Band::N,bånd,лента
450,Kamm::N,kam,сурсеме
451,Spiegel::N,spejl,чавачамо
452,Riemen::N,rem,кшнань каркс
453,Schnur::N,snor,пикс
454,Leine::N,snor,ведьме
455,Decke::N,tæppe,вельтямо
456,Kissen::N,pude,тодов
457,Tuch::N,sjaltørklæde,паця
458,Handtuch::N,håndklæde,нардамо
459,Kraft::N,kraft,вий
460,Stärke::N,styrke,виевчи
461,Gesundheit::N,sundhed,шумбрачи
462,Krankheit::N,sygdom,орма
463,Krankheit::N,sygdom,сэредема
464,Schmerz::N,smerte,сэредькс
465,Wunde::N,sår,керявкс
466,Fieber::N,feber,маштыкс
467,Arznei::N,medicin,ормаменькс
468,Arznei::N,lægemiddel,ормаменькс
469,Brücke::N,bro,сэдь
470,Brücke::N,bro,мадамо
471,Brunnen::N,brønd,лисьма
472,Weide::N,græsgang,ракшань ванома тарка
473,Pfad::N,sti,ян
474,Weg::N,vej,ки
475,Straße::N,gade,ки
476,Dorf::N,landsby,веле
477,Stadt::N,by,ош
478,Brief::N,brev,сёрма
479,Buch::N,bog,книга
480,Buchstabe::N,bogstav,буква
481,Zeitung::N,avis,газета
482,Leben::N,liv,эрямо
483,Tod::N,død,кулома
484,Grab::N,grav,калмо
485,Kirche::N,kirke,церькова
486,Sünde::N,synd,чумочи
487,Gott::N,gud,паз
488,Arbeiter::N,arbejder,робочей
489,Chef::N,chef,прявт
490,Meister::N,mester,кол тевень тенця
491,Arzt::N,læge,врач
492,Lehrer::N,lærer,учитель
493,Lehrer::N,lærer,тонавтыця
494,Geld::N,penge,ярмак
495,Geschäft::N,forretning,ладязь тев
496,Laden::N,butik,лавка
497,Laden::N,forretning,лавка
498,Preis::N,pris,питне
499,Ware::N,vare,миевкс
500,Ware::N,vare,рамавкс
501,Nutzen::N,nytte,паро
502,Nutzen::N,nytte,лезэ
503,Reichtum::N,rigdom,сюпавчи
504,Welt::N,verden,мир
505,Welt::N,verden,мастор ланго
506,Land::N,land,мастор
507,Staat::N,stat,государства
508,König::N,konge,король
509,Macht::N,magt,азорксчи
510,Grenze::N,grænse,буен тешкс
511,Krieg::N,krig,война
512,Feind::N,fjende,душман
513,Gewalt::N,vold,нарьгамо
514,Kampf::N,kamp,тюрема
515,Bogen[Waffe]::N,bue,нал
516,Pfeil::N,pil,нал
517,Gewehr::N,gevær,ружия
518,Gewehr::N,gevær,винтовка
519,Fehler::N,fejl,ильведькс
520,Fehler::N,fejl,ильведевкс
521,Lüge::N,løgn,манчема
522,Lüge::N,løgn,кенгелема
523,Schaden::N,skade,зыян
524,Unglück::N,uheld,зыян
525,Unglück::N,ulykke,зыян
526,Schuld::N,skyld,чумочи
527,Alter::N,alder,шка
528,Schluss::N,slut,пе
529,Schluss::N,slutning,пе
530,Zeit::N,tid,шка
531,Zeit::N,tid,пинге
532,Tag::N,dag,чи
533,Morgen::N,morgen,валске
534,Mittag::N,middag,чикуншка
535,Abend::N,aften,чокшнэ
536,Nacht::N,nat,ве
537,Woche::N,uge,недля
538,Monat::N,måned,ков
539,Jahr::N,år,ие
540,Frühling::N,forår,тундо
541,Sommer::N,sommer,кизэ
542,Herbst::N,efterår,сёксь
543,Winter::N,vinter,теле
544,Januar::N,januar,якшамков
545,Februar::N,februar,февраль
546,März::N,marts,март
547,April::N,april,апрель
548,Mai::N,maj,май
549,Juni::N,juni,июнь
550,Juli::N,juli,июль
551,August::N,august,август
552,September::N,september,сентября
553,Oktober::N,oktober,октября
554,November::N,november,ноября
555,Dezember::N,december,декабря
556,Montag::N,mandag,пондельник
557,Dienstag::N,tirsdag,овторник
558,Mittwoch::N,onsdag,серёда
559,Donnerstag::N,torsdag,цетьверьг
560,Freitag::N,fredag,пеця
561,Samstag::N,lørdag,субута
562,Samstag::N,lørdag,шлямочи
563,Sonntag::N,søndag,недлячи
564,groß::A,stor,ине
565,groß::A,stor,покш
566,klein::A,lille,вишка
567,lang::A,lang,кувака
568,kurz::A,kort,нурькине
569,breit::A,bred,келей
570,schmal::A,smal,теине
571,dicht::A,tæt,тусто
572,dick[Gegenstand]::A,tyk,эчке
573,dünn::A,tynd,човине
574,fein::A,fin,човине
575,fest::A,fast,кеме
576,flach::A,flad,лапужа
577,glatt::A,glat,валаня
578,hart::A,hård,калгодо
579,weich::A,blød,чевте
580,rund::A,rund,кеверь
581,spitz::A,spids,пшти
582,scharf::A,skarp,пшти
583,stumpf::A,sløv,ношка
584,stumpf::A,stump,ношка
585,schwer::A,tung,стака
586,schön::A,skøn,мазый
587,heiß::A,hed,пси
588,warm::A,varm,лембе
589,kalt::A,kold,якшамо
590,kühl::A,kølig,экше
591,frisch::A,frisk,свежа
592,feucht::A,fugtig,летьке
593,nass::A,våd,начко
594,trocken::A,tør,коське
595,voll::A,fuld,пешксе
596,leer::A,tom,чаво
597,offen::A,åben,панжадо
598,offen::A,åben,виде
599,geschlossen::A,lukket,пекстазь
600,geschlossen::A,lukket,сёлгозь
601,sauber::A,ren,ванькс
602,schmutzig::A,snavset,ливезев
603,roh::A,rå,верек
604,reif::A,moden,кенерезь
605,lecker::A,lækker,тантей
606,süß::A,sød,ламбамо
607,bitter::A,bitter,сэпей
608,sauer::A,sur,чапамо
609,hell::A,lys,валдо
610,dunkel::A,mørk,чопода
611,schwarz::A,sort,раужо
612,weiß::A,hvid,ашо
613,rot::A,rød,якстере
614,gelb::A,gul,ожо
615,blau::A,blå,сэнь
616,grün::A,grøn,пиже
617,grau::A,grå,шержев
618,bunt::A,broget,сёрмав
619,billig::A,billig,аволь питней
620,teuer::A,dyr,питней
621,wertvoll::A,værdifuld,питней
622,blind::A,blind,сокор
623,taub::A,døv,амариця
624,kräftig::A,kraftig,пек виев
625,stark::A,stærk,виев
626,schwach::A,svag,лавшо
627,fett::A,fed,куя
628,schlank::A,slank,виде ронга
629,hübsch::A,køn,мазый
630,böse::A,ond,кежей
631,böse::A,slem,кежей
632,dumm::A,dum,чавола
633,dumm::A,dum,превтеме
634,faul::A,doven,нузякс
635,fleißig::A,flittig,мелень путыця
636,geizig::A,gerrig,скупой
637,klug::A,klog,превей
638,geschickt::A,dygtig,маштозь теезь
639,geschickt::A,behændig,маштозь теезь
640,lieb::A,rar,вадря
641,lustig::A,lystig,весёла
642,sanft::A,blid,сэтьме
643,hungrig::A,sulten,вачо
644,krank::A,syg,сэредиця
645,nackt::A,nøgen,штапо
646,traurig::A,bedrøvet,нусманя
647,lebendig::A,levende,эриця
648,gut::A,god,паро
649,schlecht::A,dårlig,берянь
650,richtig::A,rigtig,виде
651,schlimm::A,slem,берянь
652,wahr::A,sand,алкуксонь
653,alt::A,gammel,ташто
654,neu::A,ny,од
655,ehemalig::A,forhenværende,икелень
656,alt[Lebewesen]::A,gammel,сыре
657,jung::A,ung,од
658,arm::A,fattig,кажов
659,reich::A,rig,сюпав
660,bekannt::A,kendt,содавикс
661,berühmt::A,berømt,содавикс
662,fremd::A,fremmed,лия
663,fremd::A,fremmed,асодавикс
664,verschieden::A,forskellig,эрьва
665,nah::A,nær,а васолонь
666,fern::A,fjern,умонь
667,fern::A,fjern,кезэрень
668,linker::A,venstre,керш
669,rechter::A,højre,вить
670,anderer::A,anden,лия
671,erster::A,første,васень
672,erster::A,første,васенце
673,zweiter::A,anden,омбоце
674,dritter::A,tredje,колмоце
675,letzter::A,sidste,меельце
676,allein::ADV,alene,башка
677,allein::ADV,alene,ськамонзо
678,auf einmal::ADV,på én gang,вейсэ
679,zusammen::ADV,sammen,вейс
680,zusammen::ADV,sammen,вейсэ
681,lange::ADV,længe,кувать
682,plötzlich::ADV,pludselig,апак учо
683,sofort::ADV,straks,курок
684,sofort::ADV,straks,нейке
685,später::ADV,senere,мейле
686,jetzt::ADV,nu,ней
687,heute::ADV,i dag,течи
688,morgen::ADV,i morgen,ванды
689,bald::ADV,snart,курок
690,dann::ADV,så,мейле
691,dann::ADV,så,седе мейле
692,gestern::ADV,i går,исяк
693,einst::ADV,engang,весть
694,einst::ADV,engang,зярдо-бути
695,damals::ADV,dengang,сестэ
696,danach::ADV,derefter,мейле
697,danach::ADV,derefter,седе мейле
698,vorher::ADV,før,васняяк
699,vorher::ADV,forud,васняяк
700,zuerst::ADV,først,васня
701,einmal::ADV,en gang,весть
702,manchmal::ADV,sommetider,лиясто
703,oft::ADV,ofte,сеетьстэ
704,immer::ADV,altid,свал
705,niemals::ADV,aldrig,а зярдояк
706,hier::ADV,her,тесэ
707,hierhin::ADV,hid,тей
708,hierhin::ADV,herhen,тей
709,von hier::ADV,herfra,тестэ
710,dort::ADV,der,тосо
711,dorthin::ADV,derhen,тов
712,geradeaus::ADV,lige ud,витьстэ
713,vorwärts::ADV,fremad,икелев
714,rückwärts::ADV,baglæns,мекев
715,zurück::ADV,tilbage,мекев
716,unten::ADV,nede,ало
717,unten::ADV,forneden,ало
718,hinab::ADV,ned,алов
719,hinab::ADV,nedad,алов
720,oben::ADV,oppe,вере
721,oben::ADV,ovenpå,вере
722,hinauf::ADV,op,верев
723,hinauf::ADV,opad,верев
724,überall::ADV,overalt,эрьва косо
725,nicht::ADV,ikke,а
726,ein wenig::ADV,lidt,аламошка
727,kaum::ADV,knap,ансяк
728,kaum::ADV,næppe,ансяк
729,sehr::ADV,meget,пек
730,sehr::ADV,meget,вельть
731,so::ADV,så,истя
732,noch::ADV,endnu,таго
733,nur::ADV,kun,ансяк
734,nur::ADV,bare,ансяк
735,schon::ADV,alt,уш
736,schon::ADV,allerede,уш
737,wieder::ADV,igen,таго
738,vergebens::ADV,forgæves,стяко
739,vor::PRP,foran,икеле
740,vor::PRP,uden for,икеле
741,hinter::PRP,bag,вельде
742,hinter::PRP,bagved,вельде
743,unter::PRP,under,ало
744,durch::PRP,gennem,пачк
745,durch::PRP,igennem,пачк
746,neben::PRP,ved siden af,вакссо
747,zwischen::PRP,mellem,ютксо
748,wegen::PRP,på grund af,кис
749,wegen::PRP,på grund af,коряс
750,wegen::PRP,på grund af,кувалт
751,dies::PRN,dette,те
752,das::PRN,det,те
753,das::PRN,det,тона
754,alles::PRN,alt,весе
755,alles::PRN,alt,весемесь
756,ich::PRN,jeg,мон
757,du::PRN,du,тон
758,er::PRN,han,сон
759,wir::PRN,vi,минь
760,ihr::PRN,I,тынь
761,sie::PRN,de,сынь
762,was::FPRN,hvad,мезе
763,wer::FPRN,hvem,ки
764,wo::FADV,hvor,косо
765,wohin::FADV,hvorhen,ков
766,wohin::FADV,hvorhen,козо
767,wie::FADV,hvordan,кода
768,warum::FADV,hvorfor,мекс
769,wieviel::FNUM,hvor meget,зяро
770,eins::NUM,én,вейке
771,zwei::NUM,to,кавто
772,drei::NUM,tre,колмо
773,vier::NUM,fire,ниле
774,fünf::NUM,fem,вете
775,sechs::NUM,seks,кото
776,sieben::NUM,syv,сисем
777,acht::NUM,otte,кавксо
778,neun::NUM,ni,вейксэ
779,zehn::NUM,ti,кемень
780,elf::NUM,elleve,кевейкее
781,zwölf::NUM,tolv,кемгавтово
782,zwanzig::NUM,tyve,комсь
783,dreißig::NUM,tredive,колоньгемень
784,vierzig::NUM,fyrre,ниленьгемень
785,vierzig::NUM,fyrretyve,ниленьгемень
786,fünfzig::NUM,halvtreds,ведьгемень
787,sechzig::NUM,tres,кодгемень
788,siebzig::NUM,halvfjerds,сизьгемень
789,achtzig::NUM,firs,кавксоньгемень
790,neunzig::NUM,halvfems,вейксэньгемень
791,hundert::NUM,hundrede,сядо
792,tausend::NUM,tusind,тыща
793,und::CNJ,og,ды
794,oder::CNJ,eller,или
795,stehen::V,stå,аштемс стядо
796,sitzen::V,sidde,аштемс озадо
797,liegen::V,ligge,мадезь аштемс
798,hängen::V,hænge,нурьгемс
799,werden::V,blive,арамс
800,passieren::V,ske,лисэмс
801,passieren::V,hænde,лисэмс
802,beginnen::V,begynde,ушодомс
803,enden::V,ende,лоткамс
804,wechseln::V,veksle,полавтнемс
805,aufgehen[Sonne]::V,gå op,лисемс
806,aufgehen[Sonne]::V,gå op,стямс
807,aufgehen[Sonne]::V,stå op,лисемс
808,aufgehen[Sonne]::V,stå op,стямс
809,untergehen[Sonne]::V,gå ned,валгомс
810,scheinen[Sonne]::V,skinne,валдомтомс
811,donnern::V,tordne,цярномс
812,donnern::V,tordne,галдордомс
813,wehen::V,blæse,пувамс
814,strömen::V,strømme,чудемс
815,fließen::V,flyde,чудемс
816,sich drehen::V,dreje sig,велямс
817,schwanken::V,vakle,лыкамс
818,schwanken::V,vakle,якамс
819,schwingen::V,svinge,нурсемс
820,schwingen::V,svinge,лыкамс
821,fallen::V,falde,прамс
822,fallen::V,falde,сяворемс
823,brennen::V,brænde,паломс
824,rauchen::V,ryge,качадомс
825,regnen::V,regne,пиземс
826,gefrieren::V,fryse,кельмемс
827,tauen::V,tø,соламс
828,schmelzen::V,smelte,соламс
829,trocknen::V,tørre,коськемс
830,sieden::V,koge,лакамс
831,sieden::V,koge,пиксемс
832,faulen::V,rådne,наксадомс
