,Concept_ID,kl,kn
48,Leber::N,tinguk,ಯಕೃತ್ತು
49,Atem::N,anerneq,ಉಸಿರು
50,Hunger::N,kaanneq,ಹಸಿವು
51,Träne::N,qia,ಕಣ್ಣೀರು
52,Träne::N,qiak,ಕಣ್ಣೀರು
53,Geschmack::N,qilanaartuut,ರುಚಿ
54,Geruch::N,tipi,ವಾಸನೆ
55,Geruch::N,tipik,ವಾಸನೆ
56,Traum::N,sinnattoq,ಕನಸು
57,Traum::N,sinnattugaq,ಕನಸು
58,Himmel::N,qilak,ಬಾನು
59,Sonne::N,seqineq,ಸೂರ್ಯ
60,Mond::N,qaammat,ಚಂದ್ರ
61,Stern::N,ulloriaq,ಚುಕ್ಕಿ
62,Luft::N,silaannaq,ವಾಯು
63,Wind::N,anori,ಗಾಳಿ
64,Wind::N,anorsarik,ಗಾಳಿ
65,Welle::N,aalappaa,ಅಲೆ
66,Wasser::N,imeq,ನೀರು
67,Stein::N,ujarak,ಕಲ್ಲು
68,Boden::N,nateq,ನೆಲ
69,Erde::N,issoq,ಭೂಮಿ
70,Staub::N,pujualanerit,ದೂಳು
71,Staub::N,pujoralanerit,ದೂಳು
72,Rauch::N,iseq,ಹೊಗೆ
73,Rauch::N,pujoq,ಹೊಗೆ
74,Funke::N,illoorneq,ಕಿಡಿ
75,Feuer::N,inneq,ಬೆಂಕಿ
76,Licht::N,qaamaneq,ಬೆಳಕು
77,Schatten::N,tarraq,ನೆರಳು
78,Wetter::N,sila,ಹವ
79,Nebel::N,pujoq,ಮಂಜು
80,Wolke::N,nuia,ಮೋಡ
81,Regen::N,sialuk,ಮಳೆ
82,Schnee::N,aput,ಹಿಮ
83,Eis::N,siku,ಮಂಜುಗಡ್ಡೆ
84,Frost::N,issi,ಮಂಜು
85,Frost::N,issik,ಮಂಜು
86,Kälte::N,issi,ಹಿಮ
87,Hitze::N,kianneq,ಉಷ್ಣ
88,Hitze::N,kiassuseq,ಉಷ್ಣ
89,Raureif::N,kaneq,ಇಬ್ಬನಿ
90,Regenbogen::N,neriusaaq,ಇಂದ್ರಚಾಪ
91,Donner::N,kalleq,ಗುಡುಗು
92,Tropfen::N,kuseriarneq,ತೊಟ್ಟು
93,Schaum::N,qapuk,ನೊರೆ
94,Schmutz::N,minguk,ಕಸ
95,See::N,taseq,ಸರೋವರ
96,Sumpf::N,maqulluk,ಜೌಗುಸ್ಥಳ
97,Wiese::N,masarsuk,ಹುಲ್ಲುಗಾವಲು
98,Hügel::N,qattuneq,ಗುಡ್ಡೆ
99,Hügel::N,majuariaq,ಗುಡ್ಡೆ
100,Hügel::N,majorajaaq,ಗುಡ್ಡೆ
101,Hügel::N,qaqqannguaq,ಗುಡ್ಡೆ
102,Berg::N,qaqqaq,ಮಲೆ
103,Berg::N,qaqqaq,ಪರ್ವತ
104,Höhle::N,qaarusuk,ಗುಹೆ
105,Abhang::N,ippik,ಇಳಿಜಾರು
106,Abhang::N,sivinganeq,ಇಳಿಜಾರು
107,Abhang::N,sivingajaaq,ಇಳಿಜಾರು
108,Abhang::N,kussangajaaq,ಇಳಿಜಾರು
109,Bach::N,kuunnguaq,ತೊರೆ
110,Fluss::N,kuuk,ನದಿ
111,Ufer::N,sissap sinaa,ತೀರ
112,Küste::N,sineriak,ದಂಡೆ
113,Meer::N,imaq,ಕಡಲು
114,Bucht::N,ikeq,ಖಾರಿ
115,Bucht::N,kangerluk,ಖಾರಿ
116,Bucht::N,kangerliumaneq,ಖಾರಿ
117,Insel::N,qeqertaq,ದ್ವೀಪ
118,Blume::N,naasoq,ಸುಮ
119,Gras::N,ivigaq,ಹುಲ್ಲು
120,Wurzel::N,niulutaq,ಬೇರು
121,Baum::N,orpik,ಮರ
122,Stamm::N,kanaartaq,ಕಾಂಡ
123,Rinde::N,ameraq,ತೂಗಟಿ
124,Ast::N,avalequt,ಶಾಖೆ
125,Zweig::N,avalequt,ರೆಂಬೆ
126,Blatt::N,pilutaq,ಎಲೆ
127,Birke::N,patitsit,ಬರ್ಚ್ ಮರ
128,Weide[Baum]::N,palleq,ವಿಲೋಮರ
129,Tanne::N,orsuerneq,ಭದ್ರದಾರು
130,Horn::N,nassuk,ಕೊಂಬು
131,Feder::N,suluk,ಪುಕ್ಕ
132,Fell::N,ameq,ರೋಮ
133,Flügel::N,suluk,ರೆಕ್ಕೆ
134,Flügel::N,isaroq,ರೆಕ್ಕೆ
135,Klaue::N,kukik,ಪಂಜ
136,Kralle::N,kukik,ಉಗುರು
137,Schwanz::N,pamioq,ಬಾಲ
138,Schwanz::N,paperuusaq,ಬಾಲ
139,Ei::N,mannik,ಮೊಟ್ಟೆ
140,Nest::N,ullut,ಗೂಡು
141,Bau::N,ini,ಅಡಗುದಾಣ
142,Tier::N,uumasoq,ಪ್ರಾಣಿ
143,Herde::N,unguukkat,ಗುಂಪು
144,Kuh::N,ussik,ಹಸು
145,Bulle::N,angukulak,ಗೂಳಿ
146,Bulle::N,anguteralak,ಗೂಳಿ
147,Bulle::N,angutikulooq,ಗೂಳಿ
148,Schaf::N,sava,ಕುರಿ
149,Schwein::N,puuluki,ಹಂದಿ
150,Hund::N,qimmeq,ನಾಯಿ
151,Katze::N,puisaaq,ಬೆಕ್ಕು
152,Bär::N,allaq,ಕರಡಿ
153,Eichhörnchen::N,sissinnguaq,ಉಡುತೆ
154,Fuchs::N,terianniaq,ನರಿ
155,Hase::N,ukaleq,ಮೊಲ
156,Maus::N,teriannguaq,ಇಲಿ
157,Wolf::N,amaroq,ತೋಳ
158,Vogel::N,timmiaq,ಪಕ್ಷಿ
159,Huhn::N,kukkukooq,ಚಿಕ್
160,Huhn::N,marloraaqaaq,ಚಿಕ್
161,Hahn::N,kiasiusaq,ಹುಂಜ
162,Gans::N,nerleq,ವರಟೆ
163,Adler::N,nattoralik,ಗರುಡ
164,Eule::N,uppik,ಗೂಬೆ
165,Kranich::N,qorlorfik,ಕೊಕ್ಕರ
166,Krähe::N,tuluatsiaq,ಕಾಗೆ
167,Kuckuck::N,kukkooq,ಕೋಗಿಲೆ
168,Schwan::N,qussuk,ಹಂಸಪಕ್ಷಿ
169,Fisch::N,aalisagaq,ಮೀನು
170,Schlange[Tier]::N,pulateriarsuk,ಹಾವು
171,Schlange[Tier]::N,pulateriaarsuk,ಹಾವು
172,Spinne::N,aasiaq,ಊರ್ಣನಾಭ
173,Spinne::N,nissavaarsuk,ಊರ್ಣನಾಭ
174,Ameise::N,uniaaluk,ಇರುವೆ
175,Laus::N,kumak,ಹೇನು
176,Mücke::N,ippernaq,ಸೊಳ್ಳೆ
177,Fliege::N,ippernaq,ನೊಣ
178,Schmetterling::N,paluaq,ಪತಂಗ
179,Schmetterling::N,pakkaluaq,ಪತಂಗ
180,Schmetterling::N,utsuppaluaq,ಪತಂಗ
181,Schmetterling::N,taqaleqisaaq,ಪತಂಗ
182,Beere::N,paarmaq,ನಯವಣ್ಣು
183,Beere::N,paarngaq,ನಯವಣ್ಣು
184,Apfel::N,iipili,ಸೇಬು
185,Pilz::N,anngiusaq,ಅಣಬೆ
186,Zwiebel::N,uanitsoq,ನೀರುಳ್ಳಿ
187,Saat::N,naatsiiassaq,ಬಿತ್ತ
188,Korn::N,maannineq,ಬೀಜ
189,Schale::N,niutsivik,ಹೊಟ್ಟು
190,Schale::N,ilulissaq qaartussaq,ಹೊಟ್ಟು
191,Grube::N,itersaq,ಗುಂಡಿ
192,Falle::N,pualavoq,ಬೋನು
193,Schlinge::N,orseq,ಉರುಲು
194,Schlinge::N,norloq,ಉರುಲು
195,Spur::N,tumaa,ಜಾಡು
196,Asche::N,arsat,ಬೂದಿ
197,Dreck::N,minguk,ಹೊಲಸು
198,Eisen::N,savimineq,ಕಬ್ಬಿಣ
199,Eisen::N,saffiugassaq,ಕಬ್ಬಿಣ
200,Gold::N,kuulti,ಚಿನ್ನ
201,Silber::N,siilviuvoq,ಬೆಳ್ಳಿ
202,Kohle::N,aamarsuit aamaruutissat,ಕಲ್ಲಿದ್ದಲು
203,Glas::N,igalaaq,ಗಾಜು
204,Glas::N,imertarfik,ಗಾಜು
205,Glas::N,igalaamineq,ಗಾಜು
206,Lehm::N,marraq,ಜೇಡಿಮಣ್ಣು
207,Sand::N,sioqqat,ಮರಳು
208,Mensch::N,inuk,ಪುರುಷ
209,Mensch::N,silamiu,ಪುರುಷ
210,Mann::N,angut,ಆಳು
211,Frau::N,arnaq,ಹೆಣ್ಣು
212,Kind::N,meeraq,ಮಗು
213,Junge::N,nukappiaraq,ಹುಡುಗ
214,Mädchen::N,arnannguaq,ಹುಡುಗಿ
215,Familie::N,ilaqutakka,ಕುಟುಂಬ
216,Familie::N,ilaqutariit,ಕುಟುಂಬ
217,Großvater::N,aatak,ಅಜ್ಜ
218,Großmutter::N,aanaq,ಅಮ್ಮ
219,Eltern::N,angajoqqaat,ಹೆತ್ತವರು
220,Vater::N,ataata,ತಂದೆ
221,Vater::N,ataataq,ತಂದೆ
222,Mutter::N,anaana,ಅಮ್ಮ
223,Sohn::N,erneq,ಮಗ 
224,Tochter::N,panik,ಮಗಳು
225,Bruder::N,ani,ತಮ್ಮ
226,Bruder::N,aqqaluk,ತಮ್ಮ
227,Bruder::N,qatanngut,ತಮ್ಮ
228,Schwester::N,naja,ತಂಗಿ
229,Schwester::N,aleqa,ತಂಗಿ
230,Schwester::N,qatanngut,ತಂಗಿ
231,Onkel::N,akkak,ಸೋದರಮಾವ
232,Onkel::N,akkak,ದೊಡ್ಡಪ್ಪ
233,Tante::N,aja,ಚಿಕ್ಕಮ್ಮ
234,Tante::N,ajak,ಚಿಕ್ಕಮ್ಮ
235,Tante::N,atsak,ಚಿಕ್ಕಮ್ಮ
236,Ehemann::N,ui,ಗಂಡ
237,Ehefrau::N,nuliaq,ಹೆಂಡತಿ
238,Freude::N,tipaatsussuseq,ನಲಿವು
239,Gelächter::N,illaq,ನಗೆ
240,Glück::N,usornaat,ಆನಂದ
241,Glück::N,usornarsuseq,ಆನಂದ
242,Wunsch::N,kissaat,ಬಯಕೆ
243,Lust::N,illigussuseq,ಇಷ್ಟ
244,Lust::N,piummaseq,ಇಷ್ಟ
245,Geist::N,anerneq,ಆತ್ಮ
246,Geist::N,toornaq,ಆತ್ಮ
247,Gedanke::N,isumassaq,ಯೋಚನೆ
248,Gedächtnis::N,eqqaamannissuseq,ಸ್ಮರಣೆ
249,Verstand::N,isuma,ಮನಸ್ಸು
250,Verstand::N,sianissut,ಮನಸ್ಸು
251,Verstand::N,misigissut,ಮನಸ್ಸು
252,Verstand::N,sianissuseq,ಮನಸ್ಸು
253,Verstand::N,silaqassuseq,ಮನಸ್ಸು
254,Sinn::N,isuma,ಅರ್ಥ
255,Grund::N,patsit,ಕಾರಣ
256,Wahrheit::N,sallusuissut,ಸತ್ಯ
257,Märchen::N,oqalualaarut,ಸುಳ್ಳು ಕಥೆ
258,Märchen::N,oqaluasaaq,ಸುಳ್ಳು ಕಥೆ
259,Erzählung::N,oqaluttuaq,ಕಥೆ
260,Nachricht::N,oqaassut,ಸಂದೇಶ
261,Nachricht::N,oqqersuut,ಸಂದೇಶ
262,Neuigkeit::N,tusarnartaq,ಸುದ್ದಿ
263,Name::N,ateq,ಹೆಸರು
264,Rätsel::N,nalorsitsaarut,ಒಗಟು
265,Rede::N,oqaluuseq,ಮಾತು
266,Sprache::N,oqaatsit,ಭಾಷೆ
267,Stimme::N,erinaq,ಧ್ವನಿ
268,Stimme::N,qarluuseq,ಧ್ವನಿ
269,Wort::N,oqaasii,ಮಾತು
270,Zeichen::N,nalunaaqqut,ಗುರುತು
271,Ruf::N,qaaqqussut,ಕೂಗು
272,Lärm::N,perpaluk,ಸದ್ದು
273,Laut::N,torsukattak,ಶಬ್ದ
274,Ton::N,erinaq,ನಾದ
275,Lied::N,taalliaq,ಗಾನ
276,Lied::N,erinarsuut,ಗಾನ
277,Ruhe::N,qatsunganeq,ಶಾಂತಿ
278,Leute::N,inuiak,ಮಂದಿ
279,Leute::N,inuiaqatigiit,ಮಂದಿ
280,Volk::N,inuiaat,ಜನಾಂಗ
281,Arbeit::N,suliaq,ಕೆಲಸ
282,Gast::N,qaaqqusaq,ಅತಿಥಿ
283,Geschenk::N,pajugut,ಕಾಣಿಕೆ
284,Hilfe::N,annertoqqut,ಸಹಾಯ
285,Freund::N,tiliaq,ಸ್ನೇಹಿತ
286,Freund::N,ikinngut,ಸ್ನೇಹಿತ
287,Kamerad::N,tiliaq,ಜೊತೆಗಾರ
288,Kamerad::N,ikinngut,ಜೊತೆಗಾರ
289,Art::N,ileqquuseq,ತರ
290,Stück::N,nakkaalaniku,ತುಂಡು
291,Teil::N,tassiaasat,ಭಾಗ
292,Hälfte::N,affaq,ಅರ್ಧ
293,Kreis::N,kaajaluinneq or kaajaluitsoq,ವೃತ್ತ
294,Kreuz::N,sanningasulik,ಶಿಲುಬೆ
295,Linie::N,tittaq,ರೀಖೆ
296,Linie::N,titarneq,ರೀಖೆ
297,Abstand::N,aku,ಅಂತರ
298,Abstand::N,ikiaq,ಅಂತರ
299,Entfernung::N,asi,ದೂರ
300,Gegend::N,nuna,ವಿಸ್ತೀರ್ಣ
301,Platz::N,ini,ಅಂತರ
302,Platz::N,inissaq,ಅಂತರ
303,Ort::N,sumiiffik,ಸ್ಥಳ
304,Seite::N,saneraq,ಪಕ್ಷ
305,Mitte::N,qiteq,ನಡು
306,Sache::N,pigisaq,ವಸ್ತು
307,Rand::N,sini,ಅಂಚು
308,Rand::N,akerfineq,ಅಂಚು
309,Kante::N,akerfineq,ಅಂಚು
310,Ecke::N,teqeqqoq,ಮೂಲೆ
311,Ecke::N,tikeqqoq,ಮೂಲೆ
312,Spitze::N,inngik,ತುದಿ
313,Ende::N,isu,ಕೊನೆ
314,Loch::N,putu,ತೂತು
315,Winkel::N,teqeqqorissaat,ಕೋನ
316,Muster::N,ilisserut,ನಮೂನೆ
317,Größe::N,angissuseq,ಪ್ರಮಾಣ
318,Länge::N,takissuseq,ಉದ್ದ
319,Gewicht::N,oqimaalutaq,ತೂಕ
320,Menge::N,amerlassuseq,ಮೊತ್ತ
321,Haufen::N,eqimattat,ರಾಶಿ
322,Reihe::N,allunaasaq,ಸಾಲು
323,Boot::N,qajaq,ದೋಣಿ
324,Boot::N,angallat,ದೋಣಿ
325,Boot::N,umiatsiaq,ದೋಣಿ
326,Ruder::N,iput,ಹುಟ್ಟು
327,Schlitten::N,qamutit,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
328,Schlitten::N,qimusseq,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
329,Ski::N,ataarut,ಜಾರುಪಟ್ಟಿ
330,Last::N,nammagaq,ಹೊರೆ
331,Schritt::N,allorneq,ಹೆಜ್ಜೆ
332,Norden::N,avannaq,ಉತ್ತರ
333,Süden::N,qava,ದಕ್ಷಿಣ
334,Süden::N,kujat,ದಕ್ಷಿಣ
335,Süden::N,kujataa,ದಕ್ಷಿಣ
336,Westen::N,kitaa,ಪಶ್ಚಿಮ
337,Osten::N,kangi,ಮೂಡಲು
338,Holz::N,qisuk,ಚೌಬೀನೆ
339,Brett::N,salliligaq,ಹಲಗೆ
340,Platte::N,qaateq,ಹಲಗೆ
341,Stütze::N,ajagutaq,ಆಸರೆ
342,Stütze::N,ajaagutaq,ಆಸರೆ
343,Stange::N,kaaviffik,ಕಂಬ
344,Stock::N,ajaappissat,ಕೋಲು
345,Stab::N,ajaappissat,ದೊಣ್ಣೆ
346,Rohr::N,sullulik,ನಳಿಕೆ
347,Haus::N,illu,ಮನೆ
348,Ofen::N,kissarsuut,ಒಲೆ
349,Fußboden::N,nateq,ನೆಲ
350,Tisch::N,allattarfik,ಮೇಜು
351,Stuhl::N,issiavik,ಕುರ್ಚಿ
352,Stuhl::N,issiaffik,ಕುರ್ಚಿ
353,Wiege::N,uaasoq,ತೊಟ್ಟಿಲು
354,Bett::N,nallavik,ಹಾಸಿಗೆ
355,Regal::N,ilisivik,ಬೀರು
356,Kiste::N,sakissat,ಪಟ್ಟಿಗೆ
357,Kiste::N,illerfiusaq,ಪಟ್ಟಿಗೆ
358,Fenster::N,aki,ಕಿಟಕಿ
359,Fenster::N,igalaaq,ಕಿಟಕಿ
360,Tür::N,matu,ಬಾಗಿಲು
361,Tor::N,isaaffik,ಹೆಬ್ಬಾಗಿಲು
362,Zaun::N,saputit,ಬೇಲಿ
363,Dach::N,qaliaq,ಮಾಳಿಗೆ
364,Leiter::N,tummeqqat,ಏಣಿ
365,Leiter::N,majuartarfiit,ಏಣಿ
366,Besen::N,saligutit,ಪೊರಕೆ
367,Spaten::N,nivaataq,ಗುದ್ದಲಿ
368,Schaufel::N,nivaataq,ಸನಿಕೆ
369,Gabel::N,qilluaq,ಕವಲು
370,Gabel::N,ajassaatit,ಕವಲು
371,Löffel::N,alussaat,ಚಮಚ
372,Messer::N,savik,ಚಾಕು
373,Nagel::N,kukik,ಆಣಿ
374,Netz::N,anguffaseq,ಬಲೆ
375,Haken::N,nissik,ಕೊಂಡಿ
376,Haken::N,qarsorsaq,ಕೊಂಡಿ
377,Haken::N,qarsorsartoq,ಕೊಂಡಿ
378,Griff::N,ipi,ಹಿಡಿ
379,Schloss::N,illussaarsuaq,ವೀಗ
380,Bild::N,assiliaq,ಚಿತ್ರ
381,Figur::N,kisitsit,ಆಕಾರ
382,Puppe::N,inuusaq,ಗೊಂಬೆ
383,Bündel::N,qilertaq,ಕಟ್ಟು
384,Tasche::N,pooqattaq,ಚೀಲ
385,Deckel::N,matu,ಮುಚ್ಚಳ
386,Geschirr::N,anut,ಭಕ್ಷ್ಯಗಳು
387,Tasse::N,tiitorfik,ಬಟ್ಟಲು
388,Tasse::N,tiitorfiup ilorlia,ಬಟ್ಟಲು
389,Topf::N,qoqqoq,ಮಡಕೆ
390,Kessel::N,uunnaavik,ಕೆಟಲ್
391,Essen::N,igaaq,ಊಟ
392,Nahrung::N,neqissaq,ಆಹಾರ
393,Speise::N,nerisassat,ಊಟ
394,Fleisch::N,neqi,ಮಾಂಸ
395,Getreide::N,maannineq,ಧಾನ್ಯ
396,Brot::N,iffit,ರೊಟ್ಟಿ
397,Brot::N,iffiaq,ರೊಟ್ಟಿ
398,Scheibe::N,igalaassiaq,ಹೋಳು
399,Fett::N,tarnutissaq,ಕೊಬ್ಬು
400,Fett::N,tarnutissiaq,ಕೊಬ್ಬು
401,Butter::N,punneq,ಬೆಣ್ಣೆ
402,Öl::N,uulia,ಎಣ್ಣೆ
403,Salz::N,taratsut,ಉಪ್ಪು
404,Suppe::N,qajoq,ಎಸರು
405,Honig::N,tungusunnitsuut,ಮಧು
406,Milch::N,immuk,ಹಾಲು
407,Tee::N,tii,ಚಹ
408,Tee::N,teeq,ಚಹ
409,Wolle::N,nuersagassiaq,ಉಣ್ಣೆ
410,Stoff::N,milliaq,ಬಟ್ಟೆ
411,Stoff::N,qarlissiaq,ಬಟ್ಟೆ
412,Nadel::N,meqqut,ಸೂಜಿ
413,Faden::N,ujalussiaq,ದಾರ
414,Knopf::N,attat,ಗುಂಡು
415,Knoten::N,akeroq,ಗಂಟು
416,Knoten::N,qilerneq,ಗಂಟು
417,Farbe::N,qalipaat,ಬಣ್ಣ
418,Kleidung::N,atisat,ಅರಿವೆ
419,Kleidung::N,annoraaq,ಅರಿವೆ
420,Hemd::N,ilupaaq,ಅಂಗಿ
421,Kragen::N,qungasiinnaq,ಕುತ್ತಿಗೆಪಟ್ಟಿ
422,Ärmel::N,aaq,ತೋಳು
423,Hose::N,qarliit,ಇಜಾರ
424,Gürtel::N,qiterut,ಬೆಲ್ಟು
425,Gürtel::N,unngersaq,ಬೆಲ್ಟು
426,Mütze::N,nasaq,ಟೋಪಿ
427,Schuh::N,skuu,ಪಾದರಕ್ಷೆ
428,Schuh::N,ikernuk,ಪಾದರಕ್ಷೆ
429,Schuh::N,ateraasaq,ಪಾದರಕ್ಷೆ
430,Stiefel::N,kamik,ಬೂಟು
431,Ring::N,assammiu,ಉಂಗುರ
432,Band::N,qilerutissiaq,ರಿಬ್ಬನ್
433,Kamm::N,illaagutit,ಹಣಿಗೆ
434,Kamm::N,illaajaatit pl.,ಹಣಿಗೆ
435,Spiegel::N,tarrarsuut,ಕನ್ನಡಿ
436,Riemen::N,allunaaq,ಬಾರು
437,Schnur::N,kujaaq,ಹುರಿ
438,Schnur::N,allunaasaq,ಹುರಿ
439,Leine::N,aleq,ಹಗ್ಗ
440,Decke::N,qipik,ಕಂಬಳಿ
441,Kissen::N,akit,ದಿಂಬು
442,Tuch::N,qarlissiaq,ಕೊರಳ ಬಟ್ಟೆ
443,Handtuch::N,allarut,ಚೌಕ
444,Handtuch::N,allarterut,ಚೌಕ
445,Kraft::N,pissak,ಬಲ
446,Stärke::N,qerattarsaat,ಶಕ್ತಿ
447,Gesundheit::N,peqqisusseq,ಆರೋಗ್ಯ
448,Krankheit::N,nappaat,ರೋಗ
449,Schmerz::N,anniaat,ನೋವು
450,Wunde::N,iki,ಗಾಯ
451,Fieber::N,nappaat qanimanartoq,ಜ್ವರ
452,Arznei::N,imigassaq,ಔಷಧ
453,Brücke::N,ikaartarfik,ಸೇತುವೆ
454,Brunnen::N,tissaluttuliaq,ಬಾವಿ
455,Weide::N,masarsuk,ಗೋಮಾಳ
456,Pfad::N,aqqut,ದಾರಿ
457,Weg::N,aggerfik,ಹಾದಿ
458,Straße::N,aqqusineq,ರಸ್ತೆ
459,Dorf::N,nunaqarfik,ಹಳ್ಳಿ
460,Stadt::N,illorpaat,ಪಟ್ಟಣ
461,Stadt::N,illorpalik,ಪಟ್ಟಣ
462,Brief::N,allagarsiaq,ಕಾಗದ
463,Buch::N,atuakkat,ಪುಸ್ತಕ
464,Buch::N,mappersagaq,ಪುಸ್ತಕ
465,Buchstabe::N,naqinneq,ಅಕ್ಷರ
466,Zeitung::N,aviisi,ವಾರ್ತಾಪತ್ರಿಕೆ
467,Leben::N,inuussuseq,ಜೀವನ
468,Tod::N,toqu,ಮರಣ
469,Tod::N,toquneq,ಮರಣ
470,Grab::N,iliveq,ಗೋರಿ
471,Grab::N,illissat,ಗೋರಿ
472,Kirche::N,oqaluffik,ಚರ್ಚು
473,Sünde::N,ajorti,ಪಾಪ
474,Arbeiter::N,sulisoq,ಕೆಲಸಗಾರ
475,Chef::N,ittoqut,ದಣಿ
476,Meister::N,naalagaq,ಶಿಕ್ಷಕ
477,Arzt::N,katsorsaasoq,ವೈದ್ಯ
478,Lehrer::N,ilinniartitsisoq,ಉಪಾಧ್ಯಾಯ
479,Geld::N,aningaasat,ಹಣ
480,Geschäft::N,niuertarfik,ವಾಣಿಜ್ಯ
481,Laden::N,niuertarfik,ಅಂಗಡಿ
482,Preis::N,aki,ಬೆಲೆ
483,Ware::N,qaliata pii,ಸರಕು
484,Ware::N,nioqqutissaq,ಸರಕು
485,Nutzen::N,iluaqut,ಲಾಭ
486,Welt::N,nunarsuaq,ಭೂಲೋಕ
487,Land::N,nuna,ದೇಶ
488,König::N,kunngi,ರಾಜ
489,Macht::N,pissaassuseq,ಅಧಿಕಾರ
490,Grenze::N,killik,ಗಡಿ
491,Krieg::N,sorsunneq,ಯುದ್ಧ
492,Feind::N,akeraq,ಶತ್ರು
493,Feind::N,akerartorti,ಶತ್ರು
494,Feind::N,qinngarsuisoq,ಶತ್ರು
495,Kampf::N,sorsunneq,ಹೋರಾಟ
496,Pfeil::N,qalugiusaq,ಅಂಬು
497,Gewehr::N,aallaat,ಬಂದೂಕು
498,Fehler::N,kukkuneq,ತಪ್ಪು
499,Fehler::N,paarlaappaa,ತಪ್ಪು
500,Unglück::N,perluut,ಅಪಾಯ
501,Schuld::N,akiitsugaq,ದೋಷ
502,Schuld::N,akiligassaq,ದೋಷ
503,Alter::N,utoqqaq,ಮುಪ್ಪು
504,Schluss::N,isu,ಮುಕ್ತಾಯ
505,Zeit::N,ulloq,ಕಾಲ
506,Zeit::N,akuttoqatigiinneq,ಕಾಲ
507,Tag::N,ulloq,ದಿನ
508,Morgen::N,ullaaq,ಮುಂಜಾನೆ
509,Mittag::N,ulloqeqqa,ನಡುಹಗಲು
510,Abend::N,unnuk,ಸಂಜೆ
511,Nacht::N,unnuaq,ರಾತ್ರಿ
512,Woche::N,sapaatip akunnera,ವಾರ
513,Monat::N,qaammat,ತಿಂಗಳು
514,Jahr::N,ukioq,ಸಂವತ್ಸರ
515,Frühling::N,upernaaq,ವಸಂತ
516,Sommer::N,aasaq,ಬಿಸಿಲುಕಾಲ
517,Herbst::N,ukiaq,ಶರತ್ಕಾಲ
518,Winter::N,ukioq,ಚಳಿಗಾಲ
519,Januar::N,siulleeq,ನಾಲ್ಚಳಿ
520,Januar::N,qaammaliaq,ನಾಲ್ಚಳಿ
521,Februar::N,aarlaat,ಅಯ್ಚಳಿ
522,März::N,marsi,ಮೊಬ್ಬೇಸಿಗೆ
523,März::N,martsi,ಮೊಬ್ಬೇಸಿಗೆ
524,Mai::N,maaji,ಮುಬ್ಬೇಸಿಗೆ
525,Juni::N,juuni,ಮೊಮ್ಮಳೆ
526,Juli::N,juuli,ಇಮ್ಮಳೆ
527,August::N,aggusti,ಮುಮ್ಮಳೆ
528,September::N,septembari,ನಾಲ್ಮಳೆ
529,Oktober::N,oktobari,ಮೊಚ್ಚಳಿ
530,November::N,novembari,ಇಚ್ಚಳಿ
