,Concept_ID,ce,bn
272,Gegend::N,мeттиг,ক্ষেত্র
273,Platz::N,майда,জায়গা
274,Ort::N,меттиг,স্থান
275,Seite::N,aгӏo,পার্শ্ব
276,Mitte::N,юкъ,মধ্য
277,Gegenstand::N,хӏума,জিনিস
278,Sache::N,хӏума,বস্তু
279,Rand::N,йист,কানা
280,Kante::N,йист,ধার
281,Ecke::N,са,কোণ
282,Spitze::N,ралла,ডগা
283,Ende::N,юьхьиг,প্রান্ত
284,Loch::N,ӏуьрг,গর্ত
285,Winkel::N,са,কোণ
286,Muster::N,дагар,নমুন্
287,Muster::N,тӏамар,নমুন্
288,Größe::N,барам,আয়তন
289,Länge::N,йохалла,দৈর্ঘ্য
290,Höhe::N,локхалла,উচ্চতা
291,Gewicht::N,йозалла,ওজন
292,Menge::N,дукхалла,পরিমাণ
293,Haufen::N,сал,পুঞ্জ
294,Haufen::N,оьла,পুঞ্জ
295,Reihe::N,рагӏ,শ্রেণী
296,Reihe::N,могӏа,শ্রেণী
297,Boot::N,кема,নৌকা
298,Ruder::N,пийсиг,দাঁড়
299,Schlitten::N,салаз,স্নেজ্-গাড়ি
300,Ski::N,когсалаз,শী
301,Lagerfeuer::N,цӏе,অগ্নি
302,Last::N,дукъ,বোঝা
303,Gang::N,лелар,হণ্টন
304,Schritt::N,гӏулч,পদ
305,Norden::N,къилбаседе,উত্তরদিক্
306,Süden::N,къилбе,দক্ষিণদিক
307,Westen::N,малхбузе,পশ্চিমদিক্
308,Osten::N,малхбале,পূর্বদিক
309,Holz::N,дечиг,কাঠ
310,Brett::N,у,তক্তা
311,Platte::N,у,ফলক
312,Stütze::N,гӏopтоp,নাগদণ্ড
313,Stange::N,гӏуркх,দণ্ড
314,Stock::N,ӏаса,ছড়ি
315,Stab::N,гӏаж,যষ্টি
316,Rohr::N,биргӏа,নল
317,Haus::N,цӏа,ঘর
318,Heim::N,кхерч,বাসা
319,Ofen::N,кхерч,স্টোভ্
320,Fußboden::N,цӏенкъа,গহতল
321,Tisch::N,шун,মেজ
322,Tisch::N,шун,টেবিল
323,Stuhl::N,гӏант,চেয়ার
324,Stuhl::N,гӏант,কেদারা
325,Wiege::N,ага,দোলনা
326,Bett::N,маьнга,শয্যা
327,Regal::N,терхи,তাক
328,Kiste::N,яьшка,বাক্স
329,Fenster::N,кор,জানালা
330,Tür::N,неӏ,দ্বার
331,Tor::N,ков,দ্বার
332,Zaun::N,керт,বেড়া
333,Dach::N,тхов,ছাদ
334,Leiter::N,лами,মই
335,Besen::N,нуй,গুল্মবিশেষ
336,Spaten::N,бел,কোদাল
337,Schaufel::N,аьшкал,বেলচা
338,Gabel::N,мӏара,কাঁটা
339,Löffel::N,ӏайг,চামচ
340,Messer::N,урс,ছুরি
341,Nagel::N,хьостам,পেরেক
342,Netz::N,бой,জাল
343,Haken::N,мӏара,কাচি
344,Schloss::N,чӏега,তালা
345,Bild::N,сурт,ছবি
346,Bild::N,сурт,চিত্র
347,Puppe::N,тайниг,পুতুল
348,Beutel::N,гали,বটুয়া
349,Bündel::N,кочар,আঁটি
350,Tasche::N,тӏоьрмиг,থলি
351,Eimer::N,чийлик,বাল্তি
352,Deckel::N,негӏар,আবরণ
353,Geschirr::N,пхьегӏа,থালা-বাসন
354,Sack::N,гали,বস্তা
355,Tasse::N,кад,কাপ
356,Topf::N,яй,পাত্র
357,Kessel::N,яй,কেটলি
358,Essen::N,юург,আহার
359,Nahrung::N,кхача,খাদ্য
360,Speise::N,юург,খাদ্য
361,Fleisch::N,жижиг,মাংস
362,Getreide::N,буьртиг,শস্য
363,Brei::N,xудар,মণ্ড
364,Brot::N,бепиг,রুটি
365,Brot::N,кхаллар,রুটি
366,Scheibe::N,цастар,ফালি
367,Fett::N,мохь,মেদ
368,Butter::N,налха,মাখন
369,Öl::N,даьтта,তৈল
370,Salz::N,туьха,নুন
371,Suppe::N,чорпа,শুরুয়া
372,Honig::N,моз,মধু
373,Milch::N,шура,দুধ
374,Tee::N,чай,চা
375,Leder::N,цӏока,পাকা চামড়া
376,Wolle::N,тӏapгӏa,পশম
377,Stoff::N,кӏади,বস্ত্র
378,Nadel::N,маха,সুচ
379,Faden::N,тай,সূত্র
380,Knopf::N,нуьйда,বোতাম
381,Knoten::N,шад,গিঁট
382,Farbe::N,сир,রং
383,Farbe::N,басар,রং
384,Kleidung::N,бедар,কাপড়
385,Hemd::N,коч,শার্ট
386,Kragen::N,кач,গলবন্ধ
387,Ärmel::N,пхьош,আস্তিন্
388,Hose::N,хеча,ট্রাউজার
389,Gürtel::N,доьхка,কটিবন্ধ
390,Mütze::N,куй,টুপি
391,Schuh::N,мача,জুতো
392,Stiefel::N,этка,বুট
393,Ring::N,чӏуг,আংটি
394,Band::N,лента,ফিতা
395,Kamm::N,ехк,চিরুনি
396,Spiegel::N,куьзга,আয়না
397,Riemen::N,доьхка,চাবুক
398,Schnur::N,муш,দড়ি
399,Leine::N,кочатосу доьхка,শিকল
400,Decke::N,юргӏа,কম্বল
401,Kissen::N,гIайба,উপাধান
402,Tuch::N,исхар,বস্ত্র
403,Handtuch::N,гата,তোয়ালে
404,Kraft::N,гӏора,জোর
405,Stärke::N,гӏап,শক্তি
406,Gesundheit::N,могашалла,স্বাস্থ্য
407,Krankheit::N,цамгар,অসুখ
408,Krankheit::N,цамгар,ব্যামো
409,Schmerz::N,лазар,যন্ত্রণা
410,Wunde::N,чов,ক্ষত
411,Fieber::N,xорша,জ্বর
412,Arznei::N,молха,ঔষধ
413,Brücke::N,тӏай,সেতু
414,Brunnen::N,гӏу,কূপ
415,Weide::N,дак,পশুচারণভূমি
416,Pfad::N,тача,পথ
417,Weg::N,некъ,পথ
418,Straße::N,урам,রাস্তা
419,Dorf::N,юрт,গ্রাম
420,Stadt::N,гӏала,শহর
421,Brief::N,кехат,চিঠি
422,Buch::N,жайна,বই
423,Buchstabe::N,элп,অক্ষর
424,Zeitung::N,газет,সংবাদপত্র
425,Leben::N,дахар,জীবন
426,Tod::N,далар,মৃত্যু
427,Tod::N,ӏожалла,মৃত্যু
428,Grab::N,каш,কবর
429,Kirche::N,килс,গির্জা
430,Sünde::N,къа,পাপ
431,Gott::N,дела,দেবতা
432,Arbeiter::N,белхало,শ্রমিক
433,Chef::N,хьаькам,নেতা
434,Meister::N,говзанча,ব্যক্তি
435,Arzt::N,лор,চিকিৎসক
436,Lehrer::N,хьехархо,অধ্যাপক
437,Geld::N,aхча,মুদ্রা
438,Geld::N,aхча,টাকাপয়সা
439,Geschäft::N,туька,ব্যস্ততা
440,Laden::N,туька,দোকান
441,Preis::N,мах,মূল্য
442,Ware::N,хlума,পণ্যদ্রব্য
443,Nutzen::N,пайда,সুবিধা
444,Reichtum::N,хьал,ধনদৌলত
445,Welt::N,дуьне,জগৎ
446,Land::N,мохк,খেত
447,Staat::N,пачхьалкх,রাষ্ট্র
448,König::N,паччахь,রাজা
449,Macht::N,ӏедал,প্রভাব
450,Grenze::N,доза,সীমা
451,Krieg::N,тӏом,যুদ্ধ
452,Feind::N,мостагӏ,শত্রু
453,Gewalt::N,гӏело,জোর
454,Kampf::N,къийсам,লড়াই
455,Pfeil::N,пха,বাণ
456,Gewehr::N,топ,বন্দুক
457,Fehler::N,гӏалат,ভুল
458,Lüge::N,аьшпаш,মিথ্যা
459,Schaden::N,зен,ক্ষতি
460,Unglück::N,бала,দুর্ভাগ্য
461,Schuld::N,бехк,অপরাধ
462,Alter::N,хан,আয়ু
463,Schluss::N,чакхе,শেষ
464,Zeit::N,хан,সময়
465,Tag::N,де,দিন
466,Morgen::N,ӏуьйре,সকাল
467,Mittag::N,делкъе,মধ্যাহু
468,Abend::N,суьйре,সন্ধ্যা
469,Nacht::N,буьйса,রাত্রি
470,Woche::N,кӏира,সপ্তাহ
471,Monat::N,бутт,মাস
472,Jahr::N,шо,সৌরবর্ষ
473,Frühling::N,бӏаьсте,বসন্তকাল
474,Sommer::N,аьхке,গ্রীষ্মকাল
475,Herbst::N,гуьйре,শরংঋতু
476,Winter::N,ӏа,শীতকাল
477,Januar::N,январь,জানুয়ারী
478,Februar::N,февраль,ফেব্রুয়ারী
479,März::N,март,মার্চ
480,April::N,апрель,এপ্রিল
481,Mai::N,май,মে
482,Juni::N,июнь,জুন
483,Juli::N,июль,জুলাই
484,August::N,август,অগাস্ট
485,September::N,сентябрь,সেপ্টেম্বর
486,Oktober::N,октябрь,অক্টোবর
487,November::N,ноябрь,নভেম্বর
488,Dezember::N,декабрь,ডিসেম্বর
489,Montag::N,оршот,সোমবার
490,Dienstag::N,шинара,মঙ্গলবার
491,Mittwoch::N,кхаара,বুধবার
492,Donnerstag::N,еара,বৃহম্পতিবার
493,Freitag::N,пӏераска,শুক্রবার
494,Samstag::N,шот,শনিবার
495,Sonntag::N,кӏиранде,রবিবার
496,groß::A,доккха,বৃহৎ
497,klein::A,кегий,ছোট
498,lang::A,еха,দীর্ঘ
499,kurz::A,доца,খর্ব
500,kurz::A,доца,হ্রস্ব
501,breit::A,шуьйра,চওড়া
502,schmal::A,готта,সরু
503,dicht::A,луьста,ঘন
504,dick[Gegenstand]::A,стомма,পুরু
505,dünn::A,дуткъа,কৃশ
506,fein::A,ховха,সূক্ষ্ম
507,fest::A,чӏогӏа,দৃঢ়
508,flach::A,чӏапа,সমতল
509,glatt::A,шера,মসৃণ
510,hart::A,чӏогӏa,শক্ত
511,weich::A,кӏеда,নরম
512,rund::A,горга,গোলাকার
513,spitz::A,ира,তীক্ষ্ন
514,scharf::A,ира,শাণিত
515,stumpf::A,аьртa,ভোঁতা
516,schwer::A,деза,ভারী
517,schön::A,хаза,সুন্দর
518,heiß::A,довха,গরম
519,warm::A,довха,ঈষদুষ্ণ
520,kalt::A,шийла,ঠাণ্ডা
521,kühl::A,шийла,শীতল
522,frisch::A,керла,তাজা
523,feucht::A,тӏуьна,ভিজা
524,nass::A,тӏеда,ভিজা
525,trocken::A,eкъа,শুষ্ক
526,voll::A,дуьзна,পূর্ণ
527,leer::A,яьсса,খালি
528,offen::A,диллина,খোলা
529,geschlossen::A,дӏакъевлина,বন্ধ
530,geschlossen::A,дӏачӏагӏдина,বন্ধ
531,sauber::A,цӏена,নির্মল
532,schmutzig::A,боьха,নোংরা
533,roh::A,буьйда,কাঁচা
534,reif::A,хилла,পাকা
535,lecker::A,чоме,সুস্বাদ
536,süß::A,мерза,মিষ্ট
537,bitter::A,къаьхьа,তিক্ত
538,sauer::A,муьста,টক
539,hell::A,сирла,উজ্জ্বল
540,dunkel::A,бодане,অন্ধকারময়
541,schwarz::A,ӏаьржа,কালো
542,weiß::A,кӏайн,সাদা
543,rot::A,цӏен,লাল
544,gelb::A,можа,হলদে
545,blau::A,сийна,নীল
546,grün::A,баьццара,সবুজ
547,grau::A,cира,ছাই-রঙা
548,grau::A,мокха,ছাই-রঙা
549,bunt::A,къорза,রঙিন
550,billig::A,дораха,সস্তা
551,teuer::A,деза,আক্রা
552,wertvoll::A,мехала,মহার্ঘ
553,blind::A,бӏаьрзе,কানা
554,taub::A,къора,বধির
555,kräftig::A,нуьцкъала,বিশাল
556,stark::A,зоьртала,শক্তিশালী
557,stark::A,нуьцкъала,শক্তিশালী
558,schwach::A,гӏорасиза,দুর্বল
559,fett::A,дерстана,মোটা
560,schlank::A,куц долу,কৃশ
561,hübsch::A,хаза,সুন্দর
562,böse::A,вон,খারাপ
563,dumm::A,сонта,মূর্খ
564,faul::A,мало ен,শ্রমবিমুখ
565,fleißig::A,тӏера,পরিশ্রমী
566,geizig::A,пис,ব্যয়কুণ্ঠ
567,geizig::A,сутара,ব্যয়কুণ্ঠ
568,klug::A,хьекъале,দক্ষ
569,geschickt::A,тӏахъаьлла,পটু
570,lieb::A,хьоме,প্রেয়
571,lustig::A,самукъане,প্রফুল্ল
572,sanft::A,кlеда,নম্র
573,hungrig::A,меца,ক্ষুধার্ত
574,krank::A,цомгуш долу,অসুস্থ
575,nackt::A,дерзана,উলঙ্গ
576,traurig::A,самукъане воцу,দুঃখিত
577,lebendig::A,дийна,জীবিত
578,gut::A,дика,ভালো
579,schlecht::A,вон,মন্দ
580,richtig::A,нийса,ঠিক
581,schlimm::A,вон,কদর্য
582,wahr::A,бакъдолу,বাস্তব
583,alt::A,къена,পুরাতন
584,neu::A,керла,নব
585,neu::A,керла,নূতন
586,ehemalig::A,хилла,পূর্বকালীন
587,alt[Lebewesen]::A,къена,বৃদ্ধ
588,jung::A,къона,তরুণ
589,arm::A,къен,ক্ষুদ্র
590,reich::A,хьоле,ধনবান্
591,bekannt::A,девзаш долу,সুপরিচিত
592,berühmt::A,цӏеяхана,বিখ্যাত
593,fremd::A,нехан,বিদেশি
594,verschieden::A,тайп-тайпанара,বিসদৃশ
595,nah::A,гергара,নিকটবতী
596,fern::A,гена,দুরবতী
597,fern::A,генара,দুরবতী
598,linker::A,аьрру,বাম
599,rechter::A,аьтту,ডান
600,rechter::A,аьтту,ডাইন
601,anderer::A,кхин,অন্যতর
602,erster::A,хьалхара,প্রথম
603,zweiter::A,шолгIа,দ্বিতীয়
604,dritter::A,кхоалгӏа,তৃতীয়
605,letzter::A,тӏаьххьара,সর্বশেষ
606,allein::ADV,цхьаъ,একক
607,auf einmal::ADV,цу сохьтта,জলদি
608,zusammen::ADV,цхьана,একসঙ্গে
609,lange::ADV,дукха,লম্বা
610,plötzlich::ADV,цIеххьана,হঠাৎ
611,sofort::ADV,цу сохьтта,মুহ্ণর্তমধ্যে
612,später::ADV,тӏаьхьо,পশ্চাতে
613,jetzt::ADV,хӏинца,এখন
614,heute::ADV,тахана,আজ
615,morgen::ADV,кхана,আগামিকাল
616,bald::ADV,кеста,অস্পকালমধ্যে
617,dann::ADV,тӏаккха,তখন
618,gestern::ADV,селхана,গতকাল
619,einst::ADV,цкъа,একবার মাত্র
620,damals::ADV,хӏетахьь,তখন
621,danach::ADV,тӏаккха,পরে
622,vorher::ADV,хьалхa,আগে
623,zuerst::ADV,хьалха,আগে
624,einmal::ADV,цкъа,একবার
625,manchmal::ADV,цкъаццкъа,কখনও কখনও
626,oft::ADV,кест-кеста,ঘনঘন
627,immer::ADV,даим,সর্বদা
628,niemals::ADV,цкъа а,কখলও নহে
629,hier::ADV,кхузахь,এখানে
630,hierhin::ADV,кхуза,এখানে
631,von hier::ADV,кхузара,ত্রই স্তান হইতে
632,dort::ADV,цигахь,ওখানে
633,dorthin::ADV,цига,ওখানে
634,geradeaus::ADV,нийса дӏа,অগ্রগামী
635,vorwärts::ADV,хьалха,সন্মুখিকে
636,rückwärts::ADV,юха,খিরিয়া
637,zurück::ADV,юха,পিঠ
638,unten::ADV,лахахь,নীচে
639,hinab::ADV,охьа,নিম্নগামী
640,oben::ADV,лакхахь,উপরে
641,hinauf::ADV,хьала,উচ্চতর অংশে
642,überall::ADV,массанхьа,সর্বত্র
643,nicht::ADV,ца,না
644,ein wenig::ADV,кӏеззиг,অল্প
645,kaum::ADV,халла,কষ্টসহকাবে
646,sehr::ADV,вуно,খুব
647,noch::ADV,кхин,এখন পর্যস্ত
648,nur::ADV,бен ...ца,শুধু
649,schon::ADV,хӏинцале,ইতঃপুর্বে
650,wieder::ADV,юха а,আবার
651,vergebens::ADV,эрна,বিফলে
652,vor::PRP,хьалха,সম্মুখে
653,hinter::PRP,тӏехьа,পশ্চাতে
654,unter::PRP,кIелахь,নীচে
655,durch::PRP,чекх,দ্বারা
656,neben::PRP,юххе,কাছে
657,zwischen::PRP,юккъехь,মধ্যে
658,wegen::PRP,дуьхьа,জন্য
659,dies::PRN,и,এটা
660,dies::PRN,иза,এটা
661,das::PRN,и,ওটা
662,das::PRN,иза,ওটা
663,alles::PRN,дерриг,সব
664,ich::PRN,cо,আমি
665,du::PRN,хьо,তুমি
666,er::PRN,и,উনি
667,er::PRN,иза,উনি
668,wir::PRN,тхо,আমরা
669,wir::PRN,вай,আমরা
670,ihr::PRN,шу,তোমরা
671,sie::PRN,уьш,তারা
672,was::FPRN,хӏун,কি
673,wer::FPRN,мила,কে
674,wo::FADV,мичaхь,কোথায়
675,wohin::FADV,мича,কোথায়
676,wie::FADV,муха,কেমন
677,warum::FADV,хӏунда,কেন
678,wieviel::FNUM,мел,কত
679,wieviel::FNUM,маса,কত
680,eins::NUM,цхьаъ,অক
681,zwei::NUM,шиъ,দুই
682,drei::NUM,кхоъ,তিন
683,vier::NUM,диъ,চার
684,fünf::NUM,пхиъ,পাঁচ
685,sechs::NUM,ялх,ছয়
686,sieben::NUM,ворхӏ,সাত
687,acht::NUM,бархӏ,আট
688,neun::NUM,исс,নয়
689,zehn::NUM,итт,দশ
690,elf::NUM,цхьайтта,এগারো
691,zwölf::NUM,шийтта,দ্বাদশ
692,zwanzig::NUM,ткъа,বিশ
693,dreißig::NUM,ткъе итт,ত্রিশ
694,vierzig::NUM,шовзткъа,চল্লিশ
