,Concept_ID,he,vep
98,Tropfen::N,טפה,tilkuine
99,Schaum::N,קצף,vaht
100,Schmutz::N,לכלוך,redu
101,Schmutz::N,לכלוך,pačak
102,See::N,אגם,järv
103,Sumpf::N,בצה,so
104,Moor::N,בצה,so
105,Wiese::N,מרעה,nit
106,Wald::N,יער,mec
107,Hügel::N,תל,kukaz
108,Anhöhe::N,מעלה,kukaz
109,Berg::N,הר,mägi
110,Gipfel::N,פסגה,ladv
111,Höhle::N,מערה,mägionduz
112,Abhang::N,מדרון,paute
113,Abhang::N,שפוע,paute
114,Quelle::N,מעין,lähte
115,Bach::N,נחל,oja
116,Fluss::N,נהר,jogi
117,Ufer::N,גדה,rand
118,Küste::N,חוף,randišt
119,Festland::N,יבשה,kuivma
120,Meer::N,ים,meri
121,Bucht::N,מפרץ,laht
122,Insel::N,אי,sar'
123,Blume::N,פרח,änik
124,Gras::N,דשא,hein
125,Wurzel::N,שרש,jur'
126,Baum::N,עץ,pu
127,Stamm::N,גזע,tüvi
128,Rinde::N,קלפת עץ,kor'
129,Ast::N,ענף,oks
130,Zweig::N,ענף,oks
131,Zweig::N,ענף,barb
132,Blatt::N,עלה,lehtez
133,Birke::N,שדר,koiv
134,Kiefer[Baum]::N,ארן,pedai
135,Weide[Baum]::N,ערבה,raid
136,Tanne::N,אשוח,kuz'
137,Horn::N,קרן,sar'v
138,Feder::N,נוצה,höuneh
139,Fell::N,פרוה,nahk
140,Flügel::N,כנף,suug
141,Klaue::N,טלף,künz'
142,Kralle::N,טפר,künz'
143,Schwanz::N,זנב,händ
144,Ei::N,ביצה,muna
145,Nest::N,קן,peza
146,Bau::N,מחלה,uru
147,Tier::N,חיה,živat
148,Herde::N,עדר,kogo
149,Kuh::N,פרה,lehm
150,Bulle::N,פר,härg
151,Pferd::N,סוס,hebo
152,Schaf::N,כבשה,lambaz
153,Schwein::N,חזיר,siga
154,Hund::N,כלב,koir
155,Katze::N,חתול,kaži
156,Bär::N,דב,kondi
157,Eichhörnchen::N,סנאי,orav
158,Elch::N,דישון,hirb'
159,Fuchs::N,שועל,reboi
160,Hase::N,ארנב,jäniš
161,Maus::N,עכבר,hir'
162,Wolf::N,זאב,händikaz
163,Vogel::N,צפור,lind
164,Schwarm::N,נחיל,parveh
165,Schwarm::N,להקה,parveh
166,Huhn::N,תרנגלת,kana
167,Hahn::N,תרנגול,kukoi
168,Gans::N,אוז,hanh'
169,Adler::N,עיט,orl
170,Ente::N,ברוז,sorz
171,Eule::N,ינשוף,hir'pulo
172,Kranich::N,עגור,kurg
173,Kranich::N,כרוכיה,kurg
174,Krähe::N,עורב,variš
175,Kuckuck::N,קוקיה,kägi
176,Schwan::N,ברבור,joucen
177,Fisch::N,דג,kala
178,Barsch::N,אוקונוס,ahven
179,Hecht::N,זאב הים,haug'
180,Schlange[Tier]::N,נחש,kü
181,Schlange[Tier]::N,נחש,mado
182,Wurm::N,תולעת,mado
183,Spinne::N,עכביש,hämähouk
184,Ameise::N,נמלה,murahaine
185,Laus::N,כנה,täi
186,Mücke::N,יתוש,säs'k
187,Fliege::N,זבוב,kärbhaine
188,Schmetterling::N,פרפר,lipkaine
189,Beere::N,ענבה,marj
190,Apfel::N,תפוח,jablok
191,Pilz::N,פטריה,sen'
192,Pilz::N,פטריה,babuk
193,Zwiebel::N,בצל,lauk
194,Saat::N,זרעים,semned
195,Korn::N,גרעין,jüvä
196,Korn::N,גרעין,vill'
197,Heu::N,חציר,hein
198,Schale::N,קלפה,kor'
199,Grube::N,בור,kop
200,Grube::N,שוחה,kop
201,Falle::N,מלכדת,rida
202,Schlinge::N,לולאה,rihm
203,Spur::N,עקבה,jäl'g
204,Asche::N,אפר,tuhk
205,Dreck::N,זהמה,redu
206,Dreck::N,זהמה,pačak
207,Eisen::N,ברזל,raud
208,Gold::N,זהב,kuld
209,Silber::N,כסף,hobed
210,Kohle::N,פחם,hil'
211,Glas::N,זכוכית,stökol
212,Lehm::N,חרסית,savi
213,Sand::N,חול,lete
214,Mensch::N,אדם,mez'
215,Mensch::N,אדם,ristit
216,Mann::N,איש,mez'
217,Mann::N,גבר,mez'
218,Frau::N,אשה,naine
219,Frau::N,גברת,naine
220,Kind::N,ילד,laps'
221,Junge::N,ילד,poig
222,Junge::N,ילד,prihaine
223,Mädchen::N,נערה,neičukaine
224,Familie::N,משפחה,kanz
225,Familie::N,משפחה,pereh
226,Großvater::N,סבא,ded
227,Großmutter::N,סבתא,bab
228,Eltern::N,הורים,vanhembad
229,Eltern::N,הורים,kazvatajad
230,Vater::N,אב,tat
231,Mutter::N,אם,mam
232,Sohn::N,בן,poig
233,Tochter::N,בת,tütär
234,Bruder::N,אח,veik
235,Bruder::N,אח,vell'
236,Schwester::N,אחות,čiža
237,Schwester::N,אחות,sizar
238,Onkel::N,דוד,däd'
239,Tante::N,דודה,tädi
240,Ehemann::N,איש,mužik
241,Ehemann::N,בעל,mužik
242,Ehefrau::N,אשה,ak
243,Freude::N,שמחה,ilo
244,Freude::N,שמחה,ihastuz
245,Gelächter::N,צחוק,nagr
246,Glück::N,אשר,oza
247,Kummer::N,יגון,gor'a
248,Kummer::N,עגמה,gor'a
249,Wunsch::N,אחול,taht
250,Wunsch::N,משאלה,taht
251,Lust::N,חשק,himo
252,Lust::N,תשוקה,himo
253,Geist::N,רוח,heng
254,Gedanke::N,מחשבה,meletuz
255,Gedächtnis::N,זכרון,mušt
256,Verstand::N,שכל,mel'
257,Sinn::N,מובן,jüvä
258,Sinn::N,משמעות,jüvä
259,Grund::N,סבה,sü
260,Wahrheit::N,אמת,tozi
261,Gespräch::N,דיון,lodu
262,Gespräch::N,דיון,pagin
263,Märchen::N,אגדה,sarn
264,Erzählung::N,ספור,sanutez
265,Nachricht::N,ידיעה,tedotuz
266,Neuigkeit::N,חדשה,uzištuz
267,Name::N,שם,nimi
268,Rätsel::N,תעלומה,ozoitez
269,Rede::N,נאום,pagin
270,Rede::N,נאום,sanad
271,Sprache::N,לשון,kel'
272,Stimme::N,קול,än'
273,Wort::N,מלה,sana
274,Zeichen::N,סימן,znam
275,Ruf::N,קריאה,kida
276,Ruf::N,קריאה,kucund
277,Lärm::N,רעש,judu
278,Laut::N,הגה,kulund
279,Ton::N,צליל,kulund
280,Lied::N,שיר,pajo
281,Ruhe::N,שלוה,lebu
282,Leute::N,אנשים,rahvaz
283,Volk::N,עם,rahvaz
284,Arbeit::N,עבודה,tö
285,Arbeit::N,עבודה,rad
286,Gast::N,אורח,adiv
287,Geschenk::N,מתנה,lahj
288,Spiel::N,משחק,vänd
289,Gesellschaft::N,חברה,sebr
290,Hilfe::N,עזרה,abu
291,Freund::N,חבר,sebranik
292,Freund::N,ידיד,sebranik
293,Kamerad::N,רע,sebranik
294,Angelegenheit::N,ענין,azj
295,Anzahl::N,מספר,lugu
296,Art::N,סוג,rod
297,Art::N,סוג,rodsugu
298,Stück::N,חתיכה,pala
299,Stück::N,חתיכה,supal
300,Teil::N,פרק,pala
301,Hälfte::N,חצי,pol'
302,Kreis::N,מעגל,ümbruz
303,Kreis::N,מעגל,kehkruz
304,Kreuz::N,צלב,rist
305,Linie::N,קו,pird
306,Strich::N,קו קצר,pird
307,Abstand::N,מרחק,keskust
308,Entfernung::N,מרחק,matk
309,Gegend::N,נוף,taho
310,Platz::N,שטח,avaruz'
311,Ort::N,אתר,koht
312,Ort::N,מקום,koht
313,Seite::N,צד,pol'
314,Seite::N,צד,kül'g
315,Mitte::N,אמצע,kesk
316,Gegenstand::N,אוביקט,kalu
317,Sache::N,דבר,azj
318,Rand::N,פרור,röun
319,Kante::N,קצה,röun
320,Ecke::N,פנה,saum
321,Spitze::N,קצה,agjaine
322,Ende::N,סוף,agj
323,Loch::N,חר,reig
324,Winkel::N,פנה,čoga
325,Winkel::N,פנה,saum
326,Muster::N,תבנית,kirjam
327,Größe::N,גדל,suruz'
328,Länge::N,ארך,piduz
329,Höhe::N,קומה,korktuz'
330,Höhe::N,גבה,korktuz'
331,Gewicht::N,משקל,jügu
332,Gewicht::N,משקל,vedäduz
333,Menge::N,כמות,äjüz'
334,Haufen::N,ערמה,kogo
335,Reihe::N,רצף,rivi
336,Boot::N,סירה,veneh
337,Ruder::N,משוט,air
338,Schlitten::N,מזחלת,regi
339,Schlitten::N,מזחלת,regut
340,Ski::N,מגלשים,suks'
341,Lagerfeuer::N,מדורה,nodj
342,Lagerfeuer::N,מדורה,pažag
343,Last::N,משא,jüguz
344,Gang::N,הליכה,astund
345,Schritt::N,צעד,hašk
346,Norden::N,צפון,pohjoine
347,Süden::N,דרום,suvi
348,Westen::N,מערב,päivlaskm
349,Osten::N,מזרח,päivnouzm
350,Holz::N,עץ,pu
351,Brett::N,קרש,laud
352,Platte::N,לוח,keitim
353,Stütze::N,משען,tugi
354,Stange::N,מוט,arz'
355,Stock::N,מקל,kalu
356,Stab::N,מוט,seibaz
357,Rohr::N,צנור,torv
358,Haus::N,בית,pert'
359,Heim::N,בית,kodi
360,Ofen::N,תנור,päč
361,Fußboden::N,רצפה,lava
362,Tisch::N,שלחן,laud
363,Tisch::N,שלחן,stal'c
364,Stuhl::N,כסא,ištim
365,Wiege::N,ערש,kätte
366,Bett::N,מטה,sija
367,Bett::N,מטה,magaduzsija
368,Regal::N,מדף,palič
369,Kiste::N,תבה,mülütim
370,Kiste::N,ארגז,mülütim
371,Fenster::N,חלון,ikun
372,Tür::N,דלת,uks'
373,Tor::N,שער,verai
374,Zaun::N,גדר,aid
375,Dach::N,גג,katuz
376,Leiter::N,סלם,pordhad
377,Besen::N,מטאטא,lud
378,Besen::N,מטאטא,vast
379,Spaten::N,את,labid
380,Schaufel::N,את,labid
381,Gabel::N,מזלג,hangoine
382,Löffel::N,כף,luzik
383,Messer::N,סכין,veič
384,Nagel::N,מסמר,nagl
385,Netz::N,רשת,verk
386,Haken::N,וו,kouk
387,Haken::N,קרס,kouk
388,Griff::N,ידית,kägä
389,Griff::N,ידית,varz'
390,Schloss::N,מנעול,lukkol
391,Bild::N,תמונה,kuva
392,Figur::N,פסל,figur
393,Puppe::N,בבה,tätüine
394,Beutel::N,שק,havad
395,Bündel::N,צרור,toppaz
396,Bündel::N,צרור,käč
397,Tasche::N,שקית,sumk
398,Eimer::N,דלי,vädr
399,Deckel::N,מכסה,katuz
400,Geschirr::N,כלים,astii
401,Sack::N,שק,havad
402,Tasse::N,ספל,čašk
403,Topf::N,סיר,pada
404,Kessel::N,קנקן,katil
405,Essen::N,אכל,sönd
406,Essen::N,ארוחה,sönd
407,Nahrung::N,הזנה,söm
408,Nahrung::N,תזונה,söm
409,Speise::N,מאכל,sömine
410,Speise::N,ארוחה,sömine
411,Fleisch::N,בשר,liha
412,Getreide::N,דגן,vill'
413,Brei::N,מחית,pudr
414,Brot::N,לחם,leib
415,Scheibe::N,עגול,bibaleh
416,Scheibe::N,עגול,šlik
417,Scheibe::N,פרוסה,bibaleh
418,Scheibe::N,פרוסה,šlik
419,Fett::N,שמן,razv
420,Butter::N,חמאה,voi
421,Öl::N,שמן,voi
422,Salz::N,מלח,sol
423,Suppe::N,מרק,lem'
424,Suppe::N,מרק,keitoz
425,Honig::N,דבש,mezi
426,Milch::N,חלב,maid
427,Tee::N,תה,čai
428,Leder::N,עור,nahk
429,Wolle::N,צמר,vill
430,Stoff::N,בד,kangaz
431,Stoff::N,אריג,kangaz
432,Nadel::N,מחט,negl
433,Faden::N,חוט,nit'
434,Knopf::N,כפתור,nübl'
435,Knoten::N,קשר,sol'm
436,Farbe::N,צבע,muju
437,Kleidung::N,בגדים,sobad
438,Hemd::N,חלצה,paid
439,Kragen::N,צוארון,kagluz
440,Ärmel::N,שרוול,hijam
441,Hose::N,מכנסים,štanad
442,Gürtel::N,חגורה,vö
443,Mütze::N,כובע,šapuk
444,Schuh::N,נעל,keng'
445,Stiefel::N,מגף,sapug
446,Ring::N,טבעת,rengaz
447,Band::N,סרט,lentaine
448,Kamm::N,מסרק,suga
449,Spiegel::N,מראה,zerkol
450,Riemen::N,רצועה,vö
451,Schnur::N,חבל,nor
452,Leine::N,מושכות,talutimnor
453,Decke::N,שמיכה,sijakatuz
454,Kissen::N,כרית,pöluz
455,Tuch::N,צעיף,paik
456,Handtuch::N,מגבת,käzipaik
457,Kraft::N,כוח,vägi
458,Stärke::N,און,vahvuz'
459,Gesundheit::N,בריאות,tervhuz
460,Krankheit::N,מחלה,läžund
461,Schmerz::N,כאב,kibu
462,Wunde::N,פציעה,čapatez
463,Fieber::N,חם,säru
464,Arznei::N,תרופה,zel'l'
465,Brücke::N,גשר,sild
466,Brunnen::N,באר,kaiv
467,Weide::N,אחו,omaluine
468,Weide::N,מרעה,omaluine
469,Pfad::N,שביל,tehut
470,Pfad::N,מדרכה,tehut
471,Weg::N,דרך,te
472,Straße::N,כביש,te
473,Dorf::N,כפר,külä
474,Stadt::N,עיר,lidn
475,Brief::N,מכתב,kirjeine
476,Buch::N,ספר,kirj
477,Buchstabe::N,אות,kirjam
478,Zeitung::N,עתון,lehtez
479,Leben::N,חיים,elo
480,Tod::N,מות,surm
481,Grab::N,קבר,kaum
482,Kirche::N,כנסיה,jumalanpert'
483,Sünde::N,חטא,grähk
484,Gott::N,אל,jumal
485,Arbeiter::N,פועל,radnik
486,Chef::N,ראש,pämez'
487,Chef::N,מנהל,pämez'
488,Meister::N,ממחה,mastar
489,Arzt::N,רופא,lekar'
490,Lehrer::N,מורה,opendai
491,Geld::N,כסף,rahad
492,Geschäft::N,עסקה,biznes
493,Laden::N,חנות,lauk
494,Preis::N,מחיר,arv
495,Ware::N,סחורה,tavar
496,Nutzen::N,תועלת,liža
497,Reichtum::N,עשר,kodielo
498,Reichtum::N,עשר,kal'huz'
499,Welt::N,עולם,mail'm
500,Land::N,ארץ,ma
501,Staat::N,מדינה,valdkund
502,König::N,מלך,kunigaz
503,Macht::N,כוח,vald
504,Grenze::N,גבול,röun
505,Krieg::N,מלחמה,soda
506,Feind::N,אויב,vihanik
507,Feind::N,אויב,vastustai
508,Gewalt::N,אלימות,vägivald
509,Kampf::N,קרב,tora
510,Kampf::N,לחימה,tora
511,Bogen[Waffe]::N,קשת,taug
512,Pfeil::N,חץ,nol
513,Gewehr::N,רובה,oružj
514,Fehler::N,טעות,viga
515,Lüge::N,שקר,kelastuz
516,Schaden::N,נזק,pahuz'
517,Unglück::N,מזל רע,bed
518,Unglück::N,מזל רע,gor'a
519,Schuld::N,אשמה,värhuz'
520,Alter::N,גיל,igä
521,Schluss::N,סיום,lop
522,Zeit::N,זמן,aig
523,Tag::N,יום,päiv
524,Morgen::N,בקר,homendez
525,Mittag::N,צהרים,keskpäiv
526,Abend::N,ערב,eht
527,Nacht::N,לילה,ö
528,Woche::N,שבוע,nedal'
529,Monat::N,חדש,ku
530,Jahr::N,שנה,voz'
531,Frühling::N,אביב,keväz'
532,Sommer::N,קיץ,keza
533,Herbst::N,סתו,sügüz'
534,Winter::N,חרף,tal'v
535,Januar::N,ינואר,viluku
536,Februar::N,פברואר,uhoku
537,März::N,מרץ,keväz'ku
538,April::N,אפריל,sulaku
539,Mai::N,מאי,semendku
540,Juni::N,יוני,kezaku
541,Juli::N,יולי,heinku
542,August::N,אוגוסט,eloku
543,September::N,ספטמבר,sügüz'ku
544,Oktober::N,אוקטובר,reduku
545,November::N,נובמבר,kül'mku
546,Dezember::N,דצמבר,tal'vku
547,Montag::N,יום שני,ezmärg
548,Dienstag::N,יום שלישי,tožnarg
549,Mittwoch::N,יום רביעי,koumanz'päiv
550,Donnerstag::N,יום חמישי,nellänz'päiv
551,Freitag::N,יום ששי,pätnič
552,Freitag::N,יום ששי,videnz'päiv
553,Samstag::N,יום שבת,sobat
554,Sonntag::N,יום ראשון,pühäpäiv
555,groß::A,גדול,sur'
556,groß::A,גדול,järed
557,klein::A,קטן,pen'
558,klein::A,קטן,pičuine
559,lang::A,ארך,pit'k
560,kurz::A,קצר,lühüd
561,breit::A,רחב,leved
562,schmal::A,צר,kaid
563,dicht::A,צפוף,tihed
564,dick[Gegenstand]::A,עבה,paks
565,dünn::A,דק,hoik
566,fein::A,מעדן,hen
567,fest::A,מוצק,luja
568,fest::A,מוצק,ninev
569,flach::A,שטוח,lapak
570,glatt::A,חלק,siled
571,hart::A,קשיח,kova
572,weich::A,רך,pehmed
573,rund::A,עגל,kehker
574,spitz::A,חד,nügu
575,spitz::A,חד,terav
576,scharf::A,חד,terav
577,stumpf::A,קהה,tül'c
578,schwer::A,כבד,jüged
579,schön::A,יפה,čoma
580,heiß::A,חם,räk
581,warm::A,חם,läm'
582,kalt::A,קר,vilu
583,kühl::A,צונן,raibak
584,kühl::A,צונן,viluhk
585,frisch::A,טרי,lahed
586,feucht::A,לח,neps
587,feucht::A,לח,toreh
588,nass::A,רטוב,märg
589,trocken::A,יבש,kuiv
590,voll::A,מלא,täuz'
591,leer::A,ריק,joudai
592,offen::A,פתוח,avoin
593,offen::A,פתוח,avol'jaine
594,geschlossen::A,סגור,saubaline
595,sauber::A,נקי,puhtaz
596,schmutzig::A,מלכלך,redukaz
597,roh::A,חי,rohk
598,roh::A,חי,toreh
599,reif::A,בשל,küps
600,lecker::A,טעים,magukaz
601,süß::A,מתוק,maged
602,bitter::A,מר,karged
603,sauer::A,חמוץ,muiged
604,hell::A,בהיר,kirkas
605,hell::A,בהיר,valgei
606,dunkel::A,עמום,pimed
607,schwarz::A,שחר,must
608,weiß::A,לבן,vauged
609,rot::A,אדם,rusked
610,gelb::A,צהב,pakuine
611,blau::A,כחל,sinine
612,grün::A,ירק,vihand
613,grau::A,אפר,hahk
614,bunt::A,צבעוני,kirjav
615,billig::A,זול,odav
616,teuer::A,יקר,kalliž
617,wertvoll::A,יקר ערך,arvokas
618,blind::A,עור,soged
619,taub::A,חרש,kurdiž
620,kräftig::A,חסן,vägev
621,stark::A,חזק,vahv
622,stark::A,חזק,vägekaz
623,schwach::A,חלש,väll'
624,fett::A,שמן,razvakaz
625,schlank::A,רזה,kapos
626,hübsch::A,יפה תאר,čoma
627,böse::A,רשע,äred
628,böse::A,רשע,käred
629,dumm::A,טפש,el'getoi
630,faul::A,עצלן,lašk
631,fleißig::A,חרוץ,radonnavedii
632,geizig::A,קמצן,ažlak
633,klug::A,נבון,melev
634,klug::A,נבון,melekaz
635,klug::A,פקח,melev
636,klug::A,פקח,melekaz
637,geschickt::A,מימן,mahtokaz
638,lieb::A,יקר,izo
639,lieb::A,יקר,sula
640,lieb::A,אהוב,izo
641,lieb::A,אהוב,sula
642,lustig::A,עליז,ilokaz
643,sanft::A,עדין,laskav
644,hungrig::A,רעב,näl'ghine
645,krank::A,חולה,läžui
646,nackt::A,ערום,alastoi
647,traurig::A,עצוב,opalahine
648,lebendig::A,חי,eläb
649,gut::A,טוב,hüvä
650,schlecht::A,גרוע,huba
651,richtig::A,נכון,oiged
652,schlimm::A,רע,paha
653,wahr::A,אמתי,todesine
654,alt::A,ישן,vanh
655,neu::A,חדש,uz'
656,ehemalig::A,לשעבר,edeline
657,alt[Lebewesen]::A,זקן,ravaz
658,jung::A,צעיר,nor'
659,arm::A,עני,gol'l'
660,reich::A,עשיר,elokaz
661,bekannt::A,ידוע,tutab
662,berühmt::A,מפרסם,tetab
663,fremd::A,זר,veraz
664,verschieden::A,שונה,erazvuitte
665,nah::A,קרוב,läheline
666,fern::A,רחוק,edahaine
667,linker::A,שמאלי,hura
668,rechter::A,ימין,oiged
669,anderer::A,אחר,toine
670,erster::A,ראשון,ezmäine
671,zweiter::A,שני,toine
672,dritter::A,שלישי,koumanz'
673,letzter::A,אחרון,jäl'gmäine
674,allein::ADV,לבד,üksnäze
675,auf einmal::ADV,בו-זמנית,ühten aigan
676,zusammen::ADV,ביחד,ühtes
677,lange::ADV,הרבה זמן,hätken
678,plötzlich::ADV,לפתע,äkkid
679,plötzlich::ADV,פתאום,äkkid
680,sofort::ADV,מיד,kerdalaz
681,später::ADV,לאחר זמן,möhemba
682,später::ADV,יותר מאחר,möhemba
683,jetzt::ADV,עכשיו,nügüd'
684,heute::ADV,היום,tämbei
685,morgen::ADV,מחר,homen
686,bald::ADV,בקרוב,pigai
687,dann::ADV,אחר-כך,sid'
688,gestern::ADV,אתמול,eglai
689,einst::ADV,לפנים,ende
690,einst::ADV,לפנים,kerdan
691,damals::ADV,אז,siloi
692,danach::ADV,אחר-כך,sid'
693,vorher::ADV,לפני זה,ende
694,zuerst::ADV,קדם,ezmäi
695,einmal::ADV,פעם,kerdan
696,manchmal::ADV,לפעמים,erašti
697,oft::ADV,לעתים קרובות,paksus
698,immer::ADV,תמיד,kaiken
699,niemals::ADV,אף פעם,ei nikonz
700,hier::ADV,כאן,täs
701,hier::ADV,כאן,tägä
702,hierhin::ADV,פה,tänna
703,von hier::ADV,מפה,täspäi
704,von hier::ADV,מפה,sid'päi
705,dort::ADV,שם,sigä
706,dorthin::ADV,שם,sinna
707,dorthin::ADV,שם,nakkale
708,geradeaus::ADV,ישר,kohtha
709,vorwärts::ADV,קדימה,edehe
710,rückwärts::ADV,לאחור,sel'gin
711,zurück::ADV,בחזרה,tagaze
712,zurück::ADV,אחורנית,tagaze
713,unten::ADV,למטה,alahan
714,hinab::ADV,למטה,alaz
715,hinab::ADV,למטה,alahaks
716,oben::ADV,מעל,ülähän
717,oben::ADV,למעלה,ülähän
718,hinauf::ADV,למעלה,ülez
719,hinauf::ADV,למעלה,ülähäks
720,überall::ADV,בכל מקום,kaikjal
721,nicht::ADV,לא,ei
722,ein wenig::ADV,קצת,vähän
723,kaum::ADV,בקשי,habi
724,sehr::ADV,מאוד,lujas
725,so::ADV,כך,muga
726,so::ADV,כך,ninga
727,so::ADV,ככה,muga
728,so::ADV,ככה,ninga
729,noch::ADV,עוד,völ
730,noch::ADV,עדין,völ
731,nur::ADV,רק,järg
732,nur::ADV,רק,vaiše
733,schon::ADV,כבר,jo
734,wieder::ADV,שוב,möst
735,vergebens::ADV,לריק,uhtei
736,vergebens::ADV,לשוא,uhtei
737,vor::PRP,מול,edes
738,hinter::PRP,מאחורי,taga
739,unter::PRP,מתחת,al
740,durch::PRP,דרך,läbi
741,durch::PRP,דרך,kal't
742,neben::PRP,ליד,rindal
743,neben::PRP,על-יד,rindal
744,zwischen::PRP,בין,keskes
745,wegen::PRP,בשל,tagut
746,wegen::PRP,בגלל,tagut
747,dies::PRN,זה,nece
748,das::PRN,זה,se
749,alles::PRN,הכל,kaik
750,ich::PRN,אני,minä
751,du::PRN,את,sinä
752,du::PRN,אתה,sinä
753,er::PRN,הוא,hän
754,wir::PRN,אנחנו,mö
755,ihr::PRN,לה,tö
756,sie::PRN,הם,hö
757,was::FPRN,מה,mi
758,wer::FPRN,מי,ken
759,wo::FADV,איפה,kus
760,wohin::FADV,לאן,kuna
761,wie::FADV,איך,kut
762,wie::FADV,איך,mit'
763,warum::FADV,למה,mikš
764,wieviel::FNUM,כמה,äjak
765,wieviel::FNUM,כמה,kuverz'
766,eins::NUM,אחד,üks'
767,zwei::NUM,שתים,kaks'
768,drei::NUM,שלושה,koume
769,vier::NUM,ארבעה,nel'l'
770,fünf::NUM,חמשה,viž
771,sechs::NUM,ששה,kuz'
772,sieben::NUM,שבעה,seičeme
773,acht::NUM,שמונה,kahesa
774,neun::NUM,תשעה,ühesa
775,zehn::NUM,עשרה,kümne
776,elf::NUM,אחת עשרה,üks'toštkümne
777,zwölf::NUM,שתים עשרה,kaks'toštkümne
778,zwanzig::NUM,עשרים,kaks'kümne
779,dreißig::NUM,שלושים,koumekümne
780,vierzig::NUM,ארבעים,nel'l'kümne
781,fünfzig::NUM,חמשים,vižkümne
782,sechzig::NUM,ששים,kuz'kümne
783,siebzig::NUM,שבעים,seičemekümne
784,achtzig::NUM,שמונים,kahesakümne
785,neunzig::NUM,תשעים,ühesakümne
786,hundert::NUM,מאה,sada
787,tausend::NUM,אלף,tuha
788,und::CNJ,ו,i
789,und::CNJ,ו,da
790,oder::CNJ,או,vai
791,stehen::V,עמד,seišta
792,sitzen::V,ישב,ištta
793,liegen::V,שכב,venuda
794,hängen::V,היה תלוי,ripta
795,werden::V,הפך ל,lindä
796,werden::V,הפך ל,tehtas
797,passieren::V,קרה,ozaitas
798,beginnen::V,התחיל,augotadas
799,enden::V,הסתים,loptas
800,wechseln::V,השתנה,vajehtadas
801,aufgehen[Sonne]::V,זרח,nousta
802,untergehen[Sonne]::V,שקע,lasktas
803,scheinen[Sonne]::V,בהק,paštta
