,Concept_ID,os,bn
105,Berg::N,хох,পর্বত
106,Gipfel::N,цъупп,শীর্ষ
107,Höhle::N,лӕгӕт,গুহা
108,Abhang::N,къул,ঢাল
109,Quelle::N,суадон,উৎস
110,Bach::N,мӕсчъыдон,ক্ষুদ্র নদী
111,Fluss::N,дон,নদী
112,Fluss::N,цӕугӕдон,নদী
113,Ufer::N,был,উপকূল
114,Küste::N,донбыл,তীর
115,Festland::N,сурзæхх,ভূমি
116,Meer::N,денджыз,সমুদ্র
117,Bucht::N,донбакæлæн,উপসাগর
118,Insel::N,сакъадах,দ্বীপ
119,Blume::N,дидинӕг,ফুল
120,Gras::N,кӕрдӕг,ঘাস
121,Wurzel::N,уидаг,শিকড়
122,Baum::N,бӕлас,গাছ
123,Stamm::N,хӕтӕл,স্কন্ধ
124,Rinde::N,цъар,বল্কল
125,Ast::N,арх,শাখা
126,Zweig::N,къалиу,ডাল
127,Blatt::N,сыф,পর্ণ
128,Birke::N,бæрз,ভুর্জ
129,Kiefer[Baum]::N,нӕзы,পাইন গাছ
130,Weide[Baum]::N,хӕрис,উইলো
131,Tanne::N,наз,দেবদারূ গাছ
132,Horn::N,сыкъа,শিং
133,Feder::N,сис,পালক
134,Fell::N,царм,রোম
135,Flügel::N,базыр,ডানা
136,Klaue::N,ных,নখর
137,Kralle::N,дзӕмбы,নখর
138,Schwanz::N,къӕдзил,লেজ
139,Ei::N,айк,ডিম
140,Nest::N,ахстон,কুলায়
141,Bau::N,хуынкъ,ডেরা
142,Tier::N,сырд,জন্তু
143,Tier::N,цӕрӕгой,জন্তু
144,Herde::N,дзуг,ঝাঁক
145,Herde::N,рӕгъау,ঝাঁক
146,Kuh::N,хъуг,গোরু
147,Bulle::N,гал,বৃষ
148,Pferd::N,бӕх,ঘোড়া
149,Schaf::N,фыс,ভেড়া
150,Schwein::N,хуы,শূকর
151,Hund::N,куыдз,কুকুর
152,Katze::N,гӕды,বেড়াল
153,Bär::N,арс,ভল্লুক
154,Eichhörnchen::N,æхсæрæг,কাঠবিড়াল
155,Elch::N,цæгатаг саг,হরিণবিশেষ
156,Fuchs::N,рувас,পাঁতিশিয়াল
157,Hase::N,тæрхъус,শশক
158,Maus::N,мыст,নেংটি ইঁদুর
159,Wolf::N,бирӕгъ,নেকড়ে
160,Vogel::N,цъиу,পক্ষী
161,Vogel::N,маргъ,পক্ষী
162,Schwarm::N,бал,ঝাঁক
163,Huhn::N,карк,মোরগ
164,Hahn::N,уасӕг,কুক্কুট
165,Gans::N,хъаз,হংসী
166,Adler::N,цӕргӕс,ইগল
167,Ente::N,ацц,হংসী
168,Eule::N, уыг,পেচক
169,Eule::N,сидахъ,পেচক
170,Kranich::N,зырнæг,সারস
171,Kranich::N,хърихъупп,সারস
172,Krähe::N,халон,কাক
173,Kuckuck::N,гаккук,কোকিল
174,Schwan::N,доныхъаз,মরাল
175,Fisch::N,кӕсаг,মাছ
176,Barsch::N,окунь,মৎন্যবিশেষ
177,Hecht::N,хихор кӕсаг,বানমাছ
178,Schlange[Tier]::N,калм,সর্প
179,Wurm::N,зулкъ,কীট
180,Wurm::N,къуыдыргалм,কীট
181,Spinne::N,хӕлуарӕг,মাকড়সা
182,Ameise::N,мæлдзыг,পিপীলিকা
183,Laus::N,сыст,উকুন
184,Mücke::N,къогъо,মশা
185,Fliege::N,бындз,মাছি
186,Schmetterling::N,гæлæбу,প্রজাপতি
187,Beere::N,гагадыргъ,বেরি
188,Apfel::N,фӕткъуы,আপেল
189,Pilz::N,зокъо,ছত্রক
190,Pilz::N,къозо,ছত্রক
191,Zwiebel::N,хъӕдындз,পিয়াজ
192,Saat::N,тауинаг,বীজ
193,Saat::N,мыггаг,বীজ
194,Korn::N,мыггаг,শস্য
195,Korn::N,тауинаг,শস্য
196,Heu::N,хос,খড়
197,Schale::N,цъар,খোসা
198,Grube::N,урм,গর্ত
199,Grube::N,къахт,গর্ত
200,Grube::N,дзыхъхъ,গর্ত
201,Falle::N,цъысым,ফাঁদ
202,Falle::N,къӕппӕг,ফাঁদ
203,Schlinge::N,цасм,পাশ
204,Spur::N,фæд,চিহ্ন
205,Asche::N,фӕнык,ভস্ম
206,Asche::N,ӕртхутӕг,ভস্ম
207,Dreck::N,цъыф,ময়লা
208,Eisen::N,ӕфсӕйнаг,লোহা
209,Gold::N,сыгъзӕрин,স্বর্ণ
210,Silber::N,ӕвзист,রৌপ্য
211,Kohle::N,ӕвзалы,অঙ্গার
212,Glas::N,авг,কাচ
213,Lehm::N,ӕлыг,মৃত্তিকা
214,Sand::N,змис,বালি
215,Mensch::N,лӕг,নর
216,Mensch::N,лӕг,মানুষ
217,Mensch::N,адӕймаг,নর
218,Mensch::N,адӕймаг,মানুষ
219,Mensch::N,удгоймаг,নর
220,Mensch::N,удгоймаг,মানুষ
221,Mann::N,лӕг,মানুষ
222,Mann::N,нӕлгоймаг,মানুষ
223,Frau::N,сылгоймаг,নারী
224,Kind::N,сывӕллон,বাচ্চা
225,Junge::N,лӕппу,ছেলে
226,Mädchen::N,чызг,মেয়ে
227,Familie::N,бинонтæ,পরিবার
228,Großvater::N,фыдыфыд,মাতামহ
229,Großvater::N,мадыфыд,মাতামহ
230,Großmutter::N,фыды мад,মাতামহী
231,Großmutter::N,мады мад,মাতামহী
232,Eltern::N,ныййарджытæ,মাতাপিতা
233,Vater::N,фыд,পিতা
234,Mutter::N,мад,মাতা
235,Sohn::N,фырт,ছেলে
236,Tochter::N,чызг,মেয়ে
237,Bruder::N,ӕфсымӕр,দাদা
238,Schwester::N,хо,বোন
239,Schwester::N,хо,দিদি
240,Onkel::N,фыдыфсымӕр,মামা
241,Tante::N,мадыхо,মাসী
242,Ehemann::N,мой,স্বামী
243,Ehefrau::N,ус,পত্নী
244,Freude::N,цин,উল্লাস
245,Freude::N,циндзинад,উল্লাস
246,Gelächter::N,худын,হাসি
247,Gelächter::N,худт,হাসি
248,Gelächter::N,худæг,হাসি
249,Glück::N,амонд,সুখ
250,Kummer::N,хъыг,দুঃখ
251,Wunsch::N,бӕллиц,আকাঙ্ক্ষা
252,Lust::N,монц,বাসনা
253,Geist::N,уд,আত্না
254,Gedanke::N,хъуыды,চিন্তা
255,Gedächtnis::N,мысæн,স্মরণশক্তি
256,Gedächtnis::N,мысын,স্মরণশক্তি
257,Gedächtnis::N,зæрдылдарын,স্মরণশক্তি
258,Verstand::N,зонд,মন
259,Sinn::N,нысаниуæг,পদার্থ
260,Grund::N,ӕфсон,কারণ
261,Wahrheit::N,æцæг,সত্য
262,Gespräch::N,ныхас,কথাবার্তা
263,Märchen::N,аргъау,রূপকথা
264,Erzählung::N,радзырд,গল্প
265,Nachricht::N,уац,তথ্য
266,Neuigkeit::N,хабар,খবরাখবর
267,Name::N,ном,নাম
268,Rätsel::N,уыци-уыци,ধাঁধা
269,Rätsel::N,базон-базон,ধাঁধা
270,Rede::N,раныхас,বক্তৃতা
271,Sprache::N,ӕвзаг,ভাষা
272,Stimme::N,хъӕлӕс,স্বর
273,Wort::N,дзырд,শব্দ
274,Zeichen::N,нысан,প্রতীক
275,Ruf::N,сидт,ডাক
276,Lärm::N,уынæр,হৈচৈ
277,Laut::N,зӕл,ধ্বনি
278,Laut::N,мыр,ধ্বনি
279,Ton::N,мыр,স্বর
280,Lied::N,зарӕг,গান
281,Ruhe::N,æнцой,শান্তি
282,Leute::N,адӕм,প্রজাপুঞ্জ
283,Volk::N,адӕм,জাতি
284,Arbeit::N,фӕллой,চাকরি
285,Gast::N,уазӕг,অতিথি
286,Geschenk::N,хуын,উপহার
287,Spiel::N,хъазт,খেলা
288,Gesellschaft::N,дзыллæ,সঙ্গিগণ
289,Gesellschaft::N,æхсæнад,সঙ্গিগণ
290,Hilfe::N,æххуыс,সাহায্য
291,Hilfe::N,ахъаз,সাহায্য
292,Freund::N,лымӕн,বন্ধু
293,Kamerad::N,ӕмбал,সঙ্গী
294,Angelegenheit::N,хъуыддаг,বিষয়
295,Anzahl::N,бӕрц,পরিমাণ
296,Art::N,хуыз,রকম
297,Art::N,хуызад,রকম
298,Stück::N,кæрдих,টুকরো
299,Stück::N,комдзаг,টুকরো
300,Teil::N,хай,অংশ
301,Hälfte::N,æрдæг,অর্ধেক
302,Hälfte::N,æмбис,অর্ধেক
303,Kreis::N,зиллакк,বৃত্ত
304,Kreuz::N,дзуар,ক্রুশ
305,Linie::N,хахх,রেখা
306,Strich::N,хахх,কষি
307,Abstand::N,æхсæнуат,ফাঁক
308,Entfernung::N,дæрддзæг,ব্যবধান
309,Entfernung::N,дардцæг,ব্যবধান
310,Gegend::N,ран,ক্ষেত্র
311,Platz::N,бууат,জায়গা
312,Ort::N,ран,স্থান
313,Ort::N,бынат,স্থান
314,Seite::N,фахс,পার্শ্ব
315,Mitte::N,астӕу,মধ্য
316,Gegenstand::N,дзаума,জিনিস
317,Sache::N,дзаума,বস্তু
318,Rand::N,кӕрон,কানা
319,Kante::N,фӕрск,ধার
320,Ecke::N,тигъ,কোণ
321,Ecke::N,фисын,কোণ
322,Spitze::N,бырынкъ,ডগা
323,Ende::N,кӕрон,প্রান্ত
324,Loch::N,хуынкъ,গর্ত
325,Winkel::N,къуым,কোণ
326,Muster::N,нывæфтыд,নমুন্
327,Muster::N,кæдзист,নমুন্
328,Größe::N,ас,আয়তন
329,Länge::N,дӕргъ,দৈর্ঘ্য
330,Höhe::N,бæрзонд,উচ্চতা
331,Höhe::N,бæрзæнд,উচ্চতা
332,Höhe::N,бæрзонддзинад,উচ্চতা
333,Gewicht::N,уӕз,ওজন
334,Menge::N,бӕрц,পরিমাণ
335,Haufen::N,кӕри,পুঞ্জ
336,Reihe::N,рӕнхъ,শ্রেণী
337,Boot::N,чема,নৌকা
338,Ruder::N,къохар,দাঁড়
339,Schlitten::N,дзоныгъ,স্নেজ্-গাড়ি
340,Ski::N,къахдзоныгътæ,শী
341,Ski::N,лыжæтæ,শী
342,Lagerfeuer::N,арт,অগ্নি
343,Last::N,уаргъ,বোঝা
344,Gang::N,цыд,হণ্টন
345,Schritt::N,санчъех,পদ
346,Schritt::N,къахдзӕф,পদ
347,Norden::N,цæгат,উত্তরদিক্
348,Süden::N,хуссар,দক্ষিণদিক
349,Westen::N,ныгуылæн,পশ্চিমদিক্
350,Osten::N,скæсæн,পূর্বদিক
351,Holz::N,хъӕдӕрмӕг,কাঠ
352,Brett::N,фæйнæг,তক্তা
353,Platte::N,къӕй,ফলক
354,Stütze::N,быцæу,নাগদণ্ড
355,Stange::N,хъил,দণ্ড
356,Stock::N,лӕдзӕг,ছড়ি
357,Stab::N,хъил,যষ্টি
358,Rohr::N,хӕтӕл,নল
359,Haus::N,хӕдзар,ঘর
360,Heim::N,къона,বাসা
361,Ofen::N,пец,স্টোভ্
362,Fußboden::N,астӕрд,গহতল
363,Tisch::N,стъол,মেজ
364,Tisch::N,стъол,টেবিল
365,Stuhl::N,бандон,চেয়ার
366,Stuhl::N,бандон,কেদারা
367,Wiege::N,авдæн,দোলনা
368,Bett::N,сынтӕг,শয্যা
369,Regal::N,тӕрхӕг,তাক
370,Regal::N,уӕлвӕйнӕг,তাক
371,Kiste::N,асыкк,বাক্স
372,Fenster::N,рудзынг,জানালা
373,Fenster::N,фæрссаг,জানালা
374,Tür::N,дуар,দ্বার
375,Tor::N,кулдуар,দ্বার
376,Zaun::N,æмбонд,বেড়া
377,Zaun::N,быру,বেড়া
378,Zaun::N,гæрæн,বেড়া
379,Dach::N,уӕлхӕдзар,ছাদ
380,Leiter::N,асин,মই
381,Besen::N,уисой,গুল্মবিশেষ
382,Spaten::N,бел,কোদাল
383,Schaufel::N,æвгæнæн,বেলচা
384,Schaufel::N,кæфой,বেলচা
385,Gabel::N,вилкæ,কাঁটা
386,Löffel::N,уидыг,চামচ
387,Messer::N,кард,ছুরি
388,Nagel::N,зӕгӕл,পেরেক
389,Netz::N,хыз,জাল
390,Haken::N,хæдз,কাচি
391,Haken::N,хæбырæгъ,কাচি
392,Griff::N,фистон,হাতল
393,Schloss::N,гуыдыр,তালা
394,Bild::N,ныв,ছবি
395,Bild::N,ныв,চিত্র
396,Figur::N,кæрдгæныв,আকার
397,Puppe::N,чындз,পুতুল
398,Beutel::N,дзӕкъул,বটুয়া
399,Bündel::N,баст,আঁটি
400,Tasche::N,хызын,থলি
401,Tasche::N,дзæкъул,থলি
402,Eimer::N,къæрта,বাল্তি
403,Eimer::N,чъыбыла,বাল্তি
404,Eimer::N,ведра,বাল্তি
405,Deckel::N,сæр,আবরণ
406,Deckel::N,æмбæрзæн,আবরণ
407,Geschirr::N,мигæнæн,থালা-বাসন
408,Geschirr::N,мигæнæнтæ,থালা-বাসন
409,Sack::N,голлаг,বস্তা
410,Tasse::N,пиала,কাপ
411,Tasse::N,къус,কাপ
412,Topf::N,аг,পাত্র
413,Topf::N,чысыл аг,পাত্র
414,Kessel::N,аг,কেটলি
415,Essen::N,хӕрд,আহার
416,Nahrung::N,хойраг,খাদ্য
417,Speise::N,хӕринаг,খাদ্য
418,Fleisch::N,дзидза,মাংস
419,Fleisch::N,фыдызгъӕл,মাংস
420,Getreide::N,халсар,শস্য
421,Brei::N,кас,মণ্ড
422,Brot::N,дзул,রুটি
423,Scheibe::N,къӕбӕр,ফালি
424,Fett::N,сой,মেদ
425,Butter::N,нӕлхӕ,মাখন
426,Öl::N,зети,তৈল
427,Salz::N,цӕхх,নুন
428,Suppe::N,бас,শুরুয়া
429,Honig::N,мыд,মধু
430,Milch::N,ӕхсыр,দুধ
431,Tee::N,цай,চা
432,Leder::N,мæскуы,পাকা চামড়া
433,Wolle::N,фӕсмын,পশম
434,Stoff::N,хъуымац,বস্ত্র
435,Nadel::N,судзин,সুচ
436,Faden::N,ӕндах,সূত্র
437,Knopf::N,цӕппӕр,বোতাম
438,Knoten::N,ӕлхынцъ,গিঁট
439,Farbe::N,ахорæн,রং
440,Kleidung::N,дарӕс,কাপড়
441,Hemd::N,хӕдон,শার্ট
442,Kragen::N,æфцæггот,গলবন্ধ
443,Ärmel::N,дыс,আস্তিন্
444,Hose::N,хæлаф,ট্রাউজার
445,Hose::N,æддаг хæлаф,ট্রাউজার
446,Hose::N,салбар,ট্রাউজার
447,Gürtel::N,рон,কটিবন্ধ
448,Mütze::N,худ,টুপি
449,Schuh::N,басмахъ,জুতো
450,Stiefel::N,цырыхъхъ,বুট
451,Ring::N,къухдарӕн,আংটি
452,Band::N,лент,ফিতা
453,Kamm::N,сӕрвасӕн,চিরুনি
454,Spiegel::N,айдæн,আয়না
455,Spiegel::N,кæсæн,আয়না
456,Riemen::N,гӕрз,চাবুক
457,Schnur::N,бӕндӕн,দড়ি
458,Decke::N,хъӕццул,কম্বল
459,Kissen::N,баз,উপাধান
460,Tuch::N,кæлмæрзæн,বস্ত্র
461,Tuch::N,кæрдæн,বস্ত্র
462,Handtuch::N,хисæрфæн,তোয়ালে
463,Kraft::N,тых,জোর
464,Kraft::N,хъомыс,জোর
465,Stärke::N,тых,শক্তি
466,Stärke::N,æхсар,শক্তি
467,Gesundheit::N,æнæниздзинад,স্বাস্থ্য
468,Krankheit::N,низ,অসুখ
469,Krankheit::N,низ,ব্যামো
470,Krankheit::N,рын,অসুখ
471,Krankheit::N,рын,ব্যামো
472,Schmerz::N,рис,যন্ত্রণা
473,Wunde::N,цӕф,ক্ষত
474,Fieber::N,ризӕг,জ্বর
475,Fieber::N,тӕфсӕг,জ্বর
476,Arznei::N,хос,ঔষধ
477,Brücke::N,хид,সেতু
478,Brunnen::N,цъай,কূপ
479,Weide::N,хизæн,পশুচারণভূমি
480,Weide::N,хизæнуат,পশুচারণভূমি
481,Weide::N,сæрвæт,পশুচারণভূমি
482,Pfad::N,къахвæндаг,পথ
483,Pfad::N,къахвæд,পথ
484,Weg::N,фӕндаг,পথ
485,Straße::N,фӕндаг,রাস্তা
486,Dorf::N,хъӕу,গ্রাম
487,Stadt::N,сахар,শহর
488,Brief::N,фыстӕг,চিঠি
489,Buch::N,чиныг,বই
490,Buchstabe::N,дамгъӕ,অক্ষর
491,Zeitung::N,газет,সংবাদপত্র
492,Leben::N,цард,জীবন
493,Leben::N,цӕрӕнбон,জীবন
494,Tod::N,мæлæт,মৃত্যু
495,Tod::N,адзал,মৃত্যু
496,Grab::N,ингӕн,কবর
497,Kirche::N,аргъуан,গির্জা
498,Sünde::N,тæригъæд,পাপ
499,Gott::N,хуыцау,দেবতা
500,Arbeiter::N,кусæг,শ্রমিক
501,Chef::N,ӕмцег,নেতা
502,Meister::N,мастер,ব্যক্তি
503,Meister::N,дæсны,ব্যক্তি
504,Arzt::N,хосгæнæг,চিকিৎসক
505,Arzt::N,дохтыр,চিকিৎসক
506,Lehrer::N,ахуыргæнæг,অধ্যাপক
507,Geld::N,ӕхца,মুদ্রা
508,Geld::N,ӕхца,টাকাপয়সা
509,Geschäft::N,бизнес,ব্যস্ততা
510,Geschäft::N,хъуыддаг,ব্যস্ততা
511,Laden::N,дукани,দোকান
512,Preis::N,аргъ,মূল্য
513,Ware::N,базайраг,পণ্যদ্রব্য
514,Nutzen::N,пайда,সুবিধা
515,Reichtum::N,хъæздыгдзинад,ধনদৌলত
516,Reichtum::N,исбон,ধনদৌলত
517,Reichtum::N,мулк,ধনদৌলত
518,Welt::N,дуне,জগৎ
519,Land::N,бӕстӕ,খেত
520,Staat::N,паддзахад,রাষ্ট্র
521,König::N,къарол,রাজা
522,Macht::N,хицаудзинад,প্রভাব
523,Grenze::N,арӕн,সীমা
524,Krieg::N,хӕст,যুদ্ধ
525,Feind::N,знаг,শত্রু
526,Feind::N,фыдгул,শত্রু
527,Feind::N,фыдзæрдæ,শত্রু
528,Feind::N,сон,শত্রু
529,Gewalt::N,тыхми,জোর
530,Gewalt::N,тыхдзинад,জোর
531,Kampf::N,хæст,লড়াই
532,Kampf::N,хъæбысæйхæст,লড়াই
533,Kampf::N,тох,লড়াই
534,Bogen[Waffe]::N,ӕрдын,ধনুক
535,Pfeil::N,фат,বাণ
536,Gewehr::N,топп,বন্দুক
537,Fehler::N,рӕдыд,ভুল
538,Lüge::N,мӕнг,মিথ্যা
539,Lüge::N,гӕдыдзинад,মিথ্যা
540,Schaden::N,зиан,ক্ষতি
541,Unglück::N,бæллæх,দুর্ভাগ্য
542,Schuld::N,азым,অপরাধ
543,Alter::N,кар,আয়ু
544,Schluss::N,кæрон,শেষ
545,Zeit::N,рӕстӕг,সময়
546,Tag::N,бон,দিন
547,Morgen::N,райсом,সকাল
548,Mittag::N,æмбисбон,মধ্যাহু
549,Abend::N,изӕр,সন্ধ্যা
550,Nacht::N,ӕхсӕв,রাত্রি
551,Woche::N,къуыри,সপ্তাহ
552,Monat::N,мӕй,মাস
553,Jahr::N,аз,সৌরবর্ষ
554,Jahr::N,афӕдз,সৌরবর্ষ
555,Frühling::N,уалдзæг,বসন্তকাল
556,Sommer::N,сӕрд,গ্রীষ্মকাল
557,Herbst::N,фæззæг,শরংঋতু
558,Winter::N,зымӕг,শীতকাল
559,Januar::N,январь,জানুয়ারী
560,Februar::N,февраль,ফেব্রুয়ারী
561,März::N,мартъи,মার্চ
562,April::N,апрель,এপ্রিল
563,Mai::N,май,মে
564,Juni::N,июнь,জুন
565,Juli::N,июль,জুলাই
566,August::N,август,অগাস্ট
567,September::N,сентябрь,সেপ্টেম্বর
568,Oktober::N,октябрь,অক্টোবর
569,November::N,ноябрь,নভেম্বর
570,Dezember::N,декабрь,ডিসেম্বর
571,Montag::N,къуырисæр,সোমবার
572,Dienstag::N,дыццæг,মঙ্গলবার
573,Mittwoch::N,æртыццæг,বুধবার
574,Donnerstag::N,цыппæрæм,বৃহম্পতিবার
575,Freitag::N,майрæмбон,শুক্রবার
576,Samstag::N,сабат,শনিবার
577,Sonntag::N,хуыцаубон,রবিবার
578,groß::A,дынджыр,বৃহৎ
579,klein::A,гыццыл,ছোট
580,lang::A,даргъ,দীর্ঘ
581,kurz::A,цыбыр,খর্ব
582,kurz::A,цыбыр,হ্রস্ব
583,breit::A,фӕтӕн,চওড়া
584,schmal::A,нарӕг,সরু
585,schmal::A,уынгӕг,সরু
586,dicht::A,бæзджын,ঘন
587,dicht::A,тар,ঘন
588,dick[Gegenstand]::A,сӕвджын,পুরু
589,dünn::A,тæнæг,কৃশ
590,fein::A,лыстӕг,সূক্ষ্ম
591,fest::A,фидар,দৃঢ়
592,fest::A,хъӕддых,দৃঢ়
593,flach::A,тъӕпӕн,সমতল
594,glatt::A,лӕгъз,মসৃণ
595,hart::A,хъӕбӕр,শক্ত
596,weich::A,фӕлмӕн,নরম
597,rund::A,тымбыл,গোলাকার
598,spitz::A,цыргъбырынкъ,তীক্ষ্ন
599,spitz::A,цыргъфындз,তীক্ষ্ন
600,scharf::A,цыргъ,শাণিত
601,stumpf::A,къуымых,ভোঁতা
602,schwer::A,уӕззау,ভারী
603,schön::A,аив,সুন্দর
604,schön::A,рӕсугъд,সুন্দর
605,heiß::A,тӕвд,গরম
606,warm::A,хъарм,ঈষদুষ্ণ
607,kalt::A,уазал,ঠাণ্ডা
608,kühl::A,сатæг,শীতল
609,kühl::A,уазалгомау,শীতল
610,frisch::A,сатæг,তাজা
611,feucht::A,уымӕл,ভিজা
612,nass::A,хуылыдз,ভিজা
613,trocken::A,хус,শুষ্ক
614,voll::A,дзаг,পূর্ণ
615,voll::A,йедзаг ,পূর্ণ
616,leer::A,афтид,খালি
617,offen::A,гом,খোলা
618,geschlossen::A,æхгæд,বন্ধ
619,sauber::A,сыгъдæг,নির্মল
620,schmutzig::A,чъиллон,নোংরা
621,roh::A,хом,কাঁচা
622,reif::A,рӕгъӕд,পাকা
623,lecker::A,хӕрзад,সুস্বাদ
624,süß::A,адджын,মিষ্ট
625,bitter::A,судзаг,তিক্ত
626,sauer::A,туаг,টক
627,hell::A,рухс,উজ্জ্বল
628,dunkel::A,талынг,অন্ধকারময়
629,schwarz::A,сау,কালো
630,weiß::A,урс,সাদা
631,rot::A,сырх,লাল
632,gelb::A,бур,হলদে
633,blau::A,цъӕх,নীল
634,grün::A,цъӕх,সবুজ
635,grün::A,кӕрдӕгхуыз,সবুজ
636,grau::A,цъӕх,ছাই-রঙা
637,grau::A,фӕныкхуыз,ছাই-রঙা
638,bunt::A,хъулон,রঙিন
639,bunt::A,гæрæм,রঙিন
640,billig::A,аслам,সস্তা
641,teuer::A,зынаргъ,আক্রা
642,wertvoll::A,зынаргъ,মহার্ঘ
643,blind::A,куырм,কানা
644,taub::A,къуырма,বধির
645,kräftig::A,домбай,বিশাল
646,kräftig::A,тыхджын,বিশাল
647,stark::A,тыхджын,শক্তিশালী
648,schwach::A,ӕнӕбон,দুর্বল
649,fett::A,нард,মোটা
650,schlank::A,гуырвидыц,কৃশ
651,schlank::A,хæрзконд,কৃশ
652,schlank::A,рæхснæг,কৃশ
653,schlank::A,сагамад,কৃশ
654,hübsch::A,аив,সুন্দর
655,hübsch::A,рӕсугъд,সুন্দর
656,böse::A,фыдзӕрдӕ,খারাপ
657,dumm::A,ӕдылы,মূর্খ
658,faul::A,зивӕг,শ্রমবিমুখ
659,faul::A,зивӕггӕнаг,শ্রমবিমুখ
660,fleißig::A,æнæзивæг,পরিশ্রমী
661,fleißig::A,æнувыд,পরিশ্রমী
662,geizig::A,чъынды,ব্যয়কুণ্ঠ
663,geizig::A,æлгъин,ব্যয়কুণ্ঠ
