,Concept_ID,lez,sv
188,Krähe::N,къаргъа,kråka
189,Kuckuck::N,кукупӏ,gök
190,Schwan::N,къугь,svan
191,Fisch::N,гъед,fisk
192,Barsch::N,окунь,abborre
193,Hecht::N,щука,gädda
194,Schlange[Tier]::N,илан,orm
195,Schlange[Tier]::N,гъуьлягъ,orm
196,Wurm::N,квак,mask
197,Spinne::N,хуьшрекан,spindel
198,Ameise::N,цегв,myra
199,Laus::N,нет,lus
200,Mücke::N,ветӏ,mygga
201,Fliege::N,тӏветӏ,fluga
202,Schmetterling::N,чепелукь,fjäril
203,Beere::N,куьлуь емиш,bär
204,Apfel::N,ич,äpple
205,Pilz::N,къарникъуз,svamp
206,Zwiebel::N,чичӏек,lök
207,Saat::N,тумар,sådd
208,Korn::N,твар,korn
209,Heu::N,векь,hö
210,Heu::N,векьер,hö
211,Schale::N,пириш,skal
212,Schale::N,хъуьруьш,skal
213,Grube::N,фур,grop
214,Falle::N,ракьар,fälla
215,Schlinge::N,гьалкъа,snara
216,Spur::N,гел,spår
217,Asche::N,руьхъ,aska
218,Dreck::N,чирк,lort
219,Dreck::N,кьуруш,lort
220,Eisen::N,ракь,järn
221,Gold::N,алтун,guld
222,Silber::N,гимиш,silver
223,Kohle::N,цӏивин,kol
224,Glas::N,шуьше,glas
225,Lehm::N,ччеб,lera
226,Sand::N,къум,sand
227,Mensch::N,инсан,människa
228,Mann::N,итим,man
229,Frau::N,паб,kvinna
230,Frau::N,дишегьли,kvinna
231,Kind::N,аял,barn
232,Junge::N,гада,pojke
233,Mädchen::N,руш,flicka
234,Familie::N,хзан,familj
235,Familie::N,килфет,familj
236,Großvater::N,чӏехи буба,morfar
237,Großmutter::N,чӏехи диде,farmor
238,Eltern::N,диде-буба,föräldrar
239,Vater::N,буба,far
240,Mutter::N,диде,mor
241,Sohn::N,хва,son
242,Tochter::N,руш,dotter
243,Bruder::N,стха,bror
244,Schwester::N,вах,syster
245,Onkel::N,ими,morbror
246,Onkel::N,халу,morbror
247,Tante::N,эме,tant
248,Tante::N,хала,tant
249,Ehemann::N,гъуьл,äkta man
250,Ehefrau::N,паб,hustru
251,Freude::N,шадвал,fröjd
252,Freude::N,шадвал,glädje
253,Gelächter::N,хъвер,åtlöje
254,Glück::N,бахт,lycka
255,Kummer::N,дерт,sorg
256,Kummer::N,хажалат,sorg
257,Wunsch::N,мурад,önskan
258,Lust::N,гьевес,lust
259,Geist::N,руьгь,ande
260,Gedanke::N,фикир,tanke
261,Verstand::N,акьул,förstånd
262,Sinn::N,мана,mening
263,Sinn::N,мана,betydelse
264,Grund::N,себеб,skäl
265,Grund::N,себеб,grund
266,Wahrheit::N,керчек,sanning
267,Wahrheit::N,гьакъикъат,sanning
268,Gespräch::N,ихтилат,samtal
269,Märchen::N,мах,saga
270,Erzählung::N,кьиса,berättelse
271,Nachricht::N,хабар,meddelande
272,Neuigkeit::N,цӏийи хабар,nyhet
273,Name::N,тӏвар,namn
274,Rätsel::N,мискӏал,gåta
275,Rede::N,рахун,tal
276,Sprache::N,чӏал,språk
277,Stimme::N,ван,stämma
278,Wort::N,гаф,ord
279,Zeichen::N,ишара,tecken
280,Ruf::N,эвер,rop
281,Lärm::N,ван-сес,bråk
282,Lärm::N,ван-сес,oväsen
283,Laut::N,ван,ljud
284,Laut::N,сес,ljud
285,Ton::N,ван-сес,ton
286,Lied::N,мани,sång
287,Ruhe::N,ласвал,ro
288,Ruhe::N,ласвал,lugn
289,Ruhe::N,фаракъат,ro
290,Ruhe::N,фаракъат,lugn
291,Ruhe::N,асайиш,ro
292,Ruhe::N,асайиш,lugn
293,Leute::N,инсанар,folk
294,Volk::N,халкь,folk
295,Arbeit::N,кӏвалах,arbete
296,Gast::N,мугьман,gäst
297,Geschenk::N,савкьат,gåva
298,Geschenk::N,савкьат,present
299,Spiel::N,къугъун,lek
300,Spiel::N,къугъун,spel
301,Gesellschaft::N,жемят,sällskap
302,Gesellschaft::N,общество,sällskap
303,Hilfe::N,куьмек,hjälp
304,Freund::N,дуст,vän
305,Kamerad::N,яр-дуст,kamrat
306,Angelegenheit::N,кар,ärende
307,Angelegenheit::N,кар,angelägenhet
308,Anzahl::N,сан,antal
309,Anzahl::N,кьадар,antal
310,Art::N,жуьре,art
311,Art::N,жуьре,slag
312,Stück::N,кӏус,stycke
313,Teil::N,пай,del
314,Hälfte::N,зур,halva
315,Hälfte::N,зур пай,halva
316,Kreis::N,круг,krets
317,Kreis::N,круг,cirkel
318,Kreis::N,чкаяр,krets
319,Kreis::N,чкаяр,cirkel
320,Kreis::N,элкъвей цӏар,krets
321,Kreis::N,элкъвей цӏар,cirkel
322,Kreuz::N,хаш,kors
323,Kreuz::N,хаш,kryss
324,Linie::N,цӏар,linje
325,Strich::N,цӏар,streck
326,Abstand::N,ара,avstånd
327,Entfernung::N,мензил,avstånd
328,Gegend::N,чка,trakt
329,Platz::N,ара,plats
330,Ort::N,чка,plats
331,Ort::N,чка,ställe
332,Seite::N,пад,sida
333,Mitte::N,юкь,mitt
334,Gegenstand::N,затӏ,föremål
335,Sache::N,шей,sak
336,Sache::N,затӏ,sak
337,Rand::N,къерех,rand
338,Kante::N,син,kant
339,Ecke::N,пӏипӏ,vrå
340,Ecke::N,пӏипӏ,hörn
341,Spitze::N,кӏвенкӏв,spets
342,Ende::N,кьил,ända
343,Loch::N,тӏеквен,hål
344,Winkel::N,пӏипӏ,vinkel
345,Muster::N,гишир,mönster
346,Größe::N,кьадар,storlek
347,Länge::N,яргъивал,längd
348,Höhe::N,кьакьанвал,höjd
349,Gewicht::N,заланвал,tyngd
350,Menge::N,кьадар,mängd
351,Haufen::N,хара,hög
352,Reihe::N,жерге,rad
353,Boot::N,луьткве,båt
354,Ruder::N,кьусу,åra
355,Schlitten::N,гъелерар,släde
356,Lagerfeuer::N,цӏай,lägereld
357,Last::N,заланвал,last
358,Last::N,заланвал,börda
359,Gang::N,ериш,gång
360,Schritt::N,къадам,steg
361,Norden::N,кефер,norr
362,Norden::N,кефер пад,norr
363,Süden::N,кьибле,söder
364,Westen::N,рагъакӏидай пад,väster
365,Osten::N,рагъэкъечӏдай пад,öster
366,Holz::N,кӏарас,trä
367,Brett::N,кьул,bräda
368,Brett::N,тахта,bräda
369,Stütze::N,даях,stöd
370,Stütze::N,даях,stötta
371,Stange::N,юрк,stång
372,Stock::N,лаш,käpp
373,Stock::N,лаш,pinne
374,Stab::N,юрк,stav
375,Rohr::N,турба,rör
376,Haus::N,ужагъ,hus
377,Heim::N,кӏвал,hem
378,Ofen::N,пич,ugn
379,Fußboden::N,кӏвалин ччил,golv
380,Tisch::N,стол,bord
381,Stuhl::N,стул,stol
382,Wiege::N,кьеб,vagga
383,Bett::N,тахт,säng
384,Regal::N,кьацӏ,hylla
385,Kiste::N,ящик,låda
386,Fenster::N,дакӏар,fönster
387,Tür::N,рак,dörr
388,Tor::N,варар,port
389,Zaun::N,пару,staket
390,Zaun::N,пару,stängsel
391,Dach::N,къав,tak
392,Leiter::N,гурар,stege
393,Besen::N,таран кул,kvast
394,Spaten::N,ппер,spade
395,Schaufel::N,хекендаз,skovel
396,Schaufel::N,хекендаз,skyffel
397,Gabel::N,шиш,gaffel
398,Löffel::N,тӏур,sked
399,Messer::N,чукӏул,kniv
400,Nagel::N,мих,spik
401,Netz::N,чил,nät
402,Haken::N,къармах,krok
403,Griff::N,ттум,tag
404,Griff::N,ттум,handtag
405,Schloss::N,куьлег,las
406,Bild::N,шикил,bild
407,Bild::N,суьрет,bild
408,Figur::N,фигура,figur
409,Puppe::N,нини,docka
410,Beutel::N,тагъар,påse
411,Bündel::N,галгам,bunt
412,Bündel::N,галгам,knippa
413,Tasche::N,чанта,väska
414,Eimer::N,ведре,hink
415,Eimer::N,ведре,ämbar
416,Deckel::N,кьил,lock
417,Deckel::N,къалпагъ,lock
418,Geschirr::N,къаб-къажах,servis
419,Geschirr::N,къаб-къажах,porslin
420,Sack::N,чувал,säck
421,Tasse::N,сукӏра,kopp
422,Topf::N,къажгъан,gryta
423,Topf::N,къажгъан,kastrull
424,Kessel::N,къажгъан,kittel
425,Essen::N,тӏуьн,mål
426,Nahrung::N,тӏуьн,näring
427,Speise::N,хуьрек,maträtt
428,Fleisch::N,як,kött
429,Getreide::N,техил,säd
430,Getreide::N,техил,spannmål
431,Brei::N,хапӏа,gröt
432,Brei::N,хешил,gröt
433,Brot::N,фу,bröd
434,Scheibe::N,чӏук,skiva
435,Fett::N,ягълу,fett
436,Butter::N,гъери,smör
437,Öl::N,ягълу,olja
438,Salz::N,кьел,salt
439,Suppe::N,суп,soppa
440,Suppe::N,шурпа,soppa
441,Honig::N,вирт,honung
442,Milch::N,нек,mjölk
443,Tee::N,чай,te
444,Leder::N,тумаж,läder
445,Wolle::N,йис,ull
446,Wolle::N,йис,ylle
447,Stoff::N,парча,tyg
448,Stoff::N,парча,stoff
449,Nadel::N,раб,nål
450,Faden::N,гъал,tråd
451,Knopf::N,дуьгме,knapp
452,Knoten::N,тӏвал,knut
453,Farbe::N,ранг,färg
454,Kleidung::N,партал,klädsel
455,Hemd::N,перем,skjorta
456,Kragen::N,хев,krage
457,Ärmel::N,хел,ärm
458,Hose::N,шалвар,byxor
459,Gürtel::N,чӏул,bälte
460,Mütze::N,бармак,mössa
461,Mütze::N,бапӏах,mössa
462,Schuh::N,ботинка,sko
463,Stiefel::N,чекме,stövel
464,Ring::N,тупӏал,ring
465,Band::N,тасма,band
466,Kamm::N,регъ,kam
467,Spiegel::N,гуьзгуь,spegel
468,Riemen::N,къайиш,rem
469,Schnur::N,еб,snöre
470,Decke::N,яргъан,täcke
471,Kissen::N,хъуьцуьган,dyna
472,Kissen::N,хъуьцуьган,kudde
473,Tuch::N,шал,sjal
474,Handtuch::N,дасмал,handduk
475,Kraft::N,гуж,kraft
476,Stärke::N,къуват,styrka
477,Gesundheit::N,сагъвал,hälsa
478,Krankheit::N,тӏал,sjukdom
479,Schmerz::N,тӏал,smärta
480,Schmerz::N,тӏарвал,smärta
481,Wunde::N,хер,sår
482,Fieber::N,ифин,feber
483,Arznei::N,дарман,medicin
484,Arznei::N,дарман,läkemedel
485,Brücke::N,муьгъ,bro
486,Brunnen::N,къуй,brunn
487,Weide::N,уьруьш,bete
488,Pfad::N,рехъ,stig
489,Weg::N,рехъ,väg
490,Straße::N,рехъ,gata
491,Dorf::N,хуьр,by
492,Stadt::N,шегьер,stad
493,Brief::N,кагъаз,brev
494,Buch::N,улуб,bok
495,Buchstabe::N,гьарф,bokstav
496,Zeitung::N,газета,tidning
497,Leben::N,уьмуьр,liv
498,Tod::N,кьиникь,död
499,Grab::N,сур,grav
500,Kirche::N,килиса,kyrka
501,Sünde::N,гунагь,synd
502,Gott::N,аллагь,gud
503,Arbeiter::N,фяле,arbetare
504,Chef::N,гьаким,chef
505,Meister::N,устӏар,mästare
506,Arzt::N,доктор,läkare
507,Lehrer::N,муаллим,lärare
508,Geld::N,пул,pengar
509,Laden::N,магазин,affär
510,Preis::N,къимет,pris
511,Ware::N,мал,vara
512,Ware::N,товар,vara
513,Nutzen::N,хийир,gagn
514,Nutzen::N,хийир,nytta
515,Nutzen::N,менфят,gagn
516,Nutzen::N,менфят,nytta
517,Reichtum::N,девлет,rikedom
518,Welt::N,дуьнья,värld
519,Land::N,уьлкве,land
520,Staat::N,пачагьлугъ,stat
521,Staat::N,государство,stat
522,König::N,пачагь,kung
523,König::N,пачагь,konung
524,Macht::N,власть,makt
525,Grenze::N,сергьят,gräns
526,Krieg::N,дяве,krig
527,Feind::N,душман,fiende
528,Gewalt::N,гуж,våld
529,Kampf::N,женг,kamp
530,Kampf::N,женг,strid
531,Bogen[Waffe]::N,чӏемерук,båge
532,Pfeil::N,хьел,pil
533,Gewehr::N,тфенг,gevär
534,Fehler::N,гъалатӏ,fel
535,Lüge::N,ттаб,lögn
536,Schaden::N,зиян,skada
537,Schaden::N,зарар,skada
538,Unglück::N,бала,otur
539,Unglück::N,бала,olycka
540,Unglück::N,бедбахтвал,otur
541,Unglück::N,бедбахтвал,olycka
542,Schuld::N,тахсир,skuld
543,Alter::N,яш,ålder
544,Schluss::N,эхир,slut
545,Zeit::N,вяде,tid
546,Tag::N,югъ,dag
547,Morgen::N,пакама,morgon
548,Mittag::N,нисин,middag
549,Abend::N,няни,kväll
550,Nacht::N,йиф,natt
551,Woche::N,гьафте,vecka
552,Monat::N,варз,månad
553,Jahr::N,йис,år
554,Frühling::N,гатфар,vår
555,Sommer::N,гад,sommar
556,Herbst::N,зул,höst
557,Winter::N,кьуьд,vinter
558,Januar::N,январь,januari
559,Februar::N,февраль,februari
560,März::N,март,mars
561,April::N,апрель,april
562,Mai::N,май,maj
563,Juni::N,июнь,juni
564,Juli::N,июль,juli
565,August::N,август,augusti
566,September::N,сентябрь,september
567,Oktober::N,октябрь,oktober
568,November::N,ноябрь,november
569,Dezember::N,декабрь,december
570,Montag::N,ислен,måndag
571,Dienstag::N,саласа,tisdag
572,Mittwoch::N,арбе,onsdag
573,Donnerstag::N,хемис югъ,torsdag
574,Freitag::N,жуьмя,fredag
575,Freitag::N,жуьмя югъ,fredag
576,Samstag::N,киш,lördag
577,Sonntag::N,гьяд,söndag
578,groß::A,еке,stor
579,groß::A,чӏехи,stor
580,klein::A,гъвечӏи,liten
581,lang::A,яргъи,lång
582,kurz::A,куьруь,kort
583,breit::A,гьяркьуь,bred
584,schmal::A,гуьтӏуь,smal
585,dicht::A,къалин,tät
586,dünn::A,кьелечӏ,tunn
587,fein::A,шуькӏуь,fin
588,fest::A,кӏеви,fast
589,flach::A,кьулу,platt
590,glatt::A,цӏалцӏам,glatt
591,hart::A,кӏеви,hård
592,weich::A,хъуьтуьл,mjuk
593,rund::A,элкъвей,rund
594,spitz::A,хци,toppig
595,spitz::A,хци,spetsig
596,scharf::A,хци,vass
597,scharf::A,хци,skarp
598,stumpf::A,къуьруь,slö
599,schwer::A,залан,tung
600,schön::A,иер,skön
601,schön::A,иер,vacker
602,heiß::A,кудай,het
603,warm::A,чими,varm
604,kalt::A,мекьи,kall
605,kühl::A,къайи,sval
606,kühl::A,къайи,kylig
607,frisch::A,таза,färsk
608,frisch::A,михьи,färsk
609,feucht::A,ламу,fuktig
610,nass::A,кьежей,våt
611,trocken::A,кьуру,torr
612,voll::A,ацӏай,full
613,leer::A,буш,tom
614,leer::A,ичӏи,tom
615,offen::A,ахъа,öppen
616,geschlossen::A,кӏеви,stängd
617,sauber::A,михьи,ren
618,schmutzig::A,чиркин,snuskig
619,schmutzig::A,кьацӏай,snuskig
620,roh::A,чиг,rå
621,roh::A,ицӏи,rå
622,reif::A,дигмиш хьайи,mogen
623,lecker::A,дадлу,läcker
624,süß::A,ширин,söt
625,bitter::A,туькьуьл,besk
626,bitter::A,туькьуьл,bitter
627,sauer::A,цуру,sur
628,hell::A,экуь,ljus
629,dunkel::A,мичӏи,mörk
630,schwarz::A,чӏулав,svart
631,weiß::A,лацу,vit
632,rot::A,яру,röd
633,gelb::A,хъипи,gul
634,blau::A,вили,blå
635,grün::A,къацу,grön
636,grau::A,рехи,grå
637,bunt::A,цӏару,brokig
638,bunt::A,яру-цӏару,brokig
639,billig::A,ужуз,billig
640,teuer::A,багьа,dyr
641,wertvoll::A,масан,värdefull
642,blind::A,буьркьуь,blind
643,taub::A,биши,döv
644,kräftig::A,гужлу,kraftig
645,stark::A,къуватлу,stark
646,schwach::A,такьатсуз,svag
647,fett::A,куьк,fet
648,schlank::A,шумал,slank
649,hübsch::A,гуьрчег,snygg
650,hübsch::A,гуьрчег,vacker
651,böse::A,пис,ond
652,böse::A,пис,elak
653,dumm::A,ахмакь,dum
654,faul::A,тенпел,lat
655,fleißig::A,сяй ийидай,flitig
656,fleißig::A,сяйи ийидай,flitig
657,geizig::A,мискьи,snål
658,geizig::A,мискьи,girig
659,klug::A,акьуллу,klok
660,geschickt::A,магьир,händig
661,geschickt::A,магьир,skicklig
662,lieb::A,играми,kär
663,lieb::A,играми,snäll
664,lustig::A,шад,rolig
665,lustig::A,шад,lustig
666,sanft::A,назик,mild
667,sanft::A,милайим,mild
668,hungrig::A,гишин,hungrig
669,krank::A,кефсуз,sjuk
670,nackt::A,кьецӏил,naken
671,traurig::A,пашман,ledsen
672,traurig::A,пашман,sorgsen
673,lebendig::A,ччан алай,levande
674,gut::A,хъсан,bra
675,gut::A,вижевай,bra
676,schlecht::A,пис,dålig
677,richtig::A,дуьз,riktig
678,schlimm::A,нифретлу,illa
679,wahr::A,гьакъикъи,sann
680,alt::A,эски,gammal
681,alt::A,куьгьне,gammal
682,neu::A,цӏийи,ny
683,ehemalig::A,виликан,forn
684,ehemalig::A,виликан,tidigare
685,alt[Lebewesen]::A,кьуьзуь,gammal
686,jung::A,жегьил,ung
687,arm::A,кесиб,fattig
688,reich::A,девлетлу,rik
689,bekannt::A,чидай,känd
690,berühmt::A,машгьур,berömd
691,fremd::A,ччара,främmande
692,verschieden::A,жуьреба-жуьре,åtskillig
693,nah::A,мукьвал,nära
694,fern::A,яргъал,fjärran
695,linker::A,чапла,vänster
696,rechter::A,эрчӏи,höger
697,anderer::A,маса,annan
698,anderer::A,муькуь,annan
699,erster::A,сад лагьай,första
700,zweiter::A,кьвед лагьай,andra
701,dritter::A,пуд лагьай,tredje
702,letzter::A,эхиримжи,sist
703,allein::ADV,кьилди,allena
704,zusammen::ADV,санал,tillsammans
705,lange::ADV,яргъалди,länge
706,plötzlich::ADV,садлагьана,plötsligt
707,sofort::ADV,гьасятда,strax
708,sofort::ADV,гьасятда,genast
709,später::ADV,гуьгъуьнлай,senare
710,jetzt::ADV,гила,nu
711,heute::ADV,къе,i dag
712,morgen::ADV,пака,i morgon
713,bald::ADV,мукьва,snart
714,bald::ADV,мукьвара,snart
715,dann::ADV,ахпа,då
716,gestern::ADV,накь,i går
717,einst::ADV,садра,en gång
718,damals::ADV,а чӏавуз,då
719,damals::ADV,а чӏавуз,den gången
720,danach::ADV,ахпа,därefter
721,vorher::ADV,вилик,före
722,vorher::ADV,вилик,förut
723,zuerst::ADV,сифте,först
724,einmal::ADV,садра,en gång
725,manchmal::ADV,гагь-гагь,ibland
726,oft::ADV,гзаф вахтара,ofta
727,immer::ADV,гьамиша,alltid
728,niemals::ADV,са чӏавузни,aldrig
729,niemals::ADV,са вахтундани,aldrig
730,hier::ADV,ина,här
731,hierhin::ADV,иниз,hit
732,von hier::ADV,инай,härifrån
733,dort::ADV,ана,där
734,dorthin::ADV,аниз,dit
735,geradeaus::ADV,дуьз,rätt fram
736,vorwärts::ADV,вилик,fram
737,vorwärts::ADV,вилик,framåt
738,vorwärts::ADV,виликди,fram
739,vorwärts::ADV,виликди,framåt
740,rückwärts::ADV,кьулухъ,baklänges
741,unten::ADV,агъада,nere
742,unten::ADV,агъада,nedanför
743,hinab::ADV,агъуз,ned
744,hinab::ADV,агъуз,nedåt
745,oben::ADV,винел,ovan
746,oben::ADV,винел,ovanpå
747,hinauf::ADV,виниз,upp
748,hinauf::ADV,виниз,uppåt
749,überall::ADV,вирина,överallt
750,nicht::ADV,ваъ,ej
751,nicht::ADV,ваъ,inte
752,ein wenig::ADV,са тӏимил,litet
753,kaum::ADV,жизви,knappt
754,kaum::ADV,жизви,knappast
755,sehr::ADV,лап,mycket
756,so::ADV,икӏ,så
757,noch::ADV,гьеле,än
758,noch::ADV,гьеле,ännu
759,nur::ADV,анжах,bara
760,nur::ADV,анжах,endast
761,schon::ADV,хъувуна,redan
762,schon::ADV,мадни дардиз,redan
763,schon::ADV,мадни гуьтӏуьз,redan
764,schon::ADV,мадни гуьтӏуь я,redan
765,vergebens::ADV,нагьакь,förgäves
766,vergebens::ADV,нагьакьа,förgäves
767,vor::PRP,вилик,utanför
768,hinter::PRP,кьулухъ,bakom
769,unter::PRP,кӏаник,under
770,durch::PRP,арадай,genom
771,durch::PRP,арадай,igenom
772,durch::PRP,-кай хкатна,genom
773,durch::PRP,-кай хкатна,igenom
774,neben::PRP,патав,bredvid
775,neben::PRP,патав,vid sidan av
776,neben::PRP,мукьув,bredvid
777,neben::PRP,мукьув,vid sidan av
778,zwischen::PRP,ара,mellan
779,zwischen::PRP,арада,mellan
780,wegen::PRP,гъиляй,på grund av
781,dies::PRN,и,detta
782,dies::PRN,им,detta
783,das::PRN,а,det
784,das::PRN,ам,det
785,alles::PRN,вири,allt
786,alles::PRN,михьиз,allt
787,ich::PRN,за,jag
788,ich::PRN,зун,jag
789,du::PRN,вун,du
790,er::PRN,ам,han
791,er::PRN,гьа,han
792,wir::PRN,чун,vi
793,ihr::PRN,куьн,ni
794,sie::PRN,абур,de
795,was::FPRN,вуч,vad
796,wer::FPRN,вуж,vem
797,wo::FADV,гьина,var
798,wohin::FADV,гьиниз,vart
799,wie::FADV,гьикӏ,hur
800,warum::FADV,вучиз,varför
801,wieviel::FNUM,шумуд,hur mycket
802,eins::NUM,са,en
803,eins::NUM,са,ett
804,zwei::NUM,кьвед,två
805,drei::NUM,пуд,tre
806,vier::NUM,кьуд,fyra
807,fünf::NUM,вад,fem
808,sechs::NUM,ругуд,sex
809,sieben::NUM,ирид,sju
810,acht::NUM,муьжуьд,åtta
811,neun::NUM,кӏуьд,nio
812,zehn::NUM,цӏуд,tio
813,elf::NUM,цӏусад,elva
814,zwölf::NUM,цӏикьвед,tolv
815,zwanzig::NUM,къад,tjugo
816,dreißig::NUM,къанницӏуд,trettio
