,Concept_ID,sv,bn
110,Anhöhe::N,backe,টিলা
111,Berg::N,berg,পর্বত
112,Berg::N,fjäll,পর্বত
113,Gipfel::N,topp,শীর্ষ
114,Höhle::N,håla,গুহা
115,Höhle::N,grotta,গুহা
116,Abhang::N,slänt,ঢাল
117,Abhang::N,sluttning,ঢাল
118,Quelle::N,källa,উৎস
119,Bach::N,bäck,ক্ষুদ্র নদী
120,Fluss::N,älv,নদী
121,Fluss::N,flod,নদী
122,Ufer::N,strand,উপকূল
123,Küste::N,kust,তীর
124,Festland::N,fastland,ভূমি
125,Meer::N,hav,সমুদ্র
126,Bucht::N,vik,উপসাগর
127,Bucht::N,bukt,উপসাগর
128,Insel::N,ö,দ্বীপ
129,Blume::N,blomma,ফুল
130,Blume::N,blomster,ফুল
131,Gras::N,gräs,ঘাস
132,Wurzel::N,rot,শিকড়
133,Baum::N,träd,গাছ
134,Stamm::N,stam,স্কন্ধ
135,Rinde::N,bark,বল্কল
136,Ast::N,gren,শাখা
137,Zweig::N,kvist,ডাল
138,Blatt::N,löv,পর্ণ
139,Blatt::N,blad,পর্ণ
140,Birke::N,björk,ভুর্জ
141,Kiefer[Baum]::N,tall,পাইন গাছ
142,Weide[Baum]::N,pil,উইলো
143,Weide[Baum]::N,vide,উইলো
144,Tanne::N,gran,দেবদারূ গাছ
145,Horn::N,horn,শিং
146,Feder::N,fjäder,পালক
147,Fell::N,fäll,রোম
148,Fell::N,skinn,রোম
149,Flügel::N,vinge,ডানা
150,Klaue::N,klöv,নখর
151,Kralle::N,klo,নখর
152,Schwanz::N,svans,লেজ
153,Schwanz::N,stjärt,লেজ
154,Ei::N,ägg,ডিম
155,Nest::N,rede,কুলায়
156,Nest::N,näste,কুলায়
157,Bau::N,bo,ডেরা
158,Tier::N,djur,জন্তু
159,Herde::N,flock,ঝাঁক
160,Kuh::N,ko,গোরু
161,Bulle::N,tjur,বৃষ
162,Pferd::N,häst,ঘোড়া
163,Schaf::N,får,ভেড়া
164,Schwein::N,svin,শূকর
165,Hund::N,hund,কুকুর
166,Katze::N,katt,বেড়াল
167,Bär::N,björn,ভল্লুক
168,Eichhörnchen::N,ekorre,কাঠবিড়াল
169,Elch::N,älg,হরিণবিশেষ
170,Fuchs::N,räv,পাঁতিশিয়াল
171,Hase::N,hare,শশক
172,Maus::N,mus,নেংটি ইঁদুর
173,Wolf::N,varg,নেকড়ে
174,Vogel::N,fågel,পক্ষী
175,Schwarm::N,svärm,ঝাঁক
176,Huhn::N,höns,মোরগ
177,Hahn::N,tupp,কুক্কুট
178,Gans::N,gås,হংসী
179,Adler::N,örn,ইগল
180,Ente::N,anka,হংসী
181,Eule::N,uggla,পেচক
182,Kranich::N,trana,সারস
183,Krähe::N,kråka,কাক
184,Kuckuck::N,gök,কোকিল
185,Schwan::N,svan,মরাল
186,Fisch::N,fisk,মাছ
187,Barsch::N,abborre,মৎন্যবিশেষ
188,Hecht::N,gädda,বানমাছ
189,Schlange[Tier]::N,orm,সর্প
190,Wurm::N,mask,কীট
191,Spinne::N,spindel,মাকড়সা
192,Ameise::N,myra,পিপীলিকা
193,Laus::N,lus,উকুন
194,Mücke::N,mygga,মশা
195,Fliege::N,fluga,মাছি
196,Schmetterling::N,fjäril,প্রজাপতি
197,Beere::N,bär,বেরি
198,Apfel::N,äpple,আপেল
199,Pilz::N,svamp,ছত্রক
200,Zwiebel::N,lök,পিয়াজ
201,Saat::N,sådd,বীজ
202,Korn::N,korn,শস্য
203,Heu::N,hö,খড়
204,Schale::N,skal,খোসা
205,Grube::N,grop,গর্ত
206,Falle::N,fälla,ফাঁদ
207,Schlinge::N,snara,পাশ
208,Spur::N,spår,চিহ্ন
209,Asche::N,aska,ভস্ম
210,Dreck::N,lort,ময়লা
211,Eisen::N,järn,লোহা
212,Gold::N,guld,স্বর্ণ
213,Silber::N,silver,রৌপ্য
214,Kohle::N,kol,অঙ্গার
215,Glas::N,glas,কাচ
216,Lehm::N,lera,মৃত্তিকা
217,Sand::N,sand,বালি
218,Mensch::N,människa,নর
219,Mensch::N,människa,মানুষ
220,Mann::N,man,মানুষ
221,Frau::N,kvinna,নারী
222,Kind::N,barn,বাচ্চা
223,Junge::N,pojke,ছেলে
224,Mädchen::N,flicka,মেয়ে
225,Familie::N,familj,পরিবার
226,Großvater::N,morfar,মাতামহ
227,Großmutter::N,farmor,মাতামহী
228,Eltern::N,föräldrar,মাতাপিতা
229,Vater::N,far,পিতা
230,Mutter::N,mor,মাতা
231,Sohn::N,son,ছেলে
232,Tochter::N,dotter,মেয়ে
233,Bruder::N,bror,দাদা
234,Schwester::N,syster,বোন
235,Schwester::N,syster,দিদি
236,Onkel::N,morbror,মামা
237,Tante::N,tant,মাসী
238,Ehemann::N,äkta man,স্বামী
239,Ehefrau::N,hustru,পত্নী
240,Freude::N,fröjd,উল্লাস
241,Freude::N,glädje,উল্লাস
242,Gelächter::N,åtlöje,হাসি
243,Glück::N,lycka,সুখ
244,Kummer::N,sorg,দুঃখ
245,Wunsch::N,önskan,আকাঙ্ক্ষা
246,Lust::N,lust,বাসনা
247,Geist::N,ande,আত্না
248,Gedanke::N,tanke,চিন্তা
249,Gedächtnis::N,minne,স্মরণশক্তি
250,Verstand::N,förstånd,মন
251,Sinn::N,mening,পদার্থ
252,Sinn::N,betydelse,পদার্থ
253,Grund::N,skäl,কারণ
254,Grund::N,grund,কারণ
255,Wahrheit::N,sanning,সত্য
256,Gespräch::N,samtal,কথাবার্তা
257,Märchen::N,saga,রূপকথা
258,Erzählung::N,berättelse,গল্প
259,Nachricht::N,meddelande,তথ্য
260,Neuigkeit::N,nyhet,খবরাখবর
261,Name::N,namn,নাম
262,Rätsel::N,gåta,ধাঁধা
263,Rede::N,tal,বক্তৃতা
264,Sprache::N,språk,ভাষা
265,Stimme::N,stämma,স্বর
266,Wort::N,ord,শব্দ
267,Zeichen::N,tecken,প্রতীক
268,Ruf::N,rop,ডাক
269,Lärm::N,bråk,হৈচৈ
270,Lärm::N,oväsen,হৈচৈ
271,Laut::N,ljud,ধ্বনি
272,Ton::N,ton,স্বর
273,Lied::N,sång,গান
274,Ruhe::N,ro,শান্তি
275,Ruhe::N,lugn,শান্তি
276,Leute::N,folk,প্রজাপুঞ্জ
277,Volk::N,folk,জাতি
278,Arbeit::N,arbete,চাকরি
279,Gast::N,gäst,অতিথি
280,Geschenk::N,gåva,উপহার
281,Geschenk::N,present,উপহার
282,Spiel::N,lek,খেলা
283,Spiel::N,spel,খেলা
284,Gesellschaft::N,sällskap,সঙ্গিগণ
285,Hilfe::N,hjälp,সাহায্য
286,Freund::N,vän,বন্ধু
287,Kamerad::N,kamrat,সঙ্গী
288,Angelegenheit::N,ärende,বিষয়
289,Angelegenheit::N,angelägenhet,বিষয়
290,Anzahl::N,antal,পরিমাণ
291,Art::N,art,রকম
292,Art::N,slag,রকম
293,Stück::N,stycke,টুকরো
294,Teil::N,del,অংশ
295,Hälfte::N,halva,অর্ধেক
296,Kreis::N,krets,বৃত্ত
297,Kreis::N,cirkel,বৃত্ত
298,Kreuz::N,kors,ক্রুশ
299,Kreuz::N,kryss,ক্রুশ
300,Linie::N,linje,রেখা
301,Strich::N,streck,কষি
302,Abstand::N,avstånd,ফাঁক
303,Entfernung::N,avstånd,ব্যবধান
304,Gegend::N,trakt,ক্ষেত্র
305,Platz::N,plats,জায়গা
306,Ort::N,plats,স্থান
307,Ort::N,ställe,স্থান
308,Seite::N,sida,পার্শ্ব
309,Mitte::N,mitt,মধ্য
310,Gegenstand::N,föremål,জিনিস
311,Sache::N,sak,বস্তু
312,Rand::N,rand,কানা
313,Kante::N,kant,ধার
314,Ecke::N,vrå,কোণ
315,Ecke::N,hörn,কোণ
316,Spitze::N,spets,ডগা
317,Ende::N,ända,প্রান্ত
318,Loch::N,hål,গর্ত
319,Winkel::N,vinkel,কোণ
320,Muster::N,mönster,নমুন্
321,Größe::N,storlek,আয়তন
322,Länge::N,längd,দৈর্ঘ্য
323,Höhe::N,höjd,উচ্চতা
324,Gewicht::N,tyngd,ওজন
325,Menge::N,mängd,পরিমাণ
326,Haufen::N,hög,পুঞ্জ
327,Reihe::N,rad,শ্রেণী
328,Boot::N,båt,নৌকা
329,Ruder::N,åra,দাঁড়
330,Schlitten::N,släde,স্নেজ্-গাড়ি
331,Ski::N,skida,শী
332,Lagerfeuer::N,lägereld,অগ্নি
333,Last::N,last,বোঝা
334,Last::N,börda,বোঝা
335,Gang::N,gång,হণ্টন
336,Schritt::N,steg,পদ
337,Norden::N,norr,উত্তরদিক্
338,Süden::N,söder,দক্ষিণদিক
339,Westen::N,väster,পশ্চিমদিক্
340,Osten::N,öster,পূর্বদিক
341,Holz::N,trä,কাঠ
342,Brett::N,bräda,তক্তা
343,Platte::N,platta,ফলক
344,Stütze::N,stöd,নাগদণ্ড
345,Stütze::N,stötta,নাগদণ্ড
346,Stange::N,stång,দণ্ড
347,Stock::N,käpp,ছড়ি
348,Stock::N,pinne,ছড়ি
349,Stab::N,stav,যষ্টি
350,Rohr::N,rör,নল
351,Haus::N,hus,ঘর
352,Heim::N,hem,বাসা
353,Ofen::N,ugn,স্টোভ্
354,Fußboden::N,golv,গহতল
355,Tisch::N,bord,মেজ
356,Tisch::N,bord,টেবিল
357,Stuhl::N,stol,চেয়ার
358,Stuhl::N,stol,কেদারা
359,Wiege::N,vagga,দোলনা
360,Bett::N,säng,শয্যা
361,Regal::N,hylla,তাক
362,Kiste::N,låda,বাক্স
363,Fenster::N,fönster,জানালা
364,Tür::N,dörr,দ্বার
365,Tor::N,port,দ্বার
366,Zaun::N,staket,বেড়া
367,Zaun::N,stängsel,বেড়া
368,Dach::N,tak,ছাদ
369,Leiter::N,stege,মই
370,Besen::N,kvast,গুল্মবিশেষ
371,Spaten::N,spade,কোদাল
372,Schaufel::N,skovel,বেলচা
373,Schaufel::N,skyffel,বেলচা
374,Gabel::N,gaffel,কাঁটা
375,Löffel::N,sked,চামচ
376,Messer::N,kniv,ছুরি
377,Nagel::N,spik,পেরেক
378,Netz::N,nät,জাল
379,Haken::N,krok,কাচি
380,Griff::N,tag,হাতল
381,Griff::N,handtag,হাতল
382,Schloss::N,las,তালা
383,Bild::N,bild,ছবি
384,Bild::N,bild,চিত্র
385,Figur::N,figur,আকার
386,Puppe::N,docka,পুতুল
387,Beutel::N,påse,বটুয়া
388,Bündel::N,bunt,আঁটি
389,Bündel::N,knippa,আঁটি
390,Tasche::N,väska,থলি
391,Eimer::N,hink,বাল্তি
392,Eimer::N,ämbar,বাল্তি
393,Deckel::N,lock,আবরণ
394,Geschirr::N,servis,থালা-বাসন
395,Geschirr::N,porslin,থালা-বাসন
396,Sack::N,säck,বস্তা
397,Tasse::N,kopp,কাপ
398,Topf::N,gryta,পাত্র
399,Topf::N,kastrull,পাত্র
400,Kessel::N,kittel,কেটলি
401,Essen::N,mål,আহার
402,Nahrung::N,näring,খাদ্য
403,Speise::N,maträtt,খাদ্য
404,Fleisch::N,kött,মাংস
405,Getreide::N,säd,শস্য
406,Getreide::N,spannmål,শস্য
407,Brei::N,gröt,মণ্ড
408,Brot::N,bröd,রুটি
409,Scheibe::N,skiva,ফালি
410,Fett::N,fett,মেদ
411,Butter::N,smör,মাখন
412,Öl::N,olja,তৈল
413,Salz::N,salt,নুন
414,Suppe::N,soppa,শুরুয়া
415,Honig::N,honung,মধু
416,Milch::N,mjölk,দুধ
417,Tee::N,te,চা
418,Leder::N,läder,পাকা চামড়া
419,Wolle::N,ull,পশম
420,Wolle::N,ylle,পশম
421,Stoff::N,tyg,বস্ত্র
422,Stoff::N,stoff,বস্ত্র
423,Nadel::N,nål,সুচ
424,Faden::N,tråd,সূত্র
425,Knopf::N,knapp,বোতাম
426,Knoten::N,knut,গিঁট
427,Farbe::N,färg,রং
428,Kleidung::N,klädsel,কাপড়
429,Hemd::N,skjorta,শার্ট
430,Kragen::N,krage,গলবন্ধ
431,Ärmel::N,ärm,আস্তিন্
432,Hose::N,byxor,ট্রাউজার
433,Gürtel::N,bälte,কটিবন্ধ
434,Mütze::N,mössa,টুপি
435,Schuh::N,sko,জুতো
436,Stiefel::N,stövel,বুট
437,Ring::N,ring,আংটি
438,Band::N,band,ফিতা
439,Kamm::N,kam,চিরুনি
440,Spiegel::N,spegel,আয়না
441,Riemen::N,rem,চাবুক
442,Schnur::N,snöre,দড়ি
443,Leine::N,lina,শিকল
444,Decke::N,täcke,কম্বল
445,Kissen::N,dyna,উপাধান
446,Kissen::N,kudde,উপাধান
447,Tuch::N,sjal,বস্ত্র
448,Handtuch::N,handduk,তোয়ালে
449,Kraft::N,kraft,জোর
450,Stärke::N,styrka,শক্তি
451,Gesundheit::N,hälsa,স্বাস্থ্য
452,Krankheit::N,sjukdom,অসুখ
453,Krankheit::N,sjukdom,ব্যামো
454,Schmerz::N,smärta,যন্ত্রণা
455,Wunde::N,sår,ক্ষত
456,Fieber::N,feber,জ্বর
457,Arznei::N,medicin,ঔষধ
458,Arznei::N,läkemedel,ঔষধ
459,Brücke::N,bro,সেতু
460,Brunnen::N,brunn,কূপ
461,Weide::N,bete,পশুচারণভূমি
462,Pfad::N,stig,পথ
463,Weg::N,väg,পথ
464,Straße::N,gata,রাস্তা
465,Dorf::N,by,গ্রাম
466,Stadt::N,stad,শহর
467,Brief::N,brev,চিঠি
468,Buch::N,bok,বই
469,Buchstabe::N,bokstav,অক্ষর
470,Zeitung::N,tidning,সংবাদপত্র
471,Leben::N,liv,জীবন
472,Tod::N,död,মৃত্যু
473,Grab::N,grav,কবর
474,Kirche::N,kyrka,গির্জা
475,Sünde::N,synd,পাপ
476,Gott::N,gud,দেবতা
477,Arbeiter::N,arbetare,শ্রমিক
478,Chef::N,chef,নেতা
479,Meister::N,mästare,ব্যক্তি
480,Arzt::N,läkare,চিকিৎসক
481,Lehrer::N,lärare,অধ্যাপক
482,Geld::N,pengar,মুদ্রা
483,Geld::N,pengar,টাকাপয়সা
484,Geschäft::N,rörelse,ব্যস্ততা
485,Laden::N,affär,দোকান
486,Preis::N,pris,মূল্য
487,Ware::N,vara,পণ্যদ্রব্য
488,Nutzen::N,gagn,সুবিধা
489,Nutzen::N,nytta,সুবিধা
490,Reichtum::N,rikedom,ধনদৌলত
491,Welt::N,värld,জগৎ
492,Land::N,land,খেত
493,Staat::N,stat,রাষ্ট্র
494,König::N,kung,রাজা
495,König::N,konung,রাজা
496,Macht::N,makt,প্রভাব
497,Grenze::N,gräns,সীমা
498,Krieg::N,krig,যুদ্ধ
499,Feind::N,fiende,শত্রু
500,Gewalt::N,våld,জোর
501,Kampf::N,kamp,লড়াই
502,Kampf::N,strid,লড়াই
503,Bogen[Waffe]::N,båge,ধনুক
504,Pfeil::N,pil,বাণ
505,Gewehr::N,gevär,বন্দুক
506,Fehler::N,fel,ভুল
507,Lüge::N,lögn,মিথ্যা
508,Schaden::N,skada,ক্ষতি
509,Unglück::N,otur,দুর্ভাগ্য
510,Unglück::N,olycka,দুর্ভাগ্য
511,Schuld::N,skuld,অপরাধ
512,Alter::N,ålder,আয়ু
513,Schluss::N,slut,শেষ
514,Zeit::N,tid,সময়
515,Tag::N,dag,দিন
516,Morgen::N,morgon,সকাল
517,Mittag::N,middag,মধ্যাহু
518,Abend::N,kväll,সন্ধ্যা
519,Nacht::N,natt,রাত্রি
520,Woche::N,vecka,সপ্তাহ
521,Monat::N,månad,মাস
522,Jahr::N,år,সৌরবর্ষ
523,Frühling::N,vår,বসন্তকাল
524,Sommer::N,sommar,গ্রীষ্মকাল
525,Herbst::N,höst,শরংঋতু
526,Winter::N,vinter,শীতকাল
527,Januar::N,januari,জানুয়ারী
528,Februar::N,februari,ফেব্রুয়ারী
529,März::N,mars,মার্চ
530,April::N,april,এপ্রিল
531,Mai::N,maj,মে
532,Juni::N,juni,জুন
533,Juli::N,juli,জুলাই
534,August::N,augusti,অগাস্ট
535,September::N,september,সেপ্টেম্বর
536,Oktober::N,oktober,অক্টোবর
537,November::N,november,নভেম্বর
538,Dezember::N,december,ডিসেম্বর
539,Montag::N,måndag,সোমবার
540,Dienstag::N,tisdag,মঙ্গলবার
541,Mittwoch::N,onsdag,বুধবার
542,Donnerstag::N,torsdag,বৃহম্পতিবার
543,Freitag::N,fredag,শুক্রবার
544,Samstag::N,lördag,শনিবার
545,Sonntag::N,söndag,রবিবার
546,groß::A,stor,বৃহৎ
547,klein::A,liten,ছোট
548,lang::A,lång,দীর্ঘ
549,kurz::A,kort,খর্ব
550,kurz::A,kort,হ্রস্ব
551,breit::A,bred,চওড়া
552,schmal::A,smal,সরু
553,dicht::A,tät,ঘন
554,dick[Gegenstand]::A,tjock,পুরু
555,dünn::A,tunn,কৃশ
556,fein::A,fin,সূক্ষ্ম
557,fest::A,fast,দৃঢ়
558,flach::A,platt,সমতল
559,glatt::A,glatt,মসৃণ
560,hart::A,hård,শক্ত
561,weich::A,mjuk,নরম
562,rund::A,rund,গোলাকার
563,spitz::A,toppig,তীক্ষ্ন
564,spitz::A,spetsig,তীক্ষ্ন
565,scharf::A,vass,শাণিত
566,scharf::A,skarp,শাণিত
567,stumpf::A,slö,ভোঁতা
568,schwer::A,tung,ভারী
569,schön::A,skön,সুন্দর
570,schön::A,vacker,সুন্দর
571,heiß::A,het,গরম
572,warm::A,varm,ঈষদুষ্ণ
573,kalt::A,kall,ঠাণ্ডা
574,kühl::A,sval,শীতল
575,kühl::A,kylig,শীতল
576,frisch::A,färsk,তাজা
577,feucht::A,fuktig,ভিজা
578,nass::A,våt,ভিজা
579,trocken::A,torr,শুষ্ক
580,voll::A,full,পূর্ণ
581,leer::A,tom,খালি
582,offen::A,öppen,খোলা
583,geschlossen::A,stängd,বন্ধ
584,sauber::A,ren,নির্মল
585,schmutzig::A,snuskig,নোংরা
586,roh::A,rå,কাঁচা
587,reif::A,mogen,পাকা
588,lecker::A,läcker,সুস্বাদ
589,süß::A,söt,মিষ্ট
590,bitter::A,besk,তিক্ত
591,bitter::A,bitter,তিক্ত
592,sauer::A,sur,টক
593,hell::A,ljus,উজ্জ্বল
594,dunkel::A,mörk,অন্ধকারময়
595,schwarz::A,svart,কালো
596,weiß::A,vit,সাদা
597,rot::A,röd,লাল
598,gelb::A,gul,হলদে
599,blau::A,blå,নীল
600,grün::A,grön,সবুজ
601,grau::A,grå,ছাই-রঙা
602,bunt::A,brokig,রঙিন
603,billig::A,billig,সস্তা
604,teuer::A,dyr,আক্রা
605,wertvoll::A,värdefull,মহার্ঘ
606,blind::A,blind,কানা
607,taub::A,döv,বধির
608,kräftig::A,kraftig,বিশাল
609,stark::A,stark,শক্তিশালী
610,schwach::A,svag,দুর্বল
611,fett::A,fet,মোটা
612,schlank::A,slank,কৃশ
613,hübsch::A,snygg,সুন্দর
614,hübsch::A,vacker,সুন্দর
615,böse::A,ond,খারাপ
616,böse::A,elak,খারাপ
617,dumm::A,dum,মূর্খ
618,faul::A,lat,শ্রমবিমুখ
619,fleißig::A,flitig,পরিশ্রমী
620,geizig::A,snål,ব্যয়কুণ্ঠ
621,geizig::A,girig,ব্যয়কুণ্ঠ
622,klug::A,klok,দক্ষ
623,geschickt::A,händig,পটু
624,geschickt::A,skicklig,পটু
625,lieb::A,kär,প্রেয়
626,lieb::A,snäll,প্রেয়
627,lustig::A,rolig,প্রফুল্ল
628,lustig::A,lustig,প্রফুল্ল
629,sanft::A,mild,নম্র
630,hungrig::A,hungrig,ক্ষুধার্ত
631,krank::A,sjuk,অসুস্থ
632,nackt::A,naken,উলঙ্গ
633,traurig::A,ledsen,দুঃখিত
634,traurig::A,sorgsen,দুঃখিত
635,lebendig::A,levande,জীবিত
636,gut::A,bra,ভালো
637,schlecht::A,dålig,মন্দ
638,richtig::A,riktig,ঠিক
639,schlimm::A,illa,কদর্য
640,wahr::A,sann,বাস্তব
641,alt::A,gammal,পুরাতন
642,neu::A,ny,নব
643,neu::A,ny,নূতন
644,ehemalig::A,forn,পূর্বকালীন
645,ehemalig::A,tidigare,পূর্বকালীন
646,alt[Lebewesen]::A,gammal,বৃদ্ধ
647,jung::A,ung,তরুণ
648,arm::A,fattig,ক্ষুদ্র
649,reich::A,rik,ধনবান্
650,bekannt::A,känd,সুপরিচিত
651,berühmt::A,berömd,বিখ্যাত
652,fremd::A,främmande,বিদেশি
653,verschieden::A,åtskillig,বিসদৃশ
654,nah::A,nära,নিকটবতী
655,fern::A,fjärran,দুরবতী
656,linker::A,vänster,বাম
657,rechter::A,höger,ডান
658,rechter::A,höger,ডাইন
659,anderer::A,annan,অন্যতর
660,erster::A,första,প্রথম
661,zweiter::A,andra,দ্বিতীয়
662,dritter::A,tredje,তৃতীয়
663,letzter::A,sist,সর্বশেষ
664,allein::ADV,allena,একক
665,auf einmal::ADV,på en gång,জলদি
666,zusammen::ADV,tillsammans,একসঙ্গে
667,lange::ADV,länge,লম্বা
668,plötzlich::ADV,plötsligt,হঠাৎ
669,sofort::ADV,strax,মুহ্ণর্তমধ্যে
670,sofort::ADV,genast,মুহ্ণর্তমধ্যে
671,später::ADV,senare,পশ্চাতে
672,jetzt::ADV,nu,এখন
673,heute::ADV,i dag,আজ
674,morgen::ADV,i morgon,আগামিকাল
675,bald::ADV,snart,অস্পকালমধ্যে
676,dann::ADV,då,তখন
677,gestern::ADV,i går,গতকাল
678,einst::ADV,en gång,একবার মাত্র
679,damals::ADV,då,তখন
680,damals::ADV,den gången,তখন
681,danach::ADV,därefter,পরে
682,vorher::ADV,före,আগে
683,vorher::ADV,förut,আগে
684,zuerst::ADV,först,আগে
685,einmal::ADV,en gång,একবার
686,manchmal::ADV,ibland,কখনও কখনও
687,oft::ADV,ofta,ঘনঘন
688,immer::ADV,alltid,সর্বদা
689,niemals::ADV,aldrig,কখলও নহে
690,hier::ADV,här,এখানে
691,hierhin::ADV,hit,এখানে
692,von hier::ADV,härifrån,ত্রই স্তান হইতে
693,dort::ADV,där,ওখানে
694,dorthin::ADV,dit,ওখানে
695,geradeaus::ADV,rätt fram,অগ্রগামী
696,vorwärts::ADV,fram,সন্মুখিকে
697,vorwärts::ADV,framåt,সন্মুখিকে
698,rückwärts::ADV,baklänges,খিরিয়া
699,zurück::ADV,tillbaka,পিঠ
700,unten::ADV,nere,নীচে
701,unten::ADV,nedanför,নীচে
702,hinab::ADV,ned,নিম্নগামী
703,hinab::ADV,nedåt,নিম্নগামী
704,oben::ADV,ovan,উপরে
705,oben::ADV,ovanpå,উপরে
706,hinauf::ADV,upp,উচ্চতর অংশে
707,hinauf::ADV,uppåt,উচ্চতর অংশে
708,überall::ADV,överallt,সর্বত্র
709,nicht::ADV,ej,না
710,nicht::ADV,inte,না
711,ein wenig::ADV,litet,অল্প
712,kaum::ADV,knappt,কষ্টসহকাবে
713,kaum::ADV,knappast,কষ্টসহকাবে
714,sehr::ADV,mycket,খুব
715,so::ADV,så,তত
716,noch::ADV,än,এখন পর্যস্ত
717,noch::ADV,ännu,এখন পর্যস্ত
718,nur::ADV,bara,শুধু
719,nur::ADV,endast,শুধু
720,schon::ADV,redan,ইতঃপুর্বে
721,wieder::ADV,åter,আবার
722,vergebens::ADV,förgäves,বিফলে
723,vor::PRP,utanför,সম্মুখে
724,hinter::PRP,bakom,পশ্চাতে
725,unter::PRP,under,নীচে
726,durch::PRP,genom,দ্বারা
727,durch::PRP,igenom,দ্বারা
728,neben::PRP,bredvid,কাছে
729,neben::PRP,vid sidan av,কাছে
730,zwischen::PRP,mellan,মধ্যে
731,wegen::PRP,på grund av,জন্য
732,dies::PRN,detta,এটা
