,Concept_ID,sk,el
162,Fell::N,kožušina,δέρμα
163,Fell::N,kožušina,τομάρι
164,Flügel::N,krídlo,πτερύγιο
165,Klaue::N,paznecht,κουλό
166,Kralle::N,pazúr,νύχι
167,Schwanz::N,chvost,ουρά
168,Ei::N,vajce,αβγό
169,Ei::N,vajíčko,αβγό
170,Nest::N,hniezdo,φωλιά
171,Bau::N,nora,φωλιά
172,Tier::N,zviera,ζώο
173,Herde::N,stádo,κοπάδι
174,Kuh::N,krava,αγελάδα
175,Bulle::N,býk,ταύρος
176,Pferd::N,kôň,άλογο
177,Schaf::N,ovca,πρόβατο
178,Schwein::N,sviňa,γουρούνι
179,Hund::N,pes,σκυλί
180,Hund::N,pes,σκύλος
181,Katze::N,mačka,γάτα
182,Bär::N,medveď,άρκτος
183,Bär::N,medveď,αρκούδα
184,Eichhörnchen::N,veverička,βερβερίτσα
185,Elch::N,los,άλκη
186,Fuchs::N,líška,αλεπού
187,Hase::N,zajac,λαγός
188,Maus::N,myš,ποντικός
189,Wolf::N,vlk,λύκος
190,Vogel::N,vták,πουλί
191,Schwarm::N,roj,σμήνος
192,Huhn::N,kurča,κότα
193,Huhn::N,kurča,όρνιθα
194,Huhn::N,sliepka,κότα
195,Huhn::N,sliepka,όρνιθα
196,Hahn::N,kohút,πετεινός
197,Gans::N,hus,χήνα
198,Adler::N,orol,αετός
199,Ente::N,kačka,πάπια
200,Ente::N,kačica,πάπια
201,Eule::N,sova,κουκουβάγια
202,Kranich::N,žeriav,γερανός
203,Krähe::N,vrana,καρακάξα
204,Kuckuck::N,kukučka,κούκος
205,Schwan::N,labuť,κύκνος
206,Fisch::N,ryba,ψάρι
207,Barsch::N,ostriež,πέρκα
208,Hecht::N,šťuka,λούτσος
209,Schlange[Tier]::N,had,φίδι
210,Wurm::N,červ,σκουλήκι
211,Spinne::N,pavúk,αράχνη
212,Ameise::N,mravec,μυρμήγκι
213,Laus::N,voš,ψείρα
214,Mücke::N,komár,κουνούπι
215,Fliege::N,mucha,μύγα
216,Schmetterling::N,motýľ,πεταλούδα
217,Beere::N,bobuľa,ρόγα
218,Apfel::N,jablko,μήλο
219,Pilz::N,hríb,μανιτάρι
220,Zwiebel::N,cibuľa,κρεμμύδι
221,Saat::N,osivo,σπόρος
222,Korn::N,zrno,σπυρί
223,Heu::N,seno,σανός
224,Schale::N,šupa,τσόφλι
225,Schale::N,škrupina,τσόφλι
226,Grube::N,jama,λάκκος
227,Falle::N,pasca,παγίδα
228,Falle::N,klepec,παγίδα
229,Schlinge::N,slučka,θηλειά
230,Spur::N,stopa,ίχνος
231,Asche::N,popol,στάχτη
232,Dreck::N,kal,βρωμιά
233,Dreck::N,blato,βρωμιά
234,Eisen::N,železo,σίδερο
235,Gold::N,zlato,μάλαμα
236,Gold::N,zlato,χρυσάφι
237,Silber::N,striebro,ασήμι
238,Silber::N,striebro,άργυρος
239,Kohle::N,uhlie,κάρβουνο
240,Glas::N,sklo,γυαλί
241,Lehm::N,íl,πηλός
242,Lehm::N,hlina,πηλός
243,Sand::N,piesok,άμμος
244,Mensch::N,človek,άνθρωπος
245,Mann::N,muž,άνδρας
246,Mann::N,chlap,άνδρας
247,Frau::N,žena,γυναίκα
248,Kind::N,dieťa,παιδί
249,Junge::N,chlapec,αγόρι
250,Mädchen::N,dievka,κοπέλα
251,Mädchen::N,dievka,κορίτσι
252,Familie::N,rodina,οικογένεια
253,Großvater::N,dedo,παππούς
254,Großvater::N,starý otec,παππούς
255,Großmutter::N,babička,γιαγιά
256,Großmutter::N,stará mať,γιαγιά
257,Eltern::N,rodičia,γονείς
258,Vater::N,otec,πατέρας
259,Mutter::N,mať,μητέρα
260,Mutter::N,matka,μητέρα
261,Sohn::N,syn,γιος
262,Tochter::N,dcéra,κόρη
263,Bruder::N,brat,αδελφός
264,Schwester::N,sestra,αδελφή
265,Onkel::N,ujo,θείος
266,Onkel::N,strýko,θείος
267,Tante::N,teta,θεία
268,Tante::N,tetka,θεία
269,Ehemann::N,muž,σύζυγος
270,Ehemann::N,manžel,σύζυγος
271,Ehefrau::N,žena,σύζυγος
272,Ehefrau::N,manželka,σύζυγος
273,Freude::N,radosť,χαρά
274,Gelächter::N,smiech,γέλια
275,Glück::N,šťastie,ευτυχία
276,Kummer::N,žiaľ,έγνοια
277,Kummer::N,zármutok,έγνοια
278,Wunsch::N,prianie,επιθυμία
279,Lust::N,chuť,όρεξη
280,Geist::N,duch,πνέυμα
281,Gedanke::N,myšlienka,σκέψη
282,Gedächtnis::N,pamäť,μνήμη
283,Verstand::N,rozum,νους
284,Sinn::N,zmysel,νόημα
285,Grund::N,dôvod,λόγος
286,Grund::N,príčina,λόγος
287,Wahrheit::N,pravda,αλήθεια
288,Gespräch::N,reč,συνομιλία
289,Gespräch::N,rozhovor,συνομιλία
290,Märchen::N,rozprávka,παραμύθι
291,Erzählung::N,poviedka,διήγημα
292,Nachricht::N,správa,είδηση
293,Neuigkeit::N,novinka,νέο
294,Name::N,meno,όνομα
295,Rätsel::N,záhada,αίνιγμα
296,Rätsel::N,hádanka,αίνιγμα
297,Rede::N,reč,λόγος
298,Rede::N,reč,ομιλία
299,Sprache::N,reč,γλώσσα
300,Sprache::N,jazyk,γλώσσα
301,Stimme::N,hlas,φωνή
302,Wort::N,slovo,λέξη
303,Zeichen::N,znak,σημείο
304,Ruf::N,volanie,κραυγή
305,Ruf::N,zavolanie,κραυγή
306,Lärm::N,hluk,θόρυβος
307,Lärm::N,hurhaj,θόρυβος
308,Laut::N,zvuk,ήχος
309,Ton::N,tón,ήχος
310,Ton::N,tón,τόνος
311,Ton::N,zvuk,ήχος
312,Ton::N,zvuk,τόνος
313,Lied::N,pieseň,τραγούδι
314,Ruhe::N,pokoj,ησυχία
315,Leute::N,ľudia,κόσμος
316,Leute::N,ľudia,άνθρωποι
317,Volk::N,ľud,λαός
318,Volk::N,národ,λαός
319,Arbeit::N,práca,εργασία
320,Arbeit::N,robota,εργασία
321,Gast::N,hosť,επισκέπτης
322,Geschenk::N,dar,δώρο
323,Spiel::N,hra,παιχνίδι
324,Gesellschaft::N,spoločnosť,κοινωνία
325,Hilfe::N,pomoc,βοήθεια
326,Freund::N,priateľ,φίλος
327,Kamerad::N,kamarát,σύντροφος
328,Angelegenheit::N,vec,υπόθεση
329,Angelegenheit::N,záležitosť,υπόθεση
330,Anzahl::N,počet,αριθμός
331,Anzahl::N,množstvo,αριθμός
332,Art::N,druh,είδος
333,Stück::N,kus,κομμάτι
334,Stück::N,kúsok,κομμάτι
335,Teil::N,časť,μέρος
336,Hälfte::N,polka,μισό
337,Hälfte::N,polovica,μισό
338,Kreis::N,kruh,κύκλος
339,Kreuz::N,kríž,σταυρός
340,Linie::N,línia,γραμμή
341,Strich::N,čiara,γραμμή
342,Abstand::N,vzdialenosť,απόσταση
343,Entfernung::N,vzdialenosť,απόσταση
344,Gegend::N,kraj,περιοχή
345,Gegend::N,kraj,τοποθεσία
346,Gegend::N,krajina,περιοχή
347,Gegend::N,krajina,τοποθεσία
348,Platz::N,miesto,χώρος
349,Ort::N,miesto,τόπος
350,Seite::N,bok,πλευρά
351,Seite::N,strana,πλευρά
352,Mitte::N,stred,μέση
353,Gegenstand::N,predmet,αντικείμενο
354,Sache::N,vec,πράγμα
355,Rand::N,kraj,άκρη
356,Rand::N,kraj,χείλος
357,Rand::N,okraj,άκρη
358,Rand::N,okraj,χείλος
359,Kante::N,hrana,άκρη
360,Ecke::N,roh,γωνιά
361,Spitze::N,hrot,μύτη
362,Spitze::N,špička,μύτη
363,Ende::N,koniec,άκρη
364,Loch::N,diera,τρύπα
365,Winkel::N,kút,γωνία
366,Muster::N,vzor,σχέδιο
367,Muster::N,vzorka,σχέδιο
368,Größe::N,veľkosť,μέγεθος
369,Länge::N,dĺžka,μήκος
370,Höhe::N,výška,ύψος
371,Gewicht::N,váha,βάρος
372,Menge::N,množstvo,ποσότητα
373,Haufen::N,hŕba,σωρός
374,Reihe::N,rad,αράδα
375,Boot::N,čln,βάρκα
376,Ruder::N,veslo,κουπί
377,Schlitten::N,sane,έλκηθρο
378,Ski::N,lyža,σκι
379,Lagerfeuer::N,táborák,φωτιά
380,Last::N,ťarcha,φορτίο
381,Last::N,bremeno,φορτίο
382,Gang::N,chôdza,δρόμος
383,Schritt::N,krok,βήμα
384,Norden::N,sever,βορράς
385,Süden::N,juh,νότος
386,Westen::N,západ,δύση
387,Osten::N,východ,ανατολή
388,Holz::N,drevo,ξύλο
389,Brett::N,doska,σανίδι
390,Platte::N,doska,πλάκα
391,Platte::N,platňa,πλάκα
392,Stütze::N,opora,στήριγμα
393,Stange::N,tyč,ραβδί
394,Stange::N,tyč,κοντός
395,Stock::N,palica,ξύλο
396,Stock::N,palica,μπαστούνι
397,Stab::N,palica,ραβδί
398,Rohr::N,rúra,σωλήνας
399,Haus::N,dom,σπίτι
400,Heim::N,domov,σπίτι
401,Ofen::N,pec,σόμπα
402,Ofen::N,pec,θερμάστρα
403,Ofen::N,kachle,σόμπα
404,Ofen::N,kachle,θερμάστρα
405,Fußboden::N,dlážka,πάτωμα
406,Fußboden::N,podlaha,πάτωμα
407,Tisch::N,stôl,τραπέζι
408,Stuhl::N,stolička,καρέκλα
409,Wiege::N,kolíska,κούνια
410,Bett::N,lôžko,κρεβάτι
411,Bett::N,posteľ,κρεβάτι
412,Regal::N,regál,ράφι
413,Regal::N,polica,ράφι
414,Kiste::N,debna,κιβώτιο
415,Fenster::N,okno,παράθυρο
416,Fenster::N,oblok,παράθυρο
417,Tür::N,dvere,πόρτα
418,Tor::N,vráta,πύλη
419,Zaun::N,plot,φράχτης
420,Zaun::N,ohrada,φράχτης
421,Dach::N,krov,στέγη
422,Dach::N,strecha,στέγη
423,Leiter::N,rebrík,σκάλα
424,Leiter::N,rebrík,κλίμακα
425,Leiter::N,rebrina,σκάλα
426,Leiter::N,rebrina,κλίμακα
427,Besen::N,metla,σκούπα
428,Spaten::N,rýľ,φτυάρι
429,Schaufel::N,lopata,φτυάρι
430,Gabel::N,vidlička,πιρούνι
431,Löffel::N,lyžica,κουτάλι
432,Messer::N,nôž,μαχαίρι
433,Nagel::N,klinec,καρφί
434,Netz::N,sieť,δίχτυ
435,Haken::N,hák,γάντζος
436,Haken::N,hák,αγκίστρι
437,Haken::N,háčik,γάντζος
438,Haken::N,háčik,αγκίστρι
439,Griff::N,rukoväť,λαβή
440,Schloss::N,zámka,κλειδαριά
441,Bild::N,obraz,εικόνα
442,Figur::N,figúra,ανάστημα
443,Puppe::N,bábka,κούκλα
444,Puppe::N,bábika,κούκλα
445,Beutel::N,vrece,πουγγί
446,Beutel::N,vrecko,πουγγί
447,Bündel::N,uzlík,δεμάτι
448,Bündel::N,zväzok,δεμάτι
449,Tasche::N,taška,τσάντα
450,Tasche::N,kabelka,τσάντα
451,Eimer::N,vedro,κουβάς
452,Deckel::N,vrchnák,καπάκι
453,Deckel::N,pokrývka,καπάκι
454,Geschirr::N,nádoba,σκεύη
455,Sack::N,mech,σάκος
456,Sack::N,vrece,σάκος
457,Tasse::N,šálka,φλιτζάνι
458,Topf::N,hrniec,χύτρα
459,Kessel::N,kotol,καζάνι
460,Essen::N,jedlo,φαγητό
461,Nahrung::N,strava,τροφή
462,Nahrung::N,potrava,τροφή
463,Speise::N,jedlo,φαγητό
464,Fleisch::N,mäso,κρέας
465,Getreide::N,obilie,σιτάρι
466,Brei::N,kaša,χυλός
467,Brot::N,chlieb,ψωμί
468,Brot::N,chlieb,άρτος
469,Scheibe::N,kotúč,φέτα
470,Scheibe::N,krajec,φέτα
471,Fett::N,tuk,πάχος
472,Fett::N,masť,πάχος
473,Butter::N,maslo,βούτυρο
474,Öl::N,olej,λάδι
475,Salz::N,soľ,αλάτι
476,Suppe::N,polievka,σούπα
477,Honig::N,med,μέλι
478,Milch::N,mlieko,γάλα
479,Tee::N,čaj,τσάι
480,Leder::N,koža,πετσί
481,Wolle::N,vlna,μαλλί
482,Stoff::N,súkno,ύφασμα
483,Nadel::N,ihla,βελόνα
484,Faden::N,niť,κλωστή
485,Faden::N,vlákno,κλωστή
486,Knopf::N,gombík,κουμπί
487,Knoten::N,uzol,κόμπος
488,Farbe::N,farba,μπογιά
489,Kleidung::N,šaty,ρούχα
490,Kleidung::N,šaty,ενδυμασία
491,Kleidung::N,šatstvo,ρούχα
492,Kleidung::N,šatstvo,ενδυμασία
493,Hemd::N,košeľa,πουκάμισο
494,Kragen::N,golier,κολάρο
495,Ärmel::N,rukáv,μανίκι
496,Hose::N,nohavice,πανταλόνι
497,Gürtel::N,pás,ζώνη
498,Gürtel::N,opasok,ζώνη
499,Mütze::N,čiapka,σκούφος
500,Schuh::N,obuv,παπούτσι
501,Schuh::N,topánka,παπούτσι
502,Stiefel::N,čižma,μπότα
503,Ring::N,prsteň,δαχτυλίδι
504,Band::N,stuha,κορδέλα
505,Kamm::N,hrebeň,χτένα
506,Spiegel::N,zrkadlo,καθρέφτης
507,Riemen::N,remeň,λουρί
508,Schnur::N,šnúra,κορδόνι
509,Leine::N,vodidlo,σχοινί
510,Decke::N,deka,κουβέρτα
511,Decke::N,prikrývka,κουβέρτα
512,Kissen::N,poduška,μαξιλάρι
513,Tuch::N,šatka,πανί
514,Tuch::N,šatka,μαντήλι
515,Handtuch::N,uterák,πετσέτα
516,Kraft::N,moc,δύναμη
517,Stärke::N,sila,ισχύς
518,Stärke::N,sila,δύναμη
519,Gesundheit::N,zdravie,υγεία
520,Krankheit::N,nemoc,αρρώστια
521,Krankheit::N,choroba,αρρώστια
522,Schmerz::N,bolesť,πόνος
523,Wunde::N,rana,πληγή
524,Fieber::N,horúčka,πυρετός
525,Arznei::N,liek,φάρμακο
526,Brücke::N,most,γέφυρα
527,Brunnen::N,studňa,πηγάδι
528,Weide::N,pastva,βοσκή
529,Pfad::N,chodník,μονοπάτι
530,Weg::N,cesta,δρόμος
531,Straße::N,hradská,οδός
532,Straße::N,hradská,δρόμος
533,Dorf::N,dedina,χωριό
534,Stadt::N,mesto,πόλη
535,Brief::N,list,γράμμα
536,Brief::N,list,επιστολή
537,Buch::N,kniha,βιβλίο
538,Buchstabe::N,litera,γράμμα
539,Buchstabe::N,písmeno,γράμμα
540,Zeitung::N,noviny,εφημερίδα
541,Leben::N,život,ζωή
542,Leben::N,život,βίος
543,Tod::N,smrť,θάνατος
544,Grab::N,hrob,τάφος
545,Kirche::N,kostol,εκκλησία
546,Sünde::N,hriech,αμαρτία
547,Gott::N,boh,θεός
548,Arbeiter::N,robotník,εργάτης
549,Arbeiter::N,pracnovík,εργάτης
550,Chef::N,šéf,προϊστάμενος
551,Chef::N,riaditeľ,προϊστάμενος
552,Meister::N,majster,μάστορας
553,Meister::N,majster,αρχιτεχνίτης
554,Arzt::N,lekár,γιατρός
555,Lehrer::N,učiteľ,δάσκαλος
556,Geld::N,peniaze,λεφτά
557,Geld::N,peniaze,χρήματα
558,Geschäft::N,obchod,συναλλαγή
559,Laden::N,obchod,μαγαζί
560,Laden::N,obchod,κατάστημα
561,Preis::N,cena,τιμή
562,Ware::N,tovar,εμπόρευμα
563,Nutzen::N,osoh,όφελος
564,Nutzen::N,úžitok,όφελος
565,Reichtum::N,bohatstvo,πλούτος
566,Welt::N,svet,κόσμος
567,Land::N,územie,χώρα
568,Land::N,krajina,χώρα
569,Staat::N,štát,κράτος
570,Staat::N,štát,πολιτεία
571,König::N,kráľ,βασιλιάς
572,Macht::N,moc,εξουσία
573,Macht::N,mocnosť,εξουσία
574,Grenze::N,hranica,σύνορα
575,Krieg::N,vojna,πόλεμος
576,Feind::N,nepriateľ,εχθρός
577,Gewalt::N,násilie,βία
578,Kampf::N,boj,αγώνας
579,Bogen[Waffe]::N,luk,τόξο
580,Pfeil::N,šíp,σαΐτα
581,Pfeil::N,strela,σαΐτα
582,Gewehr::N,puška,τουφέκι
583,Fehler::N,omyl,λάθος
584,Fehler::N,omyl,σφάλμα
585,Fehler::N,chyba,λάθος
586,Fehler::N,chyba,σφάλμα
587,Lüge::N,lož,ψέμα
588,Lüge::N,lož,ψεύδος
589,Schaden::N,ujma,ζημία
590,Schaden::N,škoda,ζημία
591,Unglück::N,nešťastie,δυστυχία
592,Schuld::N,vina,ενοχή
593,Schuld::N,vina,φταίξιμο
594,Schuld::N,previnenie,ενοχή
595,Schuld::N,previnenie,φταίξιμο
596,Alter::N,vek,ηλικία
597,Schluss::N,záver,τέλος
598,Schluss::N,koniec,τέλος
599,Zeit::N,čas,χρόνος
600,Tag::N,deň,μέρα
601,Tag::N,deň,ημέρα
602,Morgen::N,ráno,πρωί
603,Mittag::N,poludnie,μεσημέρι
604,Abend::N,večer,βράδυ
605,Nacht::N,noc,νύχτα
606,Woche::N,týždeň,εβδομάδα
607,Monat::N,mesiac,μήνας
608,Jahr::N,rok,έτος
609,Jahr::N,rok,χρόνος
610,Frühling::N,jar,άνοιξη
611,Sommer::N,leto,καλοκαίρι
612,Herbst::N,jeseň,φθινόπωρο
613,Winter::N,zima,χειμώνας
614,Januar::N,január,Ιανουάριος
615,Februar::N,február,Φεβρουάριος
616,März::N,marec,Μάρτιος
617,April::N,apríl,Απρίλιος
618,Mai::N,máj,Μάιος
619,Juni::N,jún,Ιούνιος
620,Juli::N,júl,Ιούλιος
621,August::N,august,Αύγουστος
622,September::N,september,Σεπτέμβριος
623,Oktober::N,október,Οκτώβριος
624,November::N,november,Νοέμβριος
625,Dezember::N,december,Δεκέμβριος
626,Montag::N,pondelok,Δευτέρα
627,Dienstag::N,utorok,Τρίτη
628,Mittwoch::N,streda,Τετάρτη
629,Donnerstag::N,štvrtok,Πέμπτη
630,Freitag::N,piatok,Παρασκευή
631,Samstag::N,sobota,Σάββατο
632,Sonntag::N,nedeľa,Κυριακή
633,groß::A,veľký,μεγάλος
634,klein::A,malý,μικρός
635,lang::A,dlhý,μακρύς
636,kurz::A,krátky,κοντός
637,breit::A,široký,φαρδύς
638,schmal::A,úzky,στενός
639,dicht::A,hustý,πυκνός
640,dick[Gegenstand]::A,tlstý,παχύς
641,dick[Gegenstand]::A,tlstý,χοντρός
642,dünn::A,tenký,ψιλός
643,dünn::A,tenký,λεπτός
644,fein::A,jemný,ψιλός
645,fest::A,pevný,στερεός
646,flach::A,rovný,επίπεδος
647,flach::A,plochý,επίπεδος
648,glatt::A,hladký,λείος
649,glatt::A,hladký,ομαλός
650,hart::A,tvrdý,σκληρός
651,weich::A,mäkký,μαλακός
652,rund::A,guľatý,στρογγυλός
653,rund::A,okrúhly,στρογγυλός
654,spitz::A,končitý,μυτερός
655,scharf::A,ostrý,κοφτερός
656,stumpf::A,tupý,αμβλύς
657,schwer::A,ťažký,βαρύς
658,schön::A,pekný,ωραίος
659,schön::A,pekný,όμορφος
660,schön::A,krásny,ωραίος
661,schön::A,krásny,όμορφος
662,heiß::A,horúci,ζεστός
663,warm::A,teplý,θερμός
664,kalt::A,studený,κρύος
665,kalt::A,studený,ψυχρός
666,kühl::A,chladný,δροσερός
667,frisch::A,svieži,νωπός
668,frisch::A,svieži,φρέσκος
669,feucht::A,vlhký,υγρός
670,feucht::A,zvlhnutý,υγρός
671,nass::A,mokrý,βρεγμένος
672,trocken::A,suchý,ξηρός
673,trocken::A,suchý,στεγνός
674,voll::A,plný,γεμάτος
675,leer::A,prázdny,άδειος
676,offen::A,otvorený,ανοιχτός
677,geschlossen::A,zavretý,κλειστός
678,sauber::A,čistý,καθαρός
679,schmutzig::A,špinavý,βρώμικος
680,schmutzig::A,špinavý,λερωμένος
681,roh::A,surový,ωμός
682,reif::A,zrelý,ώριμος
683,lecker::A,chutný,νόστιμος
684,süß::A,sladký,γλυκός
685,bitter::A,horký,πικρός
686,sauer::A,kyslý,ξινός
687,hell::A,jasný,φωτεινός
688,hell::A,svetlý,φωτεινός
689,dunkel::A,temný,σκοτεινός
690,schwarz::A,čierny,μαύρος
691,schwarz::A,čierny,μελανός
692,weiß::A,biely,άσπρος
693,rot::A,červený,κόκκινος
694,gelb::A,žltý,κίτρινος
695,blau::A,modrý,μπλε
696,blau::A,modrý,γαλανός
697,blau::A,belasý,μπλε
698,blau::A,belasý,γαλανός
699,grün::A,zelený,πράσινος
700,grau::A,šedý,γκρίζος
701,bunt::A,pestrý,ποικιλόχρωπος
702,billig::A,lacný,φτηνός
703,teuer::A,drahý,ακριβός
704,wertvoll::A,cenný,πολύτιμος
705,blind::A,slepý,τυφλός
706,taub::A,hluchý,κουφός
707,kräftig::A,silný,δυνατός
708,stark::A,silný,γερός
709,schwach::A,slabý,αδύνατος
710,schwach::A,bezvládny,αδύνατος
711,fett::A,tučný,παχύς
712,schlank::A,štíhly,λεπτός
713,schlank::A,štíhly,λυγερός
714,hübsch::A,šumný,όμορφος
715,hübsch::A,šumný,χαριτωμένος
716,hübsch::A,švárny,όμορφος
717,hübsch::A,švárny,χαριτωμένος
718,böse::A,zlý,κακός
719,dumm::A,hlúpy,κουτός
720,dumm::A,hlúpy,ανόητος
721,faul::A,lenivý,τεμπέλης
722,fleißig::A,snaživý,εργατικός
723,fleißig::A,usilovný,εργατικός
724,geizig::A,skupý,τσιγγούνης
725,geizig::A,lakomý,τσιγγούνης
726,klug::A,múdry,έξυπνος
727,klug::A,bystrý,έξυπνος
728,geschickt::A,zručný,επιδέξιος
729,geschickt::A,šikovný,επιδέξιος
730,lieb::A,milý,φίλος
731,lieb::A,milý,αγαπητός
732,lustig::A,veselý,εύθυμος
733,lustig::A,veselý,χαρούμενος
734,sanft::A,nežný,ήπιος
735,hungrig::A,lačný,πεινασμένος
736,hungrig::A,hladný,πεινασμένος
737,krank::A,chorý,άρρωστος
738,krank::A,nemocný,άρρωστος
