,Concept_ID,ca,vep
158,Nest::N,niu,peza
159,Bau::N,cau,uru
160,Tier::N,animāl,živat
161,Herde::N,ramat,kogo
162,Kuh::N,vaca,lehm
163,Bulle::N,toro,härg
164,Pferd::N,cavāll,hebo
165,Schaf::N,be,lambaz
166,Schaf::N,ovella,lambaz
167,Schwein::N,bacó,siga
168,Hund::N,ca,koir
169,Hund::N,gos,koir
170,Katze::N,gat,kaži
171,Bär::N,ós,kondi
172,Eichhörnchen::N,esquirol,orav
173,Elch::N,ant,hirb'
174,Fuchs::N,guilla,reboi
175,Hase::N,llebre,jäniš
176,Maus::N,ratolí,hir'
177,Wolf::N,llop,händikaz
178,Vogel::N,au,lind
179,Vogel::N,ocēll,lind
180,Schwarm::N,bandada,parveh
181,Huhn::N,gallina,kana
182,Hahn::N,gall,kukoi
183,Gans::N,oca,hanh'
184,Adler::N,àguila,orl
185,Ente::N,ànec,sorz
186,Eule::N,òliba,hir'pulo
187,Eule::N,mussol,hir'pulo
188,Kranich::N,grua,kurg
189,Krähe::N,cornella,variš
190,Kuckuck::N,cucut,kägi
191,Schwan::N,cigne,joucen
192,Fisch::N,peix,kala
193,Barsch::N,perca,ahven
194,Hecht::N,lluç,haug'
195,Schlange[Tier]::N,serp,kü
196,Schlange[Tier]::N,serp,mado
197,Wurm::N,cuc,mado
198,Spinne::N,aranya,hämähouk
199,Ameise::N,formiga,murahaine
200,Laus::N,poll,täi
201,Mücke::N,mosquit,säs'k
202,Fliege::N,mosca,kärbhaine
203,Schmetterling::N,papallona,lipkaine
204,Beere::N,baia,marj
205,Apfel::N,poma,jablok
206,Pilz::N,bolet,sen'
207,Pilz::N,bolet,babuk
208,Zwiebel::N,ceba,lauk
209,Saat::N,sembra,semned
210,Korn::N,gra,jüvä
211,Korn::N,gra,vill'
212,Heu::N,fenc,hein
213,Schale::N,closca,kor'
214,Grube::N,sot,kop
215,Grube::N,clot,kop
216,Falle::N,trampa,rida
217,Schlinge::N,baga,rihm
218,Spur::N,traça,jäl'g
219,Asche::N,cendra,tuhk
220,Dreck::N,llot,redu
221,Dreck::N,llot,pačak
222,Eisen::N,ferro,raud
223,Gold::N,or,kuld
224,Silber::N,plata,hobed
225,Kohle::N,carbó,hil'
226,Glas::N,vidre,stökol
227,Lehm::N,fang,savi
228,Lehm::N,argila,savi
229,Sand::N,arena,lete
230,Mensch::N,humà,mez'
231,Mensch::N,humà,ristit
232,Mensch::N,persona,mez'
233,Mensch::N,persona,ristit
234,Mann::N,home,mez'
235,Frau::N,dona,naine
236,Kind::N,nen,laps'
237,Junge::N,noi,poig
238,Junge::N,noi,prihaine
239,Mädchen::N,noia,neičukaine
240,Familie::N,família,kanz
241,Familie::N,família,pereh
242,Großvater::N,avi,ded
243,Großmutter::N,àvia,bab
244,Eltern::N,pares,vanhembad
245,Eltern::N,pares,kazvatajad
246,Vater::N,pare,tat
247,Mutter::N,mare,mam
248,Sohn::N,fill,poig
249,Tochter::N,filla,tütär
250,Bruder::N,germà,veik
251,Bruder::N,germà,vell'
252,Schwester::N,germana,čiža
253,Schwester::N,germana,sizar
254,Onkel::N,oncle,däd'
255,Tante::N,tia,tädi
256,Ehemann::N,espòs,mužik
257,Ehefrau::N,muller,ak
258,Freude::N,goig,ilo
259,Freude::N,goig,ihastuz
260,Freude::N,alegria,ilo
261,Freude::N,alegria,ihastuz
262,Gelächter::N,riallada,nagr
263,Glück::N,felicitat,oza
264,Kummer::N,pena,gor'a
265,Wunsch::N,desig,taht
266,Lust::N,ganes,himo
267,Geist::N,ment,heng
268,Geist::N,esperit,heng
269,Gedanke::N,pensament,meletuz
270,Gedächtnis::N,memòria,mušt
271,Verstand::N,raó,mel'
272,Verstand::N,seny,mel'
273,Sinn::N,solta,jüvä
274,Sinn::N,sentit,jüvä
275,Grund::N,raó,sü
276,Grund::N,causa,sü
277,Wahrheit::N,veritāt,tozi
278,Gespräch::N,conversa,lodu
279,Gespräch::N,conversa,pagin
280,Märchen::N,conte,sarn
281,Erzählung::N,narració,sanutez
282,Nachricht::N,missatge,tedotuz
283,Neuigkeit::N,novetat,uzištuz
284,Name::N,nom,nimi
285,Rätsel::N,endevinalla,ozoitez
286,Rede::N,discurs,pagin
287,Rede::N,discurs,sanad
288,Sprache::N,llēngua,kel'
289,Stimme::N,veu,än'
290,Wort::N,mot,sana
291,Wort::N,paraula,sana
292,Zeichen::N,signe,znam
293,Zeichen::N,senyal,znam
294,Ruf::N,crida,kida
295,Ruf::N,crida,kucund
296,Lärm::N,sorōll,judu
297,Laut::N,so,kulund
298,Ton::N,to,kulund
299,Lied::N,cançó,pajo
300,Ruhe::N,calma,lebu
301,Ruhe::N,silenci,lebu
302,Leute::N,gent,rahvaz
303,Volk::N,poble,rahvaz
304,Arbeit::N,labor,tö
305,Arbeit::N,labor,rad
306,Arbeit::N,treball,tö
307,Arbeit::N,treball,rad
308,Gast::N,hoste,adiv
309,Geschenk::N,regal,lahj
310,Geschenk::N,obsequi,lahj
311,Spiel::N,joc,vänd
312,Gesellschaft::N,companyia,sebr
313,Hilfe::N,ajut,abu
314,Freund::N,amīc,sebranik
315,Kamerad::N,company,sebranik
316,Kamerad::N,camarada,sebranik
317,Angelegenheit::N,afer,azj
318,Angelegenheit::N,assumpte,azj
319,Anzahl::N,nombre,lugu
320,Anzahl::N,quantitat,lugu
321,Art::N,tipus,rod
322,Art::N,tipus,rodsugu
323,Art::N,classe,rod
324,Art::N,classe,rodsugu
325,Stück::N,peça,pala
326,Stück::N,peça,supal
327,Teil::N,part,pala
328,Hälfte::N,meitat,pol'
329,Kreis::N,cercle,ümbruz
330,Kreis::N,cercle,kehkruz
331,Kreuz::N,creu,rist
332,Linie::N,línia,pird
333,Strich::N,traç,pird
334,Strich::N,ratlla,pird
335,Abstand::N,distància,keskust
336,Entfernung::N,distància,matk
337,Gegend::N,regió,taho
338,Gegend::N,contrada,taho
339,Platz::N,cabuda,avaruz'
340,Ort::N,lloc,koht
341,Seite::N,banda,pol'
342,Seite::N,banda,kül'g
343,Seite::N,costāt,pol'
344,Seite::N,costāt,kül'g
345,Mitte::N,mig,kesk
346,Mitte::N,centre,kesk
347,Gegenstand::N,objecte,kalu
348,Sache::N,cosa,azj
349,Rand::N,vora,röun
350,Rand::N,marge,röun
351,Kante::N,caire,röun
352,Kante::N,cantell,röun
353,Ecke::N,cantonada,saum
354,Spitze::N,punta,agjaine
355,Ende::N,cap,agj
356,Loch::N,forāt,reig
357,Winkel::N,racó,čoga
358,Winkel::N,racó,saum
359,Muster::N,dibuix,kirjam
360,Muster::N,disseny,kirjam
361,Größe::N,grandària,suruz'
362,Länge::N,longitud,piduz
363,Höhe::N,altura,korktuz'
364,Höhe::N,altitud,korktuz'
365,Gewicht::N,pes,jügu
366,Gewicht::N,pes,vedäduz
367,Menge::N,quantitat,äjüz'
368,Haufen::N,pila,kogo
369,Reihe::N,fila,rivi
370,Boot::N,bot,veneh
371,Boot::N,barca,veneh
372,Ruder::N,rem,air
373,Schlitten::N,trineu,regi
374,Schlitten::N,trineu,regut
375,Ski::N,esquí,suks'
376,Lagerfeuer::N,foc de campament,nodj
377,Lagerfeuer::N,foc de campament,pažag
378,Last::N,càrrega,jüguz
379,Gang::N,marxa,astund
380,Schritt::N,pas,hašk
381,Norden::N,nord,pohjoine
382,Süden::N,sud,suvi
383,Westen::N,oest,päivlaskm
384,Westen::N,occident,päivlaskm
385,Osten::N,est,päivnouzm
386,Osten::N,orient,päivnouzm
387,Holz::N,fusta,pu
388,Brett::N,taula,laud
389,Platte::N,placa,keitim
390,Stütze::N,suport,tugi
391,Stange::N,vara,arz'
392,Stock::N,pal,kalu
393,Stab::N,bastó,seibaz
394,Rohr::N,tub,torv
395,Haus::N,casa,pert'
396,Heim::N,llar,kodi
397,Ofen::N,estufa,päč
398,Fußboden::N,terra,lava
399,Tisch::N,taula,laud
400,Tisch::N,taula,stal'c
401,Stuhl::N,cadira,ištim
402,Wiege::N,bressol,kätte
403,Bett::N,llit,sija
404,Bett::N,llit,magaduzsija
405,Regal::N,prestatgeria,palič
406,Kiste::N,caixa,mülütim
407,Fenster::N,finestra,ikun
408,Tür::N,porta,uks'
409,Tor::N,portal,verai
410,Zaun::N,tanca,aid
411,Dach::N,teulada,katuz
412,Leiter::N,escala,pordhad
413,Leiter::N,escala de mà,pordhad
414,Besen::N,escombra,lud
415,Besen::N,escombra,vast
416,Spaten::N,pala,labid
417,Schaufel::N,pala,labid
418,Gabel::N,forquilla,hangoine
419,Löffel::N,cullera,luzik
420,Messer::N,coltell,veič
421,Nagel::N,clau,nagl
422,Netz::N,filat,verk
423,Haken::N,ganxo,kouk
424,Griff::N,puny,kägä
425,Griff::N,puny,varz'
426,Griff::N,mànec,kägä
427,Griff::N,mànec,varz'
428,Schloss::N,pany,lukkol
429,Bild::N,imatge,kuva
430,Figur::N,figura,figur
431,Puppe::N,nina,tätüine
432,Beutel::N,bossa,havad
433,Bündel::N,feix,toppaz
434,Bündel::N,feix,käč
435,Bündel::N,paquet,toppaz
436,Bündel::N,paquet,käč
437,Tasche::N,bossa,sumk
438,Eimer::N,galleda,vädr
439,Deckel::N,tapa,katuz
440,Deckel::N,tapadora,katuz
441,Geschirr::N,vaixella,astii
442,Sack::N,sac,havad
443,Sack::N,saca,havad
444,Tasse::N,tassa,čašk
445,Topf::N,pot,pada
446,Topf::N,olla,pada
447,Kessel::N,caldera,katil
448,Essen::N,àpat,sönd
449,Essen::N,menjada,sönd
450,Nahrung::N,aliment,söm
451,Speise::N,plat,sömine
452,Fleisch::N,carn,liha
453,Getreide::N,cereals,vill'
454,Brei::N,puré,pudr
455,Brot::N,pa,leib
456,Scheibe::N,tall,bibaleh
457,Scheibe::N,tall,šlik
458,Scheibe::N,llesca,bibaleh
459,Scheibe::N,llesca,šlik
460,Fett::N,greix,razv
461,Butter::N,mantega,voi
462,Öl::N,oli,voi
463,Salz::N,sal,sol
464,Suppe::N,sopa,lem'
465,Suppe::N,sopa,keitoz
466,Honig::N,mel,mezi
467,Milch::N,llet,maid
468,Tee::N,te,čai
469,Leder::N,cuir,nahk
470,Wolle::N,llana,vill
471,Stoff::N,tela,kangaz
472,Nadel::N,agulla,negl
473,Faden::N,fil,nit'
474,Knopf::N,botó,nübl'
475,Knoten::N,nus,sol'm
476,Farbe::N,pintura,muju
477,Kleidung::N,roba,sobad
478,Kleidung::N,vestits,sobad
479,Hemd::N,camisa,paid
480,Kragen::N,coll,kagluz
481,Ärmel::N,màniga,hijam
482,Hose::N,pantalōns,štanad
483,Gürtel::N,cinturó,vö
484,Mütze::N,gorra,šapuk
485,Schuh::N,sabata,keng'
486,Stiefel::N,bota,sapug
487,Ring::N,anell,rengaz
488,Band::N,veta,lentaine
489,Band::N,cinta,lentaine
490,Kamm::N,pinta,suga
491,Spiegel::N,mirāll,zerkol
492,Riemen::N,corretja,vö
493,Schnur::N,corda,nor
494,Leine::N,corretja,talutimnor
495,Decke::N,manta,sijakatuz
496,Decke::N,flassada,sijakatuz
497,Kissen::N,coixí,pöluz
498,Tuch::N,mocador,paik
499,Handtuch::N,tovallola,käzipaik
500,Kraft::N,força,vägi
501,Stärke::N,vigor,vahvuz'
502,Gesundheit::N,salut,tervhuz
503,Krankheit::N,malaltia,läžund
504,Schmerz::N,dolor,kibu
505,Wunde::N,ferida,čapatez
506,Fieber::N,febre,säru
507,Arznei::N,medicament,zel'l'
508,Brücke::N,pont,sild
509,Brunnen::N,pou,kaiv
510,Weide::N,pastura,omaluine
511,Pfad::N,senda,tehut
512,Pfad::N,sender,tehut
513,Weg::N,camí,te
514,Straße::N,carretera,te
515,Dorf::N,poble,külä
516,Stadt::N,ciutāt,lidn
517,Brief::N,carta,kirjeine
518,Buch::N,llibre,kirj
519,Buchstabe::N,lletra,kirjam
520,Zeitung::N,diāri,lehtez
521,Leben::N,vida,elo
522,Tod::N,mort,surm
523,Grab::N,tomba,kaum
524,Kirche::N,església,jumalanpert'
525,Sünde::N,pecat,grähk
526,Gott::N,déu,jumal
527,Arbeiter::N,obrer,radnik
528,Chef::N,cap,pämez'
529,Meister::N,mestre,mastar
530,Arzt::N,metge,lekar'
531,Lehrer::N,mestre,opendai
532,Geld::N,dinērs,rahad
533,Geschäft::N,negoci,biznes
534,Laden::N,tenda,lauk
535,Laden::N,botiga,lauk
536,Preis::N,preu,arv
537,Ware::N,mercaderia,tavar
538,Nutzen::N,profit,liža
539,Reichtum::N,riquesa,kodielo
540,Reichtum::N,riquesa,kal'huz'
541,Welt::N,món,mail'm
542,Land::N,país,ma
543,Staat::N,estat,valdkund
544,König::N,rei,kunigaz
545,Macht::N,poder,vald
546,Macht::N,potència,vald
547,Grenze::N,frontera,röun
548,Krieg::N,guerra,soda
549,Feind::N,enemic,vihanik
550,Feind::N,enemic,vastustai
551,Gewalt::N,violència,vägivald
552,Kampf::N,lluita,tora
553,Bogen[Waffe]::N,arc,taug
554,Pfeil::N,fletxa,nol
555,Gewehr::N,fusell,oružj
556,Gewehr::N,escopeta,oružj
557,Fehler::N,falta,viga
558,Lüge::N,mentida,kelastuz
559,Schaden::N,dany,pahuz'
560,Unglück::N,desgràcia,bed
561,Unglück::N,desgràcia,gor'a
562,Schuld::N,culpa,värhuz'
563,Alter::N,edat,igä
564,Schluss::N,fi,lop
565,Schluss::N,final,lop
566,Zeit::N,temps,aig
567,Tag::N,dia,päiv
568,Morgen::N,matí,homendez
569,Mittag::N,migdia,keskpäiv
570,Abend::N,vespre,eht
571,Nacht::N,nit,ö
572,Woche::N,setmana,nedal'
573,Monat::N,mes,ku
574,Jahr::N,any,voz'
575,Frühling::N,primavera,keväz'
576,Sommer::N,estīu,keza
577,Herbst::N,tardor,sügüz'
578,Winter::N,hivērn,tal'v
579,Januar::N,gener,viluku
580,Februar::N,febrer,uhoku
581,März::N,març,keväz'ku
582,April::N,abril,sulaku
583,Mai::N,maig,semendku
584,Juni::N,juny,kezaku
585,Juli::N,juliol,heinku
586,August::N,agost,eloku
587,September::N,setembre,sügüz'ku
588,Oktober::N,octubre,reduku
589,November::N,novembre,kül'mku
590,Dezember::N,desembre,tal'vku
591,Montag::N,dilluns,ezmärg
592,Dienstag::N,dimarts,tožnarg
593,Mittwoch::N,dimecres,koumanz'päiv
594,Donnerstag::N,dijous,nellänz'päiv
595,Freitag::N,divendres,pätnič
596,Freitag::N,divendres,videnz'päiv
597,Samstag::N,dissabte,sobat
598,Sonntag::N,diumenge,pühäpäiv
599,groß::A,gros,sur'
600,groß::A,gros,järed
601,klein::A,petīt,pen'
602,klein::A,petīt,pičuine
603,lang::A,llarg,pit'k
604,kurz::A,curt,lühüd
605,breit::A,ample,leved
606,schmal::A,estret,kaid
607,dicht::A,dens,tihed
608,dick[Gegenstand]::A,gruixūt,paks
609,dünn::A,prim,hoik
610,fein::A,fi,hen
611,fest::A,ferm,luja
612,fest::A,ferm,ninev
613,fest::A,sòlid,luja
614,fest::A,sòlid,ninev
615,flach::A,pla,lapak
616,glatt::A,llis,siled
617,hart::A,dur,kova
618,weich::A,tou,pehmed
619,rund::A,rodó,kehker
620,spitz::A,punxegut,nügu
621,spitz::A,punxegut,terav
622,scharf::A,agut,terav
623,stumpf::A,rom,tül'c
624,stumpf::A,esmussat,tül'c
625,schwer::A,pesāt,jüged
626,schön::A,bonīc,čoma
627,heiß::A,calēnt,räk
628,warm::A,càlid,läm'
629,kalt::A,fred,vilu
630,kühl::A,fresc,raibak
631,kühl::A,fresc,viluhk
632,frisch::A,fresc,lahed
633,feucht::A,humit,neps
634,feucht::A,humit,toreh
635,nass::A,mullat,märg
636,trocken::A,sec,kuiv
637,voll::A,ple,täuz'
638,leer::A,buit,joudai
639,offen::A,obert,avoin
640,offen::A,obert,avol'jaine
641,geschlossen::A,tancat,saubaline
642,sauber::A,net,puhtaz
643,schmutzig::A,brut,redukaz
644,roh::A,cru,rohk
645,roh::A,cru,toreh
646,reif::A,madur,küps
647,lecker::A,deliciós,magukaz
648,süß::A,dolç,maged
649,bitter::A,amarg,karged
650,sauer::A,agre,muiged
651,hell::A,clar,kirkas
652,hell::A,clar,valgei
653,dunkel::A,fosc,pimed
654,schwarz::A,negre,must
655,weiß::A,blanc,vauged
656,rot::A,vermēll,rusked
657,gelb::A,groc,pakuine
658,blau::A,blau,sinine
659,grün::A,verd,vihand
660,grau::A,gris,hahk
661,bunt::A,multicolor,kirjav
662,billig::A,barat,odav
663,teuer::A,car,kalliž
664,wertvoll::A,preciós,arvokas
665,blind::A,cec,soged
666,taub::A,sord,kurdiž
667,kräftig::A,fort,vägev
668,kräftig::A,vigorós,vägev
669,stark::A,fort,vahv
670,stark::A,fort,vägekaz
671,schwach::A,feble,väll'
672,fett::A,gras,razvakaz
673,schlank::A,esvelt,kapos
674,hübsch::A,maco,čoma
675,böse::A,dolent,äred
676,böse::A,dolent,käred
677,dumm::A,ximple,el'getoi
678,dumm::A,estúpid,el'getoi
679,faul::A,gandūl,lašk
680,faul::A,mandrós,lašk
681,fleißig::A,diligēnt,radonnavedii
682,geizig::A,avar,ažlak
683,klug::A,intel·ligent,melev
684,klug::A,intel·ligent,melekaz
685,geschickt::A,hàbil,mahtokaz
686,lieb::A,amat,izo
687,lieb::A,amat,sula
688,lieb::A,estimat,izo
689,lieb::A,estimat,sula
690,lustig::A,alegre,ilokaz
691,sanft::A,suau,laskav
692,hungrig::A,afamat,näl'ghine
693,krank::A,malālt,läžui
694,nackt::A,nu,alastoi
695,traurig::A,trist,opalahine
696,lebendig::A,viu,eläb
697,gut::A,bo,hüvä
698,schlecht::A,dolēnt,huba
699,richtig::A,just,oiged
700,richtig::A,correcte,oiged
701,schlimm::A,greu,paha
702,wahr::A,vertader,todesine
703,wahr::A,veritable,todesine
704,alt::A,vell,vanh
705,neu::A,nou,uz'
706,ehemalig::A,antic,edeline
707,alt[Lebewesen]::A,vell,ravaz
708,jung::A,jove,nor'
709,arm::A,pobre,gol'l'
710,reich::A,ric,elokaz
711,bekannt::A,conegut,tutab
712,berühmt::A,famós,tetab
713,fremd::A,estrany,veraz
714,verschieden::A,diferent,erazvuitte
715,nah::A,pròxim,läheline
716,fern::A,llunyà,edahaine
717,fern::A,distant,edahaine
718,linker::A,esquerre,hura
719,rechter::A,dret,oiged
720,anderer::A,altre,toine
721,erster::A,primer,ezmäine
722,zweiter::A,segon,toine
723,dritter::A,tercer,koumanz'
724,letzter::A,últim,jäl'gmäine
725,allein::ADV,sol,üksnäze
726,auf einmal::ADV,d'una vegada,ühten aigan
727,zusammen::ADV,junt,ühtes
728,lange::ADV,molt de temps,hätken
729,plötzlich::ADV,de cop,äkkid
730,plötzlich::ADV,de sobte,äkkid
731,sofort::ADV,de seguida,kerdalaz
732,später::ADV,més tard,möhemba
733,jetzt::ADV,ara,nügüd'
734,heute::ADV,avūi,tämbei
735,morgen::ADV,demà,homen
736,bald::ADV,aviāt,pigai
737,dann::ADV,després,sid'
738,gestern::ADV,ahir,eglai
739,einst::ADV,anteriorment,ende
740,einst::ADV,anteriorment,kerdan
741,damals::ADV,llavōrs,siloi
742,damals::ADV,aleshores,siloi
743,danach::ADV,després,sid'
744,vorher::ADV,abāns,ende
745,zuerst::ADV,primer,ezmäi
746,einmal::ADV,una vegada,kerdan
747,manchmal::ADV,de vegades,erašti
748,oft::ADV,sovint,paksus
749,immer::ADV,sempre,kaiken
750,niemals::ADV,no ... mai,ei nikonz
751,hier::ADV,aquí,täs
752,hier::ADV,aquí,tägä
753,hierhin::ADV,per aquí,tänna
754,von hier::ADV,des d'aquí,täspäi
755,von hier::ADV,des d'aquí,sid'päi
756,dort::ADV,allí,sigä
757,dorthin::ADV,hi,sinna
758,dorthin::ADV,hi,nakkale
759,geradeaus::ADV,tot dret,kohtha
760,vorwärts::ADV,endavānt,edehe
761,rückwärts::ADV,endarrera,sel'gin
762,zurück::ADV,darrere,tagaze
763,unten::ADV,a baix,alahan
764,hinab::ADV,cap avall,alaz
765,hinab::ADV,cap avall,alahaks
766,oben::ADV,dalt,ülähän
767,hinauf::ADV,cap amunt,ülez
768,hinauf::ADV,cap amunt,ülähäks
769,überall::ADV,pertot,kaikjal
770,überall::ADV,per tot arreu,kaikjal
771,nicht::ADV,no,ei
772,ein wenig::ADV,una mica,vähän
773,kaum::ADV,a penes,habi
774,sehr::ADV,molt,lujas
775,so::ADV,així,muga
776,so::ADV,així,ninga
777,noch::ADV,encara,völ
778,nur::ADV,només,järg
779,nur::ADV,només,vaiše
780,schon::ADV,ja,jo
781,wieder::ADV,de nou,möst
782,vergebens::ADV,en va,uhtei
783,vor::PRP,davānt,edes
784,vor::PRP,enfront de,edes
785,hinter::PRP,darrera,taga
786,unter::PRP,sota,al
787,durch::PRP,per,läbi
788,durch::PRP,per,kal't
789,neben::PRP,al costāt de,rindal
790,zwischen::PRP,entre,keskes
791,wegen::PRP,a causa de,tagut
792,dies::PRN,aquest,nece
793,das::PRN,això,se
794,alles::PRN,tot,kaik
795,ich::PRN,jo,minä
796,du::PRN,tu,sinä
797,er::PRN,ell,hän
798,wir::PRN,nosaltres,mö
799,ihr::PRN,vosaltres,tö
800,sie::PRN,ells,hö
801,sie::PRN,elles,hö
802,was::FPRN,què,mi
803,wer::FPRN,qui,ken
804,wo::FADV,on,kus
805,wohin::FADV,cap a on,kuna
806,wie::FADV,com,kut
807,wie::FADV,com,mit'
808,warum::FADV,per què,mikš
809,wieviel::FNUM,quant,äjak
810,wieviel::FNUM,quant,kuverz'
811,eins::NUM,u,üks'
812,zwei::NUM,dos,kaks'
813,drei::NUM,tres,koume
814,vier::NUM,quatre,nel'l'
815,fünf::NUM,cinc,viž
816,sechs::NUM,sis,kuz'
817,sieben::NUM,set,seičeme
818,acht::NUM,vuit,kahesa
819,neun::NUM,nou,ühesa
820,zehn::NUM,deu,kümne
821,elf::NUM,onze,üks'toštkümne
822,zwölf::NUM,dotze,kaks'toštkümne
823,zwanzig::NUM,vint,kaks'kümne
824,dreißig::NUM,trenta,koumekümne
825,vierzig::NUM,quaranta,nel'l'kümne
826,fünfzig::NUM,cinquanta,vižkümne
827,sechzig::NUM,seixanta,kuz'kümne
828,siebzig::NUM,setanta,seičemekümne
829,achtzig::NUM,vuitanta,kahesakümne
830,neunzig::NUM,noranta,ühesakümne
831,hundert::NUM,cent,sada
832,tausend::NUM,mil,tuha
833,und::CNJ,i,i
834,und::CNJ,i,da
835,oder::CNJ,o,vai
836,stehen::V,estar de peu,seišta
837,sitzen::V,seure,ištta
838,liegen::V,jeure,venuda
839,hängen::V,penjar,ripta
