,Concept_ID,sk,lbe
170,Fuchs::N,líška,куча цулчӏа
171,Hase::N,zajac,бюрх
172,Maus::N,myš,кӏулу
173,Wolf::N,vlk,барцӏ
174,Vogel::N,vták,лелуххи
175,Schwarm::N,roj,гьухъала
176,Huhn::N,kurča,аьнакӏи
177,Huhn::N,sliepka,аьнакӏи
178,Hahn::N,kohút,ажари
179,Gans::N,hus,къаз
180,Adler::N,orol,барзу
181,Ente::N,kačka,урдак
182,Ente::N,kačica,урдак
183,Eule::N,sova,ису
184,Eule::N,sova,ччиккумяв
185,Kranich::N,žeriav,кьурукь
186,Krähe::N,vrana,хъатӏу
187,Kuckuck::N,kukučka,ччикку
188,Schwan::N,labuť,урттил къаз
189,Fisch::N,ryba,чавахъ
190,Barsch::N,ostriež,
191,Hecht::N,šťuka,
192,Schlange[Tier]::N,had,шатта
193,Wurm::N,červ,кьюнукьай шатта
194,Spinne::N,pavúk,ххялцу
195,Ameise::N,mravec,митӏикьукьу
196,Laus::N,voš,
197,Mücke::N,komár,мичӏак
198,Fliege::N,mucha,зимиз
199,Schmetterling::N,motýľ,чӏимучӏали
200,Beere::N,bobuľa,хӏаллил ахъулсса
201,Apfel::N,jablko,гьивч
202,Pilz::N,hríb,ттуккул иис
203,Zwiebel::N,cibuľa,лаччул чсмусул бакӏ
204,Saat::N,osivo,гьанна
205,Korn::N,zrno,къама
206,Heu::N,seno,ххулув
207,Schale::N,šupa,ккиртту
208,Schale::N,škrupina,ккиртту
209,Grube::N,jama,кӏаланг
210,Falle::N,pasca,къатӏа
211,Falle::N,klepec,къатӏа
212,Schlinge::N,slučka,хӏатӏ
213,Spur::N,stopa,ша
214,Asche::N,popol,лах
215,Dreck::N,kal,кьяркьи
216,Dreck::N,kal,венп
217,Dreck::N,blato,кьяркьи
218,Dreck::N,blato,венп
219,Eisen::N,železo,мах
220,Gold::N,zlato,муси
221,Silber::N,striebro,арцу
222,Kohle::N,uhlie,кӏалаш
223,Kohle::N,uhlie,хъуручӏ
224,Glas::N,sklo,пюрун
225,Lehm::N,íl,сина аьрщи
226,Lehm::N,hlina,сина аьрщи
227,Sand::N,piesok,къун
228,Mensch::N,človek,инсан
229,Mann::N,muž,чув
230,Mann::N,muž,адимина
231,Mann::N,chlap,чув
232,Mann::N,chlap,адимина
233,Frau::N,žena,щарсса
234,Frau::N,žena,хъамитайпа
235,Kind::N,dieťa,чӏиви оьрчӏ
236,Junge::N,chlapec,оьрчӏ
237,Junge::N,chlapec,бурхьин оьрчӏ
238,Mädchen::N,dievka,душ
239,Familie::N,rodina,кулпат
240,Großvater::N,dedo,ттатта
241,Großvater::N,dedo,ниттил ппу
242,Großvater::N,starý otec,ттатта
243,Großvater::N,starý otec,ниттил ппу
244,Großmutter::N,babička,буттал нину
245,Großmutter::N,stará mať,буттал нину
246,Eltern::N,rodičia,нину-ппу
247,Vater::N,otec,ппу
248,Mutter::N,mať,нину
249,Mutter::N,matka,нину
250,Sohn::N,syn,арс
251,Tochter::N,dcéra,душ
252,Bruder::N,brat,уссу
253,Schwester::N,sestra,ссу
254,Onkel::N,ujo,буттауссу
255,Onkel::N,strýko,буттауссу
256,Tante::N,teta,буттал ссу
257,Tante::N,tetka,буттал ссу
258,Ehemann::N,muž,лас
259,Ehemann::N,manžel,лас
260,Ehefrau::N,žena,щар
261,Ehefrau::N,žena,щарсса
262,Ehefrau::N,manželka,щар
263,Ehefrau::N,manželka,щарсса
264,Freude::N,radosť,шадшиву
265,Freude::N,radosť,ххаришиву
266,Gelächter::N,smiech,хъяхъаву
267,Glück::N,šťastie,талихӏ
268,Kummer::N,žiaľ,дард
269,Kummer::N,zármutok,дард
270,Wunsch::N,prianie,мурад
271,Lust::N,chuť,гьавас
272,Lust::N,chuť,ччаву
273,Geist::N,duch,рухӏ
274,Gedanke::N,myšlienka,пикри
275,Gedächtnis::N,pamäť,дакӏний личӏаву
276,Verstand::N,rozum,аькьлу
277,Sinn::N,zmysel,мяъна
278,Grund::N,dôvod,багьана
279,Grund::N,príčina,багьана
280,Wahrheit::N,pravda,тӏайламур
281,Wahrheit::N,pravda,хӏакьмур
282,Gespräch::N,reč,ихтилат
283,Gespräch::N,rozhovor,ихтилат
284,Märchen::N,rozprávka,магьа
285,Erzählung::N,poviedka,хавар
286,Nachricht::N,správa,хавар
287,Neuigkeit::N,novinka,хавар
288,Name::N,meno,цӏа
289,Rätsel::N,záhada,ссигьа
290,Rätsel::N,hádanka,ссигьа
291,Rede::N,reč,гъалгъа
292,Sprache::N,reč,маз
293,Sprache::N,jazyk,маз
294,Stimme::N,hlas,чӏу
295,Stimme::N,hlas,чӏукӏа
296,Wort::N,slovo,махъ
297,Zeichen::N,znak,лишан
298,Ruf::N,volanie,
299,Ruf::N,zavolanie,
300,Lärm::N,hluk,чӏу
301,Lärm::N,hurhaj,чӏу
302,Laut::N,zvuk,чӏу
303,Ton::N,tón,чӏу
304,Ton::N,zvuk,чӏу
305,Lied::N,pieseň,балай
306,Ruhe::N,pokoj,дигьалагру
307,Leute::N,ľudia,инсантал
308,Volk::N,ľud,ил
309,Volk::N,ľud,халкь
310,Volk::N,národ,ил
311,Volk::N,národ,халкь
312,Arbeit::N,práca,заву
313,Arbeit::N,robota,заву
314,Gast::N,hosť,хъамаличу
315,Geschenk::N,dar,бухчакарши
316,Geschenk::N,dar,лажинккакку
317,Spiel::N,hra,тӏуркӏу
318,Gesellschaft::N,spoločnosť,жямат
319,Gesellschaft::N,spoločnosť,ккуран
320,Hilfe::N,pomoc,кумаг
321,Freund::N,priateľ,дус
322,Kamerad::N,kamarát,хӏаласу
323,Angelegenheit::N,vec,иш
324,Angelegenheit::N,záležitosť,иш
325,Anzahl::N,počet,аьдад
326,Anzahl::N,množstvo,аьдад
327,Art::N,druh,жинс
328,Stück::N,kus,касак
329,Stück::N,kúsok,касак
330,Teil::N,časť,бутӏа
331,Hälfte::N,polka,дачӏи
332,Hälfte::N,polovica,дачӏи
333,Kreis::N,kruh,кюрщан
334,Kreuz::N,kríž,ххач
335,Linie::N,línia,щва
336,Strich::N,čiara,щва
337,Abstand::N,vzdialenosť,манзил
338,Entfernung::N,vzdialenosť,манзил
339,Gegend::N,kraj,кӏану
340,Gegend::N,krajina,кӏану
341,Platz::N,miesto,
342,Ort::N,miesto,кӏану
343,Seite::N,bok,чул
344,Seite::N,bok,чулухалу
345,Seite::N,strana,чул
346,Seite::N,strana,чулухалу
347,Mitte::N,stred,дя
348,Gegenstand::N,predmet,зат
349,Sache::N,vec,зат
350,Rand::N,kraj,зума
351,Rand::N,okraj,зума
352,Kante::N,hrana,
353,Ecke::N,roh,мурцӏу
354,Spitze::N,hrot,мицӏ
355,Spitze::N,špička,мицӏ
356,Ende::N,koniec,зума
357,Loch::N,diera,ккутӏ
358,Winkel::N,kút,мурцӏу
359,Muster::N,vzor,накьич
360,Muster::N,vzorka,накьич
361,Größe::N,veľkosť,
362,Länge::N,dĺžka,лахъишиву
363,Höhe::N,výška,лахъшиву
364,Gewicht::N,váha,дуццин
365,Gewicht::N,váha,кӏушиву
366,Menge::N,množstvo,
367,Haufen::N,hŕba,бакӏу
368,Reihe::N,rad,кьюкьа
369,Boot::N,čln,луткка
370,Ruder::N,veslo,весло
371,Ruder::N,veslo,чӏатӏа
372,Schlitten::N,sane,чана
373,Schlitten::N,sane,санкка
374,Ski::N,lyža,лижарду
375,Lagerfeuer::N,táborák,къавтӏн
376,Last::N,ťarcha,гьиву
377,Last::N,bremeno,гьиву
378,Gang::N,chôdza,нанаву
379,Schritt::N,krok,ша
380,Norden::N,sever,ухссав
381,Norden::N,sever,ухссавнил чулухалу
382,Süden::N,juh,кьилва
383,Westen::N,západ,баргълагавал
384,Westen::N,západ,баргълагавал чул
385,Osten::N,východ,баргъбуккай чулухалу
386,Holz::N,drevo,тӏама
387,Brett::N,doska,тахта
388,Platte::N,doska,гъуни
389,Platte::N,platňa,гъуни
390,Stütze::N,opora,гьалакӏу
391,Stange::N,tyč,къазихъ
392,Stock::N,palica,ттархь
393,Stab::N,palica,ччантӏакъу
394,Rohr::N,rúra,бургъу
395,Haus::N,dom,къатта
396,Heim::N,domov,къатта
397,Ofen::N,pec,пач
398,Ofen::N,kachle,пач
399,Fußboden::N,dlážka,чӏанкъатта
400,Fußboden::N,podlaha,чӏанкъатта
401,Tisch::N,stôl,усттул
402,Stuhl::N,stolička,кӏану
403,Wiege::N,kolíska,оьрчӏал кӏану
404,Bett::N,lôžko,тах
405,Bett::N,posteľ,тах
406,Regal::N,regál,чӏаму
407,Regal::N,polica,чӏаму
408,Kiste::N,debna,яшикӏ
409,Kiste::N,debna,къурши
410,Fenster::N,okno,чӏавахьулу
411,Fenster::N,oblok,чӏавахьулу
412,Tür::N,dvere,нуз
413,Tür::N,dvere,нузкьун
414,Tor::N,vráta,къапу
415,Tor::N,vráta,дарваза
416,Zaun::N,plot,дайгьузанну
417,Zaun::N,ohrada,дайгьузанну
418,Dach::N,krov,магъи
419,Dach::N,krov,цӏиялу
420,Dach::N,strecha,магъи
421,Dach::N,strecha,цӏиялу
422,Leiter::N,rebrík,чуртту
423,Leiter::N,rebrina,чуртту
424,Besen::N,metla,чӏатлу
425,Spaten::N,rýľ,бил
426,Schaufel::N,lopata,чӏатӏа
427,Gabel::N,vidlička,гьиссилу
428,Löffel::N,lyžica,къуса
429,Messer::N,nôž,чӏила
430,Nagel::N,klinec,мяр
431,Netz::N,sieť,къери
432,Haken::N,hák,къича
433,Haken::N,háčik,къича
434,Griff::N,rukoväť,куяму
435,Schloss::N,zámka,кьункьула
436,Bild::N,obraz,сурат
437,Figur::N,figúra,
438,Puppe::N,bábka,ссихьу
439,Puppe::N,bábika,ссихьу
440,Beutel::N,vrece,чантай
441,Beutel::N,vrecko,чантай
442,Bündel::N,uzlík,гьи
443,Bündel::N,uzlík,къар
444,Bündel::N,zväzok,гьи
445,Bündel::N,zväzok,къар
446,Tasche::N,taška,
447,Tasche::N,kabelka,
448,Eimer::N,vedro,бадра
449,Deckel::N,vrchnák,къапаза
450,Deckel::N,pokrývka,къапаза
451,Geschirr::N,nádoba,пюрунчӏул
452,Geschirr::N,nádoba,тӏахӏникӏичӏу
453,Sack::N,mech,къап
454,Sack::N,mech,дарваг
455,Sack::N,vrece,къап
456,Sack::N,vrece,дарваг
457,Tasse::N,šálka,пижан
458,Tasse::N,šálka,пинжан
459,Tasse::N,šálka,инкираччатӏи
460,Tasse::N,šálka,цинцилттал бушкъап
461,Topf::N,hrniec,кӏункӏур
462,Kessel::N,kotol,чаг
463,Kessel::N,kotol,кӏункӏур
464,Essen::N,jedlo,дукия
465,Essen::N,jedlo,дукин
466,Nahrung::N,strava,дукра
467,Nahrung::N,potrava,дукра
468,Speise::N,jedlo,дукра
469,Fleisch::N,mäso,дикӏ
470,Getreide::N,obilie,къама
471,Brei::N,kaša,ккурч
472,Brot::N,chlieb,ччатӏ
473,Scheibe::N,kotúč,парча
474,Scheibe::N,krajec,парча
475,Fett::N,tuk,аьгъушиву
476,Fett::N,masť,аьгъушиву
477,Butter::N,maslo,нагь
478,Butter::N,maslo,лагаву
479,Öl::N,olej,
480,Salz::N,soľ,цӏву
481,Suppe::N,polievka,накь
482,Honig::N,med,ницӏ
483,Milch::N,mlieko,накӏ
484,Tee::N,čaj,чяй
485,Leder::N,koža,бурчу
486,Wolle::N,vlna,ппал
487,Stoff::N,súkno,янна
488,Nadel::N,ihla,ххалаххи
489,Faden::N,niť,ххал
490,Faden::N,vlákno,ххал
491,Knopf::N,gombík,банд
492,Knoten::N,uzol,къурхъ
493,Farbe::N,farba,сир
494,Kleidung::N,šaty,янна
495,Kleidung::N,šaty,лаххия
496,Kleidung::N,šatstvo,янна
497,Kleidung::N,šatstvo,лаххия
498,Hemd::N,košeľa,гьухъа
499,Kragen::N,golier,дарвач
500,Ärmel::N,rukáv,кахха
501,Hose::N,nohavice,хӏажак
502,Gürtel::N,pás,мухӏлу
503,Gürtel::N,opasok,мухӏлу
504,Mütze::N,čiapka,кьяпа
505,Schuh::N,obuv,
506,Schuh::N,topánka,
507,Stiefel::N,čižma,чакма
508,Ring::N,prsteň,кӏисса
509,Band::N,stuha,линт
510,Kamm::N,hrebeň,ттарал
511,Spiegel::N,zrkadlo,дагьани
512,Riemen::N,remeň,эн
513,Schnur::N,šnúra,хьхьа
514,Leine::N,vodidlo,
515,Decke::N,deka,виргъан
516,Decke::N,prikrývka,виргъан
517,Kissen::N,poduška,кӏаралу
518,Tuch::N,šatka,карщи
519,Handtuch::N,uterák,калихьу
520,Handtuch::N,uterák,лажинлихьу
521,Kraft::N,moc,эллаж
522,Stärke::N,sila,гуж
523,Gesundheit::N,zdravie,цӏуллу-сагъшиву
524,Krankheit::N,nemoc,къашайшиву
525,Krankheit::N,choroba,къашайшиву
526,Schmerz::N,bolesť,къюву
527,Wunde::N,rana,щаву
528,Fieber::N,horúčka,кӏиришиву
529,Arznei::N,liek,дару
530,Brücke::N,most,ламу
531,Brunnen::N,studňa,къуй
532,Weide::N,pastva,бизантту
533,Pfad::N,chodník,жегъир ххуллу
534,Weg::N,cesta,ххуллу
535,Straße::N,hradská,ххуллу
536,Dorf::N,dedina,щар
537,Dorf::N,dedina,шяравалу
538,Stadt::N,mesto,шагьру
539,Brief::N,list,чагъар
540,Buch::N,kniha,лу
541,Buchstabe::N,litera,хӏарп
542,Buchstabe::N,písmeno,хӏарп
543,Zeitung::N,noviny,кказит
544,Leben::N,život,оьрму
545,Tod::N,smrť,ажал
546,Tod::N,smrť,бивкӏу
547,Tod::N,smrť,ивчӏаву
548,Grab::N,hrob,гьав
549,Kirche::N,kostol,килиса
550,Sünde::N,hriech,бунагъ
551,Gott::N,boh,зал
552,Arbeiter::N,robotník,зузала
553,Arbeiter::N,pracnovík,зузала
554,Chef::N,šéf,ялувма
555,Chef::N,riaditeľ,ялувма
556,Meister::N,majster,усттар
557,Arzt::N,lekár,хӏакин
558,Lehrer::N,učiteľ,учитель
559,Geld::N,peniaze,арцу
560,Geschäft::N,obchod,даву
561,Laden::N,obchod,ттучан
562,Preis::N,cena,багъа
563,Ware::N,tovar,хъус
564,Nutzen::N,osoh,хайр
565,Nutzen::N,osoh,мюнпат
566,Nutzen::N,úžitok,хайр
567,Nutzen::N,úžitok,мюнпат
568,Reichtum::N,bohatstvo,давлат
569,Reichtum::N,bohatstvo,аваданшиву
570,Welt::N,svet,дуниял
571,Land::N,územie,билаят
572,Land::N,krajina,билаят
573,Staat::N,štát,паччахӏлугъ
574,König::N,kráľ,
575,Macht::N,moc,власть
576,Macht::N,mocnosť,власть
577,Grenze::N,hranica,дазу
578,Krieg::N,vojna,дяъви
579,Feind::N,nepriateľ,душман
580,Gewalt::N,násilie,къия
581,Kampf::N,boj,лачӏуи уккаву
582,Bogen[Waffe]::N,luk,ккуртта
583,Pfeil::N,šíp,чӏатӏаракӏ
584,Pfeil::N,strela,чӏатӏаракӏ
585,Gewehr::N,puška,ттупанг
586,Fehler::N,omyl,гъалатӏ
587,Fehler::N,chyba,гъалатӏ
588,Lüge::N,lož,щялмахъ
589,Schaden::N,ujma,зарал
590,Schaden::N,škoda,зарал
591,Unglück::N,nešťastie,бала
592,Schuld::N,vina,тахсир
593,Schuld::N,previnenie,тахсир
594,Alter::N,vek,оьрму
595,Schluss::N,záver,ахир
596,Schluss::N,koniec,ахир
597,Zeit::N,čas,чӏун
598,Tag::N,deň,кьини
599,Morgen::N,ráno,кӏюрх
600,Mittag::N,poludnie,ахттайн
601,Mittag::N,poludnie,дяахттайн
602,Mittag::N,poludnie,ахттайн чӏун
603,Abend::N,večer,маркӏачӏан
604,Nacht::N,noc,хьхьу
605,Woche::N,týždeň,нюжмар
606,Monat::N,mesiac,барз
607,Jahr::N,rok,шин
608,Frühling::N,jar,инт
609,Sommer::N,leto,гъи
610,Herbst::N,jeseň,ссут
611,Winter::N,zima,кӏи
612,Januar::N,január,цалчинмур барз
613,Februar::N,február,кӏилчинмур барз
614,März::N,marec,шамилчинмур барз
615,April::N,apríl,апрель
616,April::N,apríl,мукьилчинмур барз
617,Mai::N,máj,май
618,Mai::N,máj,ххюлчинмур барз
619,Juni::N,jún,июнь
620,Juni::N,jún,ряххилчинмур барз
621,Juli::N,júl,июль
622,Juli::N,júl,Арулчинмур барз
623,August::N,august,мяйлчинмур барз
624,September::N,september,урчӏилчинмур барз
625,Oktober::N,október,ацӏилчинмур барз
626,November::N,november,ацӏния цалчинмур барз
627,Dezember::N,december,ацӏния кӏилчинмур барз
628,Montag::N,pondelok,итин
629,Montag::N,pondelok,итин кьини
630,Dienstag::N,utorok,тталат
631,Dienstag::N,utorok,тталат кьини
632,Mittwoch::N,streda,арвахӏ
633,Donnerstag::N,štvrtok,хамис
634,Freitag::N,piatok,нюжмар
635,Freitag::N,piatok,нюжмар кьини
636,Samstag::N,sobota,ххуллун
637,Samstag::N,sobota,ххуллун кьини
638,Sonntag::N,nedeľa,алхӏат
639,Sonntag::N,nedeľa,алхӏат кьини
640,groß::A,veľký,бугъарасса
641,klein::A,malý,чӏивисса
642,lang::A,dlhý,лахъисса
643,kurz::A,krátky,кутӏасса
644,breit::A,široký,уттасса
645,schmal::A,úzky,уттакӏюласса
646,dicht::A,hustý,ццунсса
647,dick[Gegenstand]::A,tlstý,ганзсса
648,dünn::A,tenký,кӏюласса
649,fein::A,jemný,
650,fest::A,pevný,цӏакьсса
651,fest::A,pevný,кьянкьасса
652,flach::A,rovný,баягъисса
653,flach::A,rovný,цӏубакъасса
654,flach::A,rovný,куртӏ дакъасса
655,flach::A,plochý,баягъисса
656,flach::A,plochý,цӏубакъасса
657,flach::A,plochý,куртӏ дакъасса
658,glatt::A,hladký,дюрчӏусса
659,hart::A,tvrdý,кьянкьасса
660,weich::A,mäkký,кӏукӏлусса
661,rund::A,guľatý,ккурккисса
662,rund::A,okrúhly,ккурккисса
663,spitz::A,končitý,ярксса
664,spitz::A,končitý,дайлсса
665,spitz::A,končitý,мицӏ бусса
666,scharf::A,ostrý,ярксса
667,scharf::A,ostrý,дайлсса
668,scharf::A,ostrý,мицӏ бусса
669,stumpf::A,tupý,къуркъасса
670,schwer::A,ťažký,кӏусса
671,schön::A,pekný,аьнтӏикӏасса
672,schön::A,krásny,аьнтӏикӏасса
673,heiß::A,horúci,кӏирисса
674,warm::A,teplý,гъелисса
675,kalt::A,studený,дяркъусса
676,kühl::A,chladný,дюхлулсса
677,frisch::A,svieži,цӏусса
678,feucht::A,vlhký,атилсса
679,feucht::A,vlhký,хъавтусса
680,feucht::A,zvlhnutý,атилсса
681,feucht::A,zvlhnutý,хъавтусса
682,nass::A,mokrý,атилсса
683,nass::A,mokrý,хъавтусса
684,trocken::A,suchý,кьавкьсса
685,trocken::A,suchý,кьакьан бувсса
686,voll::A,plný,бувцӏусса
687,leer::A,prázdny,бачӏвасса
688,offen::A,otvorený,тӏивтӏусса
689,geschlossen::A,zavretý,лавкьусса
690,sauber::A,čistý,марцӏсса
691,schmutzig::A,špinavý,чапалсса
692,roh::A,surový,шакъавхьсса
693,reif::A,zrelý,дирсса
694,lecker::A,chutný,нахӏусса
695,lecker::A,chutný,тӏааьнсса
696,süß::A,sladký,нацӏусса
697,bitter::A,horký,кьурчӏисса
698,sauer::A,kyslý,туршсса
699,hell::A,jasný,чаннасса
700,hell::A,svetlý,чаннасса
701,dunkel::A,temný,цӏансса
702,schwarz::A,čierny,лухӏисса
703,weiß::A,biely,кӏяласса
704,rot::A,červený,ятӏулсса
705,gelb::A,žltý,хъахъисса
706,blau::A,modrý,някӏсса
707,blau::A,belasý,някӏсса
708,grün::A,zelený,щюлисса
709,grau::A,šedý,оьрусса
710,bunt::A,pestrý,оьрчӏикӏурисса
711,billig::A,lacný,кьювкьусса
712,teuer::A,drahý,ххирасса
713,wertvoll::A,cenný,багьасса
714,blind::A,slepý,мурчӏисса
715,taub::A,hluchý,къюкӏсса
716,kräftig::A,silný,гужсса
717,stark::A,silný,кьянкьасса
718,schwach::A,slabý,заэвсса
719,schwach::A,bezvládny,заэвсса
720,fett::A,tučný,бучсса
721,schlank::A,štíhly,бювхъусса
722,hübsch::A,šumný,янусса
723,hübsch::A,švárny,янусса
724,böse::A,zlý,оьсса
725,dumm::A,hlúpy,ахӏмакьсса
726,faul::A,lenivý,танмалсса
727,faul::A,lenivý,курчӏилсса
728,fleißig::A,snaživý,хӏарачат бусса
729,fleißig::A,usilovný,хӏарачат бусса
730,geizig::A,skupý,янттарцӏансса
731,geizig::A,lakomý,янттарцӏансса
732,klug::A,múdry,аькьлу бусса
733,klug::A,bystrý,аькьлу бусса
734,geschickt::A,zručný,паргалсса
735,geschickt::A,šikovný,паргалсса
736,lieb::A,milý,аьзизсса
737,lustig::A,veselý,тяхъасса
738,sanft::A,nežný,иминсса
739,hungrig::A,lačný,ккашилсса
740,hungrig::A,hladný,ккашилсса
741,krank::A,chorý,къашавайсса
742,krank::A,nemocný,къашавайсса
743,nackt::A,nahý,кӏачӏасса
744,traurig::A,smutný,пашмансса
745,lebendig::A,živý,уттавасса
746,gut::A,dobrý,ххуйсса
747,schlecht::A,zlý,оьккисса
748,richtig::A,správny,саргъунсса
749,schlimm::A,zlý,оьккисса
750,schlimm::A,nepríjemný,оьккисса
751,wahr::A,pravý,хӏакьсса
752,wahr::A,pravdivý,хӏакьсса
753,alt::A,starý,кугьнасса
754,neu::A,nový,цӏусса
755,ehemalig::A,bývalý,хъхъичӏвасса
