,Concept_ID,sk,lbe
1420,besitzen::V,vlastniť,дуну дикӏан
1421,besitzen::V,vlastniť,заллуну икӏан
1422,kaufen::V,kúpiť,машан ласун
1423,verkaufen::V,predať,баххан
1424,bezahlen::V,zaplatiť,арцу дулун
1425,bezahlen::V,zaplatiť,багьа булун
1426,zahlen::V,platiť,арцу дулун
1427,zahlen::V,platiť,багьа булун
1428,beherrschen::V,ovládať,дуну икӏан
1429,beherrschen::V,ovládať,заллуну икӏан
1430,ertragen::V,znášať,бухӏан
1431,ertragen::V,vydržať,бухӏан
