,Concept_ID,ml,da
220,Ehefrau::N,ഭാര്യ,hustru
221,Freude::N,ആഹ്ലാദം,glæde
222,Gelächter::N,ചിരിയുടെ ശബ്ദം,latter
223,Glück::N,സന്തോഷം,lykke
224,Glück::N,സന്തുഷ്ടി,lykke
225,Kummer::N,ശോകം,sorg
226,Wunsch::N,ആഗ്രഹം,ønske
227,Lust::N,ആഗ്രഹം,lyst
228,Geist::N,ചുറുചുറുക്ക്,ånd
229,Gedanke::N,ചിന്ത,tanke
230,Gedächtnis::N,ഓർമ്മശക്തി,hukommelse
231,Verstand::N,മനസ്സ്,forstand
232,Sinn::N,അർത്ഥം,mening
233,Sinn::N,അർത്ഥം,betydning
234,Grund::N,കാരണം,grund
235,Wahrheit::N,സത്യം,sandhed
236,Gespräch::N,സല്ലാപം,samtale
237,Märchen::N,യക്ഷിക്കഥ,eventyr
238,Erzählung::N,കഥ,fortælling
239,Nachricht::N,സന്ദേശം,efterretning
240,Neuigkeit::N,വാർത്ത,nyhed
241,Name::N,പേര്,navn
242,Rätsel::N,പ്രഹേളിക,gåde
243,Rede::N,സംസാരം,tale
244,Sprache::N,ഭാഷ,sprog
245,Stimme::N,സ്വരം,stemme
246,Wort::N,വാക്ക്,ord
247,Zeichen::N,സംജ്ഞ,tegn
248,Ruf::N,വിളി,råb
249,Lärm::N,ആരവം,larm
250,Laut::N,ശബ്ദം,lyd
251,Ton::N,സ്വരഭേദം,tone
252,Lied::N,പാട്ട്,sang
253,Ruhe::N,നിശ്ചലത,ro
254,Ruhe::N,നിശ്ചലത,hvile
255,Leute::N,ജനങ്ങൾ,folk
256,Leute::N,ജനങ്ങൾ,mennesker
257,Volk::N,രാഷ്ടം,folk
258,Arbeit::N,ജോലി,arbejde
259,Gast::N,അതിലി,gæst
260,Geschenk::N,സമ്മാനം,gave
261,Spiel::N,കളി,leg
262,Gesellschaft::N,കൂട്ടായ്മ,selskab
263,Hilfe::N,സഹായം,hjælp
264,Freund::N,സുഹൃത്ത്,ven
265,Kamerad::N,കൂട്ടാളി,kammerat
266,Angelegenheit::N,കാര്യം,sag
267,Angelegenheit::N,കാര്യം,anliggende
268,Anzahl::N,എണ്ണം,antal
269,Art::N,തരം,art
270,Stück::N,കഷണം,stykke
271,Teil::N,ഭാഗം,del
272,Hälfte::N,പകുതി,halvdel
273,Kreis::N,വൃത്തം,cirkel
274,Kreuz::N,കുരിശടയാളം,kors
275,Kreuz::N,കുരിശടയാളം,kryds
276,Linie::N,വര,linie
277,Linie::N,രേഖ,linie
278,Strich::N,പക്ഷാഘാതം,streg
279,Abstand::N,വിടവ്,afstand
280,Entfernung::N,അകലം,afstand
281,Gegend::N,പ്രദേശം,egn
282,Platz::N,ഇടം,plads
283,Ort::N,സ്ഥലം,sted
284,Seite::N,വശം,side
285,Mitte::N,മധ്യസ്ഥാനം,midte
286,Gegenstand::N,സാധനം,genstand
287,Sache::N,വസ്തു,sag
288,Rand::N,തൊങ്ങൽ,rand
289,Kante::N,അറ്റം,kant
290,Ecke::N,മൂല,hjørne
291,Spitze::N,അഗ്രം,spids
292,Ende::N,അവസാനം,ende
293,Loch::N,ദ്വാരം,hul
294,Winkel::N,കോൺ,vinkel
295,Muster::N,ക്രമം,mønster
296,Größe::N,വലുപ്പം,størrelse
297,Länge::N,നീളം,længde
298,Höhe::N,ഉയരം,højde
299,Gewicht::N,കട്ടി,vægt
300,Menge::N,അളവ്,mængde
301,Haufen::N,കൂമ്പാരം,bunke
302,Reihe::N,വരി,række
303,Boot::N,ബോട്ട്,båd
304,Ruder::N,പങ്കായം,åre
305,Schlitten::N,ഉരുളില്ലാവണ്ടി,kælk
306,Schlitten::N,ഉരുളില്ലാവണ്ടി,slæde
307,Ski::N,ഹിമപാദുകം,ski
308,Lagerfeuer::N,തീ,lejrbål
309,Last::N,ഭാരം,last
310,Last::N,ഭാരം,byrde
311,Gang::N,നടത്തം,gang
312,Schritt::N,ചുവട്,skridt
313,Norden::N,വടക്ക്,nord
314,Süden::N,തെക്ക്,syd
315,Westen::N,പടിഞ്ഞാറ്,vest
316,Osten::N,കിഴക്ക്,øst
317,Holz::N,തടി,træ
318,Brett::N,ബോർഡ്,bræt
319,Platte::N,തകിട്,plade
320,Stütze::N,താങ്ങ്,støtte
321,Stange::N,കമ്പ്,stang
322,Stock::N,വടി,stok
323,Stab::N,കുറുവടി,stav
324,Rohr::N,കുഴൽ,rør
325,Haus::N,വീട്,hus
326,Heim::N,വീട്,hjem
327,Ofen::N,സ്റ്റൌ,ovn
328,Fußboden::N,തറ,gulv
329,Tisch::N,മേശ,bord
330,Stuhl::N,കസേര,stol
331,Wiege::N,തൊട്ടിൽ,vugge
332,Bett::N,കിടക്ക,seng
333,Regal::N,ഷെൽഫ്,reol
334,Kiste::N,പെട്ടി,kasse
335,Fenster::N,ജനൽ,vindue
336,Tür::N,വാതിൽ,dør
337,Tor::N,കവാടം,port
338,Zaun::N,വേലി,stakit
339,Dach::N,മേൽക്കുര,tag
340,Leiter::N,ഏണി,stige
341,Besen::N,ചൂല്,kost
342,Spaten::N,തൂമ്പ,spade
343,Schaufel::N,തൂമ്പ,skovl
344,Gabel::N,മുൾക്കത്തി,gaffel
345,Löffel::N,സ്പൂൺ,ske
346,Messer::N,കത്തി,kniv
347,Nagel::N,ആണി,søm
348,Netz::N,വല,net
349,Haken::N,കൊളുത്ത്,krog
350,Griff::N,കൈപ്പിടി,tag
351,Griff::N,കൈപ്പിടി,håndtag
352,Schloss::N,പൂട്ട്,lås
353,Bild::N,ചിത്രം,billede
354,Figur::N,കണക്ക്,figur
355,Puppe::N,പാവ,dukke
356,Beutel::N,ബാഗ്,pose
357,Bündel::N,കെട്ട്,bylt
358,Bündel::N,കെട്ട്,bundt
359,Tasche::N,ബാഗ്,taske
360,Eimer::N,ബക്കറ്റ്,spand
361,Deckel::N,ഉറ,låg
362,Geschirr::N,പിഞ്ഞാണം,husgeråd
363,Sack::N,ചാക്ക്,sæk
364,Tasse::N,കപ്പ്,kop
365,Topf::N,പാത്രം,gryde
366,Kessel::N,കെറ്റ്ല്,kedel
367,Essen::N,ആഹാരസമയം,måltid
368,Nahrung::N,ഭക്ഷണം,mad
369,Nahrung::N,ഭക്ഷണം,næring
370,Speise::N,ഡിഷ്,ret
371,Fleisch::N,മാംസം,kød
372,Getreide::N,ചോളം,korn
373,Brei::N,കഞ്ഞി,grød
374,Brot::N,റോട്ടി,brød
375,Scheibe::N,തുണ്ട്,skive
376,Fett::N,കൊഴുപ്പ്,fedt
377,Butter::N,വെണ്ണ,smør
378,Öl::N,എണ്ണ,olie
379,Salz::N,ഉപ്പ്,salt
380,Suppe::N,സൂപ്പ്,suppe
381,Honig::N,തേൻ,honning
382,Milch::N,പാൽ,mælk
383,Tee::N,ചായ,te
384,Leder::N,തുകൽ,skind
385,Wolle::N,കമ്പിളി,uld
386,Stoff::N,തുണി,stof
387,Nadel::N,സൂചി,nål
388,Faden::N,നൂല്,tråd
389,Knopf::N,ബട്ടൺ,knap
390,Knoten::N,കുരുക്ക്,knude
391,Farbe::N,പെയിൻറ്,farve
392,Kleidung::N,വസ്ത്രങ്ങൾ,påklædning
393,Hemd::N,ഷർട്ട്,skjorte
394,Kragen::N,കുപ്പായക്കഴുത്ത്,krave
395,Ärmel::N,കുപ്പായക്കൈ,ærme
396,Hose::N,ട്രൌസർ,bukser
397,Gürtel::N,ബെൽറ്റ്,bælte
398,Mütze::N,തൊപ്പി,hue
399,Schuh::N,ഷൂ,sko
400,Stiefel::N,ബൂട്ട്,støvle
401,Ring::N,മോതിരം,ring
402,Band::N,റിബൺ,bånd
403,Kamm::N,ചീപ്പ്,kam
404,Spiegel::N,കണ്ണാടി,spejl
405,Riemen::N,സ്ട്രാപ്പ്,rem
406,Schnur::N,ചരട്,snor
407,Leine::N,കെട്ടാനുള്ള തോൽവാർ,snor
408,Decke::N,പുതപ്പ്,tæppe
409,Kissen::N,തലയിണ,pude
410,Tuch::N,സ്കാർഫ്,sjaltørklæde
411,Handtuch::N,തോർത്ത്,håndklæde
412,Kraft::N,ശക്തി,kraft
413,Stärke::N,ശക്തി,styrke
414,Gesundheit::N,ആരോഗ്യം,sundhed
415,Krankheit::N,അസുഖം,sygdom
416,Schmerz::N,വേദന,smerte
417,Wunde::N,മുറിവ്,sår
418,Fieber::N,പനി,feber
419,Arznei::N,മരുന്ന്,medicin
420,Arznei::N,മരുന്ന്,lægemiddel
421,Brücke::N,പാലം,bro
422,Brunnen::N,കിണർ,brønd
423,Weide::N,മേച്ചൽ,græsgang
424,Pfad::N,വഴി,sti
425,Weg::N,വഴി,vej
426,Straße::N,റോഡ്,gade
427,Dorf::N,ഗ്രാമം,landsby
428,Stadt::N,നഗരം,by
429,Brief::N,കത്ത്,brev
430,Buch::N,പുസ്തകം,bog
431,Buchstabe::N,അക്ഷരം,bogstav
432,Zeitung::N,വർത്തമാനപത്രം,avis
433,Leben::N,ജീവൻ,liv
434,Tod::N,മരണം,død
435,Grab::N,ശവക്കുഴി,grav
436,Kirche::N,പള്ളി,kirke
437,Sünde::N,പാപം,synd
438,Gott::N,ദൈവം,gud
439,Arbeiter::N,ജോലിക്കാരൻ,arbejder
440,Chef::N,മേധാവി,chef
441,Meister::N,യജമാനൻ,mester
442,Arzt::N,ഡോക്ടർ,læge
443,Lehrer::N,അധ്യാപകൻ,lærer
444,Geld::N,പണം,penge
445,Geschäft::N,ബിസിനസ്,forretning
446,Laden::N,കട,butik
447,Laden::N,കട,forretning
448,Preis::N,വില,pris
449,Ware::N,ചരക്ക്,vare
450,Nutzen::N,ലാഭം,nytte
451,Reichtum::N,ധനം,rigdom
452,Welt::N,ലോകം,verden
453,Land::N,രാജ്യം,land
454,Staat::N,രാജ്യം,stat
455,König::N,രാജാവ്,konge
456,Macht::N,അധികാരം,magt
457,Grenze::N,അതിർത്തി,grænse
458,Krieg::N,യുദ്ധം,krig
459,Feind::N,ശത്രു,fjende
460,Gewalt::N,അക്രമം,vold
461,Kampf::N,പോരാട്ടം,kamp
462,Bogen[Waffe]::N,വില്ല്,bue
463,Pfeil::N,അമ്പ്,pil
464,Gewehr::N,തോക്ക്,gevær
465,Fehler::N,പിശക്,fejl
466,Lüge::N,കള്ളം,løgn
467,Schaden::N,കേടുപാട്,skade
468,Unglück::N,ദൌർഭാഗ്യം,uheld
469,Unglück::N,ദൌർഭാഗ്യം,ulykke
470,Schuld::N,തെറ്റ്,skyld
471,Alter::N,വയസ്സ്,alder
472,Schluss::N,നിഗമനം,slut
473,Schluss::N,നിഗമനം,slutning
474,Zeit::N,സമയം,tid
475,Tag::N,ദിവസം,dag
476,Morgen::N,പ്രഭാതം,morgen
477,Mittag::N,ഉച്ച,middag
478,Abend::N,സായാഹ്നം,aften
479,Nacht::N,രാത്രി,nat
480,Woche::N,ആഴ്ച,uge
481,Monat::N,മാസം,måned
482,Jahr::N,വർഷം,år
483,Frühling::N,വസന്തം,forår
484,Sommer::N,വേനൽ,sommer
485,Herbst::N,ശരത്കാലം,efterår
486,Winter::N,ശൈത്യം,vinter
487,Januar::N,ജനുവരി,januar
488,Februar::N,ഫെബ്രുവരി,februar
489,März::N,മാർച്ച്,marts
490,April::N,ഏപ്രിൾ മാസം,april
491,Mai::N,മെയ് മാസം,maj
492,Juni::N,ജൂൺ,juni
493,Juli::N,ജൂലൈ,juli
494,August::N,ആഗസ്റ്റ്,august
495,September::N,സെപ്തംബർ,september
496,Oktober::N,ഒക്ടോബർ,oktober
497,November::N,നവംബർ,november
498,Dezember::N,ഡിസംബർ,december
499,Montag::N,തിങ്കളാഴ്ച,mandag
500,Dienstag::N,ചൊവ്വ,tirsdag
501,Mittwoch::N,ബുധനാഴ്ച,onsdag
502,Donnerstag::N,വ്യാഴാഴ്ച,torsdag
503,Freitag::N,വെള്ളിയാഴ്ച,fredag
504,Samstag::N,ശനിയാഴ്ച,lørdag
505,Sonntag::N,ഞായറാഴ്ച,søndag
506,groß::A,വലിയ,stor
507,klein::A,ചെറിയ,lille
508,lang::A,നീണ്ട,lang
509,kurz::A,ഹ്രസ്വമായ,kort
510,breit::A,വിശാലമായ,bred
511,schmal::A,ഇടുങ്ങിയ,smal
512,dicht::A,നിബിഡമായ,tæt
513,dick[Gegenstand]::A,തടിച്ച,tyk
514,dünn::A,മെലിഞ്ഞ,tynd
515,fein::A,നേർത്ത,fin
516,fest::A,ഉറപ്പുള്ള,fast
517,flach::A,പരന്ന,flad
518,glatt::A,മിനുസമുള്ള,glat
519,hart::A,കട്ടിയുള്ള,hård
520,weich::A,മൃദുവായ,blød
521,rund::A,വട്ടത്തിലുള്ള,rund
522,spitz::A,മുനയുള്ള,spids
523,scharf::A,മൂർച്ചയുള്ള,skarp
524,stumpf::A,തുറന്നടിക്കുന്ന,sløv
525,stumpf::A,തുറന്നടിക്കുന്ന,stump
526,schwer::A,ഭാരമുള്ള,tung
527,schön::A,മനോഹരമായ,skøn
528,heiß::A,ചൂടുള്ള,hed
529,warm::A,ചൂടുള്ള,varm
530,kalt::A,തണുത്ത,kold
531,kühl::A,തണുപ്പുള്ള,kølig
532,frisch::A,ശുദ്ധമായ,frisk
533,feucht::A,ഈറനുള്ള,fugtig
534,nass::A,നനഞ്ഞ,våd
535,trocken::A,വരണ്ട,tør
536,voll::A,നിറയെ,fuld
537,leer::A,ഒഴിഞ്ഞ,tom
538,offen::A,തുറന്ന,åben
539,geschlossen::A,അടച്ച,lukket
540,sauber::A,വൃത്തിയുള്ള,ren
541,schmutzig::A,അഴുക്കുനിറഞ്ഞ,snavset
542,roh::A,അസംസ്കൃതമായ,rå
543,reif::A,പഴുത്ത,moden
544,lecker::A,രുചികരമായ,lækker
545,süß::A,മധുരമുള്ള,sød
546,bitter::A,കടുത്ത,bitter
547,sauer::A,പുളിപ്പുള്ള,sur
548,hell::A,ജ്വലിക്കുന്ന,lys
549,dunkel::A,ഇരുണ്ട,mørk
550,schwarz::A,കറുത്ത,sort
551,weiß::A,വെളുത്ത,hvid
552,rot::A,ചുവന്ന,rød
553,gelb::A,മഞ്ഞനിറമായ,gul
554,blau::A,നീലനിറമുള്ള,blå
555,grün::A,പച്ചനിറമുള്ള,grøn
556,grau::A,ചാരനിറത്തിലുള്ള,grå
557,bunt::A,വർണ്ണശബളമായ,broget
558,billig::A,വിലകുറഞ്ഞ,billig
559,teuer::A,ചെലവേറിയ,dyr
560,wertvoll::A,വിലപിടിപ്പുള്ള,værdifuld
561,blind::A,അന്ധനായ,blind
562,taub::A,കേൾവിക്കുറവുള്ള,døv
563,kräftig::A,ശക്തിയുള്ള,kraftig
564,stark::A,ബലമുള്ള,stærk
565,schwach::A,ക്ഷീണിച്ച,svag
566,fett::A,കൊഴുപ്പുള്ള,fed
567,schlank::A,മെലിഞ്ഞ,slank
568,hübsch::A,മനോഹരമായ,køn
569,böse::A,പാപിയായ,ond
570,böse::A,പാപിയായ,slem
571,dumm::A,വിവരംകെട്ട,dum
572,faul::A,അലസനായ,doven
573,fleißig::A,അദ്ധ്വാനശീലമുള്ള,flittig
574,geizig::A,പിശുക്കനായ,gerrig
575,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,klog
576,geschickt::A,പ്രതിഭാശാലി,dygtig
577,geschickt::A,പ്രതിഭാശാലി,behændig
578,lieb::A,പ്രിയപ്പെട്ട,rar
579,lustig::A,ആനന്ദകരമായ,lystig
580,sanft::A,സൌമ്യമായ,blid
581,hungrig::A,വിശപ്പുള്ള,sulten
582,krank::A,അസുഖമുള്ള,syg
583,nackt::A,നഡമായ,nøgen
584,traurig::A,വിഷമമുള്ള,bedrøvet
585,lebendig::A,ഉപജീവനം,levende
586,gut::A,നല്ല,god
587,schlecht::A,മോശമായ,dårlig
588,richtig::A,ശരിയായ,rigtig
589,schlimm::A,വൃത്തികെട്ട,slem
590,wahr::A,ശരിയായ,sand
591,alt::A,പഴയ,gammel
592,neu::A,പുതിയ,ny
593,ehemalig::A,മുൻ,forhenværende
594,alt[Lebewesen]::A,വയസ്സുള്ള,gammel
595,jung::A,കൌമാരമായ,ung
596,arm::A,പാവപ്പെട്ട,fattig
597,reich::A,സമ്പന്നമായ,rig
598,bekannt::A,പരിചിതമായ,kendt
599,berühmt::A,പ്രശസ്തനായ,berømt
600,fremd::A,വൈദേശികമായ,fremmed
601,verschieden::A,വ്യത്യസ്തമായ,forskellig
602,nah::A,അരികത്തുള്ള,nær
603,fern::A,അകലെയുള്ള,fjern
604,linker::A,അവശേഷിച്ച,venstre
605,rechter::A,വലത്തേ,højre
606,anderer::A,മറ്റുള്ള,anden
607,erster::A,ആദ്യത്തെ,første
608,zweiter::A,രണ്ടാം,anden
609,dritter::A,മൂന്നാമത്,tredje
610,letzter::A,അവസാനത്തെ,sidste
611,allein::ADV,തനിച്ചുള്ള,alene
612,auf einmal::ADV,ഉടന്,på én gang
613,zusammen::ADV,ഒരുമിച്ച,sammen
614,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,længe
615,plötzlich::ADV,പെട്ടെന്ന്,pludselig
616,sofort::ADV,തത്ക്ഷണം,straks
617,später::ADV,പിന്നീട്,senere
618,jetzt::ADV,ഇപ്പോൾ,nu
619,heute::ADV,ഇന്ന്,i dag
620,morgen::ADV,നാളെ,i morgen
621,bald::ADV,ഉടനെ,snart
622,dann::ADV,അപ്പോൾ,så
623,gestern::ADV,ഇന്നലെ,i går
624,einst::ADV,പണ്ടൊരിക്കല്,engang
625,damals::ADV,അപ്പോൾ,dengang
626,danach::ADV,പിന്നീട്,derefter
627,vorher::ADV,മുൻപ്,før
628,vorher::ADV,മുൻപ്,forud
629,zuerst::ADV,ആദ്യം,først
630,einmal::ADV,ഒരിക്കൽ,en gang
631,manchmal::ADV,ചിലപ്പോൾ,sommetider
632,oft::ADV,പലപ്പോഴും,ofte
633,immer::ADV,എപ്പോഴും,altid
634,niemals::ADV,ഒരിക്കലും,aldrig
635,hier::ADV,ഇവിടെ,her
636,hierhin::ADV,ഇവിടേക്ക്,hid
637,hierhin::ADV,ഇവിടേക്ക്,herhen
638,von hier::ADV,ഇവിടെനിന്ന്,herfra
639,dort::ADV,അവിടെ,der
640,dorthin::ADV,അവിടേക്ക്,derhen
641,geradeaus::ADV,മുമ്പിൽ,lige ud
642,geradeaus::ADV,മുമന്നോട്ട്,lige ud
643,vorwärts::ADV,മുന്നോട്ട്,fremad
644,rückwärts::ADV,തലതിരിച്ച്,baglæns
645,zurück::ADV,പുറകിലേക്ക്,tilbage
646,unten::ADV,താഴെ,nede
647,unten::ADV,താഴെ,forneden
648,hinab::ADV,താഴേക്ക്,ned
649,hinab::ADV,താഴേക്ക്,nedad
