,Concept_ID,kk,te
219,Frau::N,қатын,ఆడుది
220,Kind::N,бала,బిడ్డ
221,Kind::N,перзент,బిడ్డ
222,Junge::N,бала,బాలుడు
223,Junge::N,ер бала,బాలుడు
224,Mädchen::N,қыз,బాలిక
225,Familie::N,жанұя,కుటుంబము
226,Großvater::N,ата,తాత
227,Großmutter::N,әже,అయ్యమ్మ
228,Großmutter::N,әжей,అయ్యమ్మ
229,Eltern::N,ата-аналар,తల్లితండ్రులు
230,Vater::N,әке,తండ్రి
231,Mutter::N,ана,తల్లి
232,Sohn::N,ұл,కొడుకు
233,Tochter::N,қызым,కూతురు
234,Bruder::N,бауырым,పోదరుడు
235,Schwester::N,әпке,సోదరి
236,Onkel::N,көке,మేనమామ
237,Tante::N,тәте,మేనత్త
238,Tante::N,тәте,పినతల్లి
239,Ehemann::N,ер,భర్త
240,Ehefrau::N,зайып,భార్య
241,Freude::N,қуаныш,సంతోషము
242,Freude::N,сүйініш,సంతోషము
243,Freude::N,шат-думан,సంతోషము
244,Freude::N,қуаныштылық,సంతోషము
245,Gelächter::N,күлу,నవ్వు
246,Glück::N,бақыт,సంతోషము
247,Glück::N,бақыттылық,సంతోషము
248,Kummer::N,аза,దుఃఖము
249,Kummer::N,қайғы,దుఃఖము
250,Kummer::N,қасырет,దుఃఖము
251,Wunsch::N,мүдде,కోరిక
252,Lust::N,тәбет,కోరిక
253,Lust::N,ынтызар,కోరిక
254,Lust::N,құштарлық,కోరిక
255,Geist::N,рух,ఆత్మ
256,Gedanke::N,ой,ఆలోచన
257,Gedächtnis::N,ес,జ్ఞాపకము
258,Gedächtnis::N,жады,జ్ఞాపకము
259,Gedächtnis::N,ақыл-ес,జ్ఞాపకము
260,Verstand::N,ақыл,మనస్సు
261,Verstand::N,парасат,మనస్సు
262,Sinn::N,мән,అర్థము
263,Sinn::N,маныз,అర్థము
264,Sinn::N,мағына,అర్థము
265,Sinn::N,мән-мағына,అర్థము
266,Grund::N,себеп,కారణము
267,Wahrheit::N,рас,సత్యము
268,Gespräch::N,әңгіме,పంభాషణ
269,Märchen::N,ертеп,అద్భుతకథ
270,Märchen::N,ертек,అద్భుతకథ
271,Erzählung::N,әңгіме,కథ
272,Nachricht::N,хабар,వార్త
273,Neuigkeit::N,жаңалық,వార్త
274,Name::N,ат,పేరు
275,Name::N,атау,పేరు
276,Rätsel::N,жұмбақ,చిక్కు
277,Rede::N,сөз,ఉపన్యాసము
278,Sprache::N,тіл,భాష
279,Stimme::N,үн,కంరథ్సని
280,Stimme::N,әуен,కంరథ్సని
281,Stimme::N,дауыс,కంరథ్సని
282,Wort::N,сөз,మాట
283,Zeichen::N,ишара,గుర్తు
284,Ruf::N,айғай,పిలువు
285,Lärm::N,айғай-шу,సందడి
286,Lärm::N,айғай-ұйғай,సందడి
287,Laut::N,дыбыс,ధ్వని
288,Laut::N,дауыс,ధ్వని
289,Ton::N,әуен,స్వరము
290,Lied::N,ән,పాట
291,Lied::N,жыр,పాట
292,Lied::N,ән-жыр,పాట
293,Ruhe::N,тыныштық,గాలిలేమి
294,Leute::N,кісілер,జనులు
295,Volk::N,халық,జాతి
296,Arbeit::N,еңбек,పని
297,Gast::N,қонақ,అతిధి
298,Gast::N,мейман,అతిధి
299,Geschenk::N,қадия,దానము
300,Spiel::N,ойын,ఆట
301,Gesellschaft::N,қауым,జట్టు
302,Gesellschaft::N,жұртшылық,జట్టు
303,Hilfe::N,жэрдем,సాహాయ్యము
304,Freund::N,дос,స్నేహితుడు
305,Kamerad::N,дос-жар,చెలికాడు
306,Angelegenheit::N,жұмыс,విషయము
307,Anzahl::N,сан,లెక్క
308,Anzahl::N,саны,లెక్క
309,Art::N,түр,జాతి
310,Stück::N,тілім,తునుక
311,Teil::N,үлес,భాగము
312,Teil::N,бөлшек,భాగము
313,Hälfte::N,жарты,సగము
314,Kreis::N,шеңбер,వృత్తము
315,Kreuz::N,крест,సిలువ
316,Linie::N,сызық,గీత
317,Strich::N,сызық,గీత
318,Abstand::N,ара,సందు
319,Abstand::N,аралық,సందు
320,Entfernung::N,аралық,దూరము
321,Gegend::N,өңір,విస్తీర్ణము
322,Platz::N,орны,ఎడము
323,Ort::N,орын,స్థలము
324,Seite::N,жақ,ప్రక్క
325,Seite::N,бүйір,ప్రక్క
326,Mitte::N,ортасы,నడిమి
327,Gegenstand::N,зат,పద్దు
328,Gegenstand::N,нәрсе,పద్దు
329,Sache::N,бұйым,వస్తువు
330,Rand::N,шет,అంచు
331,Rand::N,шеті,అంచు
332,Kante::N,қыр,అంచు
333,Kante::N,қыры,అంచు
334,Ecke::N,қыры,మూల
335,Ecke::N,бұрыш,మూల
336,Spitze::N,ұшы,మొన
337,Ende::N,аяқ,కొన
338,Ende::N,соңы,కొన
339,Loch::N,тесік,రంధ్రము
340,Winkel::N,мүйіс,కోణము
341,Muster::N,мәнер,మాదిరి
342,Größe::N,ауқым,పరిమాణము
343,Größe::N,көлемдік,పరిమాణము
344,Länge::N,бой,పొడుగు
345,Länge::N,ұзындық,పొడుగు
346,Höhe::N,жоғарылық,పొడుగు
347,Höhe::N,биіктік,పొడుగు
348,Gewicht::N,салмақ,భారము
349,Menge::N,мөлшер,మొత్తము
350,Haufen::N,үйме,రాశి
351,Haufen::N,үйінді,రాశి
352,Reihe::N,сап,వరుస
353,Boot::N,қайық,పడవ
354,Ruder::N,ескек,అడక
355,Schlitten::N,шана,సరవండ్లు
356,Ski::N,шаңғы,స్కీ
357,Lagerfeuer::N,алау,నెగడు
358,Last::N,ауырлық,బరువు
359,Last::N,ауыр зат,బరువు
360,Gang::N,жүріс,నడక
361,Schritt::N,адым,అడుగు
362,Norden::N,солтүстік,ఉత్తరదిక్కు
363,Norden::N,терістік,ఉత్తరదిక్కు
364,Süden::N,оңтүстік,దక్షిణము
365,Westen::N,батыс,పడమర
366,Osten::N,күншығыс,తూర్పు
367,Holz::N,ағаш,కొయ్య
368,Holz::N,сүрек,కొయ్య
369,Brett::N,тақта,పలక
370,Platte::N,тақта,పలక
371,Stütze::N,тіреу,వాల్సేడ్లు
372,Stange::N,қада,స్తంభము
373,Stock::N,сойыл,కఱ్ఱ
374,Stab::N,сырық,కఱ్ఱ
375,Rohr::N,құбыр,గొట్టము
376,Haus::N,үй,ఇల్లు
377,Heim::N,үйлі,స్వగృహము
378,Heim::N,шаңырақ,స్వగృహము
379,Ofen::N,ошақ,పొయ్యి
380,Ofen::N,пеш,పొయ్యి
381,Fußboden::N,еден,నేల
382,Tisch::N,үстел,మేజా
383,Stuhl::N,орындық,కుర్చీ
384,Wiege::N,бесік,ఉయ్యాల
385,Bett::N,кереует,పడక
386,Bett::N,кереует,మంచం
387,Regal::N,сөре,అటక
388,Kiste::N,жәшік,వెట్టె
389,Fenster::N,терезе,కిటికి
390,Tür::N,есік,ద్వారము
391,Tor::N,дарбаза,ద్వారము
392,Zaun::N,дуал,కంచె
393,Dach::N,шатыр,ఇంటివైకప్పు
394,Leiter::N,саты,నిచ్చెన
395,Leiter::N,басқыш,నిచ్చెన
396,Besen::N,сыпырғыш,చీపురుకట్ట
397,Spaten::N,күрек,పాఱ
398,Schaufel::N,қалақ,పాఱ
399,Gabel::N,аша,ముండ్లగరిటె
400,Gabel::N,шанышқы,ముండ్లగరిటె
401,Löffel::N,қасық,గరిటె
402,Messer::N,пышақ,కత్తి
403,Nagel::N,мық,మేకు
404,Nagel::N,шеге,మేకు
405,Netz::N,керегекөз,వల
406,Haken::N,ілмек,కొక్కెము
407,Griff::N,сап,పిడి
408,Griff::N,тұтқа,పిడి
409,Schloss::N,құлып,తాళము
410,Schloss::N,бекіткіш,తాళము
411,Bild::N,сурет,చిత్రము
412,Figur::N,тұлға,రూపము
413,Puppe::N,қуыршақ,బొమ్మ
414,Beutel::N,қапшық,సంచి
415,Bündel::N,байлам,మూట
416,Tasche::N,дорба,సంచి
417,Eimer::N,шелек,చేద
418,Deckel::N,жапқыш,మూత
419,Geschirr::N,ыдыс,వంటకాలు
420,Sack::N,қап,గోనెసంచి
421,Tasse::N,шыныаяқ,గిన్నె
422,Topf::N,кәстрөл,కుండ
423,Kessel::N,қазан,నీరుకాచుపాత్ర
424,Essen::N,ас,ఆహారము
425,Nahrung::N,ас,ఆహారము
426,Nahrung::N,тамақ,ఆహారము
427,Speise::N,тағам,ఆహారము
428,Fleisch::N,ет,మాంసము
429,Getreide::N,дәнді,ధాన్యము
430,Brei::N,ботқа,గుజ్జు
431,Brot::N,күлше,రొట్టె
432,Scheibe::N,тілім,బద్ద
433,Fett::N,май,క్రొవ్వు
434,Butter::N,май,వెన్న
435,Öl::N,май,నూనె
436,Salz::N,тұз,ఉప్పు
437,Suppe::N,көже,చారు
438,Honig::N,бал,తెనె
439,Milch::N,сүт,పాలు
440,Tee::N,шай,తేనీరు
441,Leder::N,көн,బాగుచేసివతోలు
442,Wolle::N,жүн,ఉన్ని
443,Stoff::N,мата,బట్ట
444,Stoff::N,кездеме,బట్ట
445,Nadel::N,ине,సూది
446,Faden::N,жіп,దారము
447,Knopf::N,түйме,బొత్తాము
448,Knoten::N,түйін,ముడి
449,Farbe::N,рең,రంగు
450,Kleidung::N,киім,బట్టలు
451,Hemd::N,жейде,చొక్కాయ
452,Kragen::N,жаға,మాల
453,Ärmel::N,жең,చొక్కాయచెయ్యి
454,Hose::N,шалбар,ఇజారు
455,Gürtel::N,белбеу,పటకా
456,Mütze::N,қалпақ,టోపి
457,Schuh::N,кебіс,పాదరక్ష
458,Stiefel::N,етік,బూటు
459,Ring::N,жүзік,ఉంగరము
460,Band::N,таспа,నాడా
461,Kamm::N,тарақ,దువ్వెన
462,Spiegel::N,айна,అద్దము
463,Riemen::N,қайыс,వాడా
464,Schnur::N,жіп,దారము
465,Leine::N,тізгін,వారు
466,Decke::N,көрпе,కంబళి
467,Kissen::N,жастық,తలగడ
468,Tuch::N,орамал,బట్ట
469,Handtuch::N,сүлгі,తువాలు
470,Kraft::N,қуат,బలము
471,Kraft::N,қарқын,బలము
472,Kraft::N,әл-шама,బలము
473,Kraft::N,әл-дәрмен,బలము
474,Stärke::N,әл,శక్తి
475,Stärke::N,күш,శక్తి
476,Gesundheit::N,денсаулык,ఆరోగ్యము
477,Krankheit::N,ауру,రోగము
478,Schmerz::N,ауру,నొప్పి
479,Wunde::N,зақым,గాయము
480,Wunde::N,жарақат,గాయము
481,Fieber::N,безгек,జ్వరము
482,Fieber::N,қалтырау,జ్వరము
483,Fieber::N,қызу көтерілуі,జ్వరము
484,Arznei::N,дәрі,మందు
485,Arznei::N,дәрі-дәрмек,మందు
486,Brücke::N,көпір,వంతెన
487,Brunnen::N,құдық,బావి
488,Brunnen::N,құдық,కూపము
489,Brunnen::N,құдық,నుయ్యి
490,Weide::N,өріс,పచ్చికబయలు
491,Weide::N,жайылым,పచ్చికబయలు
492,Pfad::N,жол,కాలిత్రోవ
493,Weg::N,жол,మార్గము
494,Straße::N,жол,బాట
495,Dorf::N,ауыл,గ్రామము
496,Stadt::N,қала,పట్టణము
497,Stadt::N,шаһар,పట్టణము
498,Brief::N,хат,జాబు
499,Brief::N,жазу,జాబు
500,Buch::N,кітап,పుస్తకము
501,Buchstabe::N,әріп,అక్షరము
502,Buchstabe::N,қаріп,అక్షరము
503,Zeitung::N,газет,వార్తాపత్రిక
504,Leben::N,өмір,ప్రాణము
505,Leben::N,тіршілік,ప్రాణము
506,Tod::N,опат,మరణము
507,Grab::N,мола,సమాధి
508,Grab::N,мазар,సమాధి
509,Kirche::N,шіркеу,క్రెస్తవులగుడి
510,Sünde::N,күнә,పాపము
511,Gott::N,алла,దేవుడు
512,Gott::N,құдай,దేవుడు
513,Gott::N,тәңірі,దేవుడు
514,Gott::N,пәруардігер,దేవుడు
515,Gott::N,жаратқан тәңірі,దేవుడు
516,Arbeiter::N,жүмысшы,పనిపాటుచేశేవాడు
517,Chef::N,басшы,యజమానుడు
518,Chef::N,жұмыс басқарушысы,యజమానుడు
519,Meister::N,шебер,కళాకారుడు
520,Meister::N,өнерпаз,కళాకారుడు
521,Arzt::N,дәрігер,వైద్యుడు
522,Lehrer::N,мұғалім,ఉపాధ్యాయుడు
523,Geld::N,пұл,ద్రవ్యము
524,Geschäft::N,бизнес,వ్యాపారము
525,Laden::N,дүкен,అంగడి
526,Preis::N,ақы,వెల
527,Preis::N,құны,వెల
528,Preis::N,нарық,వెల
529,Ware::N,тауар,సరకులు
530,Nutzen::N,пайда,ప్రయోజనము
531,Reichtum::N,бақ-дәулет,ధనము
532,Welt::N,әлем,ప్రపంచము
533,Welt::N,жиһан,ప్రపంచము
534,Land::N,аймақ,దేశము
535,Staat::N,мемлекет,రాజ్యము
536,König::N,патша,రాజు
537,Macht::N,өкімет,అధికారము
538,Macht::N,қожалық,అధికారము
539,Grenze::N,шек,సరిహద్దు
540,Krieg::N,соғыс,యుద్ధము
541,Feind::N,жау,శత్రువు
542,Feind::N,дұшпан,శత్రువు
543,Gewalt::N,зорлык,దౌర్జన్యము
544,Gewalt::N,зорлық-зомбылык,దౌర్జన్యము
545,Kampf::N,күрес,పోట్లాట
546,Kampf::N,алыспақ,పోట్లాట
547,Bogen[Waffe]::N,саржа,విల్లు
548,Pfeil::N,жебе,బాణము
549,Gewehr::N,қару,తుపాకి
550,Fehler::N,әбес,తప్ప
551,Fehler::N,қаталық,తప్ప
552,Lüge::N,өтірік,అసత్యము
553,Schaden::N,зиян,నష్టము
554,Schaden::N,зарар,నష్టము
555,Unglück::N,пәле,దురదృష్టము
556,Unglück::N,қасырет,దురదృష్టము
557,Unglück::N,ауыртпалық,దురదృష్టము
558,Schuld::N,айыптылық,తప్పు
559,Alter::N,жас,వయస్సు
560,Alter::N,жас шамасы,వయస్సు
561,Schluss::N,ада,ముగింపు
562,Schluss::N,бітуі,ముగింపు
563,Zeit::N,уақыт,కాలము
564,Tag::N,күн,దినము
565,Morgen::N,таң,ఉదయము
566,Morgen::N,таңертең,ఉదయము
567,Mittag::N,талтүс,మధ్యాహ్నము
568,Abend::N,кеш,సాయంకాలము
569,Nacht::N,түн,రత్రి
570,Woche::N,апта,వారము
571,Monat::N,ай,నెల
572,Jahr::N,жыл,సంవత్సరము
573,Frühling::N,көктем,వసంతకాలము
574,Sommer::N,жаз,వేసవికాము
575,Herbst::N,күз,ఆకురాలుకాలము
576,Winter::N,қыс,శీతకాలము
577,Januar::N,каңтар,జనవరి
578,Februar::N,ақпан,ఫిబ్రవరి
579,März::N,наурыз,మార్చి
580,April::N,сәуір,ఏప్రిలు
581,Mai::N,мамыр,మే
582,Juni::N,маусым,జూన్
583,Juli::N,шілде,జూలై
584,August::N,сүмбіле,ఆగస్టు
585,August::N,тамыз,ఆగస్టు
586,September::N,қыркүйек,సెప్ఠెంబరు
587,Oktober::N,ақырап,అక్టోబరు
588,November::N,қараша,నవంబరు
589,Dezember::N,желтоқсан,డిసెంబర్
590,Montag::N,дүйсенбі,సోమవారము
591,Dienstag::N,сейсенбі,మంగళవారము
592,Mittwoch::N,сәрсенбі,బుధవారము
593,Donnerstag::N,бейсенбі,గురువారము
594,Freitag::N,жұма,శుక్రవారము
595,Samstag::N,сенбі,శనివారము
596,Sonntag::N,жексембі,ఆదివారము
597,groß::A,алпамсадай,గొప్పైన
598,klein::A,кішкене,చిన్న
599,klein::A,қарғадай,చిన్న
600,lang::A,сопақ,పొడుగాటి
601,lang::A,сорайған,పొడుగాటి
602,kurz::A,кеспелтек,పొట్టి
603,breit::A,айдынды,వెడల్పైన
604,schmal::A,қысық,ఇఱుకైన
605,dicht::A,жиі,దట్టమైన
606,dick[Gegenstand]::A,шомбал,దట్టమైన
607,dünn::A,жұқа,పలుచని
608,dünn::A,жіңішке,పలుచని
609,fein::A,қаңылтақ,నాజాకైన
610,fest::A,берік,దృడమైవ
611,fest::A,мызғымас,దృడమైవ
612,flach::A,жалпак,చదువైన
613,glatt::A,типыл,నున్నని
614,hart::A,қатты,కఠినమైన
615,weich::A,жұмсақ,మృదువైన
616,rund::A,домалақ,గుండ్రని
617,spitz::A,үшкір,మొనగల
618,scharf::A,сүйрік,పదనైన
619,stumpf::A,доғал,వాడిలేని
620,stumpf::A,өтпейтін,వాడిలేని
621,schwer::A,салмақты,బరువ్తెన
622,schön::A,сұлу,సుందరమైన
623,heiß::A,ыссы,వేడియైన
624,warm::A,жылы,వెచ్చని
625,kalt::A,аязды,చల్లని
626,kühl::A,салқын,చల్లని
627,frisch::A,таза,తాజాయైన
628,frisch::A,жаңа,తాజాయైన
629,feucht::A,нам,చెమ్మగానున్న
630,feucht::A,дымқылды,చెమ్మగానున్న
631,nass::A,сулы,తడిగామన్న
632,trocken::A,құрғақ,ఎండిన
633,voll::A,толы,నిండు
634,leer::A,бос,శూన్యమైన
635,offen::A,ашып қойылған,తెఱచియున్న
636,geschlossen::A,жабулы,మూసిన
637,sauber::A,дақсыз,పరిశుద్ధమైన
638,sauber::A,мұнтаздай,పరిశుద్ధమైన
639,schmutzig::A,айғыз,ముఱికియైన
640,schmutzig::A,сатпақ,ముఱికియైన
641,schmutzig::A,сатал-сатал,ముఱికియైన
642,roh::A,шикі,పచ్చి
643,reif::A,піскен,పండివ
644,lecker::A,дәмді,రుచి గల
645,süß::A,тәтті,తియ్యని
646,bitter::A,ащы,చేదైన
647,sauer::A,қышқыл,పుల్లని
648,hell::A,жарық,కాంతిగల
649,hell::A,жарқын,కాంతిగల
650,dunkel::A,қараңғы,చీకటియైన
651,schwarz::A,қара,నల్లని
652,weiß::A,ақ,తెలుపు
653,rot::A,қызыл,ఎఱ్ఱని
654,gelb::A,сары,పసుపు పచ్చ
655,blau::A,көк,నీలవర్ణము
656,grün::A,жасыл,ఆకుపచ్చని
657,grau::A,бозамық,నెరిసిన
658,bunt::A,алабажак,రంగేలీ
659,billig::A,арзан,చౌకయైన
660,teuer::A,бағалы,వెలపొడుగైన
661,wertvoll::A,құнды,విలుప్తెన
662,wertvoll::A,қымбат,విలుప్తెన
663,blind::A,көзсіз,గ్రుడ్డి
664,blind::A,көр,గ్రుడ్డి
665,blind::A,көр_соқыр,గ్రుడ్డి
666,taub::A,керең,చెవిటి
667,taub::A,саңырау,చెవిటి
668,kräftig::A,қуатты,శక్తి గల
669,kräftig::A,қарымды,శక్తి గల
670,stark::A,білекті,బలమైన
671,schwach::A,әлсіз,బలహీనమైన
672,schwach::A,күшсіз,బలహీనమైన
673,schwach::A,қайратсыз,బలహీనమైన
674,fett::A,семіз,క్రొవ్విన
675,schlank::A,ашаң,సన్నని
676,hübsch::A,ажарлы,సాగప్తెన
677,hübsch::A,шырайлы,సాగప్తెన
678,böse::A,өш,చెడ్డ
679,böse::A,сұм,చెడ్డ
680,böse::A,жауыз,చెడ్డ
681,dumm::A,көкми,తెలివిలేని
682,dumm::A,ақымақ,తెలివిలేని
