,Concept_ID,sl,ml
98,Moor::N,bárje,പാഴ്നിലം
99,Wiese::N,trávnik,പുൽത്തകിടി
100,Wald::N,lés,വനം
101,Wald::N,lés,കാട്
102,Wald::N,gòzd,വനം
103,Wald::N,gòzd,കാട്
104,Hügel::N,brég,കുന്ന്
105,Hügel::N,goríca,കുന്ന്
106,Anhöhe::N,gríč,ഉയർന്ന ഭൂമി
107,Anhöhe::N,višína,ഉയർന്ന ഭൂമി
108,Berg::N,gôra,പർവ്വതം
109,Berg::N,planína,പർവ്വതം
110,Gipfel::N,vŕh,ഉച്ചകോടി
111,Höhle::N,jáma,ഗുഹ
112,Höhle::N,votlína,ഗുഹ
113,Abhang::N,pobóčje,ചരിവ്
114,Quelle::N,izvír,ഉറവിടം
115,Bach::N,pôtok,അരുവി
116,Fluss::N,réka,നദി
117,Ufer::N,brég,തീരം
118,Küste::N,obála,കടൽത്തീരം
119,Küste::N,obréžje,കടൽത്തീരം
120,Festland::N,celína,കര
121,Festland::N,kopnína,കര
122,Meer::N,mórje,കടൽ
123,Bucht::N,zalív,ഉൾക്കടല്
124,Insel::N,ôtok,ദ്വീപ്
125,Blume::N,cvetlíca,പൂവ്
126,Gras::N,tráva,പുല്ല്
127,Wurzel::N,korenína,വേര്
128,Baum::N,drevó,മരം
129,Stamm::N,dêblo,തായ്ത്തടി
130,Rinde::N,lúbje,പട്ട
131,Rinde::N,skórja,പട്ട
132,Ast::N,véja,ശാഖ
133,Zweig::N,véja,ശാഖ
134,Blatt::N,líst,ഇല
135,Birke::N,bréza,പൂവരശ്
136,Kiefer[Baum]::N,bòr,പൈൻമരം
137,Weide[Baum]::N,vŕba,വില്ലോ
138,Tanne::N,hója,ദേവദാരു
139,Horn::N,róg,മൃഗത്തിൻറെ കൊമ്പ്
140,Feder::N,peró,തൂവൽ
141,Fell::N,kŕzno,മൃദുരോമം
142,Flügel::N,krílo,ചിറക്
143,Klaue::N,párkelj,നഖം
144,Kralle::N,krémpelj,നഖം
145,Schwanz::N,rèp,വാൽ
146,Ei::N,jájce,മുട്ട
147,Nest::N,gnézdo,കൂട്
148,Bau::N,brlòg,മാളം
149,Tier::N,živál,മൃഗം
150,Herde::N,čréda,കൂട്ടം
151,Kuh::N,kráva,പശു
152,Bulle::N,bìk,കാള
153,Pferd::N,kònj,കുതിര
154,Schaf::N,ôvca,ആട്
155,Schwein::N,svínja,പന്നി
156,Hund::N,pès,നായ്
157,Katze::N,máčka,പൂച്ച
158,Bär::N,mêdved,കരടി
159,Eichhörnchen::N,véverica,അണ്ണാൻ
160,Elch::N,lós,കടമാന്
161,Fuchs::N,lisíca,കുറുക്കൻ
162,Hase::N,zájec,മുയൽ
163,Maus::N,mìš,ചുണ്ടലി
164,Wolf::N,vólk,ചെന്നായ
165,Vogel::N,ptìč,പക്ഷി
166,Vogel::N,ptíca,പക്ഷി
167,Schwarm::N,játa,കൂട്ടം
168,Huhn::N,kokóš,കോഴി
169,Hahn::N,petêlin,പൂവൻകോഴി
170,Gans::N,gós,അരയന്നം
171,Adler::N,ôrel,കഴുകൻ
172,Ente::N,ráca,താറാവ്
173,Eule::N,sôva,മൂങ്ങ
174,Kranich::N,žerjàv,കൊക്ക്
175,Krähe::N,vrána,കാക്ക
176,Kuckuck::N,kúkavica,കുയിൽ
177,Schwan::N,labód,അരയന്നം
178,Fisch::N,ríba,മത്സ്യം
179,Barsch::N,ostríž,ഒരിനം മത്സ്യം
180,Hecht::N,ščúka,ഒരു മത്സ്യം
181,Schlange[Tier]::N,káča,പാമ്പ്
182,Wurm::N,čr̀v,വിര
183,Wurm::N,glísta,വിര
184,Spinne::N,pájek,ചിലന്തി
185,Ameise::N,mrávlja,ഉറുമ്പ്
186,Laus::N,úš,പേന്
187,Mücke::N,komár,മശകം
188,Fliege::N,múha,ഈച്ച
189,Schmetterling::N,metúlj,ചിത്രശലഭം
190,Beere::N,jágoda,ബെറി
191,Apfel::N,jábolko,ആപ്പിൾ
192,Pilz::N,góba,കൂൺ
193,Zwiebel::N,čebúla,സവാള
194,Saat::N,séme,വിത്ത്
195,Korn::N,zŕno,ധാന്യം
196,Heu::N,senó,വയ്ക്കോൽ
197,Schale::N,lupína,തൊലി
198,Grube::N,jáma,കുഴി
199,Falle::N,pást,കെണി
200,Schlinge::N,zánka,കുടുക്ക്
201,Schlinge::N,pêtlja,കുടുക്ക്
202,Spur::N,sléd,ചുവട്
203,Asche::N,pepél,ചാരം
204,Dreck::N,bláto,അഴുക്ക്
205,Eisen::N,želézo,ഇരുമ്പ്
206,Gold::N,zlató,സ്വർണ്ണം
207,Silber::N,srebró,വെള്ളി
208,Kohle::N,ógel,കൽക്കരി
209,Glas::N,stêklo,ഗ്ലാസ്
210,Lehm::N,ílo,കളിമണ്ണ്
211,Sand::N,pések,മണൽ
212,Mensch::N,člôvek,മനുഷ്യർ
213,Mann::N,móž,പുരുഷൻ
214,Mann::N,môški,പുരുഷൻ
215,Frau::N,gospá,സ്ത്രീ
216,Frau::N,žénska,സ്ത്രീ
217,Kind::N,déte,കുഞ്ഞ്
218,Kind::N,otròk,കുഞ്ഞ്
219,Junge::N,fànt,ആൺകുട്ടി
220,Junge::N,déček,ആൺകുട്ടി
221,Mädchen::N,deklè,പെൺകുട്ടി
222,Mädchen::N,déklica,പെൺകുട്ടി
223,Familie::N,družína,കുടുംബം
224,Großvater::N,dèd,അപ്പൂപ്പൻ
225,Großvater::N,dédek,അപ്പൂപ്പൻ
226,Großmutter::N,bábica,അമ്മുമ്മ
227,Eltern::N,stárši,മാതാപിതാക്കള്
228,Vater::N,ôče,അച്ഛൻ
229,Mutter::N,máma,അമ്മ
230,Sohn::N,sín,മകൻ
231,Tochter::N,hčí,മകൾ
232,Tochter::N,hčérka,മകൾ
233,Bruder::N,bràt,ചേട്ടൻ
234,Bruder::N,bràt,അനിയൻ
235,Schwester::N,sêstra,ചേച്ചി
236,Schwester::N,sêstra,അനിയത്തി
237,Onkel::N,újec,അമ്മാവൻ
238,Onkel::N,stríc,അമ്മാവൻ
239,Tante::N,têta,മാമി
240,Tante::N,strína,മാമി
241,Ehemann::N,móž,ഭർത്താവ്
242,Ehemann::N,sopróg,ഭർത്താവ്
243,Ehefrau::N,žêna,ഭാര്യ
244,Ehefrau::N,sopróga,ഭാര്യ
245,Freude::N,rádost,ആഹ്ലാദം
246,Freude::N,vesêlje,ആഹ്ലാദം
247,Gelächter::N,sméh,ചിരിയുടെ ശബ്ദം
248,Gelächter::N,grohòt,ചിരിയുടെ ശബ്ദം
249,Glück::N,sréča,സന്തോഷം
250,Glück::N,sréča,സന്തുഷ്ടി
251,Kummer::N,gorjé,ശോകം
252,Wunsch::N,žêlja,ആഗ്രഹം
253,Lust::N,poželênje,ആഗ്രഹം
254,Geist::N,dúša,ചുറുചുറുക്ക്
255,Gedanke::N,mísel,ചിന്ത
256,Gedächtnis::N,pámet,ഓർമ്മശക്തി
257,Sinn::N,pomèn,അർത്ഥം
258,Sinn::N,smísel,അർത്ഥം
259,Grund::N,vzròk,കാരണം
260,Wahrheit::N,resníca,സത്യം
261,Gespräch::N,pogóvor,സല്ലാപം
262,Märchen::N,právljica,യക്ഷിക്കഥ
263,Erzählung::N,povést,കഥ
264,Nachricht::N,sporočílo,സന്ദേശം
265,Neuigkeit::N,novóst,വാർത്ത
266,Name::N,imé,പേര്
267,Rätsel::N,ugánka,പ്രഹേളിക
268,Rede::N,góvor,സംസാരം
269,Sprache::N,jêzik,ഭാഷ
270,Stimme::N,glás,സ്വരം
271,Wort::N,beséda,വാക്ക്
272,Zeichen::N,znák,സംജ്ഞ
273,Ruf::N,klíc,വിളി
274,Lärm::N,hrúp,ആരവം
275,Lärm::N,trúšč,ആരവം
276,Laut::N,glás,ശബ്ദം
277,Ton::N,tón,സ്വരഭേദം
278,Lied::N,pésem,പാട്ട്
279,Ruhe::N,pokòj,നിശ്ചലത
280,Leute::N,ljudjé,ജനങ്ങൾ
281,Volk::N,národ,രാഷ്ടം
282,Arbeit::N,délo,ജോലി
283,Gast::N,gòst,അതിലി
284,Geschenk::N,darílo,സമ്മാനം
285,Spiel::N,ígra,കളി
286,Gesellschaft::N,drúžba,കൂട്ടായ്മ
287,Hilfe::N,pomóč,സഹായം
288,Freund::N,prijátelj,സുഹൃത്ത്
289,Kamerad::N,továriš,കൂട്ടാളി
290,Angelegenheit::N,zadéva,കാര്യം
291,Anzahl::N,števílo,എണ്ണം
292,Art::N,vŕsta,തരം
293,Stück::N,kós,കഷണം
294,Teil::N,dél,ഭാഗം
295,Hälfte::N,polovíca,പകുതി
296,Kreis::N,króg,വൃത്തം
297,Kreis::N,kolobár,വൃത്തം
298,Kreuz::N,kríž,കുരിശടയാളം
299,Linie::N,próga,വര
300,Linie::N,próga,രേഖ
301,Strich::N,čŕta,പക്ഷാഘാതം
302,Abstand::N,preslédek,വിടവ്
303,Entfernung::N,oddáljenost,അകലം
304,Gegend::N,kràj,പ്രദേശം
305,Gegend::N,dežêla,പ്രദേശം
306,Platz::N,prôstor,ഇടം
307,Ort::N,mésto,സ്ഥലം
308,Seite::N,bòk,വശം
309,Seite::N,strán,വശം
310,Mitte::N,sredína,മധ്യസ്ഥാനം
311,Gegenstand::N,prédmet,സാധനം
312,Sache::N,réč,വസ്തു
313,Sache::N,stvár,വസ്തു
314,Rand::N,kràj,തൊങ്ങൽ
315,Kante::N,rób,അറ്റം
316,Ecke::N,vogál,മൂല
317,Spitze::N,óst,അഗ്രം
318,Ende::N,kônec,അവസാനം
319,Loch::N,lúknja,ദ്വാരം
320,Winkel::N,kót,കോൺ
321,Muster::N,vzórec,ക്രമം
322,Größe::N,veličína,വലുപ്പം
323,Länge::N,dolžína,നീളം
324,Höhe::N,vršína,ഉയരം
325,Gewicht::N,téža,കട്ടി
326,Menge::N,količína,അളവ്
327,Haufen::N,kùp,കൂമ്പാരം
328,Haufen::N,kopíca,കൂമ്പാരം
329,Reihe::N,níz,വരി
330,Reihe::N,vŕsta,വരി
331,Boot::N,čóln,ബോട്ട്
332,Ruder::N,vêslo,പങ്കായം
333,Schlitten::N,saní,ഉരുളില്ലാവണ്ടി
334,Ski::N,smučí,ഹിമപാദുകം
335,Lagerfeuer::N,táborni ôgenj,തീ
336,Last::N,tôvor,ഭാരം
337,Gang::N,hòd,നടത്തം
338,Schritt::N,korák,ചുവട്
339,Norden::N,séver,വടക്ക്
340,Süden::N,júg,തെക്ക്
341,Westen::N,zapàd,പടിഞ്ഞാറ്
342,Osten::N,vzhòd,കിഴക്ക്
343,Holz::N,lés,തടി
344,Brett::N,deskà,ബോർഡ്
345,Platte::N,plôča,തകിട്
346,Stütze::N,opóra,താങ്ങ്
347,Stütze::N,zaslómba,താങ്ങ്
348,Stange::N,gréd,കമ്പ്
349,Stock::N,pálica,വടി
350,Stab::N,pálica,കുറുവടി
351,Rohr::N,cév,കുഴൽ
352,Haus::N,híša,വീട്
353,Heim::N,dóm,വീട്
354,Ofen::N,péč,സ്റ്റൌ
355,Fußboden::N,pòd,തറ
356,Tisch::N,míza,മേശ
357,Stuhl::N,stòl,കസേര
358,Wiege::N,zíbel,തൊട്ടിൽ
359,Bett::N,póstelja,കിടക്ക
360,Regal::N,políca,ഷെൽഫ്
361,Kiste::N,zabòj,പെട്ടി
362,Fenster::N,ôkno,ജനൽ
363,Tür::N,vráta,വാതിൽ
364,Tor::N,velíka vráta,കവാടം
365,Zaun::N,ográja,വേലി
366,Dach::N,stréha,മേൽക്കുര
367,Leiter::N,léstev,ഏണി
368,Besen::N,mêtla,ചൂല്
369,Spaten::N,lopáta,തൂമ്പ
370,Schaufel::N,lopáta,തൂമ്പ
371,Gabel::N,vílice,മുൾക്കത്തി
372,Löffel::N,žlíca,സ്പൂൺ
373,Messer::N,nòž,കത്തി
374,Nagel::N,žebèlj,ആണി
375,Netz::N,mréža,വല
376,Haken::N,kljúka,കൊളുത്ത്
377,Griff::N,ročáj,കൈപ്പിടി
378,Griff::N,oprijèm,കൈപ്പിടി
379,Schloss::N,ključávnica,പൂട്ട്
380,Bild::N,slíka,ചിത്രം
381,Figur::N,figúra,കണക്ക്
382,Figur::N,postáva,കണക്ക്
383,Puppe::N,lútka,പാവ
384,Beutel::N,môšnja,ബാഗ്
385,Bündel::N,cúla,കെട്ട്
386,Bündel::N,svéženj,കെട്ട്
387,Tasche::N,tórba,ബാഗ്
388,Tasche::N,tobôlec,ബാഗ്
389,Eimer::N,vêdro,ബക്കറ്റ്
390,Deckel::N,pokròv,ഉറ
391,Deckel::N,poklópec,ഉറ
392,Geschirr::N,posóda,പിഞ്ഞാണം
393,Sack::N,vréča,ചാക്ക്
394,Tasse::N,skodélica,കപ്പ്
395,Topf::N,lônec,പാത്രം
396,Kessel::N,kôtel,കെറ്റ്ല്
397,Essen::N,hrána,ആഹാരസമയം
398,Nahrung::N,živílo,ഭക്ഷണം
399,Speise::N,jéd,ഡിഷ്
400,Fleisch::N,mesó,മാംസം
401,Getreide::N,žíto,ചോളം
402,Brei::N,káša,കഞ്ഞി
403,Brot::N,krùh,റോട്ടി
404,Scheibe::N,réženj,തുണ്ട്
405,Fett::N,mást,കൊഴുപ്പ്
406,Fett::N,maščôba,കൊഴുപ്പ്
407,Butter::N,máslo,വെണ്ണ
408,Öl::N,ólje,എണ്ണ
409,Salz::N,sól,ഉപ്പ്
410,Suppe::N,júha,സൂപ്പ്
411,Honig::N,méd,തേൻ
412,Milch::N,mléko,പാൽ
413,Tee::N,čáj,ചായ
414,Leder::N,úsnje,തുകൽ
415,Wolle::N,vólna,കമ്പിളി
416,Stoff::N,blagó,തുണി
417,Nadel::N,ígla,സൂചി
418,Faden::N,nít,നൂല്
419,Knopf::N,gúmb,ബട്ടൺ
420,Knoten::N,vôzel,കുരുക്ക്
421,Farbe::N,bárva,പെയിൻറ്
422,Kleidung::N,obléka,വസ്ത്രങ്ങൾ
423,Hemd::N,srájca,ഷർട്ട്
424,Kragen::N,ovrátnik,കുപ്പായക്കഴുത്ത്
425,Ärmel::N,rokáv,കുപ്പായക്കൈ
426,Hose::N,hláče,ട്രൌസർ
427,Gürtel::N,pás,ബെൽറ്റ്
428,Mütze::N,kápa,തൊപ്പി
429,Mütze::N,čépica,തൊപ്പി
430,Schuh::N,čévelj,ഷൂ
431,Stiefel::N,škórenj,ബൂട്ട്
432,Ring::N,pŕstan,മോതിരം
433,Band::N,trák,റിബൺ
434,Kamm::N,glavník,ചീപ്പ്
435,Spiegel::N,zrcálo,കണ്ണാടി
436,Spiegel::N,ogledálo,കണ്ണാടി
437,Riemen::N,jêrmen,സ്ട്രാപ്പ്
438,Schnur::N,vŕvca,ചരട്
439,Leine::N,konôpec,കെട്ടാനുള്ള തോൽവാർ
440,Decke::N,odéja,പുതപ്പ്
441,Kissen::N,blazína,തലയിണ
442,Tuch::N,pŕt,സ്കാർഫ്
443,Tuch::N,rúta,സ്കാർഫ്
444,Handtuch::N,brisáča,തോർത്ത്
445,Kraft::N,síla,ശക്തി
446,Stärke::N,jákost,ശക്തി
447,Gesundheit::N,zdrávje,ആരോഗ്യം
448,Krankheit::N,bolézen,അസുഖം
449,Schmerz::N,ból,വേദന
450,Schmerz::N,bolečína,വേദന
451,Wunde::N,rána,മുറിവ്
452,Fieber::N,vročína,പനി
453,Arznei::N,lék,മരുന്ന്
454,Arznei::N,zdravílo,മരുന്ന്
455,Brücke::N,móst,പാലം
456,Brunnen::N,vodnják,കിണർ
457,Weide::N,páša,മേച്ചൽ
458,Pfad::N,stezà,വഴി
459,Weg::N,pót,വഴി
460,Straße::N,césta,റോഡ്
461,Dorf::N,vás,ഗ്രാമം
462,Stadt::N,mésto,നഗരം
463,Brief::N,písmo,കത്ത്
464,Buch::N,knjíga,പുസ്തകം
465,Buchstabe::N,čŕka,അക്ഷരം
466,Zeitung::N,čásnik,വർത്തമാനപത്രം
467,Leben::N,življênje,ജീവൻ
468,Tod::N,smŕt,മരണം
469,Grab::N,gròb,ശവക്കുഴി
470,Kirche::N,cérkev,പള്ളി
471,Sünde::N,gréh,പാപം
472,Gott::N,bóg,ദൈവം
473,Arbeiter::N,délavec,ജോലിക്കാരൻ
474,Chef::N,šéf,മേധാവി
475,Meister::N,mójster,യജമാനൻ
476,Arzt::N,zdravník,ഡോക്ടർ
477,Lehrer::N,učítelj,അധ്യാപകൻ
478,Geld::N,denár,പണം
479,Geschäft::N,kupčíja,ബിസിനസ്
480,Laden::N,trgovína,കട
481,Preis::N,céna,വില
482,Ware::N,róba,ചരക്ക്
483,Nutzen::N,príd,ലാഭം
484,Reichtum::N,bogástvo,ധനം
485,Welt::N,svét,ലോകം
486,Land::N,dežêla,രാജ്യം
487,Staat::N,držáva,രാജ്യം
488,König::N,králj,രാജാവ്
489,Macht::N,oblást,അധികാരം
490,Grenze::N,mêja,അതിർത്തി
491,Krieg::N,vôjna,യുദ്ധം
492,Feind::N,sovrážnik,ശത്രു
493,Gewalt::N,nasílje,അക്രമം
494,Kampf::N,bòj,പോരാട്ടം
495,Kampf::N,bórba,പോരാട്ടം
496,Bogen[Waffe]::N,lók,വില്ല്
497,Pfeil::N,puščíca,അമ്പ്
498,Gewehr::N,púška,തോക്ക്
499,Fehler::N,zmóta,പിശക്
500,Lüge::N,láž,കള്ളം
501,Schaden::N,okvára,കേടുപാട്
502,Unglück::N,nesréča,ദൌർഭാഗ്യം
503,Schuld::N,krívda,തെറ്റ്
504,Alter::N,dôba,വയസ്സ്
505,Schluss::N,kônec,നിഗമനം
506,Zeit::N,čàs,സമയം
507,Tag::N,dán,ദിവസം
508,Morgen::N,jútro,പ്രഭാതം
509,Mittag::N,póldan,ഉച്ച
510,Abend::N,večér,സായാഹ്നം
511,Nacht::N,nóč,രാത്രി
512,Woche::N,téden,ആഴ്ച
513,Monat::N,mésec,മാസം
514,Jahr::N,léto,വർഷം
515,Frühling::N,pomlád,വസന്തം
516,Sommer::N,polétje,വേനൽ
517,Herbst::N,jesén,ശരത്കാലം
518,Winter::N,zíma,ശൈത്യം
519,Januar::N,jánuar,ജനുവരി
520,Februar::N,fébruar,ഫെബ്രുവരി
521,März::N,márec,മാർച്ച്
522,April::N,apríl,ഏപ്രിൾ മാസം
523,Mai::N,máj,മെയ് മാസം
524,Juni::N,júnij,ജൂൺ
525,Juli::N,júlij,ജൂലൈ
526,August::N,avgúst,ആഗസ്റ്റ്
527,September::N,septêmber,സെപ്തംബർ
528,Oktober::N,október,ഒക്ടോബർ
529,November::N,novêmber,നവംബർ
530,Dezember::N,decémber,ഡിസംബർ
531,Montag::N,ponedéljek,തിങ്കളാഴ്ച
532,Dienstag::N,tôrek,ചൊവ്വ
533,Mittwoch::N,sréda,ബുധനാഴ്ച
534,Donnerstag::N,četŕtek,വ്യാഴാഴ്ച
535,Freitag::N,pétek,വെള്ളിയാഴ്ച
536,Samstag::N,sobóta,ശനിയാഴ്ച
537,Sonntag::N,nedélja,ഞായറാഴ്ച
538,groß::A,vêlik,വലിയ
539,klein::A,májhen,ചെറിയ
540,lang::A,dólg,നീണ്ട
541,kurz::A,krátek,ഹ്രസ്വമായ
542,breit::A,širòk,വിശാലമായ
543,schmal::A,ózek,ഇടുങ്ങിയ
544,dicht::A,góst,നിബിഡമായ
545,dick[Gegenstand]::A,dêbel,തടിച്ച
546,dünn::A,tánek,മെലിഞ്ഞ
547,fein::A,drôben,നേർത്ത
548,fest::A,tŕden,ഉറപ്പുള്ള
549,flach::A,plán,പരന്ന
550,flach::A,plòsk,പരന്ന
551,glatt::A,gládek,മിനുസമുള്ള
552,hart::A,tŕd,കട്ടിയുള്ള
553,weich::A,mehák,മൃദുവായ
554,rund::A,okrógel,വട്ടത്തിലുള്ള
555,spitz::A,šílast,മുനയുള്ള
556,scharf::A,óster,മൂർച്ചയുള്ള
557,stumpf::A,tóp,തുറന്നടിക്കുന്ന
558,stumpf::A,skŕhan,തുറന്നടിക്കുന്ന
559,schwer::A,têžek,ഭാരമുള്ള
560,schön::A,lép,മനോഹരമായ
561,schön::A,krásen,മനോഹരമായ
562,heiß::A,vròč,ചൂടുള്ള
563,warm::A,tôpel,ചൂടുള്ള
564,kalt::A,mŕzel,തണുത്ത
565,kalt::A,hláden,തണുത്ത
566,kühl::A,hláden,തണുപ്പുള്ള
567,frisch::A,svéž,ശുദ്ധമായ
568,feucht::A,vlážen,ഈറനുള്ള
569,nass::A,móker,നനഞ്ഞ
570,trocken::A,súh,വരണ്ട
571,voll::A,póln,നിറയെ
572,leer::A,prázen,ഒഴിഞ്ഞ
573,offen::A,odpŕt,തുറന്ന
574,geschlossen::A,zapŕt,അടച്ച
575,sauber::A,číst,വൃത്തിയുള്ള
576,sauber::A,líčen,വൃത്തിയുള്ള
577,schmutzig::A,umázan,അഴുക്കുനിറഞ്ഞ
578,roh::A,suròv,അസംസ്കൃതമായ
579,reif::A,zrèl,പഴുത്ത
580,lecker::A,okúsen,രുചികരമായ
581,süß::A,sládek,മധുരമുള്ള
582,bitter::A,grenák,കടുത്ത
583,sauer::A,kísel,പുളിപ്പുള്ള
584,hell::A,svetèl,ജ്വലിക്കുന്ന
585,dunkel::A,temèn,ഇരുണ്ട
586,schwarz::A,čŕn,കറുത്ത
587,weiß::A,bél,വെളുത്ത
588,rot::A,rdèč,ചുവന്ന
589,gelb::A,žólt,മഞ്ഞനിറമായ
590,gelb::A,rumèn,മഞ്ഞനിറമായ
591,blau::A,móder,നീലനിറമുള്ള
592,grün::A,zelèn,പച്ചനിറമുള്ള
593,grau::A,sív,ചാരനിറത്തിലുള്ള
594,bunt::A,písan,വർണ്ണശബളമായ
595,billig::A,pocéni,വിലകുറഞ്ഞ
596,teuer::A,drág,ചെലവേറിയ
597,wertvoll::A,dragocén,വിലപിടിപ്പുള്ള
598,blind::A,slép,അന്ധനായ
599,taub::A,glúh,കേൾവിക്കുറവുള്ള
600,kräftig::A,močán,ശക്തിയുള്ള
601,stark::A,ják,ബലമുള്ള
602,schwach::A,šíbek,ക്ഷീണിച്ച
603,fett::A,dêbel,കൊഴുപ്പുള്ള
604,schlank::A,vítek,മെലിഞ്ഞ
605,hübsch::A,lép,മനോഹരമായ
606,böse::A,zèl,പാപിയായ
607,böse::A,hudôben,പാപിയായ
608,dumm::A,glúp,വിവരംകെട്ട
609,dumm::A,bédast,വിവരംകെട്ട
610,faul::A,lén,അലസനായ
611,fleißig::A,marljív,അദ്ധ്വാനശീലമുള്ള
612,geizig::A,škŕt,പിശുക്കനായ
613,klug::A,pámeten,ബുദ്ധിസാമർഥ്യമുള്ള
614,geschickt::A,spréten,പ്രതിഭാശാലി
615,lieb::A,míl,പ്രിയപ്പെട്ട
616,lieb::A,ljúb,പ്രിയപ്പെട്ട
617,lustig::A,vesél,ആനന്ദകരമായ
618,sanft::A,láhek,സൌമ്യമായ
619,hungrig::A,láčen,വിശപ്പുള്ള
620,krank::A,bolán,അസുഖമുള്ള
621,nackt::A,nág,നഡമായ
622,traurig::A,túžen,വിഷമമുള്ള
623,lebendig::A,žív,ഉപജീവനം
624,gut::A,dóber,നല്ല
625,schlecht::A,malopríden,മോശമായ
626,richtig::A,pravílen,ശരിയായ
627,schlimm::A,húd,വൃത്തികെട്ട
628,wahr::A,resníčen,ശരിയായ
629,alt::A,stàr,പഴയ
630,neu::A,nòv,പുതിയ
631,ehemalig::A,nekdánji,മുൻ
632,alt[Lebewesen]::A,stàr,വയസ്സുള്ള
633,jung::A,mlád,കൌമാരമായ
634,arm::A,ubóg,പാവപ്പെട്ട
635,arm::A,réven,പാവപ്പെട്ട
