,Concept_ID,ja,pt
107,Wald::N,森,bosque
108,Wald::N,森,floresta
109,Hügel::N,丘,colina
110,Anhöhe::N,高み,alto
111,Anhöhe::N,高み,outeiro
112,Berg::N,山,monte
113,Berg::N,山,montanha
114,Gipfel::N,頂上,pico
115,Höhle::N,洞窟,caverna
116,Abhang::N,斜面,encosta
117,Quelle::N,泉,fonte
118,Bach::N,小川,regato
119,Bach::N,小川,ribeiro
120,Fluss::N,川,rio
121,Ufer::N,岸,beira
122,Küste::N,海岸,costa
123,Festland::N,陸,terra firme
124,Meer::N,海,mar
125,Bucht::N,湾,baía
126,Insel::N,島,ilha
127,Blume::N,花,flor
128,Gras::N,草,erva
129,Wurzel::N,根,raiz
130,Baum::N,木,árvore
131,Stamm::N,幹,tronco
132,Rinde::N,皮層,casca
133,Ast::N,枝,ramo
134,Zweig::N,小枝,galho
135,Blatt::N,葉,folha
136,Birke::N,樺,bétula
137,Kiefer[Baum]::N,松,pinheiro
138,Weide[Baum]::N,柳,salgueiro
139,Tanne::N,樅,abeto
140,Horn::N,角,corno
141,Horn::N,角,chifre
142,Feder::N,羽根,pena
143,Fell::N,毛皮,pele
144,Flügel::N,羽,asa
145,Klaue::N,鉤爪,pata
146,Kralle::N,爪,unha
147,Kralle::N,爪,garra
148,Schwanz::N,尻尾,rabo
149,Schwanz::N,尻尾,cauda
150,Ei::N,卵,ovo
151,Nest::N,巣,ninho
152,Bau::N,穴,toca
153,Bau::N,穴,covil
154,Tier::N,動物,animal
155,Herde::N,群れ,rebanho
156,Kuh::N,牛,vaca
157,Bulle::N,雄牛,touro
158,Pferd::N,馬,cavalo
159,Schaf::N,羊,ovelha
160,Schwein::N,豚,porco
161,Hund::N,犬,cão
162,Katze::N,猫,gata
163,Bär::N,熊,urso
164,Eichhörnchen::N,栗鼠,esquilo
165,Elch::N,ヘラジカ,alce
166,Fuchs::N,狐,raposa
167,Hase::N,兎,lebre
168,Maus::N,鼠,rato
169,Wolf::N,狼,lobo
170,Vogel::N,鳥,ave
171,Vogel::N,鳥,pássaro
172,Schwarm::N,群れ,bando
173,Schwarm::N,群れ,enxame
174,Huhn::N,鶏,galinha
175,Hahn::N,雄鶏,galo
176,Gans::N,ガチョウ,ganso
177,Adler::N,鷲,águia
178,Ente::N,鴨,pata
179,Eule::N,フクロウ,mocho
180,Eule::N,フクロウ,coruja
181,Kranich::N,鶴,grou
182,Krähe::N,烏,gralha
183,Kuckuck::N,郭公,cuco
184,Schwan::N,白鳥,cisne
185,Fisch::N,魚,peixe
186,Barsch::N,鱸,perca
187,Hecht::N,川魳,lúcio
188,Schlange[Tier]::N,蛇,serpente
189,Wurm::N,虫,verme
190,Spinne::N,蜘蛛,aranha
191,Ameise::N,蟻,formiga
192,Laus::N,虱,piolho
193,Mücke::N,蚊,mosquito
194,Fliege::N,蝿,mosca
195,Schmetterling::N,蝶,borboleta
196,Beere::N,漿果,bago
197,Apfel::N,林檎,maçã
198,Pilz::N,茸,fungo
199,Pilz::N,茸,cogumelo
200,Zwiebel::N,玉葱,cebola
201,Saat::N,種,sementeira
202,Korn::N,粒,grão
203,Heu::N,干し草,feno
204,Schale::N,皮,casca
205,Grube::N,穴,cova
206,Grube::N,穴,fossa
207,Falle::N,わな,armadilha
208,Schlinge::N,輪,laço
209,Spur::N,跡,pista
210,Spur::N,跡,vestígio
211,Asche::N,灰,cinza
212,Dreck::N,泥,sujidade
213,Eisen::N,鉄,ferro
214,Gold::N,金,ouro
215,Silber::N,銀,prata
216,Kohle::N,炭,carvão
217,Glas::N,ガラス,vidro
218,Lehm::N,ローム,barro
219,Lehm::N,ローム,argila
220,Sand::N,砂,areia
221,Mensch::N,人,homem
222,Mensch::N,人,pessoa
223,Mann::N,男,homem
224,Mann::N,男性,homem
225,Frau::N,女,mulher
226,Frau::N,女性,mulher
227,Kind::N,子,filho
228,Kind::N,子,criança
229,Kind::N,子供,filho
230,Kind::N,子供,criança
231,Junge::N,男の子,rapaz
232,Junge::N,男の子,menino
233,Mädchen::N,女の子,menina
234,Mädchen::N,女の子,rapariga
235,Familie::N,家族,família
236,Großvater::N,祖父,avô
237,Großvater::N,おじいさん,avô
238,Großmutter::N,祖母,avó
239,Großmutter::N,おばあさん,avó
240,Eltern::N,親,pais
241,Eltern::N,両親,pais
242,Vater::N,父,pai
243,Vater::N,お父さん,pai
244,Mutter::N,母,mãe
245,Mutter::N,お母さん,mãe
246,Sohn::N,息子,filho
247,Sohn::N,息子さん,filho
248,Tochter::N,娘,filha
249,Tochter::N,お嬢さん,filha
250,Bruder::N,弟,irmão
251,Schwester::N,妹,irmã
252,Onkel::N,伯父,tio
253,Onkel::N,伯父さん,tio
254,Tante::N,叔母,tia
255,Tante::N,叔母さん,tia
256,Ehemann::N,夫,esposo
257,Ehemann::N,主人,esposo
258,Ehefrau::N,妻,esposa
259,Ehefrau::N,奥さん,esposa
260,Freude::N,喜び,prazer
261,Freude::N,喜び,alegria
262,Gelächter::N,笑い,risada
263,Gelächter::N,笑い,gargalhada
264,Glück::N,幸せ,felicidade
265,Kummer::N,悩み,aflição
266,Kummer::N,悩み,desgosto
267,Wunsch::N,希望,desejo
268,Lust::N,気,vontade
269,Geist::N,精神,mente
270,Geist::N,精神,espírito
271,Gedanke::N,考え,ideia
272,Gedanke::N,考え,pensamento
273,Gedächtnis::N,記憶,memória
274,Verstand::N,理解力,razão
275,Verstand::N,理解力,inteligência
276,Sinn::N,意味,sentido
277,Sinn::N,意味,significado
278,Grund::N,理由,causa
279,Grund::N,理由,motivo
280,Wahrheit::N,真実,verdade
281,Gespräch::N,会話,conversa
282,Gespräch::N,会話,conversação
283,Märchen::N,童話,conto
284,Erzählung::N,物語,conto
285,Erzählung::N,物語,narrativa
286,Nachricht::N,報告,mensagem
287,Neuigkeit::N,ニュース,notícia
288,Neuigkeit::N,ニュース,novidade
289,Name::N,名前,nome
290,Rätsel::N,謎,adivinha
291,Rede::N,演説,oração
292,Rede::N,演説,discurso
293,Sprache::N,言語,língua
294,Stimme::N,声,voz
295,Wort::N,言葉,palavra
296,Zeichen::N,記号,marca
297,Ruf::N,呼び声,grito
298,Ruf::N,呼び声,chamada
299,Lärm::N,騒音,ruído
300,Lärm::N,騒音,barulho
301,Laut::N,音,som
302,Ton::N,音,tom
303,Lied::N,歌,canção
304,Ruhe::N,静けさ,calma
305,Ruhe::N,静けさ,silêncio
306,Leute::N,人々,gente
307,Leute::N,人々,pessoas
308,Volk::N,民族,povo
309,Volk::N,民族,nação
310,Arbeit::N,仕事,trabalho
311,Gast::N,客,hóspede
312,Gast::N,客,convidado
313,Geschenk::N,贈り物,prenda
314,Geschenk::N,贈り物,presente
315,Spiel::N,遊び,jogo
316,Gesellschaft::N,社会,companhia
317,Hilfe::N,援助,ajuda
318,Hilfe::N,援助,socorro
319,Freund::N,友達,amigo
320,Kamerad::N,同志,camarada
321,Angelegenheit::N,件,assunto
322,Anzahl::N,数,número
323,Anzahl::N,数,quantidade
324,Art::N,種類,tipo
325,Art::N,種類,espécie
326,Stück::N,部分,pedaço
327,Teil::N,部分,peça
328,Teil::N,部分,parte
329,Hälfte::N,半分,metade
330,Kreis::N,円,círculo
331,Kreuz::N,十字,cruz
332,Linie::N,線,linha
333,Strich::N,線,traço
334,Abstand::N,距離,distância
335,Entfernung::N,距離,distância
336,Gegend::N,辺,área
337,Gegend::N,辺,região
338,Gegend::N,地域,área
339,Gegend::N,地域,região
340,Platz::N,ゆとり,lugar
341,Ort::N,所,sítio
342,Ort::N,場所,sítio
343,Seite::N,横,lado
344,Mitte::N,真ん中,meio
345,Gegenstand::N,物件,objecto
346,Sache::N,物,coisa
347,Rand::N,端,bordo
348,Rand::N,端,margem
349,Kante::N,縁,borda
350,Kante::N,縁,aresta
351,Ecke::N,角,esquina
352,Spitze::N,先頭,ponta
353,Ende::N,端,cabo
354,Ende::N,端,extremo
355,Loch::N,穴,furo
356,Loch::N,穴,buraco
357,Winkel::N,片隅,canto
358,Winkel::N,片隅,ângulo
359,Muster::N,模様,padrão
360,Muster::N,模様,desenho
361,Größe::N,大きさ,tamanho
362,Länge::N,長さ,comprimento
363,Höhe::N,高さ,altura
364,Höhe::N,高さ,altitude
365,Gewicht::N,重さ,peso
366,Menge::N,量,quantidade
367,Haufen::N,堆積,pilha
368,Reihe::N,並び,fila
369,Boot::N,ボート,barco
370,Ruder::N,オール,remo
371,Schlitten::N,そり,trenó
372,Ski::N,スキー,esqui
373,Lagerfeuer::N,篝火,fogueira
374,Last::N,荷物,carga
375,Gang::N,歩み,curso
376,Gang::N,歩み,caminhada
377,Schritt::N,歩,passo
378,Norden::N,北,norte
379,Süden::N,南,sul
380,Westen::N,西,oeste
381,Westen::N,西,ocidente
382,Osten::N,東,este
383,Osten::N,東,leste
384,Osten::N,東,oriente
385,Holz::N,木,madeira
386,Holz::N,木材,madeira
387,Brett::N,板,tábua
388,Brett::N,板,prancha
389,Platte::N,盤,laje
390,Platte::N,盤,chapa
391,Stütze::N,支柱,apoio
392,Stütze::N,支柱,suporte
393,Stange::N,棒,vara
394,Stange::N,棒,barra
395,Stock::N,杖,pau
396,Stock::N,杖,bengala
397,Stab::N,棒,bastão
398,Rohr::N,管,cano
399,Haus::N,家,casa
400,Heim::N,家,lar
401,Heim::N,家,casa
402,Ofen::N,ストーブ,estufa
403,Ofen::N,ストーブ,aquecedor
404,Fußboden::N,床,piso
405,Tisch::N,机,mesa
406,Stuhl::N,椅子,cadeira
407,Wiege::N,揺籃,berço
408,Bett::N,ベッド,cama
409,Regal::N,棚,estante
410,Regal::N,棚,prateleira
411,Kiste::N,箱,caixa
412,Fenster::N,窓,janela
413,Tür::N,戸,porta
414,Tür::N,ドア,porta
415,Tor::N,門,portão
416,Zaun::N,垣根,cerca
417,Zaun::N,垣根,vedação
418,Dach::N,屋根,telhado
419,Leiter::N,梯子,escada
420,Leiter::N,梯子,escada móvel
421,Besen::N,ほうき,vassoura
422,Spaten::N,スコップ,pá
423,Schaufel::N,シャベル,pá
424,Gabel::N,フォーク,garfo
425,Löffel::N,スプーン,colher
426,Messer::N,ナイフ,faca
427,Nagel::N,釘,cravo
428,Netz::N,網,rede
429,Haken::N,鉤,gancho
430,Haken::N,フック,gancho
431,Griff::N,取っ手,asa
432,Griff::N,取っ手,cabo
433,Schloss::N,錠,fechadura
434,Bild::N,絵,imagem
435,Figur::N,像,figura
436,Puppe::N,人形,boneca
437,Beutel::N,袋,saco
438,Beutel::N,袋,bolsa
439,Bündel::N,束,fardo
440,Bündel::N,包み,fardo
441,Tasche::N,かばん,saco
442,Tasche::N,かばん,bolso
443,Eimer::N,バケツ,balde
444,Deckel::N,蓋,tampa
445,Geschirr::N,食器,louça
446,Sack::N,袋,saca
447,Tasse::N,カップ,chávena
448,Topf::N,鍋,tacho
449,Topf::N,鍋,panela
450,Kessel::N,釜,caldeira
451,Essen::N,食事,refeição
452,Nahrung::N,食物,comida
453,Nahrung::N,食物,alimento
454,Speise::N,料理,prato
455,Fleisch::N,肉,carne
456,Getreide::N,麦,cereais
457,Getreide::N,穀物,cereais
458,Brei::N,粥,puré
459,Brot::N,パン,pão
460,Scheibe::N,枚,fatia
461,Scheibe::N,切れ,fatia
462,Fett::N,脂肪,banha
463,Fett::N,脂肪,gordura
464,Butter::N,バター,manteiga
465,Öl::N,油,azeite
466,Salz::N,塩,sal
467,Suppe::N,スープ,sopa
468,Suppe::N,スープ,caldo
469,Honig::N,蜂蜜,mel
470,Milch::N,牛乳,leite
471,Tee::N,茶,chá
472,Tee::N,お茶,chá
473,Leder::N,革,couro
474,Wolle::N,毛糸,lã
475,Stoff::N,布,pano
476,Stoff::N,布,tecido
477,Nadel::N,針,agulha
478,Faden::N,糸,fio
479,Knopf::N,ボタン,botão
480,Knoten::N,結び目,nó
481,Farbe::N,ペンキ,corante
482,Kleidung::N,衣服,roupa
483,Kleidung::N,衣服,vestuário
484,Hemd::N,シャツ,camisa
485,Kragen::N,襟,gola
486,Ärmel::N,袖,manga
487,Hose::N,ズボン,calça
488,Gürtel::N,帯,cinto
489,Gürtel::N,ベルト,cinto
490,Mütze::N,帽子,boné
491,Mütze::N,帽子,barrete
492,Schuh::N,靴,sapato
493,Stiefel::N,ブーツ,bota
494,Ring::N,輪,anel
495,Band::N,リボン,fita
496,Band::N,リボン,faixa
497,Kamm::N,櫛,pente
498,Spiegel::N,鏡,espelho
499,Riemen::N,緒,correia
500,Schnur::N,紐,corda
501,Schnur::N,紐,cordel
502,Leine::N,綱,trela
503,Decke::N,掛け布団,cobertor
504,Kissen::N,枕,almofada
505,Tuch::N,スカーフ,pano
506,Handtuch::N,タオル,toalha
507,Kraft::N,力,força
508,Stärke::N,強さ,força
509,Gesundheit::N,健康,saúde
510,Krankheit::N,病気,doença
511,Krankheit::N,病気,enfermidade
512,Schmerz::N,痛み,dor
513,Wunde::N,傷,chaga
514,Wunde::N,傷,ferida
515,Fieber::N,熱,febre
516,Arznei::N,薬,remédio
517,Brücke::N,橋,ponte
518,Brunnen::N,井戸,poço
519,Weide::N,牧場,pastagem
520,Pfad::N,小路,senda
521,Pfad::N,小路,trilho
522,Weg::N,道,caminho
523,Straße::N,街道,via
524,Straße::N,街道,estrada
525,Dorf::N,村,aldeia
526,Stadt::N,町,cidade
527,Stadt::N,都市,cidade
528,Brief::N,手紙,carta
529,Buch::N,本,livro
530,Buchstabe::N,文字,letra
531,Zeitung::N,新聞,jornal
532,Leben::N,生活,vida
533,Tod::N,死,morte
534,Grab::N,墓,túmulo
535,Grab::N,墓,sepultura
536,Kirche::N,教会,igreja
537,Sünde::N,罪,pecado
538,Gott::N,神,deus
539,Arbeiter::N,労働者,operário
540,Arbeiter::N,労働者,trabalhador
541,Chef::N,上司,chefe
542,Chef::N,上司,patrão
543,Meister::N,達人,mestre
544,Meister::N,マイスター,mestre
545,Arzt::N,医者,médico
546,Lehrer::N,先生,professor
547,Geld::N,金,dinheiro
548,Geschäft::N,取り引き,negócio
549,Laden::N,店,loja
550,Preis::N,値段,preço
551,Ware::N,商品,mercadoria
552,Nutzen::N,利益,proveito
553,Reichtum::N,豊かさ,riqueza
554,Welt::N,世界,mundo
555,Land::N,国,país
556,Staat::N,国家,Estado
557,König::N,国王,rei
558,Macht::N,権力,poder
559,Macht::N,権力,potência
560,Grenze::N,国境,fronteira
561,Krieg::N,戦争,guerra
562,Feind::N,敵,inimigo
563,Gewalt::N,暴力,violência
564,Kampf::N,戦い,luta
565,Kampf::N,戦い,combate
566,Bogen[Waffe]::N,弓,arco
567,Pfeil::N,矢,seta
568,Pfeil::N,矢,flecha
569,Gewehr::N,銃,espingarda
570,Fehler::N,間違い,erro
571,Fehler::N,間違い,falha
572,Lüge::N,嘘,mentira
573,Schaden::N,損害,dano
574,Schaden::N,損害,estrago
575,Unglück::N,不幸,desgraça
576,Schuld::N,罪,culpa
577,Alter::N,年,idade
578,Alter::N,年齢,idade
579,Schluss::N,終わり,fim
580,Zeit::N,時,tempo
581,Zeit::N,時間,tempo
582,Tag::N,日,dia
583,Morgen::N,朝,manhã
584,Mittag::N,昼,meio-dia
585,Abend::N,晩,noite
586,Abend::N,晩,tardinha
587,Abend::N,夕方,noite
588,Abend::N,夕方,tardinha
589,Nacht::N,夜,noite
590,Woche::N,週,semana
591,Monat::N,月,mês
592,Jahr::N,年,ano
593,Frühling::N,春,primavera
594,Sommer::N,夏,verão
595,Herbst::N,秋,outono
596,Winter::N,冬,inverno
597,Januar::N,一月,Janeiro
598,Februar::N,二月,Fevereiro
599,März::N,三月,Março
600,April::N,四月,Abril
601,Mai::N,五月,Maio
602,Juni::N,六月,Junho
603,Juli::N,七月,Julho
604,August::N,八月,Agosto
605,September::N,九月,Setembro
606,Oktober::N,十月,Outubro
607,November::N,十一月,Novembro
608,Dezember::N,十二月,Dezembro
609,Montag::N,月曜日,segunda-feira
610,Dienstag::N,火曜日,terça-feira
611,Mittwoch::N,水曜日,quarta-feira
612,Donnerstag::N,木曜日,quinta-feira
613,Freitag::N,金曜日,sexta-feira
614,Samstag::N,土曜日,sábado
615,Sonntag::N,日曜日,domingo
616,groß::A,大きい,grande
617,klein::A,小さい,pequeno
618,lang::A,長い,comprido
619,kurz::A,短い,curto
620,breit::A,広い,largo
621,schmal::A,狭い,estreito
622,dicht::A,密な,denso
623,dick[Gegenstand]::A,厚い,grosso
624,dünn::A,薄い,delgado
625,fein::A,細い,fino
626,fein::A,細い,subtil
627,fest::A,硬い,firme
628,fest::A,硬い,sólido
629,flach::A,平らな,plano
630,glatt::A,滑らかな,liso
631,hart::A,堅い,duro
632,weich::A,柔らかい,mole
633,rund::A,丸い,redondo
634,spitz::A,尖った,agudo
635,scharf::A,鋭い,afiado
636,stumpf::A,鈍い,rombo
637,schwer::A,重い,pesado
638,schön::A,綺麗な,belo
639,schön::A,綺麗な,bonito
640,heiß::A,熱い,quente
641,warm::A,温かい,quente
642,kalt::A,寒い,frio
643,kalt::A,冷たい,frio
644,kühl::A,涼しい,fresco
645,frisch::A,ひんやりした,fresco
646,feucht::A,湿った,húmido
647,nass::A,濡れた,molhado
648,trocken::A,乾いた,seco
649,voll::A,いっぱいの,cheio
650,leer::A,空の,vazio
651,offen::A,開いた,aberto
652,geschlossen::A,閉まった,fechado
653,sauber::A,清潔な,limpo
654,schmutzig::A,汚い,sujo
655,roh::A,生の,cru
656,reif::A,熟した,maduro
657,lecker::A,美味しい,delicioso
658,süß::A,甘い,doce
659,bitter::A,苦い,amargo
660,sauer::A,酸っぱい,azedo
661,hell::A,明るい,claro
662,dunkel::A,暗い,escuro
663,dunkel::A,暗い,sombrio
664,schwarz::A,黒い,preto
665,weiß::A,白い,branco
666,rot::A,赤い,vermelho
667,gelb::A,黄色い,amarelo
668,blau::A,青い,azul
669,grün::A,緑の,verde
670,grau::A,灰色の,cinzento
671,bunt::A,色取り取りの,colorido
672,billig::A,安い,barato
673,teuer::A,高い,caro
674,wertvoll::A,貴重な,valioso
675,wertvoll::A,貴重な,precioso
676,blind::A,盲目の,cego
677,taub::A,耳が聞こえない,surdo
678,kräftig::A,強力な,forte
679,kräftig::A,強力な,poderoso
680,stark::A,強い,forte
681,stark::A,強い,robusto
682,schwach::A,弱い,débil
683,fett::A,太った,gordo
684,schlank::A,ほっそりした,esbelto
685,hübsch::A,素敵な,giro
686,hübsch::A,素敵な,bonito
687,böse::A,悪い,mau
688,dumm::A,馬鹿な,parvo
689,dumm::A,馬鹿な,estúpido
690,faul::A,怠惰な,preguiçoso
691,fleißig::A,勤勉な,aplicado
692,fleißig::A,勤勉な,diligente
693,geizig::A,けちな,avarento
694,klug::A,賢い,prudente
695,klug::A,賢い,inteligente
696,klug::A,頭のいい,prudente
697,klug::A,頭のいい,inteligente
698,geschickt::A,器用な,hábil
699,lieb::A,愛らしい,caro
700,lieb::A,愛らしい,querido
701,lustig::A,楽しい,alegre
702,sanft::A,温和な,suave
703,sanft::A,温和な,brando
704,hungrig::A,空腹の,faminto
705,krank::A,病気の,doente
706,krank::A,病気の,enfermo
707,nackt::A,裸の,nu
708,nackt::A,裸の,despido
709,traurig::A,悲しい,triste
710,lebendig::A,生きた,vivo
711,gut::A,良い,bom
712,schlecht::A,悪い,mau
713,schlecht::A,悪い,ruim
714,schlecht::A,駄目な,mau
715,schlecht::A,駄目な,ruim
716,richtig::A,正しい,justo
717,richtig::A,正しい,correcto
718,schlimm::A,ひどい,mau
719,schlimm::A,ひどい,grave
720,wahr::A,本当の,verdadeiro
721,alt::A,古い,velho
722,alt::A,古い,antigo
723,neu::A,新しい,novo
724,ehemalig::A,以前の,antigo
725,alt[Lebewesen]::A,年を取った,velho
726,jung::A,若い,jovem
727,arm::A,貧乏な,pobre
728,reich::A,裕福な,rico
729,bekannt::A,有名な,conhecido
730,berühmt::A,有名な,famoso
731,berühmt::A,有名な,célebre
732,fremd::A,見知らぬ,alheio
733,fremd::A,見知らぬ,estranho
734,verschieden::A,色々な,diverso
735,verschieden::A,色々な,diferente
736,nah::A,近い,próximo
737,fern::A,遠い,remoto
738,fern::A,遠い,distante
739,linker::A,左の,esquerdo
740,rechter::A,右の,direito
741,anderer::A,別の,outro
742,erster::A,一番目,primeiro
743,zweiter::A,二番目,segundo
744,dritter::A,三番目,terceiro
745,letzter::A,最後の,final
746,letzter::A,最後の,último
747,allein::ADV,一人で,só
748,auf einmal::ADV,同時に,de vez
749,zusammen::ADV,一緒に,juntos
750,lange::ADV,長い間,muito tempo
751,plötzlich::ADV,急に,de repente
752,sofort::ADV,すぐに,imediatamente
753,später::ADV,後で,mais tarde
754,jetzt::ADV,今,agora
755,heute::ADV,今日,hoje
756,morgen::ADV,明日,amanhã
757,bald::ADV,間もなく,logo
758,bald::ADV,間もなく,breve
759,dann::ADV,それから,então
760,dann::ADV,それから,depois
761,gestern::ADV,昨日,ontem
762,einst::ADV,過去に,antigamente
763,damals::ADV,あの時,então
764,danach::ADV,その後で,logo
765,danach::ADV,その後で,depois
766,vorher::ADV,以前に,antes
767,zuerst::ADV,まず,primeiro
768,zuerst::ADV,最初に,primeiro
769,einmal::ADV,一回,uma vez
770,manchmal::ADV,時々,às vezes
771,oft::ADV,よく,muitas vezes
772,immer::ADV,いつも,sempre
773,niemals::ADV,一度も...ない,nunca
774,hier::ADV,こちら,cá
775,hier::ADV,こちら,aqui
776,hierhin::ADV,ここへ,para cá
777,hierhin::ADV,こちらへ,para cá
778,von hier::ADV,ここから,daqui
779,dort::ADV,そちら,lá
780,dort::ADV,そちら,ali
781,dorthin::ADV,そこへ,lá
782,dorthin::ADV,そこへ,para lá
783,dorthin::ADV,そちらへ,lá
784,dorthin::ADV,そちらへ,para lá
785,geradeaus::ADV,真っ直ぐに,em frente
786,vorwärts::ADV,前へ,avante
787,rückwärts::ADV,後ろへ,para trás
788,zurück::ADV,後ろへ,atrás
789,unten::ADV,下に,debaixo
790,unten::ADV,下に,em baixo
791,hinab::ADV,下へ,para baixo
792,oben::ADV,上に,em cima
793,hinauf::ADV,上へ,para cima
794,überall::ADV,どこでも,em toda parte
795,nicht::ADV,ない,não
796,ein wenig::ADV,少し,um pouco
797,ein wenig::ADV,少し,um bocado
798,ein wenig::ADV,ちょっと,um pouco
799,ein wenig::ADV,ちょっと,um bocado
800,kaum::ADV,ほとんど～ない,apenas
801,sehr::ADV,とても,muito
802,so::ADV,こう,tão
803,so::ADV,こう,assim
804,noch::ADV,まだ,ainda
805,nur::ADV,～だけ,só
806,nur::ADV,～だけ,apenas
807,nur::ADV,～だけ,somente
808,schon::ADV,もう,já
809,wieder::ADV,再び,outra vez
810,vergebens::ADV,無駄に,em vão
811,vor::PRP,前に,diante de
812,hinter::PRP,後ろに,atrás de
813,unter::PRP,下に,sob
814,unter::PRP,下に,debaixo de
815,durch::PRP,通して,por
816,durch::PRP,通して,através de
817,neben::PRP,横に,junto de
818,neben::PRP,横に,ao lado de
819,zwischen::PRP,間に,entre
820,wegen::PRP,為に,por
821,wegen::PRP,為に,por causa de
822,wegen::PRP,せいで,por
823,wegen::PRP,せいで,por causa de
824,dies::PRN,これ,isto
825,das::PRN,それ,isso
826,das::PRN,それ,aquilo
827,alles::PRN,全部,todo
828,ich::PRN,私,eu
829,du::PRN,あなた,tu
830,er::PRN,彼,ele
831,wir::PRN,私達,nós
832,ihr::PRN,あなた達,vós
833,ihr::PRN,あなた達,vocês
834,sie::PRN,彼ら,eles
835,was::FPRN,何,quê
836,wer::FPRN,誰,quem
837,wer::FPRN,どなた,quem
838,wo::FADV,どこ,onde
839,wo::FADV,どこに,onde
840,wohin::FADV,どこへ,aonde
841,wohin::FADV,どこへ,para onde
842,wie::FADV,どう,como
843,warum::FADV,何故,porquê
844,warum::FADV,何故,por que
845,warum::FADV,どうして,porquê
846,warum::FADV,どうして,por que
847,wieviel::FNUM,どのくらい,quanto
848,eins::NUM,一,um
849,zwei::NUM,二,dois
850,zwei::NUM,二つ,dois
851,drei::NUM,三,três
852,drei::NUM,三つ,três
853,vier::NUM,四,quatro
854,vier::NUM,四つ,quatro
855,fünf::NUM,五,cinco
856,fünf::NUM,五つ,cinco
857,sechs::NUM,六,seis
858,sechs::NUM,六つ,seis
859,sieben::NUM,七,sete
860,sieben::NUM,七つ,sete
861,acht::NUM,八,oito
862,acht::NUM,八つ,oito
863,neun::NUM,九,nove
864,neun::NUM,九つ,nove
