,Concept_ID,ka,ml
1110,arbeiten::V,მუშაობს,ജോലിചെയ്യുക
1111,sammeln::V,შეკრებს,സഞ്ചയിക്കുക
1112,pflücken::V,კრეფს,പറിച്ചെടുക്കുക
1113,jagen::V,ნადირობს,വേട്ടയാടുക
1114,fischen::V,თევზაობს,മീൻ പിടിക്കുക
1115,fassen::V,დააჭერს,പിടിക്കുക
1116,hüten::V,მწყემსავს,ചേർക്കുക
1117,treiben::V,მიერეკება,വാഹനം_ഓടിക്കുക
1118,anbinden::V,მიაბამს,കെട്ടിയിടുക
1119,füttern::V,აჭმევს,തീറ്റുക
1120,melken::V,წველის,പാലുകറക്കുക
1121,hacken::V,კეპავს,വെട്ടിമുറിക്കുക
1122,gießen::V,რწყავს,നനയ്ക്കുക
1123,reifen::V,მწიფდება,പാകമാകുക
1124,zubereiten::V,მოამზადებს,പാചകം_ചെയ്യുക
1125,kochen::V,მოხარშავს,വേവിക്കുക
1126,backen::V,გამოაცხობს,ബേക്ക് ചെയ്യുക
1127,braten::V,შეწვავს,പോരിക്കുക
1128,umrühren::V,შეურევს,ഇളക്കുക
1129,umrühren::V,გათქვეფს,ഇളക്കുക
1130,stricken::V,ქსოვს,മെടയുക
1131,nähen::V,გაკერავს,തുന്നുക
1132,färben::V,შეღებავს,ചായം പൂശുക
1133,reinigen::V,გაწმენდს,വൃത്തിയാക്കുക
1134,reinigen::V,გასუფთავებს,വൃത്തിയാക്കുക
1135,waschen::V,გარეცხავს,കഴുകുക
1136,abwischen::V,წაშლის,തുടയ്ക്കുക
1137,spülen::V,გაავლებს,കഴുകുക
1138,fegen::V,დაბლანდავს,അടിച്ചുവാരുക
1139,kehren::V,დაგვის,അടിച്ചുവാരുക
1140,baden::V,ბანაობს,നീന്തിത്തുടിക്കുക
1141,sich waschen::V,იბანება,കഴുകുക
1142,ausziehen::V,გაიხდის,ഇഴുക്കുക
1143,anziehen::V,ჩაიცვამს,ഉടുക്കുക
1144,sich anziehen::V,ჩაიცვამს,ധരിച്ച നേടുകയുക
1145,kämmen::V,დავარცხნის,മുടിചീകുക
1146,schmücken::V,მორთავს,അലങ്കരിക്കുക
1147,sagen::V,იტყვის,പറയുക
1148,sprechen::V,ლაპარაკობს,സംസാരിക്കുക
1149,reden::V,საუბრობს,സംസാരിക്കുക
1150,sich unterhalten::V,ბაასობს,നർമ്മസല്ലാപം നടത്തുക
1151,sich unterhalten::V,მუსაიფობს,നർമ്മസല്ലാപം നടത്തുക
1152,fragen::V,ჰკითხავს,ചോദിക്കുക
1153,bitten::V,სთხოვს,അപേക്ഷിക്കുക
1154,erzählen::V,მოუთხრობს,പറയുക
1155,mitteilen::V,აუწყებს,അറിയിക്കുക
1156,mitteilen::V,აცნობებს,അറിയിക്കുക
1157,nennen::V,უწოდებს,പേരിടുക
1158,rufen::V,დაუძახებს,വിളിക്കുക
1159,prahlen::V,ტრაბახობს,പൊങ്ങച്ചം പറയുക
1160,übersetzen::V,გადათარგმნის,പരിഭാഷപ്പെടുത്തുക
1161,denken::V,ფიქრობს,ചിന്തിക്കുക
1162,denken::V,აზროვნებს,ചിന്തിക്കുക
1163,glauben::V,სჯერა,വിശ്വസിക്കുക
1164,bemerken::V,შენიშვნავს,ശ്രദ്ധിക്കുക
1165,erkennen::V,გამოიცნობს,തിരിചറിയുക
1166,begreifen::V,გაიგებს,കൈപ്പിടിയിലാക്കുക
1167,verstehen::V,გაიგონებს,മനസ്സിലാക്കുക
1168,lernen::V,ისწავლის,പഠിക്കുക
1169,wissen::V,ეცოდინება,അറിയുക
1170,sich erinnern an::V,მოიგონებს,ഓർമിക്കുക
1171,sich erinnern an::V,გაიხსენებს,ഓർമിക്കുക
1172,vergessen::V,ივიწყებს,മറക്കുക
1173,messen::V,ზომავს,അളക്കുക
1174,zählen::V,ითვლის,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1175,rechnen::V,გაიანგარიშებს,ഗണിക്കുക
1176,lesen::V,კითხულობს,വായിക്കുക
1177,malen::V,ხატავს,ചിത്രം വരയ്ക്കുക
1178,zeichnen::V,ხაზავს,വരയ്ക്കുക
1179,schreiben::V,დაწერს,എഴുതുക
1180,besitzen::V,ექნება,സ്വന്തമാക്കുക
1181,kaufen::V,ყიდულობს,വാങ്ങുക
1182,verkaufen::V,გაყიდის,വിൽക്കുക
1183,bezahlen::V,გადაიხდის,പരിഹാരം ചെയ്യുക
1184,zahlen::V,გადაიხდის,പണം അടയ്ക്കുക
1185,beherrschen::V,ფლობს,ഭരിക്കുക
1186,ertragen::V,მოითმენს,താങ്ങുക
