,Concept_ID,fi,be
222,Gold::N,kulta,золата
223,Silber::N,hopea,сребра
224,Kohle::N,hiili,вугаль
225,Glas::N,lasi,шкло
226,Lehm::N,savi,гліна
227,Sand::N,hiekka,пясок
228,Mensch::N,ihminen,чалавек
229,Mann::N,mies,мужчына
230,Frau::N,nainen,жанчына
231,Kind::N,lapsi,дзіця
232,Junge::N,poika,хлопчык
233,Mädchen::N,tyttö,дзяўчынка
234,Familie::N,perhe,сямʼя
235,Großvater::N,isoisä,дзядуля
236,Großmutter::N,isoäiti,бабуля
237,Eltern::N,vanhemmat,бацькі
238,Vater::N,isä,бацька
239,Mutter::N,äiti,маці
240,Sohn::N,poika,сын
241,Tochter::N,tytär,дачка
242,Bruder::N,veli,брат
243,Schwester::N,sisko,сястра
244,Onkel::N,eno,дзядзька
245,Onkel::N,setä,дзядзька
246,Tante::N,täti,цётка
247,Ehemann::N,mies,муж
248,Ehemann::N,aviomies,муж
249,Ehefrau::N,vaimo,жонка
250,Ehefrau::N,aviovaimo,жонка
251,Freude::N,ilo,радасць
252,Freude::N,riemu,радасць
253,Gelächter::N,nauru,смех
254,Glück::N,onni,шчасце
255,Kummer::N,suru,гора
256,Kummer::N,murhe,гора
257,Wunsch::N,toive,жаданне
258,Wunsch::N,toivomus,жаданне
259,Lust::N,himo,цяга
260,Geist::N,henki,дух
261,Gedanke::N,aate,думка
262,Gedanke::N,ajatus,думка
263,Gedächtnis::N,muisti,памяць
264,Verstand::N,äly,розум
265,Verstand::N,järki,розум
266,Verstand::N,ymmärrys,розум
267,Sinn::N,merkitys,сэнс
268,Grund::N,syy,зачэпка
269,Grund::N,peruste,зачэпка
270,Wahrheit::N,tosi,праўда
271,Wahrheit::N,totuus,праўда
272,Gespräch::N,puhelu,размова
273,Gespräch::N,keskustelu,размова
274,Märchen::N,satu,казка
275,Erzählung::N,tarina,расказ
276,Erzählung::N,tarina,апавяданне
277,Erzählung::N,kertomus,расказ
278,Erzählung::N,kertomus,апавяданне
279,Nachricht::N,tieto,вестка
280,Nachricht::N,tieto,паведамленне
281,Nachricht::N,ilmoitus,вестка
282,Nachricht::N,ilmoitus,паведамленне
283,Neuigkeit::N,uutinen,навіна
284,Name::N,nimi,імя
285,Rätsel::N,arvoitus,загадка
286,Rede::N,puhe,прамова
287,Sprache::N,kieli,мова
288,Stimme::N,ääni,голас
289,Wort::N,sana,слова
290,Zeichen::N,merkki,знак
291,Ruf::N,kutsu,кліч
292,Lärm::N,melu,шум
293,Lärm::N,hälinä,шум
294,Laut::N,ääni,гук
295,Ton::N,sävel,гучанне
296,Lied::N,laulu,песня
297,Ruhe::N,lepo,спакой
298,Ruhe::N,rauha,спакой
299,Leute::N,väki,людзі
300,Leute::N,ihmiset,людзі
301,Volk::N,kansa,народ
302,Arbeit::N,työ,праца
303,Arbeit::N,työ,работа
304,Gast::N,vieras,госць
305,Geschenk::N,lahja,падарунак
306,Spiel::N,peli,гульня
307,Spiel::N,leikki,гульня
308,Gesellschaft::N,seura,таварыства
309,Hilfe::N,apu,дапамога
310,Freund::N,ystävä,друг
311,Freund::N,ystävä,сябар
312,Kamerad::N,toveri,прыяцель
313,Angelegenheit::N,asia,справа
314,Anzahl::N,lukumäärä,колькасць
315,Art::N,laji,від
316,Stück::N,pala,кусок
317,Stück::N,pala,кавалак
318,Stück::N,kappale,кусок
319,Stück::N,kappale,кавалак
320,Teil::N,osa,частка
321,Hälfte::N,puoli,палова
322,Hälfte::N,puoli,палавіна
323,Kreis::N,ympyrä,круг
324,Kreuz::N,risti,крыж
325,Linie::N,viiva,лінія
326,Strich::N,piirto,рыса
327,Abstand::N,väli,прамежак
328,Abstand::N,väljyys,прамежак
329,Entfernung::N,etäisyys,адлегласць
330,Gegend::N,seutu,мясцовасць
331,Platz::N,tila,месца
332,Ort::N,kohta,месца
333,Ort::N,paikka,месца
334,Seite::N,sivu,бок
335,Seite::N,kylki,бок
336,Mitte::N,keskus,сярэдзіна
337,Mitte::N,puoliväli,сярэдзіна
338,Gegenstand::N,kalu,прадмет
339,Gegenstand::N,esine,прадмет
340,Sache::N,asia,рэч
341,Rand::N,ääri,край
342,Rand::N,syrjä,край
343,Kante::N,särmä,руб
344,Kante::N,särmä,кант
345,Ecke::N,nurkka,вугал
346,Spitze::N,terä,кончык
347,Spitze::N,kärki,кончык
348,Ende::N,pää,канец
349,Ende::N,perä,канец
350,Loch::N,kolo,дзірка
351,Loch::N,reikä,дзірка
352,Winkel::N,kulma,вугал
353,Muster::N,kuvio,узор
354,Größe::N,koko,памер
355,Größe::N,suuruus,памер
356,Länge::N,pituus,даўжыня
357,Höhe::N,korkeus,вышыня
358,Gewicht::N,paino,вага
359,Menge::N,määrä,колькасць
360,Haufen::N,kasa,куча
361,Reihe::N,rivi,рад
362,Boot::N,vene,лодка
363,Ruder::N,airo,вясло
364,Schlitten::N,reki,сані
365,Schlitten::N,kelkka,сані
366,Ski::N,suksi,лыжа
367,Lagerfeuer::N,nuotio,вогнішча
368,Last::N,kuorma,цяжар
369,Gang::N,kulku,ход
370,Gang::N,käynti,ход
371,Schritt::N,askel,шаг
372,Schritt::N,askel,крок
373,Norden::N,pohjoinen,поўнач
374,Süden::N,etelä,поўдзень
375,Westen::N,länsi,захад
376,Osten::N,itä,усход
377,Holz::N,puu,дрэва
378,Holz::N,puu,драўніна
379,Brett::N,lauta,дошка
380,Platte::N,levy,пліта
381,Stütze::N,noja,падпорка
382,Stange::N,tanko,жэрдка
383,Stock::N,keppi,палка
384,Stab::N,sauva,шост
385,Stab::N,seiväs,шост
386,Rohr::N,putki,труба
387,Haus::N,talo,дом
388,Heim::N,koti,дом
389,Heim::N,koti,хата
390,Ofen::N,uuni,печ
391,Fußboden::N,lattia,падлога
392,Tisch::N,pöytä,стол
393,Stuhl::N,tuoli,стул
394,Stuhl::N,tuoli,крэсла
395,Wiege::N,kehto,калыска
396,Bett::N,sänky,ложак
397,Bett::N,sänky,пасцель
398,Regal::N,hylly,паліца
399,Kiste::N,arkku,скрынка
400,Kiste::N,kirstu,скрынка
401,Kiste::N,laatikko,скрынка
402,Fenster::N,ikkuna,акно
403,Tür::N,ovi,дзверы
404,Tor::N,portti,вароты
405,Zaun::N,aita,агароджа
406,Dach::N,katto,дах
407,Leiter::N,tikkaat,лесвіца
408,Leiter::N,tikapuut,лесвіца
409,Besen::N,luuta,мятла
410,Spaten::N,lapio,лапата
411,Spaten::N,lapio,жалязняк
412,Schaufel::N,lapio,шуфлік
413,Schaufel::N,lapio,лапатка
414,Gabel::N,haarukka,відэлец
415,Löffel::N,lusikka,лыжка
416,Messer::N,veitsi,нож
417,Nagel::N,naula,цвік
418,Netz::N,verkko,сетка
419,Haken::N,haka,крук
420,Haken::N,koukku,крук
421,Griff::N,ripa,ручка
422,Griff::N,kahva,ручка
423,Schloss::N,lukko,замок
424,Bild::N,kuva,карціна
425,Figur::N,kuvio,фігура
426,Puppe::N,nukke,лялька
427,Beutel::N,pussi,мяшок
428,Bündel::N,nippu,вязка
429,Bündel::N,kimppu,вязка
430,Tasche::N,laukku,торба
431,Eimer::N,sanko,вядро
432,Eimer::N,ämpäri,вядро
433,Deckel::N,kansi,накрыўка
434,Geschirr::N,astia,пасуда
435,Sack::N,säkki,мех
436,Tasse::N,kuppi,кубак
437,Topf::N,pata,каструля
438,Kessel::N,kattila,кацёл
439,Essen::N,syönti,ежа
440,Nahrung::N,ruoka,харч
441,Nahrung::N,ravinto,харч
442,Speise::N,ruoka,страва
443,Fleisch::N,liha,мяса
444,Getreide::N,vilja,збожжа
445,Brei::N,puuro,каша
446,Brot::N,leipä,хлеб
447,Scheibe::N,viipale,луста
448,Scheibe::N,viipale,скібка
449,Fett::N,rasva,тлушч
450,Butter::N,voi,масла
451,Öl::N,öljy,алей
452,Salz::N,suola,соль
453,Suppe::N,keitto,суп
454,Honig::N,hunaja,мёд
455,Milch::N,maito,малако
456,Tee::N,tee,чай
457,Tee::N,tee,гарбата
458,Leder::N,nahka,скура
459,Wolle::N,villa,воўна
460,Stoff::N,kangas,тканіна
461,Nadel::N,neula,іголка
462,Faden::N,lanka,нітка
463,Knopf::N,nappi,гузік
464,Knoten::N,solmu,вузел
465,Farbe::N,maali,фарба
466,Kleidung::N,vaatteet,адзенне
467,Hemd::N,paita,кашуля
468,Kragen::N,kaulus,каўнер
469,Ärmel::N,hiha,рукаў
470,Hose::N,housut,штаны
471,Gürtel::N,vyö,пояс
472,Mütze::N,lakki,шапка
473,Schuh::N,kenkä,чаравік
474,Stiefel::N,saapas,бот
475,Ring::N,sormus,кольца
476,Band::N,nauha,стужка
477,Kamm::N,kampa,расчоска
478,Spiegel::N,peili,люстра
479,Riemen::N,hihna,рэмень
480,Schnur::N,naru,вяроўка
481,Schnur::N,nuora,вяроўка
482,Leine::N,talutushihna,павадок
483,Decke::N,peite,коўдра
484,Kissen::N,tyyny,падушка
485,Kissen::N,pielus,падушка
486,Tuch::N,huivi,хустка
487,Handtuch::N,pyyheliina,ручнік
488,Kraft::N,väki,сіла
489,Kraft::N,voima,сіла
490,Stärke::N,vahvuus,моц
491,Gesundheit::N,terveys,здароўе
492,Krankheit::N,tauti,хвароба
493,Krankheit::N,sairaus,хвароба
494,Schmerz::N,kipu,боль
495,Schmerz::N,särky,боль
496,Wunde::N,haava,рана
497,Fieber::N,kuume,гарачка
498,Fieber::N,kuume,ліхаманка
499,Arznei::N,lääke,лекі
500,Brücke::N,silta,мост
501,Brunnen::N,kaivo,калодзеж
502,Weide::N,laidun,паша
503,Pfad::N,polku,сцежка
504,Weg::N,tie,шлях
505,Weg::N,tie,дарога
506,Straße::N,katu,вуліца
507,Dorf::N,kylä,вёска
508,Stadt::N,kaupunki,горад
509,Brief::N,kirje,ліст
510,Brief::N,kirje,пісьмо
511,Buch::N,kirja,кніга
512,Buchstabe::N,kirjain,літара
513,Zeitung::N,lehti,газета
514,Zeitung::N,sanomalehti,газета
515,Leben::N,elo,жыццё
516,Leben::N,elämä,жыццё
517,Tod::N,kuolema,смерць
518,Grab::N,hauta,магіла
519,Kirche::N,kirkko,касцёл
520,Kirche::N,kirkko,царква
521,Sünde::N,synti,грэх
522,Gott::N,jumala,бог
523,Arbeiter::N,työläinen,рабочы
524,Chef::N,päällikkö,начальнік
525,Meister::N,mestari,майстар
526,Arzt::N,lääkäri,урач
527,Lehrer::N,opettaja,настаўнік
528,Geld::N,raha,грошы
529,Geschäft::N,liike,заняцце
530,Laden::N,puoti,крама
531,Laden::N,puoti,магазін
532,Laden::N,kauppa,крама
533,Laden::N,kauppa,магазін
534,Preis::N,hinta,цана
535,Ware::N,tavara,тавар
536,Nutzen::N,hyöty,выгада
537,Reichtum::N,rikkaus,багацце
538,Welt::N,maailma,свет
539,Land::N,maa,краіна
540,Staat::N,valtio,дзяржава
541,König::N,kuningas,кароль
542,Macht::N,mahti,улада
543,Grenze::N,raja,граніца
544,Krieg::N,sota,вайна
545,Feind::N,vihollinen,вораг
546,Gewalt::N,väkivalta,насілле
547,Kampf::N,taistelu,барацьба
548,Bogen[Waffe]::N,jousi,лук
549,Pfeil::N,nuoli,страла
550,Gewehr::N,kivääri,ружжо
551,Fehler::N,vika,памылка
552,Fehler::N,virhe,памылка
553,Lüge::N,valhe,хлусня
554,Schaden::N,vaurio,шкода
555,Schaden::N,vahinko,шкода
556,Unglück::N,vahinko,ліха
557,Unglück::N,vahinko,бядота
558,Unglück::N,onnettomuus,ліха
559,Unglück::N,onnettomuus,бядота
560,Schuld::N,syy,віна
561,Alter::N,ikä,узрост
562,Schluss::N,loppu,канец
563,Zeit::N,aika,час
564,Tag::N,päivä,дзень
565,Morgen::N,aamu,ранак
566,Morgen::N,aamu,раніца
567,Morgen::N,huomen,ранак
568,Morgen::N,huomen,раніца
569,Mittag::N,keskipäivä,паўдня
570,Mittag::N,keskipäivä,поўдзень
571,Abend::N,ilta,вечар
572,Nacht::N,yö,ноч
573,Woche::N,viikko,тыдзень
574,Monat::N,kuukausi,месяц
575,Jahr::N,vuosi,год
576,Frühling::N,kevät,вясна
577,Sommer::N,kesä,лета
578,Herbst::N,syksy,восень
579,Winter::N,talvi,зіма
580,Januar::N,tammikuu,студзень
581,Februar::N,helmikuu,люты
582,März::N,maaliskuu,сакавік
583,April::N,huhtikuu,красавік
584,Mai::N,toukokuu,май
585,Mai::N,toukokuu,травень
586,Juni::N,kesäkuu,чэрвень
587,Juli::N,heinäkuu,ліпень
588,August::N,elokuu,жнівень
589,September::N,syyskuu,верасень
590,Oktober::N,lokakuu,кастрычнік
591,November::N,marraskuu,лістапад
592,Dezember::N,joulukuu,снежань
593,Montag::N,maanantai,панядзелак
594,Dienstag::N,tiistai,аўторак
595,Mittwoch::N,keskiviikko,серада
596,Donnerstag::N,torstai,чацвер
597,Freitag::N,perjantai,пятніца
598,Samstag::N,lauantai,субота
599,Sonntag::N,sunnuntai,нядзеля
600,groß::A,iso,вялікі
601,groß::A,suuri,вялікі
602,klein::A,pieni,маленькі
603,lang::A,pitkä,доўгі
604,kurz::A,lyhyt,кароткі
605,breit::A,leveä,шырокі
606,schmal::A,kapea,вузкі
607,dicht::A,taaja,густы
608,dick[Gegenstand]::A,paksu,тоўсты
609,dünn::A,ohut,тонкі
610,fein::A,hieno,тонкі
611,fest::A,luja,моцны
612,flach::A,litteä,плоскі
613,flach::A,tasainen,плоскі
614,glatt::A,sileä,гладкі
615,glatt::A,siloinen,гладкі
616,hart::A,kova,цвёрды
617,weich::A,pehmeä,мяккі
618,rund::A,pyöreä,круглы
619,spitz::A,terävä,спічасты
620,spitz::A,terävä,востраканцовы
621,scharf::A,terävä,востры
622,stumpf::A,tylsä,тупы
623,schwer::A,raskas,цяжкі
624,schwer::A,painava,цяжкі
625,schön::A,kaunis,прыгожы
626,heiß::A,kuuma,гарачы
627,warm::A,lämmin,цёплы
628,kalt::A,kylmä,холадны
629,kalt::A,viluinen,холадны
630,kühl::A,viileä,халаднаваты
631,frisch::A,tuore,свежы
632,feucht::A,kostea,вільготны
633,nass::A,märkä,мокры
634,trocken::A,kuiva,сухі
635,voll::A,täysi,поўны
636,leer::A,tyhjä,пусты
637,offen::A,avonainen,адкрыты
638,offen::A,avonainen,адчынены
639,geschlossen::A,suljettu,закрыты
640,geschlossen::A,suljettu,зачынены
641,sauber::A,puhdas,чысты
642,schmutzig::A,likainen,брудны
643,roh::A,raaka,сыры
644,reif::A,kypsä,спелы
645,lecker::A,herkullinen,смачны
646,süß::A,makea,салодкі
647,bitter::A,karvas,горкі
648,bitter::A,kitkerä,горкі
649,sauer::A,hapan,кіслы
650,hell::A,kirkas,светлы
651,hell::A,valoisa,светлы
652,dunkel::A,pimeä,цёмны
653,schwarz::A,musta,чорны
654,weiß::A,valkea,белы
655,rot::A,punainen,чырвоны
656,gelb::A,keltainen,жоўты
657,blau::A,sininen,сіні
658,grün::A,vihreä,зялёны
659,grau::A,harmaa,шэры
660,bunt::A,kirjava,пяресты
661,billig::A,halpa,танны
662,billig::A,huokea,танны
663,teuer::A,kallis,дарагі
664,wertvoll::A,arvokas,цэнны
665,wertvoll::A,arvokas,каштоўны
666,blind::A,sokea,сляпы
667,taub::A,kuuro,глухі
668,kräftig::A,väkevä,магутны
669,kräftig::A,voimakas,магутны
670,stark::A,vahva,сільны
671,schwach::A,heikko,слабы
672,fett::A,lihava,тлусты
673,schlank::A,hoikka,стройны
674,schlank::A,solakka,стройны
675,hübsch::A,soma,чароўны
676,hübsch::A,sievä,чароўны
677,böse::A,paha,злы
678,böse::A,häijy,злы
679,dumm::A,tyhmä,дурны
680,dumm::A,typerä,дурны
681,faul::A,laiska,лянівы
682,fleißig::A,ahkera,руплівы
683,geizig::A,saita,прагны
684,klug::A,älykäs,разумны
685,geschickt::A,taitava,умелы
686,lieb::A,rakas,мілы
687,lustig::A,hauska,вясёлы
688,lustig::A,iloinen,вясёлы
689,sanft::A,lauha,ласкавы
690,sanft::A,lempeä,ласкавы
691,hungrig::A,nälkäinen,галодны
692,krank::A,sairas,хворы
693,nackt::A,alaston,голы
694,traurig::A,surullinen,сумны
695,traurig::A,murheellinen,сумны
696,lebendig::A,elävä,жывы
697,gut::A,hyvä,добры
698,schlecht::A,paha,кепскі
699,schlecht::A,huono,кепскі
700,richtig::A,oikea,правільны
701,schlimm::A,paha,агідны
702,wahr::A,tosi,сапраўдны
703,alt::A,vanha,стары
704,neu::A,uusi,новы
705,ehemalig::A,entinen,былы
706,ehemalig::A,muinainen,былы
707,alt[Lebewesen]::A,vanha,стары
708,jung::A,nuori,малады
709,arm::A,köyhä,бедны
710,reich::A,rikas,багаты
711,bekannt::A,tuttu,знаёмы
712,bekannt::A,tunnettu,знаёмы
713,berühmt::A,kuuluisa,славуты
714,fremd::A,vieras,чужы
715,verschieden::A,eri,розны
716,verschieden::A,erilainen,розны
717,nah::A,läheinen,блізкі
718,fern::A,etäinen,далёкі
719,linker::A,vasen,левы
720,rechter::A,oikea,правы
721,anderer::A,muu,іншы
722,anderer::A,muu,другі
723,anderer::A,toinen,іншы
724,anderer::A,toinen,другі
725,erster::A,ensimmäinen,першы
726,zweiter::A,toinen,другі
727,dritter::A,kolmas,трэці
728,letzter::A,viimeinen,апошні
729,allein::ADV,yksin,сам
730,allein::ADV,yksin,адзін
731,auf einmal::ADV,yhdellä kertaa,адразу
732,zusammen::ADV,yhdessä,разам
733,lange::ADV,kauan,доўга
734,lange::ADV,pitkään,доўга
735,plötzlich::ADV,äkkiä,раптам
736,sofort::ADV,heti,зараз
737,später::ADV,myöhemmin,пазней
738,jetzt::ADV,nyt,цяпер
739,heute::ADV,tänään,сёння
740,morgen::ADV,huomenna,заўтра
741,bald::ADV,pian,хутка
742,bald::ADV,pian,неўзабаве
743,dann::ADV,sitten,потым
744,gestern::ADV,eilen,учора
745,einst::ADV,aikanaan,аднойчы
746,damals::ADV,silloin,тады
747,damals::ADV,siihen aikaan,тады
748,danach::ADV,sen jälkeen,затым
749,vorher::ADV,ennen,раней
750,zuerst::ADV,ensin,спярша
751,zuerst::ADV,ensin,спачатку
752,zuerst::ADV,ensiksi,спярша
753,zuerst::ADV,ensiksi,спачатку
754,einmal::ADV,kerran,адзін раз
755,manchmal::ADV,joskus,часам
756,oft::ADV,usein,часта
757,immer::ADV,aina,заўсёды
758,niemals::ADV,ei koskaan,ніколі
759,hier::ADV,tässä,тут
760,hier::ADV,täällä,тут
761,hierhin::ADV,tähän,сюды
762,von hier::ADV,tästä,адсюль
763,von hier::ADV,tästä,адгэтуль
764,von hier::ADV,täältä,адсюль
765,von hier::ADV,täältä,адгэтуль
766,dort::ADV,siinä,там
767,dort::ADV,siellä,там
768,dorthin::ADV,sinne,туды
769,dorthin::ADV,tuonne,туды
770,geradeaus::ADV,suoraan,прама
771,vorwärts::ADV,eteenpäin,наперад
772,rückwärts::ADV,taaksepäin,назад
773,zurück::ADV,takaisin,назад
774,unten::ADV,alhaalla,унізе
775,hinab::ADV,alas,уніз
776,oben::ADV,ylhäällä,угары
777,oben::ADV,ylhäällä,наверсе
778,hinauf::ADV,ylös,угару
779,überall::ADV,kaikkialla,усюды
780,nicht::ADV,ei,не
781,ein wenig::ADV,vähän,трошкі
782,kaum::ADV,tuskin,ледзьве
783,sehr::ADV,kovin,вельмі
784,sehr::ADV,oikein,вельмі
785,so::ADV,näin,так
786,noch::ADV,vielä,яшчэ
787,nur::ADV,vain,толькі
788,nur::ADV,ainoastaan,толькі
789,schon::ADV,jo,ужо
790,wieder::ADV,taas,зноў
791,wieder::ADV,jälleen,зноў
792,vergebens::ADV,turhaan,дарма
793,vergebens::ADV,turhaan,дарэмна
794,vor::PRP,edessä,перад
795,hinter::PRP,takana,за
796,hinter::PRP,takana,ззаду
797,unter::PRP,alla,пад
798,durch::PRP,läpi,праз
799,durch::PRP,kautta,праз
800,neben::PRP,vieressä,каля
801,zwischen::PRP,välillä,між
802,zwischen::PRP,välillä,паміж
803,wegen::PRP,takia,з-за
804,wegen::PRP,vuoksi,з-за
805,dies::PRN,tämä,гэта
806,das::PRN,se,тое
807,alles::PRN,kaikki,усё
808,ich::PRN,minä,я
809,du::PRN,sinä,ты
810,er::PRN,hän,ён
811,wir::PRN,me,мы
812,ihr::PRN,te,вы
