,Concept_ID,en,ko
884,biegen::V,bend,굽히다
885,drehen::V,spin,회전
886,wenden::V,turn,회전시키다
887,umdrehen::V,turn around,회전시키다
888,heben::V,raise,일으아키다
889,hochheben::V,lift,틀어올리다
890,ergreifen::V,seize,잡다
891,halten::V,hold,잡다
892,drücken::V,press,누르다
893,schieben::V,push,밀다
894,kratzen::V,scrape,긁다
895,lecken::V,lick,핥다
896,beißen::V,bite,물다
897,abreißen::V,tear off,
898,abschneiden::V,cut off,귾어내다
899,binden::V,tie,매다
900,stecken::V,stick,찌르다
901,brechen::V,break,금
902,klopfen::V,knock,치다
903,hauen::V,hit,때리다
904,kleben::V,glue,들러붙다
905,reiben::V,rub,문지르다
906,streichen::V,spread,쓰다듬다
907,schleifen::V,grind,갈다
908,schneiden::V,cut,베다
909,rütteln::V,jolt,흔들다
910,schütteln::V,shake,흔들다
911,schwenken::V,swing,흔들다
912,schütten::V,pour,따르다
913,füllen::V,fill,담다
914,einwickeln::V,wrap,싸다
915,tragen::V,carry,지우다
916,schleppen::V,drag,끌다
917,ziehen::V,pull,당기다
918,aufbewahren::V,keep,간직하다
919,werfen::V,throw,던지다
920,fangen::V,catch,밥다
921,packen::V,grab,쥐다
922,verstecken::V,hide,숨기다
923,teilen::V,divide,나누다
924,schicken::V,send,보내다
925,bringen::V,bring,가겨
926,hinzufügen::V,add,부가하다
927,bekommen::V,get,얻다
928,erhalten::V,receive,지니다
929,nehmen::V,take,잡다
930,wählen::V,choose,선거하다
931,auswählen::V,select,선출하다
932,bewahren::V,preserve,저장보종
933,behindern::V,hinder,훼방하다
934,verderben::V,spoil,못쓰게 되다
935,beschädigen::V,damage,상하게하다
936,zerbrechen::V,break,깨뜨리다
937,zerreißen::V,tear,잡아쫓다
938,zerstören::V,destroy,파괴하다
939,verbrennen::V,burn,소실하다
940,geben::V,give,주다
941,reichen::V,hand,내일다
942,schenken::V,give,주다
943,versprechen::V,promise,약속하다
944,wünschen::V,wish,바라다
945,loben::V,praise,칭찬하다
946,küssen::V,kiss,키스하다
947,wiegen::V,rock,어르다
948,zudecken::V,cover,뚜꺼을하다
949,wecken::V,wake,깨우다
950,zeigen::V,show,보이다
951,führen::V,guide,가게하다
952,lehren::V,teach,가르치다
953,unterrichten::V,instruct,가르지다
954,aufziehen::V,bring up,사육하다
955,leiten::V,lead,이끌다
956,antreiben::V,urge,몰다
957,lassen::V,let,내버려두다
958,einladen::V,invite,초청하다
959,vereinigen::V,unite,하나로하다
960,besuchen::V,visit,방문하다
961,treffen::V,meet,만나다
962,sich versammeln::V,assemble,조립하다
963,spielen::V,play,눌다
964,singen::V,sing,노래하다
965,tanzen::V,dance,춤추하다
966,sich trennen::V,separate,가르다
967,verlassen::V,leave,버림받은
968,retten::V,rescue,구조하다
969,bewachen::V,guard,치키다
970,schützen::V,protect,보호하다
971,verteidigen::V,defend,막다
972,sich schlagen::V,brawl,치다
973,schießen::V,shoot,쏘다
974,siegen::V,win,이기다
975,ärgern::V,annoy,성을내게하다
976,schlagen::V,beat,치다
977,treten::V,kick,디디다
978,stechen::V,sting,찌르다
979,stoßen::V,shove,찌르다
980,stehlen::V,steal,훔치다
981,stören::V,disturb,움직이다
982,belästigen::V,bother,괴롭히다
983,verbergen::V,conceal,숨기다
984,täuschen::V,deceive,속이다
985,betrügen::V,cheat,속이다
986,töten::V,kill,죽이다
987,wohnen::V,dwell,실다
988,arbeiten::V,work,일하다
989,sammeln::V,gather,모으다
990,pflücken::V,pick,꿔다
991,jagen::V,hunt,사냥하다
992,fischen::V,fish,고기를잡다
993,fassen::V,catch,움켜쥐다
994,hüten::V,herd,망보다
995,treiben::V,drive,몰아세우다
996,anbinden::V,tie up,묶다
997,füttern::V,feed,사료를주다
998,melken::V,milk,젖을짜다
999,hacken::V,chop,자르다
1000,gießen::V,water,물을대다
1001,reifen::V,ripen,성숙하다
1002,zubereiten::V,cook,조제하다
1003,kochen::V,boil,요리하다
1004,backen::V,bake,쿱다
1005,braten::V,fry,굽다
1006,umrühren::V,stir,교반하다
1007,stricken::V,knit,뜨개질하다
1008,nähen::V,sew,꿰매다
1009,färben::V,dye,채색하다
1010,reinigen::V,clean,청소하다
1011,waschen::V,wash,씻다
1012,abwischen::V,wipe,닦다
1013,spülen::V,rinse,씻다
1014,fegen::V,sweep,소체하다
1015,kehren::V,sweep,청소하다
1016,baden::V,bath,감다
1017,sich waschen::V,wash,모믈 씻다
1018,ausziehen::V,take off,벗다
1019,anziehen::V,put on,끌어움직이다
1020,sich anziehen::V,get dressed,
1021,kämmen::V,comb,빗다
1022,schmücken::V,decorate,치레하다
1023,sagen::V,say,말하다
1024,sprechen::V,speak,말하다
1025,reden::V,talk,이야기하다
1026,sich unterhalten::V,chat,
1027,fragen::V,ask,질문하다
1028,bitten::V,request,원하다
1029,erzählen::V,tell,이야기하다
1030,mitteilen::V,convey,이야기하다
1031,nennen::V,name,부르다
1032,rufen::V,call,불러내다
1033,prahlen::V,brag,자랑하다
1034,übersetzen::V,translate,번역하다
1035,denken::V,think,생각하다
1036,glauben::V,believe,믿다
1037,bemerken::V,notice,인자하다
1038,erkennen::V,recognize,인식하다
1039,begreifen::V,grasp,파악하다
1040,verstehen::V,understand,이해하다
1041,lernen::V,learn,배우다
1042,wissen::V,know,알다
1043,sich erinnern an::V,remember,상기하다
1044,vergessen::V,forget,잊다
1045,messen::V,measure,측정하다
1046,zählen::V,count,세다
1047,rechnen::V,calculate,게산하다
1048,lesen::V,read,읽다
1049,malen::V,paint,그리다
1050,zeichnen::V,draw,소묘하다
1051,schreiben::V,write,쓰다
1052,besitzen::V,own,소유하다
1053,kaufen::V,buy,사다
1054,verkaufen::V,sell,팔다
1055,bezahlen::V,pay for,지불하다
1056,zahlen::V,pay,치르다
1057,beherrschen::V,rule,지배하다
1058,ertragen::V,endure,참다
