,Concept_ID,uz,tr
147,Klaue::N,tirnoq,pençe
148,Kralle::N,tirnoq,tırnak
149,Schwanz::N,quyruq,kuyruk
150,Ei::N,tuxum,yumurta
151,Nest::N,oshyon,yuva
152,Bau::N,o'pqon,in
153,Tier::N,hayvon,hayvan
154,Herde::N,gala,sürü
155,Kuh::N,inak,inek
156,Bulle::N,ho'kiz,boğa
157,Pferd::N,ot,at
158,Pferd::N,ot,beygir
159,Schaf::N,qo'y,koyun
160,Schwein::N,cho'chqa,domuz
161,Hund::N,it,it
162,Hund::N,it,köpek
163,Katze::N,mushuk,kedi
164,Bär::N,ayiq,ayı
165,Eichhörnchen::N,tiyin,sincap
166,Elch::N,los,büyük kuzey geyiği
167,Fuchs::N,tulki,tilki
168,Hase::N,kuyon,tavşan
169,Maus::N,sichqon,fare
170,Maus::N,sichqon,sıçan
171,Wolf::N,bo'ri,kurt
172,Vogel::N,qush,kuş
173,Schwarm::N,to'da,sürü
174,Huhn::N,tovuq,tavuk
175,Hahn::N,xo'roz,horoz
176,Gans::N,g'oz,kaz
177,Adler::N,burgut,kartal
178,Adler::N,burgut,karakuş
179,Ente::N,o'rdak,ördek
180,Eule::N,boyo'g'li,baykuş
181,Kranich::N,turna,turna
182,Krähe::N,qarg'a,karga
183,Kuckuck::N,kakku,guguk
184,Schwan::N,oqkush,kuğu
185,Fisch::N,baliq,balık
186,Barsch::N,olabug'a,hani
187,Barsch::N,olabug'a,levrek
188,Hecht::N,cho'rtan,turnabalığı
189,Schlange[Tier]::N,ilon,yılan
190,Wurm::N,qurt,kurt
191,Wurm::N,qurt,solucan
192,Spinne::N,o'rgimchak,örümcek
193,Ameise::N,chumoli,karınca
194,Laus::N,bit,bit
195,Mücke::N,chivin,sivrisinek
196,Fliege::N,pashsha,sinek
197,Schmetterling::N,kapalak,kelebek
198,Beere::N,meva,tane
199,Apfel::N,olma,elma
200,Pilz::N,qo'ziqorin,mantar
201,Zwiebel::N,piyoz,soğan
202,Saat::N,äkin,ekin
203,Korn::N,zarra,tane
204,Heu::N,xashak,kuru ot
205,Schale::N,po'choq,kabuk
206,Grube::N,co'ra,çukur
207,Falle::N,qopqon,tuzak
208,Schlinge::N,sirtmoq,ilmik
209,Spur::N,iz,iz
210,Asche::N,kul,kül
211,Dreck::N,kir,pislik
212,Eisen::N,temir,demir
213,Gold::N,tilla,altın
214,Silber::N,kumush,gümüş
215,Kohle::N,ko'mir,kömür
216,Glas::N,oyna,cam
217,Lehm::N,loy,balçık
218,Sand::N,qum,kum
219,Mensch::N,odam,insan
220,Mann::N,ärkak,adam
221,Mann::N,ärkak,erkek
222,Frau::N,ayol,bayan
223,Kind::N,bola,çocuk
224,Kind::N,kichkintoy,çocuk
225,Junge::N,bola,erkek çocuk
226,Mädchen::N,qiz,kız
227,Familie::N,oila,aile
228,Großvater::N,buva,dede
229,Großvater::N,buva,büyükbaba
230,Großvater::N,katta ota,dede
231,Großvater::N,katta ota,büyükbaba
232,Großmutter::N,buvi,nine
233,Großmutter::N,buvi,büyükanne
234,Großmutter::N,katta oyi,nine
235,Großmutter::N,katta oyi,büyükanne
236,Eltern::N,ota-ona,ebeveyn
237,Eltern::N,ota-ona,ana baba
238,Vater::N,ota,ata
239,Vater::N,ota,baba
240,Mutter::N,ona,ana
241,Mutter::N,ona,anne
242,Sohn::N,o'g'il,oğul
243,Tochter::N,qiz,kız
244,Tochter::N,qiz,kız evlât
245,Bruder::N,og'a,abi
246,Bruder::N,og'a,erkek kardeş
247,Bruder::N,uka,abi
248,Bruder::N,uka,erkek kardeş
249,Schwester::N,opa,abla
250,Schwester::N,opa,kız kardeş
251,Schwester::N,singil,abla
252,Schwester::N,singil,kız kardeş
253,Onkel::N,amaki,dayı
254,Tante::N,amma,hala
255,Tante::N,amma,teyze
256,Tante::N,xola,hala
257,Tante::N,xola,teyze
258,Ehemann::N,är,koca
259,Ehefrau::N,rafiqa,karı
260,Freude::N,ayish,neşe
261,Freude::N,ayish,sevinç
262,Gelächter::N,kulgi,gülme
263,Gelächter::N,kulgi,kahkaha
264,Glück::N,saodat,mutluluk
265,Kummer::N,g'am,dert
266,Kummer::N,g'am,keder
267,Wunsch::N,orzu,arzu
268,Wunsch::N,orzu,istek
269,Lust::N,rag'bat,arzu
270,Lust::N,rag'bat,heves
271,Geist::N,ruh,tin
272,Gedanke::N,fikr,fikir
273,Gedanke::N,fikr,düşünce
274,Gedächtnis::N,äs,bellek
275,Verstand::N,aql,zekâ
276,Sinn::N,ma'ni,anlam
277,Grund::N,sabab,sebep
278,Wahrheit::N,haq,doğruluk
279,Wahrheit::N,haq,gerçeklik
280,Gespräch::N,gap,görüşme
281,Märchen::N,ärtak,masal
282,Erzählung::N,rivoyat,öykü
283,Erzählung::N,rivoyat,hikâye
284,Nachricht::N,xabar,haber
285,Neuigkeit::N,yangilik,haber
286,Name::N,ot,ad
287,Name::N,ot,isim
288,Rätsel::N,topishmoq,bilmece
289,Rede::N,nutq,söylev
290,Rede::N,nutq,konuşma
291,Sprache::N,til,dil
292,Sprache::N,til,lisan
293,Stimme::N,ovoz,ses
294,Wort::N,so'z,kelime
295,Zeichen::N,alomat,işaret
296,Ruf::N,chaqiriq,çağırma
297,Lärm::N,taraq,şamata
298,Lärm::N,taraq,gürültü
299,Laut::N,tovush,ses
300,Ton::N,un,ses
301,Lied::N,ashula,türkü
302,Ruhe::N,tinchlik,sakinlik
303,Leute::N,xaloyiq,halk
304,Leute::N,xaloyiq,insanlar
305,Volk::N,xalq,ulus
306,Volk::N,xalq,millet
307,Arbeit::N,ish,iş
308,Arbeit::N,ish,çalışma
309,Gast::N,mehmon,konuk
310,Gast::N,mehmon,misafir
311,Geschenk::N,hadya,hediye
312,Geschenk::N,hadya,armağan
313,Spiel::N,o'yin,oyun
314,Gesellschaft::N,jamiyat,çevre
315,Gesellschaft::N,jamiyat,arkadaşlık
316,Hilfe::N,yordam,yardım
317,Freund::N,do'st,dost
318,Freund::N,do'st,arkadaş
319,Kamerad::N,yo'ldosh,arkadaş
320,Angelegenheit::N,daxl,iş
321,Angelegenheit::N,daxl,husus
322,Anzahl::N,son,sayı
323,Art::N,tur,çeşit
324,Stück::N,parcha,tane
325,Stück::N,parcha,parça
326,Teil::N,bo'lak,kısım
327,Hälfte::N,yarim,yarı
328,Kreis::N,aylana,daire
329,Kreuz::N,xoch,haç
330,Linie::N,liniya,hat
331,Linie::N,liniya,çizgi
332,Strich::N,chiziq,çizgi
333,Abstand::N,oralik,aralık
334,Entfernung::N,uzoqlik,mesafe
335,Entfernung::N,uzoqlik,uzaklık
336,Gegend::N,yer,yöre
337,Platz::N,oralig,yer
338,Ort::N,joy,yer
339,Seite::N,yon,yan
340,Seite::N,yon,taraf
341,Mitte::N,o'rta,orta
342,Mitte::N,o'rta,merkez
343,Gegenstand::N,ashyo,şey
344,Sache::N,buyum,iş
345,Sache::N,buyum,şey
346,Rand::N,chek,kenar
347,Kante::N,tig',kenar
348,Ecke::N,burchak,köşe
349,Spitze::N,uch,uç
350,Spitze::N,uch,baş
351,Ende::N,oxir,uç
352,Loch::N,teshik,oyuk
353,Loch::N,teshik,delik
354,Winkel::N,go'sha,köşe
355,Muster::N,nusha,örnek
356,Größe::N,kattalik,büyüklük
357,Länge::N,uzunlik,uzunluk
358,Höhe::N,yuksaklik,yükseklik
359,Gewicht::N,solmoq,ağırlık
360,Menge::N,miqdor,miktar
361,Haufen::N,uyum,küme
362,Haufen::N,uyum,yığın
363,Reihe::N,saf,sıra
364,Boot::N,qayiq,kayık
365,Boot::N,qayiq,sandal
366,Ruder::N,äshkak,kürek
367,Schlitten::N,chana,kızak
368,Ski::N,chang'i,kayak
369,Lagerfeuer::N,gulxan,kamp ateşi
370,Last::N,yuk,yük
371,Gang::N,yurish,gidiş
372,Gang::N,yurish,yürüyüş
373,Schritt::N,qadam,adım
374,Norden::N,shimol,kuzey
375,Süden::N,janub,güney
376,Westen::N,g'arb,batı
377,Osten::N,sharq,doğu
378,Holz::N,yog'och,ağaç
379,Holz::N,yog'och,tahta
380,Brett::N,taxta,tahta
381,Platte::N,tabaqa,levha
382,Stütze::N,tayanchi,dayak
383,Stütze::N,tayanchi,destek
384,Stange::N,qo'noq,çubuk
385,Stock::N,tayoq,sopa
386,Stock::N,tayoq,değnek
387,Stab::N,gavron,sırık
388,Stab::N,gavron,baston
389,Rohr::N,tarnov,boru
390,Haus::N,uy,ev
391,Heim::N,makon,ev
392,Heim::N,makon,yurt
393,Ofen::N,pechka,soba
394,Fußboden::N,pol,taban
395,Fußboden::N,pol,döşeme
396,Tisch::N,mosa,masa
397,Stuhl::N,o'rindiq,iskemle
398,Stuhl::N,o'rindiq,sandalye
399,Wiege::N,beshik,beşik
400,Bett::N,yotoq,yatak
401,Regal::N,tokcha,raf
402,Kiste::N,sandiq,sandık
403,Fenster::N,deraza,pencere
404,Tür::N,äshik,kapı
405,Tor::N,darvoza,kapı
406,Zaun::N,panjara,çit
407,Dach::N,tom,dam
408,Dach::N,tom,çatı
409,Leiter::N,narvon,merdiven
410,Besen::N,supurgi,süpürge
411,Spaten::N,bel,bel
412,Schaufel::N,kurak,kürek
413,Gabel::N,bilka,çatal
414,Löffel::N,qoshiq,kaşık
415,Messer::N,pichoq,bıçak
416,Nagel::N,mix,çivi
417,Netz::N,to'r,ağ
418,Haken::N,ilgak,çengel
419,Griff::N,sop,kulp
420,Griff::N,sop,tutamak
421,Griff::N,tutqich,kulp
422,Griff::N,tutqich,tutamak
423,Schloss::N,qulf,kilit
424,Bild::N,rasm,imaj
425,Bild::N,rasm,resim
426,Figur::N,shakl,şekil
427,Figur::N,shakl,heykel
428,Puppe::N,ko'g'irchoq,kukla
429,Beutel::N,to'rva,kese
430,Beutel::N,to'rva,torba
431,Bündel::N,bog'lam,deste
432,Tasche::N,kissa,çanta
433,Eimer::N,chelak,kova
434,Deckel::N,qopqoq,kapak
435,Geschirr::N,idish,kap kacak
436,Sack::N,qop,torba
437,Tasse::N,piyola,fincan
438,Topf::N,tuvak,tencere
439,Kessel::N,qozon,kazan
440,Essen::N,tomoq,yemek
441,Nahrung::N,emak,gıda
442,Nahrung::N,emak,besin
443,Speise::N,taom,yemek
444,Fleisch::N,go'sht,et
445,Getreide::N,g'alla,tahıl
446,Getreide::N,g'alla,hububat
447,Brei::N,bo'tqa,ezme
448,Brot::N,non,ekmek
449,Scheibe::N,disk,dilim
450,Fett::N,moy,yağ
451,Butter::N,yog',tereyağı
452,Öl::N,moy,yağ
453,Öl::N,moy,akar yağ
454,Salz::N,tuz,tuz
455,Suppe::N,sho'rva,çorba
456,Honig::N,asal,bal
457,Milch::N,sut,süt
458,Tee::N,choy,çay
459,Leder::N,charm,deri
460,Leder::N,charm,meşin
461,Wolle::N,jun,yün
462,Stoff::N,mato,kumaş
463,Nadel::N,igna,iğne
464,Faden::N,ip,tire
465,Faden::N,ip,iplik
466,Knopf::N,tugma,düğme
467,Knoten::N,tugun,düğüm
468,Farbe::N,bo'yok,boya
469,Kleidung::N,kiyim,giyim
470,Hemd::N,ko'ylak,gömlek
471,Kragen::N,yoqa,yaka
472,Ärmel::N,yeng,yen
473,Ärmel::N,yeng,elbise kolu
474,Hose::N,shim,pantolon
475,Gürtel::N,tasma,kuşak
476,Mütze::N,shapka,bere
477,Mütze::N,shapka,kasket
478,Schuh::N,but,kundura
479,Schuh::N,but,ayakkabı
480,Stiefel::N,botinka,çizme
481,Ring::N,yuzuk,yüzük
482,Band::N,rishta,bağ
483,Band::N,rishta,şerit
484,Kamm::N,taroq,tarak
485,Spiegel::N,ko'zgu,ayna
486,Riemen::N,qayish,kayış
487,Schnur::N,bog'ich,ip
488,Schnur::N,bog'ich,sicim
489,Leine::N,etak,kayış
490,Decke::N,odyol,örtü
491,Decke::N,odyol,yorgan
492,Kissen::N,yostiq,yastık
493,Tuch::N,gazlama,bez
494,Handtuch::N,sochiq,havlu
495,Kraft::N,kuch,güç
496,Kraft::N,kuch,kuvvet
497,Stärke::N,quvvat,kuvvet
498,Gesundheit::N,sog'lik,sağlık
499,Krankheit::N,kasallik,hastalık
500,Schmerz::N,og'riq,ağrı
501,Schmerz::N,og'riq,sancı
502,Wunde::N,yara,yara
503,Fieber::N,bezgak,ateş
504,Arznei::N,dori,ilâç
505,Brücke::N,ko'prik,köprü
506,Brunnen::N,buloq,kuyu
507,Brunnen::N,buloq,çeşme
508,Weide::N,yaylov,otlak
509,Pfad::N,dorojka,patika
510,Pfad::N,dorojka,keçiyolu
511,Weg::N,yo'l,yol
512,Straße::N,ko'cha,yol
513,Straße::N,ko'cha,cadde
514,Dorf::N,ovul,köy
515,Stadt::N,shahar,kent
516,Stadt::N,shahar,şehir
517,Brief::N,maktub,mektup
518,Buch::N,kitob,kitap
519,Buchstabe::N,harf,harf
520,Zeitung::N,gazet,gazete
521,Leben::N,hayot,hayat
522,Tod::N,o'lim,ölüm
523,Grab::N,go'r,kabir
524,Kirche::N,cherkov,kilise
525,Sünde::N,gunoh,günah
526,Gott::N,olloh,tanrı
527,Arbeiter::N,ishchi,işçi
528,Chef::N,rais,şef
529,Chef::N,rais,müdür
530,Meister::N,usta,usta
531,Arzt::N,hakim,hekim
532,Arzt::N,hakim,doktor
533,Lehrer::N,muallim,hoca
534,Lehrer::N,muallim,öğretmen
535,Geld::N,pul,para
536,Geschäft::N,savdo,ticaret
537,Laden::N,do'kon,dükkân
538,Preis::N,baho,fiyat
539,Ware::N,mol,mal
540,Nutzen::N,foyda,fayda
541,Reichtum::N,boylik,servet
542,Reichtum::N,boylik,zenginlik
543,Welt::N,olam,dünya
544,Land::N,o'lka,ülke
545,Staat::N,davlat,devlet
546,König::N,qirol,kral
547,Macht::N,iqtidor,kudret
548,Macht::N,iqtidor,iktidar
549,Grenze::N,chegara,had
550,Grenze::N,chegara,sınır
551,Krieg::N,harb,savaş
552,Feind::N,dushman,düşman
553,Gewalt::N,zo'rlik,zor
554,Gewalt::N,zo'rlik,cebir
555,Kampf::N,kurash,savaş
556,Bogen[Waffe]::N,yoy,yay
557,Pfeil::N,o'q,ok
558,Gewehr::N,vintovka,tüfek
559,Fehler::N,xato,hata
560,Fehler::N,xato,yanlış
561,Lüge::N,yolg'on,yalan
562,Schaden::N,ziyon,zarar
563,Unglück::N,balo,felâket
564,Unglück::N,balo,talihsizlik
565,Schuld::N,ayb,suç
566,Schuld::N,ayb,kabahat
567,Alter::N,yosh,yaş
568,Schluss::N,tamom,son
569,Zeit::N,vaqt,zaman
570,Tag::N,kun,gün
571,Morgen::N,saboh,sabah
572,Mittag::N,kun tushlik,öğle
573,Abend::N,oqshom,akşam
574,Nacht::N,tun,gece
575,Woche::N,hafta,hafta
576,Monat::N,oy,ay
577,Jahr::N,yil,yıl
578,Jahr::N,yil,sene
579,Frühling::N,bahor,ilkbahar
580,Sommer::N,yoz,yaz
581,Herbst::N,kuz,güz
582,Herbst::N,kuz,sonbahar
583,Herbst::N,xazon,güz
584,Herbst::N,xazon,sonbahar
585,Winter::N,qish,kış
586,Januar::N,yanvar',ocak
587,Februar::N,fevral',şubat
588,März::N,mart,mart
589,April::N,aprel',nisan
590,Mai::N,may,mayıs
591,Juni::N,iyun',haziran
592,Juli::N,iyul',temmuz
593,August::N,avgust,ağustos
594,September::N,sentyabr',eylül
595,Oktober::N,oktyabr',ekim
596,November::N,noyabr',kasım
597,Dezember::N,dekabr',aralık
598,Montag::N,dushanba,pazartesi
599,Dienstag::N,seshanba,salı
600,Mittwoch::N,chorshanba,çarşamba
601,Donnerstag::N,payshanba,perşembe
602,Freitag::N,juma,cuma
603,Samstag::N,shanba,cumartesi
604,Sonntag::N,yakshanba,pazar
605,groß::A,buyuk,büyük
606,klein::A,kichik,ufak
607,klein::A,kichik,küçük
608,lang::A,uzun,uzun
609,kurz::A,qisqa,kısa
610,breit::A,keng,enli
611,breit::A,keng,geniş
612,schmal::A,änsiz,dar
613,dicht::A,quyuq,sık
614,dicht::A,quyuq,yoğun
615,dick[Gegenstand]::A,qalin,kalın
616,dick[Gegenstand]::A,qalin,iri
617,dünn::A,ingichka,ince
618,fein::A,mayin,ince
619,fein::A,mayin,narin
620,fest::A,qattiq,sabit
621,fest::A,qattiq,sağlam
622,flach::A,yalpoq,düz
623,flach::A,yalpoq,yassı
624,glatt::A,tekis,düz
625,hart::A,qattiq,katı
626,weich::A,yumshoq,yumuşak
627,rund::A,yumaloq,yuvarlak
628,spitz::A,uchli,sivri
629,scharf::A,keskir,keskin
630,stumpf::A,to'mtoq,kör
631,schwer::A,salmoqli,ağır
632,schön::A,go'zal,güzel
633,heiß::A,qiziq,kızgın
634,warm::A,issiq,sıcak
635,kalt::A,sovuq,soğuk
636,kühl::A,salqin,serin
637,frisch::A,toza,taze
638,feucht::A,namli,nemli
639,feucht::A,namli,rutubetli
640,nass::A,nam,yaş
641,nass::A,nam,ıslak
642,trocken::A,quruq,kuru
643,voll::A,to'la,dolu
644,voll::A,to'la,dolmuş
645,leer::A,puch,boş
646,offen::A,ochiq,açık
647,geschlossen::A,berk,kapalı
648,sauber::A,ozoda,pak
649,sauber::A,ozoda,temiz
650,schmutzig::A,kir,pis
651,schmutzig::A,kir,kirli
652,roh::A,xom,çiğ
653,reif::A,pishiq,olgun
654,lecker::A,shirin,lezzetli
655,süß::A,shirin,tatlı
656,süß::A,shirin,şekerli
657,bitter::A,achchiq,acı
658,sauer::A,achchiq,ekşi
659,hell::A,yorug',aydınlık
660,dunkel::A,qorong'i,karanlık
661,schwarz::A,qora,kara
662,schwarz::A,qora,siyah
663,weiß::A,oq,ak
664,weiß::A,oq,beyaz
665,rot::A,qizil,kırmızı
666,gelb::A,sariq,sarı
667,blau::A,zangori,mavi
668,grün::A,yashil,yeşil
669,grau::A,bo'z,boz
670,bunt::A,ola,renkli
671,billig::A,arzon,ucuz
672,teuer::A,qimmat,pahalı
673,wertvoll::A,qimmat,değerli
674,blind::A,ko'r,kör
675,taub::A,garang,sağır
676,kräftig::A,kuchli,dinç
677,kräftig::A,kuchli,kuvvetli
678,stark::A,quvvatli,güçlü
679,stark::A,quvvatli,kuvvetli
680,schwach::A,kuchsiz,zayıf
681,schwach::A,kuchsiz,güçsüz
682,fett::A,semiz,şişman
683,schlank::A,ingichka,narin
684,hübsch::A,ko'rkam,güzel
685,hübsch::A,ko'rkam,sevimli
686,böse::A,yovuz,kötü
687,dumm::A,aqlsiz,aptal
688,faul::A,ärinchak,tembel
689,fleißig::A,ishchan,çalışkan
690,geizig::A,qurumsoq,cimri
691,klug::A,oqil,zekî
692,klug::A,oqil,akıllı
693,geschickt::A,äpchil,becerikli
694,lieb::A,aziz,sevimli
695,lustig::A,chaqchaq,neşeli
696,sanft::A,asta,nazik
697,hungrig::A,och,aç
698,krank::A,kasal,hasta
699,krank::A,kasal,rahatsız
700,nackt::A,yalang,çıplak
701,traurig::A,xafa,kederli
702,traurig::A,xafa,üzüntülü
703,lebendig::A,hayotiy,canlı
704,gut::A,soz,iyi
705,schlecht::A,yomon,kötü
706,richtig::A,rost,doğru
707,schlimm::A,yovuz,kötü
708,wahr::A,haqiqiy,doğru
709,wahr::A,haqiqiy,gerçek
710,alt::A,äski,eski
711,neu::A,yangi,yeni
712,ehemalig::A,sobiq,önceki
713,alt[Lebewesen]::A,qari,yaşlı
714,jung::A,navqiron,genç
715,arm::A,abgor,fakir
716,reich::A,boy,zengin
717,bekannt::A,ma'lum,bilinen
718,berühmt::A,mashhur,ünlü
719,berühmt::A,mashhur,meşhur
720,fremd::A,yot,yabancı
721,verschieden::A,turli,ayrı
722,verschieden::A,turli,farklı
723,nah::A,yaqindagi,yakın
724,nah::A,yaqindagi,bitişik
725,fern::A,uzoq,uzak
726,linker::A,so'l,sol
727,rechter::A,o'ng,sağ
728,anderer::A,boshqa,diğer
729,erster::A,birinchi,ilk
730,erster::A,birinchi,birinci
731,zweiter::A,ikkinchi,ikinci
732,dritter::A,uchinchi,üçüncü
733,letzter::A,oxirgi,son
734,letzter::A,oxirgi,sonuncu
735,allein::ADV,o'zicha,yalnız
736,allein::ADV,o'zicha,tek başına
737,auf einmal::ADV,varakay,birden
738,zusammen::ADV,barobar,beraber
739,zusammen::ADV,barobar,birlikte
740,lange::ADV,uzoq,çok
741,lange::ADV,uzoq,uzun
742,plötzlich::ADV,qo'qqisdan,ansızın
743,plötzlich::ADV,qo'qqisdan,birdenbire
744,sofort::ADV,darrov,hemen
745,sofort::ADV,darrov,derhal
746,später::ADV,so'ngra,daha sonra
747,jetzt::ADV,hozirgina,şimdi
748,heute::ADV,bugun,bugün
749,morgen::ADV,ärta,yarın
750,bald::ADV,toz,yakında
751,dann::ADV,keyin,sonra
752,gestern::ADV,kecha,dün
753,einst::ADV,avvallari,eskiden
754,damals::ADV,ugal,o zamanlar
755,danach::ADV,so'ngra,sonradan
756,danach::ADV,so'ngra,ondan sonra
757,vorher::ADV,avval,önce
758,vorher::ADV,avval,önceden
759,zuerst::ADV,avval,ilk önce
760,einmal::ADV,bir marta,bir defa
761,manchmal::ADV,onda-sonda,bazan
762,oft::ADV,tez-tez,sık sık
763,oft::ADV,tez-tez,çok defa
764,immer::ADV,har vaqt,daima
765,immer::ADV,har vaqt,her zaman
766,niemals::ADV,hargiz,asla değil
767,niemals::ADV,hargiz,hiçbir zaman
768,hier::ADV,shu erda,burada
769,hierhin::ADV,beri,buraya
770,von hier::ADV,shu erdan,buradan
771,dort::ADV,ana,orada
772,dort::ADV,ana,şurada
773,dorthin::ADV,u yerga,oraya
774,dorthin::ADV,u yerga,şuraya
775,geradeaus::ADV,to'g'ri,doğru
776,vorwärts::ADV,ilgari,ileri
777,rückwärts::ADV,qoloq,geri
778,zurück::ADV,orqada,geriye
779,unten::ADV,pastda,aşağıda
780,hinab::ADV,tubanga,aşağıya
781,oben::ADV,ustida,yukarıda
782,hinauf::ADV,yuqorida,yukarı
783,hinauf::ADV,yuqorida,yukarıya
784,überall::ADV,har erda,her yerde
785,nicht::ADV,ämas,-mi-
786,nicht::ADV,ämas,değil
787,ein wenig::ADV,biroz,biraz
788,kaum::ADV,arang,dar
789,kaum::ADV,arang,hemen hemen değil
790,sehr::ADV,ancha,pek
791,sehr::ADV,ancha,gayet
792,so::ADV,shunday,öyle
793,so::ADV,shunday,böyle
794,noch::ADV,hali,hâlâ
795,noch::ADV,hali,henüz
796,nur::ADV,yolg'iz,ancak
797,nur::ADV,yolg'iz,yalnız
798,schon::ADV,endi,çoktan
799,wieder::ADV,yana,tekrar
800,wieder::ADV,yana,yeniden
801,vergebens::ADV,bekorga,boşuna
802,vor::PRP,burun,önünde
803,hinter::PRP,ketida,arkasında
804,unter::PRP,ostida,altında
