,Concept_ID,kv,tt
190,Pilz::N,тшак,гөмбә
191,Zwiebel::N,грез,суган
192,Zwiebel::N,грез,суганбаш
193,Saat::N,кӧдзыс,орлык
194,Korn::N,сю,иген
195,Korn::N,сю,орлык
196,Heu::N,турун,печән
197,Schale::N,кыш,кабык
198,Schale::N,киль,кабык
199,Grube::N,яма,баз
200,Grube::N,яма,чокыр
201,Falle::N,нальк,тозак
202,Falle::N,нальк,капкын
203,Falle::N,кляпча,тозак
204,Falle::N,кляпча,капкын
205,Schlinge::N,лӧч,элмәк
206,Spur::N,туй,эз
207,Asche::N,пӧим,көл
208,Dreck::N,нять,пычрак
209,Eisen::N,кӧрт,тимер
210,Gold::N,зарни,алтын
211,Silber::N,язісь,көмеш
212,Kohle::N,шом,күмер
213,Kohle::N,уголь,күмер
214,Glas::N,стекло,пыяла
215,Lehm::N,сёй,балчык
216,Sand::N,лыа,ком
217,Mensch::N,морт,адәм
218,Mensch::N,морт,инсан
219,Mann::N,мужик,ир
220,Frau::N,инька,хатын
221,Kind::N,кага,бала
222,Junge::N,зонка,малай
223,Mädchen::N,нывкаок,кыз
224,Familie::N,семья,гаилә
225,Großvater::N,дед,бабай
226,Großmutter::N,баб,әби
227,Eltern::N,ай-мам,ата-ана
228,Vater::N,ай,ата
229,Mutter::N,мам,ана
230,Sohn::N,зон,ул
231,Tochter::N,ныв,кыз
232,Bruder::N,вон,кардәш
233,Schwester::N,сой,апа
234,Schwester::N,сой,сеңел
235,Onkel::N,дядь,дәдә
236,Onkel::N,дядь,дәдәй
237,Tante::N,айӧлӧн сой,түти
238,Tante::N,айӧлӧн сой,тәтәй
239,Tante::N,ичинь,түти
240,Tante::N,ичинь,тәтәй
241,Ehemann::N,жӧник,ир
242,Ehefrau::N,инь,хатын
243,Freude::N,гаж,сөенеч
244,Freude::N,радъялӧм,сөенеч
245,Gelächter::N,сералӧм,көлү
246,Gelächter::N,сералӧм,көлеш
247,Glück::N,мичлун,бәхет
248,Kummer::N,шог,хәсрәт
249,Wunsch::N,мӧдӧм,теләк
250,Wunsch::N,охотитӧм,теләк
251,Lust::N,охота,теләк
252,Lust::N,охота,теләү
253,Geist::N,лов,рух
254,Gedanke::N,дума,уй
255,Gedanke::N,дума,фикер
256,Gedächtnis::N,тӧдвыв,хәтер
257,Verstand::N,вежӧр,акыл
258,Sinn::N,ылӧс,мәгънә
259,Grund::N,мог,сәбәп
260,Wahrheit::N,правда,хак
261,Gespräch::N,сёрни,әңгәмә
262,Märchen::N,сказка,әкият
263,Erzählung::N,висьт,хикәя
264,Nachricht::N,юӧр,хәбәр
265,Nachricht::N,висьталӧм,хәбәр
266,Neuigkeit::N,новость,яңалык
267,Name::N,ним,исем
268,Rätsel::N,загадка,табышмак
269,Rede::N,сёрни,нотык
270,Sprache::N,кыв,тел
271,Stimme::N,голос,тавыш
272,Wort::N,кыв,сүз
273,Zeichen::N,пас,ишарә
274,Ruf::N,чуксӧм,дәшү
275,Ruf::N,чукӧстӧм,дәшү
276,Lärm::N,шум,шау
277,Laut::N,шы,аваз
278,Ton::N,гор,шалтырату
279,Lied::N,сьыланкыв,җыр
280,Ruhe::N,спокой,тынлык
281,Leute::N,йӧз,халык
282,Volk::N,йӧз,халык
283,Volk::N,народ,халык
284,Arbeit::N,удж,эш
285,Arbeit::N,удж,хезмәт
286,Gast::N,гӧсь,кунак
287,Geschenk::N,гӧснеч,бүләк
288,Geschenk::N,подарок,бүләк
289,Spiel::N,орсӧм,уен
290,Gesellschaft::N,компания,җәмгыять
291,Hilfe::N,отсӧт,ярдәм
292,Hilfe::N,отсӧт,булышлык
293,Freund::N,модз,дус
294,Freund::N,дружок,дус
295,Kamerad::N,тӧдса,иптәш
296,Angelegenheit::N,дело,эш
297,Anzahl::N,лыд,микъдар
298,Art::N,пӧлӧс,төр
299,Stück::N,тор,кисәк
300,Teil::N,юкӧм,өлеш
301,Hälfte::N,джын,ярым
302,Kreis::N,круг,түгәрәк
303,Kreuz::N,перна,хач
304,Kreuz::N,перна,тәре
305,Linie::N,визь,сызык
306,Strich::N,кырӧв,сызык
307,Abstand::N,колас,ара
308,Entfernung::N,ылына,ераклык
309,Gegend::N,места,урын
310,Platz::N,места,бушлык
311,Ort::N,места,урын
312,Seite::N,ладор,як
313,Mitte::N,шӧр,урта
314,Gegenstand::N,тор,нәрсә
315,Sache::N,тор,нәрсә
316,Rand::N,дор,чит
317,Kante::N,ордлы,кырый
318,Ecke::N,пельӧс,почмак
319,Spitze::N,йыв,оч
320,Ende::N,йыв,азак
321,Loch::N,осьта,тишек
322,Winkel::N,пельӧс,почмак
323,Muster::N,сер,парча
324,Größe::N,ыжда,зурлык
325,Länge::N,кузя,озынлык
326,Höhe::N,сувда,биеклек
327,Höhe::N,вылына,биеклек
328,Gewicht::N,сьӧкта,авырлык
329,Haufen::N,куча,өем
330,Reihe::N,лёдз,рәт
331,Boot::N,пыж,каек
332,Boot::N,пыж,көймә
333,Ruder::N,пелыс,ишкәк
334,Schlitten::N,додь,чана
335,Ski::N,лямпа,чаңгы
336,Lagerfeuer::N,бипур,костёр
337,Last::N,тягота,йөк
338,Gang::N,мунӧм,йөреш
339,Schritt::N,вожмӧв,адым
340,Norden::N,ой,төньяк
341,Süden::N,лун,көньяк
342,Westen::N,рытвыв,көнбатыш
343,Osten::N,асыв,шәрык
344,Osten::N,асыв,көнчыгыш
345,Holz::N,пу,агач
346,Brett::N,пӧв,такта
347,Platte::N,плита,плитә
348,Stütze::N,пика,таяу
349,Stange::N,зор,колга
350,Stange::N,потш,колга
351,Stock::N,бедь,таяк
352,Stab::N,шест,таяк
353,Rohr::N,труба,торба
354,Haus::N,керку,өй
355,Haus::N,керку,йорт
356,Heim::N,керку,гаилә
357,Heim::N,керку,нәсел
358,Ofen::N,пӧжавны,мич
359,Fußboden::N,джодж,идән
360,Tisch::N,пызан,өстәл
361,Stuhl::N,стул,утыргыч
362,Wiege::N,зыбка,бишек
363,Bett::N,кровать,ятак
364,Bett::N,кровать,урын-җир
365,Regal::N,джадж,киштә
366,Regal::N,джадж,шүрлек
367,Kiste::N,ящик,әрҗә
368,Fenster::N,ӧшын,тәрәзә
369,Tür::N,ыбӧс,ишек
370,Tor::N,ворота,капка
371,Zaun::N,забор,койма
372,Dach::N,крыша,түбә
373,Leiter::N,лиснич,баскыч
374,Besen::N,рос,себерке
375,Spaten::N,зыр,көрәк
376,Schaufel::N,зыр,көрәк
377,Gabel::N,вила,чәннечке
378,Löffel::N,пань,кашык
379,Messer::N,пурт,пычак
380,Nagel::N,кӧрттув,кадак
381,Netz::N,кыйӧт,челтәр
382,Haken::N,ем,ыргак
383,Griff::N,пу,тотка
384,Schloss::N,замок,йозак
385,Bild::N,картина,рәсем
386,Bild::N,картина,картина
387,Figur::N,мыгӧр,сын
388,Figur::N,мыгӧр,фигура
389,Puppe::N,акань,курчак
390,Beutel::N,мешӧк,луза
391,Bündel::N,нин,бәйләм
392,Tasche::N,сумка,букча
393,Eimer::N,ведра,чиләк
394,Deckel::N,вевт,капкач
395,Geschirr::N,доз,савыт-саба
396,Geschirr::N,доз,кашык-аяк
397,Geschirr::N,бекӧрпань,савыт-саба
398,Geschirr::N,бекӧрпань,кашык-аяк
399,Sack::N,мешӧк,капчык
400,Tasse::N,бекӧр,чынаяк
401,Topf::N,кастрюля,чүлмәк
402,Kessel::N,пӧрт,казан
403,Essen::N,сёйӧм,ашау
404,Nahrung::N,вердан,азык
405,Nahrung::N,вердан,тәгам
406,Nahrung::N,вердан,ашамлык
407,Speise::N,сёян,ризык
408,Fleisch::N,яй,ит
409,Getreide::N,сю,ашлык
410,Brei::N,каша,ботка
411,Brot::N,нянь,ипи
412,Brot::N,нянь,икмәк
413,Scheibe::N,шӧрӧм,телем
414,Fett::N,гос,май
415,Butter::N,ви,май
416,Öl::N,ви,май
417,Salz::N,сов,тоз
418,Suppe::N,шыд,шулпа
419,Honig::N,ма,бал
420,Milch::N,йӧв,сөт
421,Tee::N,чай,чәй
422,Leder::N,кучик,күн
423,Wolle::N,гӧн,йон
424,Stoff::N,дӧра,тукыма
425,Nadel::N,ем,энә
426,Faden::N,сунис,җеп
427,Knopf::N,кизь,төймә
428,Knoten::N,узӧв,төен
429,Knoten::N,гӧрӧд,төен
430,Farbe::N,краска,буяу
431,Kleidung::N,паськӧм,кием
432,Hemd::N,йӧрнӧс,күлмәк
433,Kragen::N,воротник,яка
434,Ärmel::N,сос,җиң
435,Hose::N,вешьян,чалбар
436,Gürtel::N,йи,билбау
437,Mütze::N,шапка,бүрек
438,Schuh::N,ботинки,башмак
439,Stiefel::N,сапог,итек
440,Ring::N,чунькытш,балдак
441,Band::N,ленточка,тасма
442,Kamm::N,сынан,тарак
443,Spiegel::N,зеркало,көзге
444,Riemen::N,ремень,каеш
445,Schnur::N,гез,бау
446,Leine::N,повод,тезген
447,Decke::N,одеяло,юрган
448,Kissen::N,подушка,мендәр
449,Tuch::N,чышьян,яулык
450,Handtuch::N,чышкӧт,сөлгә
451,Kraft::N,прак,егәр
452,Kraft::N,прак,дәрман
453,Stärke::N,вын,көч
454,Stärke::N,вын,дәрман
455,Gesundheit::N,здоровье,саулык
456,Krankheit::N,шог,чир
457,Krankheit::N,шог,хаста
458,Krankheit::N,шог,сырхау
459,Schmerz::N,зубыт,авырту
460,Wunde::N,рана,яра
461,Wunde::N,рана,җәрәхәт
462,Fieber::N,лёк тресся,бизгәк
463,Fieber::N,кынтан шогӧт,бизгәк
464,Arznei::N,лекарство,дару
465,Brücke::N,пос,күпер
466,Brunnen::N,колодец ,кое
467,Weide::N,пода йирсян,утлавык
468,Pfad::N,туй,сукмак
469,Weg::N,туй,юл
470,Straße::N,туй,урам
471,Dorf::N,деревня,авыл
472,Stadt::N,город,шәһәр
473,Brief::N,гижӧт,хат
474,Buch::N,книга,китап
475,Buchstabe::N,буква,хәреф
476,Zeitung::N,газета,газет
477,Zeitung::N,газета,газета
478,Leben::N,олан,гомер
479,Leben::N,олан,тормыш
480,Leben::N,олан,тереклек
481,Tod::N,кулӧм,үлем
482,Grab::N,гу,гүр
483,Grab::N,гу,кабер
484,Kirche::N,вичку,чиркәү
485,Sünde::N,грек,язык
486,Sünde::N,грек,гөнаһ
487,Gott::N,ен,алла
488,Gott::N,ен,ходай
489,Arbeiter::N,уджалiсь,эшче
490,Chef::N,начальник,башлык
491,Meister::N,мастер,оста
492,Arzt::N,врач,врач
493,Arzt::N,врач,табиб
494,Lehrer::N,велӧтісь,укытучы
495,Lehrer::N,велӧтісь,мөгаллим
496,Geld::N,деньга,акча
497,Geschäft::N,удж,эш
498,Laden::N,магазин,кибет
499,Laden::N,магазин,магазин
500,Preis::N,дон,бәя
501,Preis::N,дон,бәһа
502,Ware::N,товар,товар
503,Nutzen::N,путь,файда
504,Reichtum::N,богатство,байлык
505,Welt::N,му,дөнья
506,Land::N,страна,ил
507,Staat::N,государство,дәүләт
508,König::N,кан,патша
509,Macht::N,власть,хакимият
510,Grenze::N,граница,чик
511,Krieg::N,война,сугыш
512,Feind::N,враг,дошман
513,Kampf::N,нярасьӧм,көрәш
514,Kampf::N,вермасьӧм,көрәш
515,Bogen[Waffe]::N,лук,җәя
516,Pfeil::N,ньӧв,ук
517,Gewehr::N,ружьё,мылтык
518,Fehler::N,ошибка,хата
519,Lüge::N,ылӧтӧм,ялган
520,Lüge::N,пӧрьялӧм,ялган
521,Schaden::N,лёк,зыян
522,Schaden::N,лёк,зарар
523,Unglück::N,пик,бәла
524,Unglück::N,оказзё,бәла
525,Schuld::N,вина,гаеп
526,Schluss::N,ком,ахыр
527,Zeit::N,кад,заман
528,Tag::N,лун,көн
529,Morgen::N,асыв,иртә
530,Mittag::N,луншӧр кад,өйлә
531,Abend::N,рыт,кич
532,Nacht::N,ой,төн
533,Woche::N,неделя,атна
534,Monat::N,тӧлicь,ай
535,Jahr::N,год,ел
536,Frühling::N,тулыс,яз
537,Sommer::N,гожум,җәй
538,Herbst::N,ар,көз
539,Winter::N,тӧв,кыш
540,Januar::N,январ,гыйнвар
541,Februar::N,февраль,февраль
542,März::N,март,март
543,April::N,апрель,апрель
544,Mai::N,май,май
545,Juni::N,юнь,июнь
546,Juli::N,юль,июль
547,August::N,август,август
548,September::N,сентяб,сентябрь
549,Oktober::N,октяб,октябрь
550,November::N,нояб,ноябрь
551,Dezember::N,декаб,декабрь
552,Montag::N,вильлун,дүшәмбе
553,Dienstag::N,мӧдӧдзлун,сишәмбе
554,Mittwoch::N,шӧрлун,чәршәмбе
555,Donnerstag::N,нёльӧдзлун,атнакич
556,Donnerstag::N,нёльӧдзлун,пәнҗешәмбе
557,Freitag::N,витӧдзлун,җомга
558,Samstag::N,пывсянлун,шимбә
559,Sonntag::N,кресення,якшәмбе
560,groß::A,ыджыт,зур
561,klein::A,учӧтик,кечкенә
562,lang::A,кузь,озын
563,kurz::A,дженыт,кыска
564,breit::A,ота,киң
565,schmal::A,векнит,кысык
566,dicht::A,тшӧк,куе
567,dick[Gegenstand]::A,кыз,калын
568,dünn::A,вӧснит,нечкә
569,fein::A,вӧснит,нәзакәтле
570,fest::A,крепыт,нык
571,flach::A,лапкӧса,яссы
572,flach::A,лапкӧса,ялпак
573,glatt::A,волькыт,шома
574,hart::A,чӧрыт,каты
575,weich::A,небыт,йомшак
576,rund::A,гӧгрӧса,түгәрәк
577,spitz::A,ёся,очлы
578,scharf::A,лэчыт,үткен
579,stumpf::A,ныж,үтмәс
580,schwer::A,сьӧкыт,салмак
581,schön::A,басӧк,гүзәл
582,heiß::A,жар,эссе
583,warm::A,шоныт,җылы
584,kalt::A,кӧдзыт,суык
585,kalt::A,кӧдзыт,салкын
586,kühl::A,сайкыт,салкынча
587,frisch::A,виль,салкынча
588,feucht::A,вакодь,юеш
589,nass::A,ва,дымлы
590,trocken::A,кӧс,коры
591,voll::A,тыра,тулы
592,leer::A,тыртӧм,буш
593,offen::A,оссьӧм,ачык
594,geschlossen::A,игана,йомык
595,geschlossen::A,пӧдана,йомык
596,sauber::A,сӧдз,пакь
597,sauber::A,сӧдз,чиста
598,sauber::A,сӧстӧм,пакь
599,sauber::A,сӧстӧм,чиста
600,schmutzig::A,нятьӧсь,керле
601,schmutzig::A,нятьӧсь,пычрак
602,roh::A,путӧм,чи
603,reif::A,кисьмалӧм,өлгергән
604,lecker::A,кӧра ,тәмле
605,süß::A,чӧскыт,татлы
606,bitter::A,курыт,ачы
607,sauer::A,шӧма ,әче
608,hell::A,югыт,якты
609,dunkel::A,пемыт,кара
610,schwarz::A,сьӧд,кара
611,weiß::A,чочком,ак
612,rot::A,гӧрд,кызыл
613,gelb::A,веж,сары
614,blau::A,лӧз,күк
615,grün::A,веж,яшел
616,grau::A,руд,соры
617,grau::A,бусӧй,соры
618,bunt::A,быдрӧма,чуар
619,billig::A,донтӧм,арзан
620,teuer::A,дона,хаклы
621,wertvoll::A,дона,кыйммәтле
622,blind::A,синтӧм,сукыр
623,blind::A,синтӧм,күзсез
624,taub::A,пельтӧм,чукрак
625,taub::A,пельтӧм,саңгырау
626,kräftig::A,вына,егәрле
627,stark::A,вына,нык
628,stark::A,вына,базык
629,schwach::A,некодя,зәгыйфь
630,fett::A,госа,симез
631,schlank::A,статя,нәзек
632,hübsch::A,басӧк,чибәр
633,böse::A,лёк,усал
634,dumm::A,бӧбӧв,акылсыз
635,dumm::A,вежӧртӧм,акылсыз
636,faul::A,дыш,ялкау
637,faul::A,дыш,иренчәк
638,fleißig::A,уджалicь,тырыш
639,fleißig::A,уджалicь,тырышучан
640,geizig::A,жикмӧра,саран
641,geizig::A,горшаліcь,саран
642,klug::A,авья,акыллы
643,klug::A,вежӧра,акыллы
644,geschickt::A,кипода,маһир
645,lieb::A,муса,сөекле
646,lieb::A,дзулиньӧй,сөекле
647,lustig::A,гажа,күңелле
648,sanft::A,лебезнӧй,басынкы
649,hungrig::A,тшыг,ач
650,krank::A,шогалiсь,чирле
651,krank::A,шогалiсь,сырхау
652,nackt::A,куш,шәрә
653,traurig::A,жугыль,ямансу
654,lebendig::A,ловья,тере
655,gut::A,бур,яхшы
656,schlecht::A,умӧль,начар
657,schlimm::A,нештӧм,әшәкә
658,alt::A,важ,иске
659,neu::A,виль,яңа
660,ehemalig::A,вӧвлӧм,элекке
661,alt[Lebewesen]::A,года,карт
662,alt[Lebewesen]::A,годдэза,карт
663,jung::A,том,яшь
664,arm::A,гов,фәкыйрь
665,arm::A,беднӧй,фәкыйрь
666,reich::A,эма,бай
667,bekannt::A,тӧдса,таныш
668,fremd::A,чужӧй,ят
669,verschieden::A,быдкодь,төрле
670,nah::A,матiсь,якын
671,fern::A,ылicь,ерак
672,linker::A,шульга,сул
673,rechter::A,веськытланись,уң
674,anderer::A,мукӧд,бүтән
675,erster::A,медодзза,беренче
676,zweiter::A,кыкӧт,икенче
677,dritter::A,куимӧт,өченче
678,dritter::A,куимӧдз,өченче
679,letzter::A,бӧрья,ахыргы
680,letzter::A,мёдбӧрья,ахыргы
681,auf einmal::ADV,тшӧтш,бердән
682,zusammen::ADV,ӧтлаын,бергә
683,lange::ADV,дыр,озак
684,plötzlich::ADV,друг,искәрмәстән
685,sofort::ADV,тшӧтш,хәзер
686,später::ADV,медбӧрын,соңрак
687,jetzt::ADV,ӧні,хәзер
688,heute::ADV,талун,бүген
689,morgen::ADV,ашын,иртәгә
690,bald::ADV,чожа,тиздән
691,dann::ADV,сыбӧрын,аннары
692,gestern::ADV,тӧн,кичә
693,einst::ADV,ӧтпыр,берчак
694,damals::ADV,сэк,ул вакытта
695,damals::ADV,сэк,ул чакта
696,damals::ADV,сэки,ул вакытта
697,damals::ADV,сэки,ул чакта
698,danach::ADV,сэсся,да
699,vorher::ADV,одзжык,элек
700,zuerst::ADV,наперво,башта
701,einmal::ADV,ӧтпыр,бер
702,einmal::ADV,ӧтпыр,бер мәртәбә
703,manchmal::ADV,мукӧдпыр,кайчакта
704,oft::ADV,-лы-,еш
705,immer::ADV,быдпыр,һәркайчан
706,immer::ADV,быдпырся,һәркайчан
707,niemals::ADV,некӧр,hичбер вакыт
708,hier::ADV,татӧн,монда
709,hier::ADV,татӧн,биредә
710,hierhin::ADV,татчӧ,монда
711,von hier::ADV,тасянь,моннан
712,dort::ADV,сэтӧн,анда
713,dorthin::ADV,сэтчин,тегеләй
714,geradeaus::ADV,веськыта,турыдан-туры
715,vorwärts::ADV,одзӧ,алга
716,rückwärts::ADV,бӧр,кире
717,zurück::ADV,бӧр,кире
718,unten::ADV,увтын,түбәндә
719,hinab::ADV,увтас,аска
720,oben::ADV,вевдӧрас,өстә
721,oben::ADV,вевдӧрас,югарыда
722,hinauf::ADV,вывлань,өскә
723,hinauf::ADV,вывланьӧ,өскә
724,überall::ADV,быдлан,hәркайда
725,nicht::ADV,ог,түгел
726,ein wenig::ADV,-ышт,бераз
727,ein wenig::ADV,невна,бераз
728,kaum::ADV,ӧдва,көчкә
729,sehr::ADV,вывтi,бик
730,so::ADV,сiдз,алай
731,noch::ADV,эшӧ,янә
732,noch::ADV,эшӧ,тагын
733,nur::ADV,только,фәкать
734,schon::ADV,ни,инде
735,wieder::ADV,бӧра,янә
736,wieder::ADV,бӧра,тагын
737,vergebens::ADV,весись,юкка
738,vor::PRP,одзас,алдыннан
739,hinter::PRP,бӧрӧ,арттан
740,unter::PRP,увтын,астында
741,durch::PRP,пыр,аша
742,neben::PRP,бокам,тирәсендә
743,neben::PRP,боксиным,тирәсендә
744,zwischen::PRP,коласас,арасында
745,wegen::PRP,понда,сәбәпле
746,dies::PRN,эта,бу
747,das::PRN,сiя,ул
748,alles::PRN,быдӧс,һәммә
749,ich::PRN,ме,мин
750,du::PRN,тэ,син
751,er::PRN,сiя,ул
752,wir::PRN,мийӧ,без
753,ihr::PRN,ті,сез
754,sie::PRN,нія,ул
755,was::FPRN,мый,ни
756,was::FPRN,мый,нәрсә
757,wer::FPRN,кин,кем
758,wo::FADV,кытӧн,кайда
759,wohin::FADV,кытчӧ,кая
760,wie::FADV,дзик,ничек
761,warum::FADV,мыля,нигә
762,warum::FADV,мыйсянь,нигә
763,wieviel::FNUM,мымда,ничә
764,eins::NUM,ӧт,бер
765,zwei::NUM,кык,ике
766,drei::NUM,куим,өч
767,vier::NUM,нёль,дүрт
768,fünf::NUM,вит,биш
769,sechs::NUM,квать,алты
770,sieben::NUM,сизим,җиде
771,acht::NUM,кыкьямыс,сигез
772,neun::NUM,ӧкмыс,тугыз
773,zehn::NUM,дас,ун
774,elf::NUM,дасотік,унбер
775,zwölf::NUM,даскык,унике
776,zwanzig::NUM,кыкдас,егерме
777,dreißig::NUM,куимдас,утыз
778,vierzig::NUM,нёльдас,кырык
779,fünfzig::NUM,витдас,илле
780,sechzig::NUM,кватьдас,алтмыш
781,siebzig::NUM,сизимдас,җитмеш
782,achtzig::NUM,кыкьямысдас,сиксән
783,neunzig::NUM,ӧкмысдас,туксан
784,hundert::NUM,сто,йөз
785,tausend::NUM,тысяча,мең
786,und::CNJ,и,вә
787,und::CNJ,да,вә
788,oder::CNJ,или,яки
789,oder::CNJ,или,яисә
790,stehen::V,сулавны,тору
791,sitzen::V,пукавны,утыру
792,liegen::V,куйлыны,яту
