,Concept_ID,uk,el
62,Schlaf::N,сон,ύπνος
63,Schlaf::N,сплячка,ύπνος
64,Traum::N,сон,όνειρο
65,Himmel::N,небо,ουρανός
66,Sonne::N,сонце,ήλιος
67,Mond::N,місяць,σελήνη
68,Mond::N,місяць,φεγγάρι
69,Stern::N,зірка,άστρο
70,Stern::N,зірка,αστέρι
71,Luft::N,повітря,αέρας
72,Wind::N,вітер,αέρας
73,Wind::N,вітер,άνεμος
74,Welle::N,хвиля,κύμα
75,Wasser::N,вода,νερό
76,Stein::N,камінь,πέτρα
77,Boden::N,ґрунт,χώμα
78,Erde::N,земля,γη
79,Staub::N,пил,σκόνη
80,Rauch::N,дим,καπνός
81,Funke::N,іскра,σπίθα
82,Funke::N,іскра,σπινθήρας
83,Feuer::N,вогонь,φωτιά
84,Licht::N,світло,φως
85,Schatten::N,тінь,σκιά
86,Schatten::N,тінь,ίσκιος
87,Wetter::N,погода,καιρός
88,Nebel::N,туман,ομίχλη
89,Wolke::N,хмара,σύννεφο
90,Regen::N,дощ,βροχή
91,Schnee::N,сніг,χιόνι
92,Eis::N,лід,πάγος
93,Frost::N,мороз,παγωνία
94,Kälte::N,холод,κρύο
95,Kälte::N,холод,ψύχος
96,Hitze::N,жар,ζέστη
97,Raureif::N,іній,πάχνη
98,Regenbogen::N,райдуга,ουράνιο τόξο
99,Donner::N,грім,βροντή
100,Strömung::N,струмина,ρεύμα
101,Tropfen::N,крапля,στάλα
102,Schaum::N,піна,αφρός
103,Schmutz::N,бруд,βρωμιά
104,See::N,озеро,λίμνη
105,Sumpf::N,драговина,βάλτος
106,Moor::N,болото,έλος
107,Wiese::N,луг,λιβάδι
108,Wiese::N,лука,λιβάδι
109,Wald::N,ліс,δάσος
110,Hügel::N,горб,λόφος
111,Anhöhe::N,височина,ύψωμα
112,Berg::N,гора,όρος
113,Berg::N,гора,βουνό
114,Gipfel::N,вершина,κορυφή
115,Höhle::N,печера,σπηλιά
116,Abhang::N,схил,πλαγιά
117,Quelle::N,джерело,πηγή
118,Quelle::N,джерело,βρύση
119,Bach::N,струмок,ρυάκι
120,Fluss::N,річка,ποτάμι
121,Fluss::N,річка,ποταμός
122,Ufer::N,берег,όχθη
123,Küste::N,узбережжя,ακτή
124,Küste::N,узбережжя,ακρογιαλιά
125,Festland::N,суша,στεριά
126,Meer::N,море,θάλασσα
127,Bucht::N,бухта,κόλπος
128,Bucht::N,затока,κόλπος
129,Insel::N,острів,νησί
130,Insel::N,острів,νήσος
131,Blume::N,квітка,άνθος
132,Blume::N,квітка,λουλούδι
133,Gras::N,трава,χόρτο
134,Gras::N,трава,χορτάρι
135,Wurzel::N,корінь,ρίζα
136,Baum::N,дерево,δέντρο
137,Stamm::N,стовбур,κορμός
138,Rinde::N,кора,φλούδα
139,Ast::N,гілка,κλαδί
140,Zweig::N,галузь,κλαδί
141,Zweig::N,галузь,κλάδος
142,Blatt::N,лист,φύλλο
143,Birke::N,береза,σημύδα
144,Kiefer[Baum]::N,сосна,πεύκο
145,Weide[Baum]::N,верба,ιτιά
146,Tanne::N,ялиця,έλατο
147,Horn::N,ріг,κέρας
148,Horn::N,ріг,κέρατο
149,Feder::N,перо,φτερό
150,Fell::N,хутро,δέρμα
151,Fell::N,хутро,τομάρι
152,Flügel::N,крило,πτερύγιο
153,Klaue::N,кіготь,κουλό
154,Kralle::N,лапа,νύχι
155,Schwanz::N,хвіст,ουρά
156,Ei::N,яйце,αβγό
157,Nest::N,гніздо,φωλιά
158,Bau::N,лігво,φωλιά
159,Tier::N,тварина,ζώο
160,Herde::N,стадо,κοπάδι
161,Kuh::N,корова,αγελάδα
162,Bulle::N,бик,ταύρος
163,Bulle::N,бугай,ταύρος
164,Pferd::N,кінь,άλογο
165,Schaf::N,вівця,πρόβατο
166,Schwein::N,свиня,γουρούνι
167,Hund::N,собака,σκυλί
168,Hund::N,собака,σκύλος
169,Katze::N,кішка,γάτα
170,Bär::N,ведмідь,άρκτος
171,Bär::N,ведмідь,αρκούδα
172,Eichhörnchen::N,білка,βερβερίτσα
173,Elch::N,лось,άλκη
174,Fuchs::N,лисиця,αλεπού
175,Hase::N,заєць,λαγός
176,Maus::N,миша,ποντικός
177,Wolf::N,вовк,λύκος
178,Vogel::N,птах,πουλί
179,Schwarm::N,зграя,σμήνος
180,Huhn::N,курка,κότα
181,Huhn::N,курка,όρνιθα
182,Hahn::N,півень,πετεινός
183,Gans::N,гуска,χήνα
184,Adler::N,орел,αετός
185,Ente::N,качка,πάπια
186,Eule::N,сова,κουκουβάγια
187,Kranich::N,журавель,γερανός
188,Krähe::N,ворона,καρακάξα
189,Kuckuck::N,зозуля,κούκος
190,Schwan::N,лебідь,κύκνος
191,Fisch::N,риба,ψάρι
192,Barsch::N,окунь,πέρκα
193,Hecht::N,щука,λούτσος
194,Schlange[Tier]::N,змія,φίδι
195,Wurm::N,черв’як,σκουλήκι
196,Spinne::N,павук,αράχνη
197,Ameise::N,мурашка,μυρμήγκι
198,Laus::N,воша,ψείρα
199,Mücke::N,комар,κουνούπι
200,Fliege::N,муха,μύγα
201,Schmetterling::N,метелик,πεταλούδα
202,Beere::N,ягода,ρόγα
203,Apfel::N,яблуко,μήλο
204,Pilz::N,гриб,μανιτάρι
205,Zwiebel::N,цибуля,κρεμμύδι
206,Saat::N,сім’я,σπόρος
207,Korn::N,зерно,σπυρί
208,Heu::N,сіно,σανός
209,Schale::N,шкірка,τσόφλι
210,Grube::N,яма,λάκκος
211,Falle::N,пастка,παγίδα
212,Schlinge::N,петля,θηλειά
213,Spur::N,слід,ίχνος
214,Asche::N,зола,στάχτη
215,Asche::N,попіл,στάχτη
216,Dreck::N,бруд,βρωμιά
217,Eisen::N,залізо,σίδερο
218,Gold::N,золото,μάλαμα
219,Gold::N,золото,χρυσάφι
220,Silber::N,срібло,ασήμι
221,Silber::N,срібло,άργυρος
222,Kohle::N,вугілля,κάρβουνο
223,Glas::N,скло,γυαλί
224,Lehm::N,глина,πηλός
225,Sand::N,пісок,άμμος
226,Mensch::N,людина,άνθρωπος
227,Mann::N,чоловік,άνδρας
228,Frau::N,жінка,γυναίκα
229,Kind::N,дитина,παιδί
230,Junge::N,хлопець,αγόρι
231,Mädchen::N,дівчина,κοπέλα
232,Mädchen::N,дівчина,κορίτσι
233,Familie::N,сім’я,οικογένεια
234,Familie::N,родина,οικογένεια
235,Großvater::N,дідусь,παππούς
236,Großmutter::N,бабуся,γιαγιά
237,Eltern::N,батьки,γονείς
238,Vater::N,батько,πατέρας
239,Mutter::N,мати,μητέρα
240,Sohn::N,син,γιος
241,Tochter::N,дочка,κόρη
242,Bruder::N,брат,αδελφός
243,Schwester::N,сестра,αδελφή
244,Onkel::N,дядько,θείος
245,Tante::N,тітка,θεία
246,Ehemann::N,чоловік,σύζυγος
247,Ehefrau::N,жінка,σύζυγος
248,Ehefrau::N,дружина,σύζυγος
249,Freude::N,радощі,χαρά
250,Gelächter::N,сміх,γέλια
251,Glück::N,щастя,ευτυχία
252,Kummer::N,горе,έγνοια
253,Wunsch::N,бажання,επιθυμία
254,Lust::N,бажання,όρεξη
255,Geist::N,дух,πνέυμα
256,Gedanke::N,думка,σκέψη
257,Gedächtnis::N,пам’ять,μνήμη
258,Verstand::N,розум,νους
259,Sinn::N,зміст,νόημα
260,Sinn::N,значення,νόημα
261,Grund::N,причина,λόγος
262,Wahrheit::N,правда,αλήθεια
263,Gespräch::N,розмова,συνομιλία
264,Märchen::N,байка,παραμύθι
265,Erzählung::N,повість,διήγημα
266,Erzählung::N,оповідання,διήγημα
267,Nachricht::N,повідомлення,είδηση
268,Neuigkeit::N,новина,νέο
269,Name::N,ім’я,όνομα
270,Rätsel::N,загадка,αίνιγμα
271,Rede::N,промова,λόγος
272,Rede::N,промова,ομιλία
273,Sprache::N,мова,γλώσσα
274,Stimme::N,голос,φωνή
275,Wort::N,слово,λέξη
276,Zeichen::N,знак,σημείο
277,Ruf::N,оклик,κραυγή
278,Lärm::N,шум,θόρυβος
279,Laut::N,звук,ήχος
280,Ton::N,тон,ήχος
281,Ton::N,тон,τόνος
282,Lied::N,пісня,τραγούδι
283,Ruhe::N,спокій,ησυχία
284,Leute::N,люди,κόσμος
285,Leute::N,люди,άνθρωποι
286,Volk::N,народ,λαός
287,Arbeit::N,робота,εργασία
288,Gast::N,гість,επισκέπτης
289,Geschenk::N,подарунок,δώρο
290,Spiel::N,гра,παιχνίδι
291,Gesellschaft::N,товариство,κοινωνία
292,Hilfe::N,допомога,βοήθεια
293,Freund::N,друг,φίλος
294,Freund::N,приятель,φίλος
295,Kamerad::N,товариш,σύντροφος
296,Angelegenheit::N,справа,υπόθεση
297,Anzahl::N,число,αριθμός
298,Art::N,рід,είδος
299,Stück::N,кусок,κομμάτι
300,Teil::N,частина,μέρος
301,Hälfte::N,половина,μισό
302,Kreis::N,круг,κύκλος
303,Kreis::N,коло,κύκλος
304,Kreuz::N,хрест,σταυρός
305,Linie::N,лінія,γραμμή
306,Strich::N,штрих,γραμμή
307,Abstand::N,проміжок,απόσταση
308,Entfernung::N,відстань,απόσταση
309,Gegend::N,місцевість,περιοχή
310,Gegend::N,місцевість,τοποθεσία
311,Platz::N,площа,χώρος
312,Ort::N,місце,τόπος
313,Seite::N,сторона,πλευρά
314,Mitte::N,середина,μέση
315,Gegenstand::N,предмет,αντικείμενο
316,Sache::N,річ,πράγμα
317,Rand::N,край,άκρη
318,Rand::N,край,χείλος
319,Kante::N,ребро,άκρη
320,Ecke::N,ріг,γωνιά
321,Spitze::N,кінчик,μύτη
322,Ende::N,кінець,άκρη
323,Loch::N,діра,τρύπα
324,Winkel::N,куток,γωνία
325,Muster::N,узор,σχέδιο
326,Größe::N,розмір,μέγεθος
327,Länge::N,довжина,μήκος
328,Höhe::N,висота,ύψος
329,Gewicht::N,вага,βάρος
330,Menge::N,кількість,ποσότητα
331,Haufen::N,купа,σωρός
332,Reihe::N,ряд,αράδα
333,Boot::N,човен,βάρκα
334,Ruder::N,весло,κουπί
335,Schlitten::N,сани,έλκηθρο
336,Ski::N,лижа,σκι
337,Lagerfeuer::N,вогнище,φωτιά
338,Last::N,тягар,φορτίο
339,Last::N,вантаж,φορτίο
340,Gang::N,хід,δρόμος
341,Schritt::N,крок,βήμα
342,Norden::N,північ,βορράς
343,Süden::N,південь,νότος
344,Westen::N,захід,δύση
345,Osten::N,схід,ανατολή
346,Holz::N,дрова,ξύλο
347,Brett::N,дошка,σανίδι
348,Platte::N,плита,πλάκα
349,Stütze::N,підпірка,στήριγμα
350,Stange::N,жердина,ραβδί
351,Stange::N,жердина,κοντός
352,Stock::N,палиця,ξύλο
353,Stock::N,палиця,μπαστούνι
354,Stab::N,палиця,ραβδί
355,Rohr::N,труба,σωλήνας
356,Haus::N,дім,σπίτι
357,Haus::N,хата,σπίτι
358,Heim::N,житло,σπίτι
359,Ofen::N,піч,σόμπα
360,Ofen::N,піч,θερμάστρα
361,Fußboden::N,підлога,πάτωμα
362,Tisch::N,стіл,τραπέζι
363,Stuhl::N,стілець,καρέκλα
364,Wiege::N,колиска,κούνια
365,Bett::N,ліжко,κρεβάτι
366,Bett::N,постіль,κρεβάτι
367,Regal::N,полиця,ράφι
368,Kiste::N,ящик,κιβώτιο
369,Fenster::N,вікно,παράθυρο
370,Tür::N,двері,πόρτα
371,Tor::N,ворота,πύλη
372,Zaun::N,паркан,φράχτης
373,Zaun::N,огорожа,φράχτης
374,Dach::N,дах,στέγη
375,Leiter::N,драбина,σκάλα
376,Leiter::N,драбина,κλίμακα
377,Besen::N,мітла,σκούπα
378,Spaten::N,заступ,φτυάρι
379,Schaufel::N,совок,φτυάρι
380,Schaufel::N,лопата,φτυάρι
381,Gabel::N,виделка,πιρούνι
382,Löffel::N,ложка,κουτάλι
383,Messer::N,ніж,μαχαίρι
384,Nagel::N,цвях,καρφί
385,Netz::N,сіть,δίχτυ
386,Haken::N,крюк,γάντζος
387,Haken::N,крюк,αγκίστρι
388,Griff::N,ручка,λαβή
389,Griff::N,держак,λαβή
390,Schloss::N,замок,κλειδαριά
391,Bild::N,картина,εικόνα
392,Figur::N,фігура,ανάστημα
393,Puppe::N,лялька,κούκλα
394,Beutel::N,мішечок,πουγγί
395,Beutel::N,торбинка,πουγγί
396,Bündel::N,в’язка,δεμάτι
397,Tasche::N,сумка,τσάντα
398,Eimer::N,відро,κουβάς
399,Deckel::N,кришка,καπάκι
400,Geschirr::N,посуд,σκεύη
401,Sack::N,мішок,σάκος
402,Tasse::N,чашка,φλιτζάνι
403,Topf::N,горщик,χύτρα
404,Kessel::N,котел,καζάνι
405,Essen::N,їжа,φαγητό
406,Nahrung::N,харч,τροφή
407,Speise::N,страва,φαγητό
408,Fleisch::N,м’ясо,κρέας
409,Getreide::N,хліб,σιτάρι
410,Getreide::N,збіжжя,σιτάρι
411,Brei::N,каша,χυλός
412,Brot::N,хліб,ψωμί
413,Brot::N,хліб,άρτος
414,Scheibe::N,скибочка,φέτα
415,Fett::N,жир,πάχος
416,Butter::N,масло,βούτυρο
417,Öl::N,олія,λάδι
418,Salz::N,сіль,αλάτι
419,Suppe::N,суп,σούπα
420,Honig::N,мед,μέλι
421,Milch::N,молоко,γάλα
422,Tee::N,чай,τσάι
423,Leder::N,шкіра,πετσί
424,Wolle::N,шерсть,μαλλί
425,Stoff::N,тканина,ύφασμα
426,Nadel::N,голка,βελόνα
427,Faden::N,нитка,κλωστή
428,Knopf::N,ґудзик,κουμπί
429,Knoten::N,вузол,κόμπος
430,Farbe::N,фарба,μπογιά
431,Kleidung::N,одяг,ρούχα
432,Kleidung::N,одяг,ενδυμασία
433,Kleidung::N,убрання,ρούχα
434,Kleidung::N,убрання,ενδυμασία
435,Hemd::N,сорочка,πουκάμισο
436,Kragen::N,комір,κολάρο
437,Ärmel::N,рукав,μανίκι
438,Hose::N,брюки,πανταλόνι
439,Gürtel::N,пояс,ζώνη
440,Mütze::N,шапка,σκούφος
441,Schuh::N,ботинок,παπούτσι
442,Stiefel::N,чобіт,μπότα
443,Ring::N,кільце,δαχτυλίδι
444,Band::N,стрічка,κορδέλα
445,Kamm::N,гребінець,χτένα
446,Spiegel::N,дзеркало,καθρέφτης
447,Riemen::N,ремінь,λουρί
448,Schnur::N,вірьовка,κορδόνι
449,Leine::N,шворка,σχοινί
450,Decke::N,ковдра,κουβέρτα
451,Kissen::N,подушка,μαξιλάρι
452,Tuch::N,хустка,πανί
453,Tuch::N,хустка,μαντήλι
454,Handtuch::N,рушник,πετσέτα
455,Kraft::N,сила,δύναμη
456,Stärke::N,сила,ισχύς
457,Stärke::N,сила,δύναμη
458,Gesundheit::N,здоров’я,υγεία
459,Krankheit::N,хвороба,αρρώστια
460,Schmerz::N,біль,πόνος
461,Wunde::N,рана,πληγή
462,Fieber::N,гарячка,πυρετός
463,Arznei::N,ліки,φάρμακο
464,Brücke::N,міст,γέφυρα
465,Brunnen::N,колодязь,πηγάδι
466,Weide::N,пасовище,βοσκή
467,Pfad::N,стежка,μονοπάτι
468,Weg::N,шлях,δρόμος
469,Weg::N,дорога,δρόμος
470,Straße::N,вулиця,οδός
471,Straße::N,вулиця,δρόμος
472,Dorf::N,село,χωριό
473,Stadt::N,місто,πόλη
474,Brief::N,лист,γράμμα
475,Brief::N,лист,επιστολή
476,Buch::N,книга,βιβλίο
477,Buch::N,книжка,βιβλίο
478,Buchstabe::N,буква,γράμμα
479,Buchstabe::N,літера,γράμμα
480,Zeitung::N,газета,εφημερίδα
481,Leben::N,життя,ζωή
482,Leben::N,життя,βίος
483,Tod::N,смерть,θάνατος
484,Grab::N,могила,τάφος
485,Kirche::N,церква,εκκλησία
486,Sünde::N,гріх,αμαρτία
487,Gott::N,бог,θεός
488,Arbeiter::N,робітник,εργάτης
489,Chef::N,хазяїн,προϊστάμενος
490,Meister::N,умілець,μάστορας
491,Meister::N,умілець,αρχιτεχνίτης
492,Arzt::N,лікар,γιατρός
493,Lehrer::N,вчитель,δάσκαλος
494,Geld::N,гроші,λεφτά
495,Geld::N,гроші,χρήματα
496,Geschäft::N,заняття,συναλλαγή
497,Laden::N,магазин,μαγαζί
498,Laden::N,магазин,κατάστημα
499,Laden::N,крамниця,μαγαζί
500,Laden::N,крамниця,κατάστημα
501,Preis::N,ціна,τιμή
502,Ware::N,товар,εμπόρευμα
503,Nutzen::N,вигода,όφελος
504,Nutzen::N,користь,όφελος
505,Reichtum::N,багатство,πλούτος
506,Welt::N,світ,κόσμος
507,Land::N,країна,χώρα
508,Staat::N,держава,κράτος
509,Staat::N,держава,πολιτεία
510,König::N,король,βασιλιάς
511,Macht::N,влада,εξουσία
512,Grenze::N,кордон,σύνορα
513,Krieg::N,війна,πόλεμος
514,Feind::N,ворог,εχθρός
515,Gewalt::N,насильство,βία
516,Kampf::N,бій,αγώνας
517,Kampf::N,боротьба,αγώνας
518,Bogen[Waffe]::N,лук,τόξο
519,Pfeil::N,стріла,σαΐτα
520,Gewehr::N,рушниця,τουφέκι
521,Gewehr::N,гвинтівка,τουφέκι
522,Fehler::N,помилка,λάθος
523,Fehler::N,помилка,σφάλμα
524,Lüge::N,брехня,ψέμα
525,Lüge::N,брехня,ψεύδος
526,Schaden::N,шкода,ζημία
527,Schaden::N,збиток,ζημία
528,Unglück::N,нещастя,δυστυχία
529,Schuld::N,провина,ενοχή
530,Schuld::N,провина,φταίξιμο
531,Alter::N,вік,ηλικία
532,Alter::N,літа,ηλικία
533,Schluss::N,кінець,τέλος
534,Zeit::N,час,χρόνος
535,Tag::N,день,μέρα
536,Tag::N,день,ημέρα
537,Morgen::N,ранок,πρωί
538,Mittag::N,південь,μεσημέρι
539,Abend::N,вечір,βράδυ
540,Nacht::N,ніч,νύχτα
541,Woche::N,тиждень,εβδομάδα
542,Monat::N,місяць,μήνας
543,Jahr::N,рік,έτος
544,Jahr::N,рік,χρόνος
545,Frühling::N,весна,άνοιξη
546,Sommer::N,літо,καλοκαίρι
547,Herbst::N,осінь,φθινόπωρο
548,Winter::N,зима,χειμώνας
549,Januar::N,січень,Ιανουάριος
550,Februar::N,лютий,Φεβρουάριος
551,März::N,березень,Μάρτιος
552,April::N,квітень,Απρίλιος
553,Mai::N,травень,Μάιος
554,Juni::N,червень,Ιούνιος
555,Juli::N,липень,Ιούλιος
556,August::N,серпень,Αύγουστος
557,September::N,вересень,Σεπτέμβριος
558,Oktober::N,жовтень,Οκτώβριος
559,November::N,листопад,Νοέμβριος
560,Dezember::N,грудень,Δεκέμβριος
561,Montag::N,понеділок,Δευτέρα
562,Dienstag::N,вівторок,Τρίτη
563,Mittwoch::N,середа,Τετάρτη
564,Donnerstag::N,четвер,Πέμπτη
565,Freitag::N,п’ятниця,Παρασκευή
566,Samstag::N,субота,Σάββατο
567,Sonntag::N,неділя,Κυριακή
568,groß::A,великий,μεγάλος
569,klein::A,малий,μικρός
570,klein::A,маленький,μικρός
571,lang::A,довгий,μακρύς
572,kurz::A,короткий,κοντός
573,breit::A,широкий,φαρδύς
574,schmal::A,вузький,στενός
575,dicht::A,густий,πυκνός
576,dick[Gegenstand]::A,товстий,παχύς
577,dick[Gegenstand]::A,товстий,χοντρός
578,dünn::A,тонкий,ψιλός
579,dünn::A,тонкий,λεπτός
580,fein::A,дрібний,ψιλός
581,fest::A,міцний,στερεός
582,flach::A,плоский,επίπεδος
583,glatt::A,рівний,λείος
584,glatt::A,рівний,ομαλός
585,glatt::A,гладенький,λείος
586,glatt::A,гладенький,ομαλός
587,hart::A,твердий,σκληρός
588,weich::A,м’який,μαλακός
589,rund::A,круглий,στρογγυλός
590,spitz::A,гострокінцевий,μυτερός
591,scharf::A,гострий,κοφτερός
592,stumpf::A,тупий,αμβλύς
593,schwer::A,важкий,βαρύς
594,schön::A,вродливий,ωραίος
595,schön::A,вродливий,όμορφος
596,heiß::A,жаркий,ζεστός
597,heiß::A,гарячий,ζεστός
598,warm::A,теплий,θερμός
599,kalt::A,холодний,κρύος
600,kalt::A,холодний,ψυχρός
601,kühl::A,прохолодний,δροσερός
602,frisch::A,свіжий,νωπός
603,frisch::A,свіжий,φρέσκος
604,feucht::A,вогкий,υγρός
605,nass::A,мокрий,βρεγμένος
606,trocken::A,сухий,ξηρός
607,trocken::A,сухий,στεγνός
608,voll::A,повний,γεμάτος
609,leer::A,пустий,άδειος
610,offen::A,відкритий,ανοιχτός
611,geschlossen::A,закритий,κλειστός
612,geschlossen::A,зачинений,κλειστός
613,sauber::A,чистий,καθαρός
614,sauber::A,охайний,καθαρός
615,schmutzig::A,брудний,βρώμικος
616,schmutzig::A,брудний,λερωμένος
617,roh::A,сирий,ωμός
618,reif::A,зрілий,ώριμος
619,lecker::A,смачний,νόστιμος
620,süß::A,солодкий,γλυκός
621,bitter::A,гіркий,πικρός
622,sauer::A,кислий,ξινός
623,hell::A,світлий,φωτεινός
624,dunkel::A,темний,σκοτεινός
625,schwarz::A,чорний,μαύρος
626,schwarz::A,чорний,μελανός
627,weiß::A,сивий,άσπρος
628,rot::A,червоний,κόκκινος
629,gelb::A,жовтий,κίτρινος
630,blau::A,синій,μπλε
631,blau::A,синій,γαλανός
632,grün::A,зелений,πράσινος
633,grau::A,сірий,γκρίζος
634,bunt::A,барвистий,ποικιλόχρωπος
635,billig::A,дешевий,φτηνός
636,teuer::A,дорогий,ακριβός
637,wertvoll::A,цінний,πολύτιμος
638,blind::A,сліпий,τυφλός
639,taub::A,глухий,κουφός
640,kräftig::A,могутній,δυνατός
641,stark::A,сильний,γερός
642,schwach::A,слабкий,αδύνατος
643,fett::A,жирний,παχύς
644,fett::A,товстий,παχύς
645,schlank::A,тонкий,λεπτός
646,schlank::A,тонкий,λυγερός
647,schlank::A,стрункий,λεπτός
648,schlank::A,стрункий,λυγερός
649,hübsch::A,чарівний,όμορφος
650,hübsch::A,чарівний,χαριτωμένος
651,böse::A,злий,κακός
652,böse::A,лихий,κακός
653,dumm::A,дурний,κουτός
654,dumm::A,дурний,ανόητος
655,faul::A,ледачий,τεμπέλης
656,fleißig::A,старанний,εργατικός
657,geizig::A,скупий,τσιγγούνης
658,klug::A,мудрий,έξυπνος
659,klug::A,розумний,έξυπνος
660,geschickt::A,умілий,επιδέξιος
661,lieb::A,милий,φίλος
662,lieb::A,милий,αγαπητός
663,lustig::A,веселий,εύθυμος
664,lustig::A,веселий,χαρούμενος
665,sanft::A,лагідний,ήπιος
666,hungrig::A,голодний,πεινασμένος
667,krank::A,слабий,άρρωστος
668,nackt::A,голий,γυμνός
669,traurig::A,сумний,λυπημένος
670,lebendig::A,живий,ζωντανός
671,gut::A,добрий,καλός
672,schlecht::A,поганий,κακός
673,schlecht::A,кепський,κακός
674,richtig::A,правильний,σωστός
675,schlimm::A,бридкий,άσχημος
676,wahr::A,справжній,αληθής
677,wahr::A,справжній,αληθινός
678,alt::A,старий,παλιός
679,neu::A,новий,νέος
680,neu::A,новий,καινούργιος
681,ehemalig::A,колишній,παλιός
682,alt[Lebewesen]::A,старий,γέρος
683,jung::A,молодий,νέος
684,arm::A,бідний,φτωχός
685,reich::A,багатий,πλούσιος
686,bekannt::A,знайомий,γνωστός
687,berühmt::A,славетний,περίφημος
688,berühmt::A,славетний,ξακουσμένος
689,fremd::A,чужий,ξένος
690,verschieden::A,різний,διαφορετικός
691,nah::A,близький,κοντινός
692,fern::A,далекий,μακριά
693,linker::A,лівий,αριστερός
694,rechter::A,правий,δεξιός
695,anderer::A,інакший,άλλος
696,erster::A,перший,πρώτος
697,zweiter::A,другий,δεύτερος
698,dritter::A,третій,τρίτος
699,letzter::A,останній,τελευταίος
700,allein::ADV,сам,μόνος
701,allein::ADV,один,μόνος
702,auf einmal::ADV,відразу,εφάπαξ
703,zusammen::ADV,разом,μαζί
704,zusammen::ADV,спільно,μαζί
705,lange::ADV,довго,πολύν καιρό
706,plötzlich::ADV,раптом,έξαφνα
707,sofort::ADV,зараз,αμέσως
708,später::ADV,пізніше,αργότερα
709,jetzt::ADV,тепер,τώρα
710,heute::ADV,сьогодні,σήμερα
711,morgen::ADV,завтра,αύριο
712,bald::ADV,незабаром,σε λίγο
713,bald::ADV,незабаром,εντός ολίγου
714,dann::ADV,потім,ύστερα
715,gestern::ADV,вчора,χτες
716,einst::ADV,колись,ποτέ
717,einst::ADV,колись,άλλοτε
718,damals::ADV,тоді,τότε
719,danach::ADV,згодом,μετά
720,danach::ADV,згодом,ύστερα
721,vorher::ADV,раніше,πριν
722,vorher::ADV,раніше,προηγουμένως
723,zuerst::ADV,спершу,πρώτα
724,zuerst::ADV,спочатку,πρώτα
725,einmal::ADV,один раз,μία φορά
726,manchmal::ADV,іноді,κάποτε
727,manchmal::ADV,інколи,κάποτε
728,oft::ADV,часто,συχνά
729,oft::ADV,часто,πολλές φορές
730,immer::ADV,завжди,πάντα
731,immer::ADV,завжди,πάντοτε
732,niemals::ADV,ніколи,ποτέ
733,hier::ADV,тут,εδώ
734,hierhin::ADV,сюди,εδώ
735,von hier::ADV,звідси,από δω
736,dort::ADV,там,εκεί
737,dorthin::ADV,туди,προς τα κει
738,geradeaus::ADV,прямо,κατευθείαν
739,vorwärts::ADV,вперед,εμπρός
740,rückwärts::ADV,назад,πίσω
741,zurück::ADV,назад,πίσω
742,unten::ADV,внизу,κάτω
743,hinab::ADV,вниз,προς τα κάτω
744,oben::ADV,вгорі,πάνω
745,oben::ADV,вгорі,επάνω
