,Concept_ID,sq,uk
165,Eichhörnchen::N,ketër,білка
166,Elch::N,dre brilopatë,лось
167,Fuchs::N,dhelpër,лисиця
168,Hase::N,lepur,заєць
169,Maus::N,mi,миша
170,Wolf::N,ujk,вовк
171,Vogel::N,zog,птах
172,Vogel::N,shpend,птах
173,Schwarm::N,luzmë,зграя
174,Huhn::N,pulë,курка
175,Hahn::N,gjel,півень
176,Hahn::N,këndes,півень
177,Gans::N,patë,гуска
178,Adler::N,shqiponjë,орел
179,Ente::N,rosë,качка
180,Eule::N,buf,сова
181,Kranich::N,lejlek,журавель
182,Kranich::N,kurrillë,журавель
183,Krähe::N,sorrë,ворона
184,Kuckuck::N,qyqe,зозуля
185,Schwan::N,mjellmë,лебідь
186,Fisch::N,peshk,риба
187,Barsch::N,purtekë,окунь
188,Hecht::N,mlysh,щука
189,Schlange[Tier]::N,gjarpër,змія
190,Wurm::N,krimb,черв’як
191,Spinne::N,marimangë,павук
192,Ameise::N,thnegël,мурашка
193,Ameise::N,milingonë,мурашка
194,Laus::N,morr,воша
195,Mücke::N,kunup,комар
196,Mücke::N,mushkonjë,комар
197,Fliege::N,mizë,муха
198,Schmetterling::N,flutur,метелик
199,Beere::N,frutë,ягода
200,Beere::N,manaferrë,ягода
201,Apfel::N,mollë,яблуко
202,Pilz::N,kërpudhë,гриб
203,Zwiebel::N,qepë,цибуля
204,Saat::N,farë,сім’я
205,Korn::N,grurë,зерно
206,Korn::N,kokërr,зерно
207,Heu::N,sanë,сіно
208,Schale::N,lëkurë,шкірка
209,Grube::N,gropë,яма
210,Falle::N,kurth,пастка
211,Falle::N,grackë,пастка
212,Schlinge::N,nyjë,петля
213,Spur::N,gjurmë,слід
214,Asche::N,hi,зола
215,Asche::N,hi,попіл
216,Dreck::N,baltë,бруд
217,Eisen::N,hekur,залізо
218,Gold::N,ar,золото
219,Gold::N,flori,золото
220,Silber::N,argjend,срібло
221,Kohle::N,qymyr,вугілля
222,Glas::N,qelq,скло
223,Lehm::N,argjilë,глина
224,Sand::N,rërë,пісок
225,Mensch::N,njeri,людина
226,Mann::N,burrë,чоловік
227,Mann::N,mashkull,чоловік
228,Frau::N,grua,жінка
229,Frau::N,femër,жінка
230,Kind::N,kalama,дитина
231,Junge::N,djalë,хлопець
232,Mädchen::N,gocë,дівчина
233,Mädchen::N,vajzë,дівчина
234,Familie::N,familje,сім’я
235,Familie::N,familje,родина
236,Großvater::N,gjysh,дідусь
237,Großmutter::N,gjyshe,бабуся
238,Eltern::N,prindër,батьки
239,Vater::N,atë,батько
240,Mutter::N,nënë,мати
241,Sohn::N,bir,син
242,Tochter::N,bijë,дочка
243,Bruder::N,vëlla,брат
244,Schwester::N,motër,сестра
245,Onkel::N,dajë,дядько
246,Onkel::N,xhaxha,дядько
247,Tante::N,teze,тітка
248,Tante::N,hallë,тітка
249,Ehemann::N,burrë,чоловік
250,Ehemann::N,bashkëshort,чоловік
251,Ehefrau::N,grua,жінка
252,Ehefrau::N,grua,дружина
253,Ehefrau::N,bashkëshorte,жінка
254,Ehefrau::N,bashkëshorte,дружина
255,Freude::N,gaz,радощі
256,Freude::N,gëzim,радощі
257,Gelächter::N,qeshje,сміх
258,Glück::N,lumturi,щастя
259,Kummer::N,brengë,горе
260,Kummer::N,pikëllim,горе
261,Wunsch::N,dëshirë,бажання
262,Lust::N,epsh,бажання
263,Lust::N,dashuri,бажання
264,Geist::N,frymë,дух
265,Geist::N,shpirt,дух
266,Gedanke::N,ide,думка
267,Gedanke::N,mendim,думка
268,Gedächtnis::N,kujtesë,пам’ять
269,Verstand::N,mend,розум
270,Sinn::N,kuptim,зміст
271,Sinn::N,kuptim,значення
272,Grund::N,arsye,причина
273,Wahrheit::N,vërtetë,правда
274,Gespräch::N,bisedim,розмова
275,Märchen::N,përrallë,байка
276,Erzählung::N,tregim,повість
277,Erzählung::N,tregim,оповідання
278,Nachricht::N,lajm,повідомлення
279,Neuigkeit::N,risi,новина
280,Name::N,emër,ім’я
281,Rätsel::N,gjëzë,загадка
282,Rätsel::N,gjëegjëzë,загадка
283,Rede::N,fjalim,промова
284,Sprache::N,gjuhë,мова
285,Stimme::N,zë,голос
286,Wort::N,fjalë,слово
287,Zeichen::N,shenjë,знак
288,Ruf::N,thirrmë,оклик
289,Lärm::N,zhurmë,шум
290,Laut::N,tingull,звук
291,Ton::N,ton,тон
292,Lied::N,këngë,пісня
293,Ruhe::N,qetësi,спокій
294,Leute::N,botë,люди
295,Leute::N,njerëz,люди
296,Volk::N,popull,народ
297,Arbeit::N,punë,робота
298,Gast::N,mik,гість
299,Gast::N,mysafir,гість
300,Geschenk::N,dhuratë,подарунок
301,Geschenk::N,peshqesh,подарунок
302,Spiel::N,lojë,гра
303,Gesellschaft::N,shoqëri,товариство
304,Hilfe::N,ndihmë,допомога
305,Freund::N,mik,друг
306,Freund::N,mik,приятель
307,Kamerad::N,shok,товариш
308,Angelegenheit::N,punë,справа
309,Anzahl::N,sasi,число
310,Art::N,lloj,рід
311,Stück::N,copë,кусок
312,Teil::N,pjesë,частина
313,Hälfte::N,gjysmë,половина
314,Kreis::N,qark,круг
315,Kreis::N,qark,коло
316,Kreis::N,rreth,круг
317,Kreis::N,rreth,коло
318,Kreuz::N,kryq,хрест
319,Linie::N,vijë,лінія
320,Strich::N,vizë,штрих
321,Abstand::N,distancë,проміжок
322,Entfernung::N,largim,відстань
323,Gegend::N,vise,місцевість
324,Gegend::N,krahinë,місцевість
325,Platz::N,shesh,площа
326,Ort::N,vend,місце
327,Seite::N,anë,сторона
328,Mitte::N,mes,середина
329,Gegenstand::N,send,предмет
330,Sache::N,gjë,річ
331,Sache::N,send,річ
332,Rand::N,qoshe,край
333,Kante::N,teh,ребро
334,Ecke::N,qoshe,ріг
335,Spitze::N,majë,кінчик
336,Ende::N,skaj,кінець
337,Ende::N,bisht,кінець
338,Loch::N,vrimë,діра
339,Winkel::N,kënd,куток
340,Muster::N,mostër,узор
341,Größe::N,madhësi,розмір
342,Länge::N,gjatësi,довжина
343,Höhe::N,lartësi,висота
344,Gewicht::N,peshë,вага
345,Menge::N,sasi,кількість
346,Haufen::N,grumbull,купа
347,Reihe::N,radhë,ряд
348,Reihe::N,rresht,ряд
349,Boot::N,barkë,човен
350,Boot::N,lundër,човен
351,Ruder::N,rrem,весло
352,Schlitten::N,sajë,сани
353,Ski::N,ski,лижа
354,Lagerfeuer::N,flakadan,вогнище
355,Lagerfeuer::N,zjarr i madh,вогнище
356,Last::N,barrë,тягар
357,Last::N,barrë,вантаж
358,Gang::N,ecje,хід
359,Schritt::N,hap,крок
360,Norden::N,veri,північ
361,Süden::N,jug,південь
362,Westen::N,perëndim,захід
363,Osten::N,lindje,схід
364,Holz::N,dru,дрова
365,Brett::N,dërrasë,дошка
366,Platte::N,pllakë,плита
367,Stütze::N,shtyllë,підпірка
368,Stütze::N,mbështetesë,підпірка
369,Stange::N,shufër,жердина
370,Stock::N,dajak,палиця
371,Stab::N,shkop,палиця
372,Rohr::N,tub,труба
373,Haus::N,shtëpi,дім
374,Haus::N,shtëpi,хата
375,Heim::N,konak,житло
376,Heim::N,shtëpi,житло
377,Ofen::N,sobë,піч
378,Ofen::N,stufë,піч
379,Fußboden::N,dysheme,підлога
380,Tisch::N,tryezë,стіл
381,Stuhl::N,karrige,стілець
382,Wiege::N,djep,колиска
383,Bett::N,shtrat,ліжко
384,Bett::N,shtrat,постіль
385,Regal::N,raft,полиця
386,Kiste::N,kuti,ящик
387,Fenster::N,dritare,вікно
388,Tür::N,derë,двері
389,Tor::N,portë,ворота
390,Zaun::N,gardh,паркан
391,Zaun::N,gardh,огорожа
392,Dach::N,çati,дах
393,Leiter::N,shkallë,драбина
394,Besen::N,fshesë,мітла
395,Spaten::N,lopatë,заступ
396,Schaufel::N,qyrek,совок
397,Schaufel::N,qyrek,лопата
398,Gabel::N,pirun,виделка
399,Löffel::N,lugë,ложка
400,Messer::N,thikë,ніж
401,Nagel::N,gozhdë,цвях
402,Netz::N,rrjetë,сіть
403,Haken::N,grep,крюк
404,Haken::N,grremç,крюк
405,Griff::N,dorak,ручка
406,Griff::N,dorak,держак
407,Griff::N,dorezë,ручка
408,Griff::N,dorezë,держак
409,Schloss::N,bravë,замок
410,Bild::N,tablo,картина
411,Bild::N,pikturë,картина
412,Figur::N,figurë,фігура
413,Puppe::N,kukull,лялька
414,Beutel::N,qese,мішечок
415,Beutel::N,qese,торбинка
416,Beutel::N,trastë,мішечок
417,Beutel::N,trastë,торбинка
418,Bündel::N,deng,в’язка
419,Tasche::N,çantë,сумка
420,Eimer::N,kovë,відро
421,Deckel::N,kapak,кришка
422,Deckel::N,mbulesë,кришка
423,Geschirr::N,enë,посуд
424,Sack::N,thes,мішок
425,Sack::N,torbë,мішок
426,Tasse::N,filxhan,чашка
427,Topf::N,kusi,горщик
428,Topf::N,tenxhere,горщик
429,Kessel::N,kazan,котел
430,Essen::N,ngrënie,їжа
431,Nahrung::N,ushqim,харч
432,Speise::N,gatesë,страва
433,Fleisch::N,mish,м’ясо
434,Getreide::N,drithë,хліб
435,Getreide::N,drithë,збіжжя
436,Brei::N,qull,каша
437,Brot::N,bukë,хліб
438,Scheibe::N,fetë,скибочка
439,Fett::N,lyrë,жир
440,Fett::N,yndyrë,жир
441,Butter::N,gjalpë,масло
442,Öl::N,vaj,олія
443,Salz::N,kripë,сіль
444,Suppe::N,supë,суп
445,Suppe::N,çorbë,суп
446,Honig::N,mjaltë,мед
447,Milch::N,qumësht,молоко
448,Tee::N,çaj,чай
449,Leder::N,lëkurë,шкіра
450,Wolle::N,lesh,шерсть
451,Stoff::N,pëlhurë,тканина
452,Nadel::N,gjilpërë,голка
453,Faden::N,pe,нитка
454,Faden::N,fije,нитка
455,Knopf::N,kopsë,ґудзик
456,Knoten::N,komb,вузол
457,Farbe::N,bojë,фарба
458,Kleidung::N,veshje,одяг
459,Kleidung::N,veshje,убрання
460,Hemd::N,këmishë,сорочка
461,Kragen::N,jakë,комір
462,Ärmel::N,mëngë,рукав
463,Hose::N,brekë,брюки
464,Gürtel::N,rrip,пояс
465,Mütze::N,kësulë,шапка
466,Schuh::N,këpucë,ботинок
467,Stiefel::N,çizme,чобіт
468,Ring::N,unazë,кільце
469,Band::N,shirit,стрічка
470,Kamm::N,krehër,гребінець
471,Spiegel::N,pasqyrë,дзеркало
472,Riemen::N,rrip,ремінь
473,Schnur::N,litar,вірьовка
474,Schnur::N,cikomë,вірьовка
475,Leine::N,rrip,шворка
476,Decke::N,batanije,ковдра
477,Kissen::N,jastëk,подушка
478,Tuch::N,shami,хустка
479,Handtuch::N,peshqir,рушник
480,Kraft::N,forcë,сила
481,Stärke::N,koll,сила
482,Gesundheit::N,shëndet,здоров’я
483,Krankheit::N,sëmundje,хвороба
484,Schmerz::N,dhimbje,біль
485,Wunde::N,plagë,рана
486,Fieber::N,ethe,гарячка
487,Arznei::N,ilaç,ліки
488,Brücke::N,urë,міст
489,Brunnen::N,pus,колодязь
490,Weide::N,kullotë,пасовище
491,Pfad::N,ravë,стежка
492,Pfad::N,shteg,стежка
493,Weg::N,udhë,шлях
494,Weg::N,udhë,дорога
495,Weg::N,shteg,шлях
496,Weg::N,shteg,дорога
497,Straße::N,rrugë,вулиця
498,Dorf::N,fshat,село
499,Dorf::N,katund,село
500,Stadt::N,qytet,місто
501,Brief::N,letër,лист
502,Buch::N,libër,книга
503,Buch::N,libër,книжка
504,Buchstabe::N,shkronjë,буква
505,Buchstabe::N,shkronjë,літера
506,Zeitung::N,gazetë,газета
507,Leben::N,jetë,життя
508,Tod::N,mortje,смерть
509,Grab::N,varr,могила
510,Kirche::N,kishë,церква
511,Sünde::N,mëkat,гріх
512,Sünde::N,gjynah,гріх
513,Gott::N,hy,бог
514,Gott::N,zot,бог
515,Arbeiter::N,punëtor,робітник
516,Chef::N,shef,хазяїн
517,Chef::N,drejtues,хазяїн
518,Meister::N,mjeshtër,умілець
519,Arzt::N,mjek,лікар
520,Arzt::N,doktor,лікар
521,Lehrer::N,mësues,вчитель
522,Lehrer::N,arsimtar,вчитель
523,Geld::N,para,гроші
524,Geld::N,holla,гроші
525,Geschäft::N,ujdi,заняття
526,Geschäft::N,biznes,заняття
527,Laden::N,dyqan,магазин
528,Laden::N,dyqan,крамниця
529,Preis::N,çmim,ціна
530,Ware::N,mall,товар
531,Nutzen::N,dobi,вигода
532,Nutzen::N,dobi,користь
533,Nutzen::N,leverdi,вигода
534,Nutzen::N,leverdi,користь
535,Reichtum::N,kamje,багатство
536,Reichtum::N,pasuri,багатство
537,Welt::N,botë,світ
538,Land::N,vend,країна
539,Staat::N,shtet,держава
540,König::N,mbret,король
541,Macht::N,fuqi,влада
542,Macht::N,pushtet,влада
543,Grenze::N,kufi,кордон
544,Krieg::N,luftë,війна
545,Feind::N,armik,ворог
546,Gewalt::N,dhunë,насильство
547,Kampf::N,luftim,бій
548,Kampf::N,luftim,боротьба
549,Bogen[Waffe]::N,hark,лук
550,Pfeil::N,shigjetë,стріла
551,Gewehr::N,pushkë,рушниця
552,Gewehr::N,pushkë,гвинтівка
553,Fehler::N,gafë,помилка
554,Fehler::N,gabim,помилка
555,Lüge::N,gënjeshtër,брехня
556,Schaden::N,dëm,шкода
557,Schaden::N,dëm,збиток
558,Schaden::N,zarar,шкода
559,Schaden::N,zarar,збиток
560,Unglück::N,fatkeqësi,нещастя
561,Schuld::N,faj,провина
562,Alter::N,moshë,вік
563,Alter::N,moshë,літа
564,Schluss::N,fund,кінець
565,Zeit::N,kohë,час
566,Tag::N,ditë,день
567,Morgen::N,mëngjes,ранок
568,Mittag::N,mesditë,південь
569,Abend::N,mbrëmje,вечір
570,Nacht::N,natë,ніч
571,Woche::N,javë,тиждень
572,Monat::N,muaj,місяць
573,Jahr::N,vit,рік
574,Frühling::N,pranverë,весна
575,Sommer::N,verë,літо
576,Herbst::N,vjeshtë,осінь
577,Winter::N,dimër,зима
578,Januar::N,janar,січень
579,Februar::N,shkurt,лютий
580,März::N,mars,березень
581,April::N,prill,квітень
582,Mai::N,maj,травень
583,Juni::N,qershor,червень
584,Juli::N,korrik,липень
585,August::N,gusht,серпень
586,September::N,shtator,вересень
587,Oktober::N,tetor,жовтень
588,November::N,nëntor,листопад
589,Dezember::N,dhjetor,грудень
590,Montag::N,hënë,понеділок
591,Dienstag::N,martë,вівторок
592,Mittwoch::N,mërkurë,середа
593,Donnerstag::N,enjte,четвер
594,Freitag::N,premte,п’ятниця
595,Samstag::N,shtunë,субота
596,Sonntag::N,diel,неділя
597,groß::A,madh,великий
598,klein::A,vogël,малий
599,klein::A,vogël,маленький
600,lang::A,gjatë,довгий
601,kurz::A,shkurtër,короткий
602,breit::A,gjerë,широкий
603,schmal::A,ngushtë,вузький
604,dicht::A,dendur,густий
605,dick[Gegenstand]::A,trashë,товстий
606,dünn::A,hollë,тонкий
607,fein::A,imët,дрібний
608,fest::A,fortë,міцний
609,flach::A,sheshtë,плоский
610,glatt::A,rrafshët,рівний
611,glatt::A,rrafshët,гладенький
612,hart::A,fortë,твердий
613,weich::A,butë,м’який
614,rund::A,rrumbullakët,круглий
615,spitz::A,majëmprehtë,гострокінцевий
616,scharf::A,mprehtë,гострий
617,stumpf::A,topitur,тупий
618,schwer::A,rëndë,важкий
619,schön::A,bukur,вродливий
620,heiß::A,nxehtë,жаркий
621,heiß::A,nxehtë,гарячий
622,warm::A,ngrohtë,теплий
623,kalt::A,ftohtë,холодний
624,kühl::A,freskët,прохолодний
625,frisch::A,pastër,свіжий
626,feucht::A,lagësht,вогкий
627,nass::A,lagur,мокрий
628,trocken::A,thatë,сухий
629,voll::A,plotë,повний
630,leer::A,bosh,пустий
631,leer::A,zbrazët,пустий
632,offen::A,hapur,відкритий
633,geschlossen::A,mbyllur,закритий
634,geschlossen::A,mbyllur,зачинений
635,sauber::A,dëlirë,чистий
636,sauber::A,dëlirë,охайний
637,schmutzig::A,ndyrë,брудний
638,roh::A,gjallë,сирий
639,reif::A,arrirë,зрілий
640,lecker::A,shijshëm,смачний
641,süß::A,ëmbël,солодкий
642,bitter::A,hidhur,гіркий
643,sauer::A,thartë,кислий
644,hell::A,me dritë,світлий
645,dunkel::A,errët,темний
646,schwarz::A,i zi,чорний
647,weiß::A,bardhë,сивий
648,rot::A,kuq,червоний
649,gelb::A,verdhë,жовтий
650,blau::A,blu,синій
651,blau::A,kaltër,синій
652,grün::A,blertë,зелений
653,grün::A,gjelbër,зелений
654,grau::A,hirtë,сірий
655,grau::A,bojë hiri,сірий
656,bunt::A,shumëngjyrëshëm,барвистий
657,billig::A,lirë,дешевий
658,teuer::A,shtrenjtë,дорогий
659,wertvoll::A,çmuar,цінний
660,wertvoll::A,vlershëm,цінний
661,blind::A,qorr,сліпий
662,blind::A,verbër,сліпий
663,taub::A,shurdhër,глухий
664,kräftig::A,fuqishëm,могутній
665,stark::A,fortë,сильний
666,schwach::A,dobët,слабкий
667,fett::A,dhjamur,жирний
668,fett::A,dhjamur,товстий
669,schlank::A,hollë,тонкий
670,schlank::A,hollë,стрункий
671,hübsch::A,bukur,чарівний
672,hübsch::A,hijshëm,чарівний
673,böse::A,keq,злий
674,böse::A,keq,лихий
675,dumm::A,teveqel,дурний
676,faul::A,dembel,ледачий
677,fleißig::A,zellshëm,старанний
678,geizig::A,kurnac,скупий
679,geizig::A,dorështrënguar,скупий
680,klug::A,mençur,мудрий
681,klug::A,mençur,розумний
682,geschickt::A,aftë,умілий
683,lieb::A,dashur,милий
684,lustig::A,gëzuar,веселий
685,sanft::A,butë,лагідний
686,hungrig::A,uritur,голодний
687,krank::A,sëmurë,слабий
688,nackt::A,lakuriq,голий
689,nackt::A,zhveshur,голий
690,traurig::A,trishtuar,сумний
691,lebendig::A,gjallë,живий
692,gut::A,mirë,добрий
693,schlecht::A,keq,поганий
694,schlecht::A,keq,кепський
695,richtig::A,drejtë,правильний
696,schlimm::A,keq,бридкий
697,wahr::A,vërtetë,справжній
698,alt::A,vjetër,старий
699,neu::A,i ri,новий
700,ehemalig::A,dikurshëm,колишній
701,alt[Lebewesen]::A,plak,старий
702,jung::A,i ri,молодий
703,arm::A,varfër,бідний
704,arm::A,vobektë,бідний
705,reich::A,pasur,багатий
706,bekannt::A,njohur,знайомий
707,berühmt::A,famshëm,славетний
708,fremd::A,huaj,чужий
709,verschieden::A,ndryshëm,різний
710,nah::A,afërt,близький
711,fern::A,largët,далекий
712,linker::A,majtë,лівий
713,rechter::A,djathtë,правий
714,anderer::A,tjetër,інакший
715,erster::A,parë,перший
716,zweiter::A,dytë,другий
717,dritter::A,i tretë,третій
718,letzter::A,fundit,останній
719,allein::ADV,vetëm,сам
720,allein::ADV,vetëm,один
721,auf einmal::ADV,njëkohësisht,відразу
722,zusammen::ADV,bashkë,разом
723,zusammen::ADV,bashkë,спільно
724,zusammen::ADV,së bashku,разом
725,zusammen::ADV,së bashku,спільно
726,lange::ADV,për një kohë të gjatë,довго
727,plötzlich::ADV,befas,раптом
728,sofort::ADV,menjëherë,зараз
729,sofort::ADV,aty për aty,зараз
730,später::ADV,më vonë,пізніше
731,jetzt::ADV,tash,тепер
732,heute::ADV,sot,сьогодні
733,morgen::ADV,nesër,завтра
734,bald::ADV,shpejt,незабаром
735,bald::ADV,së shpejti,незабаром
736,dann::ADV,pastaj,потім
737,gestern::ADV,dje,вчора
738,einst::ADV,dikur,колись
739,damals::ADV,atëherë,тоді
740,danach::ADV,mandej,згодом
741,vorher::ADV,më parë,раніше
742,zuerst::ADV,së pari,спершу
743,zuerst::ADV,së pari,спочатку
744,einmal::ADV,njëherë,один раз
745,manchmal::ADV,nganjëherë,іноді
746,manchmal::ADV,nganjëherë,інколи
747,oft::ADV,shpesh,часто
748,immer::ADV,përherë,завжди
749,immer::ADV,gjithnjë,завжди
750,niemals::ADV,kurrë,ніколи
751,niemals::ADV,asnjëherë,ніколи
752,hier::ADV,këtu,тут
753,hierhin::ADV,knej,сюди
754,von hier::ADV,që këtej,звідси
755,von hier::ADV,prej këtej,звідси
756,dort::ADV,aty,там
757,dort::ADV,atje,там
758,dorthin::ADV,anej,туди
759,geradeaus::ADV,drejt,прямо
760,vorwärts::ADV,mbroth,вперед
761,vorwärts::ADV,përpara,вперед
762,rückwärts::ADV,mbrapsht,назад
763,zurück::ADV,prapa,назад
764,zurück::ADV,mbrapsht,назад
765,unten::ADV,poshtë,внизу
766,hinab::ADV,përposh,вниз
767,oben::ADV,lart,вгорі
768,oben::ADV,sipër,вгорі
769,hinauf::ADV,lart,вгору
770,hinauf::ADV,përpjetë,вгору
771,überall::ADV,kudo,скрізь
772,nicht::ADV,s',не
773,nicht::ADV,nuk,не
774,ein wenig::ADV,një tis,трохи
775,ein wenig::ADV,një tis,небагато
776,kaum::ADV,mezi,ледве
777,sehr::ADV,fort,дуже
778,sehr::ADV,shumë,дуже
779,so::ADV,ashtu,так
780,so::ADV,kështu,так
781,noch::ADV,ende,ще
782,noch::ADV,akoma,ще
783,nur::ADV,vetëm,лише
784,nur::ADV,vetëm,тільки
785,schon::ADV,tashmë,вже
786,wieder::ADV,përsëri,знову
787,vergebens::ADV,kot,дарма
788,vor::PRP,para,перед
789,hinter::PRP,prapa,ззаду
790,hinter::PRP,prapa,позаду
791,hinter::PRP,mbrapa,ззаду
792,hinter::PRP,mbrapa,позаду
793,unter::PRP,nën,під
794,durch::PRP,nëpër,крізь
795,neben::PRP,pranë,біля
796,neben::PRP,përbri,біля
797,zwischen::PRP,midis,між
798,zwischen::PRP,ndërmjet,між
799,wegen::PRP,për,з-за
800,wegen::PRP,për,через
801,dies::PRN,ky,це
802,das::PRN,ky,то
803,alles::PRN,gjithçka,все
804,ich::PRN,unë,я
805,du::PRN,ti,ти
806,er::PRN,ai,він
807,wir::PRN,ne,ми
808,ihr::PRN,ju,ви
809,sie::PRN,ata,вони
810,was::FPRN,ç',що
811,was::FPRN,çfarë,що
812,wer::FPRN,kush,хто
813,wo::FADV,ku,де
814,wohin::FADV,për ku,куди
815,wie::FADV,si,як
816,warum::FADV,pse,чому
817,warum::FADV,përse,чому
818,wieviel::FNUM,sa,скільки
819,eins::NUM,një,один
820,zwei::NUM,dy,два
821,drei::NUM,tre,три
