,Concept_ID,he,ro
78,Rauch::N,עשן,fum
79,Funke::N,ניצוץ,scânteie
80,Feuer::N,אש,foc
81,Licht::N,אור,lumină
82,Schatten::N,צל,umbră
83,Wetter::N,מזג אויר,timp
84,Wetter::N,מזג אויר,vreme
85,Nebel::N,ערפל,ceață
86,Nebel::N,ערפל,negură
87,Wolke::N,ענן,nor
88,Regen::N,גשם,ploaie
89,Schnee::N,שלג,zăpadă
90,Eis::N,קרח,gheață
91,Frost::N,צנה,ger
92,Kälte::N,קר,frig
93,Hitze::N,חם,arșiță
94,Hitze::N,חם,căldură
95,Raureif::N,כפור,chiciură
96,Regenbogen::N,קשת,curcubeu
97,Donner::N,רעם,tunet
98,Strömung::N,זרימה,curent
99,Tropfen::N,טפה,picătură
100,Schaum::N,קצף,spumă
101,Schmutz::N,לכלוך,murdărie
102,See::N,אגם,lac
103,Sumpf::N,בצה,mlaștină
104,Moor::N,בצה,bărăgan
105,Wiese::N,מרעה,fânaț
106,Wiese::N,מרעה,livadă
107,Wald::N,יער,codru
108,Wald::N,יער,pădure
109,Hügel::N,תל,deal
110,Hügel::N,תל,movilă
111,Anhöhe::N,מעלה,deal
112,Anhöhe::N,מעלה,ridicătură
113,Berg::N,הר,munte
114,Gipfel::N,פסגה,pisc
115,Höhle::N,מערה,peșteră
116,Abhang::N,מדרון,pantă
117,Abhang::N,מדרון,versant
118,Abhang::N,שפוע,pantă
119,Abhang::N,שפוע,versant
120,Quelle::N,מעין,izvor
121,Bach::N,נחל,gârlă
122,Fluss::N,נהר,râu
123,Fluss::N,נהר,fluviu
124,Ufer::N,גדה,mal
125,Ufer::N,גדה,țărm
126,Küste::N,חוף,coastă
127,Festland::N,יבשה,uscat
128,Meer::N,ים,mare
129,Bucht::N,מפרץ,golf
130,Insel::N,אי,insulă
131,Blume::N,פרח,floare
132,Gras::N,דשא,iarbă
133,Wurzel::N,שרש,rădăcină
134,Baum::N,עץ,copac
135,Baum::N,עץ,arbore
136,Stamm::N,גזע,tulpină
137,Rinde::N,קלפת עץ,scoarță
138,Ast::N,ענף,cracă
139,Ast::N,ענף,creangă
140,Zweig::N,ענף,ramură
141,Zweig::N,ענף,creangă
142,Blatt::N,עלה,frunză
143,Birke::N,שדר,mesteacăn
144,Kiefer[Baum]::N,ארן,pin
145,Weide[Baum]::N,ערבה,salcie
146,Weide[Baum]::N,ערבה,răchită
147,Tanne::N,אשוח,brad
148,Horn::N,קרן,corn
149,Feder::N,נוצה,pană
150,Fell::N,פרוה,piele
151,Flügel::N,כנף,aripă
152,Klaue::N,טלף,gheară
153,Kralle::N,טפר,labă
154,Kralle::N,טפר,gheară
155,Schwanz::N,זנב,coadă
156,Ei::N,ביצה,ou
157,Nest::N,קן,cuib
158,Bau::N,מחלה,bârlog
159,Bau::N,מחלה,vizuină
160,Tier::N,חיה,animal
161,Herde::N,עדר,turmă
162,Herde::N,עדר,cireadă
163,Kuh::N,פרה,vacă
164,Bulle::N,פר,taur
165,Pferd::N,סוס,cal
166,Schaf::N,כבשה,oaie
167,Schwein::N,חזיר,porc
168,Hund::N,כלב,câine
169,Katze::N,חתול,pisică
170,Bär::N,דב,urs
171,Eichhörnchen::N,סנאי,veveriță
172,Elch::N,דישון,elan
173,Fuchs::N,שועל,vulpe
174,Hase::N,ארנב,iepure
175,Maus::N,עכבר,șoarece
176,Wolf::N,זאב,lup
177,Vogel::N,צפור,pasăre
178,Schwarm::N,נחיל,cârd
179,Schwarm::N,להקה,cârd
180,Huhn::N,תרנגלת,găină
181,Hahn::N,תרנגול,cocoș
182,Gans::N,אוז,gâscă
183,Adler::N,עיט,vultur
184,Ente::N,ברוז,rață
185,Eule::N,ינשוף,bufniță
186,Kranich::N,עגור,cocor
187,Kranich::N,כרוכיה,cocor
188,Krähe::N,עורב,cioară
189,Kuckuck::N,קוקיה,cuc
190,Schwan::N,ברבור,lebădă
191,Fisch::N,דג,pește
192,Barsch::N,אוקונוס,biban
193,Hecht::N,זאב הים,știucă
194,Schlange[Tier]::N,נחש,șarpe
195,Wurm::N,תולעת,vierme
196,Spinne::N,עכביש,păianjen
197,Ameise::N,נמלה,furnică
198,Laus::N,כנה,păduche
199,Mücke::N,יתוש,țânțar
200,Fliege::N,זבוב,muscă
201,Schmetterling::N,פרפר,fluture
202,Beere::N,ענבה,boabă
203,Apfel::N,תפוח,măr
204,Pilz::N,פטריה,burete
205,Pilz::N,פטריה,ciupercă
206,Zwiebel::N,בצל,ceapă
207,Saat::N,זרעים,semănătură
208,Korn::N,גרעין,grâu
209,Heu::N,חציר,fân
210,Schale::N,קלפה,coajă
211,Grube::N,בור,groapă
212,Grube::N,שוחה,groapă
213,Falle::N,מלכדת,cursă
214,Falle::N,מלכדת,capcană
215,Schlinge::N,לולאה,laț
216,Spur::N,עקבה,dâră
217,Asche::N,אפר,cenușă
218,Dreck::N,זהמה,noroi
219,Dreck::N,זהמה,murdărie
220,Eisen::N,ברזל,fier
221,Gold::N,זהב,aur
222,Silber::N,כסף,argint
223,Kohle::N,פחם,cărbune
224,Glas::N,זכוכית,sticlă
225,Lehm::N,חרסית,lut
226,Lehm::N,חרסית,humă
227,Sand::N,חול,nisip
228,Mensch::N,אדם,om
229,Mensch::N,אדם,persoană
230,Mann::N,איש,om
231,Mann::N,איש,bărbat
232,Mann::N,גבר,om
233,Mann::N,גבר,bărbat
234,Frau::N,אשה,femeie
235,Frau::N,גברת,femeie
236,Kind::N,ילד,copil
237,Junge::N,ילד,băiat
238,Junge::N,ילד,flăcău
239,Mädchen::N,נערה,fată
240,Familie::N,משפחה,familie
241,Großvater::N,סבא,bunic
242,Großvater::N,סבא,tată mare
243,Großmutter::N,סבתא,bunică
244,Großmutter::N,סבתא,mamă mare
245,Eltern::N,הורים,părinți
246,Vater::N,אב,tată
247,Vater::N,אב,părinte
248,Mutter::N,אם,mamă
249,Sohn::N,בן,fiu
250,Sohn::N,בן,fecior
251,Tochter::N,בת,fiică
252,Bruder::N,אח,frate
253,Schwester::N,אחות,soră
254,Onkel::N,דוד,unchi
255,Tante::N,דודה,mătușă
256,Ehemann::N,איש,soț
257,Ehemann::N,איש,bărbat
258,Ehemann::N,בעל,soț
259,Ehemann::N,בעל,bărbat
260,Ehefrau::N,אשה,soție
261,Freude::N,שמחה,bucurie
262,Gelächter::N,צחוק,râset
263,Glück::N,אשר,fericire
264,Kummer::N,יגון,mâhnire
265,Kummer::N,עגמה,mâhnire
266,Wunsch::N,אחול,dorință
267,Wunsch::N,אחול,deziderat
268,Wunsch::N,משאלה,dorință
269,Wunsch::N,משאלה,deziderat
270,Lust::N,חשק,poftă
271,Lust::N,חשק,înclinare
272,Lust::N,תשוקה,poftă
273,Lust::N,תשוקה,înclinare
274,Geist::N,רוח,duh
275,Geist::N,רוח,minte
276,Geist::N,רוח,suflet
277,Gedanke::N,מחשבה,gând
278,Gedanke::N,מחשבה,cuget
279,Gedächtnis::N,זכרון,memorie
280,Verstand::N,שכל,minte
281,Verstand::N,שכל,intelect
282,Sinn::N,מובן,sens
283,Sinn::N,מובן,înțeles
284,Sinn::N,משמעות,sens
285,Sinn::N,משמעות,înțeles
286,Grund::N,סבה,cauză
287,Grund::N,סבה,pricină
288,Wahrheit::N,אמת,adevăr
289,Gespräch::N,דיון,convorbire
290,Gespräch::N,דיון,conversație
291,Märchen::N,אגדה,basm
292,Märchen::N,אגדה,poveste
293,Erzählung::N,ספור,poveste
294,Nachricht::N,ידיעה,veste
295,Neuigkeit::N,חדשה,noutate
296,Neuigkeit::N,חדשה,actualitate
297,Name::N,שם,nume
298,Rätsel::N,תעלומה,ghicitoare
299,Rede::N,נאום,discurs
300,Sprache::N,לשון,limbă
301,Sprache::N,לשון,limbaj
302,Stimme::N,קול,glas
303,Wort::N,מלה,cuvânt
304,Zeichen::N,סימן,semn
305,Zeichen::N,סימן,semnal
306,Ruf::N,קריאה,chemare
307,Lärm::N,רעש,zgomot
308,Lärm::N,רעש,tărăboi
309,Laut::N,הגה,sunet
310,Ton::N,צליל,ton
311,Lied::N,שיר,cântec
312,Ruhe::N,שלוה,odihnă
313,Ruhe::N,שלוה,liniște
314,Leute::N,אנשים,lume
315,Leute::N,אנשים,oameni
316,Volk::N,עם,popor
317,Volk::N,עם,națiune
318,Arbeit::N,עבודה,lucru
319,Gast::N,אורח,musafir
320,Geschenk::N,מתנה,dar
321,Geschenk::N,מתנה,cadou
322,Spiel::N,משחק,joc
323,Gesellschaft::N,חברה,societate
324,Hilfe::N,עזרה,ajutor
325,Freund::N,חבר,amic
326,Freund::N,חבר,prieten
327,Freund::N,ידיד,amic
328,Freund::N,ידיד,prieten
329,Kamerad::N,רע,tovarăș
330,Angelegenheit::N,ענין,afacere
331,Anzahl::N,מספר,număr
332,Anzahl::N,מספר,cantitate
333,Art::N,סוג,fel
334,Art::N,סוג,specie
335,Stück::N,חתיכה,bucată
336,Teil::N,פרק,parte
337,Teil::N,פרק,porție
338,Hälfte::N,חצי,jumătate
339,Kreis::N,מעגל,cerc
340,Kreuz::N,צלב,cruce
341,Linie::N,קו,linie
342,Strich::N,קו קצר,linie
343,Strich::N,קו קצר,trăsătură
344,Abstand::N,מרחק,distanță
345,Abstand::N,מרחק,depărtare
346,Entfernung::N,מרחק,distanță
347,Entfernung::N,מרחק,depărtare
348,Gegend::N,נוף,regiune
349,Platz::N,שטח,loc
350,Ort::N,אתר,loc
351,Ort::N,מקום,loc
352,Seite::N,צד,latură
353,Mitte::N,אמצע,centru
354,Gegenstand::N,אוביקט,obiect
355,Sache::N,דבר,lucru
356,Sache::N,דבר,chestie
357,Rand::N,פרור,bordură
358,Kante::N,קצה,muchie
359,Kante::N,קצה,bordură
360,Ecke::N,פנה,colț
361,Spitze::N,קצה,vârf
362,Spitze::N,קצה,creștet
363,Ende::N,סוף,capăt
364,Loch::N,חר,gaură
365,Winkel::N,פנה,colț
366,Muster::N,תבנית,desen
367,Größe::N,גדל,mărime
368,Länge::N,ארך,lungime
369,Höhe::N,קומה,înălțime
370,Höhe::N,גבה,înălțime
371,Gewicht::N,משקל,greutate
372,Menge::N,כמות,cantitate
373,Haufen::N,ערמה,grămadă
374,Reihe::N,רצף,șir
375,Reihe::N,רצף,rând
376,Boot::N,סירה,barcă
377,Boot::N,סירה,luntre
378,Ruder::N,משוט,vâslă
379,Ruder::N,משוט,lopată
380,Schlitten::N,מזחלת,sanie
381,Ski::N,מגלשים,schi
382,Lagerfeuer::N,מדורה,foc de tabără
383,Last::N,משא,povară
384,Last::N,משא,sarcină
385,Gang::N,הליכה,mers
386,Gang::N,הליכה,umblet
387,Schritt::N,צעד,pas
388,Norden::N,צפון,nord
389,Norden::N,צפון,miazănoapte
390,Süden::N,דרום,sud
391,Süden::N,דרום,miazăzi
392,Westen::N,מערב,apus
393,Osten::N,מזרח,est
394,Osten::N,מזרח,răsărit
395,Holz::N,עץ,lemn
396,Brett::N,קרש,scândură
397,Platte::N,לוח,placă
398,Stütze::N,משען,proptea
399,Stange::N,מוט,bară
400,Stange::N,מוט,prăjină
401,Stock::N,מקל,băț
402,Stock::N,מקל,baston
403,Stab::N,מוט,baston
404,Stab::N,מוט,prăjină
405,Rohr::N,צנור,tub
406,Rohr::N,צנור,țeavă
407,Haus::N,בית,casă
408,Heim::N,בית,casă
409,Heim::N,בית,cămin
410,Ofen::N,תנור,sobă
411,Fußboden::N,רצפה,podea
412,Fußboden::N,רצפה,dușumea
413,Tisch::N,שלחן,masă
414,Stuhl::N,כסא,scaun
415,Wiege::N,ערש,leagăn
416,Bett::N,מטה,pat
417,Regal::N,מדף,rafturi
418,Kiste::N,תבה,ladă
419,Kiste::N,תבה,cutie
420,Kiste::N,ארגז,ladă
421,Kiste::N,ארגז,cutie
422,Fenster::N,חלון,fereastră
423,Tür::N,דלת,ușă
424,Tor::N,שער,poartă
425,Zaun::N,גדר,gard
426,Dach::N,גג,acoperiș
427,Leiter::N,סלם,scară
428,Besen::N,מטאטא,mătură
429,Spaten::N,את,cazma
430,Spaten::N,את,hârleț
431,Schaufel::N,את,lopată
432,Gabel::N,מזלג,furculiță
433,Löffel::N,כף,lingură
434,Messer::N,סכין,cuțit
435,Nagel::N,מסמר,cui
436,Netz::N,רשת,plasă
437,Haken::N,וו,cârlig
438,Haken::N,קרס,cârlig
439,Griff::N,ידית,mâner
440,Schloss::N,מנעול,lacăt
441,Bild::N,תמונה,tablou
442,Bild::N,תמונה,imagine
443,Figur::N,פסל,chip
444,Figur::N,פסל,figură
445,Puppe::N,בבה,păpușă
446,Beutel::N,שק,pungă
447,Beutel::N,שק,săculeț
448,Bündel::N,צרור,mănunchi
449,Tasche::N,שקית,geantă
450,Eimer::N,דלי,găleată
451,Deckel::N,מכסה,capac
452,Geschirr::N,כלים,vase
453,Geschirr::N,כלים,tacâmuri
454,Sack::N,שק,sac
455,Tasse::N,ספל,ceașcă
456,Topf::N,סיר,oală
457,Kessel::N,קנקן,cazan
458,Kessel::N,קנקן,căldare
459,Essen::N,אכל,mâncare
460,Essen::N,ארוחה,mâncare
461,Nahrung::N,הזנה,hrană
462,Nahrung::N,הזנה,aliment
463,Nahrung::N,תזונה,hrană
464,Nahrung::N,תזונה,aliment
465,Speise::N,מאכל,bucate
466,Speise::N,מאכל,fel de bucate
467,Speise::N,ארוחה,bucate
468,Speise::N,ארוחה,fel de bucate
469,Fleisch::N,בשר,carne
470,Getreide::N,דגן,cereale
471,Brei::N,מחית,pireu
472,Brot::N,לחם,pâine
473,Scheibe::N,עגול,felie
474,Scheibe::N,עגול,bucată
475,Scheibe::N,פרוסה,felie
476,Scheibe::N,פרוסה,bucată
477,Fett::N,שמן,untură
478,Fett::N,שמן,grăsime
479,Butter::N,חמאה,unt
480,Öl::N,שמן,ulei
481,Salz::N,מלח,sare
482,Suppe::N,מרק,supă
483,Suppe::N,מרק,ciorbă
484,Honig::N,דבש,miere
485,Milch::N,חלב,lapte
486,Tee::N,תה,ceai
487,Leder::N,עור,piele
488,Wolle::N,צמר,lână
489,Stoff::N,בד,stofă
490,Stoff::N,אריג,stofă
491,Nadel::N,מחט,ac
492,Faden::N,חוט,ață
493,Knopf::N,כפתור,buton
494,Knoten::N,קשר,nod
495,Farbe::N,צבע,vopsea
496,Kleidung::N,בגדים,haine
497,Kleidung::N,בגדים,îmbrăcăminte
498,Hemd::N,חלצה,cămașă
499,Kragen::N,צוארון,guler
500,Ärmel::N,שרוול,mânecă
501,Hose::N,מכנסים,pantaloni
502,Gürtel::N,חגורה,cordon
503,Mütze::N,כובע,șapcă
504,Schuh::N,נעל,gheată
505,Stiefel::N,מגף,cizmă
506,Ring::N,טבעת,inel
507,Ring::N,טבעת,verigă
508,Band::N,סרט,panglică
509,Band::N,סרט,șiret
510,Kamm::N,מסרק,pieptene
511,Spiegel::N,מראה,oglindă
512,Riemen::N,רצועה,curea
513,Schnur::N,חבל,funie
514,Schnur::N,חבל,sfoară
515,Leine::N,מושכות,lesă
516,Leine::N,מושכות,curea
517,Decke::N,שמיכה,pătură
518,Kissen::N,כרית,pernă
519,Tuch::N,צעיף,batic
520,Handtuch::N,מגבת,prosop
521,Handtuch::N,מגבת,ștergar
522,Kraft::N,כוח,forță
523,Kraft::N,כוח,putere
524,Stärke::N,און,tărie
525,Stärke::N,און,vigoare
526,Gesundheit::N,בריאות,sănătate
527,Krankheit::N,מחלה,boală
528,Krankheit::N,מחלה,maladie
529,Schmerz::N,כאב,durere
530,Wunde::N,פציעה,rană
531,Fieber::N,חם,febră
532,Arznei::N,תרופה,leac
533,Arznei::N,תרופה,medicament
534,Brücke::N,גשר,pod
535,Brücke::N,גשר,punte
536,Brunnen::N,באר,puț
537,Weide::N,אחו,izlaz
538,Weide::N,אחו,pășune
539,Weide::N,מרעה,izlaz
540,Weide::N,מרעה,pășune
541,Pfad::N,שביל,cărare
542,Pfad::N,מדרכה,cărare
543,Weg::N,דרך,drum
544,Straße::N,כביש,cale
545,Straße::N,כביש,stradă
546,Dorf::N,כפר,sat
547,Stadt::N,עיר,oraș
548,Brief::N,מכתב,scrisoare
549,Buch::N,ספר,carte
550,Buchstabe::N,אות,literă
551,Buchstabe::N,אות,caracter
552,Zeitung::N,עתון,ziar
553,Zeitung::N,עתון,gazetă
554,Leben::N,חיים,viață
555,Tod::N,מות,moarte
556,Grab::N,קבר,groapă
557,Grab::N,קבר,mormânt
558,Kirche::N,כנסיה,biserică
559,Sünde::N,חטא,păcat
560,Gott::N,אל,zeu
561,Arbeiter::N,פועל,muncitor
562,Chef::N,ראש,șef
563,Chef::N,מנהל,șef
564,Meister::N,ממחה,meșter
565,Meister::N,ממחה,maestru
566,Arzt::N,רופא,medic
567,Arzt::N,רופא,doctor
568,Lehrer::N,מורה,profesor
569,Lehrer::N,מורה,învățător
570,Geld::N,כסף,bani
571,Geld::N,כסף,parale
572,Geschäft::N,עסקה,treabă
573,Geschäft::N,עסקה,afacere
574,Laden::N,חנות,magazin
575,Laden::N,חנות,prăvălie
576,Preis::N,מחיר,preț
577,Ware::N,סחורה,marfă
578,Nutzen::N,תועלת,folos
579,Nutzen::N,תועלת,profit
580,Reichtum::N,עשר,avuție
581,Reichtum::N,עשר,bogăție
582,Welt::N,עולם,lume
583,Land::N,ארץ,țară
584,Staat::N,מדינה,stat
585,König::N,מלך,rege
586,Macht::N,כוח,putere
587,Macht::N,כוח,putință
588,Grenze::N,גבול,hotar
589,Grenze::N,גבול,graniță
590,Grenze::N,גבול,frontieră
591,Krieg::N,מלחמה,război
592,Feind::N,אויב,dușman
593,Gewalt::N,אלימות,violență
594,Kampf::N,קרב,luptă
595,Kampf::N,לחימה,luptă
596,Bogen[Waffe]::N,קשת,arc
597,Pfeil::N,חץ,săgeată
598,Gewehr::N,רובה,armă
599,Gewehr::N,רובה,pușcă
600,Fehler::N,טעות,eroare
601,Fehler::N,טעות,greșeală
602,Lüge::N,שקר,minciună
603,Schaden::N,נזק,daună
604,Schaden::N,נזק,pagubă
605,Unglück::N,מזל רע,nenorocire
606,Schuld::N,אשמה,vină
607,Alter::N,גיל,etate
608,Alter::N,גיל,vârstă
609,Schluss::N,סיום,sfârșit
610,Zeit::N,זמן,timp
611,Zeit::N,זמן,vreme
612,Tag::N,יום,zi
613,Morgen::N,בקר,dimineață
614,Mittag::N,צהרים,prânz
615,Mittag::N,צהרים,amiază
616,Abend::N,ערב,seară
617,Nacht::N,לילה,noapte
618,Woche::N,שבוע,săptămână
619,Monat::N,חדש,lună
620,Jahr::N,שנה,an
621,Frühling::N,אביב,primăvară
622,Sommer::N,קיץ,vară
623,Herbst::N,סתו,toamnă
624,Winter::N,חרף,iarnă
625,Januar::N,ינואר,ianuarie
626,Februar::N,פברואר,februarie
627,März::N,מרץ,martie
628,April::N,אפריל,aprilie
629,Mai::N,מאי,mai
630,Juni::N,יוני,iunie
631,Juli::N,יולי,iulie
632,August::N,אוגוסט,august
633,September::N,ספטמבר,septembrie
634,Oktober::N,אוקטובר,octombrie
635,November::N,נובמבר,noiembrie
636,Dezember::N,דצמבר,decembrie
637,Montag::N,יום שני,luni
638,Dienstag::N,יום שלישי,marți
639,Mittwoch::N,יום רביעי,miercuri
640,Donnerstag::N,יום חמישי,joi
641,Freitag::N,יום ששי,vineri
642,Samstag::N,יום שבת,sâmbătă
643,Sonntag::N,יום ראשון,duminică
644,groß::A,גדול,mare
645,klein::A,קטן,mic
646,lang::A,ארך,lung
647,kurz::A,קצר,scurt
648,breit::A,רחב,lat
649,breit::A,רחב,larg
650,schmal::A,צר,strâmt
651,dicht::A,צפוף,des
652,dick[Gegenstand]::A,עבה,gros
653,dünn::A,דק,subțire
654,fein::A,מעדן,fin
655,fein::A,מעדן,subțire
656,fest::A,מוצק,tare
657,fest::A,מוצק,solid
658,flach::A,שטוח,șes
659,flach::A,שטוח,plan
660,glatt::A,חלק,lins
661,hart::A,קשיח,dur
662,weich::A,רך,moale
663,rund::A,עגל,rotund
664,rund::A,עגל,circular
665,spitz::A,חד,ascuțit
666,scharf::A,חד,tăios
667,scharf::A,חד,ascuțit
668,stumpf::A,קהה,tocit
669,schwer::A,כבד,greu
670,schön::A,יפה,frumos
671,heiß::A,חם,cald
672,heiß::A,חם,fierbinte
673,warm::A,חם,cald
674,warm::A,חם,fierbinte
675,kalt::A,קר,rece
676,kühl::A,צונן,rece
677,kühl::A,צונן,răcoros
678,frisch::A,טרי,răcoros
679,frisch::A,טרי,proaspăt
680,feucht::A,לח,umed
681,feucht::A,לח,jilav
682,nass::A,רטוב,ud
683,trocken::A,יבש,sec
684,trocken::A,יבש,uscat
685,voll::A,מלא,plin
686,leer::A,ריק,gol
687,offen::A,פתוח,deschis
688,geschlossen::A,סגור,închis
689,sauber::A,נקי,curat
690,schmutzig::A,מלכלך,murdar
691,roh::A,חי,crud
692,reif::A,בשל,copt
693,lecker::A,טעים,gustos
694,süß::A,מתוק,dulce
695,bitter::A,מר,amar
696,sauer::A,חמוץ,acru
697,hell::A,בהיר,clar
698,hell::A,בהיר,luminos
699,dunkel::A,עמום,obscur
700,dunkel::A,עמום,întunecos
701,schwarz::A,שחר,negru
702,weiß::A,לבן,alb
703,rot::A,אדם,roșu
704,gelb::A,צהב,galben
705,blau::A,כחל,albastru
706,grün::A,ירק,verde
707,grau::A,אפר,gri
708,grau::A,אפר,cenușiu
709,bunt::A,צבעוני,colorat
710,billig::A,זול,ieftin
711,teuer::A,יקר,scump
712,wertvoll::A,יקר ערך,prețios
713,blind::A,עור,orb
714,taub::A,חרש,surd
715,kräftig::A,חסן,tare
716,kräftig::A,חסן,forte
717,kräftig::A,חסן,robust
718,stark::A,חזק,viguros
719,stark::A,חזק,puternic
720,schwach::A,חלש,slab
721,schwach::A,חלש,debil
722,fett::A,שמן,gras
723,schlank::A,רזה,zvelt
724,hübsch::A,יפה תאר,drăguț
725,böse::A,רשע,rău
726,böse::A,רשע,răutăcios
727,dumm::A,טפש,nerod
728,dumm::A,טפש,tâmpit
729,faul::A,עצלן,leneș
730,fleißig::A,חרוץ,harnic
731,fleißig::A,חרוץ,sârguincios
732,geizig::A,קמצן,calic
733,geizig::A,קמצן,zgârcit
734,klug::A,נבון,isteț
735,klug::A,נבון,deștept
736,klug::A,פקח,isteț
737,klug::A,פקח,deștept
738,geschickt::A,מימן,dibaci
739,lieb::A,יקר,drag
740,lieb::A,יקר,iubit
741,lieb::A,אהוב,drag
742,lieb::A,אהוב,iubit
743,lustig::A,עליז,vesel
744,sanft::A,עדין,blând
745,sanft::A,עדין,blajin
746,hungrig::A,רעב,flămând
747,krank::A,חולה,bolnav
748,nackt::A,ערום,gol
749,traurig::A,עצוב,trist
750,traurig::A,עצוב,mâhnit
751,lebendig::A,חי,viu
752,gut::A,טוב,bun
753,schlecht::A,גרוע,rău
754,schlecht::A,גרוע,prost
755,richtig::A,נכון,drept
756,richtig::A,נכון,corect
757,schlimm::A,רע,rău
758,wahr::A,אמתי,adevărat
759,alt::A,ישן,uzat
760,alt::A,ישן,vechi
761,neu::A,חדש,nou
762,ehemalig::A,לשעבר,fost
763,ehemalig::A,לשעבר,anterior
764,alt[Lebewesen]::A,זקן,bătrîn
765,jung::A,צעיר,tânăr
766,arm::A,עני,sărac
767,arm::A,עני,sărman
768,reich::A,עשיר,avut
769,reich::A,עשיר,bogat
770,bekannt::A,ידוע,cunoscut
771,berühmt::A,מפרסם,renumit
772,fremd::A,זר,străin
773,verschieden::A,שונה,diferit
774,verschieden::A,שונה,deosebit
775,nah::A,קרוב,apropiat
776,fern::A,רחוק,departe
777,linker::A,שמאלי,stâng
778,rechter::A,ימין,drept
779,anderer::A,אחר,alt
780,erster::A,ראשון,prim
781,zweiter::A,שני,al doilea
782,dritter::A,שלישי,treilea
783,letzter::A,אחרון,final
784,allein::ADV,לבד,singur
785,auf einmal::ADV,בו-זמנית,dintrodată
786,zusammen::ADV,ביחד,împreună
787,lange::ADV,הרבה זמן,îndelung
788,lange::ADV,הרבה זמן,mult timp
789,plötzlich::ADV,לפתע,deodată
790,plötzlich::ADV,לפתע,pe neașteptate
791,plötzlich::ADV,פתאום,deodată
792,plötzlich::ADV,פתאום,pe neașteptate
793,sofort::ADV,מיד,imediat
794,sofort::ADV,מיד,numaidecît
795,später::ADV,לאחר זמן,mai apoi
796,später::ADV,לאחר זמן,mai târziu
797,später::ADV,יותר מאחר,mai apoi
798,später::ADV,יותר מאחר,mai târziu
799,jetzt::ADV,עכשיו,acum
800,heute::ADV,היום,azi
801,heute::ADV,היום,astăzi
802,morgen::ADV,מחר,mâine
803,bald::ADV,בקרוב,curând
804,dann::ADV,אחר-כך,apoi
805,gestern::ADV,אתמול,ieri
806,einst::ADV,לפנים,odată
807,einst::ADV,לפנים,odinioară
808,damals::ADV,אז,atunci
809,damals::ADV,אז,pe atunci
810,danach::ADV,אחר-כך,după aceasta
811,vorher::ADV,לפני זה,mai întâi
812,vorher::ADV,לפני זה,în prealabil
813,zuerst::ADV,קדם,întâi
814,zuerst::ADV,קדם,în primul rând
815,einmal::ADV,פעם,odată
816,manchmal::ADV,לפעמים,uneori
817,manchmal::ADV,לפעמים,câteodată
818,oft::ADV,לעתים קרובות,des
819,oft::ADV,לעתים קרובות,deseori
