,Concept_ID,ka,kn
179,Krähe::N,ყვავი,ಕಾಗೆ
180,Kuckuck::N,გუგული,ಕೋಗಿಲೆ
181,Schwan::N,გედი,ಹಂಸಪಕ್ಷಿ
182,Fisch::N,თევზი,ಮೀನು
183,Barsch::N,ქორჭილა,ಪರ್ಚ್ ಮೀನು
184,Hecht::N,ქარიყლაპია,ಪೈಕ್ ಮೀನು
185,Schlange[Tier]::N,გველი,ಹಾವು
186,Wurm::N,ჭია,ಹುಳು
187,Spinne::N,ობობა,ಊರ್ಣನಾಭ
188,Ameise::N,ჭიანჭველა,ಇರುವೆ
189,Laus::N,ტილი,ಹೇನು
190,Laus::N,მკბენარი,ಹೇನು
191,Mücke::N,კოღო,ಸೊಳ್ಳೆ
192,Fliege::N,ბუზი,ನೊಣ
193,Schmetterling::N,პეპელა,ಪತಂಗ
194,Beere::N,კენკრა,ನಯವಣ್ಣು
195,Apfel::N,ვაშლი,ಸೇಬು
196,Pilz::N,სოკო,ಅಣಬೆ
197,Zwiebel::N,ხახვი,ನೀರುಳ್ಳಿ
198,Saat::N,თესლი,ಬಿತ್ತ
199,Korn::N,მარცვალი,ಬೀಜ
200,Heu::N,თივა,ಕರಡ
201,Schale::N,ჩენჩო,ಹೊಟ್ಟು
202,Grube::N,ორმო,ಗುಂಡಿ
203,Falle::N,ხაფანგი,ಬೋನು
204,Schlinge::N,მახე,ಉರುಲು
205,Spur::N,კვალი,ಜಾಡು
206,Asche::N,ფერფლი,ಬೂದಿ
207,Dreck::N,ტალახი,ಹೊಲಸು
208,Dreck::N,სიბინძურე,ಹೊಲಸು
209,Eisen::N,რკინა,ಕಬ್ಬಿಣ
210,Gold::N,ოქრო,ಚಿನ್ನ
211,Silber::N,ვერცხლი,ಬೆಳ್ಳಿ
212,Kohle::N,ნახშირი,ಕಲ್ಲಿದ್ದಲು
213,Glas::N,მინა,ಗಾಜು
214,Lehm::N,თიხა,ಜೇಡಿಮಣ್ಣು
215,Sand::N,ქვიშა,ಮರಳು
216,Mensch::N,ადამიანი,ಪುರುಷ
217,Mann::N,კაცი,ಆಳು
218,Frau::N,ქალი,ಹೆಣ್ಣು
219,Kind::N,ბავშვი,ಮಗು
220,Junge::N,ვაჟი,ಹುಡುಗ
221,Mädchen::N,გოგო,ಹುಡುಗಿ
222,Familie::N,ოჯახი,ಕುಟುಂಬ
223,Großvater::N,პაპა,ಅಜ್ಜ
224,Großvater::N,ბაბუა,ಅಜ್ಜ
225,Großmutter::N,ბებია,ಅಮ್ಮ
226,Großmutter::N,დიდედა,ಅಮ್ಮ
227,Eltern::N,მშობლები,ಹೆತ್ತವರು
228,Vater::N,მამა,ತಂದೆ
229,Mutter::N,დედა,ಅಮ್ಮ
230,Sohn::N,ვაჟიშვილი,ಮಗ 
231,Tochter::N,ქალიშვილი,ಮಗಳು
232,Bruder::N,ძმა,ತಮ್ಮ
233,Schwester::N,და,ತಂಗಿ
234,Onkel::N,ბიძა,ಸೋದರಮಾವ
235,Onkel::N,ბიძა,ದೊಡ್ಡಪ್ಪ
236,Tante::N,დეიდა,ಚಿಕ್ಕಮ್ಮ
237,Tante::N,მამიდა,ಚಿಕ್ಕಮ್ಮ
238,Ehemann::N,ქმარი,ಗಂಡ
239,Ehefrau::N,ცოლი,ಹೆಂಡತಿ
240,Freude::N,სიხარული,ನಲಿವು
241,Gelächter::N,სიცილი,ನಗೆ
242,Glück::N,ბედნიერება,ಆನಂದ
243,Kummer::N,მწუხარება,ದುಃಖ
244,Wunsch::N,წადილი,ಬಯಕೆ
245,Wunsch::N,სურვილი,ಬಯಕೆ
246,Lust::N,წადილი,ಇಷ್ಟ
247,Geist::N,სული,ಆತ್ಮ
248,Gedanke::N,ფიქრი,ಯೋಚನೆ
249,Gedächtnis::N,მეხსიერება,ಸ್ಮರಣೆ
250,Verstand::N,ჭკუა,ಮನಸ್ಸು
251,Verstand::N,გონება,ಮನಸ್ಸು
252,Sinn::N,მნიშვნელობა,ಅರ್ಥ
253,Grund::N,მიზეზი,ಕಾರಣ
254,Wahrheit::N,სიმართლე,ಸತ್ಯ
255,Wahrheit::N,ჭეშმარიტება,ಸತ್ಯ
256,Gespräch::N,ბაასი,ಸಂಭಾಷಣೆ
257,Gespräch::N,საუბარი,ಸಂಭಾಷಣೆ
258,Märchen::N,არაკი,ಸುಳ್ಳು ಕಥೆ
259,Märchen::N,ზღაპარი,ಸುಳ್ಳು ಕಥೆ
260,Erzählung::N,თქმულება,ಕಥೆ
261,Nachricht::N,ცნობა,ಸಂದೇಶ
262,Nachricht::N,ამბავი,ಸಂದೇಶ
263,Neuigkeit::N,სიახლე,ಸುದ್ದಿ
264,Name::N,სახელი,ಹೆಸರು
265,Rätsel::N,გამოცანა,ಒಗಟು
266,Rede::N,სიტყვა,ಮಾತು
267,Sprache::N,ენა,ಭಾಷೆ
268,Stimme::N,ხმა,ಧ್ವನಿ
269,Wort::N,სიტყვა,ಮಾತು
270,Zeichen::N,ნიშანი,ಗುರುತು
271,Ruf::N,ძახილი,ಕೂಗು
272,Lärm::N,ხმაური,ಸದ್ದು
273,Laut::N,ხმა,ಶಬ್ದ
274,Laut::N,ბგერა,ಶಬ್ದ
275,Ton::N,ტონი,ನಾದ
276,Lied::N,სიმღერა,ಗಾನ
277,Ruhe::N,სიწყნარე,ಶಾಂತಿ
278,Leute::N,ადამიანები,ಮಂದಿ
279,Volk::N,ერი,ಜನಾಂಗ
280,Volk::N,ხალხი,ಜನಾಂಗ
281,Arbeit::N,მუშაობა,ಕೆಲಸ
282,Gast::N,სტუმარი,ಅತಿಥಿ
283,Geschenk::N,საჩუქარი,ಕಾಣಿಕೆ
284,Spiel::N,თამაში,ಆಟ
285,Gesellschaft::N,საზოგადოება,ಸಂಗ
286,Hilfe::N,შველა,ಸಹಾಯ
287,Hilfe::N,დახმარება,ಸಹಾಯ
288,Freund::N,მეგობარი,ಸ್ನೇಹಿತ
289,Kamerad::N,ამხანაგი,ಜೊತೆಗಾರ
290,Angelegenheit::N,საქმე,ವಿಚಾರ
291,Anzahl::N,ოდენობა,ಎಣಿಕೆ
292,Art::N,სახეობა,ತರ
293,Stück::N,ნატეხი,ತುಂಡು
294,Teil::N,წილი,ಭಾಗ
295,Hälfte::N,ნახევარი,ಅರ್ಧ
296,Kreis::N,წრე,ವೃತ್ತ
297,Kreuz::N,ჯვარი,ಶಿಲುಬೆ
298,Linie::N,ხაზი,ರೀಖೆ
299,Strich::N,შტრიხი,ಗೀಟು
300,Abstand::N,მანძილი,ಅಂತರ
301,Entfernung::N,სიშორე,ದೂರ
302,Gegend::N,არე,ವಿಸ್ತೀರ್ಣ
303,Gegend::N,მხარე,ವಿಸ್ತೀರ್ಣ
304,Platz::N,ფართობი,ಅಂತರ
305,Ort::N,ადგილი,ಸ್ಥಳ
306,Seite::N,მხარე,ಪಕ್ಷ
307,Mitte::N,შუა,ನಡು
308,Gegenstand::N,საგანი,ವಸ್ತು
309,Sache::N,ნივთი,ವಸ್ತು
310,Rand::N,კიდე,ಅಂಚು
311,Kante::N,ნაწიბული,ಅಂಚು
312,Ecke::N,კუთხე,ಮೂಲೆ
313,Spitze::N,წვეტი,ತುದಿ
314,Ende::N,ბოლო,ಕೊನೆ
315,Loch::N,ხვრელი,ತೂತು
316,Winkel::N,კუთხე,ಕೋನ
317,Muster::N,მოხატულობა,ನಮೂನೆ
318,Größe::N,ზომა,ಪ್ರಮಾಣ
319,Größe::N,სიდიდე,ಪ್ರಮಾಣ
320,Länge::N,სიგრძე,ಉದ್ದ
321,Höhe::N,სიმაღლე,ಎತ್ತರ
322,Gewicht::N,წონა,ತೂಕ
323,Menge::N,რაოდენობა,ಮೊತ್ತ
324,Haufen::N,გროვა,ರಾಶಿ
325,Reihe::N,რიგი,ಸಾಲು
326,Reihe::N,წყება,ಸಾಲು
327,Boot::N,გემი,ದೋಣಿ
328,Ruder::N,ხოფი,ಹುಟ್ಟು
329,Ruder::N,ნიჩაბი,ಹುಟ್ಟು
330,Schlitten::N,მარხილი,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
331,Ski::N,თხილამური,ಜಾರುಪಟ್ಟಿ
332,Lagerfeuer::N,კოცონი,ಶಿಬಿರಾಗ್ನಿ
333,Last::N,ტვირთი,ಹೊರೆ
334,Gang::N,სვლა,ತಿರುಗಾಟ
335,Schritt::N,ბიჯი,ಹೆಜ್ಜೆ
336,Norden::N,ჩრდილოეთი,ಉತ್ತರ
337,Süden::N,სამხრეთი,ದಕ್ಷಿಣ
338,Westen::N,დასავლეთი,ಪಶ್ಚಿಮ
339,Osten::N,აღმოსავლეთი,ಮೂಡಲು
340,Holz::N,ხე,ಚೌಬೀನೆ
341,Brett::N,დაფა,ಹಲಗೆ
342,Brett::N,ფიცარი,ಹಲಗೆ
343,Platte::N,თლილი ქვა,ಹಲಗೆ
344,Stütze::N,საყრდენი,ಆಸರೆ
345,Stange::N,ჭოკი,ಕಂಬ
346,Stock::N,კეტი,ಕೋಲು
347,Stab::N,ლატანი,ದೊಣ್ಣೆ
348,Rohr::N,მილაკი,ನಳಿಕೆ
349,Haus::N,სახლი,ಮನೆ
350,Heim::N,ოჯახის კერა,ಗೃಹ
351,Ofen::N,ღუმელი,ಒಲೆ
352,Fußboden::N,იატაკი,ನೆಲ
353,Tisch::N,სუფრა,ಮೇಜು
354,Tisch::N,მაგიდა,ಮೇಜು
355,Stuhl::N,სკამი,ಕುರ್ಚಿ
356,Wiege::N,აკვანი,ತೊಟ್ಟಿಲು
357,Bett::N,საწოლი,ಹಾಸಿಗೆ
358,Bett::N,სარეცელი,ಹಾಸಿಗೆ
359,Regal::N,თაროები,ಬೀರು
360,Kiste::N,ყუთი,ಪಟ್ಟಿಗೆ
361,Kiste::N,სკივრი,ಪಟ್ಟಿಗೆ
362,Fenster::N,ფანჯარა,ಕಿಟಕಿ
363,Fenster::N,სარკმელი,ಕಿಟಕಿ
364,Tür::N,ბჭე,ಬಾಗಿಲು
365,Tür::N,კარი,ಬಾಗಿಲು
366,Tor::N,ჭიშკარი,ಹೆಬ್ಬಾಗಿಲು
367,Zaun::N,ღობე,ಬೇಲಿ
368,Zaun::N,გალავანი,ಬೇಲಿ
369,Dach::N,სახურავი,ಮಾಳಿಗೆ
370,Leiter::N,კიბე,ಏಣಿ
371,Besen::N,ცოცხი,ಪೊರಕೆ
372,Spaten::N,ნიჩაბი,ಗುದ್ದಲಿ
373,Schaufel::N,ბარი,ಸನಿಕೆ
374,Gabel::N,ჩანგალი,ಕವಲು
375,Löffel::N,კოვზი,ಚಮಚ
376,Messer::N,დანა,ಚಾಕು
377,Nagel::N,ლურსმანი,ಆಣಿ
378,Netz::N,ბადე,ಬಲೆ
379,Haken::N,კავი,ಕೊಂಡಿ
380,Haken::N,კაუჭი,ಕೊಂಡಿ
381,Griff::N,ტარი,ಹಿಡಿ
382,Schloss::N,კლიტე,ವೀಗ
383,Schloss::N,საკეტი,ವೀಗ
384,Bild::N,სურათი,ಚಿತ್ರ
385,Figur::N,ფიგურა,ಆಕಾರ
386,Puppe::N,თოჯინა,ಗೊಂಬೆ
387,Beutel::N,პარკი,ಸಂಚಿ
388,Bündel::N,გალა,ಕಟ್ಟು
389,Bündel::N,ასხმა,ಕಟ್ಟು
390,Tasche::N,ჩანთა,ಚೀಲ
391,Eimer::N,ჩამჩა,ಬಾನೆ
392,Deckel::N,ხუფი,ಮುಚ್ಚಳ
393,Deckel::N,სარქველი,ಮುಚ್ಚಳ
394,Geschirr::N,ჭურჭელი,ಭಕ್ಷ್ಯಗಳು
395,Sack::N,ტომარა,ಮೂಟೆ
396,Tasse::N,ფინჯანი,ಬಟ್ಟಲು
397,Topf::N,ქოთანი,ಮಡಕೆ
398,Kessel::N,ქვაბი,ಕೆಟಲ್
399,Essen::N,ჭამა,ಊಟ
400,Nahrung::N,საზრდო,ಆಹಾರ
401,Nahrung::N,საკვები,ಆಹಾರ
402,Speise::N,საჭმელი,ಊಟ
403,Fleisch::N,ხორცი,ಮಾಂಸ
404,Getreide::N,მარცვლოვანი,ಧಾನ್ಯ
405,Brei::N,ფაფა,ಗಂಜಿ
406,Brot::N,პური,ರೊಟ್ಟಿ
407,Scheibe::N,ნაჭერი,ಹೋಳು
408,Fett::N,ქონი,ಕೊಬ್ಬು
409,Fett::N,ცხიმი,ಕೊಬ್ಬು
410,Butter::N,კარაქი,ಬೆಣ್ಣೆ
411,Öl::N,ზეთი,ಎಣ್ಣೆ
412,Salz::N,მარილი,ಉಪ್ಪು
413,Suppe::N,სუფი,ಎಸರು
414,Honig::N,თაფლი,ಮಧು
415,Milch::N,რძე,ಹಾಲು
416,Tee::N,ჩაი,ಚಹ
417,Leder::N,ტყავი,ಚಕ್ಕಳ
418,Wolle::N,მატყლი,ಉಣ್ಣೆ
419,Stoff::N,ქსოვილი,ಬಟ್ಟೆ
420,Nadel::N,ნემსი,ಸೂಜಿ
421,Faden::N,ძაფი,ದಾರ
422,Faden::N,მკედი,ದಾರ
423,Knopf::N,ღილი,ಗುಂಡು
424,Knoten::N,ნასკვი,ಗಂಟು
425,Farbe::N,საღებავი,ಬಣ್ಣ
426,Kleidung::N,ტანსაცმელი,ಅರಿವೆ
427,Hemd::N,ხალათი,ಅಂಗಿ
428,Hemd::N,პერანგი,ಅಂಗಿ
429,Kragen::N,საყელო,ಕುತ್ತಿಗೆಪಟ್ಟಿ
430,Ärmel::N,სახელო,ತೋಳು
431,Hose::N,შარვალი,ಇಜಾರ
432,Gürtel::N,ქამარი,ಬೆಲ್ಟು
433,Mütze::N,ქუდი,ಟೋಪಿ
434,Schuh::N,ფეხსაცმელი,ಪಾದರಕ್ಷೆ
435,Stiefel::N,ჩექმა,ಬೂಟು
436,Ring::N,ბეჭედი,ಉಂಗುರ
437,Band::N,ბაფთი,ರಿಬ್ಬನ್
438,Kamm::N,სავარცხელი,ಹಣಿಗೆ
439,Spiegel::N,სარკე,ಕನ್ನಡಿ
440,Riemen::N,ღვედი,ಬಾರು
441,Schnur::N,ლარი,ಹುರಿ
442,Leine::N,ჯაჭვი,ಹಗ್ಗ
443,Decke::N,საბანი,ಕಂಬಳಿ
444,Kissen::N,ბალიში,ದಿಂಬು
445,Tuch::N,მაუდი,ಕೊರಳ ಬಟ್ಟೆ
446,Tuch::N,თავშალი,ಕೊರಳ ಬಟ್ಟೆ
447,Handtuch::N,ხელსახოცი,ಚೌಕ
448,Kraft::N,ძალა,ಬಲ
449,Stärke::N,ღონე,ಶಕ್ತಿ
450,Gesundheit::N,ჯანმრთელობა,ಆರೋಗ್ಯ
451,Krankheit::N,სენი,ರೋಗ
452,Krankheit::N,ავადმყოფობა,ರೋಗ
453,Schmerz::N,ტკივილი,ನೋವು
454,Wunde::N,იარი,ಗಾಯ
455,Wunde::N,ჭრილობა,ಗಾಯ
456,Fieber::N,ციება,ಜ್ವರ
457,Arznei::N,წამალი,ಔಷಧ
458,Brücke::N,ხიდი,ಸೇತುವೆ
459,Brunnen::N,ჭა,ಬಾವಿ
460,Weide::N,საძოვარი,ಗೋಮಾಳ
461,Pfad::N,ბილიკი,ದಾರಿ
462,Weg::N,გზა,ಹಾದಿ
463,Straße::N,შარაგზა,ರಸ್ತೆ
464,Dorf::N,დაბა,ಹಳ್ಳಿ
465,Dorf::N,სოფელი,ಹಳ್ಳಿ
466,Stadt::N,ქალაქი,ಪಟ್ಟಣ
467,Brief::N,წერილი,ಕಾಗದ
468,Buch::N,წიგნი,ಪುಸ್ತಕ
469,Buchstabe::N,ასო,ಅಕ್ಷರ
470,Zeitung::N,გაზეთი,ವಾರ್ತಾಪತ್ರಿಕೆ
471,Leben::N,სიცოცხლე,ಜೀವನ
472,Tod::N,სიკვდილი,ಮರಣ
473,Grab::N,სამარე,ಗೋರಿ
474,Grab::N,საფლავი,ಗೋರಿ
475,Kirche::N,ეკლესია,ಚರ್ಚು
476,Sünde::N,ცოდვა,ಪಾಪ
477,Gott::N,ღმერთი,ದೇವರು
478,Arbeiter::N,მუშა,ಕೆಲಸಗಾರ
479,Chef::N,გამგე,ದಣಿ
480,Meister::N,ოსტატი,ಶಿಕ್ಷಕ
481,Arzt::N,ექიმი,ವೈದ್ಯ
482,Arzt::N,მკურნალი,ವೈದ್ಯ
483,Lehrer::N,მასწავლებელი,ಉಪಾಧ್ಯಾಯ
484,Geld::N,ფული,ಹಣ
485,Geschäft::N,საქმე,ವಾಣಿಜ್ಯ
486,Geschäft::N,ბიზნესი,ವಾಣಿಜ್ಯ
487,Laden::N,დუქანი,ಅಂಗಡಿ
488,Laden::N,მაღაზია,ಅಂಗಡಿ
489,Preis::N,ფასი,ಬೆಲೆ
490,Ware::N,საქონელი,ಸರಕು
491,Nutzen::N,ხეირი,ಲಾಭ
492,Reichtum::N,სიმდიდრე,ಸಂಪತ್ತು
493,Welt::N,მსოფლიო,ಭೂಲೋಕ
494,Land::N,მხარე,ದೇಶ
495,Land::N,ქვეყანა,ದೇಶ
496,Staat::N,სახელმწიფო,ರಾಜ್ಯ
497,König::N,მეფე,ರಾಜ
498,Macht::N,ძლიერება,ಅಧಿಕಾರ
499,Grenze::N,ზღვარი,ಗಡಿ
500,Krieg::N,ომი,ಯುದ್ಧ
501,Feind::N,მტერი,ಶತ್ರು
502,Gewalt::N,სისასტიკე,ಹಿಂಸೆ
503,Kampf::N,ბრძოლა,ಹೋರಾಟ
504,Bogen[Waffe]::N,მშვილდი,ಬಿಲ್ಲು
505,Pfeil::N,ისარი,ಅಂಬು
506,Pfeil::N,მახვილი,ಅಂಬು
507,Gewehr::N,თოფი,ಬಂದೂಕು
508,Gewehr::N,შაშხანა,ಬಂದೂಕು
509,Fehler::N,შეცდომა,ತಪ್ಪು
510,Lüge::N,სიცრუე,ಸುಳ್ಳು
511,Schaden::N,ვნება,ಹಾನಿ
512,Unglück::N,ხიფათი,ಅಪಾಯ
513,Unglück::N,უბედურება,ಅಪಾಯ
514,Schuld::N,ბრალი,ದೋಷ
515,Alter::N,ასაკი,ಮುಪ್ಪು
516,Schluss::N,ბოლო,ಮುಕ್ತಾಯ
517,Schluss::N,დასასრული,ಮುಕ್ತಾಯ
518,Zeit::N,დრო,ಕಾಲ
519,Tag::N,დღე,ದಿನ
520,Morgen::N,დილა,ಮುಂಜಾನೆ
521,Mittag::N,შუადღე,ನಡುಹಗಲು
522,Abend::N,საღამო,ಸಂಜೆ
523,Nacht::N,ღამე,ರಾತ್ರಿ
524,Woche::N,კვირა,ವಾರ
525,Monat::N,თვე,ತಿಂಗಳು
526,Jahr::N,წელი,ಸಂವತ್ಸರ
