,Concept_ID,ka,kn
1029,behindern::V,გააძნელებს,ಅಡ್ಡಿಮಾಡು
1030,verderben::V,გააფუჭებს,ಕೆಡಿಸು
1031,beschädigen::V,დააზიანებს,ಹಾಳುಮಾಡು
1032,zerbrechen::V,დაამტვრევს,ಮುರಿ
1033,zerreißen::V,გახევს,ಸೀಳು
1034,zerstören::V,მოსპობს,ಅಳಿಸು
1035,zerstören::V,დაანგრევს,ಅಳಿಸು
1036,verbrennen::V,დაწვავს,ಸುಡು
1037,geben::V,აძლევს,ಕೊಡು
1038,reichen::V,მიაწოდებს,ಕೊಡು
1039,schenken::V,აჩუქებს,ಅರ್ಪಿಸು
1040,versprechen::V,აღუთქვამს,ವಾಗ್ದಾನಮಾಡು
1041,wünschen::V,უსურვებს,ಬಯಸು
1042,loben::V,აქებს,ಹೊಗಳು
1043,loben::V,ამკობს,ಹೊಗಳು
1044,küssen::V,აკოცებს,ಚುಂಬಿಸು
1045,wiegen::V,არხევს,ತೂಗು
1046,zudecken::V,გადახურავს,ಹಾಸು
1047,wecken::V,გააღვიძებს,ಎಬ್ಬಿಸು
1048,zeigen::V,დაანახვებს,ತೋರಿಸು
1049,führen::V,მიჰყავს,ದಾರಿತೋರಿಸು
1050,lehren::V,ასწავლის,ಕಲಿಸು
1051,unterrichten::V,ასწავლის,ಬೋಧಿಸು
1052,aufziehen::V,აღზრდის,ಸಲಹು
1053,leiten::V,აწარმოებს,ಮುಂದಾಳಾಗಿರು 
1054,leiten::V,ხელმძღვანელობს,ಮುಂದಾಳಾಗಿರು 
1055,antreiben::V,დააჩქარებს,ಓಡಿಸು
1056,lassen::V,ა--ინებს,ಮಾಡಲುಬಿಡು
1057,einladen::V,მოიპატიჟებს,ಆಹ್ವಾನಿಸು
1058,vereinigen::V,შეაერთებს,ಒಂದಾಗು
1059,besuchen::V,სანახავად მიდის,ಭೇಟಿಯಾಗು
1060,treffen::V,შეხვდება,ಸಂಧಿಸು
1061,sich versammeln::V,შეიკრიბება,ನೆರೆ
1062,spielen::V,ეთამაშება,ಆಡು
1063,singen::V,მღერის,ಹಾಡು
1064,tanzen::V,ცეკვავს,ಕುಣಿ
1065,sich trennen::V,მოშორდება,ಪ್ರತ್ಯೇಮಾಡು
1066,verlassen::V,მიატოვებს,ಕಳೆ
1067,retten::V,იხსნის,ರಕ್ಷಿಸು
1068,retten::V,გადაარჩენს,ರಕ್ಷಿಸು
1069,bewachen::V,დარაჯობს,ಕಾಪಾಡು
1070,bewachen::V,უთვალთვალებს,ಕಾಪಾಡು
1071,schützen::V,დაიფარავს,ಸಂರಕ್ಷಿಸು
1072,verteidigen::V,დაიცავს,ಕಾಪಿಡು
1073,sich schlagen::V,იჩხუბებს,ಕಿತ್ತಾಟ
1074,schießen::V,ისვრის,ಎಸೆ
1075,siegen::V,გაიმარჯვებს,ಗೆಲ್ಲು
1076,ärgern::V,აჯავრებს,ರೇಗಿಸು
1077,schlagen::V,ცემს,ಹೊಡೆ
1078,treten::V,პანღურს ამოჰკრავს,ಒದೆ
1079,stechen::V,სჩხვლეტს,ಚುಚ್ಚು
1080,stoßen::V,დაეჯახება,ತಳ್ಳು
1081,stehlen::V,ქურდობს,ಕದಿ
1082,stehlen::V,მოიპარავს,ಕದಿ
1083,stören::V,შეაწუხებს,ಕತಕು
1084,belästigen::V,მობეზრდება,ತೊಂದರೆ
1085,verbergen::V,დამალავს,ಮರೆಮಾಜು
1086,täuschen::V,შეცდებს,ಠಕ್ಕಿಸು
1087,betrügen::V,მოატყუებს,ವಂಚಿಸು
1088,töten::V,მოკლავს,ಕೊಲ್ಲು
1089,wohnen::V,ცხოვრობს,ವಾಸಿಸು
1090,wohnen::V,ბინადრობს,ವಾಸಿಸು
1091,arbeiten::V,მუშაობს,ಕೆಲಸ ಮಾಡು
1092,sammeln::V,შეკრებს,ಸಂಚಯಿಸು
1093,pflücken::V,კრეფს,ಬಿಡಿಸು
1094,jagen::V,ნადირობს,ಬೇಟೆಯಾಡು
1095,fischen::V,თევზაობს,ಮೀನು ಹಿಡಿ
1096,fassen::V,დააჭერს,ಹಿಡಿ
1097,hüten::V,მწყემსავს,ಗುಂಪುಸೇರಿಸು
1098,treiben::V,მიერეკება,ದಬ್ಬು
1099,anbinden::V,მიაბამს,ಬಿಗಿ
1100,füttern::V,აჭმევს,ಮೇಯಿಸು
1101,melken::V,წველის,ಹಾಲು ಕರೆ
1102,hacken::V,კეპავს,ತುಂಡರಿಸು
1103,gießen::V,რწყავს,ನೀರುಹಾಕು
1104,reifen::V,მწიფდება,ಕಳಿ
1105,zubereiten::V,მოამზადებს,ಅಡಿಗೆಮಾಡು
1106,kochen::V,მოხარშავს,ಅಡು
1107,backen::V,გამოაცხობს,ಬೇಯಿಸು
1108,braten::V,შეწვავს,ಕರಿ
1109,umrühren::V,შეურევს,ಕಲಕು
1110,umrühren::V,გათქვეფს,ಕಲಕು
1111,stricken::V,ქსოვს,ಹೆಣೆ
1112,nähen::V,გაკერავს,ಹೊಲಿ
1113,färben::V,შეღებავს,ಬಣ್ಣ ಹತ್ತು
1114,reinigen::V,გაწმენდს,ಸ್ವಚ್ಛಮಾಡು
1115,reinigen::V,გასუფთავებს,ಸ್ವಚ್ಛಮಾಡು
1116,waschen::V,გარეცხავს,ತೊಳೆ
1117,abwischen::V,წაშლის,ಒರಸು
1118,spülen::V,გაავლებს,ಗಲಬರಿಸು
1119,fegen::V,დაბლანდავს,ಗುಡಿಸು
1120,kehren::V,დაგვის,ಗುಡಿಸು
1121,baden::V,ბანაობს,ಸ್ನಾನಮಾಡು
1122,sich waschen::V,იბანება,ತೊಳೆ
1123,ausziehen::V,გაიხდის,ಬಿಚ್ಚು
1124,anziehen::V,ჩაიცვამს,ಹಾಕು
1125,sich anziehen::V,ჩაიცვამს,ಹಾಕು
1126,kämmen::V,დავარცხნის,ಬಾಚು
1127,schmücken::V,მორთავს,ಅಲಂಕರಿಸು
1128,sagen::V,იტყვის,ಹೇಳು
1129,sprechen::V,ლაპარაკობს,ನುಡಿ
1130,reden::V,საუბრობს,ನುಡಿ
1131,sich unterhalten::V,ბაასობს,ಹರಟೆ ಹೊಡಿ
1132,sich unterhalten::V,მუსაიფობს,ಹರಟೆ ಹೊಡಿ
1133,fragen::V,ჰკითხავს,ವಿಚಾರಿಸು
1134,bitten::V,სთხოვს,ಬೇಡು
1135,erzählen::V,მოუთხრობს,ಹೇಳು
1136,mitteilen::V,აუწყებს,ತಿಳಿಸು
1137,mitteilen::V,აცნობებს,ತಿಳಿಸು
1138,nennen::V,უწოდებს,ಹೆಸರಿಡು
1139,rufen::V,დაუძახებს,ಕರೆ
1140,prahlen::V,ტრაბახობს,ಜಂಬ ಕೊಚ್ಚು
1141,übersetzen::V,გადათარგმნის,ಭಾಷಾಂತರಿಸು
1142,denken::V,ფიქრობს,ಯೋಚಿಸು
1143,denken::V,აზროვნებს,ಯೋಚಿಸು
1144,glauben::V,სჯერა,ನಂಬು
1145,bemerken::V,შენიშვნავს,ಗಮನಿಸು
1146,erkennen::V,გამოიცნობს,ಗುರುತುಹಿಡಿ
1147,begreifen::V,გაიგებს,ಗ್ರಹಿಸು
1148,verstehen::V,გაიგონებს,ಅರ್ಥಮಾಡಿಕೊ
1149,lernen::V,ისწავლის,ಕಲಿ
1150,wissen::V,ეცოდინება,ಅರಿ
1151,sich erinnern an::V,მოიგონებს,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1152,sich erinnern an::V,გაიხსენებს,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1153,vergessen::V,ივიწყებს,ಮರೆತುವಿಡು
1154,messen::V,ზომავს,ಅಳೆ
1155,zählen::V,ითვლის,ಗಣಿಸು
1156,rechnen::V,გაიანგარიშებს,ಲೆಕ್ಕ ಹಾಕು
1157,lesen::V,კითხულობს,ಓದು
1158,malen::V,ხატავს,ಬಿಡಿಸು
1159,zeichnen::V,ხაზავს,ಬಿಡಿಸು
1160,schreiben::V,დაწერს,ಬರೆ
1161,besitzen::V,ექნება,ಒಡೆಯನಾಗಿರು
1162,kaufen::V,ყიდულობს,ಕೊಳ್ಳು
1163,verkaufen::V,გაყიდის,ಕೊಡು
1164,bezahlen::V,გადაიხდის,ಬೆಲೆತೆರು
1165,zahlen::V,გადაიხდის,ಹಣವನ್ನುಕೊಡು
1166,beherrschen::V,ფლობს,ಅಧಿಕಾರ ನಡೆಸು
1167,ertragen::V,მოითმენს,ಸಹಿಸು
