,Concept_ID,mhr,ba
214,Dreck::N,лавыра́,батҡаҡ
215,Eisen::N,кӱ́ртньӧ,тимер
216,Gold::N,шӧ́ртньӧ,алтын
217,Silber::N,ший,көмөш
218,Kohle::N,мландышӱ́й,күмер
219,Glas::N,янда́,быяла
220,Lehm::N,шун,балсыҡ
221,Sand::N,ошма́,ҡом
222,Mensch::N,еҥ,кеше
223,Mensch::N,айде́ме,кеше
224,Mann::N,пӧръе́ҥ,ир
225,Frau::N,ӱдырама́ш,ҡатын
226,Kind::N,аза́,бала
227,Junge::N,рве́зе,малай
228,Mädchen::N,ӱдыра́ш,ҡыҙ
229,Mädchen::N,ӱдыра́ш,ҡыҙыҡай
230,Familie::N,еш,ғаилә
231,Großvater::N,коча́,олатай
232,Großmutter::N,кова́,әбәй
233,Eltern::N,ача́-ава́,ата-әсә
234,Vater::N,ача́,атай
235,Mutter::N,ава́,әсә
236,Sohn::N,э́рге,ул
237,Tochter::N,ӱ́дыр,ҡыҙ
238,Bruder::N,иза́,агай
239,Bruder::N,шо́льо,агай
240,Schwester::N,ака́,алай
241,Schwester::N,ака́,һеңле
242,Onkel::N,иза́,ағай
243,Tante::N,кока́,апай
244,Ehemann::N,мари́й,ир
245,Ehefrau::N,ва́те,ҡатын
246,Freude::N,куа́н,шатлыҡ
247,Freude::N,куа́н,ҡыуаныс
248,Freude::N,куаныма́ш,шатлыҡ
249,Freude::N,куаныма́ш,ҡыуаныс
250,Gelächter::N,во́штылтыш,көлөү
251,Glück::N,пиа́л,бәхет
252,Kummer::N,о́йго,ҡайғы
253,Wunsch::N,ку́мыл,теләк
254,Lust::N,ку́мыл,әүәҫлек
255,Geist::N,ӧрт,аң
256,Geist::N,ӧрт,рух
257,Geist::N,чон,аң
258,Geist::N,чон,рух
259,Gedanke::N,ой,уй
260,Gedanke::N,ой,фекер
261,Gedanke::N,шоныма́ш,уй
262,Gedanke::N,шоныма́ш,фекер
263,Gedächtnis::N,шарныма́ш,хәтер
264,Verstand::N,уш,аҡыл
265,Sinn::N,смысл,мәғәня
266,Grund::N,ама́л,сәбәп
267,Wahrheit::N,чын,дөрөҫлөк
268,Gespräch::N,мутланыма́ш,әңгәмә
269,Märchen::N,йома́к,әкиәт
270,Erzählung::N,ойлыма́ш,хикәйә
271,Nachricht::N,увертарыма́ш,хәбәр
272,Neuigkeit::N,уве́р,яңылыҡ
273,Name::N,лӱм,исем
274,Rätsel::N,ту́што,йомаҡ
275,Rede::N,ойлыма́ш,телмәр
276,Sprache::N,йы́лме,тел
277,Sprache::N,йы́лме,телмәр
278,Stimme::N,йӱк,тауыш
279,Wort::N,ой,һүҙ
280,Wort::N,мут,һүҙ
281,Zeichen::N,ти́ште,билдә
282,Zeichen::N,знак,билдә
283,Ruf::N,ӱжма́ш,саҡырыу
284,Lärm::N,лӱшкыма́ш,шаулау
285,Lärm::N,йӱк-йӱа́н,шаулау
286,Laut::N,йӱк,тауыш
287,Ton::N,йӱксе́м,яңғырау
288,Lied::N,му́ро,йыр
289,Ruhe::N,ты́мык,ял
290,Ruhe::N,ты́мык,тыныслыҡ
291,Leute::N,еҥ-влак,кешеләр
292,Volk::N,ка́лык,халҡ
293,Arbeit::N,паша́,эш
294,Gast::N,уна́,ҡунаҡ
295,Geschenk::N,пӧле́к,бүләк
296,Spiel::N,мо́дыш,уйын
297,Spiel::N,модма́ш,уйын
298,Gesellschaft::N,тӱшка́,йәмғиәт
299,Hilfe::N,по́лыш,ярҙам
300,Freund::N,таҥ,дуҫ
301,Freund::N,йолта́ш,дуҫ
302,Kamerad::N,таҥ,иптәш
303,Angelegenheit::N,паша́,әш
304,Anzahl::N,чот,һан
305,Art::N,вид,төр
306,Stück::N,ка́тыш,киҫәк
307,Stück::N,ла́стык,киҫәк
308,Teil::N,ужа́ш,өлөш
309,Hälfte::N,пел,ярты
310,Hälfte::N,пе́ле,ярты
311,Kreis::N,ты́ртыш,түңәрәк
312,Kreuz::N,ыре́с,тәре
313,Linie::N,ли́ний,һыҙыҡ
314,Strich::N,коре́ш,һыҙат
315,Abstand::N,кокла́,ара
316,Entfernung::N,тора́,алыҫлыҡ
317,Entfernung::N,ку́жыт,алыҫлыҡ
318,Gegend::N,кунде́м,урын
319,Platz::N,ку́мдык,арауыҡ
320,Ort::N,вер,ерҙәр
321,Ort::N,вер,урындар
322,Ort::N,вер,эш урыны
323,Ort::N,о́лмо,ерҙәр
324,Ort::N,о́лмо,урындар
325,Ort::N,о́лмо,эш урыны
326,Seite::N,ӧ́рдыж,яҡ
327,Mitte::N,покше́л,урталыҡ
328,Gegenstand::N,наста́,нәмә
329,Sache::N,наста́,нәмә
330,Sache::N,наста́,әйбер
331,Rand::N,тӱр,сит
332,Kante::N,тӱр,ҡабырға
333,Kante::N,тӱр,ян
334,Ecke::N,лук,мөйөш
335,Spitze::N,вуй,ос
336,Ende::N,муча́ш,аҙаҡ
337,Loch::N,рож,тишек
338,Winkel::N,лук,мөйөш
339,Muster::N,пеза́к,биҙәк
340,Muster::N,узо́р,биҙәк
341,Muster::N,ӱ́лгӧ,биҙәк
342,Größe::N,кӱ́кшыт,ҙурлыҡ
343,Länge::N,ку́тыш,оҙонлоҡ
344,Höhe::N,кӱ́кшыт,бейеклек
345,Gewicht::N,не́лыт,үлсәү
346,Menge::N,чот,һан
347,Haufen::N,кы́шыл,өйөм
348,Reihe::N,рада́м,рәт
349,Boot::N,пуш,кәмә
350,Ruder::N,эшка́к,ишкәк
351,Schlitten::N,тер,сана
352,Schlitten::N,изде́р,сана
353,Ski::N,е́че,саңгы
354,Lagerfeuer::N,туло́то,костер
355,Last::N,нӧ́лтыш,ауырлыҡ
356,Gang::N,ошкылма́ш,барыу
357,Schritt::N,о́шкыл,аҙым
358,Norden::N,йӱдйыма́л,төньяҡ
359,Süden::N,кечывалве́л,көньяҡ
360,Westen::N,касве́л,көнбайыш
361,Osten::N,эрве́л,көнсығыш
362,Holz::N,пу,үағас
363,Brett::N,оҥа́,таҡта
364,Platte::N,аста́р,плита
365,Stütze::N,чара́к,терәк
366,Stange::N,лома́ш,кәртә
367,Stock::N,тоя́,таяҡ
368,Stab::N,вара́,ҡолға
369,Stab::N,кашта́,ҡолға
370,Rohr::N,пуч,торба
371,Haus::N,пӧрт,өй
372,Haus::N,пӧрт,йорт
373,Heim::N,мӧ́ҥгӧ,өй
374,Ofen::N,комака́,мейес
375,Fußboden::N,кӱва́р,енес
376,Tisch::N,ӱсте́л,өҫтәл
377,Stuhl::N,пӱке́н,ултырғыс
378,Wiege::N,шепка́,бишек
379,Bett::N,ва́кшыш,карауат
380,Regal::N,шӧ́рлык,кәштә
381,Kiste::N,шо́ндык,йәшинк
382,Kiste::N,я́шлык,йәшинк
383,Fenster::N,окна́,тәҙрә
384,Tür::N,омса́,ишек
385,Tor::N,капка́,ҡапҡа
386,Zaun::N,сава́р,ҡойма
387,Dach::N,леве́дыш,түбә
388,Dach::N,леве́дыш,ҡыйыҡ
389,Leiter::N,тошка́лтыш,баҫҡыс
390,Besen::N,ӱштерво́штыр,һепертке
391,Spaten::N,ко́льмо,көрәк
392,Schaufel::N,сово́к,көрәк
393,Schaufel::N,су́ско,көрәк
394,Gabel::N,ви́лке,сәнске
395,Löffel::N,па́не,ҡалаҡ
396,Löffel::N,совла́,ҡалаҡ
397,Messer::N,кӱ́зӧ,бысаҡ
398,Nagel::N,пуда́,сөй
399,Netz::N,вапш,ау
400,Haken::N,са́гыле,ыргаҡ
401,Griff::N,кыл,тотҡа
402,Schloss::N,кӧгӧ́н,йоҙаҡ
403,Bild::N,сӱре́т,картина
404,Figur::N,фигу́р,һын
405,Puppe::N,курча́к,ҡурсаҡ
406,Beutel::N,меша́к,тоҡ
407,Bündel::N,арша́ш,төргәк
408,Tasche::N,сумка́,сумка
409,Eimer::N,ведра́,биҙрә
410,Deckel::N,ко́мдыш,ҡапҡас
411,Geschirr::N,а́те,һауыт-һаба
412,Sack::N,куль,тоҡ
413,Sack::N,меша́к,тоҡ
414,Tasse::N,чу́кыр,сынаяҡ
415,Tasse::N,чашка́,сынаяҡ
416,Topf::N,ми́ске,кәстрүл
417,Kessel::N,под,ҡаҙан
418,Essen::N,ко́чкыш,ашау
419,Nahrung::N,ку́рго,аҙыҡ
420,Speise::N,ко́чкыш,аш
421,Fleisch::N,шыл,ит
422,Getreide::N,шу́рно,иген
423,Getreide::N,шу́рно,ашлыҡ
424,Brei::N,пу́чымыш,бутҡа
425,Brot::N,ки́нде,икмәк
426,Scheibe::N,ка́тыш,телем
427,Fett::N,коя́,май
428,Butter::N,ӱй,май
429,Öl::N,ӱй,май буяуы
430,Salz::N,шинча́л,тоҙ
431,Suppe::N,шӱр,һурпа
432,Honig::N,мӱй,бал
433,Milch::N,шӧр,һөт
434,Tee::N,чай,сәй
435,Leder::N,сура́н,күн
436,Leder::N,шӱ́штӧ,күн
437,Wolle::N,пун,йөн
438,Stoff::N,куэ́м,туҡыма
439,Stoff::N,посто́,туҡыма
440,Nadel::N,и́ме,энә
441,Faden::N,шӱ́ртӧ,еп
442,Knopf::N,по́лдыш,төймә
443,Knoten::N,пышке́м,төйөн
444,Farbe::N,чия́,буяу
445,Kleidung::N,чие́м,кейем
446,Kleidung::N,вурге́м,кейем
447,Hemd::N,ту́выр,күлдәк
448,Kragen::N,сога́,яға
449,Ärmel::N,шокш,ең
450,Hose::N,йола́ш,салбар
451,Gürtel::N,ӱ́штӧ,ҡайыш
452,Mütze::N,упш,бүрк
453,Schuh::N,боти́нке,туфли
454,Stiefel::N,кем,итек
455,Ring::N,шерга́ш,йөҙөк
456,Ring::N,шерга́ш,балдаҡ
457,Band::N,тасма́,таҫма
458,Band::N,ле́нте,таҫма
459,Kamm::N,шерге́,тараҡ
460,Spiegel::N,вошто́нчыш,көзгө
461,Riemen::N,кӱзанӱ́штӧ,ҡайыш
462,Schnur::N,кере́м,бау
463,Schnur::N,кандыра́,бау
464,Leine::N,вӱра́ҥ,бау
465,Decke::N,леве́дыш,одеяд
466,Decke::N,одея́л,одеяд
467,Kissen::N,кӱ́пчык,мендәр
468,Tuch::N,шо́выч,яулыҡ
469,Handtuch::N,со́лык,таҫтамал
470,Kraft::N,вий,көс
471,Kraft::N,куа́т,көс
472,Stärke::N,куа́т,көс
473,Stärke::N,карма́н,көс
474,Gesundheit::N,таза́лык,һаулыҡ
475,Krankheit::N,чер,сир
476,Krankheit::N,чер,ауырыу
477,Schmerz::N,ко́рштыш,һыҙлау
478,Schmerz::N,ко́рштыш,әрнеү
479,Wunde::N,су́сыр,йәрәхәт
480,Fieber::N,йӱштыму́ж,тапма
481,Fieber::N,йӱштыму́ж,биҙгәк
482,Fieber::N,лихора́дке,тапма
483,Fieber::N,лихора́дке,биҙгәк
484,Arznei::N,эм,дарыу
485,Brücke::N,кӱва́р,күпер
486,Brunnen::N,вӱдвыне́м,ҡоҙоҡ
487,Weide::N,нурше́р,көтөүлек
488,Pfad::N,йолго́рно,һуҡмаҡ
489,Pfad::N,сокма́к,һуҡмаҡ
490,Weg::N,ко́рно,юл
491,Straße::N,ко́рно,урам
492,Dorf::N,ял,ауыл
493,Stadt::N,ола́,ҡала
494,Brief::N,се́рыш,хат
495,Buch::N,книга́,китап
496,Buch::N,книга́,кенәгә
497,Buchstabe::N,буква́,хәреф
498,Zeitung::N,газе́т,гәзит
499,Leben::N,и́лыш,йәшәү
500,Tod::N,колыма́ш,үлем
501,Grab::N,шӱга́р,ҡәбер
502,Kirche::N,че́рке,сиркәү
503,Sünde::N,су́лык,гөнаһ
504,Gott::N,ю́мо,алла
505,Gott::N,ю́мо,хоҙай
506,Arbeiter::N,паша́зе,эшсе
507,Chef::N,тӧра́,башлыҡ
508,Meister::N,маста́р,оҫта
509,Arzt::N,врач,врач
510,Lehrer::N,ту́ныктышо,уҡытыусы
511,Geld::N,окса́,аҡса
512,Geschäft::N,сатулыма́ш,эш
513,Laden::N,ке́выт,магазин
514,Preis::N,ак,хаҡ
515,Ware::N,сату́,тауар
516,Nutzen::N,пайда́,файҙа
517,Reichtum::N,поя́нлык,байлыҡ
518,Welt::N,тӱня́,донъя
519,Land::N,эл,ил
520,Staat::N,кугыжа́ныш,дәүләт
521,König::N,кугыжа́,король
522,Macht::N,власть,власть
523,Grenze::N,грани́ца,сик
524,Krieg::N,сар,һуғыш
525,Feind::N,тушма́н,йылан
526,Gewalt::N,виешлыма́ш,көслөк
527,Kampf::N,кредалма́ш,көрәш
528,Bogen[Waffe]::N,юҥе́ж,йәйә
529,Pfeil::N,пикш,уҡ
530,Gewehr::N,пыча́л,мылтыҡ
531,Fehler::N,йо́ҥылыш,хата
532,Lüge::N,шоя́к,ялған
533,Schaden::N,зия́н,зыян
534,Schaden::N,зия́н,зарар
535,Unglück::N,эҥге́к,ҡаза
536,Schuld::N,тита́к,ғәйеп
537,Schuld::N,йола́,ғәйеп
538,Alter::N,ийго́т,йәш
539,Schluss::N,муча́ш,һуң
540,Schluss::N,муча́ш,аҙаҡ
541,Zeit::N,жап,мәл
542,Zeit::N,жап,заман
543,Zeit::N,па́гыт,мәл
544,Zeit::N,па́гыт,заман
545,Tag::N,ке́че,көн
546,Morgen::N,эр,иртә
547,Morgen::N,эр,иртәнсәк
548,Mittag::N,кечыва́л,төш
549,Abend::N,кас,кис
550,Nacht::N,йӱд,төн
551,Woche::N,арня́,аҙна
552,Monat::N,ты́лзе,ай
553,Jahr::N,ий,йыл
554,Frühling::N,шо́шо,яҙ
555,Sommer::N,кеҥе́ж,йәй
556,Herbst::N,шы́же,көз
557,Winter::N,те́ле,ҡыш
558,Januar::N,шоркыйол,ғинуар
559,Januar::N,идалыкву́й,ғинуар
560,Januar::N,янва́рь,ғинуар
561,Februar::N,пургыж,февраль
562,Februar::N,февра́ль,февраль
563,März::N,ӱярня,март
564,März::N,март,март
565,April::N,апре́ль,апрель
566,Mai::N,ага,май
567,Mai::N,май,май
568,Juni::N,пеледыш,июнь
569,Juni::N,ию́нь,июнь
570,Juli::N,сӱрем,июль
571,Juli::N,ию́ль,июль
572,August::N,сорла,август
573,August::N,агарма́н,август
574,August::N,а́вгуст,август
575,September::N,идым,сентябрь
576,September::N,сентя́брь,сентябрь
577,Oktober::N,шыжа,октябрь
578,Oktober::N,октя́брь,октябрь
579,November::N,кылме тылзе,ноябрь
580,November::N,ноя́брь,ноябрь
581,Dezember::N,дека́брь,декабрь
582,Montag::N,шо́чмо,дүшәмбе
583,Dienstag::N,ку́шкыжмо,шишәмбе
584,Mittwoch::N,вӱрге́че,шаршамбы
585,Donnerstag::N,изарня́,кесаҙна
586,Freitag::N,кугарня́,йома
587,Samstag::N,шуматке́че,шәмбе
588,Sonntag::N,рушарня́,йәкшәмбе
589,groß::A,кугу́,ҙур
590,klein::A,изи́,бәләкәс
591,lang::A,кужу́,оҙон
592,kurz::A,кӱ́чык,ҡыҫҡа
593,breit::A,кумда́,киң
594,schmal::A,а́ҥысыр,тар
595,dicht::A,ну́гыдо,йыш
596,dicht::A,ну́гыдо,ҡуйы
597,dick[Gegenstand]::A,кӱ́жгӧ,ҡалын
598,dünn::A,ви́чкыж,йоҡа
599,dünn::A,ви́чкыж,нәҙек
600,fein::A,ты́гыде,нескә
601,fest::A,чо́ткыдо,ныҡ
602,flach::A,лапка́,яҫы
603,flach::A,лапка́,ялпаҡ
604,glatt::A,яклака́,шыма
605,hart::A,пе́ҥгыде,ҡаты
606,weich::A,пу́шкыдо,йомшаҡ
607,rund::A,йырге́шке,түңәрәк
608,spitz::A,коша́р,осло түбәле
609,scharf::A,пӱ́сӧ,үткер
610,stumpf::A,токма́к,утмәҫ
611,schwer::A,не́ле,ауыр
612,schön::A,сы́лне,матур
613,heiß::A,шо́кшо,эҫе
614,warm::A,ле́ве,йылы
615,kalt::A,йӱ́штӧ,һыуыҡ
616,kühl::A,юа́лге,һалҡынса
617,kühl::A,южгата́,һалҡынса
618,frisch::A,свежа́,һалҡынса
619,feucht::A,вӱ́дыжгӧ,еүеш
620,feucht::A,вӱ́дыжгӧ,дымлы
621,nass::A,нӧ́рӧ,еүеш
622,trocken::A,ку́кшо,кипкән
623,voll::A,тич,тулы
624,leer::A,яра́,буш
625,offen::A,виш,асыҡ
626,geschlossen::A,пе́тырыме,ябыҡ
627,geschlossen::A,тӱ́чмӧ,ябыҡ
628,sauber::A,ару́,таҙа
629,sauber::A,янда́р,таҙа
630,schmutzig::A,лавыра́н,бысраҡ
631,schmutzig::A,ла́выргыше,бысраҡ
632,roh::A,кӱ́чымӧ,сей
633,reif::A,лӧза́,өлгөрғән
634,lecker::A,ту́тло,тәмле
635,süß::A,ше́ре,тямле
636,süß::A,ше́ре,тәм-том
637,bitter::A,ко́чо,әсе
638,sauer::A,шо́по,әсе
639,hell::A,во́лгыдо,яҡты
640,dunkel::A,пычке́мыш,ҡараңғы
641,schwarz::A,шола́,ҡара
642,weiß::A,ош,аҡ
643,rot::A,йошка́р,матур
644,rot::A,йошка́р,һылыу
645,rot::A,йошка́р,сибәр
646,gelb::A,сар,һары
647,blau::A,ка́нде,күк
648,grün::A,ужа́р,йәшел
649,grau::A,сур,буҙ
650,bunt::A,олача́,сыбар
651,bunt::A,олача́,ала-ҡола
652,billig::A,шу́лдо,арзан
653,teuer::A,ше́рге,ҡыйбатлы
654,wertvoll::A,шергака́н,ҡиммәтле
655,blind::A,со́кыр,һуҡыр
656,taub::A,соҥгыра́,һаңғырау
657,kräftig::A,куа́тле,көслө
658,kräftig::A,куа́тле,ҡеүәтле
659,stark::A,вия́н,көслө
660,stark::A,вия́н,ҡеүәтле
661,schwach::A,а́лдыме,көсһөҙ
662,fett::A,коя́,һимеҙ
663,schlank::A,йоштката́,зифа
664,schlank::A,яжу́,зифа
665,hübsch::A,чеве́р,матур
666,böse::A,шы́де,асыулы
667,dumm::A,аҥыра́,иҫәр
668,faul::A,його,иренсәк
669,fleißig::A,ты́ршыше,тырыш
670,geizig::A,чаҥга́,һаран
671,klug::A,уша́н,аҡыллы
672,geschickt::A,уста́,оҫта
673,lieb::A,ала́л,яғымлы
674,lustig::A,весела́,күңелле
675,sanft::A,ны́жылге,йыуаш
676,hungrig::A,шу́жышо,ас
677,krank::A,че́рле,сирле
678,krank::A,че́рле,ауырыу
679,nackt::A,чарама́т,яланғас
680,traurig::A,ойга́н,яманһыу
681,lebendig::A,и́лыше,тере
682,lebendig::A,и́лыше,йәнле
683,gut::A,сай,яҡшы
684,schlecht::A,уда́,хөрт
685,schlecht::A,уда́,алама
686,schlecht::A,шӱ́кшӧ,хөрт
687,schlecht::A,шӱ́кшӧ,алама
688,richtig::A,чы́нле,дөрөҫ
689,schlimm::A,аля́к,хөрт
690,schlimm::A,аля́к,алама
691,schlimm::A,тыра́н,хөрт
692,schlimm::A,тыра́н,алама
693,wahr::A,чы́нле,дөрөҫ
694,wahr::A,настоя́щий,дөрөҫ
695,alt::A,то́што,иҫке
696,alt::A,то́што,боронғо
697,neu::A,у,яңы
698,ehemalig::A,о́нчычсо,элекке
