,Concept_ID,ku,ps
66,Mond::N,heyv,سپوږمۍ
67,Stern::N,stêrk,ستوری
68,Luft::N,ba,هوا
69,Wind::N,ba,ورښ
70,Welle::N,şewl,موج
71,Wasser::N,av,اوبه
72,Stein::N,kevir,ډبره
73,Boden::N,herd,مځکه
74,Erde::N,ax,خاوره
75,Staub::N,toz,ګرد
76,Staub::N,toz,خاوره
77,Rauch::N,dû,دود
78,Rauch::N,dû,لوګی
79,Funke::N,çirûşk,سپرغۍ
80,Feuer::N,agir,اور
81,Licht::N,ronahî,رڼا
82,Schatten::N,sî,سیوری
83,Wetter::N,hewa,هوا
84,Nebel::N,mij,لړه
85,Wolke::N,ewr,ورېځ
86,Regen::N,baran,وریا
87,Regen::N,baran,باران
88,Schnee::N,berf,واوره
89,Eis::N,qeşa,یخ
90,Eis::N,qeşa,کنګل
91,Frost::N,xûsik,یخ
92,Kälte::N,serma,ساړه
93,Hitze::N,germayî,تودوخي
94,Raureif::N,şext,سپینه پرخه
95,Regenbogen::N,heftreng,بوډۍ ټال
96,Regenbogen::N,heftreng,سره زرغونه
97,Donner::N,gire-gir,تالنده
98,Strömung::N,şewl,بهېدنه
99,Tropfen::N,dilop,قطره
100,Tropfen::N,dilop,څاڅکی
101,Schaum::N,kef,ځګ
102,Schmutz::N,gemar,ناپاکي
103,See::N,gol,جهیل
104,Sumpf::N,hezek,جبه
105,Moor::N,mafêl,جبه
106,Wiese::N,sûrik,چمن
107,Wiese::N,sûrik,شنېلی
108,Wald::N,çiya,ځنګل
109,Wald::N,daristan,ځنګل
110,Hügel::N,gir,تپه
111,Anhöhe::N,sere gir,غونډۍ
112,Berg::N,kaş,غ‍‍‍‍‍ر
113,Gipfel::N,sere gir,څوکه
114,Höhle::N,şikeft,کاز
115,Abhang::N,kaş,لمن
116,Quelle::N,kanî,چینه
117,Bach::N,çem,واله
118,Fluss::N,çem,سیند
119,Fluss::N,rûbar,سیند
120,Ufer::N,kevî,غاړه
121,Küste::N,berav,ساحل
122,Festland::N,bejahî,وچه
123,Meer::N,behr,بحر
124,Meer::N,behr,سمندر
125,Bucht::N,derav,کارۍ
126,Insel::N,girav,ټاپو
127,Insel::N,girav,جزيره
128,Blume::N,kulînk,ګل
129,Gras::N,giha,واښه
130,Wurzel::N,reh,ریښه
131,Baum::N,dar,ونه
132,Stamm::N,bavik,ډډ
133,Rinde::N,qaqil,پوستکی
134,Ast::N,gulî,ښاخ
135,Zweig::N,şax,څانګه
136,Blatt::N,pel,پاڼه
137,Birke::N,dara sipî,توس
138,Kiefer[Baum]::N,dara bî,نښتر
139,Weide[Baum]::N,dara belalûk,وله
140,Tanne::N,merx,ناجو
141,Horn::N,strô,ښکر
142,Feder::N,pîrtîk,بڼکه
143,Fell::N,heyar,پوستکی
144,Flügel::N,per,وزر
145,Klaue::N,napîk,پنجه
146,Klaue::N,napîk,منګول
147,Kralle::N,dinik,پنجه
148,Kralle::N,dinik,منګول
149,Kralle::N,dirnax,پنجه
150,Kralle::N,dirnax,منګول
151,Schwanz::N,dûv,لکۍ
152,Ei::N,hêk,وۍ
153,Ei::N,hêk,هګۍ
154,Nest::N,hêlîn,جاله
155,Bau::N,avahî,کاز
156,Tier::N,heywan,ژوی
157,Tier::N,heywan,حیوان
158,Herde::N,hoz,رمه
159,Herde::N,hoz,غېله
160,Kuh::N,çêlek,غوا
161,Bulle::N,ga,غوئی
162,Pferd::N,hesp,آس
163,Schaf::N,mîh,پسه
164,Schwein::N,beraz,سرکوزی
165,Hund::N,seh,سپی
166,Katze::N,pişîk,پشه
167,Bär::N,hirç,خرس
168,Eichhörnchen::N,pilûr,خړ لمی
169,Elch::N,pazkovî,ګوزن
170,Fuchs::N,rovî,سپلم
171,Hase::N,kîroşk,سوی
172,Maus::N,mişk,مږک
173,Wolf::N,gur,لېوه
174,Vogel::N,çûk,مرغه
175,Schwarm::N,lufik,سېل
176,Huhn::N,mirîşk,چرګه
177,Hahn::N,dîk,چرګ
178,Gans::N,qaz,بته
179,Adler::N,eylo,عقاب
180,Ente::N,werdek,ایلۍ
181,Eule::N,bûm,ګونګی
182,Eule::N,kund,ګونګی
183,Kranich::N,quling,کلنګ
184,Krähe::N,qijik,کارغه
185,Kuckuck::N,pepûk,فاخته
186,Schwan::N,qû,قو
187,Fisch::N,masî,کب
188,Fisch::N,masî,ماهی
189,Barsch::N,okûn,
190,Hecht::N,mesîyê lûf,
191,Schlange[Tier]::N,mar,مار
192,Wurm::N,kurm,چینجی
193,Spinne::N,pîrê,غڼه
194,Spinne::N,pîrê,تارکښ
195,Ameise::N,mîro,مېږی
196,Ameise::N,gêrîk,مېږی
197,Laus::N,spi,سپږه
198,Mücke::N,mêş,ماشی
199,Fliege::N,mêş,مچ
200,Schmetterling::N,perperîk,پتنګ
201,Beere::N,hirç,مېوۍ
202,Apfel::N,sêv,مڼه
203,Pilz::N,bîrov,خرېړی
204,Zwiebel::N,pîvaz,پیاز
205,Saat::N,tov,تخم
206,Korn::N,dexl,تخم
207,Korn::N,dexl,دانه
208,Heu::N,sap,بوس
209,Heu::N,sap,پروړه
210,Schale::N,qaşik,پوستکی
211,Grube::N,çahl,کنده
212,Falle::N,dafik,دام
213,Falle::N,dafik,لومه
214,Schlinge::N,dahf,کړۍ
215,Spur::N,rêç,نښه
216,Asche::N,xweli,آس
217,Asche::N,xweli,ایره
218,Dreck::N,gemarî,ناپاکي
219,Eisen::N,hesing,اوسپنه
220,Gold::N,zêr,سره زر
221,Silber::N,zîv,نقره
222,Silber::N,zîv,سپین زر
223,Kohle::N,komir,سکور
224,Kohle::N,komir,سکاره
225,Glas::N,qedeh,ښيښه
226,Lehm::N,kelpîç,خټه
227,Sand::N,qûm,شګه
228,Mensch::N,mirov,انسان
229,Mann::N,mêr,سړی
230,Mann::N,mêr,نارینه
231,Frau::N,jin,ښځه
232,Kind::N,zarok,بچی
233,Kind::N,zarok,ماشوم
234,Junge::N,kur,هلک
235,Mädchen::N,keç,نجلۍ
236,Mädchen::N,keçik,نجلۍ
237,Familie::N,malbat,کورنۍ
238,Großvater::N,bapîr,بابا
239,Großmutter::N,pîrik,انا
240,Eltern::N,bavudê,مور او پلار
241,Vater::N,bav,پلار
242,Mutter::N,dê,مور
243,Mutter::N,dayik,مور
244,Sohn::N,kur,زوی
245,Tochter::N,keç,لور
246,Bruder::N,bira,ورور
247,Schwester::N,xweh,خور
248,Onkel::N,am,تره
249,Onkel::N,am,ماما
250,Onkel::N,xal,تره
251,Onkel::N,xal,ماما
252,Tante::N,metik,خاله
253,Tante::N,xaltîk,خاله
254,Ehemann::N,mêr,مېړه
255,Ehefrau::N,kulfet,مېرمن
256,Freude::N,kêfxweşî,خوشحالي
257,Gelächter::N,pîrqînî,خندا
258,Glück::N,bext,بخت
259,Kummer::N,derd,غم
260,Wunsch::N,daxwaz,هيله
261,Wunsch::N,daxwaz,غوښتنه
262,Wunsch::N,xwestek,هيله
263,Wunsch::N,xwestek,غوښتنه
264,Lust::N,şewq,شوق
265,Lust::N,şewq,مینه
266,Geist::N,aqil,روح
267,Gedanke::N,fikir,فکر
268,Gedächtnis::N,aqil,یاد
269,Gedächtnis::N,aqil,حافظه
270,Verstand::N,fêm,عقل
271,Verstand::N,fêm,شعور
272,Sinn::N,aqil,معنی
273,Grund::N,asas,علت
274,Grund::N,asas,اساس
275,Wahrheit::N,rastî,حقیقت
276,Gespräch::N,guftûgo,مرکه
277,Gespräch::N,guftûgo,خبرې اترې
278,Märchen::N,çirok,افسانه
279,Erzählung::N,çirok,قصه
280,Erzählung::N,çirok,کیسه
281,Erzählung::N,vegotin,قصه
282,Erzählung::N,vegotin,کیسه
283,Nachricht::N,nûçe,خبر
284,Neuigkeit::N,hewal,نوی خبر
285,Name::N,nav,نوم
286,Name::N,paşnav,نوم
287,Rätsel::N,tiştonek,کیسۍ
288,Rätsel::N,tiştonek,چیستان
289,Rede::N,gotar,وینا
290,Rede::N,axavtin,وینا
291,Sprache::N,ziman,ژبه
292,Stimme::N,pejn,غږ
293,Stimme::N,pejn,اواز
294,Wort::N,gotin,لغت
295,Wort::N,gotin,کلمه
296,Zeichen::N,şanek,نښه
297,Zeichen::N,şanek,اشاره
298,Ruf::N,hawar,ږغ
299,Ruf::N,hawar,بلنه
300,Lärm::N,xarbalix,غالمغال
301,Laut::N,deng,ږغ
302,Laut::N,hês,ږغ
303,Ton::N,awaz,اواز
304,Lied::N,sitran,غزله
305,Lied::N,sitran,سندره
306,Ruhe::N,rihetî,ارامي
307,Leute::N,xelk,خلک
308,Volk::N,xelk,ولس
309,Arbeit::N,xebat,کار
310,Gast::N,mêvan,مېلمه
311,Geschenk::N,diyarî,تحفه
312,Geschenk::N,diyarî,سوغات
313,Spiel::N,lîstik,لوبه
314,Gesellschaft::N,komal,ډله
315,Hilfe::N,alîkarî,کومک
316,Hilfe::N,alîkarî,مرسته
317,Freund::N,heval,ملګری
318,Kamerad::N,heval,انډيوال
319,Angelegenheit::N,pirsgirêk,موضوع
320,Anzahl::N,çend,شمېر
321,Anzahl::N,çend,تعداد
322,Art::N,çeh,ډول
323,Stück::N,lib,ټوټه
324,Stück::N,parçe,ټوټه
325,Teil::N,parçe,برخه
326,Hälfte::N,nîvî,نیم
327,Kreis::N,çemil,دایره
328,Kreuz::N,xaç,صلیب
329,Linie::N,xezik,خط
330,Linie::N,xezik,لیکه
331,Strich::N,xezik,کرښه
332,Abstand::N,dûrahî,فاصله
333,Entfernung::N,dûrahî,واټن
334,Gegend::N,dever,سیمه
335,Gegend::N,dever,منطقه
336,Platz::N,çih,ځای
337,Ort::N,dever,ځای
338,Seite::N,rûpel,مخ
339,Seite::N,rûpel,اړخ
340,Mitte::N,nav,وسط
341,Mitte::N,nav,مینځ
342,Mitte::N,nabênê,وسط
343,Mitte::N,nabênê,مینځ
344,Gegenstand::N,tişt,شی
345,Sache::N,tişt,شی
346,Sache::N,tişt,څيز
347,Rand::N,kevî,څنډه
348,Rand::N,kevî,کناره
349,Kante::N,kevî,اړخ
350,Ecke::N,qunç,ګوټ
351,Spitze::N,derzî,څوکه
352,Ende::N,talî,څوکه
353,Loch::N,qul,سوری
354,Winkel::N,kurnîşk,کنج
355,Winkel::N,kurnîşk,کوتی
356,Muster::N,desen,نمونه
357,Größe::N,mezinî,قد
358,Größe::N,mezinî,لويوالی
359,Länge::N,dirêjahî,طول
360,Länge::N,dirêjahî,اوږد والی
361,Höhe::N,bilindayî,جګوالی
362,Gewicht::N,giranî,وزن
363,Menge::N,qas,اندازه
364,Haufen::N,lod,کوټه
365,Reihe::N,rêz,صف
366,Reihe::N,rêz,کتار
367,Boot::N,kelek,قايق
368,Ruder::N,bêrik,چپه
369,Schlitten::N,xîjik,ښویېدونی
370,Ski::N,lakan,سکي
371,Lagerfeuer::N,agir,اور
372,Last::N,bar,بار
373,Last::N,bar,پېټی
374,Gang::N,fîtêz,تګ
375,Schritt::N,gav,ګام
376,Norden::N,bakur,شمال
377,Süden::N,başur,سوېل
378,Westen::N,rojava,لوېدېځ
379,Osten::N,rojhilat,شرق
380,Osten::N,rojhilat,ختیځ
381,Holz::N,dep,لرګی
382,Brett::N,dep,تخته
383,Platte::N,dep,تخته
384,Stütze::N,destek,تکیوان
385,Stange::N,sing,ډاګه
386,Stock::N,çam,لرګی
387,Stab::N,qat,چيخله
388,Rohr::N,borî,نل
389,Haus::N,mal,کور
390,Haus::N,xanî,کور
391,Heim::N,mal,کور
392,Ofen::N,sobe,تودنۍ
393,Fußboden::N,binpê,غولی
394,Tisch::N,mase,مېز
395,Stuhl::N,kursî,چوکۍ
396,Wiege::N,derguş,زانګو
397,Bett::N,qerewêle,کټ
398,Bett::N,qerewêle,چپرکټ
399,Regal::N,rêbaz,تاخچۍ
400,Kiste::N,sindoq,صندوق
401,Fenster::N,çam,کړکۍ
402,Fenster::N,şibeke,کړکۍ
403,Tür::N,derî,دروازه
404,Tor::N,derge,دروازه
405,Zaun::N,hejik,کټاره
406,Dach::N,sere xanî,بام
407,Leiter::N,pêling,زينه
408,Besen::N,melkes,جارو
409,Spaten::N,mer,یوم
410,Schaufel::N,bêr,بېلچه
411,Gabel::N,çetel,پنجه
412,Löffel::N,kevçî,کاشوغه
413,Messer::N,kêr,چاقو
414,Nagel::N,bizmar,ميخ
415,Netz::N,tor,جال
416,Haken::N,çenqel,څنګک
417,Griff::N,destî,لاستی
418,Schloss::N,qonax,کلپ
419,Bild::N,dimen,رسم
420,Figur::N,figûr,قدوقامت
421,Puppe::N,bûk,ګوډۍ
422,Beutel::N,kîsik,کڅوړه
423,Bündel::N,pêçek,دسته
424,Tasche::N,bêrîk,بکس
425,Tasche::N,bêrîk,توبره
426,Eimer::N,dewl,سطل
427,Deckel::N,devik,سرپوښ
428,Geschirr::N,ferax,لوښی
429,Sack::N,tûr,جوال
430,Tasse::N,kada,پیاله
431,Topf::N,beroş,دېګی
432,Kessel::N,şîril,دېګ
433,Essen::N,xwarin,خوراک
434,Nahrung::N,xwarin,خوراک
435,Speise::N,xwarin,خواړه
436,Fleisch::N,goşt,غوښه
437,Getreide::N,zad,غله
438,Brei::N,hewdêl,اوګره
439,Brot::N,,ډوډۍ
440,Scheibe::N,parçe,مړۍ
441,Fett::N,rûn,غوړي
442,Butter::N,rûn,کوچ
443,Öl::N,rûn,تېل
444,Salz::N,xwe,مالګه
445,Suppe::N,şorbe,شوربا
446,Honig::N,hingiv,شات
447,Milch::N,şîr,شوده
448,Tee::N,çay,چای
449,Leder::N,çerm,څرمن
450,Wolle::N,herî,پشم
451,Stoff::N,paç,ټوټه
452,Nadel::N,derzî,ستن
453,Faden::N,ta,تار
454,Knopf::N,bişkok,تڼۍ
455,Knopf::N,bişkok,تکمه
456,Knoten::N,girêk,غوټه
457,Farbe::N,boyax,رنګ
458,Kleidung::N,çil,کالي
459,Hemd::N,qutik,کميس
460,Hemd::N,miltan,کميس
461,Kragen::N,stûvang,غاړه
462,Ärmel::N,hûçik,لستوڼی
463,Hose::N,şewel,پطلون
464,Gürtel::N,qayiş,کمربند
465,Mütze::N,fîno,خولۍ
466,Schuh::N,şêkal,بوټ
467,Stiefel::N,gizme,موزه
468,Stiefel::N,çizme,موزه
469,Ring::N,xelek,ګوته
470,Band::N,band,فيته
471,Kamm::N,şeh,ګمنځ
472,Spiegel::N,eynik,ایینه
473,Spiegel::N,eynik,هنداره
474,Riemen::N,qayiş,تسمه
475,Schnur::N,doxin,مزی
476,Leine::N,şirît,رسۍ
477,Decke::N,bataniye,بړستن
478,Kissen::N,balgî,بالښت
479,Tuch::N,şar,ټیکری
480,Handtuch::N,dezmal,دسمال
481,Kraft::N,hêz,زور
482,Kraft::N,hêz,توان
483,Kraft::N,qewet,زور
484,Kraft::N,qewet,توان
485,Stärke::N,xurtî,قوت
486,Gesundheit::N,nojdarî,صحت
487,Gesundheit::N,nojdarî,روغتیا
488,Krankheit::N,nexweşî,مرض
489,Krankheit::N,nexweşî,ناروغي
490,Schmerz::N,êş,درد
491,Wunde::N,kul,ټپ
492,Wunde::N,kul,زخم
493,Fieber::N,ta,تبه
494,Arznei::N,derman,دوا
495,Arznei::N,derman,دارو
496,Brücke::N,kopî,پول
497,Brunnen::N,çal,څاه
498,Brunnen::N,çal,کوهی
499,Brunnen::N,kani,څاه
500,Brunnen::N,kani,کوهی
501,Weide::N,beyar,وله
502,Pfad::N,xaçirek,تړه
503,Weg::N,rê,لیار
504,Straße::N,rê,سړک
505,Dorf::N,gund,کلی
506,Stadt::N,baçar,ښار
507,Brief::N,name,لیک
508,Brief::N,name,مکتوب
509,Buch::N,kitêb,کتاب
510,Buch::N,pirtûk,کتاب
511,Buchstabe::N,herf,حرف
512,Buchstabe::N,herf,توری
513,Zeitung::N,rojname,اخبار
514,Leben::N,jiyan,ژوند
515,Tod::N,mirin,مرګ
516,Tod::N,mirin,مړینه
517,Grab::N,mezel,قبر
518,Grab::N,mezel,ډورۍ
519,Kirche::N,gilyas,کلیسا
520,Sünde::N,guneh,ګناه
521,Gott::N,xwedê,خدای
522,Arbeiter::N,hîşçî,کاریګر
523,Chef::N,bêg,آمر
524,Meister::N,hoste,استاد
525,Arzt::N,doktor,طبیب
526,Arzt::N,doktor,ډاکټر
527,Lehrer::N,mamoste,معلم
528,Lehrer::N,mamoste,ښوونکی
529,Geld::N,pere,پیسې
530,Geschäft::N,firoşgeh,سوداګري
531,Laden::N,dikan,دکان
532,Laden::N,dikan,مغازه
533,Preis::N,buha,بیه
534,Ware::N,tişt,مال
535,Nutzen::N,fêde,ګټه
536,Reichtum::N,serwet,شتمني
537,Welt::N,dinya,نړۍ
538,Welt::N,dinya,دنیا
539,Land::N,welat,هېواد
540,Staat::N,dewlet,دولت
541,König::N,şah,باچا
542,König::N,şah,پادشاه
543,König::N,qral,باچا
544,König::N,qral,پادشاه
545,Macht::N,qewet,قدرت
546,Macht::N,destihilat,قدرت
547,Grenze::N,kevî,حد
548,Grenze::N,kevî,سرحد
549,Krieg::N,çeng,جګړه
550,Krieg::N,sêwaş,جګړه
551,Feind::N,dijmin,دښمن
552,Gewalt::N,zor,زور
553,Gewalt::N,zor,تشدد
554,Kampf::N,şer,جنګ
555,Kampf::N,şer,مبارزه
556,Bogen[Waffe]::N,kêvan,لیندۍ
557,Pfeil::N,çîrik,غشی
558,Gewehr::N,tifing,ټوپک
559,Fehler::N,şaşî,خطا
560,Fehler::N,şaşî,غلطي
561,Lüge::N,derew,دروغ
562,Schaden::N,xisar,زیان
563,Schaden::N,xisar,تاوان
564,Unglück::N,bêbextî,بدبختي
565,Schuld::N,suç,ګناه
566,Alter::N,temen,منګ
567,Schluss::N,girtin,اخر
568,Zeit::N,çax,وخت
569,Tag::N,roj,ورځ
570,Morgen::N,sibeh,سبا
571,Morgen::N,sibeh,سهار
572,Mittag::N,nîro,غرمه
573,Abend::N,êvar,ماښام
574,Nacht::N,şev,شپه
575,Woche::N,heftî,اونۍ
576,Monat::N,meh,مياشت
577,Jahr::N,sal,کال
578,Frühling::N,bihar,پسرلی
579,Sommer::N,havîn,دوبی
580,Herbst::N,payîz,منی
581,Herbst::N,payîz,خزان
582,Winter::N,zistan,ژمی
583,Januar::N,çile,جنوري
584,Februar::N,sibat,فبروري
585,März::N,adar,مارچ
586,April::N,nîsan,اپریل
587,Mai::N,gûlan,مې
588,Juni::N,hezîran,جون
589,Juli::N,tîmeh,جولای
590,August::N,tebax,اګست
591,September::N,îlon,سپټامبر
592,Oktober::N,çotmeh,اکتوبر
593,November::N,mijdar,نومبر
594,Dezember::N,kanûn,دسمبر
595,Montag::N,duşemb,دوشنبه
596,Dienstag::N,sêşem,سه شنبه
597,Mittwoch::N,çarşemb,چارشنبه
598,Donnerstag::N,pêşemb,پنجشنبه
599,Freitag::N,în,جمعه
600,Samstag::N,şemî,خالي
601,Sonntag::N,yekşemb,یکشنبه
602,groß::A,mezin,لوی
603,klein::A,çûçik,وړوکی
604,lang::A,dirêj,اوړد
605,kurz::A,kin,لنډ
606,breit::A,fireh,پراخه
607,schmal::A,tenik,تنګ
608,dicht::A,gir,ګڼ
609,dick[Gegenstand]::A,şîşman,پنډ
610,dünn::A,zirav,نری
611,fein::A,tenik,نازک
612,fest::A,saxlem,کلک
613,fest::A,saxlem,ټینګ
614,flach::A,pahn,هوار
615,glatt::A,dûz,ښوی
616,glatt::A,şayîk,ښوی
617,hart::A,hişk,کلک
618,weich::A,nerm,نرم
619,weich::A,nerm,پوست
620,rund::A,gilover,ګرد
621,spitz::A,pîj,تېره
622,scharf::A,tûj,تېز
623,scharf::A,tûj,تېره
624,stumpf::A,ne tûj,پڅ
625,schwer::A,giran,دروند
626,schön::A,xweş,ښکلی
627,schön::A,xweşik,ښکلی
628,heiß::A,kelandî,تود
629,warm::A,germ,تود
630,kalt::A,sar,ېخ
631,kalt::A,sar,سوړ
632,kühl::A,jemîrî,ېخ
633,kühl::A,jemîrî,سوړ
634,frisch::A,ter,تازه
635,feucht::A,şil,مرطوب
636,nass::A,şilek,لوند
637,trocken::A,zuwa,وچ
638,voll::A,tijî,ډک
639,leer::A,vala,خالی
640,offen::A,vekirî,خلاص
641,offen::A,vekirî,پرانیستی
642,geschlossen::A,asê,تړلی
643,sauber::A,pakij,پاک
644,schmutzig::A,lewitî,چټل
645,roh::A,xav,خام
646,reif::A,gihaştî,پوخ
647,reif::A,gihaştî,رسېدلی
648,lecker::A,xweş,خوندور
649,lecker::A,xweş,مزه دار
650,süß::A,şîrîn,خوږ
651,süß::A,şîrîn,شیرین
652,bitter::A,tahl,تریخ
653,sauer::A,tirş,ټاک
654,sauer::A,tirş,تريو
655,hell::A,ronî,روڼ
656,hell::A,ronî,روښان
657,dunkel::A,tarî,تیاره
658,schwarz::A,reş,تور
659,weiß::A,sipî,سپين
660,rot::A,sor,سور
661,gelb::A,zer,زېړ
662,blau::A,şîn,شین
663,blau::A,şîn,اسماني رنګه
664,grün::A,şîn,زرغون
665,grau::A,gewr,خړ
666,bunt::A,rengîn,رنګارنګ
667,billig::A,erzan,ارزان
668,teuer::A,biha,ګران
669,wertvoll::A,hêja,قیمتي
670,wertvoll::A,giranbiha,قیمتي
671,blind::A,kor,ړوند
672,taub::A,kerr,کوڼ
673,kräftig::A,gir,قوی
674,kräftig::A,xurt,قوی
675,stark::A,xurt,قوی
676,stark::A,xurt,تکړه
677,schwach::A,kesad,ضعیف
678,schwach::A,kesad,کمزوری
679,fett::A,qelew,چاغ
680,schlank::A,zirav,خوش اندام
681,hübsch::A,xweşik,ښکلی
682,hübsch::A,xweşik,ښایسته
683,böse::A,xerab,شریر
684,böse::A,xerab,قهرناک
685,böse::A,aciz,شریر
686,böse::A,aciz,قهرناک
687,dumm::A,gêj,احمق
688,faul::A,têmbêl,لټ
689,faul::A,têmbêl,تنبل
690,fleißig::A,jêhatî,زحمت کښ
691,geizig::A,destgirtî,بخیل
692,klug::A,baqil,عاقل
693,klug::A,baqil,هوښیار
694,geschickt::A,zîrek,ماهر
695,geschickt::A,ziring,ماهر
696,lieb::A,delal,عزیز
697,lieb::A,delal,محبوب
698,lustig::A,kêfxweş,خوشحال
699,sanft::A,nazenîn,پوست
700,sanft::A,nazenîn,ملایم
701,hungrig::A,birçî,وږی
702,krank::A,nexweş,مريض
703,krank::A,nexweş,ناروغ
704,nackt::A,rût,لوڅ
705,nackt::A,tazî,لوڅ
706,traurig::A,xemgîn,غمجن
707,lebendig::A,bisaxî,ژوندی
708,gut::A,baş,ښه
709,schlecht::A,xerab,بد
710,schlecht::A,xerab,خراب
711,richtig::A,rast,سم
712,richtig::A,rast,صحیح
713,richtig::A,saxlem,سم
714,richtig::A,saxlem,صحیح
715,schlimm::A,nebaş,بد
716,schlimm::A,nebaş,مخوف
717,wahr::A,rast,واقعي
718,alt::A,pîr,زوړ
719,alt::A,kevn,زوړ
720,neu::A,nû,نوی
721,ehemalig::A,kevnar,پخوانی
722,ehemalig::A,peşidar,پخوانی
723,alt[Lebewesen]::A,pîr,زوړ
724,jung::A,xort,ځوان
725,arm::A,feqîr,غریب
726,arm::A,feqîr,بې وزله
727,arm::A,desteng,غریب
728,arm::A,desteng,بې وزله
729,reich::A,dewlemend,شتمن
730,reich::A,dewlemend,دولتمند
731,bekannt::A,naskirî,اشنا
732,berühmt::A,navdar,مشهور
733,fremd::A,xerîb,پردی
734,fremd::A,xerîb,بېګانه
735,verschieden::A,çîhê,مختلف
736,nah::A,nêzîk,نژدې
737,fern::A,dûr,لیری
738,linker::A,çepê,چپ
739,linker::A,çepê,کیڼ
740,rechter::A,rastê,ښی
741,anderer::A,yê din,بل
742,erster::A,yekemîn,لومړی
743,zweiter::A,duda,دوهم
744,dritter::A,sisêya,درېم
745,letzter::A,paşîn,آخرنی
746,letzter::A,paşîn,وروستی
747,allein::ADV,tenê,یوازې
748,auf einmal::ADV,jar kê,په یوه وخت کی
749,zusammen::ADV,tev,یو ځای
750,zusammen::ADV,bi hev re,یو ځای
751,lange::ADV,dirêj,ډېر وخت
752,lange::ADV,dirêj,ډېره موده
753,plötzlich::ADV,ji nişkave,ناببره
754,plötzlich::ADV,ji nişkave,یوناڅاپه
755,sofort::ADV,yekser,فوراً
756,sofort::ADV,yekser,سمدلاسه
757,später::ADV,paşiyê,وروسته
758,jetzt::ADV,nuha,اوس
759,heute::ADV,îro,نن
760,morgen::ADV,sibeh,سبا
761,bald::ADV,nêzîk,ژر
762,dann::ADV,paşê,پس
763,dann::ADV,paşê,وروسته
764,gestern::ADV,do,پرون
765,einst::ADV,jar ke,پخوا
766,damals::ADV,hîngî,هغه وخت
767,danach::ADV,piştra,بیا
768,vorher::ADV,pîşî,دمخه
769,zuerst::ADV,bere,لومړی
770,einmal::ADV,çarik,یو ځل
771,manchmal::ADV,çarna,ګاهی ګاهی
772,oft::ADV,gelek çaran,ډېر ځله
773,immer::ADV,daîm,تل
774,immer::ADV,daîm,همېشه
775,niemals::ADV,tu çar,هیڅکله نه
776,hier::ADV,li vir,دلته
777,hierhin::ADV,vir,دلته
778,hierhin::ADV,vir,دې ځای ته
779,von hier::ADV,ji vir,د دې ځای نه
780,dort::ADV,li wê derê,هلته
781,dorthin::ADV,wêda,هلته
782,dorthin::ADV,wêda,هغه ځای ته
783,geradeaus::ADV,rastê rast,مخامخ
784,vorwärts::ADV,ber bi pêş,مخ پهٔ وړاندې
785,rückwärts::ADV,paşpê,بېرته
786,zurück::ADV,paşdo,بېرته
787,zurück::ADV,paşvê,بېرته
